B08103_001E,B08103_001M,B08103_002E,B08103_002M,B08103_003E,B08103_003M,B08103_004E,B08103_004M,B08103_005E,B08103_005M,B08103_006E,B08103_006M,B08103_007E,B08103_007M,B08103_001M,B08103_001EA,B08103_001MA,B08103_002M,B08103_002EA,B08103_002MA,B08103_003M,B08103_003EA,B08103_003MA,B08103_004M,B08103_004EA,B08103_004MA,B08103_005M,B08103_005EA,B08103_005MA,B08103_006M,B08103_006EA,B08103_006MA,B08103_007M,B08103_007EA,B08103_007MA,state
45.2,0.3,45.7,0.4,38.6,2.6,37.9,12.1,31.6,2.3,39.5,6.7,49.9,2.0,0.3,null,null,0.4,null,null,2.6,null,null,12.1,null,null,2.3,null,null,6.7,null,null,2.0,null,null,23
43.0,0.2,43.8,0.3,39.8,0.8,40.9,0.8,30.7,0.9,37.4,2.4,47.3,0.8,0.2,null,null,0.3,null,null,0.8,null,null,0.8,null,null,0.9,null,null,2.4,null,null,0.8,null,null,24
42.9,0.2,44.9,0.2,37.8,0.6,35.6,0.5,29.4,0.6,34.1,1.4,48.3,0.7,0.2,null,null,0.2,null,null,0.6,null,null,0.5,null,null,0.6,null,null,1.4,null,null,0.7,null,null,25
42.5,0.2,43.2,0.2,37.3,0.5,33.5,1.0,29.0,1.2,37.0,1.6,47.9,0.6,0.2,null,null,0.2,null,null,0.5,null,null,1.0,null,null,1.2,null,null,1.6,null,null,0.6,null,null,26
41.9,0.2,42.4,0.2,37.3,0.6,36.8,1.4,34.6,2.2,36.3,1.5,47.5,0.6,0.2,null,null,0.2,null,null,0.6,null,null,1.4,null,null,2.2,null,null,1.5,null,null,0.6,null,null,27
41.7,0.4,41.9,0.4,39.5,1.3,40.0,8.1,41.3,4.3,44.1,2.2,47.6,4.1,0.4,null,null,0.4,null,null,1.3,null,null,8.1,null,null,4.3,null,null,2.2,null,null,4.1,null,null,28
41.6,0.2,41.9,0.2,39.1,0.7,36.0,1.8,30.3,1.8,40.2,3.3,46.2,0.8,0.2,null,null,0.2,null,null,0.7,null,null,1.8,null,null,1.8,null,null,3.3,null,null,0.8,null,null,29
42.4,0.4,42.9,0.5,37.9,1.5,35.3,4.0,37.5,2.8,38.8,7.1,49.3,2.1,0.4,null,null,0.5,null,null,1.5,null,null,4.0,null,null,2.8,null,null,7.1,null,null,2.1,null,null,30
41.6,0.3,42.0,0.4,37.4,0.8,34.8,4.5,35.4,3.5,36.6,2.3,49.6,1.8,0.3,null,null,0.4,null,null,0.8,null,null,4.5,null,null,3.5,null,null,2.3,null,null,1.8,null,null,31
41.3,0.3,41.6,0.3,39.0,1.0,37.4,3.2,36.5,3.5,42.4,4.5,47.4,1.2,0.3,null,null,0.3,null,null,1.0,null,null,3.2,null,null,3.5,null,null,4.5,null,null,1.2,null,null,32
45.3,0.3,45.8,0.4,41.0,1.8,33.3,6.0,29.5,4.0,39.5,6.4,50.8,1.2,0.3,null,null,0.4,null,null,1.8,null,null,6.0,null,null,4.0,null,null,6.4,null,null,1.2,null,null,33
43.8,0.1,45.0,0.3,40.2,0.5,40.2,0.4,35.8,0.8,39.2,1.0,49.3,0.7,0.1,null,null,0.3,null,null,0.5,null,null,0.4,null,null,0.8,null,null,1.0,null,null,0.7,null,null,34
41.5,0.4,41.4,0.5,39.6,1.3,40.8,6.5,32.7,2.1,39.9,5.5,50.1,1.6,0.4,null,null,0.5,null,null,1.3,null,null,6.5,null,null,2.1,null,null,5.5,null,null,1.6,null,null,35
42.1,0.2,44.9,0.2,41.0,0.5,38.6,0.3,37.0,0.6,38.8,0.8,46.9,0.6,0.2,null,null,0.2,null,null,0.5,null,null,0.3,null,null,0.6,null,null,0.8,null,null,0.6,null,null,36
42.2,0.2,42.6,0.2,37.4,0.5,34.4,1.6,28.4,1.2,41.0,2.4,46.3,0.6,0.2,null,null,0.2,null,null,0.5,null,null,1.6,null,null,1.2,null,null,2.4,null,null,0.6,null,null,37
39.4,0.5,39.7,0.6,35.1,1.3,27.2,6.4,38.6,8.3,33.7,7.6,48.1,2.4,0.5,null,null,0.6,null,null,1.3,null,null,6.4,null,null,8.3,null,null,7.6,null,null,2.4,null,null,38
42.5,0.1,43.2,0.1,36.8,0.6,36.3,2.1,27.4,1.1,35.7,1.7,47.8,0.7,0.1,null,null,0.1,null,null,0.6,null,null,2.1,null,null,1.1,null,null,1.7,null,null,0.7,null,null,39
41.0,0.2,41.4,0.2,37.6,0.8,36.1,5.2,31.0,2.3,38.8,3.4,45.8,1.1,0.2,null,null,0.2,null,null,0.8,null,null,5.2,null,null,2.3,null,null,3.4,null,null,1.1,null,null,40
41.4,0.2,42.2,0.3,38.1,0.8,35.7,0.8,32.8,1.8,37.3,1.3,48.4,1.2,0.2,null,null,0.3,null,null,0.8,null,null,0.8,null,null,1.8,null,null,1.3,null,null,1.2,null,null,41
43.4,0.1,44.5,0.2,38.7,0.6,36.9,0.8,31.4,0.6,36.9,1.1,47.6,0.6,0.1,null,null,0.2,null,null,0.6,null,null,0.8,null,null,0.6,null,null,1.1,null,null,0.6,null,null,42
42.6,0.4,43.5,0.5,38.7,1.8,42.1,6.4,27.6,3.4,35.2,5.2,47.4,2.7,0.4,null,null,0.5,null,null,1.8,null,null,6.4,null,null,3.4,null,null,5.2,null,null,2.7,null,null,44
41.6,0.2,42.2,0.2,37.7,0.6,41.3,2.5,24.5,1.3,39.7,3.7,47.4,2.0,0.2,null,null,0.2,null,null,0.6,null,null,2.5,null,null,1.3,null,null,3.7,null,null,2.0,null,null,45
42.0,0.5,42.2,0.6,36.1,1.2,44.5,9.9,36.1,3.9,44.9,5.3,52.0,2.3,0.5,null,null,0.6,null,null,1.2,null,null,9.9,null,null,3.9,null,null,5.3,null,null,2.3,null,null,46
41.7,0.2,42.0,0.2,37.3,0.7,45.0,2.9,29.8,2.0,38.8,2.9,47.4,1.0,0.2,null,null,0.2,null,null,0.7,null,null,2.9,null,null,2.0,null,null,2.9,null,null,1.0,null,null,47
40.5,0.2,40.7,0.2,37.3,0.4,38.4,0.9,33.1,1.3,38.2,1.2,46.2,0.5,0.2,null,null,0.2,null,null,0.4,null,null,0.9,null,null,1.3,null,null,1.2,null,null,0.5,null,null,48
37.7,0.3,38.1,0.3,34.6,0.9,32.9,2.5,25.8,1.5,33.5,3.3,43.2,1.3,0.3,null,null,0.3,null,null,0.9,null,null,2.5,null,null,1.5,null,null,3.3,null,null,1.3,null,null,49
44.9,0.3,45.4,0.4,39.8,2.2,32.2,5.5,30.4,3.5,41.2,8.9,51.9,1.9,0.3,null,null,0.4,null,null,2.2,null,null,5.5,null,null,3.5,null,null,8.9,null,null,1.9,null,null,50
42.3,0.2,42.9,0.2,38.9,0.6,40.4,0.9,27.1,0.9,37.7,1.5,47.9,0.6,0.2,null,null,0.2,null,null,0.6,null,null,0.9,null,null,0.9,null,null,1.5,null,null,0.6,null,null,51
41.2,0.2,42.0,0.3,38.1,0.7,35.7,0.7,31.7,0.7,40.1,1.4,47.9,0.6,0.2,null,null,0.3,null,null,0.7,null,null,0.7,null,null,0.7,null,null,1.4,null,null,0.6,null,null,53
43.3,0.3,43.7,0.4,39.2,1.2,36.7,7.5,36.1,6.5,39.1,6.0,48.1,2.2,0.3,null,null,0.4,null,null,1.2,null,null,7.5,null,null,6.5,null,null,6.0,null,null,2.2,null,null,54
42.2,0.2,43.0,0.2,38.0,0.9,31.6,1.2,29.6,1.2,34.8,1.8,48.1,0.8,0.2,null,null,0.2,null,null,0.9,null,null,1.2,null,null,1.2,null,null,1.8,null,null,0.8,null,null,55
40.8,0.6,41.1,0.7,37.2,1.4,40.5,10.3,33.1,5.3,45.3,5.3,49.6,2.9,0.6,null,null,0.7,null,null,1.4,null,null,10.3,null,null,5.3,null,null,5.3,null,null,2.9,null,null,56
41.3,0.3,41.0,0.3,41.2,1.2,46.7,1.8,44.3,2.2,41.9,2.3,45.2,3.1,0.3,null,null,0.3,null,null,1.2,null,null,1.8,null,null,2.2,null,null,2.3,null,null,3.1,null,null,72
41.7,0.3,42.0,0.3,38.5,1.0,47.8,3.6,31.3,2.6,42.1,3.8,47.1,1.7,0.3,null,null,0.3,null,null,1.0,null,null,3.6,null,null,2.6,null,null,3.8,null,null,1.7,null,null,01
39.9,0.7,40.2,0.7,36.3,1.6,36.3,10.0,38.5,2.6,40.4,2.7,47.9,5.3,0.7,null,null,0.7,null,null,1.6,null,null,10.0,null,null,2.6,null,null,2.7,null,null,5.3,null,null,02
40.8,0.2,41.0,0.2,37.8,0.8,35.0,2.3,34.5,2.5,38.4,1.6,47.3,0.7,0.2,null,null,0.2,null,null,0.8,null,null,2.3,null,null,2.5,null,null,1.6,null,null,0.7,null,null,04
41.9,0.3,42.4,0.3,37.2,0.8,40.2,8.2,36.5,2.0,41.2,2.9,47.8,1.9,0.3,null,null,0.3,null,null,0.8,null,null,8.2,null,null,2.0,null,null,2.9,null,null,1.9,null,null,05
41.0,0.1,41.3,0.2,39.5,0.3,37.4,0.4,33.4,0.8,35.8,0.6,47.9,0.4,0.1,null,null,0.2,null,null,0.3,null,null,0.4,null,null,0.8,null,null,0.6,null,null,0.4,null,null,06
40.7,0.2,41.0,0.2,37.1,0.7,36.6,1.4,30.7,0.9,36.4,2.0,47.2,0.6,0.2,null,null,0.2,null,null,0.7,null,null,1.4,null,null,0.9,null,null,2.0,null,null,0.6,null,null,08
44.5,0.2,45.2,0.2,38.4,1.2,40.7,1.9,30.3,2.2,41.6,5.2,50.4,0.7,0.2,null,null,0.2,null,null,1.2,null,null,1.9,null,null,2.2,null,null,5.2,null,null,0.7,null,null,09
43.7,0.4,44.3,0.5,39.8,2.1,37.4,3.7,29.3,3.7,36.1,3.4,51.1,2.4,0.4,null,null,0.5,null,null,2.1,null,null,3.7,null,null,3.7,null,null,3.4,null,null,2.4,null,null,10
36.3,0.4,41.1,0.9,40.5,2.4,35.0,0.6,30.9,0.7,34.0,1.2,41.1,3.6,0.4,null,null,0.9,null,null,2.4,null,null,0.6,null,null,0.7,null,null,1.2,null,null,3.6,null,null,11
