B22002_001E,B22002_001M,B22002_002E,B22002_002M,B22002_003E,B22002_003M,B22002_004E,B22002_004M,B22002_005E,B22002_005M,B22002_006E,B22002_006M,B22002_007E,B22002_007M,B22002_008E,B22002_008M,B22002_009E,B22002_009M,B22002_010E,B22002_010M,B22002_011E,B22002_011M,B22002_012E,B22002_012M,B22002_013E,B22002_013M,B22002_014E,B22002_014M,B22002_015E,B22002_015M,B22002_016E,B22002_016M,B22002_017E,B22002_017M,B22002_018E,B22002_018M,B22002_019E,B22002_019M,B22002_020E,B22002_020M,B22002_021E,B22002_021M,B22002_022E,B22002_022M,B22002_023E,B22002_023M,B22002_024E,B22002_024M,B22002_025E,B22002_025M,B22002_026E,B22002_026M,B22002_027E,B22002_027M,B22002_001M,B22002_001EA,B22002_001MA,B22002_002M,B22002_002EA,B22002_002MA,B22002_003M,B22002_003EA,B22002_003MA,B22002_004M,B22002_004EA,B22002_004MA,B22002_005M,B22002_005EA,B22002_005MA,B22002_006M,B22002_006EA,B22002_006MA,B22002_007M,B22002_007EA,B22002_007MA,B22002_008M,B22002_008EA,B22002_008MA,B22002_009M,B22002_009EA,B22002_009MA,B22002_010M,B22002_010EA,B22002_010MA,B22002_011M,B22002_011EA,B22002_011MA,B22002_012M,B22002_012EA,B22002_012MA,B22002_013M,B22002_013EA,B22002_013MA,B22002_014M,B22002_014EA,B22002_014MA,B22002_015M,B22002_015EA,B22002_015MA,B22002_016M,B22002_016EA,B22002_016MA,B22002_017M,B22002_017EA,B22002_017MA,B22002_018M,B22002_018EA,B22002_018MA,B22002_019M,B22002_019EA,B22002_019MA,B22002_020M,B22002_020EA,B22002_020MA,B22002_021M,B22002_021EA,B22002_021MA,B22002_022M,B22002_022EA,B22002_022MA,B22002_023M,B22002_023EA,B22002_023MA,B22002_024M,B22002_024EA,B22002_024MA,B22002_025M,B22002_025EA,B22002_025MA,B22002_026M,B22002_026EA,B22002_026MA,B22002_027M,B22002_027EA,B22002_027MA,state
7573456,23478,1077995,17496,510720,13939,184146,8749,320560,9730,52836,4548,267724,8996,6014,1441,567275,13589,124719,5337,133253,5879,35155,3362,98098,4854,309303,8960,6495461,22684,1527065,16465,1052027,16152,462430,9698,132702,5593,329728,8517,12608,2060,4968396,21829,2152902,16813,434424,11149,144180,6115,290244,10013,2381070,22472,23478,null,null,17496,null,null,13939,null,null,8749,null,null,9730,null,null,4548,null,null,8996,null,null,1441,null,null,13589,null,null,5337,null,null,5879,null,null,3362,null,null,4854,null,null,8960,null,null,22684,null,null,16465,null,null,16152,null,null,9698,null,null,5593,null,null,8517,null,null,2060,null,null,21829,null,null,16813,null,null,11149,null,null,6115,null,null,10013,null,null,22472,null,null,12
3686135,15528,516772,11772,285696,10266,89464,5672,191881,8472,28751,3736,163130,7514,4351,1302,231076,6959,40728,3436,56106,3927,12319,1735,43787,3538,134242,6144,3169363,17329,968815,13805,686076,11528,275634,8861,70045,5009,205589,7935,7105,1472,2200548,15554,931828,13250,207286,8340,63847,4878,143439,6750,1061434,14251,15528,null,null,11772,null,null,10266,null,null,5672,null,null,8472,null,null,3736,null,null,7514,null,null,1302,null,null,6959,null,null,3436,null,null,3927,null,null,1735,null,null,3538,null,null,6144,null,null,17329,null,null,13805,null,null,11528,null,null,8861,null,null,5009,null,null,7935,null,null,1472,null,null,15554,null,null,13250,null,null,8340,null,null,4878,null,null,6750,null,null,14251,null,null,13
455868,4824,54008,3530,26808,2612,12252,1852,14556,1494,4206,966,10350,1359,0,185,27200,2732,6587,1153,5285,1160,1878,797,3407,830,15328,1768,401860,5330,119204,4283,89236,3963,28866,2832,9690,1753,19176,2218,1102,410,282656,5590,128161,4678,30562,2816,10243,1629,20319,2054,123933,4720,4824,null,null,3530,null,null,2612,null,null,1852,null,null,1494,null,null,966,null,null,1359,null,null,185,null,null,2732,null,null,1153,null,null,1160,null,null,797,null,null,830,null,null,1768,null,null,5330,null,null,4283,null,null,3963,null,null,2832,null,null,1753,null,null,2218,null,null,410,null,null,5590,null,null,4678,null,null,2816,null,null,1629,null,null,2054,null,null,4720,null,null,15
610872,4143,66302,4555,37237,3342,16396,2207,20403,2443,4740,1063,15663,2180,438,309,29065,3090,5220,1337,4131,1051,719,371,3412,1016,19714,2483,544570,6501,155084,5804,118753,5278,35376,3320,13424,2417,21952,2475,955,574,389486,6224,188537,6208,22801,2259,8511,1684,14290,1843,178148,6298,4143,null,null,4555,null,null,3342,null,null,2207,null,null,2443,null,null,1063,null,null,2180,null,null,309,null,null,3090,null,null,1337,null,null,1051,null,null,371,null,null,1016,null,null,2483,null,null,6501,null,null,5804,null,null,5278,null,null,3320,null,null,2417,null,null,2475,null,null,574,null,null,6224,null,null,6208,null,null,2259,null,null,1684,null,null,1843,null,null,6298,null,null,16
4822046,12932,642115,11609,309867,8926,105425,4684,201618,7312,32034,2758,169584,7001,2824,794,332248,8469,54860,3140,74597,3384,18639,1957,55958,2844,202791,7814,4179931,15057,1176891,12101,866176,11529,300594,10612,90415,5493,210179,8106,10121,1651,3003040,15690,1240325,12810,257018,7274,83070,4364,173948,6317,1505697,15475,12932,null,null,11609,null,null,8926,null,null,4684,null,null,7312,null,null,2758,null,null,7001,null,null,794,null,null,8469,null,null,3140,null,null,3384,null,null,1957,null,null,2844,null,null,7814,null,null,15057,null,null,12101,null,null,11529,null,null,10612,null,null,5493,null,null,8106,null,null,1651,null,null,15690,null,null,12810,null,null,7274,null,null,4364,null,null,6317,null,null,15475,null,null,17
2533270,10440,272445,7895,146672,5744,47124,3491,97246,4921,15546,2270,81700,4083,2302,773,125773,5847,17885,1829,22022,2371,5678,1182,16344,2224,85866,4505,2260825,14041,635195,11836,451377,8623,176116,7432,56287,3830,119829,6652,7702,1547,1625630,14739,708869,8742,125119,5180,43856,3156,81263,4429,791642,10927,10440,null,null,7895,null,null,5744,null,null,3491,null,null,4921,null,null,2270,null,null,4083,null,null,773,null,null,5847,null,null,1829,null,null,2371,null,null,1182,null,null,2224,null,null,4505,null,null,14041,null,null,11836,null,null,8623,null,null,7432,null,null,3830,null,null,6652,null,null,1547,null,null,14739,null,null,8742,null,null,5180,null,null,3156,null,null,4429,null,null,10927,null,null,18
1247932,7106,136100,5285,71434,3917,24162,2510,45811,3043,7467,1146,38344,2736,1461,607,64666,3589,8506,1244,9046,1246,3014,727,6032,997,47114,3088,1111832,7121,304038,6289,230941,5353,70244,3535,25403,2466,44841,2985,2853,829,807794,8171,367384,6962,38949,2862,14383,1784,24566,2235,401461,7610,7106,null,null,5285,null,null,3917,null,null,2510,null,null,3043,null,null,1146,null,null,2736,null,null,607,null,null,3589,null,null,1244,null,null,1246,null,null,727,null,null,997,null,null,3088,null,null,7121,null,null,6289,null,null,5353,null,null,3535,null,null,2466,null,null,2985,null,null,829,null,null,8171,null,null,6962,null,null,2862,null,null,1784,null,null,2235,null,null,7610,null,null,19
1110407,6778,88187,4495,43847,3198,14361,1723,29167,3006,4414,1047,24753,2553,319,245,44340,3020,5406,1302,6753,1061,1732,654,5021,934,32181,2403,1022220,7788,297113,6300,217257,5577,77799,4676,26843,2783,50956,3397,2057,667,725107,8020,318946,6222,46316,3103,16471,1931,29845,2330,359845,7797,6778,null,null,4495,null,null,3198,null,null,1723,null,null,3006,null,null,1047,null,null,2553,null,null,245,null,null,3020,null,null,1302,null,null,1061,null,null,654,null,null,934,null,null,2403,null,null,7788,null,null,6300,null,null,5577,null,null,4676,null,null,2783,null,null,3397,null,null,667,null,null,8020,null,null,6222,null,null,3103,null,null,1931,null,null,2330,null,null,7797,null,null,20
1717706,9131,255718,8110,122333,5969,38497,3262,82179,4898,13278,2067,68901,4219,1657,655,133385,5867,24896,2798,23182,2332,5371,1139,17811,2137,85307,5001,1461988,11667,408298,7788,287894,7158,115786,5271,35649,3045,80137,4256,4618,1017,1053690,10898,460782,8340,88188,5039,29131,2818,59057,3910,504720,10057,9131,null,null,8110,null,null,5969,null,null,3262,null,null,4898,null,null,2067,null,null,4219,null,null,655,null,null,5867,null,null,2798,null,null,2332,null,null,1139,null,null,2137,null,null,5001,null,null,11667,null,null,7788,null,null,7158,null,null,5271,null,null,3045,null,null,4256,null,null,1017,null,null,10898,null,null,8340,null,null,5039,null,null,2818,null,null,3910,null,null,10057,null,null,21
1720801,8997,287164,8481,146751,7158,37113,3434,108325,6362,13611,2266,94714,5642,1313,650,140413,5969,21103,2357,33203,3215,7290,1454,25913,2766,86107,3988,1433637,11102,394046,8805,264958,7237,124349,6864,36651,3635,87698,6008,4739,1196,1039591,9835,412284,7840,96377,5391,29045,2407,67332,4721,530930,9485,8997,null,null,8481,null,null,7158,null,null,3434,null,null,6362,null,null,2266,null,null,5642,null,null,650,null,null,5969,null,null,2357,null,null,3215,null,null,1454,null,null,2766,null,null,3988,null,null,11102,null,null,8805,null,null,7237,null,null,6864,null,null,3635,null,null,6008,null,null,1196,null,null,9835,null,null,7840,null,null,5391,null,null,2407,null,null,4721,null,null,9485,null,null,22
