B06001_001E,B06001_001M,B06001_002E,B06001_002M,B06001_003E,B06001_003M,B06001_004E,B06001_004M,B06001_005E,B06001_005M,B06001_006E,B06001_006M,B06001_007E,B06001_007M,B06001_008E,B06001_008M,B06001_009E,B06001_009M,B06001_010E,B06001_010M,B06001_011E,B06001_011M,B06001_012E,B06001_012M,B06001_013E,B06001_013M,B06001_014E,B06001_014M,B06001_015E,B06001_015M,B06001_016E,B06001_016M,B06001_017E,B06001_017M,B06001_018E,B06001_018M,B06001_019E,B06001_019M,B06001_020E,B06001_020M,B06001_021E,B06001_021M,B06001_022E,B06001_022M,B06001_023E,B06001_023M,B06001_024E,B06001_024M,B06001_025E,B06001_025M,B06001_026E,B06001_026M,B06001_027E,B06001_027M,B06001_028E,B06001_028M,B06001_029E,B06001_029M,B06001_030E,B06001_030M,B06001_031E,B06001_031M,B06001_032E,B06001_032M,B06001_033E,B06001_033M,B06001_034E,B06001_034M,B06001_035E,B06001_035M,B06001_036E,B06001_036M,B06001_037E,B06001_037M,B06001_038E,B06001_038M,B06001_039E,B06001_039M,B06001_040E,B06001_040M,B06001_041E,B06001_041M,B06001_042E,B06001_042M,B06001_043E,B06001_043M,B06001_044E,B06001_044M,B06001_045E,B06001_045M,B06001_046E,B06001_046M,B06001_047E,B06001_047M,B06001_048E,B06001_048M,B06001_049E,B06001_049M,B06001_050E,B06001_050M,B06001_051E,B06001_051M,B06001_052E,B06001_052M,B06001_053E,B06001_053M,B06001_054E,B06001_054M,B06001_055E,B06001_055M,B06001_056E,B06001_056M,B06001_057E,B06001_057M,B06001_058E,B06001_058M,B06001_059E,B06001_059M,B06001_060E,B06001_060M,B06001_001M,B06001_001EA,B06001_001MA,B06001_002M,B06001_002EA,B06001_002MA,B06001_003M,B06001_003EA,B06001_003MA,B06001_004M,B06001_004EA,B06001_004MA,B06001_005M,B06001_005EA,B06001_005MA,B06001_006M,B06001_006EA,B06001_006MA,B06001_007M,B06001_007EA,B06001_007MA,B06001_008M,B06001_008EA,B06001_008MA,B06001_009M,B06001_009EA,B06001_009MA,B06001_010M,B06001_010EA,B06001_010MA,B06001_011M,B06001_011EA,B06001_011MA,B06001_012M,B06001_012EA,B06001_012MA,B06001_013M,B06001_013EA,B06001_013MA,B06001_014M,B06001_014EA,B06001_014MA,B06001_015M,B06001_015EA,B06001_015MA,B06001_016M,B06001_016EA,B06001_016MA,B06001_017M,B06001_017EA,B06001_017MA,B06001_018M,B06001_018EA,B06001_018MA,B06001_019M,B06001_019EA,B06001_019MA,B06001_020M,B06001_020EA,B06001_020MA,B06001_021M,B06001_021EA,B06001_021MA,B06001_022M,B06001_022EA,B06001_022MA,B06001_023M,B06001_023EA,B06001_023MA,B06001_024M,B06001_024EA,B06001_024MA,B06001_025M,B06001_025EA,B06001_025MA,B06001_026M,B06001_026EA,B06001_026MA,B06001_027M,B06001_027EA,B06001_027MA,B06001_028M,B06001_028EA,B06001_028MA,B06001_029M,B06001_029EA,B06001_029MA,B06001_030M,B06001_030EA,B06001_030MA,B06001_031M,B06001_031EA,B06001_031MA,B06001_032M,B06001_032EA,B06001_032MA,B06001_033M,B06001_033EA,B06001_033MA,B06001_034M,B06001_034EA,B06001_034MA,B06001_035M,B06001_035EA,B06001_035MA,B06001_036M,B06001_036EA,B06001_036MA,B06001_037M,B06001_037EA,B06001_037MA,B06001_038M,B06001_038EA,B06001_038MA,B06001_039M,B06001_039EA,B06001_039MA,B06001_040M,B06001_040EA,B06001_040MA,B06001_041M,B06001_041EA,B06001_041MA,B06001_042M,B06001_042EA,B06001_042MA,B06001_043M,B06001_043EA,B06001_043MA,B06001_044M,B06001_044EA,B06001_044MA,B06001_045M,B06001_045EA,B06001_045MA,B06001_046M,B06001_046EA,B06001_046MA,B06001_047M,B06001_047EA,B06001_047MA,B06001_048M,B06001_048EA,B06001_048MA,B06001_049M,B06001_049EA,B06001_049MA,B06001_050M,B06001_050EA,B06001_050MA,B06001_051M,B06001_051EA,B06001_051MA,B06001_052M,B06001_052EA,B06001_052MA,B06001_053M,B06001_053EA,B06001_053MA,B06001_054M,B06001_054EA,B06001_054MA,B06001_055M,B06001_055EA,B06001_055MA,B06001_056M,B06001_056EA,B06001_056MA,B06001_057M,B06001_057EA,B06001_057MA,B06001_058M,B06001_058EA,B06001_058MA,B06001_059M,B06001_059EA,B06001_059MA,B06001_060M,B06001_060EA,B06001_060MA,state
757953,-555555555,54898,1333,119697,1738,88343,1900,116058,2747,86296,1956,87234,1615,50726,2185,18454,1578,26396,1987,58910,855,50941,508,473704,7358,46478,1441,83626,3168,43201,2598,59556,3118,49827,2067,49572,2218,32176,2156,12316,1315,18807,1713,39232,1575,38913,1140,252930,7604,8058,1691,33215,2863,40577,2809,46972,3542,30681,2369,33511,2234,17348,1846,5764,981,6907,1052,18407,1523,11490,1294,6731,1824,133,106,671,362,1103,558,2245,1155,1539,709,658,398,47,52,106,103,124,121,105,89,0,155,24588,2501,229,254,2185,964,3462,1163,7285,1562,4249,1239,3493,1002,1155,471,268,154,558,514,1166,431,538,333,-555555555,null,*****,1333,null,null,1738,null,null,1900,null,null,2747,null,null,1956,null,null,1615,null,null,2185,null,null,1578,null,null,1987,null,null,855,null,null,508,null,null,7358,null,null,1441,null,null,3168,null,null,2598,null,null,3118,null,null,2067,null,null,2218,null,null,2156,null,null,1315,null,null,1713,null,null,1575,null,null,1140,null,null,7604,null,null,1691,null,null,2863,null,null,2809,null,null,3542,null,null,2369,null,null,2234,null,null,1846,null,null,981,null,null,1052,null,null,1523,null,null,1294,null,null,1824,null,null,106,null,null,362,null,null,558,null,null,1155,null,null,709,null,null,398,null,null,52,null,null,103,null,null,121,null,null,89,null,null,155,null,null,2501,null,null,254,null,null,964,null,null,1163,null,null,1562,null,null,1239,null,null,1002,null,null,471,null,null,154,null,null,514,null,null,431,null,null,333,null,null,38
11614373,-555555555,692745,2813,1916226,3621,1083341,4331,1500872,4454,1380616,5399,1546555,4253,844210,10593,324177,7790,440717,9001,1080660,2800,804254,2251,8711318,30341,629093,4613,1652867,10768,835145,7567,1100812,8565,994244,8037,1119691,10219,617957,9559,229893,6775,311502,8140,719913,6682,500201,6674,2294940,26672,54983,4381,217439,9954,188188,6844,276824,7957,273642,7280,332555,8708,187977,6406,80364,4370,110490,4277,310457,6734,262021,6431,94523,6725,3235,1023,12752,2400,8996,1795,17476,2531,14295,2197,14327,1791,7539,1458,1992,597,2513,595,6801,1253,4597,823,513592,13781,5434,1453,33168,4046,51012,4424,105760,5449,98435,5438,79982,4725,30737,2876,11928,1815,16212,2037,43489,3529,37435,2790,-555555555,null,*****,2813,null,null,3621,null,null,4331,null,null,4454,null,null,5399,null,null,4253,null,null,10593,null,null,7790,null,null,9001,null,null,2800,null,null,2251,null,null,30341,null,null,4613,null,null,10768,null,null,7567,null,null,8565,null,null,8037,null,null,10219,null,null,9559,null,null,6775,null,null,8140,null,null,6682,null,null,6674,null,null,26672,null,null,4381,null,null,9954,null,null,6844,null,null,7957,null,null,7280,null,null,8708,null,null,6406,null,null,4370,null,null,4277,null,null,6734,null,null,6431,null,null,6725,null,null,1023,null,null,2400,null,null,1795,null,null,2531,null,null,2197,null,null,1791,null,null,1458,null,null,597,null,null,595,null,null,1253,null,null,823,null,null,13781,null,null,1453,null,null,4046,null,null,4424,null,null,5449,null,null,5438,null,null,4725,null,null,2876,null,null,1815,null,null,2037,null,null,3529,null,null,2790,null,null,39
3923561,-555555555,264096,1583,697860,1876,389969,3370,536769,3969,477591,3348,480811,3131,257144,4908,96072,3323,134957,4467,343384,2041,244908,1575,2407486,17822,233306,2813,542398,7144,247824,5676,309978,5092,249940,5434,238672,4727,125926,3518,48687,2606,69826,3355,186332,3632,154597,3235,1253025,17493,27734,2019,137943,6967,113408,4620,170806,4881,170510,5199,195214,5052,112492,3889,40980,2440,58070,2683,143618,4152,82250,3050,34636,2928,1391,684,5063,1101,3402,1089,6714,1494,4602,920,5925,1112,3853,964,1273,511,1079,351,984,369,350,256,228414,5999,1665,768,12456,1559,25335,2700,49271,2905,52539,2743,41000,2575,14873,1597,5132,1005,5982,1017,12450,1367,7711,974,-555555555,null,*****,1583,null,null,1876,null,null,3370,null,null,3969,null,null,3348,null,null,3131,null,null,4908,null,null,3323,null,null,4467,null,null,2041,null,null,1575,null,null,17822,null,null,2813,null,null,7144,null,null,5676,null,null,5092,null,null,5434,null,null,4727,null,null,3518,null,null,2606,null,null,3355,null,null,3632,null,null,3235,null,null,17493,null,null,2019,null,null,6967,null,null,4620,null,null,4881,null,null,5199,null,null,5052,null,null,3889,null,null,2440,null,null,2683,null,null,4152,null,null,3050,null,null,2928,null,null,684,null,null,1101,null,null,1089,null,null,1494,null,null,920,null,null,1112,null,null,964,null,null,511,null,null,351,null,null,369,null,null,256,null,null,5999,null,null,768,null,null,1559,null,null,2700,null,null,2905,null,null,2743,null,null,2575,null,null,1597,null,null,1005,null,null,1017,null,null,1367,null,null,974,null,null,40
4093465,-555555555,234582,2004,633664,2572,367267,3128,573033,4317,533772,3329,514900,3832,266668,6137,110494,4902,170197,5149,416647,2469,272241,1538,1895097,19907,205209,3481,476730,7892,204573,6508,249883,7614,203142,5335,174818,5760,89511,4505,36745,2577,60275,3328,128080,4470,66131,3337,1759334,18675,25326,2906,133869,7115,127140,6749,243918,7214,232610,5704,257837,5888,144461,5165,61426,3589,93686,4218,256529,5099,182532,4203,44817,3666,1129,456,5942,1474,5900,1469,6665,1191,8508,1543,5770,1136,2762,797,1571,608,2385,718,2389,737,1796,610,394217,10778,2918,1062,17123,2788,29654,3611,72567,5016,89512,4572,76475,4099,29934,2797,10752,1787,13851,1950,29649,2291,21782,2384,-555555555,null,*****,2004,null,null,2572,null,null,3128,null,null,4317,null,null,3329,null,null,3832,null,null,6137,null,null,4902,null,null,5149,null,null,2469,null,null,1538,null,null,19907,null,null,3481,null,null,7892,null,null,6508,null,null,7614,null,null,5335,null,null,5760,null,null,4505,null,null,2577,null,null,3328,null,null,4470,null,null,3337,null,null,18675,null,null,2906,null,null,7115,null,null,6749,null,null,7214,null,null,5704,null,null,5888,null,null,5165,null,null,3589,null,null,4218,null,null,5099,null,null,4203,null,null,3666,null,null,456,null,null,1474,null,null,1469,null,null,1191,null,null,1543,null,null,1136,null,null,797,null,null,608,null,null,718,null,null,737,null,null,610,null,null,10778,null,null,1062,null,null,2788,null,null,3611,null,null,5016,null,null,4572,null,null,4099,null,null,2797,null,null,1787,null,null,1950,null,null,2291,null,null,2384,null,null,41
12784227,-555555555,709743,2168,1965102,2680,1187407,4188,1674043,5250,1481365,5022,1737627,4536,942174,10786,355536,7865,509469,8632,1239574,3019,982187,2704,9251423,31851,633494,4794,1590033,11802,824837,9069,1113617,9876,968853,9583,1184480,9213,673562,10404,256076,6108,370987,7776,891840,6836,743644,5385,2430969,30617,61442,4291,280715,11352,262153,8061,359394,8073,304947,8661,372889,9384,192190,6434,70657,3438,98105,4794,255351,7392,173126,5237,230922,9456,5676,1182,32707,4150,26947,2882,34994,3475,37559,3203,32885,3208,17915,1919,6334,1293,8094,1618,16465,1684,11346,1362,870913,19386,9131,1863,61647,5927,73470,5277,166038,7395,170006,7544,147373,4843,58507,4060,22469,2433,32283,2878,75918,3608,54071,3522,-555555555,null,*****,2168,null,null,2680,null,null,4188,null,null,5250,null,null,5022,null,null,4536,null,null,10786,null,null,7865,null,null,8632,null,null,3019,null,null,2704,null,null,31851,null,null,4794,null,null,11802,null,null,9069,null,null,9876,null,null,9583,null,null,9213,null,null,10404,null,null,6108,null,null,7776,null,null,6836,null,null,5385,null,null,30617,null,null,4291,null,null,11352,null,null,8061,null,null,8073,null,null,8661,null,null,9384,null,null,6434,null,null,3438,null,null,4794,null,null,7392,null,null,5237,null,null,9456,null,null,1182,null,null,4150,null,null,2882,null,null,3475,null,null,3203,null,null,3208,null,null,1919,null,null,1293,null,null,1618,null,null,1684,null,null,1362,null,null,19386,null,null,1863,null,null,5927,null,null,5277,null,null,7395,null,null,7544,null,null,4843,null,null,4060,null,null,2433,null,null,2878,null,null,3608,null,null,3522,null,null,42
1056426,-555555555,54144,807,154496,973,113741,1299,142792,1883,123033,1589,146633,1143,78904,3233,28854,2525,39774,2868,97047,901,77008,982,595357,8322,45884,2049,120198,3746,56203,2711,70747,3230,56045,2991,73311,2472,42190,3038,14384,1633,19411,1854,52429,2299,44555,2098,289410,7311,5681,1632,22921,2955,43980,2933,43881,3222,37934,2662,40927,2682,23211,2297,8429,1368,12479,1617,29949,2308,20018,1702,23179,3413,768,490,3623,1408,2370,957,3852,1429,3171,934,3499,991,1507,600,848,420,798,506,1763,585,980,383,148480,7235,1811,894,7754,1867,11188,2035,24312,2767,25883,2247,28896,2722,11996,1595,5193,1277,7086,1449,12906,1676,11455,1979,-555555555,null,*****,807,null,null,973,null,null,1299,null,null,1883,null,null,1589,null,null,1143,null,null,3233,null,null,2525,null,null,2868,null,null,901,null,null,982,null,null,8322,null,null,2049,null,null,3746,null,null,2711,null,null,3230,null,null,2991,null,null,2472,null,null,3038,null,null,1633,null,null,1854,null,null,2299,null,null,2098,null,null,7311,null,null,1632,null,null,2955,null,null,2933,null,null,3222,null,null,2662,null,null,2682,null,null,2297,null,null,1368,null,null,1617,null,null,2308,null,null,1702,null,null,3413,null,null,490,null,null,1408,null,null,957,null,null,1429,null,null,934,null,null,991,null,null,600,null,null,420,null,null,506,null,null,585,null,null,383,null,null,7235,null,null,894,null,null,1867,null,null,2035,null,null,2767,null,null,2247,null,null,2722,null,null,1595,null,null,1277,null,null,1449,null,null,1676,null,null,1979,null,null,44
4961119,-555555555,290012,2461,809952,2784,472679,4867,646998,7063,611528,7188,643464,5665,332488,6601,135051,5267,188800,5834,514813,2268,315334,2197,2826337,22917,239173,4205,586223,9054,276112,7224,343984,8971,308451,7944,318218,7895,169643,6135,65479,3458,100354,4766,256285,5214,162415,4457,1845711,24571,46905,4080,201610,9443,170542,5871,248262,8264,236892,7970,281400,6804,144567,5859,61689,3763,81171,3508,234428,4793,138245,4374,51107,3810,1768,771,6920,1910,5496,1218,8496,1600,8851,1702,7211,1161,5107,1370,1578,553,1430,474,3107,764,1143,572,237964,9054,2166,929,15199,3108,20529,2481,46256,4229,57334,4825,36635,3256,13171,1963,6305,1678,5845,1292,20993,2316,13531,2097,-555555555,null,*****,2461,null,null,2784,null,null,4867,null,null,7063,null,null,7188,null,null,5665,null,null,6601,null,null,5267,null,null,5834,null,null,2268,null,null,2197,null,null,22917,null,null,4205,null,null,9054,null,null,7224,null,null,8971,null,null,7944,null,null,7895,null,null,6135,null,null,3458,null,null,4766,null,null,5214,null,null,4457,null,null,24571,null,null,4080,null,null,9443,null,null,5871,null,null,8264,null,null,7970,null,null,6804,null,null,5859,null,null,3763,null,null,3508,null,null,4793,null,null,4374,null,null,3810,null,null,771,null,null,1910,null,null,1218,null,null,1600,null,null,1702,null,null,1161,null,null,1370,null,null,553,null,null,474,null,null,764,null,null,572,null,null,9054,null,null,929,null,null,3108,null,null,2481,null,null,4229,null,null,4825,null,null,3256,null,null,1963,null,null,1678,null,null,1292,null,null,2316,null,null,2097,null,null,45
865454,-555555555,60892,1176,153009,1390,85659,1974,111536,2582,98662,1698,101899,1547,60333,2731,22636,2205,33259,2422,77216,916,60353,501,558293,7390,53020,1871,119106,2798,48696,2290,63919,2402,55024,2356,59449,2417,36322,2418,13618,1615,22233,2198,46112,1752,40794,1480,269633,7392,6993,1395,28549,2522,32647,2575,38914,2495,35242,2187,38252,2342,22067,1824,8285,1333,10645,1201,29951,1725,18088,1381,6602,1586,115,128,1090,665,848,529,737,479,1817,816,690,354,556,314,0,157,94,121,501,606,154,192,30926,2591,764,505,4264,1385,3468,869,7966,1585,6579,1218,3508,888,1388,530,733,394,287,196,652,346,1317,518,-555555555,null,*****,1176,null,null,1390,null,null,1974,null,null,2582,null,null,1698,null,null,1547,null,null,2731,null,null,2205,null,null,2422,null,null,916,null,null,501,null,null,7390,null,null,1871,null,null,2798,null,null,2290,null,null,2402,null,null,2356,null,null,2417,null,null,2418,null,null,1615,null,null,2198,null,null,1752,null,null,1480,null,null,7392,null,null,1395,null,null,2522,null,null,2575,null,null,2495,null,null,2187,null,null,2342,null,null,1824,null,null,1333,null,null,1201,null,null,1725,null,null,1381,null,null,1586,null,null,128,null,null,665,null,null,529,null,null,479,null,null,816,null,null,354,null,null,314,null,null,157,null,null,121,null,null,606,null,null,192,null,null,2591,null,null,505,null,null,1385,null,null,869,null,null,1585,null,null,1218,null,null,888,null,null,530,null,null,394,null,null,196,null,null,346,null,null,518,null,null,46
6651194,-555555555,404168,3349,1099084,3718,620744,4564,886029,5282,837897,5354,893927,4427,444547,7457,171777,5747,247766,7105,628370,3083,416885,2097,4071346,23192,360367,4079,862288,8398,406850,7220,483297,9058,449606,7270,453370,7351,233935,6690,91396,4437,133673,5385,350128,6287,246436,5198,2208092,22982,38681,3959,203126,7722,178899,6157,323502,7933,303257,8633,376630,6817,189583,6416,73302,4316,104170,5414,257969,6408,158973,5255,51735,4229,1615,714,6707,1526,6682,1626,9918,2101,7648,1478,8264,1412,4457,1250,1316,589,1284,456,2585,740,1259,719,320021,10897,3505,1095,26963,3763,28313,2902,69312,4330,77386,4543,55663,4243,16572,1930,5763,1166,8639,1626,17688,2231,10217,1665,-555555555,null,*****,3349,null,null,3718,null,null,4564,null,null,5282,null,null,5354,null,null,4427,null,null,7457,null,null,5747,null,null,7105,null,null,3083,null,null,2097,null,null,23192,null,null,4079,null,null,8398,null,null,7220,null,null,9058,null,null,7270,null,null,7351,null,null,6690,null,null,4437,null,null,5385,null,null,6287,null,null,5198,null,null,22982,null,null,3959,null,null,7722,null,null,6157,null,null,7933,null,null,8633,null,null,6817,null,null,6416,null,null,4316,null,null,5414,null,null,6408,null,null,5255,null,null,4229,null,null,714,null,null,1526,null,null,1626,null,null,2101,null,null,1478,null,null,1412,null,null,1250,null,null,589,null,null,456,null,null,740,null,null,719,null,null,10897,null,null,1095,null,null,3763,null,null,2902,null,null,4330,null,null,4543,null,null,4243,null,null,1930,null,null,1166,null,null,1626,null,null,2231,null,null,1665,null,null,47
27862596,-555555555,2006911,5763,5284783,5539,2795622,10029,4061590,11951,3748838,9161,3500664,8733,1668559,16217,610213,13630,832573,14031,2011707,5454,1341136,4579,16621571,47397,1825425,10017,4232162,23146,1896759,18771,2244741,22929,1709559,17349,1534985,18890,779810,11363,300449,9442,408254,10592,1000820,11592,688607,8946,6093970,41259,122147,6709,712202,19069,492718,14556,847598,17793,888457,16512,969818,13654,512666,11403,182416,7129,261134,8607,664242,9640,440572,8535,417135,15157,20758,2879,73794,7699,45332,4185,72561,6304,65447,5261,62163,4968,29048,3095,7968,1533,12368,1927,16728,2140,10968,1490,4729920,40770,38581,4154,266625,11165,360813,11401,896690,18871,1085375,14131,933698,15475,347035,9386,119380,6105,150817,7141,329917,7633,200989,5859,-555555555,null,*****,5763,null,null,5539,null,null,10029,null,null,11951,null,null,9161,null,null,8733,null,null,16217,null,null,13630,null,null,14031,null,null,5454,null,null,4579,null,null,47397,null,null,10017,null,null,23146,null,null,18771,null,null,22929,null,null,17349,null,null,18890,null,null,11363,null,null,9442,null,null,10592,null,null,11592,null,null,8946,null,null,41259,null,null,6709,null,null,19069,null,null,14556,null,null,17793,null,null,16512,null,null,13654,null,null,11403,null,null,7129,null,null,8607,null,null,9640,null,null,8535,null,null,15157,null,null,2879,null,null,7699,null,null,4185,null,null,6304,null,null,5261,null,null,4968,null,null,3095,null,null,1533,null,null,1927,null,null,2140,null,null,1490,null,null,40770,null,null,4154,null,null,11165,null,null,11401,null,null,18871,null,null,14131,null,null,15475,null,null,9386,null,null,6105,null,null,7141,null,null,7633,null,null,5859,null,null,48
3051217,-555555555,253422,1649,668425,1869,346126,3116,448034,3024,410026,2367,312852,2682,153408,4180,59330,3203,80104,3433,190291,1383,129199,1446,1892243,18289,224291,3072,532864,7811,208239,5524,244829,5339,223981,5088,147817,4409,76469,3706,29874,2333,40278,2716,95218,3023,68383,2523,875270,17353,25830,2534,116442,7210,106743,5446,144975,5503,120664,4850,115257,4146,58301,3236,22170,2293,33330,2575,80629,2929,50929,2851,31371,3854,1548,689,4606,1248,3673,1057,6982,1492,6263,1340,3816,1088,1987,680,432,267,604,386,1231,656,229,193,252333,9896,1753,611,14513,2314,27471,3596,51248,3311,59118,3162,45962,3066,16651,1801,6854,1350,5892,1333,13213,1485,9658,1402,-555555555,null,*****,1649,null,null,1869,null,null,3116,null,null,3024,null,null,2367,null,null,2682,null,null,4180,null,null,3203,null,null,3433,null,null,1383,null,null,1446,null,null,18289,null,null,3072,null,null,7811,null,null,5524,null,null,5339,null,null,5088,null,null,4409,null,null,3706,null,null,2333,null,null,2716,null,null,3023,null,null,2523,null,null,17353,null,null,2534,null,null,7210,null,null,5446,null,null,5503,null,null,4850,null,null,4146,null,null,3236,null,null,2293,null,null,2575,null,null,2929,null,null,2851,null,null,3854,null,null,689,null,null,1248,null,null,1057,null,null,1492,null,null,1340,null,null,1088,null,null,680,null,null,267,null,null,386,null,null,656,null,null,193,null,null,9896,null,null,611,null,null,2314,null,null,3596,null,null,3311,null,null,3162,null,null,3066,null,null,1801,null,null,1350,null,null,1333,null,null,1485,null,null,1402,null,null,49
624594,-555555555,30464,783,88220,1051,66347,1086,71885,1408,70519,1156,86724,1014,49353,2049,19676,1564,27806,1952,68975,704,44625,287,313645,6959,25878,1134,64322,2045,30801,2242,36019,1942,31535,1984,37292,2033,20440,1798,7592,996,11801,1496,27887,1833,20078,1140,276563,6959,4276,876,21356,2051,31563,2083,32091,2236,32920,1822,44456,1919,26218,1743,10605,1339,14342,1401,36876,1915,21860,1128,6163,1052,95,97,680,392,890,355,510,359,1365,518,927,340,510,304,469,297,333,288,203,116,181,200,28223,2220,215,230,1862,821,3093,801,3265,949,4699,1090,4049,889,2185,630,1010,384,1330,635,4009,748,2506,677,-555555555,null,*****,783,null,null,1051,null,null,1086,null,null,1408,null,null,1156,null,null,1014,null,null,2049,null,null,1564,null,null,1952,null,null,704,null,null,287,null,null,6959,null,null,1134,null,null,2045,null,null,2242,null,null,1942,null,null,1984,null,null,2033,null,null,1798,null,null,996,null,null,1496,null,null,1833,null,null,1140,null,null,6959,null,null,876,null,null,2051,null,null,2083,null,null,2236,null,null,1822,null,null,1919,null,null,1743,null,null,1339,null,null,1401,null,null,1915,null,null,1128,null,null,1052,null,null,97,null,null,392,null,null,355,null,null,359,null,null,518,null,null,340,null,null,304,null,null,297,null,null,288,null,null,116,null,null,200,null,null,2220,null,null,230,null,null,821,null,null,801,null,null,949,null,null,1090,null,null,889,null,null,630,null,null,384,null,null,635,null,null,748,null,null,677,null,null,50
8411808,-555555555,503782,3269,1363778,4178,823075,5845,1152326,6815,1094657,6800,1164976,5757,572210,7985,218707,6535,290252,8262,737489,3124,490556,3003,4155700,28504,423567,5782,982652,10821,444004,8407,501623,8940,388820,7085,436377,9268,234697,6263,87387,3572,125367,5158,311038,6169,220168,4753,3055265,26840,65932,4428,292770,9472,279591,8413,434118,9375,436564,7666,505412,9206,251116,6846,99209,4736,129425,5301,341755,6179,219373,5042,169674,7754,5741,1480,29018,3289,17663,2565,29583,3149,28022,2590,27447,2728,12508,2019,4010,951,4751,1048,7503,1330,3428,894,1031169,17341,8542,2148,59338,5140,81817,5096,187002,7283,241251,6325,195740,6037,73889,4068,28101,2720,30709,2597,77193,3570,47587,3267,-555555555,null,*****,3269,null,null,4178,null,null,5845,null,null,6815,null,null,6800,null,null,5757,null,null,7985,null,null,6535,null,null,8262,null,null,3124,null,null,3003,null,null,28504,null,null,5782,null,null,10821,null,null,8407,null,null,8940,null,null,7085,null,null,9268,null,null,6263,null,null,3572,null,null,5158,null,null,6169,null,null,4753,null,null,26840,null,null,4428,null,null,9472,null,null,8413,null,null,9375,null,null,7666,null,null,9206,null,null,6846,null,null,4736,null,null,5301,null,null,6179,null,null,5042,null,null,7754,null,null,1480,null,null,3289,null,null,2565,null,null,3149,null,null,2590,null,null,2728,null,null,2019,null,null,951,null,null,1048,null,null,1330,null,null,894,null,null,17341,null,null,2148,null,null,5140,null,null,5096,null,null,7283,null,null,6325,null,null,6037,null,null,4068,null,null,2720,null,null,2597,null,null,3570,null,null,3267,null,null,51
7288000,-555555555,449944,1869,1179117,2178,662384,3596,1074803,4737,944034,4057,951227,3729,486384,8281,189369,5802,271925,7041,654584,2754,424229,2186,3411198,29176,383774,4927,859825,10575,372195,8766,447207,9605,336242,7990,317856,7189,175579,6052,70804,3801,100993,4313,224445,5882,122278,3837,2728023,29969,54645,4075,240163,9069,197650,7151,396828,10811,368360,8668,429169,8125,232310,6009,88886,4409,136083,5749,344691,5947,239238,4478,128385,5494,4131,1211,18748,2678,12867,1818,23967,3012,20983,2541,20231,2355,9693,1397,4448,1061,2962,819,6329,1075,4026,1150,1020394,20537,7394,1899,60381,5520,79672,5358,206801,8028,218449,5702,183971,5521,68802,3957,25231,2216,31887,2743,79119,3544,58687,3270,-555555555,null,*****,1869,null,null,2178,null,null,3596,null,null,4737,null,null,4057,null,null,3729,null,null,8281,null,null,5802,null,null,7041,null,null,2754,null,null,2186,null,null,29176,null,null,4927,null,null,10575,null,null,8766,null,null,9605,null,null,7990,null,null,7189,null,null,6052,null,null,3801,null,null,4313,null,null,5882,null,null,3837,null,null,29969,null,null,4075,null,null,9069,null,null,7151,null,null,10811,null,null,8668,null,null,8125,null,null,6009,null,null,4409,null,null,5749,null,null,5947,null,null,4478,null,null,5494,null,null,1211,null,null,2678,null,null,1818,null,null,3012,null,null,2541,null,null,2355,null,null,1397,null,null,1061,null,null,819,null,null,1075,null,null,1150,null,null,20537,null,null,1899,null,null,5520,null,null,5358,null,null,8028,null,null,5702,null,null,5521,null,null,3957,null,null,2216,null,null,2743,null,null,3544,null,null,3270,null,null,53
1831102,-555555555,101668,1659,275215,1967,162462,2468,216104,2458,222599,2040,243424,1933,135761,4675,53333,3552,76761,4210,204039,1576,139736,1045,1261313,11474,84001,2462,206716,4274,101168,3303,138573,3351,143429,3465,149245,3537,90098,4386,35222,2850,53558,3450,146981,3259,112322,2218,528317,10996,16985,1881,65021,4174,56512,3155,69879,3391,72769,3816,87850,3804,42407,2856,17477,2122,21752,2246,52322,3081,25343,1900,9702,1765,444,348,1702,724,1080,619,1963,765,981,369,1531,519,653,386,16,27,109,127,1169,596,54,84,31770,3111,238,231,1776,752,3702,1484,5689,1200,5420,1203,4798,1074,2603,762,618,381,1342,685,3567,1129,2017,608,-555555555,null,*****,1659,null,null,1967,null,null,2468,null,null,2458,null,null,2040,null,null,1933,null,null,4675,null,null,3552,null,null,4210,null,null,1576,null,null,1045,null,null,11474,null,null,2462,null,null,4274,null,null,3303,null,null,3351,null,null,3465,null,null,3537,null,null,4386,null,null,2850,null,null,3450,null,null,3259,null,null,2218,null,null,10996,null,null,1881,null,null,4174,null,null,3155,null,null,3391,null,null,3816,null,null,3804,null,null,2856,null,null,2122,null,null,2246,null,null,3081,null,null,1900,null,null,1765,null,null,348,null,null,724,null,null,619,null,null,765,null,null,369,null,null,519,null,null,386,null,null,27,null,null,127,null,null,596,null,null,84,null,null,3111,null,null,231,null,null,752,null,null,1484,null,null,1200,null,null,1203,null,null,1074,null,null,762,null,null,381,null,null,685,null,null,1129,null,null,608,null,null,54
