B22001_001E,B22001_001M,B22001_002E,B22001_002M,B22001_003E,B22001_003M,B22001_004E,B22001_004M,B22001_005E,B22001_005M,B22001_006E,B22001_006M,B22001_007E,B22001_007M,B22001_001M,B22001_001EA,B22001_001MA,B22001_002M,B22001_002EA,B22001_002MA,B22001_003M,B22001_003EA,B22001_003MA,B22001_004M,B22001_004EA,B22001_004MA,B22001_005M,B22001_005EA,B22001_005MA,B22001_006M,B22001_006EA,B22001_006MA,B22001_007M,B22001_007EA,B22001_007MA,state
7573456,23478,1077995,17496,429354,11332,648641,12443,6495461,22684,3037956,14125,3457505,22346,23478,null,null,17496,null,null,11332,null,null,12443,null,null,22684,null,null,14125,null,null,22346,null,null,12
3686135,15528,516772,11772,158026,5786,358746,10780,3169363,17329,1146423,11052,2022940,15851,15528,null,null,11772,null,null,5786,null,null,10780,null,null,17329,null,null,11052,null,null,15851,null,null,13
455868,4824,54008,3530,25726,2502,28282,2530,401860,5330,187692,4152,214168,4659,4824,null,null,3530,null,null,2502,null,null,2530,null,null,5330,null,null,4152,null,null,4659,null,null,15
610872,4143,66302,4555,17449,1741,48853,3965,544570,6501,217356,4386,327214,5134,4143,null,null,4555,null,null,1741,null,null,3965,null,null,6501,null,null,4386,null,null,5134,null,null,16
4822046,12932,642115,11609,207018,5927,435097,10272,4179931,15057,1604382,9022,2575549,14918,12932,null,null,11609,null,null,5927,null,null,10272,null,null,15057,null,null,9022,null,null,14918,null,null,17
2533270,10440,272445,7895,70969,3897,201476,6357,2260825,14041,884323,7796,1376502,11770,10440,null,null,7895,null,null,3897,null,null,6357,null,null,14041,null,null,7796,null,null,11770,null,null,18
1247932,7106,136100,5285,31917,2367,104183,4541,1111832,7121,443151,4678,668681,7365,7106,null,null,5285,null,null,2367,null,null,4541,null,null,7121,null,null,4678,null,null,7365,null,null,19
1110407,6778,88187,4495,23834,2115,64353,3955,1022220,7788,388697,4938,633523,6978,6778,null,null,4495,null,null,2115,null,null,3955,null,null,7788,null,null,4938,null,null,6978,null,null,20
1717706,9131,255718,8110,73974,4175,181744,6821,1461988,11667,590757,6847,871231,9460,9131,null,null,8110,null,null,4175,null,null,6821,null,null,11667,null,null,6847,null,null,9460,null,null,21
1720801,8997,287164,8481,83848,4993,203316,7224,1433637,11102,567277,6527,866360,9510,8997,null,null,8481,null,null,4993,null,null,7224,null,null,11102,null,null,6527,null,null,9510,null,null,22
531660,5774,75618,3639,28940,2161,46678,3464,456042,6095,203781,3700,252261,5139,5774,null,null,3639,null,null,2161,null,null,3464,null,null,6095,null,null,3700,null,null,5139,null,null,23
2194657,9484,241614,8561,85678,4200,155936,7192,1953043,10702,763388,6871,1189655,10363,9484,null,null,8561,null,null,4200,null,null,7192,null,null,10702,null,null,6871,null,null,10363,null,null,24
2579398,8290,308996,8472,129779,4990,179217,6219,2270402,11643,903595,6789,1366807,11285,8290,null,null,8472,null,null,4990,null,null,6219,null,null,11643,null,null,6789,null,null,11285,null,null,25
3884153,13696,547147,9670,164818,5565,382329,8971,3337006,12719,1387926,7469,1949080,12055,13696,null,null,9670,null,null,5565,null,null,8971,null,null,12719,null,null,7469,null,null,12055,null,null,26
2148725,7378,176238,5103,52400,2816,123838,4249,1972487,8530,740917,6317,1231570,8161,7378,null,null,5103,null,null,2816,null,null,4249,null,null,8530,null,null,6317,null,null,8161,null,null,27
1091245,8803,171868,6020,50230,2618,121638,5415,919377,8397,380137,5208,539240,7640,8803,null,null,6020,null,null,2618,null,null,5415,null,null,8397,null,null,5208,null,null,7640,null,null,28
2372190,10844,271761,8679,75150,4152,196611,7460,2100429,13248,837581,6652,1262848,11341,10844,null,null,8679,null,null,4152,null,null,7460,null,null,13248,null,null,6652,null,null,11341,null,null,29
416125,4426,43952,3325,13974,1546,29978,2812,372173,4868,159855,3346,212318,4858,4426,null,null,3325,null,null,1546,null,null,2812,null,null,4868,null,null,3346,null,null,4858,null,null,30
747562,4452,66941,4216,14662,1429,52279,3845,680621,6027,256337,3101,424284,5557,4452,null,null,4216,null,null,1429,null,null,3845,null,null,6027,null,null,3101,null,null,5557,null,null,31
1055158,6433,138304,6792,42129,3048,96175,5827,916854,9019,366838,4670,550016,8181,6433,null,null,6792,null,null,3048,null,null,5827,null,null,9019,null,null,4670,null,null,8181,null,null,32
520643,5191,37102,2960,12196,1732,24906,2486,483541,5443,201620,3399,281921,4989,5191,null,null,2960,null,null,1732,null,null,2486,null,null,5443,null,null,3399,null,null,4989,null,null,33
3194519,10274,300924,8327,112837,4775,188087,6829,2893595,13923,1177205,10220,1716390,13001,10274,null,null,8327,null,null,4775,null,null,6829,null,null,13923,null,null,10220,null,null,13001,null,null,34
758364,6296,127832,5229,38880,2621,88952,4942,630532,7224,281579,5195,348953,6511,6296,null,null,5229,null,null,2621,null,null,4942,null,null,7224,null,null,5195,null,null,6511,null,null,35
7209054,17665,1080612,16413,469058,10665,611554,11695,6128442,24705,2437209,15491,3691233,21298,17665,null,null,16413,null,null,10665,null,null,11695,null,null,24705,null,null,15491,null,null,21298,null,null,36
3882423,16063,523899,11421,160751,4663,363148,10397,3358524,16292,1310126,8812,2048398,15624,16063,null,null,11421,null,null,4663,null,null,10397,null,null,16292,null,null,8812,null,null,15624,null,null,37
315134,3356,22783,2155,6436,1121,16347,2005,292351,3561,98388,2004,193963,3861,3356,null,null,2155,null,null,1121,null,null,2005,null,null,3561,null,null,2004,null,null,3861,null,null,38
4624669,14929,640303,10648,185422,4611,454881,10204,3984366,17149,1616649,10388,2367717,15612,14929,null,null,10648,null,null,4611,null,null,10204,null,null,17149,null,null,10388,null,null,15612,null,null,39
1469342,7193,195296,5758,52084,2803,143212,5379,1274046,8741,500227,4248,773819,7802,7193,null,null,5758,null,null,2803,null,null,5379,null,null,8741,null,null,4248,null,null,7802,null,null,40
1571678,6691,263647,8859,87901,4718,175746,7096,1308031,10124,559541,5792,748490,9535,6691,null,null,8859,null,null,4718,null,null,7096,null,null,10124,null,null,5792,null,null,9535,null,null,41
4937771,13721,660314,12137,226055,6104,434259,10107,4277457,17434,1842635,10083,2434822,15538,13721,null,null,12137,null,null,6104,null,null,10107,null,null,17434,null,null,10083,null,null,15538,null,null,42
408239,4139,64966,3813,23339,1856,41627,3310,343273,4781,141175,2996,202098,4683,4139,null,null,3813,null,null,1856,null,null,3310,null,null,4781,null,null,2996,null,null,4683,null,null,44
1877887,10574,261992,7129,83847,3681,178145,6047,1615895,11951,682663,6964,933232,9885,10574,null,null,7129,null,null,3681,null,null,6047,null,null,11951,null,null,6964,null,null,9885,null,null,45
334003,3659,31549,2261,8923,1179,22626,2222,302454,3795,118390,2453,184064,4410,3659,null,null,2261,null,null,1179,null,null,2222,null,null,3795,null,null,2453,null,null,4410,null,null,46
2556332,11690,373125,7676,116878,5478,256247,7218,2183207,14217,874668,8998,1308539,12727,11690,null,null,7676,null,null,5478,null,null,7218,null,null,14217,null,null,8998,null,null,12727,null,null,47
9535612,20125,1175141,17921,338351,8634,836790,15509,8360471,24560,2867981,13889,5492490,22658,20125,null,null,17921,null,null,8634,null,null,15509,null,null,24560,null,null,13889,null,null,22658,null,null,48
943147,4975,68003,3799,18192,2145,49811,3536,875144,5925,281737,4107,593407,5806,4975,null,null,3799,null,null,2145,null,null,3536,null,null,5925,null,null,4107,null,null,5806,null,null,49
254851,2815,33037,2527,12142,1339,20895,2005,221814,3633,97823,1749,123991,3185,2815,null,null,2527,null,null,1339,null,null,2005,null,null,3633,null,null,1749,null,null,3185,null,null,50
3120692,13161,268502,8910,85638,4151,182864,7055,2852190,13831,1088656,8178,1763534,12425,13161,null,null,8910,null,null,4151,null,null,7055,null,null,13831,null,null,8178,null,null,12425,null,null,51
