B14002_001E,B14002_001M,B14002_002E,B14002_002M,B14002_003E,B14002_003M,B14002_004E,B14002_004M,B14002_005E,B14002_005M,B14002_006E,B14002_006M,B14002_007E,B14002_007M,B14002_008E,B14002_008M,B14002_009E,B14002_009M,B14002_010E,B14002_010M,B14002_011E,B14002_011M,B14002_012E,B14002_012M,B14002_013E,B14002_013M,B14002_014E,B14002_014M,B14002_015E,B14002_015M,B14002_016E,B14002_016M,B14002_017E,B14002_017M,B14002_018E,B14002_018M,B14002_019E,B14002_019M,B14002_020E,B14002_020M,B14002_021E,B14002_021M,B14002_022E,B14002_022M,B14002_023E,B14002_023M,B14002_024E,B14002_024M,B14002_025E,B14002_025M,B14002_026E,B14002_026M,B14002_027E,B14002_027M,B14002_028E,B14002_028M,B14002_029E,B14002_029M,B14002_030E,B14002_030M,B14002_031E,B14002_031M,B14002_032E,B14002_032M,B14002_033E,B14002_033M,B14002_034E,B14002_034M,B14002_035E,B14002_035M,B14002_036E,B14002_036M,B14002_037E,B14002_037M,B14002_038E,B14002_038M,B14002_039E,B14002_039M,B14002_040E,B14002_040M,B14002_041E,B14002_041M,B14002_042E,B14002_042M,B14002_043E,B14002_043M,B14002_044E,B14002_044M,B14002_045E,B14002_045M,B14002_046E,B14002_046M,B14002_047E,B14002_047M,B14002_048E,B14002_048M,B14002_049E,B14002_049M,B14002_001M,B14002_001EA,B14002_001MA,B14002_002M,B14002_002EA,B14002_002MA,B14002_003M,B14002_003EA,B14002_003MA,B14002_004M,B14002_004EA,B14002_004MA,B14002_005M,B14002_005EA,B14002_005MA,B14002_006M,B14002_006EA,B14002_006MA,B14002_007M,B14002_007EA,B14002_007MA,B14002_008M,B14002_008EA,B14002_008MA,B14002_009M,B14002_009EA,B14002_009MA,B14002_010M,B14002_010EA,B14002_010MA,B14002_011M,B14002_011EA,B14002_011MA,B14002_012M,B14002_012EA,B14002_012MA,B14002_013M,B14002_013EA,B14002_013MA,B14002_014M,B14002_014EA,B14002_014MA,B14002_015M,B14002_015EA,B14002_015MA,B14002_016M,B14002_016EA,B14002_016MA,B14002_017M,B14002_017EA,B14002_017MA,B14002_018M,B14002_018EA,B14002_018MA,B14002_019M,B14002_019EA,B14002_019MA,B14002_020M,B14002_020EA,B14002_020MA,B14002_021M,B14002_021EA,B14002_021MA,B14002_022M,B14002_022EA,B14002_022MA,B14002_023M,B14002_023EA,B14002_023MA,B14002_024M,B14002_024EA,B14002_024MA,B14002_025M,B14002_025EA,B14002_025MA,B14002_026M,B14002_026EA,B14002_026MA,B14002_027M,B14002_027EA,B14002_027MA,B14002_028M,B14002_028EA,B14002_028MA,B14002_029M,B14002_029EA,B14002_029MA,B14002_030M,B14002_030EA,B14002_030MA,B14002_031M,B14002_031EA,B14002_031MA,B14002_032M,B14002_032EA,B14002_032MA,B14002_033M,B14002_033EA,B14002_033MA,B14002_034M,B14002_034EA,B14002_034MA,B14002_035M,B14002_035EA,B14002_035MA,B14002_036M,B14002_036EA,B14002_036MA,B14002_037M,B14002_037EA,B14002_037MA,B14002_038M,B14002_038EA,B14002_038MA,B14002_039M,B14002_039EA,B14002_039MA,B14002_040M,B14002_040EA,B14002_040MA,B14002_041M,B14002_041EA,B14002_041MA,B14002_042M,B14002_042EA,B14002_042MA,B14002_043M,B14002_043EA,B14002_043MA,B14002_044M,B14002_044EA,B14002_044MA,B14002_045M,B14002_045EA,B14002_045MA,B14002_046M,B14002_046EA,B14002_046MA,B14002_047M,B14002_047EA,B14002_047MA,B14002_048M,B14002_048EA,B14002_048MA,B14002_049M,B14002_049EA,B14002_049MA,state
19944148,9362,9731034,9399,2323019,17860,149793,6375,85184,5726,64609,5729,118324,7254,101324,6500,17000,2600,471704,10907,416459,11313,55245,4248,475956,11312,411575,9825,64381,5224,504507,8964,447703,8595,56804,4467,498192,12849,400385,11813,97807,6124,104543,5497,60572,5001,43971,4187,7408015,16403,10213114,10509,2395789,16989,134935,6424,79773,5245,55162,4218,112638,6054,95120,5756,17518,1990,439879,11201,384904,10966,54975,4396,455519,11469,398548,11698,56971,3915,487905,8898,432607,9200,55298,4237,627025,12898,499047,12813,127978,7826,137888,7994,81960,5814,55928,4769,7817325,16229,9362,null,null,9399,null,null,17860,null,null,6375,null,null,5726,null,null,5729,null,null,7254,null,null,6500,null,null,2600,null,null,10907,null,null,11313,null,null,4248,null,null,11312,null,null,9825,null,null,5224,null,null,8964,null,null,8595,null,null,4467,null,null,12849,null,null,11813,null,null,6124,null,null,5497,null,null,5001,null,null,4187,null,null,16403,null,null,10509,null,null,16989,null,null,6424,null,null,5245,null,null,4218,null,null,6054,null,null,5756,null,null,1990,null,null,11201,null,null,10966,null,null,4396,null,null,11469,null,null,11698,null,null,3915,null,null,8898,null,null,9200,null,null,4237,null,null,12898,null,null,12813,null,null,7826,null,null,7994,null,null,5814,null,null,4769,null,null,16229,null,null,12
9922591,8143,4825601,8886,1349103,11399,88580,5130,56283,4273,32297,3063,69622,4741,59819,4760,9803,1891,292013,8424,267414,7975,24599,2486,296436,8895,264611,8174,31825,3098,302249,6543,273694,6935,28555,2845,252925,7854,209591,7838,43334,3682,47278,3585,28628,3649,18650,2718,3476498,10781,5096990,7799,1398133,12405,79885,4961,51815,4339,28070,2974,69646,5172,61193,4828,8453,1546,274503,9930,248335,9676,26168,2794,284766,9386,258257,9127,26509,2667,286952,7277,253559,6985,33393,2933,323496,8803,261445,9013,62051,5192,78885,5304,52495,4609,26390,3083,3698857,10622,8143,null,null,8886,null,null,11399,null,null,5130,null,null,4273,null,null,3063,null,null,4741,null,null,4760,null,null,1891,null,null,8424,null,null,7975,null,null,2486,null,null,8895,null,null,8174,null,null,3098,null,null,6543,null,null,6935,null,null,2845,null,null,7854,null,null,7838,null,null,3682,null,null,3585,null,null,3649,null,null,2718,null,null,10781,null,null,7799,null,null,12405,null,null,4961,null,null,4339,null,null,2974,null,null,5172,null,null,4828,null,null,1546,null,null,9930,null,null,9676,null,null,2794,null,null,9386,null,null,9127,null,null,2667,null,null,7277,null,null,6985,null,null,2933,null,null,8803,null,null,9013,null,null,5192,null,null,5304,null,null,4609,null,null,3083,null,null,10622,null,null,13
1374882,2411,689451,2393,166041,4278,10701,1514,3828,1030,6873,1239,8586,1442,7527,1241,1059,503,32522,2222,29321,2262,3201,754,34312,2335,27666,2243,6646,1330,31782,2004,25501,2108,6281,1098,40201,3220,32279,2726,7922,1377,7937,1333,5262,1112,2675,744,523410,4206,685431,2297,165499,3898,12927,1811,4539,1035,8388,1573,7659,1481,5822,1304,1837,595,28530,1988,25434,2023,3096,701,33392,2210,27626,2408,5766,1092,31219,1946,24138,2038,7081,1329,40562,2702,32677,2483,7885,1259,11210,1596,7810,1457,3400,717,519932,4231,2411,null,null,2393,null,null,4278,null,null,1514,null,null,1030,null,null,1239,null,null,1442,null,null,1241,null,null,503,null,null,2222,null,null,2262,null,null,754,null,null,2335,null,null,2243,null,null,1330,null,null,2004,null,null,2108,null,null,1098,null,null,3220,null,null,2726,null,null,1377,null,null,1333,null,null,1112,null,null,744,null,null,4206,null,null,2297,null,null,3898,null,null,1811,null,null,1035,null,null,1573,null,null,1481,null,null,1304,null,null,595,null,null,1988,null,null,2023,null,null,701,null,null,2210,null,null,2408,null,null,1092,null,null,1946,null,null,2038,null,null,1329,null,null,2702,null,null,2483,null,null,1259,null,null,1596,null,null,1457,null,null,717,null,null,4231,null,null,15
1616630,2710,805922,3050,224716,5488,11265,1631,6000,1201,5265,1229,11668,1770,10463,1720,1205,640,52513,2831,48445,2872,4068,1104,49406,2808,46032,2640,3374,821,50163,2724,46725,2588,3438,1083,42959,3725,33535,3424,9424,2083,6742,1290,4489,1103,2253,811,581206,5147,810708,3172,229475,4767,11552,1876,6021,1307,5531,1312,10829,1822,9714,1708,1115,519,47186,2711,43442,2693,3744,879,48498,3245,43697,3109,4801,1128,48258,2824,44626,2713,3632,1101,51559,3286,39577,3205,11982,1761,11593,1679,9032,1485,2561,848,581233,4709,2710,null,null,3050,null,null,5488,null,null,1631,null,null,1201,null,null,1229,null,null,1770,null,null,1720,null,null,640,null,null,2831,null,null,2872,null,null,1104,null,null,2808,null,null,2640,null,null,821,null,null,2724,null,null,2588,null,null,1083,null,null,3725,null,null,3424,null,null,2083,null,null,1290,null,null,1103,null,null,811,null,null,5147,null,null,3172,null,null,4767,null,null,1876,null,null,1307,null,null,1312,null,null,1822,null,null,1708,null,null,519,null,null,2711,null,null,2693,null,null,879,null,null,3245,null,null,3109,null,null,1128,null,null,2824,null,null,2713,null,null,1101,null,null,3286,null,null,3205,null,null,1761,null,null,1679,null,null,1485,null,null,848,null,null,4709,null,null,16
12343102,7261,6056633,6398,1628641,10252,117877,5248,73907,4135,43970,3332,83448,4540,69367,3948,14081,2075,333829,7753,299008,7505,34821,2864,337207,8034,304920,8595,32287,2843,353193,5981,319303,6387,33890,2814,323051,7900,239305,6969,83746,5024,80036,4920,39309,3647,40727,3483,4427992,11461,6286469,6763,1657965,11433,106377,5128,62520,4362,43857,2541,76885,4471,67129,4113,9756,1293,314288,7425,281804,6668,32484,3247,326603,6562,291183,7240,35420,3217,341869,5472,310910,5930,30959,2654,372653,8237,269500,6836,103153,5796,119290,5326,57422,3955,61868,4317,4628504,11560,7261,null,null,6398,null,null,10252,null,null,5248,null,null,4135,null,null,3332,null,null,4540,null,null,3948,null,null,2075,null,null,7753,null,null,7505,null,null,2864,null,null,8034,null,null,8595,null,null,2843,null,null,5981,null,null,6387,null,null,2814,null,null,7900,null,null,6969,null,null,5024,null,null,4920,null,null,3647,null,null,3483,null,null,11461,null,null,6763,null,null,11433,null,null,5128,null,null,4362,null,null,2541,null,null,4471,null,null,4113,null,null,1293,null,null,7425,null,null,6668,null,null,3247,null,null,6562,null,null,7240,null,null,3217,null,null,5472,null,null,5930,null,null,2654,null,null,8237,null,null,6836,null,null,5796,null,null,5326,null,null,3955,null,null,4317,null,null,11560,null,null,17
6387865,5194,3138859,5466,841187,8413,51882,3745,30222,3105,21660,2187,44873,3367,39272,3331,5601,1190,183588,4727,160930,4697,22658,2615,178554,5859,154639,5857,23915,2285,186225,4344,167682,4584,18543,2001,162705,5909,131432,6204,31273,2848,33360,3565,24445,2820,8915,1604,2297672,8573,3249006,6057,843032,9108,51100,3667,26612,2906,24488,2842,43682,3726,38774,3564,4908,1435,179131,5152,155328,5406,23803,2550,166334,5585,144299,5465,22035,2255,176051,4056,156794,4447,19257,2515,190176,6598,149154,6465,41022,3418,36558,3110,26209,2664,10349,1630,2405974,9030,5194,null,null,5466,null,null,8413,null,null,3745,null,null,3105,null,null,2187,null,null,3367,null,null,3331,null,null,1190,null,null,4727,null,null,4697,null,null,2615,null,null,5859,null,null,5857,null,null,2285,null,null,4344,null,null,4584,null,null,2001,null,null,5909,null,null,6204,null,null,2848,null,null,3565,null,null,2820,null,null,1604,null,null,8573,null,null,6057,null,null,9108,null,null,3667,null,null,2906,null,null,2842,null,null,3726,null,null,3564,null,null,1435,null,null,5152,null,null,5406,null,null,2550,null,null,5585,null,null,5465,null,null,2255,null,null,4056,null,null,4447,null,null,2515,null,null,6598,null,null,6465,null,null,3418,null,null,3110,null,null,2664,null,null,1630,null,null,9030,null,null,18
3017234,3353,1493849,3506,399363,5478,27887,2187,19663,1947,8224,1246,23009,2330,19912,2066,3097,1105,84107,3132,76384,3295,7723,1301,79492,3359,71714,3208,7778,1638,82648,3066,76321,2932,6327,993,84867,4323,64782,4088,20085,2481,17353,2166,11897,1865,5456,1183,1094486,5311,1523385,3400,405378,4334,27771,2503,19648,2103,8123,1602,18686,1924,17007,1831,1679,671,76848,3350,69069,3360,7779,1329,81838,3205,74297,3053,7541,1432,78139,2780,73416,2765,4723,866,100755,4334,76618,4120,24137,2237,21341,2375,12248,1674,9093,1628,1118007,4416,3353,null,null,3506,null,null,5478,null,null,2187,null,null,1947,null,null,1246,null,null,2330,null,null,2066,null,null,1105,null,null,3132,null,null,3295,null,null,1301,null,null,3359,null,null,3208,null,null,1638,null,null,3066,null,null,2932,null,null,993,null,null,4323,null,null,4088,null,null,2481,null,null,2166,null,null,1865,null,null,1183,null,null,5311,null,null,3400,null,null,4334,null,null,2503,null,null,2103,null,null,1602,null,null,1924,null,null,1831,null,null,671,null,null,3350,null,null,3360,null,null,1329,null,null,3205,null,null,3053,null,null,1432,null,null,2780,null,null,2765,null,null,866,null,null,4334,null,null,4120,null,null,2237,null,null,2375,null,null,1674,null,null,1628,null,null,4416,null,null,19
2789271,3180,1386055,4369,390133,6239,26511,2476,17554,1866,8957,1574,20259,2016,18356,1979,1903,655,80616,3357,71194,3345,9422,2303,82497,3197,74043,3529,8454,1574,80187,3013,72457,3197,7730,1458,83028,4559,69495,4440,13533,2033,17035,2166,12376,1853,4659,1111,995922,6106,1403216,4231,384769,5277,23617,2330,14353,1960,9264,1482,19043,2181,16807,2254,2236,700,77507,3628,70299,3461,7208,1266,77572,3802,68687,3633,8885,1563,78615,3208,71306,3129,7309,1105,84801,3693,73165,3701,11636,1635,23614,2182,19127,1994,4487,908,1018447,4770,3180,null,null,4369,null,null,6239,null,null,2476,null,null,1866,null,null,1574,null,null,2016,null,null,1979,null,null,655,null,null,3357,null,null,3345,null,null,2303,null,null,3197,null,null,3529,null,null,1574,null,null,3013,null,null,3197,null,null,1458,null,null,4559,null,null,4440,null,null,2033,null,null,2166,null,null,1853,null,null,1111,null,null,6106,null,null,4231,null,null,5277,null,null,2330,null,null,1960,null,null,1482,null,null,2181,null,null,2254,null,null,700,null,null,3628,null,null,3461,null,null,1266,null,null,3802,null,null,3633,null,null,1563,null,null,3208,null,null,3129,null,null,1105,null,null,3693,null,null,3701,null,null,1635,null,null,2182,null,null,1994,null,null,908,null,null,4770,null,null,20
4275617,4122,2099634,5578,533017,7415,33528,2967,21065,2944,12463,1685,27913,2392,25168,2298,2745,687,117796,4069,103779,4043,14017,1945,117527,4682,103403,4371,14124,2017,119972,4208,104386,4114,15586,1920,98562,4962,81803,4542,16759,2060,17719,2231,12915,1887,4804,1070,1566617,6859,2175983,4505,552016,6880,28581,2732,18116,2212,10465,1762,24526,2233,22094,2216,2432,755,113831,4333,99943,4368,13888,1624,110527,4422,94474,4043,16053,1860,114108,3854,101155,3920,12953,1423,130188,4915,106110,4556,24078,2486,30255,2857,22404,2627,7851,1123,1623967,7331,4122,null,null,5578,null,null,7415,null,null,2967,null,null,2944,null,null,1685,null,null,2392,null,null,2298,null,null,687,null,null,4069,null,null,4043,null,null,1945,null,null,4682,null,null,4371,null,null,2017,null,null,4208,null,null,4114,null,null,1920,null,null,4962,null,null,4542,null,null,2060,null,null,2231,null,null,1887,null,null,1070,null,null,6859,null,null,4505,null,null,6880,null,null,2732,null,null,2212,null,null,1762,null,null,2233,null,null,2216,null,null,755,null,null,4333,null,null,4368,null,null,1624,null,null,4422,null,null,4043,null,null,1860,null,null,3854,null,null,3920,null,null,1423,null,null,4915,null,null,4556,null,null,2486,null,null,2857,null,null,2627,null,null,1123,null,null,7331,null,null,21
4492545,6358,2193151,6042,567892,8418,35589,3737,19101,2586,16488,2420,31261,2725,25416,2530,5845,1292,127737,5119,106936,4783,20801,2329,135730,5334,113559,5220,22171,2460,129728,5007,107644,5143,22084,2226,91216,4646,75757,4407,15459,2264,16631,2249,10952,1805,5679,1132,1625259,6853,2299394,5647,605024,8405,40926,3681,26184,3299,14742,1848,27303,3390,20990,3164,6313,1339,128303,5560,105195,5390,23108,2419,116617,6066,94479,5685,22138,2763,122339,5399,101420,5172,20919,2504,140666,5939,116060,5649,24606,2669,28870,2994,19092,2290,9778,1680,1694370,8042,6358,null,null,6042,null,null,8418,null,null,3737,null,null,2586,null,null,2420,null,null,2725,null,null,2530,null,null,1292,null,null,5119,null,null,4783,null,null,2329,null,null,5334,null,null,5220,null,null,2460,null,null,5007,null,null,5143,null,null,2226,null,null,4646,null,null,4407,null,null,2264,null,null,2249,null,null,1805,null,null,1132,null,null,6853,null,null,5647,null,null,8405,null,null,3681,null,null,3299,null,null,1848,null,null,3390,null,null,3164,null,null,1339,null,null,5560,null,null,5390,null,null,2419,null,null,6066,null,null,5685,null,null,2763,null,null,5399,null,null,5172,null,null,2504,null,null,5939,null,null,5649,null,null,2669,null,null,2994,null,null,2290,null,null,1680,null,null,8042,null,null,22
