B17022_001E,B17022_001M,B17022_002E,B17022_002M,B17022_003E,B17022_003M,B17022_004E,B17022_004M,B17022_005E,B17022_005M,B17022_006E,B17022_006M,B17022_007E,B17022_007M,B17022_008E,B17022_008M,B17022_009E,B17022_009M,B17022_010E,B17022_010M,B17022_011E,B17022_011M,B17022_012E,B17022_012M,B17022_013E,B17022_013M,B17022_014E,B17022_014M,B17022_015E,B17022_015M,B17022_016E,B17022_016M,B17022_017E,B17022_017M,B17022_018E,B17022_018M,B17022_019E,B17022_019M,B17022_020E,B17022_020M,B17022_021E,B17022_021M,B17022_022E,B17022_022M,B17022_023E,B17022_023M,B17022_024E,B17022_024M,B17022_025E,B17022_025M,B17022_026E,B17022_026M,B17022_027E,B17022_027M,B17022_028E,B17022_028M,B17022_029E,B17022_029M,B17022_030E,B17022_030M,B17022_031E,B17022_031M,B17022_032E,B17022_032M,B17022_033E,B17022_033M,B17022_034E,B17022_034M,B17022_035E,B17022_035M,B17022_036E,B17022_036M,B17022_037E,B17022_037M,B17022_038E,B17022_038M,B17022_039E,B17022_039M,B17022_040E,B17022_040M,B17022_041E,B17022_041M,B17022_042E,B17022_042M,B17022_043E,B17022_043M,B17022_044E,B17022_044M,B17022_045E,B17022_045M,B17022_046E,B17022_046M,B17022_047E,B17022_047M,B17022_048E,B17022_048M,B17022_049E,B17022_049M,B17022_050E,B17022_050M,B17022_051E,B17022_051M,B17022_052E,B17022_052M,B17022_053E,B17022_053M,B17022_054E,B17022_054M,B17022_055E,B17022_055M,B17022_056E,B17022_056M,B17022_057E,B17022_057M,B17022_058E,B17022_058M,B17022_059E,B17022_059M,B17022_060E,B17022_060M,B17022_061E,B17022_061M,B17022_062E,B17022_062M,B17022_063E,B17022_063M,B17022_064E,B17022_064M,B17022_065E,B17022_065M,B17022_066E,B17022_066M,B17022_067E,B17022_067M,B17022_068E,B17022_068M,B17022_069E,B17022_069M,B17022_070E,B17022_070M,B17022_071E,B17022_071M,B17022_072E,B17022_072M,B17022_073E,B17022_073M,B17022_074E,B17022_074M,B17022_075E,B17022_075M,B17022_076E,B17022_076M,B17022_077E,B17022_077M,B17022_078E,B17022_078M,B17022_079E,B17022_079M,B17022_080E,B17022_080M,B17022_081E,B17022_081M,B17022_001M,B17022_001EA,B17022_001MA,B17022_002M,B17022_002EA,B17022_002MA,B17022_003M,B17022_003EA,B17022_003MA,B17022_004M,B17022_004EA,B17022_004MA,B17022_005M,B17022_005EA,B17022_005MA,B17022_006M,B17022_006EA,B17022_006MA,B17022_007M,B17022_007EA,B17022_007MA,B17022_008M,B17022_008EA,B17022_008MA,B17022_009M,B17022_009EA,B17022_009MA,B17022_010M,B17022_010EA,B17022_010MA,B17022_011M,B17022_011EA,B17022_011MA,B17022_012M,B17022_012EA,B17022_012MA,B17022_013M,B17022_013EA,B17022_013MA,B17022_014M,B17022_014EA,B17022_014MA,B17022_015M,B17022_015EA,B17022_015MA,B17022_016M,B17022_016EA,B17022_016MA,B17022_017M,B17022_017EA,B17022_017MA,B17022_018M,B17022_018EA,B17022_018MA,B17022_019M,B17022_019EA,B17022_019MA,B17022_020M,B17022_020EA,B17022_020MA,B17022_021M,B17022_021EA,B17022_021MA,B17022_022M,B17022_022EA,B17022_022MA,B17022_023M,B17022_023EA,B17022_023MA,B17022_024M,B17022_024EA,B17022_024MA,B17022_025M,B17022_025EA,B17022_025MA,B17022_026M,B17022_026EA,B17022_026MA,B17022_027M,B17022_027EA,B17022_027MA,B17022_028M,B17022_028EA,B17022_028MA,B17022_029M,B17022_029EA,B17022_029MA,B17022_030M,B17022_030EA,B17022_030MA,B17022_031M,B17022_031EA,B17022_031MA,B17022_032M,B17022_032EA,B17022_032MA,B17022_033M,B17022_033EA,B17022_033MA,B17022_034M,B17022_034EA,B17022_034MA,B17022_035M,B17022_035EA,B17022_035MA,B17022_036M,B17022_036EA,B17022_036MA,B17022_037M,B17022_037EA,B17022_037MA,B17022_038M,B17022_038EA,B17022_038MA,B17022_039M,B17022_039EA,B17022_039MA,B17022_040M,B17022_040EA,B17022_040MA,B17022_041M,B17022_041EA,B17022_041MA,B17022_042M,B17022_042EA,B17022_042MA,B17022_043M,B17022_043EA,B17022_043MA,B17022_044M,B17022_044EA,B17022_044MA,B17022_045M,B17022_045EA,B17022_045MA,B17022_046M,B17022_046EA,B17022_046MA,B17022_047M,B17022_047EA,B17022_047MA,B17022_048M,B17022_048EA,B17022_048MA,B17022_049M,B17022_049EA,B17022_049MA,B17022_050M,B17022_050EA,B17022_050MA,B17022_051M,B17022_051EA,B17022_051MA,B17022_052M,B17022_052EA,B17022_052MA,B17022_053M,B17022_053EA,B17022_053MA,B17022_054M,B17022_054EA,B17022_054MA,B17022_055M,B17022_055EA,B17022_055MA,B17022_056M,B17022_056EA,B17022_056MA,B17022_057M,B17022_057EA,B17022_057MA,B17022_058M,B17022_058EA,B17022_058MA,B17022_059M,B17022_059EA,B17022_059MA,B17022_060M,B17022_060EA,B17022_060MA,B17022_061M,B17022_061EA,B17022_061MA,B17022_062M,B17022_062EA,B17022_062MA,B17022_063M,B17022_063EA,B17022_063MA,B17022_064M,B17022_064EA,B17022_064MA,B17022_065M,B17022_065EA,B17022_065MA,B17022_066M,B17022_066EA,B17022_066MA,B17022_067M,B17022_067EA,B17022_067MA,B17022_068M,B17022_068EA,B17022_068MA,B17022_069M,B17022_069EA,B17022_069MA,B17022_070M,B17022_070EA,B17022_070MA,B17022_071M,B17022_071EA,B17022_071MA,B17022_072M,B17022_072EA,B17022_072MA,B17022_073M,B17022_073EA,B17022_073MA,B17022_074M,B17022_074EA,B17022_074MA,B17022_075M,B17022_075EA,B17022_075MA,B17022_076M,B17022_076EA,B17022_076MA,B17022_077M,B17022_077EA,B17022_077MA,B17022_078M,B17022_078EA,B17022_078MA,B17022_079M,B17022_079EA,B17022_079MA,B17022_080M,B17022_080EA,B17022_080MA,B17022_081M,B17022_081EA,B17022_081MA,state
2197150,15175,241236,7763,93516,5016,54398,3824,8200,1688,19827,2104,26371,2798,39118,3055,147720,5805,26090,2513,19380,2462,2996,1021,4848,1251,11536,1970,6710,1264,121630,5264,98376,5237,13753,2542,25276,2759,59347,4037,23254,2484,46566,4056,26135,2660,14791,2002,1683,512,3419,987,9689,1633,11344,1894,20431,2980,4385,1352,3457,1257,211,220,861,597,2385,994,928,397,16046,2203,11609,1988,1695,700,2521,979,7393,1638,4437,1076,92507,5019,49369,4003,27244,3338,3901,1127,8396,1647,14947,2234,22125,2230,43138,3899,9942,1907,6130,1428,1242,613,675,471,4213,1174,3812,1092,33196,3199,21656,2549,3459,1287,3406,1023,14791,2161,11540,1896,1816841,16408,1454654,14668,622740,9833,116226,4961,100192,5099,406322,8690,831914,11050,362187,11116,114016,5956,45979,3652,10848,1765,4922,1033,30209,2919,68037,4553,248171,8717,108212,5393,14685,1868,12401,1859,81126,5140,139959,6135,15175,null,null,7763,null,null,5016,null,null,3824,null,null,1688,null,null,2104,null,null,2798,null,null,3055,null,null,5805,null,null,2513,null,null,2462,null,null,1021,null,null,1251,null,null,1970,null,null,1264,null,null,5264,null,null,5237,null,null,2542,null,null,2759,null,null,4037,null,null,2484,null,null,4056,null,null,2660,null,null,2002,null,null,512,null,null,987,null,null,1633,null,null,1894,null,null,2980,null,null,1352,null,null,1257,null,null,220,null,null,597,null,null,994,null,null,397,null,null,2203,null,null,1988,null,null,700,null,null,979,null,null,1638,null,null,1076,null,null,5019,null,null,4003,null,null,3338,null,null,1127,null,null,1647,null,null,2234,null,null,2230,null,null,3899,null,null,1907,null,null,1428,null,null,613,null,null,471,null,null,1174,null,null,1092,null,null,3199,null,null,2549,null,null,1287,null,null,1023,null,null,2161,null,null,1896,null,null,16408,null,null,14668,null,null,9833,null,null,4961,null,null,5099,null,null,8690,null,null,11050,null,null,11116,null,null,5956,null,null,3652,null,null,1765,null,null,1033,null,null,2919,null,null,4553,null,null,8717,null,null,5393,null,null,1868,null,null,1859,null,null,5140,null,null,6135,null,null,34
481127,7528,102731,4771,44313,3594,27286,2893,3872,1133,10234,1826,13180,1955,17027,1897,58418,3611,11782,1884,9323,1638,2064,795,2223,830,5036,1127,2459,817,46636,3662,40312,3507,7075,1584,11499,1884,21738,2184,6324,1197,20212,2167,11951,1556,7017,1339,1144,583,1688,735,4185,1007,4934,1039,8261,1746,2871,1120,1198,793,10,15,297,416,891,661,1673,885,5390,1221,3688,938,345,400,555,316,2788,723,1702,661,28581,2505,17179,1862,8372,1272,1280,574,2237,670,4855,976,8807,1581,11402,1696,3529,1022,2367,871,460,320,571,452,1336,680,1162,621,7873,1366,5227,1119,751,418,801,480,3675,855,2646,748,329603,7074,260823,6313,88946,4594,15954,2145,16739,2274,56253,4128,171877,5405,68780,3866,22869,2065,9398,1459,1364,551,1066,466,6968,1220,13471,1645,45911,3151,19721,2425,2764,861,2250,662,14707,2160,26190,2511,7528,null,null,4771,null,null,3594,null,null,2893,null,null,1133,null,null,1826,null,null,1955,null,null,1897,null,null,3611,null,null,1884,null,null,1638,null,null,795,null,null,830,null,null,1127,null,null,817,null,null,3662,null,null,3507,null,null,1584,null,null,1884,null,null,2184,null,null,1197,null,null,2167,null,null,1556,null,null,1339,null,null,583,null,null,735,null,null,1007,null,null,1039,null,null,1746,null,null,1120,null,null,793,null,null,15,null,null,416,null,null,661,null,null,885,null,null,1221,null,null,938,null,null,400,null,null,316,null,null,723,null,null,661,null,null,2505,null,null,1862,null,null,1272,null,null,574,null,null,670,null,null,976,null,null,1581,null,null,1696,null,null,1022,null,null,871,null,null,320,null,null,452,null,null,680,null,null,621,null,null,1366,null,null,1119,null,null,418,null,null,480,null,null,855,null,null,748,null,null,7074,null,null,6313,null,null,4594,null,null,2145,null,null,2274,null,null,4128,null,null,5405,null,null,3866,null,null,2065,null,null,1459,null,null,551,null,null,466,null,null,1220,null,null,1645,null,null,3151,null,null,2425,null,null,861,null,null,662,null,null,2160,null,null,2511,null,null,35
4541583,22755,692151,12970,287715,7388,173445,5898,25156,2601,61368,3616,86921,3842,114270,4614,404436,10798,69321,4630,45307,4232,10348,1782,9332,1927,25627,2693,24014,2404,335115,9515,260927,8258,41245,3387,65937,4435,153745,6303,74188,4770,124503,6636,68587,4277,38908,3099,6052,1257,11245,1677,21611,2277,29679,2533,55916,4585,13596,2513,7690,2193,1325,560,1108,572,5257,1858,5906,1214,42320,3819,29232,3238,4028,1074,3420,906,21784,2777,13088,1803,230560,8122,123951,5436,63579,3710,11341,2018,17650,2382,34588,2990,60372,3831,106609,5906,27074,2898,15415,2286,3922,1006,1868,718,9625,1974,11659,1977,79535,4850,51550,3863,8415,1709,7478,1493,35657,3869,27985,2422,3494369,21898,2679495,18430,1063139,12856,216646,6883,173168,5954,673325,10535,1616356,13521,814874,15402,254172,9519,101773,5520,18727,2149,11051,1801,71995,4474,152399,7126,560702,11193,241267,6665,35208,2980,28716,3101,177343,5969,319435,8231,22755,null,null,12970,null,null,7388,null,null,5898,null,null,2601,null,null,3616,null,null,3842,null,null,4614,null,null,10798,null,null,4630,null,null,4232,null,null,1782,null,null,1927,null,null,2693,null,null,2404,null,null,9515,null,null,8258,null,null,3387,null,null,4435,null,null,6303,null,null,4770,null,null,6636,null,null,4277,null,null,3099,null,null,1257,null,null,1677,null,null,2277,null,null,2533,null,null,4585,null,null,2513,null,null,2193,null,null,560,null,null,572,null,null,1858,null,null,1214,null,null,3819,null,null,3238,null,null,1074,null,null,906,null,null,2777,null,null,1803,null,null,8122,null,null,5436,null,null,3710,null,null,2018,null,null,2382,null,null,2990,null,null,3831,null,null,5906,null,null,2898,null,null,2286,null,null,1006,null,null,718,null,null,1974,null,null,1977,null,null,4850,null,null,3863,null,null,1709,null,null,1493,null,null,3869,null,null,2422,null,null,21898,null,null,18430,null,null,12856,null,null,6883,null,null,5954,null,null,10535,null,null,13521,null,null,15402,null,null,9519,null,null,5520,null,null,2149,null,null,1801,null,null,4474,null,null,7126,null,null,11193,null,null,6665,null,null,2980,null,null,3101,null,null,5969,null,null,8231,null,null,36
2542663,18509,412213,10227,160933,5922,95204,5912,13490,1962,30394,3009,51320,4153,65729,3846,251280,8298,42382,3211,30492,2922,7345,1591,6542,1226,16605,2338,11890,1692,208898,7960,173670,6623,30481,2961,41845,4559,101344,5644,35228,3448,87667,5564,51235,3891,27559,3026,3959,1150,8747,1702,14853,2168,23676,2682,36432,3790,7457,1278,4179,1147,1201,675,579,474,2399,801,3278,944,28975,3245,19411,2683,2642,866,2592,822,14177,2253,9564,1409,162412,6914,92649,5248,46261,3550,7880,1208,14485,2190,23896,2621,46388,3724,69763,4860,17167,2329,11752,2022,3140,955,1389,649,7223,1734,5415,1224,52596,4100,36073,3417,6018,1240,5423,1435,24632,2764,16523,1962,1880371,15591,1559638,15916,586259,10237,113565,5334,90571,4517,382123,8117,973379,11918,320733,8243,101613,5804,50180,4246,7723,1614,4571,1164,37886,3629,51433,3681,219120,6395,106611,5470,15274,2286,9321,1866,82016,4576,112509,5110,18509,null,null,10227,null,null,5922,null,null,5912,null,null,1962,null,null,3009,null,null,4153,null,null,3846,null,null,8298,null,null,3211,null,null,2922,null,null,1591,null,null,1226,null,null,2338,null,null,1692,null,null,7960,null,null,6623,null,null,2961,null,null,4559,null,null,5644,null,null,3448,null,null,5564,null,null,3891,null,null,3026,null,null,1150,null,null,1702,null,null,2168,null,null,2682,null,null,3790,null,null,1278,null,null,1147,null,null,675,null,null,474,null,null,801,null,null,944,null,null,3245,null,null,2683,null,null,866,null,null,822,null,null,2253,null,null,1409,null,null,6914,null,null,5248,null,null,3550,null,null,1208,null,null,2190,null,null,2621,null,null,3724,null,null,4860,null,null,2329,null,null,2022,null,null,955,null,null,649,null,null,1734,null,null,1224,null,null,4100,null,null,3417,null,null,1240,null,null,1435,null,null,2764,null,null,1962,null,null,15591,null,null,15916,null,null,10237,null,null,5334,null,null,4517,null,null,8117,null,null,11918,null,null,8243,null,null,5804,null,null,4246,null,null,1614,null,null,1164,null,null,3629,null,null,3681,null,null,6395,null,null,5470,null,null,2286,null,null,1866,null,null,4576,null,null,5110,null,null,37
184904,4823,17535,2245,7231,1319,3477,885,617,450,1406,530,1454,461,3754,772,10304,1826,2489,986,2290,981,402,214,540,444,1348,751,199,131,7815,1491,7421,1476,3010,1208,1737,627,2674,879,394,224,3931,1005,2431,768,1624,654,370,494,440,233,814,345,807,264,1500,641,503,344,372,287,257,263,31,51,84,116,131,183,997,538,807,464,308,319,124,135,375,305,190,192,8786,1549,5390,1109,2645,866,320,270,858,416,1467,653,2745,595,3396,956,902,709,839,707,416,665,105,121,318,186,63,84,2494,612,2048,629,798,477,159,136,1091,435,446,252,154652,4104,135265,3805,53794,3052,12115,1800,11144,1318,30535,2257,81471,3102,19387,1875,8146,1288,4949,1024,1135,568,660,323,3154,840,3197,761,11241,1579,5464,1150,364,257,1172,695,3928,889,5777,1308,4823,null,null,2245,null,null,1319,null,null,885,null,null,450,null,null,530,null,null,461,null,null,772,null,null,1826,null,null,986,null,null,981,null,null,214,null,null,444,null,null,751,null,null,131,null,null,1491,null,null,1476,null,null,1208,null,null,627,null,null,879,null,null,224,null,null,1005,null,null,768,null,null,654,null,null,494,null,null,233,null,null,345,null,null,264,null,null,641,null,null,344,null,null,287,null,null,263,null,null,51,null,null,116,null,null,183,null,null,538,null,null,464,null,null,319,null,null,135,null,null,305,null,null,192,null,null,1549,null,null,1109,null,null,866,null,null,270,null,null,416,null,null,653,null,null,595,null,null,956,null,null,709,null,null,707,null,null,665,null,null,121,null,null,186,null,null,84,null,null,612,null,null,629,null,null,477,null,null,136,null,null,435,null,null,252,null,null,4104,null,null,3805,null,null,3052,null,null,1800,null,null,1318,null,null,2257,null,null,3102,null,null,1875,null,null,1288,null,null,1024,null,null,568,null,null,323,null,null,840,null,null,761,null,null,1579,null,null,1150,null,null,257,null,null,695,null,null,889,null,null,1308,null,null,38
2929661,16417,428055,10890,142913,5066,78811,4368,11797,1676,28105,2753,38909,2914,64102,3059,285142,9339,51430,3896,38702,3317,9424,1701,9250,1844,20028,2793,12728,1658,233712,7804,197509,7209,40891,3932,54335,4407,102283,5675,36203,2755,76976,4293,38589,2790,20629,2232,2915,675,6678,1481,11036,1619,17960,1904,38387,3251,7907,1527,5741,1377,1585,744,1202,630,2954,924,2166,602,30480,2900,21101,2222,2689,789,4060,1024,14352,1703,9379,1585,154756,5614,83980,3979,44218,3341,6702,1242,14424,2048,23092,2464,39762,2866,70776,3934,19037,2104,12470,1826,3967,1005,1338,633,7165,1352,6567,1257,51739,3247,36710,2774,7690,1347,6142,1400,22878,2338,15029,1890,2269874,15424,1856134,15740,678908,10941,128643,5022,110366,4937,439899,10042,1177226,10724,413740,9117,143139,6322,71581,4333,13804,1868,7156,1391,50621,3808,71558,4366,270601,8235,127017,5859,18959,2599,10807,1839,97251,4587,143584,5510,16417,null,null,10890,null,null,5066,null,null,4368,null,null,1676,null,null,2753,null,null,2914,null,null,3059,null,null,9339,null,null,3896,null,null,3317,null,null,1701,null,null,1844,null,null,2793,null,null,1658,null,null,7804,null,null,7209,null,null,3932,null,null,4407,null,null,5675,null,null,2755,null,null,4293,null,null,2790,null,null,2232,null,null,675,null,null,1481,null,null,1619,null,null,1904,null,null,3251,null,null,1527,null,null,1377,null,null,744,null,null,630,null,null,924,null,null,602,null,null,2900,null,null,2222,null,null,789,null,null,1024,null,null,1703,null,null,1585,null,null,5614,null,null,3979,null,null,3341,null,null,1242,null,null,2048,null,null,2464,null,null,2866,null,null,3934,null,null,2104,null,null,1826,null,null,1005,null,null,633,null,null,1352,null,null,1257,null,null,3247,null,null,2774,null,null,1347,null,null,1400,null,null,2338,null,null,1890,null,null,15424,null,null,15740,null,null,10941,null,null,5022,null,null,4937,null,null,10042,null,null,10724,null,null,9117,null,null,6322,null,null,4333,null,null,1868,null,null,1391,null,null,3808,null,null,4366,null,null,8235,null,null,5859,null,null,2599,null,null,1839,null,null,4587,null,null,5510,null,null,39
961731,8307,163243,5377,67018,3290,41139,2796,6699,1008,15134,1598,19306,2183,25879,2021,96225,3830,18270,1941,13886,1759,3099,685,3343,829,7444,1283,4384,965,77955,3502,66406,3146,11875,1357,16611,1804,37920,2435,11549,1404,34214,2442,19984,1818,11211,1431,2481,789,3165,639,5565,1092,8773,1095,14230,1489,4049,881,2832,742,731,409,427,248,1674,594,1217,453,10181,1391,6795,1114,1601,532,1222,507,3972,754,3386,636,62224,3058,39177,2234,21805,1519,3925,659,6040,889,11840,1281,17372,1457,23047,1722,7619,1236,5433,1076,1260,464,1031,423,3142,842,2186,514,15428,1552,10781,1235,1445,459,1396,543,7940,1099,4647,913,702050,7850,583918,7638,224286,5661,41975,3208,40991,2330,141320,4603,359632,5819,118132,4429,46140,2811,23835,2222,4609,914,1919,493,17307,1983,22305,1731,71992,3770,32767,2492,4324,921,2584,546,25859,2281,39225,2482,8307,null,null,5377,null,null,3290,null,null,2796,null,null,1008,null,null,1598,null,null,2183,null,null,2021,null,null,3830,null,null,1941,null,null,1759,null,null,685,null,null,829,null,null,1283,null,null,965,null,null,3502,null,null,3146,null,null,1357,null,null,1804,null,null,2435,null,null,1404,null,null,2442,null,null,1818,null,null,1431,null,null,789,null,null,639,null,null,1092,null,null,1095,null,null,1489,null,null,881,null,null,742,null,null,409,null,null,248,null,null,594,null,null,453,null,null,1391,null,null,1114,null,null,532,null,null,507,null,null,754,null,null,636,null,null,3058,null,null,2234,null,null,1519,null,null,659,null,null,889,null,null,1281,null,null,1457,null,null,1722,null,null,1236,null,null,1076,null,null,464,null,null,423,null,null,842,null,null,514,null,null,1552,null,null,1235,null,null,459,null,null,543,null,null,1099,null,null,913,null,null,7850,null,null,7638,null,null,5661,null,null,3208,null,null,2330,null,null,4603,null,null,5819,null,null,4429,null,null,2811,null,null,2222,null,null,914,null,null,493,null,null,1983,null,null,1731,null,null,3770,null,null,2492,null,null,921,null,null,546,null,null,2281,null,null,2482,null,null,40
995749,11239,126834,6858,57705,3984,32894,3114,4594,1176,12431,2419,15869,2361,24811,2387,69129,5115,12377,1868,9746,1826,2404,686,2143,827,5199,1347,2631,791,56752,4566,46933,4121,7480,1446,11145,1728,28308,3213,9819,1550,30510,2745,20264,2371,11470,2059,2695,870,3180,1027,5595,1296,8794,1492,10246,1547,2299,803,1440,654,438,263,95,146,907,535,859,384,7947,1339,4958,1029,1153,613,960,480,2845,745,2989,916,52434,3574,31774,3106,16246,2455,2710,815,5063,1124,8473,1565,15528,1897,20660,2680,6136,1432,5209,1416,1179,695,358,307,3672,1241,927,375,14524,2354,8406,1574,934,491,1597,672,5875,1418,6118,1485,785971,9414,656411,9352,234467,6799,44472,3122,42500,3182,147495,5338,421944,7674,129560,5463,49363,4039,26637,2800,6324,1450,2245,1018,18068,2105,22726,2709,80197,4798,37702,3402,4413,1018,3422,1110,29867,2848,42495,3131,11239,null,null,6858,null,null,3984,null,null,3114,null,null,1176,null,null,2419,null,null,2361,null,null,2387,null,null,5115,null,null,1868,null,null,1826,null,null,686,null,null,827,null,null,1347,null,null,791,null,null,4566,null,null,4121,null,null,1446,null,null,1728,null,null,3213,null,null,1550,null,null,2745,null,null,2371,null,null,2059,null,null,870,null,null,1027,null,null,1296,null,null,1492,null,null,1547,null,null,803,null,null,654,null,null,263,null,null,146,null,null,535,null,null,384,null,null,1339,null,null,1029,null,null,613,null,null,480,null,null,745,null,null,916,null,null,3574,null,null,3106,null,null,2455,null,null,815,null,null,1124,null,null,1565,null,null,1897,null,null,2680,null,null,1432,null,null,1416,null,null,695,null,null,307,null,null,1241,null,null,375,null,null,2354,null,null,1574,null,null,491,null,null,672,null,null,1418,null,null,1485,null,null,9414,null,null,9352,null,null,6799,null,null,3122,null,null,3182,null,null,5338,null,null,7674,null,null,5463,null,null,4039,null,null,2800,null,null,1450,null,null,1018,null,null,2105,null,null,2709,null,null,4798,null,null,3402,null,null,1018,null,null,1110,null,null,2848,null,null,3131,null,null,41
3150563,15900,383385,8396,144805,4857,79410,4225,9691,1386,26911,2535,42808,3166,65395,3023,238580,7215,43425,3445,31695,2979,6684,1336,6779,1470,18232,2404,11730,1883,195155,6360,159454,5558,29081,3028,40954,3264,89419,4643,35701,3122,81760,4104,40746,2597,21345,2113,3733,976,6266,935,11346,1634,19401,1537,41014,3386,9347,1748,5170,1086,996,587,1007,408,3167,702,4177,1123,31667,2994,22145,2477,2763,763,4931,1478,14451,1908,9522,1584,162901,5853,91994,4589,41401,3569,5988,1099,11467,1652,23946,2636,50593,2674,70907,3751,17703,2179,11393,1817,2368,729,1934,768,7091,1439,6310,1323,53204,2893,36401,2791,5977,1286,5835,1222,24589,2513,16803,1654,2522517,16878,2064016,14646,737325,10518,141271,4984,122999,5290,473055,9567,1326691,12339,458501,9080,158694,5378,72518,4240,16165,2221,7031,1330,49322,3108,86176,4356,299807,8137,133639,5979,20146,1790,14533,2273,98960,5455,166168,5530,15900,null,null,8396,null,null,4857,null,null,4225,null,null,1386,null,null,2535,null,null,3166,null,null,3023,null,null,7215,null,null,3445,null,null,2979,null,null,1336,null,null,1470,null,null,2404,null,null,1883,null,null,6360,null,null,5558,null,null,3028,null,null,3264,null,null,4643,null,null,3122,null,null,4104,null,null,2597,null,null,2113,null,null,976,null,null,935,null,null,1634,null,null,1537,null,null,3386,null,null,1748,null,null,1086,null,null,587,null,null,408,null,null,702,null,null,1123,null,null,2994,null,null,2477,null,null,763,null,null,1478,null,null,1908,null,null,1584,null,null,5853,null,null,4589,null,null,3569,null,null,1099,null,null,1652,null,null,2636,null,null,2674,null,null,3751,null,null,2179,null,null,1817,null,null,729,null,null,768,null,null,1439,null,null,1323,null,null,2893,null,null,2791,null,null,1286,null,null,1222,null,null,2513,null,null,1654,null,null,16878,null,null,14646,null,null,10518,null,null,4984,null,null,5290,null,null,9567,null,null,12339,null,null,9080,null,null,5378,null,null,4240,null,null,2221,null,null,1330,null,null,3108,null,null,4356,null,null,8137,null,null,5979,null,null,1790,null,null,2273,null,null,5455,null,null,5530,null,null,42
247448,5295,31707,2897,10423,1576,6313,1364,1057,656,1555,789,3701,1089,4110,812,21284,2306,2625,723,1791,749,231,238,588,414,972,489,834,376,18659,2390,14976,2190,2613,934,1366,625,10997,1790,3683,914,6022,1245,2896,826,1760,805,331,336,173,127,1256,665,1136,423,3126,1009,598,399,505,386,123,207,229,247,153,204,93,109,2528,956,2027,930,578,585,235,185,1214,694,501,285,14140,2123,6204,1204,3217,928,144,143,963,539,2110,744,2987,710,7936,1717,1815,724,1510,703,476,466,282,237,752,486,305,273,6121,1468,3972,1137,532,400,760,388,2680,973,2149,998,195579,5868,152983,5679,54465,3168,10671,1827,6393,1149,37401,2904,98518,4115,42596,3618,12989,1900,5963,1385,1127,573,792,582,4044,1089,7026,1289,29607,2810,13697,2073,2677,884,775,434,10245,1800,15910,1828,5295,null,null,2897,null,null,1576,null,null,1364,null,null,656,null,null,789,null,null,1089,null,null,812,null,null,2306,null,null,723,null,null,749,null,null,238,null,null,414,null,null,489,null,null,376,null,null,2390,null,null,2190,null,null,934,null,null,625,null,null,1790,null,null,914,null,null,1245,null,null,826,null,null,805,null,null,336,null,null,127,null,null,665,null,null,423,null,null,1009,null,null,399,null,null,386,null,null,207,null,null,247,null,null,204,null,null,109,null,null,956,null,null,930,null,null,585,null,null,185,null,null,694,null,null,285,null,null,2123,null,null,1204,null,null,928,null,null,143,null,null,539,null,null,744,null,null,710,null,null,1717,null,null,724,null,null,703,null,null,466,null,null,237,null,null,486,null,null,273,null,null,1468,null,null,1137,null,null,400,null,null,388,null,null,973,null,null,998,null,null,5868,null,null,5679,null,null,3168,null,null,1827,null,null,1149,null,null,2904,null,null,4115,null,null,3618,null,null,1900,null,null,1385,null,null,573,null,null,582,null,null,1089,null,null,1289,null,null,2810,null,null,2073,null,null,884,null,null,434,null,null,1800,null,null,1828,null,null,44
