B25098_001E,B25098_001M,B25098_002E,B25098_002M,B25098_003E,B25098_003M,B25098_004E,B25098_004M,B25098_005E,B25098_005M,B25098_006E,B25098_006M,B25098_007E,B25098_007M,B25098_008E,B25098_008M,B25098_009E,B25098_009M,B25098_010E,B25098_010M,B25098_011E,B25098_011M,B25098_012E,B25098_012M,B25098_013E,B25098_013M,B25098_014E,B25098_014M,B25098_015E,B25098_015M,B25098_016E,B25098_016M,B25098_017E,B25098_017M,B25098_018E,B25098_018M,B25098_019E,B25098_019M,B25098_001M,B25098_001EA,B25098_001MA,B25098_002M,B25098_002EA,B25098_002MA,B25098_003M,B25098_003EA,B25098_003MA,B25098_004M,B25098_004EA,B25098_004MA,B25098_005M,B25098_005EA,B25098_005MA,B25098_006M,B25098_006EA,B25098_006MA,B25098_007M,B25098_007EA,B25098_007MA,B25098_008M,B25098_008EA,B25098_008MA,B25098_009M,B25098_009EA,B25098_009MA,B25098_010M,B25098_010EA,B25098_010MA,B25098_011M,B25098_011EA,B25098_011MA,B25098_012M,B25098_012EA,B25098_012MA,B25098_013M,B25098_013EA,B25098_013MA,B25098_014M,B25098_014EA,B25098_014MA,B25098_015M,B25098_015EA,B25098_015MA,B25098_016M,B25098_016EA,B25098_016MA,B25098_017M,B25098_017EA,B25098_017MA,B25098_018M,B25098_018EA,B25098_018MA,B25098_019M,B25098_019EA,B25098_019MA,state
4857125,26450,2773911,24056,81700,5633,224593,7474,202018,7731,347349,10415,548608,12757,438225,11551,506282,11766,425136,8988,2083214,20877,148855,5679,392285,8677,249974,7476,319025,10043,373432,10914,213272,7390,203823,6706,182548,6149,26450,null,null,24056,null,null,5633,null,null,7474,null,null,7731,null,null,10415,null,null,12757,null,null,11551,null,null,11766,null,null,8988,null,null,20877,null,null,5679,null,null,8677,null,null,7476,null,null,10043,null,null,10914,null,null,7390,null,null,6706,null,null,6149,null,null,12
2268606,20528,1475331,16819,41314,3462,93426,4828,85592,4888,159381,6377,292212,9202,237597,7444,300429,9048,265380,8030,793275,12274,58542,4337,149112,6112,92994,5512,112248,4646,142300,6018,82975,3752,81725,4178,73379,4207,20528,null,null,16819,null,null,3462,null,null,4828,null,null,4888,null,null,6377,null,null,9202,null,null,7444,null,null,9048,null,null,8030,null,null,12274,null,null,4337,null,null,6112,null,null,5512,null,null,4646,null,null,6018,null,null,3752,null,null,4178,null,null,4207,null,null,13
260626,4898,171834,4886,3273,1020,6497,1206,6499,1408,10926,1353,24905,2380,27484,2558,41410,2595,50840,2551,88792,3432,5044,939,11938,1732,7457,1123,8992,1208,14087,1592,10834,1411,17204,1691,13236,1442,4898,null,null,4886,null,null,1020,null,null,1206,null,null,1408,null,null,1353,null,null,2380,null,null,2558,null,null,2595,null,null,2551,null,null,3432,null,null,939,null,null,1732,null,null,1123,null,null,1208,null,null,1592,null,null,1411,null,null,1691,null,null,1442,null,null,15
418217,6970,269728,6096,8150,1843,18925,1982,19467,2369,33916,2730,63093,4365,46600,3664,50521,3251,29056,2916,148489,4829,9084,1568,26140,2282,16781,1728,24967,2654,29007,2214,16384,1845,15008,2259,11118,1618,6970,null,null,6096,null,null,1843,null,null,1982,null,null,2369,null,null,2730,null,null,4365,null,null,3664,null,null,3251,null,null,2916,null,null,4829,null,null,1568,null,null,2282,null,null,1728,null,null,2654,null,null,2214,null,null,1845,null,null,2259,null,null,1618,null,null,16
3146858,18286,2013765,17881,44004,3551,107919,4891,103315,5356,195463,6216,341577,7583,331534,9415,450667,9033,439286,8088,1133093,13337,60000,3374,176168,6434,121608,4359,153759,5878,205314,5627,135603,4015,147763,4872,132878,4990,18286,null,null,17881,null,null,3551,null,null,4891,null,null,5356,null,null,6216,null,null,7583,null,null,9415,null,null,9033,null,null,8088,null,null,13337,null,null,3374,null,null,6434,null,null,4359,null,null,5878,null,null,5627,null,null,4015,null,null,4872,null,null,4990,null,null,17
1731421,12509,1134794,12254,23050,2257,73161,4650,75063,4440,141797,5499,250356,6965,206387,7181,221710,7082,143270,5454,596627,8299,34151,2675,104318,4701,74732,3644,97986,4404,121245,4855,64705,3053,60156,3373,39334,2771,12509,null,null,12254,null,null,2257,null,null,4650,null,null,4440,null,null,5499,null,null,6965,null,null,7181,null,null,7082,null,null,5454,null,null,8299,null,null,2675,null,null,4701,null,null,3644,null,null,4404,null,null,4855,null,null,3053,null,null,3373,null,null,2771,null,null,18
881435,7975,534153,6991,8840,1303,27080,2014,31818,2370,60902,3338,111113,4677,105238,4273,117751,4854,71411,2765,347282,6064,15794,1726,55920,2499,40544,2528,53807,2653,71413,2987,42016,2852,40136,2640,27652,2096,7975,null,null,6991,null,null,1303,null,null,2014,null,null,2370,null,null,3338,null,null,4677,null,null,4273,null,null,4854,null,null,2765,null,null,6064,null,null,1726,null,null,2499,null,null,2528,null,null,2653,null,null,2987,null,null,2852,null,null,2640,null,null,2096,null,null,19
729392,8711,436010,8186,8419,1429,22720,2347,25522,1990,48367,2856,91247,4380,77164,3511,96313,4047,66258,2576,293382,6586,14717,1626,47785,2734,33837,2543,45246,2438,57065,2575,34691,2752,35246,2275,24795,1947,8711,null,null,8186,null,null,1429,null,null,2347,null,null,1990,null,null,2856,null,null,4380,null,null,3511,null,null,4047,null,null,2576,null,null,6586,null,null,1626,null,null,2734,null,null,2543,null,null,2438,null,null,2575,null,null,2752,null,null,2275,null,null,1947,null,null,20
1148175,11051,674045,9323,18278,1504,54417,3964,47407,3429,84833,4591,140747,5947,116281,5051,130770,5667,81312,3909,474130,8104,44495,3187,102342,4560,60025,3819,71527,4382,80230,3985,47951,3273,39475,3011,28085,2373,11051,null,null,9323,null,null,1504,null,null,3964,null,null,3429,null,null,4591,null,null,5947,null,null,5051,null,null,5667,null,null,3909,null,null,8104,null,null,3187,null,null,4560,null,null,3819,null,null,4382,null,null,3985,null,null,3273,null,null,3011,null,null,2373,null,null,21
1105710,12317,579291,10107,16173,2154,47188,4079,39511,2948,63450,4189,111857,5555,91685,4696,118336,5967,91091,5470,526419,9930,49064,3253,109671,5167,65245,3857,77521,3929,86808,3845,52067,3708,47882,3091,38161,2519,12317,null,null,10107,null,null,2154,null,null,4079,null,null,2948,null,null,4189,null,null,5555,null,null,4696,null,null,5967,null,null,5470,null,null,9930,null,null,3253,null,null,5167,null,null,3857,null,null,3929,null,null,3845,null,null,3708,null,null,3091,null,null,2519,null,null,22
