B25098_001E,B25098_001M,B25098_002E,B25098_002M,B25098_003E,B25098_003M,B25098_004E,B25098_004M,B25098_005E,B25098_005M,B25098_006E,B25098_006M,B25098_007E,B25098_007M,B25098_008E,B25098_008M,B25098_009E,B25098_009M,B25098_010E,B25098_010M,B25098_011E,B25098_011M,B25098_012E,B25098_012M,B25098_013E,B25098_013M,B25098_014E,B25098_014M,B25098_015E,B25098_015M,B25098_016E,B25098_016M,B25098_017E,B25098_017M,B25098_018E,B25098_018M,B25098_019E,B25098_019M,B25098_001M,B25098_001EA,B25098_001MA,B25098_002M,B25098_002EA,B25098_002MA,B25098_003M,B25098_003EA,B25098_003MA,B25098_004M,B25098_004EA,B25098_004MA,B25098_005M,B25098_005EA,B25098_005MA,B25098_006M,B25098_006EA,B25098_006MA,B25098_007M,B25098_007EA,B25098_007MA,B25098_008M,B25098_008EA,B25098_008MA,B25098_009M,B25098_009EA,B25098_009MA,B25098_010M,B25098_010EA,B25098_010MA,B25098_011M,B25098_011EA,B25098_011MA,B25098_012M,B25098_012EA,B25098_012MA,B25098_013M,B25098_013EA,B25098_013MA,B25098_014M,B25098_014EA,B25098_014MA,B25098_015M,B25098_015EA,B25098_015MA,B25098_016M,B25098_016EA,B25098_016MA,B25098_017M,B25098_017EA,B25098_017MA,B25098_018M,B25098_018EA,B25098_018MA,B25098_019M,B25098_019EA,B25098_019MA,state
382116,6101,236910,5376,5004,1214,16916,2050,15449,1732,26587,2379,50383,2784,42422,2727,49948,3604,30201,2402,145206,4109,9100,1259,28426,2358,19079,1612,22747,1740,28487,2091,14947,1587,13171,1529,9249,1292,6101,null,null,5376,null,null,1214,null,null,2050,null,null,1732,null,null,2379,null,null,2784,null,null,2727,null,null,3604,null,null,2402,null,null,4109,null,null,1259,null,null,2358,null,null,1612,null,null,1740,null,null,2091,null,null,1587,null,null,1529,null,null,1292,null,null,23
1445953,10330,1063518,11390,17083,1557,41227,2674,37020,3048,71472,4405,157138,5411,156827,5195,255614,7715,327137,7769,382435,7731,18780,1973,46756,2981,35841,2519,45199,2821,60781,2959,47034,3132,60290,3474,67754,3472,10330,null,null,11390,null,null,1557,null,null,2674,null,null,3048,null,null,4405,null,null,5411,null,null,5195,null,null,7715,null,null,7769,null,null,7731,null,null,1973,null,null,2981,null,null,2519,null,null,2821,null,null,2959,null,null,3132,null,null,3474,null,null,3472,null,null,24
1598930,10736,1112272,11002,15985,1794,35648,2558,36836,2531,71733,4047,148847,6434,160455,5686,275992,7870,366776,9076,486658,7915,18794,2139,59216,3402,48016,3322,63069,3526,81789,4382,58688,3331,74978,3570,82108,3399,10736,null,null,11002,null,null,1794,null,null,2558,null,null,2531,null,null,4047,null,null,6434,null,null,5686,null,null,7870,null,null,9076,null,null,7915,null,null,2139,null,null,3402,null,null,3322,null,null,3526,null,null,4382,null,null,3331,null,null,3570,null,null,3399,null,null,25
2731283,14647,1656541,13588,36740,2491,106034,4461,114052,4777,191466,5333,339564,7897,276854,6560,344560,7980,247271,6368,1074742,11054,72863,3424,189176,5792,132129,4601,177070,5060,201564,5306,114006,4309,103113,4007,84821,3027,14647,null,null,13588,null,null,2491,null,null,4461,null,null,4777,null,null,5333,null,null,7897,null,null,6560,null,null,7980,null,null,6368,null,null,11054,null,null,3424,null,null,5792,null,null,4601,null,null,5060,null,null,5306,null,null,4309,null,null,4007,null,null,3027,null,null,26
1532031,9426,1029789,8735,14264,1428,45166,2784,47544,2826,93605,4037,187232,5658,181381,5829,249149,5974,211448,4672,502242,6081,21302,1699,74824,3005,50951,2731,75165,3275,98811,3332,61742,2853,64529,2699,54918,2828,9426,null,null,8735,null,null,1428,null,null,2784,null,null,2826,null,null,4037,null,null,5658,null,null,5829,null,null,5974,null,null,4672,null,null,6081,null,null,1699,null,null,3005,null,null,2731,null,null,3275,null,null,3332,null,null,2853,null,null,2699,null,null,2828,null,null,27
734114,9343,367900,8197,14499,1692,34929,3302,30648,3501,45399,3412,74520,4296,63283,4028,64029,3930,40593,3070,366214,7537,33151,2823,91173,4021,48214,3766,55428,3795,59845,3639,33203,2556,28423,2418,16777,1678,9343,null,null,8197,null,null,1692,null,null,3302,null,null,3501,null,null,3412,null,null,4296,null,null,4028,null,null,3930,null,null,3070,null,null,7537,null,null,2823,null,null,4021,null,null,3766,null,null,3795,null,null,3639,null,null,2556,null,null,2418,null,null,1678,null,null,28
1567597,13680,969908,12330,19947,2016,57249,3257,64692,4118,121144,5594,202150,6468,171520,5989,195563,5639,137643,5455,597689,10309,33579,2514,113708,4664,75811,3289,96825,5133,111480,4276,64336,3379,58968,3194,42982,2743,13680,null,null,12330,null,null,2016,null,null,3257,null,null,4118,null,null,5594,null,null,6468,null,null,5989,null,null,5639,null,null,5455,null,null,10309,null,null,2514,null,null,4664,null,null,3289,null,null,5133,null,null,4276,null,null,3379,null,null,3194,null,null,2743,null,null,29
282995,5662,160134,5182,2839,895,10599,1364,11979,1538,20521,2112,36957,3136,27731,2312,29804,2584,19704,1982,122861,4013,8658,1345,22890,2139,15373,1502,20653,2006,20982,2014,12654,1328,12960,1423,8691,1037,5662,null,null,5182,null,null,895,null,null,1364,null,null,1538,null,null,2112,null,null,3136,null,null,2312,null,null,2584,null,null,1982,null,null,4013,null,null,1345,null,null,2139,null,null,1502,null,null,2006,null,null,2014,null,null,1328,null,null,1423,null,null,1037,null,null,30
488339,5373,294925,5016,3661,816,12913,1400,15837,1541,31534,2278,59937,3200,52865,2984,70849,3341,47329,2974,193414,4369,9012,1190,28358,2099,22360,1702,30594,2258,37149,1976,24685,2088,23960,1853,17296,1336,5373,null,null,5016,null,null,816,null,null,1400,null,null,1541,null,null,2278,null,null,3200,null,null,2984,null,null,3341,null,null,2974,null,null,4369,null,null,1190,null,null,2099,null,null,1702,null,null,2258,null,null,1976,null,null,2088,null,null,1853,null,null,1336,null,null,31
578762,7662,393999,7560,10089,1623,21998,2066,25898,2241,44402,2901,83325,4169,68201,3405,82042,4082,58044,3068,184763,5887,10977,1692,28804,2295,20350,2002,26484,2078,36279,2891,20684,1810,23724,2064,17461,1692,7662,null,null,7560,null,null,1623,null,null,2066,null,null,2241,null,null,2901,null,null,4169,null,null,3405,null,null,4082,null,null,3068,null,null,5887,null,null,1692,null,null,2295,null,null,2002,null,null,2078,null,null,2891,null,null,1810,null,null,2064,null,null,1692,null,null,32
365021,5402,242909,4646,2568,727,7999,1558,9474,1164,16028,2111,42865,3090,43119,2899,59743,3028,61113,3582,122112,3433,4486,1195,15568,1673,12853,1475,19012,1741,23567,2105,15213,1684,17199,1773,14214,1416,5402,null,null,4646,null,null,727,null,null,1558,null,null,1164,null,null,2111,null,null,3090,null,null,2899,null,null,3028,null,null,3582,null,null,3433,null,null,1195,null,null,1673,null,null,1475,null,null,1741,null,null,2105,null,null,1684,null,null,1773,null,null,1416,null,null,33
2019927,14176,1364197,12561,22186,2419,54287,3725,44636,3143,85620,4518,174356,6355,184905,6413,327864,7893,470343,8541,655730,9676,26037,2307,85512,4195,57414,3345,78603,3813,106268,4791,77995,3882,98007,4430,125894,4761,14176,null,null,12561,null,null,2419,null,null,3725,null,null,3143,null,null,4518,null,null,6355,null,null,6413,null,null,7893,null,null,8541,null,null,9676,null,null,2307,null,null,4195,null,null,3345,null,null,3813,null,null,4791,null,null,3882,null,null,4430,null,null,4761,null,null,34
511099,7819,280119,7393,10838,2108,27974,2581,18182,2222,37095,2870,57212,3559,44696,3047,50203,3297,33919,2688,230980,6666,18575,2056,50888,3273,26713,2701,36362,2659,38576,2858,23346,2013,20857,2070,15663,1789,7819,null,null,7393,null,null,2108,null,null,2581,null,null,2222,null,null,2870,null,null,3559,null,null,3047,null,null,3297,null,null,2688,null,null,6666,null,null,2056,null,null,3273,null,null,2701,null,null,2659,null,null,2858,null,null,2013,null,null,2070,null,null,1789,null,null,35
3841170,19390,2348392,19311,41323,3307,101026,4292,105956,4631,177562,6153,360195,9290,355003,8595,554684,10516,652643,10937,1492778,14815,73842,4157,207060,5965,139893,5253,193621,5764,257483,6423,178734,5338,207520,6414,234625,6630,19390,null,null,19311,null,null,3307,null,null,4292,null,null,4631,null,null,6153,null,null,9290,null,null,8595,null,null,10516,null,null,10937,null,null,14815,null,null,4157,null,null,5965,null,null,5253,null,null,5764,null,null,6423,null,null,5338,null,null,6414,null,null,6630,null,null,36
2493388,15093,1581460,13388,38553,3088,117783,5133,109704,5314,188936,6107,320574,8437,269354,8010,296435,7474,240121,6124,911928,12002,63565,4215,185921,5773,114760,4911,147956,5917,164664,5660,92400,4338,81536,4156,61126,3753,15093,null,null,13388,null,null,3088,null,null,5133,null,null,5314,null,null,6107,null,null,8437,null,null,8010,null,null,7474,null,null,6124,null,null,12002,null,null,4215,null,null,5773,null,null,4911,null,null,5917,null,null,5660,null,null,4338,null,null,4156,null,null,3753,null,null,37
199208,3641,106622,3594,1023,413,4008,781,4491,998,9906,1538,19841,1938,20357,1768,29914,2457,17082,1594,92586,2463,4482,863,12364,1362,9650,1122,11083,1234,18547,1393,12518,1384,14330,1570,9612,1153,3641,null,null,3594,null,null,413,null,null,781,null,null,998,null,null,1538,null,null,1938,null,null,1768,null,null,2457,null,null,1594,null,null,2463,null,null,863,null,null,1362,null,null,1122,null,null,1234,null,null,1393,null,null,1384,null,null,1570,null,null,1153,null,null,38
3022809,18037,1909786,17689,38855,3045,120058,5073,112360,5170,223484,7998,402658,8606,331967,9343,404009,9117,276395,6439,1113023,13247,64538,3321,192605,5730,137392,4896,177072,5644,211620,5878,125637,4707,115402,4528,88757,4180,18037,null,null,17689,null,null,3045,null,null,5073,null,null,5170,null,null,7998,null,null,8606,null,null,9343,null,null,9117,null,null,6439,null,null,13247,null,null,3321,null,null,5730,null,null,4896,null,null,5644,null,null,5878,null,null,4707,null,null,4528,null,null,4180,null,null,39
953552,7733,532865,7795,13741,1499,37843,2115,36248,2552,63225,2858,110838,4080,92577,4528,105732,4080,72661,2972,420687,6689,27951,2075,81501,2626,51759,2299,64666,3114,78965,2922,44857,2243,43311,2671,27677,2033,7733,null,null,7795,null,null,1499,null,null,2115,null,null,2552,null,null,2858,null,null,4080,null,null,4528,null,null,4080,null,null,2972,null,null,6689,null,null,2075,null,null,2626,null,null,2299,null,null,3114,null,null,2922,null,null,2243,null,null,2671,null,null,2033,null,null,40
969579,10315,642854,9633,10151,1427,35811,2704,34990,3095,63625,3512,127047,4947,107038,5160,146491,5754,117701,4101,326725,6717,16788,2040,55870,3558,41376,3053,49330,2787,59184,3225,37088,3024,36381,2627,30708,2597,10315,null,null,9633,null,null,1427,null,null,2704,null,null,3095,null,null,3512,null,null,4947,null,null,5160,null,null,5754,null,null,4101,null,null,6717,null,null,2040,null,null,3558,null,null,3053,null,null,2787,null,null,3225,null,null,3024,null,null,2627,null,null,2597,null,null,41
3382514,17950,2039013,16683,39302,2975,111827,3940,114130,4908,199930,5804,396523,9302,343095,9123,456376,8997,377830,7942,1343501,11528,72722,4006,242193,5817,160119,4428,205287,5387,245825,5963,151400,5365,150312,4912,115643,4339,17950,null,null,16683,null,null,2975,null,null,3940,null,null,4908,null,null,5804,null,null,9302,null,null,9123,null,null,8997,null,null,7942,null,null,11528,null,null,4006,null,null,5817,null,null,4428,null,null,5387,null,null,5963,null,null,5365,null,null,4912,null,null,4339,null,null,42
236882,4213,159306,4994,2239,775,7132,1121,7750,1392,14245,1877,26982,2827,25908,2534,42348,3335,32702,2193,77576,3404,2701,747,11361,1620,7780,1278,10633,1553,12987,1628,9724,1185,11993,1824,10397,1319,4213,null,null,4994,null,null,775,null,null,1121,null,null,1392,null,null,1877,null,null,2827,null,null,2534,null,null,3335,null,null,2193,null,null,3404,null,null,747,null,null,1620,null,null,1278,null,null,1553,null,null,1628,null,null,1185,null,null,1824,null,null,1319,null,null,44
1288871,12866,749422,9356,20294,2344,55249,3819,54926,3270,97338,5069,156792,6311,125755,4537,142300,5950,96768,4361,539449,10402,43120,3081,110966,4607,69933,4016,81895,4680,93901,4538,55191,3578,49030,3263,35413,2818,12866,null,null,9356,null,null,2344,null,null,3819,null,null,3270,null,null,5069,null,null,6311,null,null,4537,null,null,5950,null,null,4361,null,null,10402,null,null,3081,null,null,4607,null,null,4016,null,null,4680,null,null,4538,null,null,3578,null,null,3263,null,null,2818,null,null,45
224459,3798,126256,4249,1381,517,6453,1339,7071,1133,13891,1596,26886,2175,29045,2216,27177,1879,14352,1600,98203,3053,5625,1034,12450,1275,11588,1474,15370,1591,21475,1882,12177,1406,10718,1281,8800,1101,3798,null,null,4249,null,null,517,null,null,1339,null,null,1133,null,null,1596,null,null,2175,null,null,2216,null,null,1879,null,null,1600,null,null,3053,null,null,1034,null,null,1275,null,null,1474,null,null,1591,null,null,1882,null,null,1406,null,null,1281,null,null,1101,null,null,46
1664018,15061,989445,12268,23958,2425,74284,3721,77766,4346,124103,6609,213599,7470,162322,5560,184474,6513,128939,4600,674573,11290,46493,3021,137199,4834,86330,5127,106618,4641,115642,4427,73076,3979,56975,3173,52240,3226,15061,null,null,12268,null,null,2425,null,null,3721,null,null,4346,null,null,6609,null,null,7470,null,null,5560,null,null,6513,null,null,4600,null,null,11290,null,null,3021,null,null,4834,null,null,5127,null,null,4641,null,null,4427,null,null,3979,null,null,3173,null,null,3226,null,null,47
5825471,27395,3366378,25127,68399,4822,185743,7263,189444,8267,321197,10422,602631,13472,518902,12414,748099,13787,731963,14140,2459093,22715,153228,6001,401333,9934,267668,8700,348372,9304,440961,9143,278700,7877,296673,7431,272158,6328,27395,null,null,25127,null,null,4822,null,null,7263,null,null,8267,null,null,10422,null,null,13472,null,null,12414,null,null,13787,null,null,14140,null,null,22715,null,null,6001,null,null,9934,null,null,8700,null,null,9304,null,null,9143,null,null,7877,null,null,7431,null,null,6328,null,null,48
659266,7711,467694,6980,6318,1261,17013,1819,21546,2089,46339,3235,103481,5029,88109,4339,109227,4104,75661,3661,191572,4873,9213,1378,23365,2368,19392,1694,26572,2057,38271,2509,25275,2308,27901,2104,21583,2106,7711,null,null,6980,null,null,1261,null,null,1819,null,null,2089,null,null,3235,null,null,5029,null,null,4339,null,null,4104,null,null,3661,null,null,4873,null,null,1378,null,null,2368,null,null,1694,null,null,2057,null,null,2509,null,null,2308,null,null,2104,null,null,2106,null,null,49
177772,3783,114372,3494,1945,572,7137,1086,7155,1005,11694,1550,23249,1899,20434,1735,25724,1825,17034,1642,63400,2625,3016,614,11696,1298,7217,970,9612,1047,12076,1212,7304,1023,6267,882,6212,925,3783,null,null,3494,null,null,572,null,null,1086,null,null,1005,null,null,1550,null,null,1899,null,null,1735,null,null,1825,null,null,1642,null,null,2625,null,null,614,null,null,1298,null,null,970,null,null,1047,null,null,1212,null,null,1023,null,null,882,null,null,925,null,null,50
2037641,16261,1409498,13343,24152,2651,64345,3835,67063,4171,120776,5319,226247,7043,209826,6773,313096,7465,383993,7028,628143,9233,34864,2650,98800,4284,63384,4071,88581,4346,109803,4815,72972,4110,80567,4085,79172,3726,16261,null,null,13343,null,null,2651,null,null,3835,null,null,4171,null,null,5319,null,null,7043,null,null,6773,null,null,7465,null,null,7028,null,null,9233,null,null,2650,null,null,4284,null,null,4071,null,null,4346,null,null,4815,null,null,4110,null,null,4085,null,null,3726,null,null,51
1729320,12424,1193314,12089,22022,1999,50624,3668,52828,3083,98335,4460,206350,7257,194504,6144,288161,7537,280490,5960,536006,9087,26951,2456,75715,4081,54996,2774,75554,3942,100472,3985,67565,3490,67080,3602,67673,3817,12424,null,null,12089,null,null,1999,null,null,3668,null,null,3083,null,null,4460,null,null,7257,null,null,6144,null,null,7537,null,null,5960,null,null,9087,null,null,2456,null,null,4081,null,null,2774,null,null,3942,null,null,3985,null,null,3490,null,null,3602,null,null,3817,null,null,53
523078,7047,250630,6797,6980,1181,22711,2318,18809,2077,33305,3037,52660,3527,43466,3030,47516,3278,25183,2342,272448,6134,24334,2215,61329,3708,36988,2996,43187,3354,49363,2974,25178,2459,20318,1993,11751,1503,7047,null,null,6797,null,null,1181,null,null,2318,null,null,2077,null,null,3037,null,null,3527,null,null,3030,null,null,3278,null,null,2342,null,null,6134,null,null,2215,null,null,3708,null,null,2996,null,null,3354,null,null,2974,null,null,2459,null,null,1993,null,null,1503,null,null,54
1551232,10480,993769,9301,15481,1319,50648,2933,52713,3099,106155,3498,209258,4990,186988,5624,229327,5833,143199,5036,557463,7242,25286,1775,89546,3849,65660,2938,86839,3263,108930,3901,71446,2887,63935,2912,45821,2383,10480,null,null,9301,null,null,1319,null,null,2933,null,null,3099,null,null,3498,null,null,4990,null,null,5624,null,null,5833,null,null,5036,null,null,7242,null,null,1775,null,null,3849,null,null,2938,null,null,3263,null,null,3901,null,null,2887,null,null,2912,null,null,2383,null,null,55
153894,4084,87347,3458,1447,615,4082,792,4257,943,10258,1625,16621,1809,15982,1884,21895,2145,12805,1785,66547,3247,4044,967,10639,1562,7928,1211,10286,1445,12456,1905,7630,1240,8577,1508,4987,996,4084,null,null,3458,null,null,615,null,null,792,null,null,943,null,null,1625,null,null,1809,null,null,1884,null,null,2145,null,null,1785,null,null,3247,null,null,967,null,null,1562,null,null,1211,null,null,1445,null,null,1905,null,null,1240,null,null,1508,null,null,996,null,null,56
821672,8711,325055,7989,25678,2310,72270,4027,46548,3418,61146,4061,60717,4155,26822,2596,19070,2211,12804,1799,496617,8108,136878,4679,173773,4441,65740,3609,55113,3267,37277,2778,13208,1775,9738,1892,4890,898,8711,null,null,7989,null,null,2310,null,null,4027,null,null,3418,null,null,4061,null,null,4155,null,null,2596,null,null,2211,null,null,1799,null,null,8108,null,null,4679,null,null,4441,null,null,3609,null,null,3267,null,null,2778,null,null,1775,null,null,1892,null,null,898,null,null,72
1268138,12239,717843,11167,22121,2291,63003,4354,53730,3150,85705,4207,142485,6369,125785,6165,131028,5389,93986,4287,550295,9184,47938,3337,117409,5055,73935,4065,85686,3925,95597,4295,50243,2992,47090,3022,32397,2480,12239,null,null,11167,null,null,2291,null,null,4354,null,null,3150,null,null,4207,null,null,6369,null,null,6165,null,null,5389,null,null,4287,null,null,9184,null,null,3337,null,null,5055,null,null,4065,null,null,3925,null,null,4295,null,null,2992,null,null,3022,null,null,2480,null,null,01
160215,3268,101016,3243,1569,759,2857,890,3104,795,6707,1185,16445,2042,14608,1774,29533,2566,26193,2244,59199,2844,3022,755,6518,805,5569,962,6301,925,10667,1355,8371,1301,10275,1483,8476,1191,3268,null,null,3243,null,null,759,null,null,890,null,null,795,null,null,1185,null,null,2042,null,null,1774,null,null,2566,null,null,2244,null,null,2844,null,null,755,null,null,805,null,null,962,null,null,925,null,null,1355,null,null,1301,null,null,1483,null,null,1191,null,null,02
1593014,12380,1021023,12480,30090,3203,71915,3830,66232,4213,119623,4891,205215,7178,167279,5164,196198,7280,164471,5391,571991,9630,43615,3087,103356,4127,70934,4396,89438,4006,98801,4923,61894,3427,54303,3974,49650,3030,12380,null,null,12480,null,null,3203,null,null,3830,null,null,4213,null,null,4891,null,null,7178,null,null,5164,null,null,7280,null,null,5391,null,null,9630,null,null,3087,null,null,4127,null,null,4396,null,null,4006,null,null,4923,null,null,3427,null,null,3974,null,null,3030,null,null,04
737632,8928,401122,9133,9668,1560,32524,2676,32244,2767,56132,3513,89153,5140,64441,3885,71932,3608,45028,3193,336510,7341,25325,2630,73500,4288,45850,2950,52410,3521,59625,3365,34231,2280,27606,2180,17963,1949,8928,null,null,9133,null,null,1560,null,null,2676,null,null,2767,null,null,3513,null,null,5140,null,null,3885,null,null,3608,null,null,3193,null,null,7341,null,null,2630,null,null,4288,null,null,2950,null,null,3521,null,null,3365,null,null,2280,null,null,2180,null,null,1949,null,null,05
6943428,26799,4933660,28006,98683,4719,232932,7254,206975,7839,382512,8082,731029,15244,696998,14558,1076222,16301,1508309,15603,2009768,16405,109533,4750,291904,6970,198594,5631,253108,6540,341068,7391,229135,7035,276850,7045,309576,7862,26799,null,null,28006,null,null,4719,null,null,7254,null,null,7839,null,null,8082,null,null,15244,null,null,14558,null,null,16301,null,null,15603,null,null,16405,null,null,4750,null,null,6970,null,null,5631,null,null,6540,null,null,7391,null,null,7035,null,null,7045,null,null,7862,null,null,06
1365832,12605,978072,11670,16654,1738,46854,3050,48508,3145,88979,4172,175395,5761,164056,5565,218020,6490,219606,5717,387760,7823,21456,2198,56788,3226,38784,2689,52941,2840,68185,2572,47793,2900,52414,3078,49399,2897,12605,null,null,11670,null,null,1738,null,null,3050,null,null,3145,null,null,4172,null,null,5761,null,null,5565,null,null,6490,null,null,5717,null,null,7823,null,null,2198,null,null,3226,null,null,2689,null,null,2840,null,null,2572,null,null,2900,null,null,3078,null,null,2897,null,null,08
879073,9745,597176,10394,7816,1274,18726,1967,20272,2386,39834,3317,85634,4546,89655,4558,148630,5441,186609,5040,281897,7027,9456,1348,31392,2558,26686,2168,33988,2792,47237,2586,36141,2846,46206,2493,50791,2930,9745,null,null,10394,null,null,1274,null,null,1967,null,null,2386,null,null,3317,null,null,4546,null,null,4558,null,null,5441,null,null,5040,null,null,7027,null,null,1348,null,null,2558,null,null,2168,null,null,2792,null,null,2586,null,null,2846,null,null,2493,null,null,2930,null,null,09
