B19070_001E,B19070_001M,B19070_001M,B19070_001EA,B19070_001MA,state
9827990900,263966365,263966365,null,null,12
4749340300,216938580,216938580,null,null,13
713769100,70352980,70352980,null,null,15
730897100,66531696,66531696,null,null,16
5353860000,187157453,187157453,null,null,17
2718336600,133350885,133350885,null,null,18
1517271600,80091074,80091074,null,null,19
1212674300,92624882,92624882,null,null,20
2115178700,119451756,119451756,null,null,21
1803011400,118629877,118629877,null,null,22
742992800,58552470,58552470,null,null,23
2931564700,135886714,135886714,null,null,24
3369004500,156395664,156395664,null,null,25
4710142400,176236394,176236394,null,null,26
2618849400,123322368,123322368,null,null,27
1217686800,91591538,91591538,null,null,28
2786384800,148648415,148648415,null,null,29
602758400,82311716,82311716,null,null,30
974449200,58567833,58567833,null,null,31
1454886700,109818441,109818441,null,null,32
672958500,71157225,71157225,null,null,33
3932928800,174152962,174152962,null,null,34
1068407600,99929630,99929630,null,null,35
7956335000,256904928,256904928,null,null,36
5019551100,185309536,185309536,null,null,37
370303700,36941261,36941261,null,null,38
5013953500,197035692,197035692,null,null,39
2348303100,113194331,113194331,null,null,40
2294565800,154241330,154241330,null,null,41
5891516300,190000814,190000814,null,null,42
466930300,55872816,55872816,null,null,44
2433497700,124753807,124753807,null,null,45
461986600,42609716,42609716,null,null,46
3152838300,125405138,125405138,null,null,47
12285049700,376008562,376008562,null,null,48
1144432200,96283188,96283188,null,null,49
280210300,33137157,33137157,null,null,50
4652355200,187951663,187951663,null,null,51
4187225200,197101682,197101682,null,null,53
1168581500,86546634,86546634,null,null,54
2595126700,119661991,119661991,null,null,55
303140400,44085795,44085795,null,null,56
1366720500,93697631,93697631,null,null,72
2407728400,133123723,133123723,null,null,01
666759700,41819179,41819179,null,null,02
3551385400,180819831,180819831,null,null,04
1615335300,118890138,118890138,null,null,05
18344548800,417937213,417937213,null,null,06
3061420800,170507404,170507404,null,null,08
1991240000,139111050,139111050,null,null,09
366055300,50728369,50728369,null,null,10
251056900,46694559,46694559,null,null,11
