C27003_001E,C27003_001M,C27003_002E,C27003_002M,C27003_003E,C27003_003M,C27003_004E,C27003_004M,C27003_005E,C27003_005M,C27003_006E,C27003_006M,C27003_007E,C27003_007M,C27003_008E,C27003_008M,C27003_009E,C27003_009M,C27003_010E,C27003_010M,C27003_011E,C27003_011M,C27003_012E,C27003_012M,C27003_013E,C27003_013M,C27003_014E,C27003_014M,C27003_015E,C27003_015M,C27003_016E,C27003_016M,C27003_017E,C27003_017M,C27003_018E,C27003_018M,C27003_019E,C27003_019M,C27003_020E,C27003_020M,C27003_021E,C27003_021M,C27003_001M,C27003_001EA,C27003_001MA,C27003_002M,C27003_002EA,C27003_002MA,C27003_003M,C27003_003EA,C27003_003MA,C27003_004M,C27003_004EA,C27003_004MA,C27003_005M,C27003_005EA,C27003_005MA,C27003_006M,C27003_006EA,C27003_006MA,C27003_007M,C27003_007EA,C27003_007MA,C27003_008M,C27003_008EA,C27003_008MA,C27003_009M,C27003_009EA,C27003_009MA,C27003_010M,C27003_010EA,C27003_010MA,C27003_011M,C27003_011EA,C27003_011MA,C27003_012M,C27003_012EA,C27003_012MA,C27003_013M,C27003_013EA,C27003_013MA,C27003_014M,C27003_014EA,C27003_014MA,C27003_015M,C27003_015EA,C27003_015MA,C27003_016M,C27003_016EA,C27003_016MA,C27003_017M,C27003_017EA,C27003_017MA,C27003_018M,C27003_018EA,C27003_018MA,C27003_019M,C27003_019EA,C27003_019MA,C27003_020M,C27003_020EA,C27003_020MA,C27003_021M,C27003_021EA,C27003_021MA,state
20294479,4316,9829594,8614,2112080,5936,937065,17421,1175015,16509,5904200,6573,902151,21114,5002049,21847,1813314,2918,1732469,6416,80845,5696,10464885,7394,2024265,6201,900713,15262,1123552,15989,6233188,6388,1036934,18800,5196254,18972,2207432,3525,2119205,6800,88227,5949,4316,null,null,8614,null,null,5936,null,null,17421,null,null,16509,null,null,6573,null,null,21114,null,null,21847,null,null,2918,null,null,6416,null,null,5696,null,null,7394,null,null,6201,null,null,15262,null,null,15989,null,null,6388,null,null,18800,null,null,18972,null,null,3525,null,null,6800,null,null,5949,null,null,12
10120788,3683,4866326,9202,1278525,6524,528396,12133,750129,12763,3007980,5944,385405,11194,2622575,11714,579821,2820,553783,3767,26038,2839,5254462,8566,1227801,6266,518381,12462,709420,12847,3276179,5335,464190,13416,2811989,13812,750482,3112,720162,4111,30320,2859,3683,null,null,9202,null,null,6524,null,null,12133,null,null,12763,null,null,5944,null,null,11194,null,null,11714,null,null,2820,null,null,3767,null,null,2839,null,null,8566,null,null,6266,null,null,12462,null,null,12847,null,null,5335,null,null,13416,null,null,13812,null,null,3112,null,null,4111,null,null,2859,null,null,13
1378730,2525,677111,2948,158446,1679,50943,3519,107503,3129,410306,2522,72839,4436,337467,4583,108359,748,102396,1368,5963,1159,701619,2294,149115,1601,46908,3139,102207,3118,422129,1392,72849,3704,349280,3990,130375,608,123555,1299,6820,1217,2525,null,null,2948,null,null,1679,null,null,3519,null,null,3129,null,null,2522,null,null,4436,null,null,4583,null,null,748,null,null,1368,null,null,1159,null,null,2294,null,null,1601,null,null,3139,null,null,3118,null,null,1392,null,null,3704,null,null,3990,null,null,608,null,null,1299,null,null,1217,null,null,15
1662867,795,826763,2862,224061,2267,88463,5825,135598,5713,483518,2283,61639,4505,421879,4904,119184,1381,114983,1277,4201,1003,836104,2843,211569,2313,81500,4915,130069,5227,491285,2261,66553,3593,424732,4295,133250,1310,129462,1636,3788,1158,795,null,null,2862,null,null,2267,null,null,5825,null,null,5713,null,null,2283,null,null,4505,null,null,4904,null,null,1381,null,null,1277,null,null,1003,null,null,2843,null,null,2313,null,null,4915,null,null,5227,null,null,2261,null,null,3593,null,null,4295,null,null,1310,null,null,1636,null,null,1158,null,null,16
12620388,1326,6168002,5264,1490060,3503,575075,13229,914985,13670,3887432,3538,622956,12038,3264476,12621,790510,2369,753945,3601,36565,3079,6452386,5163,1429803,3510,561928,10734,867875,11069,4005183,3752,802048,12723,3203135,13012,1017400,3138,976477,3880,40923,2914,1326,null,null,5264,null,null,3503,null,null,13229,null,null,13670,null,null,3538,null,null,12038,null,null,12621,null,null,2369,null,null,3601,null,null,3079,null,null,5163,null,null,3510,null,null,10734,null,null,11069,null,null,3752,null,null,12723,null,null,13012,null,null,3138,null,null,3880,null,null,2914,null,null,17
6534914,919,3204187,6049,806805,4437,297442,8860,509363,8882,1973871,3957,307555,8230,1666316,9369,423511,2113,409403,2611,14108,1961,3330727,6017,767120,4715,270855,7796,496265,9640,2029840,3460,373503,10215,1656337,10465,533767,2085,518448,2750,15319,1852,919,null,null,6049,null,null,4437,null,null,8860,null,null,8882,null,null,3957,null,null,8230,null,null,9369,null,null,2113,null,null,2611,null,null,1961,null,null,6017,null,null,4715,null,null,7796,null,null,9640,null,null,3460,null,null,10215,null,null,10465,null,null,2085,null,null,2750,null,null,1852,null,null,18
3091437,506,1532095,3125,372234,2393,135896,5984,236338,5383,939004,2421,150547,6159,788457,6327,220857,1607,214435,1892,6422,1123,1559342,3175,352763,2382,129449,6079,223314,6029,936201,2356,173509,5751,762692,6039,270378,1619,265154,1858,5224,905,506,null,null,3125,null,null,2393,null,null,5984,null,null,5383,null,null,2421,null,null,6159,null,null,6327,null,null,1607,null,null,1892,null,null,1123,null,null,3175,null,null,2382,null,null,6079,null,null,6029,null,null,2356,null,null,5751,null,null,6039,null,null,1619,null,null,1858,null,null,905,null,null,19
2850862,1447,1408996,4885,366317,3766,121379,5730,244938,6137,853471,3148,92472,4478,760999,5085,189208,1418,183373,1568,5835,1023,1441866,4484,346785,3953,107605,5141,239180,5776,864922,2852,101953,4985,762969,6006,230159,1527,224568,1801,5591,1101,1447,null,null,4885,null,null,3766,null,null,5730,null,null,6137,null,null,3148,null,null,4478,null,null,5085,null,null,1418,null,null,1568,null,null,1023,null,null,4484,null,null,3953,null,null,5141,null,null,5776,null,null,2852,null,null,4985,null,null,6006,null,null,1527,null,null,1801,null,null,1101,null,null,20
4354380,1440,2121338,5132,516709,3262,230925,7634,285784,8244,1309148,4210,356466,8804,952682,9499,295481,1543,287873,1853,7608,1275,2233042,5104,493277,3423,219737,7305,273540,6533,1369879,3380,416664,9533,953215,9463,369886,1850,361832,2274,8054,1177,1440,null,null,5132,null,null,3262,null,null,7634,null,null,8244,null,null,4210,null,null,8804,null,null,9499,null,null,1543,null,null,1853,null,null,1275,null,null,5104,null,null,3423,null,null,7305,null,null,6533,null,null,3380,null,null,9533,null,null,9463,null,null,1850,null,null,2274,null,null,1177,null,null,21
4577182,1950,2208827,5319,571299,5483,301094,9115,270205,8970,1350764,3619,263394,8591,1087370,9298,286764,1890,275322,2338,11442,1676,2368355,5285,544158,4971,281990,9870,262168,9465,1456935,2875,335469,8553,1121466,9303,367262,1871,353285,2593,13977,1710,1950,null,null,5319,null,null,5483,null,null,9115,null,null,8970,null,null,3619,null,null,8591,null,null,9298,null,null,1890,null,null,2338,null,null,1676,null,null,5285,null,null,4971,null,null,9870,null,null,9465,null,null,2875,null,null,8553,null,null,9303,null,null,1871,null,null,2593,null,null,1710,null,null,22
