B06008_001E,B06008_001M,B06008_002E,B06008_002M,B06008_003E,B06008_003M,B06008_004E,B06008_004M,B06008_005E,B06008_005M,B06008_006E,B06008_006M,B06008_007E,B06008_007M,B06008_008E,B06008_008M,B06008_009E,B06008_009M,B06008_010E,B06008_010M,B06008_011E,B06008_011M,B06008_012E,B06008_012M,B06008_013E,B06008_013M,B06008_014E,B06008_014M,B06008_015E,B06008_015M,B06008_016E,B06008_016M,B06008_017E,B06008_017M,B06008_018E,B06008_018M,B06008_019E,B06008_019M,B06008_020E,B06008_020M,B06008_021E,B06008_021M,B06008_022E,B06008_022M,B06008_023E,B06008_023M,B06008_024E,B06008_024M,B06008_025E,B06008_025M,B06008_026E,B06008_026M,B06008_027E,B06008_027M,B06008_028E,B06008_028M,B06008_029E,B06008_029M,B06008_030E,B06008_030M,B06008_001M,B06008_001EA,B06008_001MA,B06008_002M,B06008_002EA,B06008_002MA,B06008_003M,B06008_003EA,B06008_003MA,B06008_004M,B06008_004EA,B06008_004MA,B06008_005M,B06008_005EA,B06008_005MA,B06008_006M,B06008_006EA,B06008_006MA,B06008_007M,B06008_007EA,B06008_007MA,B06008_008M,B06008_008EA,B06008_008MA,B06008_009M,B06008_009EA,B06008_009MA,B06008_010M,B06008_010EA,B06008_010MA,B06008_011M,B06008_011EA,B06008_011MA,B06008_012M,B06008_012EA,B06008_012MA,B06008_013M,B06008_013EA,B06008_013MA,B06008_014M,B06008_014EA,B06008_014MA,B06008_015M,B06008_015EA,B06008_015MA,B06008_016M,B06008_016EA,B06008_016MA,B06008_017M,B06008_017EA,B06008_017MA,B06008_018M,B06008_018EA,B06008_018MA,B06008_019M,B06008_019EA,B06008_019MA,B06008_020M,B06008_020EA,B06008_020MA,B06008_021M,B06008_021EA,B06008_021MA,B06008_022M,B06008_022EA,B06008_022MA,B06008_023M,B06008_023EA,B06008_023MA,B06008_024M,B06008_024EA,B06008_024MA,B06008_025M,B06008_025EA,B06008_025MA,B06008_026M,B06008_026EA,B06008_026MA,B06008_027M,B06008_027EA,B06008_027MA,B06008_028M,B06008_028EA,B06008_028MA,B06008_029M,B06008_029EA,B06008_029MA,B06008_030M,B06008_030EA,B06008_030MA,state
17195240,5550,5470846,33204,7867207,43508,2258631,23582,407077,11791,1191479,16569,4701973,35603,2525197,29623,1445311,20610,478691,14476,94442,5670,158332,6650,7729330,37126,1731083,27469,3953556,34886,1170916,17599,143807,7603,729968,13509,676456,17779,228475,11406,302861,12688,88426,6489,17911,2063,38783,3606,4087481,34561,986091,21200,2165479,29390,520598,13039,150917,8909,264396,7966,5550,null,null,33204,null,null,43508,null,null,23582,null,null,11791,null,null,16569,null,null,35603,null,null,29623,null,null,20610,null,null,14476,null,null,5670,null,null,6650,null,null,37126,null,null,27469,null,null,34886,null,null,17599,null,null,7603,null,null,13509,null,null,17779,null,null,11406,null,null,12688,null,null,6489,null,null,2063,null,null,3606,null,null,34561,null,null,21200,null,null,29390,null,null,13039,null,null,8909,null,null,7966,null,null,12
8232061,4501,2803249,24181,3834318,33996,949449,17457,187679,8947,457366,10459,3975333,26759,1603463,19088,1563282,23541,453307,11086,96717,5657,258564,8280,3141100,31164,899093,20204,1613384,24413,405494,10551,63696,5477,159433,7403,124403,8206,47358,4894,55433,4523,14967,2314,3526,1044,3119,868,991225,20308,253335,12228,602219,16177,75681,5688,23740,3099,36250,3601,4501,null,null,24181,null,null,33996,null,null,17457,null,null,8947,null,null,10459,null,null,26759,null,null,19088,null,null,23541,null,null,11086,null,null,5657,null,null,8280,null,null,31164,null,null,20204,null,null,24413,null,null,10551,null,null,5477,null,null,7403,null,null,8206,null,null,4894,null,null,4523,null,null,2314,null,null,1044,null,null,868,null,null,20308,null,null,12228,null,null,16177,null,null,5688,null,null,3099,null,null,3601,null,null,13
1168033,1222,394275,7609,576089,10162,105932,4737,16254,2659,75483,3072,567662,12230,237941,7029,236372,7383,47968,3872,7073,1801,38308,2739,312897,6742,93652,4801,167396,6267,35189,2522,3355,1084,13305,1592,36388,3700,13201,2102,18230,2283,2733,648,799,609,1425,583,251086,11563,49481,5168,154091,8078,20042,2553,5027,1578,22445,2450,1222,null,null,7609,null,null,10162,null,null,4737,null,null,2659,null,null,3072,null,null,12230,null,null,7029,null,null,7383,null,null,3872,null,null,1801,null,null,2739,null,null,6742,null,null,4801,null,null,6267,null,null,2522,null,null,1084,null,null,1592,null,null,3700,null,null,2102,null,null,2283,null,null,648,null,null,609,null,null,583,null,null,11563,null,null,5168,null,null,8078,null,null,2553,null,null,1578,null,null,2450,null,null,15
1320797,1891,364151,10315,712070,14024,164384,8104,15986,2299,64206,3333,541200,12150,190312,8056,262938,10253,60717,4262,5122,1265,22111,2341,673801,10872,148096,7281,383258,10774,96363,6097,7594,1399,38490,2957,11846,2143,3156,882,6972,1629,1418,710,21,38,279,267,93950,5710,22587,3304,58902,4365,5886,1476,3249,1095,3326,1055,1891,null,null,10315,null,null,14024,null,null,8104,null,null,2299,null,null,3333,null,null,12150,null,null,8056,null,null,10253,null,null,4262,null,null,1265,null,null,2341,null,null,10872,null,null,7281,null,null,10774,null,null,6097,null,null,1399,null,null,2957,null,null,2143,null,null,882,null,null,1629,null,null,710,null,null,38,null,null,267,null,null,5710,null,null,3304,null,null,4365,null,null,1476,null,null,1095,null,null,1055,null,null,16
10394067,3072,3688523,23966,4892130,30887,1035061,15730,169613,6175,608740,10570,6490878,26042,2661507,24640,2721283,22522,663403,12672,91799,5328,352886,7586,2057742,20893,589934,13841,1040556,16284,239160,7420,33384,2478,154708,5116,121400,5905,45547,3930,48876,3723,15876,2315,3723,1184,7378,1224,1724047,20167,391535,11623,1081415,17445,116622,6240,40707,3880,93768,5579,3072,null,null,23966,null,null,30887,null,null,15730,null,null,6175,null,null,10570,null,null,26042,null,null,24640,null,null,22522,null,null,12672,null,null,5328,null,null,7586,null,null,20893,null,null,13841,null,null,16284,null,null,7420,null,null,2478,null,null,5116,null,null,5905,null,null,3930,null,null,3723,null,null,2315,null,null,1184,null,null,1224,null,null,20167,null,null,11623,null,null,17445,null,null,6240,null,null,3880,null,null,5579,null,null,17
5331071,3783,1680118,15525,2590182,20439,672092,13009,75385,4982,313294,6293,3422516,23586,1148231,16419,1598951,18058,446663,11080,42470,3194,186201,4480,1541140,21885,422215,10260,784872,16781,195721,7358,24971,2637,113361,4359,39616,3720,13154,2426,18243,2433,6094,1125,763,433,1362,633,327799,9800,96518,6320,188116,8059,23614,2638,7181,1894,12370,1988,3783,null,null,15525,null,null,20439,null,null,13009,null,null,4982,null,null,6293,null,null,23586,null,null,16419,null,null,18058,null,null,11080,null,null,3194,null,null,4480,null,null,21885,null,null,10260,null,null,16781,null,null,7358,null,null,2637,null,null,4359,null,null,3720,null,null,2426,null,null,2433,null,null,1125,null,null,433,null,null,633,null,null,9800,null,null,6320,null,null,8059,null,null,2638,null,null,1894,null,null,1988,null,null,18
2529447,2234,753338,11657,1320569,15194,272673,7082,28687,2379,154180,4500,1713304,10975,498204,11424,894985,13216,187948,5284,18022,1878,114145,4152,649637,11068,204019,6410,330424,7188,72335,4225,7910,1332,34949,2530,17531,2878,6304,1822,8135,1620,2256,776,196,281,640,418,148975,5095,44811,3906,87025,4564,10134,1602,2559,806,4446,1159,2234,null,null,11657,null,null,15194,null,null,7082,null,null,2379,null,null,4500,null,null,10975,null,null,11424,null,null,13216,null,null,5284,null,null,1878,null,null,4152,null,null,11068,null,null,6410,null,null,7188,null,null,4225,null,null,1332,null,null,2530,null,null,2878,null,null,1822,null,null,1620,null,null,776,null,null,281,null,null,418,null,null,5095,null,null,3906,null,null,4564,null,null,1602,null,null,806,null,null,1159,null,null,19
2310304,2733,695042,10613,1177653,15854,267576,8015,30481,2845,139552,5351,1241089,12040,424442,9941,586336,10940,140814,5376,14026,1577,75471,3700,849893,13611,212025,8657,463809,9728,107052,4670,12004,1611,55003,3248,23352,2620,6402,1671,12505,1699,3851,1134,191,202,403,239,195970,6891,52173,5175,115003,5995,15859,2922,4260,1201,8675,1569,2733,null,null,10613,null,null,15854,null,null,8015,null,null,2845,null,null,5351,null,null,12040,null,null,9941,null,null,10940,null,null,5376,null,null,1577,null,null,3700,null,null,13611,null,null,8657,null,null,9728,null,null,4670,null,null,1611,null,null,3248,null,null,2620,null,null,1671,null,null,1699,null,null,1134,null,null,202,null,null,239,null,null,6891,null,null,5175,null,null,5995,null,null,2922,null,null,1201,null,null,1569,null,null,20
3600690,3442,1068258,13022,1735116,20880,476597,10621,79376,5424,241343,5389,2369864,14161,719454,12725,1104157,16310,317993,7914,52243,4117,176017,5250,1062199,14171,298567,8773,534790,12114,146274,5642,23307,3049,59261,3065,26328,2919,8756,1510,13237,1875,3340,950,823,481,172,152,142299,5891,41481,3918,82932,4836,8990,1749,3003,933,5893,1248,3442,null,null,13022,null,null,20880,null,null,10621,null,null,5424,null,null,5389,null,null,14161,null,null,12725,null,null,16310,null,null,7914,null,null,4117,null,null,5250,null,null,14171,null,null,8773,null,null,12114,null,null,5642,null,null,3049,null,null,3065,null,null,2919,null,null,1510,null,null,1875,null,null,950,null,null,481,null,null,152,null,null,5891,null,null,3918,null,null,4836,null,null,1749,null,null,933,null,null,1248,null,null,21
3751715,3855,1367215,15178,1594563,20728,462491,12698,96632,5743,230814,6328,2836429,14524,1095626,15147,1139416,18571,348263,10511,73733,4224,179391,6032,711860,13124,216481,8762,334959,9761,97514,5204,17947,2727,44959,2868,24770,2788,8608,1707,12540,1791,2105,811,542,651,975,596,178656,6839,46500,5251,107648,6297,14609,2615,4410,1347,5489,1183,3855,null,null,15178,null,null,20728,null,null,12698,null,null,5743,null,null,6328,null,null,14524,null,null,15147,null,null,18571,null,null,10511,null,null,4224,null,null,6032,null,null,13124,null,null,8762,null,null,9761,null,null,5204,null,null,2727,null,null,2868,null,null,2788,null,null,1707,null,null,1791,null,null,811,null,null,651,null,null,596,null,null,6839,null,null,5251,null,null,6297,null,null,2615,null,null,1347,null,null,1183,null,null,22
