B19049_001E,B19049_001M,B19049_002E,B19049_002M,B19049_003E,B19049_003M,B19049_004E,B19049_004M,B19049_005E,B19049_005M,B19049_001M,B19049_001EA,B19049_001MA,B19049_002M,B19049_002EA,B19049_002MA,B19049_003M,B19049_003EA,B19049_003MA,B19049_004M,B19049_004EA,B19049_004MA,B19049_005M,B19049_005EA,B19049_005MA,state
56565,300,30659,777,60246,440,68165,741,42188,528,300,null,null,777,null,null,440,null,null,741,null,null,528,null,null,48
65977,955,35747,2257,69359,1631,81774,1724,49308,1281,955,null,null,2257,null,null,1631,null,null,1724,null,null,1281,null,null,49
57677,1672,28875,4699,65495,3715,68263,2642,40565,1755,1672,null,null,4699,null,null,3715,null,null,2642,null,null,1755,null,null,50
68114,748,33167,1993,73039,1292,82348,1130,49755,805,748,null,null,1993,null,null,1292,null,null,1130,null,null,805,null,null,51
67106,595,36512,1986,74315,1487,80814,985,48217,971,595,null,null,1986,null,null,1487,null,null,985,null,null,971,null,null,53
43385,1112,26987,4070,51006,1691,50577,1953,36208,1129,1112,null,null,4070,null,null,1691,null,null,1953,null,null,1129,null,null,54
56811,549,31521,958,64520,1314,70523,671,38948,536,549,null,null,958,null,null,1314,null,null,671,null,null,536,null,null,55
59882,2214,35273,8873,70925,2681,70386,2732,39806,3081,2214,null,null,8873,null,null,2681,null,null,2732,null,null,3081,null,null,56
20078,354,7367,1071,21877,942,23588,668,17306,464,354,null,null,1071,null,null,942,null,null,668,null,null,464,null,null,72
46257,677,22072,1731,51239,954,53734,1168,36580,826,677,null,null,1731,null,null,954,null,null,1168,null,null,826,null,null,01
76440,2230,46088,9069,76282,3490,91807,3552,59705,3814,2230,null,null,9069,null,null,3490,null,null,3552,null,null,3814,null,null,02
53558,634,31005,1744,58487,1429,63025,1666,43647,859,634,null,null,1744,null,null,1429,null,null,1666,null,null,859,null,null,04
44334,921,25655,2316,49804,1496,51376,1051,34774,1143,921,null,null,2316,null,null,1496,null,null,1051,null,null,1143,null,null,05
67739,356,35061,1157,71927,488,80244,487,49531,468,356,null,null,1157,null,null,488,null,null,487,null,null,468,null,null,06
65685,636,33313,2681,71095,937,79161,1452,48285,1116,636,null,null,2681,null,null,937,null,null,1452,null,null,1116,null,null,08
73433,1059,37311,3488,75680,2063,91055,1528,51847,1086,1059,null,null,3488,null,null,2063,null,null,1528,null,null,1086,null,null,09
61757,1492,31536,4476,61905,2508,76500,3097,47195,1478,1492,null,null,4476,null,null,2508,null,null,3097,null,null,1478,null,null,10
75506,3416,33979,6119,87180,6451,80460,7334,48536,5745,3416,null,null,6119,null,null,6451,null,null,7334,null,null,5745,null,null,11
