B19049_001E,B19049_001M,B19049_002E,B19049_002M,B19049_003E,B19049_003M,B19049_004E,B19049_004M,B19049_005E,B19049_005M,B19049_001M,B19049_001EA,B19049_001MA,B19049_002M,B19049_002EA,B19049_002MA,B19049_003M,B19049_003EA,B19049_003MA,B19049_004M,B19049_004EA,B19049_004MA,B19049_005M,B19049_005EA,B19049_005MA,state
50860,241,29381,1917,54724,722,60126,570,40772,396,241,null,null,1917,null,null,722,null,null,570,null,null,396,null,null,12
53559,710,27631,2017,56044,912,64306,1085,40386,807,710,null,null,2017,null,null,912,null,null,1085,null,null,807,null,null,13
74511,1776,41665,6488,76605,2663,85737,3072,63229,3006,1776,null,null,6488,null,null,2663,null,null,3072,null,null,3006,null,null,15
51807,963,25894,3918,56550,1973,61891,1508,39338,1757,963,null,null,3918,null,null,1973,null,null,1508,null,null,1757,null,null,16
60960,389,28972,1739,66969,860,74904,775,41253,548,389,null,null,1739,null,null,860,null,null,775,null,null,548,null,null,17
52314,371,29443,1843,58038,1293,63151,1021,39568,625,371,null,null,1843,null,null,1293,null,null,1021,null,null,625,null,null,18
56247,695,29474,1865,62905,1682,70740,1102,39433,743,695,null,null,1865,null,null,1682,null,null,1102,null,null,743,null,null,19
54935,893,30260,1736,60552,1192,66498,1127,41015,1048,893,null,null,1736,null,null,1192,null,null,1127,null,null,1048,null,null,20
46659,600,28761,1731,52999,1163,54898,1456,35215,811,600,null,null,1731,null,null,1163,null,null,1456,null,null,811,null,null,21
45146,776,21498,2028,50965,898,52142,934,33632,835,776,null,null,2028,null,null,898,null,null,934,null,null,835,null,null,22
53079,1379,30544,5839,61927,2121,63558,2995,37344,1311,1379,null,null,5839,null,null,2121,null,null,2995,null,null,1311,null,null,23
78945,737,36494,2642,81837,1134,95351,1201,55246,1079,737,null,null,2642,null,null,1134,null,null,1201,null,null,1079,null,null,24
75297,771,38535,2999,86571,1221,91684,1078,45893,880,771,null,null,2999,null,null,1221,null,null,1078,null,null,880,null,null,25
52492,402,27624,1455,57634,1117,64504,784,40765,563,402,null,null,1455,null,null,1117,null,null,784,null,null,563,null,null,26
65599,606,37362,1952,75163,1069,80084,936,43242,908,606,null,null,1952,null,null,1069,null,null,936,null,null,908,null,null,27
41754,556,24920,3734,46024,1304,49813,1773,33026,1074,556,null,null,3734,null,null,1304,null,null,1773,null,null,1074,null,null,28
51746,374,28518,2039,59199,1393,61450,735,39143,805,374,null,null,2039,null,null,1393,null,null,735,null,null,805,null,null,29
50027,1096,32530,2429,57662,3129,60310,2060,37616,1548,1096,null,null,2429,null,null,3129,null,null,2060,null,null,1548,null,null,30
56927,767,30065,1566,64137,2027,70048,1603,40762,1166,767,null,null,1566,null,null,2027,null,null,1603,null,null,1166,null,null,31
55180,901,34226,2630,56881,1435,63950,1807,43947,1257,901,null,null,2630,null,null,1435,null,null,1807,null,null,1257,null,null,32
70936,1422,35283,5512,78304,4056,84716,2719,48960,1586,1422,null,null,5512,null,null,4056,null,null,2719,null,null,1586,null,null,33
76126,701,38544,4438,81674,933,93986,1538,49656,1034,701,null,null,4438,null,null,933,null,null,1538,null,null,1034,null,null,34
46748,826,25855,2836,48572,1776,55213,1798,39454,1693,826,null,null,2836,null,null,1776,null,null,1798,null,null,1693,null,null,35
62909,631,31565,1273,71154,663,75059,771,42434,566,631,null,null,1273,null,null,663,null,null,771,null,null,566,null,null,36
50584,292,28993,1701,53466,888,60780,758,38794,578,292,null,null,1701,null,null,888,null,null,758,null,null,578,null,null,37
60656,1528,34989,7357,70305,2793,76955,3544,41084,1552,1528,null,null,7357,null,null,2793,null,null,3544,null,null,1552,null,null,38
52334,275,26927,1335,57497,835,63527,757,39423,538,275,null,null,1335,null,null,835,null,null,757,null,null,538,null,null,39
49176,625,27010,1497,53677,1256,59089,1397,37596,752,625,null,null,1497,null,null,1256,null,null,1397,null,null,752,null,null,40
57532,855,30585,2352,62973,1447,68560,1252,42779,1284,855,null,null,2352,null,null,1447,null,null,1252,null,null,1284,null,null,41
56907,360,26739,1098,64170,825,70301,684,39780,538,360,null,null,1098,null,null,825,null,null,684,null,null,538,null,null,42
60596,1591,24655,7326,64566,4341,73323,3221,41388,1712,1591,null,null,7326,null,null,4341,null,null,3221,null,null,1712,null,null,44
49501,601,26880,1917,52346,759,57109,1162,40099,944,601,null,null,1917,null,null,759,null,null,1162,null,null,944,null,null,45
54467,1289,32000,2677,62683,3034,65613,2346,39528,2149,1289,null,null,2677,null,null,3034,null,null,2346,null,null,2149,null,null,46
48547,675,28324,2121,52077,714,56883,886,38150,891,675,null,null,2121,null,null,714,null,null,886,null,null,891,null,null,47
