B21001G_001E,B21001G_001M,B21001G_002E,B21001G_002M,B21001G_003E,B21001G_003M,B21001G_004E,B21001G_004M,B21001G_005E,B21001G_005M,B21001G_006E,B21001G_006M,B21001G_007E,B21001G_007M,B21001G_008E,B21001G_008M,B21001G_009E,B21001G_009M,B21001G_010E,B21001G_010M,B21001G_011E,B21001G_011M,B21001G_012E,B21001G_012M,B21001G_013E,B21001G_013M,B21001G_014E,B21001G_014M,B21001G_015E,B21001G_015M,B21001G_016E,B21001G_016M,B21001G_017E,B21001G_017M,B21001G_018E,B21001G_018M,B21001G_019E,B21001G_019M,B21001G_020E,B21001G_020M,B21001G_021E,B21001G_021M,B21001G_022E,B21001G_022M,B21001G_023E,B21001G_023M,B21001G_024E,B21001G_024M,B21001G_025E,B21001G_025M,B21001G_026E,B21001G_026M,B21001G_027E,B21001G_027M,B21001G_028E,B21001G_028M,B21001G_029E,B21001G_029M,B21001G_030E,B21001G_030M,B21001G_031E,B21001G_031M,B21001G_032E,B21001G_032M,B21001G_033E,B21001G_033M,B21001G_001M,B21001G_001EA,B21001G_001MA,B21001G_002M,B21001G_002EA,B21001G_002MA,B21001G_003M,B21001G_003EA,B21001G_003MA,B21001G_004M,B21001G_004EA,B21001G_004MA,B21001G_005M,B21001G_005EA,B21001G_005MA,B21001G_006M,B21001G_006EA,B21001G_006MA,B21001G_007M,B21001G_007EA,B21001G_007MA,B21001G_008M,B21001G_008EA,B21001G_008MA,B21001G_009M,B21001G_009EA,B21001G_009MA,B21001G_010M,B21001G_010EA,B21001G_010MA,B21001G_011M,B21001G_011EA,B21001G_011MA,B21001G_012M,B21001G_012EA,B21001G_012MA,B21001G_013M,B21001G_013EA,B21001G_013MA,B21001G_014M,B21001G_014EA,B21001G_014MA,B21001G_015M,B21001G_015EA,B21001G_015MA,B21001G_016M,B21001G_016EA,B21001G_016MA,B21001G_017M,B21001G_017EA,B21001G_017MA,B21001G_018M,B21001G_018EA,B21001G_018MA,B21001G_019M,B21001G_019EA,B21001G_019MA,B21001G_020M,B21001G_020EA,B21001G_020MA,B21001G_021M,B21001G_021EA,B21001G_021MA,B21001G_022M,B21001G_022EA,B21001G_022MA,B21001G_023M,B21001G_023EA,B21001G_023MA,B21001G_024M,B21001G_024EA,B21001G_024MA,B21001G_025M,B21001G_025EA,B21001G_025MA,B21001G_026M,B21001G_026EA,B21001G_026MA,B21001G_027M,B21001G_027EA,B21001G_027MA,B21001G_028M,B21001G_028EA,B21001G_028MA,B21001G_029M,B21001G_029EA,B21001G_029MA,B21001G_030M,B21001G_030EA,B21001G_030MA,B21001G_031M,B21001G_031EA,B21001G_031MA,B21001G_032M,B21001G_032EA,B21001G_032MA,B21001G_033M,B21001G_033EA,B21001G_033MA,state
160124,7283,79111,4329,39456,3207,1347,559,38109,3163,26703,2848,2658,881,24045,2633,7795,1348,779,392,7016,1268,3148,683,1058,438,2090,635,2009,682,1015,547,994,373,81013,4741,36804,3133,227,212,36577,3123,27075,2544,291,174,26784,2566,10123,1518,261,177,9862,1540,4440,1005,154,129,4286,1020,2571,782,0,174,2571,782,7283,null,null,4329,null,null,3207,null,null,559,null,null,3163,null,null,2848,null,null,881,null,null,2633,null,null,1348,null,null,392,null,null,1268,null,null,683,null,null,438,null,null,635,null,null,682,null,null,547,null,null,373,null,null,4741,null,null,3133,null,null,212,null,null,3123,null,null,2544,null,null,174,null,null,2566,null,null,1518,null,null,177,null,null,1540,null,null,1005,null,null,129,null,null,1020,null,null,782,null,null,174,null,null,782,null,null,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
48581,4308,22603,2699,10607,1870,911,679,9696,1742,7822,1370,1420,674,6402,1349,2732,845,691,390,2041,764,1144,476,358,230,786,406,298,191,227,162,71,91,25978,3012,12435,2223,211,341,12224,2198,7665,1473,480,314,7185,1439,2250,677,0,207,2250,677,2294,798,44,67,2250,810,1334,621,38,77,1296,615,4308,null,null,2699,null,null,1870,null,null,679,null,null,1742,null,null,1370,null,null,674,null,null,1349,null,null,845,null,null,390,null,null,764,null,null,476,null,null,230,null,null,406,null,null,191,null,null,162,null,null,91,null,null,3012,null,null,2223,null,null,341,null,null,2198,null,null,1473,null,null,314,null,null,1439,null,null,677,null,null,207,null,null,677,null,null,798,null,null,67,null,null,810,null,null,621,null,null,77,null,null,615,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
69252,4936,32141,2888,15009,2058,801,515,14208,2101,9631,1787,1968,764,7663,1570,4475,1042,1306,626,3169,804,1911,642,771,389,1140,441,1115,491,731,373,384,317,37111,3180,16025,2091,48,61,15977,2096,11886,1692,113,111,11773,1688,4804,1075,73,93,4731,1071,3190,904,65,125,3125,891,1206,406,0,204,1206,406,4936,null,null,2888,null,null,2058,null,null,515,null,null,2101,null,null,1787,null,null,764,null,null,1570,null,null,1042,null,null,626,null,null,804,null,null,642,null,null,389,null,null,441,null,null,491,null,null,373,null,null,317,null,null,3180,null,null,2091,null,null,61,null,null,2096,null,null,1692,null,null,111,null,null,1688,null,null,1075,null,null,93,null,null,1071,null,null,904,null,null,125,null,null,891,null,null,406,null,null,204,null,null,406,null,null,47
380561,14199,184297,9431,87870,5966,5020,1262,82850,5861,61101,5133,9652,1869,51449,4465,19597,2259,4621,1047,14976,2038,10216,1566,3459,800,6757,1243,5513,1184,2548,830,2965,846,196264,7769,87357,5603,1719,648,85638,5515,64617,3978,2429,724,62188,3904,23566,2344,522,298,23044,2330,14665,1629,100,97,14565,1619,6059,1053,0,220,6059,1053,14199,null,null,9431,null,null,5966,null,null,1262,null,null,5861,null,null,5133,null,null,1869,null,null,4465,null,null,2259,null,null,1047,null,null,2038,null,null,1566,null,null,800,null,null,1243,null,null,1184,null,null,830,null,null,846,null,null,7769,null,null,5603,null,null,648,null,null,5515,null,null,3978,null,null,724,null,null,3904,null,null,2344,null,null,298,null,null,2330,null,null,1629,null,null,97,null,null,1619,null,null,1053,null,null,220,null,null,1053,null,null,48
44248,3306,21902,2162,11641,1628,115,147,11526,1624,7732,1695,519,322,7213,1567,1260,465,254,244,1006,386,894,455,382,258,512,369,375,251,152,156,223,180,22346,2315,14442,1701,0,190,14442,1701,5180,987,45,77,5135,990,1283,548,123,206,1160,518,759,318,96,141,663,325,682,523,0,190,682,523,3306,null,null,2162,null,null,1628,null,null,147,null,null,1624,null,null,1695,null,null,322,null,null,1567,null,null,465,null,null,244,null,null,386,null,null,455,null,null,258,null,null,369,null,null,251,null,null,156,null,null,180,null,null,2315,null,null,1701,null,null,190,null,null,1701,null,null,987,null,null,77,null,null,990,null,null,548,null,null,206,null,null,518,null,null,318,null,null,141,null,null,325,null,null,523,null,null,190,null,null,523,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
157451,7360,76152,5028,39052,3643,2073,772,36979,3651,22293,2520,4899,1208,17394,2030,9023,1392,2004,653,7019,1226,3959,987,1383,471,2576,896,1825,643,1335,410,490,429,81299,4720,41740,3435,818,618,40922,3334,24720,2565,1310,562,23410,2444,8343,1555,302,257,8041,1528,3801,952,97,115,3704,962,2695,685,110,89,2585,684,7360,null,null,5028,null,null,3643,null,null,772,null,null,3651,null,null,2520,null,null,1208,null,null,2030,null,null,1392,null,null,653,null,null,1226,null,null,987,null,null,471,null,null,896,null,null,643,null,null,410,null,null,429,null,null,4720,null,null,3435,null,null,618,null,null,3334,null,null,2565,null,null,562,null,null,2444,null,null,1555,null,null,257,null,null,1528,null,null,952,null,null,115,null,null,962,null,null,685,null,null,89,null,null,684,null,null,51
226733,8965,112260,5418,56284,4173,2432,722,53852,4124,36713,2873,4962,1174,31751,2677,11421,1431,2731,800,8690,1277,5083,1164,2323,723,2760,746,2759,864,1735,697,1024,511,114473,5886,55400,3460,1298,782,54102,3368,36677,3155,1395,788,35282,3013,13590,1690,372,317,13218,1635,6043,1021,12,23,6031,1022,2763,734,0,198,2763,734,8965,null,null,5418,null,null,4173,null,null,722,null,null,4124,null,null,2873,null,null,1174,null,null,2677,null,null,1431,null,null,800,null,null,1277,null,null,1164,null,null,723,null,null,746,null,null,864,null,null,697,null,null,511,null,null,5886,null,null,3460,null,null,782,null,null,3368,null,null,3155,null,null,788,null,null,3013,null,null,1690,null,null,317,null,null,1635,null,null,1021,null,null,23,null,null,1022,null,null,734,null,null,198,null,null,734,null,null,53
14348,2181,6543,1528,2823,945,39,71,2784,934,1868,691,245,210,1623,715,1085,550,245,179,840,527,609,429,360,356,249,258,158,201,145,203,13,26,7805,1299,2842,923,60,101,2782,925,2326,749,159,230,2167,731,1265,453,0,193,1265,453,903,519,0,193,903,519,469,335,86,142,383,312,2181,null,null,1528,null,null,945,null,null,71,null,null,934,null,null,691,null,null,210,null,null,715,null,null,550,null,null,179,null,null,527,null,null,429,null,null,356,null,null,258,null,null,201,null,null,203,null,null,26,null,null,1299,null,null,923,null,null,101,null,null,925,null,null,749,null,null,230,null,null,731,null,null,453,null,null,193,null,null,453,null,null,519,null,null,193,null,null,519,null,null,335,null,null,142,null,null,312,null,null,54
63103,3959,31362,2846,18435,2138,832,377,17603,2114,8794,1208,1237,564,7557,1127,2370,599,469,230,1901,498,1242,391,379,189,863,353,521,227,279,164,242,185,31741,2652,16654,2024,121,144,16533,2004,9856,1502,162,128,9694,1482,2733,640,50,87,2683,630,1343,419,24,34,1319,416,1155,516,16,26,1139,520,3959,null,null,2846,null,null,2138,null,null,377,null,null,2114,null,null,1208,null,null,564,null,null,1127,null,null,599,null,null,230,null,null,498,null,null,391,null,null,189,null,null,353,null,null,227,null,null,164,null,null,185,null,null,2652,null,null,2024,null,null,144,null,null,2004,null,null,1502,null,null,128,null,null,1482,null,null,640,null,null,87,null,null,630,null,null,419,null,null,34,null,null,416,null,null,516,null,null,26,null,null,520,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
113746,7463,57480,4574,19044,2994,162,200,18882,2943,19682,2330,434,337,19248,2251,8253,1412,437,297,7816,1458,6398,1287,875,473,5523,1287,4103,933,1271,599,2832,729,56266,4256,15664,2033,0,222,15664,2033,19720,2342,105,169,19615,2302,8576,1393,297,281,8279,1384,6801,1381,61,103,6740,1374,5505,1170,0,222,5505,1170,7463,null,null,4574,null,null,2994,null,null,200,null,null,2943,null,null,2330,null,null,337,null,null,2251,null,null,1412,null,null,297,null,null,1458,null,null,1287,null,null,473,null,null,1287,null,null,933,null,null,599,null,null,729,null,null,4256,null,null,2033,null,null,222,null,null,2033,null,null,2342,null,null,169,null,null,2302,null,null,1393,null,null,281,null,null,1384,null,null,1381,null,null,103,null,null,1374,null,null,1170,null,null,222,null,null,1170,null,null,72
44474,3883,21800,2344,10134,1739,339,279,9795,1773,6141,1261,1159,499,4982,1206,2679,564,648,325,2031,480,1949,701,1195,564,754,382,897,341,628,305,269,171,22674,2492,9878,1884,29,49,9849,1878,6455,1314,380,255,6075,1259,3019,673,143,167,2876,640,2408,634,97,112,2311,620,914,385,0,195,914,385,3883,null,null,2344,null,null,1739,null,null,279,null,null,1773,null,null,1261,null,null,499,null,null,1206,null,null,564,null,null,325,null,null,480,null,null,701,null,null,564,null,null,382,null,null,341,null,null,305,null,null,171,null,null,2492,null,null,1884,null,null,49,null,null,1878,null,null,1314,null,null,255,null,null,1259,null,null,673,null,null,167,null,null,640,null,null,634,null,null,112,null,null,620,null,null,385,null,null,195,null,null,385,null,null,01
32266,3168,16539,1999,9402,1713,346,305,9056,1735,4747,917,925,379,3822,800,1410,441,651,357,759,284,756,336,130,130,626,323,224,155,181,153,43,53,15727,1766,7716,1434,552,554,7164,1462,5151,1072,252,245,4899,1018,1586,517,165,171,1421,494,1133,522,13,21,1120,526,141,107,0,155,141,107,3168,null,null,1999,null,null,1713,null,null,305,null,null,1735,null,null,917,null,null,379,null,null,800,null,null,441,null,null,357,null,null,284,null,null,336,null,null,130,null,null,323,null,null,155,null,null,153,null,null,53,null,null,1766,null,null,1434,null,null,554,null,null,1462,null,null,1072,null,null,245,null,null,1018,null,null,517,null,null,171,null,null,494,null,null,522,null,null,21,null,null,526,null,null,107,null,null,155,null,null,107,null,null,02
129550,8093,65950,4772,31922,3233,1138,439,30784,3231,21321,2412,1953,641,19368,2226,7163,1429,1854,778,5309,1303,3857,795,1522,561,2335,703,1687,582,837,381,850,448,63600,5156,29973,2996,463,339,29510,2927,20718,2296,727,385,19991,2258,6564,1164,65,107,6499,1156,4463,1111,119,175,4344,1087,1882,728,0,204,1882,728,8093,null,null,4772,null,null,3233,null,null,439,null,null,3231,null,null,2412,null,null,641,null,null,2226,null,null,1429,null,null,778,null,null,1303,null,null,795,null,null,561,null,null,703,null,null,582,null,null,381,null,null,448,null,null,5156,null,null,2996,null,null,339,null,null,2927,null,null,2296,null,null,385,null,null,2258,null,null,1164,null,null,107,null,null,1156,null,null,1111,null,null,175,null,null,1087,null,null,728,null,null,204,null,null,728,null,null,04
39913,3593,18581,2268,8171,1497,322,282,7849,1460,5864,1294,991,454,4873,1272,2228,723,700,411,1528,601,923,361,292,242,631,285,1395,572,1009,528,386,287,21332,2419,9445,1757,0,197,9445,1757,5756,1132,213,284,5543,1079,3187,1016,88,152,3099,998,1777,543,198,255,1579,488,1167,435,0,197,1167,435,3593,null,null,2268,null,null,1497,null,null,282,null,null,1460,null,null,1294,null,null,454,null,null,1272,null,null,723,null,null,411,null,null,601,null,null,361,null,null,242,null,null,285,null,null,572,null,null,528,null,null,287,null,null,2419,null,null,1757,null,null,197,null,null,1757,null,null,1132,null,null,284,null,null,1079,null,null,1016,null,null,152,null,null,998,null,null,543,null,null,255,null,null,488,null,null,435,null,null,197,null,null,435,null,null,05
1065366,18078,518712,11984,254960,9186,10235,2208,244725,8692,164862,5836,15201,2000,149661,5981,54888,3110,8437,1520,46451,2995,28101,2176,8670,1244,19431,1791,15901,1768,6975,1126,8926,1394,546654,10951,254940,7911,2100,854,252840,7708,170417,5256,3395,1000,167022,4980,60428,3481,900,410,59528,3455,38418,3190,318,237,38100,3170,22451,2266,443,289,22008,2228,18078,null,null,11984,null,null,9186,null,null,2208,null,null,8692,null,null,5836,null,null,2000,null,null,5981,null,null,3110,null,null,1520,null,null,2995,null,null,2176,null,null,1244,null,null,1791,null,null,1768,null,null,1126,null,null,1394,null,null,10951,null,null,7911,null,null,854,null,null,7708,null,null,5256,null,null,1000,null,null,4980,null,null,3481,null,null,410,null,null,3455,null,null,3190,null,null,237,null,null,3170,null,null,2266,null,null,289,null,null,2228,null,null,06
100314,5320,51270,3947,25744,2715,1487,657,24257,2575,15954,2362,3095,1308,12859,1884,6048,1200,1879,681,4169,937,2763,685,1665,651,1098,390,761,344,484,250,277,233,49044,3266,22555,2238,415,286,22140,2248,16334,1992,1103,645,15231,1990,5594,1014,388,237,5206,1024,2481,635,0,195,2481,635,2080,614,0,195,2080,614,5320,null,null,3947,null,null,2715,null,null,657,null,null,2575,null,null,2362,null,null,1308,null,null,1884,null,null,1200,null,null,681,null,null,937,null,null,685,null,null,651,null,null,390,null,null,344,null,null,250,null,null,233,null,null,3266,null,null,2238,null,null,286,null,null,2248,null,null,1992,null,null,645,null,null,1990,null,null,1014,null,null,237,null,null,1024,null,null,635,null,null,195,null,null,635,null,null,614,null,null,195,null,null,614,null,null,08
57890,4965,29063,2868,13952,1946,260,265,13692,1943,11337,1808,717,377,10620,1794,2585,646,424,273,2161,638,980,405,444,321,536,345,209,176,137,128,72,90,28827,3295,14038,2395,168,196,13870,2367,9960,1695,403,329,9557,1685,2820,814,115,192,2705,753,1158,483,0,200,1158,483,851,381,0,200,851,381,4965,null,null,2868,null,null,1946,null,null,265,null,null,1943,null,null,1808,null,null,377,null,null,1794,null,null,646,null,null,273,null,null,638,null,null,405,null,null,321,null,null,345,null,null,176,null,null,128,null,null,90,null,null,3295,null,null,2395,null,null,196,null,null,2367,null,null,1695,null,null,329,null,null,1685,null,null,814,null,null,192,null,null,753,null,null,483,null,null,200,null,null,483,null,null,381,null,null,200,null,null,381,null,null,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
