B17004_001E,B17004_001M,B17004_002E,B17004_002M,B17004_003E,B17004_003M,B17004_004E,B17004_004M,B17004_005E,B17004_005M,B17004_006E,B17004_006M,B17004_007E,B17004_007M,B17004_008E,B17004_008M,B17004_009E,B17004_009M,B17004_010E,B17004_010M,B17004_011E,B17004_011M,B17004_012E,B17004_012M,B17004_013E,B17004_013M,B17004_014E,B17004_014M,B17004_015E,B17004_015M,B17004_016E,B17004_016M,B17004_017E,B17004_017M,B17004_018E,B17004_018M,B17004_019E,B17004_019M,B17004_001M,B17004_001EA,B17004_001MA,B17004_002M,B17004_002EA,B17004_002MA,B17004_003M,B17004_003EA,B17004_003MA,B17004_004M,B17004_004EA,B17004_004MA,B17004_005M,B17004_005EA,B17004_005MA,B17004_006M,B17004_006EA,B17004_006MA,B17004_007M,B17004_007EA,B17004_007MA,B17004_008M,B17004_008EA,B17004_008MA,B17004_009M,B17004_009EA,B17004_009MA,B17004_010M,B17004_010EA,B17004_010MA,B17004_011M,B17004_011EA,B17004_011MA,B17004_012M,B17004_012EA,B17004_012MA,B17004_013M,B17004_013EA,B17004_013MA,B17004_014M,B17004_014EA,B17004_014MA,B17004_015M,B17004_015EA,B17004_015MA,B17004_016M,B17004_016EA,B17004_016MA,B17004_017M,B17004_017EA,B17004_017MA,B17004_018M,B17004_018EA,B17004_018MA,B17004_019M,B17004_019EA,B17004_019MA,state
16586787,9240,2198299,34683,931601,19746,110811,6541,259277,9911,561513,13677,1266698,22093,104333,5735,327825,11285,834540,18172,14388488,35382,7027815,20023,3564558,26532,1296682,20040,2166575,22016,7360673,24205,2786672,21239,1581218,22637,2992783,24825,9240,null,null,34683,null,null,19746,null,null,6541,null,null,9911,null,null,13677,null,null,22093,null,null,5735,null,null,11285,null,null,18172,null,null,35382,null,null,20023,null,null,26532,null,null,20040,null,null,22016,null,null,24205,null,null,21239,null,null,22637,null,null,24825,null,null,12
7849128,7802,1084802,22060,437790,11261,60534,4432,129123,6144,248133,8792,647012,15254,62139,4094,196761,7260,388112,12070,6764326,25048,3287991,13033,1864711,16398,604530,15107,818750,12371,3476335,17231,1468233,19158,768873,16589,1239229,13710,7802,null,null,22060,null,null,11261,null,null,4432,null,null,6144,null,null,8792,null,null,15254,null,null,4094,null,null,7260,null,null,12070,null,null,25048,null,null,13033,null,null,16398,null,null,15107,null,null,12371,null,null,17231,null,null,19158,null,null,16589,null,null,13710,null,null,13
1119701,1857,102494,7496,45020,3895,4024,1135,12482,1903,28514,3118,57474,4897,3242,831,16305,2251,37927,3926,1017207,7764,508537,4382,286611,5246,97674,4472,124252,4186,508670,5230,220355,4582,117600,5157,170715,4225,1857,null,null,7496,null,null,3895,null,null,1135,null,null,1903,null,null,3118,null,null,4897,null,null,831,null,null,2251,null,null,3926,null,null,7764,null,null,4382,null,null,5246,null,null,4472,null,null,4186,null,null,5230,null,null,4582,null,null,5157,null,null,4225,null,null,15
1271241,2574,168960,10002,73936,5176,10361,1953,30058,3418,33517,3216,95024,6693,6491,1794,34608,3566,53925,4798,1102281,10549,553293,5824,309221,6816,116407,4944,127665,5284,548988,7477,193554,6641,154431,6256,201003,6066,2574,null,null,10002,null,null,5176,null,null,1953,null,null,3418,null,null,3216,null,null,6693,null,null,1794,null,null,3566,null,null,4798,null,null,10549,null,null,5824,null,null,6816,null,null,4944,null,null,5284,null,null,7477,null,null,6641,null,null,6256,null,null,6066,null,null,16
9959102,6162,1162996,23294,480655,13222,52015,4048,149779,6952,278861,9231,682341,14508,56739,4435,214419,8723,411183,10953,8796106,23021,4329228,13334,2438321,16591,881132,13010,1009775,9881,4466878,14960,1841144,17719,1120495,16895,1505239,16433,6162,null,null,23294,null,null,13222,null,null,4048,null,null,6952,null,null,9231,null,null,14508,null,null,4435,null,null,8723,null,null,10953,null,null,23021,null,null,13334,null,null,16591,null,null,13010,null,null,9881,null,null,14960,null,null,17719,null,null,16895,null,null,16433,null,null,17
5069861,5043,635295,14544,257049,8123,26110,2517,93555,4549,137384,6270,378246,10171,35089,3349,133432,5906,209725,7487,4434566,14431,2199575,8993,1244252,10284,426003,8146,529320,8905,2234991,11401,906631,12978,562262,10214,766098,9882,5043,null,null,14544,null,null,8123,null,null,2517,null,null,4549,null,null,6270,null,null,10171,null,null,3349,null,null,5906,null,null,7487,null,null,14431,null,null,8993,null,null,10284,null,null,8146,null,null,8905,null,null,11401,null,null,12978,null,null,10214,null,null,9882,null,null,18
2400166,2693,259691,7716,105288,4684,11225,1623,46278,3632,47785,3180,154403,5546,15230,1974,62094,3895,77079,4316,2140475,8128,1075014,5486,637037,7694,221510,5741,216467,5473,1065461,6109,469047,7381,274840,7765,321574,5929,2693,null,null,7716,null,null,4684,null,null,1623,null,null,3632,null,null,3180,null,null,5546,null,null,1974,null,null,3895,null,null,4316,null,null,8128,null,null,5486,null,null,7694,null,null,5741,null,null,5473,null,null,6109,null,null,7381,null,null,7765,null,null,5929,null,null,19
2201186,3452,252117,9175,108659,5498,14792,1818,41925,4249,51942,3446,143458,5617,15137,1652,54969,3549,73352,4195,1949069,10246,971601,6200,571387,6341,193634,6079,206580,5336,977468,6661,421134,7538,247822,6583,308512,5926,3452,null,null,9175,null,null,5498,null,null,1818,null,null,4249,null,null,3446,null,null,5617,null,null,1652,null,null,3549,null,null,4195,null,null,10246,null,null,6200,null,null,6341,null,null,6079,null,null,5336,null,null,6661,null,null,7538,null,null,6583,null,null,5926,null,null,20
3425370,4232,570679,15913,234214,8810,21708,2896,66451,4987,146055,6472,336465,10042,25764,3210,99760,6010,210941,7433,2854691,17214,1420018,10843,761281,10858,263456,7649,395281,8906,1434673,11359,580417,11132,322754,9014,531502,10520,4232,null,null,15913,null,null,8810,null,null,2896,null,null,4987,null,null,6472,null,null,10042,null,null,3210,null,null,6010,null,null,7433,null,null,17214,null,null,10843,null,null,10858,null,null,7649,null,null,8906,null,null,11359,null,null,11132,null,null,9014,null,null,10520,null,null,21
3575104,4789,633842,16945,251736,9117,23458,2881,62287,4770,165991,7699,382106,10710,42056,3868,108800,7323,231250,7892,2941262,17606,1453019,10003,775780,10105,279870,8108,397369,8412,1488243,11698,603631,9639,326808,8667,557804,8116,4789,null,null,16945,null,null,9117,null,null,2881,null,null,4770,null,null,7699,null,null,10710,null,null,3868,null,null,7323,null,null,7892,null,null,17606,null,null,10003,null,null,10105,null,null,8108,null,null,8412,null,null,11698,null,null,9639,null,null,8667,null,null,8116,null,null,22
