B28004_001E,B28004_001M,B28004_002E,B28004_002M,B28004_003E,B28004_003M,B28004_004E,B28004_004M,B28004_005E,B28004_005M,B28004_006E,B28004_006M,B28004_007E,B28004_007M,B28004_008E,B28004_008M,B28004_009E,B28004_009M,B28004_010E,B28004_010M,B28004_011E,B28004_011M,B28004_012E,B28004_012M,B28004_013E,B28004_013M,B28004_014E,B28004_014M,B28004_015E,B28004_015M,B28004_016E,B28004_016M,B28004_017E,B28004_017M,B28004_018E,B28004_018M,B28004_019E,B28004_019M,B28004_020E,B28004_020M,B28004_021E,B28004_021M,B28004_022E,B28004_022M,B28004_023E,B28004_023M,B28004_024E,B28004_024M,B28004_025E,B28004_025M,B28004_001M,B28004_001EA,B28004_001MA,B28004_002M,B28004_002EA,B28004_002MA,B28004_003M,B28004_003EA,B28004_003MA,B28004_004M,B28004_004EA,B28004_004MA,B28004_005M,B28004_005EA,B28004_005MA,B28004_006M,B28004_006EA,B28004_006MA,B28004_007M,B28004_007EA,B28004_007MA,B28004_008M,B28004_008EA,B28004_008MA,B28004_009M,B28004_009EA,B28004_009MA,B28004_010M,B28004_010EA,B28004_010MA,B28004_011M,B28004_011EA,B28004_011MA,B28004_012M,B28004_012EA,B28004_012MA,B28004_013M,B28004_013EA,B28004_013MA,B28004_014M,B28004_014EA,B28004_014MA,B28004_015M,B28004_015EA,B28004_015MA,B28004_016M,B28004_016EA,B28004_016MA,B28004_017M,B28004_017EA,B28004_017MA,B28004_018M,B28004_018EA,B28004_018MA,B28004_019M,B28004_019EA,B28004_019MA,B28004_020M,B28004_020EA,B28004_020MA,B28004_021M,B28004_021EA,B28004_021MA,B28004_022M,B28004_022EA,B28004_022MA,B28004_023M,B28004_023EA,B28004_023MA,B28004_024M,B28004_024EA,B28004_024MA,B28004_025M,B28004_025EA,B28004_025MA,state
531660,5774,32918,2836,147,144,18032,2186,14739,1756,59518,3841,643,309,34658,3060,24217,2410,84982,3731,1554,742,59812,3367,23616,2324,71255,4077,918,338,55543,3802,14794,1922,102426,4603,1199,505,90121,4420,11106,1477,180561,4832,743,463,170946,4664,8872,1307,5774,null,null,2836,null,null,144,null,null,2186,null,null,1756,null,null,3841,null,null,309,null,null,3060,null,null,2410,null,null,3731,null,null,742,null,null,3367,null,null,2324,null,null,4077,null,null,338,null,null,3802,null,null,1922,null,null,4603,null,null,505,null,null,4420,null,null,1477,null,null,4832,null,null,463,null,null,4664,null,null,1307,null,null,23
2194657,9484,114351,5271,645,330,66440,4139,47266,3489,132135,4653,480,273,77860,3939,53795,3300,220341,8276,1315,546,154098,6204,64928,4650,222749,7314,756,324,178336,6875,43657,3216,359851,9181,1867,542,312704,9094,45280,2968,1145230,10097,2086,548,1093271,10134,49873,3497,9484,null,null,5271,null,null,330,null,null,4139,null,null,3489,null,null,4653,null,null,273,null,null,3939,null,null,3300,null,null,8276,null,null,546,null,null,6204,null,null,4650,null,null,7314,null,null,324,null,null,6875,null,null,3216,null,null,9181,null,null,542,null,null,9094,null,null,2968,null,null,10097,null,null,548,null,null,10134,null,null,3497,null,null,24
2579398,8290,150324,6485,771,358,91035,5189,58518,3879,210943,7333,1262,445,122713,5990,86968,4981,280206,7449,1343,499,201502,6713,77361,4317,263271,8131,1669,550,214339,7153,47263,3645,380604,9512,1387,462,336186,8908,43031,3669,1294050,12480,1914,636,1239951,12494,52185,3780,8290,null,null,6485,null,null,358,null,null,5189,null,null,3879,null,null,7333,null,null,445,null,null,5990,null,null,4981,null,null,7449,null,null,499,null,null,6713,null,null,4317,null,null,8131,null,null,550,null,null,7153,null,null,3645,null,null,9512,null,null,462,null,null,8908,null,null,3669,null,null,12480,null,null,636,null,null,12494,null,null,3780,null,null,25
3884153,13696,282702,7382,1338,470,157767,5015,123597,4940,396435,8310,2173,506,228601,6200,165661,5915,614322,10526,4889,979,424244,10448,185189,6250,545427,9393,3630,688,432189,8137,109608,4676,717630,10949,3618,680,627725,10161,86287,4099,1327637,10886,3181,733,1255400,10707,69056,3897,13696,null,null,7382,null,null,470,null,null,5015,null,null,4940,null,null,8310,null,null,506,null,null,6200,null,null,5915,null,null,10526,null,null,979,null,null,10448,null,null,6250,null,null,9393,null,null,688,null,null,8137,null,null,4676,null,null,10949,null,null,680,null,null,10161,null,null,4099,null,null,10886,null,null,733,null,null,10707,null,null,3897,null,null,26
2148725,7378,99348,3597,631,259,57100,3022,41617,2231,174269,5804,1793,580,95516,4452,76960,3634,272810,7021,3168,594,194035,5620,75607,3710,271497,7486,2153,535,217158,7021,52186,2906,392816,8088,3116,612,342599,7305,47101,3184,937985,9772,3304,614,887904,9504,46777,2819,7378,null,null,3597,null,null,259,null,null,3022,null,null,2231,null,null,5804,null,null,580,null,null,4452,null,null,3634,null,null,7021,null,null,594,null,null,5620,null,null,3710,null,null,7486,null,null,535,null,null,7021,null,null,2906,null,null,8088,null,null,612,null,null,7305,null,null,3184,null,null,9772,null,null,614,null,null,9504,null,null,2819,null,null,27
1091245,8803,113124,4835,302,303,51935,3628,60887,3580,158342,6043,719,628,72320,4609,85303,4451,192467,7052,1002,514,118658,4744,72807,4869,155058,6831,787,431,112874,5396,41397,3651,185063,6396,1169,622,153567,5972,30327,2955,287191,7912,1300,514,261728,7257,24163,3389,8803,null,null,4835,null,null,303,null,null,3628,null,null,3580,null,null,6043,null,null,628,null,null,4609,null,null,4451,null,null,7052,null,null,514,null,null,4744,null,null,4869,null,null,6831,null,null,431,null,null,5396,null,null,3651,null,null,6396,null,null,622,null,null,5972,null,null,2955,null,null,7912,null,null,514,null,null,7257,null,null,3389,null,null,28
2372190,10844,160615,6705,708,326,88162,5157,71745,4728,246438,6281,2224,709,133400,5963,110814,4672,384923,8813,3025,798,264858,7834,117040,4817,348103,7965,2100,583,276211,7741,69792,4213,448572,8160,2140,593,386871,7862,59561,3130,783539,11454,1526,451,731240,11081,50773,3879,10844,null,null,6705,null,null,326,null,null,5157,null,null,4728,null,null,6281,null,null,709,null,null,5963,null,null,4672,null,null,8813,null,null,798,null,null,7834,null,null,4817,null,null,7965,null,null,583,null,null,7741,null,null,4213,null,null,8160,null,null,593,null,null,7862,null,null,3130,null,null,11454,null,null,451,null,null,11081,null,null,3879,null,null,29
416125,4426,26734,2183,295,242,14427,1720,12012,1794,47116,3015,801,372,26523,2410,19792,2593,69210,3269,603,273,47766,3178,20841,1938,64889,3719,600,252,52168,3104,12121,1618,77482,3948,506,265,67966,3813,9010,1192,130694,4325,960,323,119282,4050,10452,1432,4426,null,null,2183,null,null,242,null,null,1720,null,null,1794,null,null,3015,null,null,372,null,null,2410,null,null,2593,null,null,3269,null,null,273,null,null,3178,null,null,1938,null,null,3719,null,null,252,null,null,3104,null,null,1618,null,null,3948,null,null,265,null,null,3813,null,null,1192,null,null,4325,null,null,323,null,null,4050,null,null,1432,null,null,30
747562,4452,45794,3116,244,162,27512,2233,18038,2024,64350,3793,562,314,35072,2703,28716,2328,116051,4307,1158,492,81382,4209,33511,2357,105748,4278,868,304,84583,3995,20297,1755,141123,5267,1087,408,123836,4812,16200,1989,274496,4847,1156,461,257465,4455,15875,1890,4452,null,null,3116,null,null,162,null,null,2233,null,null,2024,null,null,3793,null,null,314,null,null,2703,null,null,2328,null,null,4307,null,null,492,null,null,4209,null,null,2357,null,null,4278,null,null,304,null,null,3995,null,null,1755,null,null,5267,null,null,408,null,null,4812,null,null,1989,null,null,4847,null,null,461,null,null,4455,null,null,1890,null,null,31
1055158,6433,68507,4886,132,133,40077,3849,28298,2915,95863,4955,366,254,56539,3773,38958,3458,167096,5582,1039,443,115128,4921,50929,3887,149218,5517,1136,592,121058,4876,27024,2810,204851,5835,786,435,176421,5768,27644,2860,369623,7458,804,380,344183,7376,24636,2479,6433,null,null,4886,null,null,133,null,null,3849,null,null,2915,null,null,4955,null,null,254,null,null,3773,null,null,3458,null,null,5582,null,null,443,null,null,4921,null,null,3887,null,null,5517,null,null,592,null,null,4876,null,null,2810,null,null,5835,null,null,435,null,null,5768,null,null,2860,null,null,7458,null,null,380,null,null,7376,null,null,2479,null,null,32
520643,5191,20890,2566,147,143,12590,2077,8153,1845,34123,2957,195,201,18859,1870,15069,2083,62442,3444,496,234,44775,3046,17171,2176,59867,3851,552,270,50801,3291,8514,1598,97528,4538,584,282,87001,4516,9943,1638,245793,6572,615,320,235951,6532,9227,1417,5191,null,null,2566,null,null,143,null,null,2077,null,null,1845,null,null,2957,null,null,201,null,null,1870,null,null,2083,null,null,3444,null,null,234,null,null,3046,null,null,2176,null,null,3851,null,null,270,null,null,3291,null,null,1598,null,null,4538,null,null,282,null,null,4516,null,null,1638,null,null,6572,null,null,320,null,null,6532,null,null,1417,null,null,33
3194519,10274,170029,6836,972,655,96844,4339,72213,4683,242197,8277,1095,485,137645,6173,103457,4856,356532,8111,2222,596,244376,6500,109934,5412,322842,9814,1632,606,252988,8838,68222,4537,484822,10968,2078,664,420535,9631,62209,4240,1618097,14669,3697,939,1538613,14790,75787,4161,10274,null,null,6836,null,null,655,null,null,4339,null,null,4683,null,null,8277,null,null,485,null,null,6173,null,null,4856,null,null,8111,null,null,596,null,null,6500,null,null,5412,null,null,9814,null,null,606,null,null,8838,null,null,4537,null,null,10968,null,null,664,null,null,9631,null,null,4240,null,null,14669,null,null,939,null,null,14790,null,null,4161,null,null,34
758364,6296,66983,4439,101,95,34094,3176,32788,3318,98955,4785,331,198,48557,3585,50067,3482,126571,5463,739,390,82755,4226,43077,3699,107252,4679,914,302,80392,4187,25946,2558,132448,4278,1310,595,107720,4289,23418,2619,226155,6445,966,383,205686,6016,19503,2177,6296,null,null,4439,null,null,95,null,null,3176,null,null,3318,null,null,4785,null,null,198,null,null,3585,null,null,3482,null,null,5463,null,null,390,null,null,4226,null,null,3699,null,null,4679,null,null,302,null,null,4187,null,null,2558,null,null,4278,null,null,595,null,null,4289,null,null,2619,null,null,6445,null,null,383,null,null,6016,null,null,2177,null,null,35
7209054,17665,543763,12132,1793,544,302627,9057,239343,9691,674712,11377,4318,844,389859,8303,280535,8110,940717,14253,6773,1249,663182,12292,270762,7799,803215,14702,4466,847,637963,13179,160786,6983,1134756,15423,5430,960,973055,14041,156271,6856,3111891,23551,7349,1183,2920874,23144,183668,7371,17665,null,null,12132,null,null,544,null,null,9057,null,null,9691,null,null,11377,null,null,844,null,null,8303,null,null,8110,null,null,14253,null,null,1249,null,null,12292,null,null,7799,null,null,14702,null,null,847,null,null,13179,null,null,6983,null,null,15423,null,null,960,null,null,14041,null,null,6856,null,null,23551,null,null,1183,null,null,23144,null,null,7371,null,null,36
3882423,16063,282491,7816,906,463,150855,5751,130730,5911,437913,10116,1952,684,228956,8166,207005,6380,634789,11569,4050,889,437304,10482,193435,6826,560074,10627,3365,771,445756,8921,110953,5868,713727,11573,3380,815,623749,10915,86598,4288,1253429,14111,3251,927,1178618,14076,71560,4604,16063,null,null,7816,null,null,463,null,null,5751,null,null,5911,null,null,10116,null,null,684,null,null,8166,null,null,6380,null,null,11569,null,null,889,null,null,10482,null,null,6826,null,null,10627,null,null,771,null,null,8921,null,null,5868,null,null,11573,null,null,815,null,null,10915,null,null,4288,null,null,14111,null,null,927,null,null,14076,null,null,4604,null,null,37
315134,3356,19233,2127,44,57,10289,1520,8900,1729,27322,2528,81,73,14739,1916,12502,1702,42467,3394,301,228,30427,3167,11739,1685,39934,3110,115,69,31194,2577,8625,1266,61161,3196,194,160,53982,3207,6985,842,125017,4174,303,147,115878,3860,8836,1260,3356,null,null,2127,null,null,57,null,null,1520,null,null,1729,null,null,2528,null,null,73,null,null,1916,null,null,1702,null,null,3394,null,null,228,null,null,3167,null,null,1685,null,null,3110,null,null,69,null,null,2577,null,null,1266,null,null,3196,null,null,160,null,null,3207,null,null,842,null,null,4174,null,null,147,null,null,3860,null,null,1260,null,null,38
4624669,14929,348316,9238,1873,583,193328,7164,153115,5677,481592,9998,3002,772,284935,7659,193655,6175,716125,10953,4923,836,499947,9708,211255,5633,646764,12530,5706,1176,521207,11204,119851,5017,874149,11864,4714,976,767897,11393,101538,4191,1557723,15348,4698,985,1473048,15513,79977,4116,14929,null,null,9238,null,null,583,null,null,7164,null,null,5677,null,null,9998,null,null,772,null,null,7659,null,null,6175,null,null,10953,null,null,836,null,null,9708,null,null,5633,null,null,12530,null,null,1176,null,null,11204,null,null,5017,null,null,11864,null,null,976,null,null,11393,null,null,4191,null,null,15348,null,null,985,null,null,15513,null,null,4116,null,null,39
1469342,7193,115205,4611,542,304,64313,3704,50350,3106,168264,4641,731,314,90236,3946,77297,3174,247523,4971,1075,347,166730,4911,79718,3510,211993,5282,1077,429,164888,4373,46028,2596,272928,6206,549,218,231152,5772,41227,2962,453429,6843,1425,483,416589,6275,35415,2231,7193,null,null,4611,null,null,304,null,null,3704,null,null,3106,null,null,4641,null,null,314,null,null,3946,null,null,3174,null,null,4971,null,null,347,null,null,4911,null,null,3510,null,null,5282,null,null,429,null,null,4373,null,null,2596,null,null,6206,null,null,218,null,null,5772,null,null,2962,null,null,6843,null,null,483,null,null,6275,null,null,2231,null,null,40
1571678,6691,92835,4892,714,333,59931,3914,32190,2892,142596,6679,1125,517,90676,5415,50795,3792,240636,7303,2368,865,180657,6363,57611,4786,208938,6337,1399,711,175862,6483,31677,2946,294585,8096,2139,574,264288,7874,28158,2666,592088,9588,1327,441,562933,9784,27828,2704,6691,null,null,4892,null,null,333,null,null,3914,null,null,2892,null,null,6679,null,null,517,null,null,5415,null,null,3792,null,null,7303,null,null,865,null,null,6363,null,null,4786,null,null,6337,null,null,711,null,null,6483,null,null,2946,null,null,8096,null,null,574,null,null,7874,null,null,2666,null,null,9588,null,null,441,null,null,9784,null,null,2704,null,null,41
4937771,13721,317031,9808,1999,554,172777,5759,142255,6628,479713,10587,3929,725,251717,7764,224067,6049,730400,10342,6157,872,490364,8756,233879,5738,646700,11299,5456,949,510323,10027,130921,5123,905138,12627,6069,934,786630,12195,112439,5079,1858789,15350,5530,929,1760698,14937,92561,4278,13721,null,null,9808,null,null,554,null,null,5759,null,null,6628,null,null,10587,null,null,725,null,null,7764,null,null,6049,null,null,10342,null,null,872,null,null,8756,null,null,5738,null,null,11299,null,null,949,null,null,10027,null,null,5123,null,null,12627,null,null,934,null,null,12195,null,null,5079,null,null,15350,null,null,929,null,null,14937,null,null,4278,null,null,42
408239,4139,29613,2919,35,59,16268,2171,13310,1946,40793,3384,43,72,23641,2578,17109,2004,56030,3706,205,144,40412,3422,15413,2055,50194,3815,108,130,40927,3537,9159,1454,66617,3824,160,160,59635,3659,6822,1015,164992,5012,231,192,157260,5061,7501,1288,4139,null,null,2919,null,null,59,null,null,2171,null,null,1946,null,null,3384,null,null,72,null,null,2578,null,null,2004,null,null,3706,null,null,144,null,null,3422,null,null,2055,null,null,3815,null,null,130,null,null,3537,null,null,1454,null,null,3824,null,null,160,null,null,3659,null,null,1015,null,null,5012,null,null,192,null,null,5061,null,null,1288,null,null,44
1877887,10574,154474,6114,397,247,75026,4428,79051,4590,204123,7515,987,413,101998,5503,101138,5564,314430,7401,1471,535,213985,5809,98974,4539,273891,7834,1572,520,217023,6523,55296,4073,343477,8603,1200,427,291675,7475,50602,3780,587492,9715,1050,413,546540,8991,39902,3729,10574,null,null,6114,null,null,247,null,null,4428,null,null,4590,null,null,7515,null,null,413,null,null,5503,null,null,5564,null,null,7401,null,null,535,null,null,5809,null,null,4539,null,null,7834,null,null,520,null,null,6523,null,null,4073,null,null,8603,null,null,427,null,null,7475,null,null,3780,null,null,9715,null,null,413,null,null,8991,null,null,3729,null,null,45
334003,3659,22031,2083,184,124,11752,1789,10095,1515,30809,2633,468,314,15624,1985,14717,1994,51132,2871,457,339,35646,2431,15029,1549,48791,2772,235,175,40040,2779,8516,1390,66975,2663,390,223,56017,2266,10568,1534,114265,3580,404,240,106505,3555,7356,952,3659,null,null,2083,null,null,124,null,null,1789,null,null,1515,null,null,2633,null,null,314,null,null,1985,null,null,1994,null,null,2871,null,null,339,null,null,2431,null,null,1549,null,null,2772,null,null,175,null,null,2779,null,null,1390,null,null,2663,null,null,223,null,null,2266,null,null,1534,null,null,3580,null,null,240,null,null,3555,null,null,952,null,null,46
2556332,11690,201420,7152,626,432,95893,5013,104901,5205,282842,8255,1176,442,148329,6427,133337,6601,442861,11945,2904,745,286382,8608,153575,7670,380168,11074,2117,790,301631,9698,76420,4993,470193,11162,1505,455,403281,10147,65407,4851,778848,11650,1344,482,725231,11948,52273,3383,11690,null,null,7152,null,null,432,null,null,5013,null,null,5205,null,null,8255,null,null,442,null,null,6427,null,null,6601,null,null,11945,null,null,745,null,null,8608,null,null,7670,null,null,11074,null,null,790,null,null,9698,null,null,4993,null,null,11162,null,null,455,null,null,10147,null,null,4851,null,null,11650,null,null,482,null,null,11948,null,null,3383,null,null,47
9535612,20125,620911,13678,1882,509,330480,10872,288549,9552,884815,16889,2598,730,487242,11154,394975,11479,1444389,18400,5116,1055,1009141,16107,430132,9525,1263610,21608,5464,1305,992151,18991,265995,9366,1718272,22245,4639,1319,1484546,22168,229087,7852,3603615,21707,7625,2087,3376992,20627,218998,10181,20125,null,null,13678,null,null,509,null,null,10872,null,null,9552,null,null,16889,null,null,730,null,null,11154,null,null,11479,null,null,18400,null,null,1055,null,null,16107,null,null,9525,null,null,21608,null,null,1305,null,null,18991,null,null,9366,null,null,22245,null,null,1319,null,null,22168,null,null,7852,null,null,21707,null,null,2087,null,null,20627,null,null,10181,null,null,48
943147,4975,40059,2948,295,251,24158,2370,15606,2147,62048,3875,481,267,38169,3119,23398,2567,114034,5433,911,403,83049,4299,30074,3133,122734,5683,666,333,100249,4756,21819,2831,199890,6574,834,355,180209,6003,18847,2068,404382,7220,422,250,379441,6861,24519,2477,4975,null,null,2948,null,null,251,null,null,2370,null,null,2147,null,null,3875,null,null,267,null,null,3119,null,null,2567,null,null,5433,null,null,403,null,null,4299,null,null,3133,null,null,5683,null,null,333,null,null,4756,null,null,2831,null,null,6574,null,null,355,null,null,6003,null,null,2068,null,null,7220,null,null,250,null,null,6861,null,null,2477,null,null,49
254851,2815,14019,1576,153,149,7404,1071,6462,1127,27205,2110,438,209,15598,1684,11169,1291,38191,3027,683,335,26699,2594,10809,1373,31395,2472,126,106,25731,2277,5538,983,47345,2541,761,293,40837,2445,5747,920,96696,3311,441,237,90523,3336,5732,1036,2815,null,null,1576,null,null,149,null,null,1071,null,null,1127,null,null,2110,null,null,209,null,null,1684,null,null,1291,null,null,3027,null,null,335,null,null,2594,null,null,1373,null,null,2472,null,null,106,null,null,2277,null,null,983,null,null,2541,null,null,293,null,null,2445,null,null,920,null,null,3311,null,null,237,null,null,3336,null,null,1036,null,null,50
3120692,13161,174991,7031,764,467,97831,5924,76396,4079,240015,7521,1188,446,131408,6361,107419,5077,373483,10349,2613,718,260945,8368,109925,6006,368030,9838,3207,900,295157,8698,69666,4104,530414,10051,3067,712,461445,9114,65902,3865,1433759,13692,3735,778,1356347,13298,73677,4218,13161,null,null,7031,null,null,467,null,null,5924,null,null,4079,null,null,7521,null,null,446,null,null,6361,null,null,5077,null,null,10349,null,null,718,null,null,8368,null,null,6006,null,null,9838,null,null,900,null,null,8698,null,null,4104,null,null,10051,null,null,712,null,null,9114,null,null,3865,null,null,13692,null,null,778,null,null,13298,null,null,4218,null,null,51
