B17019_001E,B17019_001M,B17019_002E,B17019_002M,B17019_003E,B17019_003M,B17019_004E,B17019_004M,B17019_005E,B17019_005M,B17019_006E,B17019_006M,B17019_007E,B17019_007M,B17019_008E,B17019_008M,B17019_009E,B17019_009M,B17019_010E,B17019_010M,B17019_011E,B17019_011M,B17019_012E,B17019_012M,B17019_013E,B17019_013M,B17019_014E,B17019_014M,B17019_015E,B17019_015M,B17019_016E,B17019_016M,B17019_017E,B17019_017M,B17019_018E,B17019_018M,B17019_019E,B17019_019M,B17019_020E,B17019_020M,B17019_021E,B17019_021M,B17019_022E,B17019_022M,B17019_023E,B17019_023M,B17019_001M,B17019_001EA,B17019_001MA,B17019_002M,B17019_002EA,B17019_002MA,B17019_003M,B17019_003EA,B17019_003MA,B17019_004M,B17019_004EA,B17019_004MA,B17019_005M,B17019_005EA,B17019_005MA,B17019_006M,B17019_006EA,B17019_006MA,B17019_007M,B17019_007EA,B17019_007MA,B17019_008M,B17019_008EA,B17019_008MA,B17019_009M,B17019_009EA,B17019_009MA,B17019_010M,B17019_010EA,B17019_010MA,B17019_011M,B17019_011EA,B17019_011MA,B17019_012M,B17019_012EA,B17019_012MA,B17019_013M,B17019_013EA,B17019_013MA,B17019_014M,B17019_014EA,B17019_014MA,B17019_015M,B17019_015EA,B17019_015MA,B17019_016M,B17019_016EA,B17019_016MA,B17019_017M,B17019_017EA,B17019_017MA,B17019_018M,B17019_018EA,B17019_018MA,B17019_019M,B17019_019EA,B17019_019MA,B17019_020M,B17019_020EA,B17019_020MA,B17019_021M,B17019_021EA,B17019_021MA,B17019_022M,B17019_022EA,B17019_022MA,B17019_023M,B17019_023EA,B17019_023MA,state
4864461,24241,509616,11766,212586,8397,112924,5474,99662,5427,297030,9329,50695,3961,16830,1995,33865,3161,246335,8534,62874,4427,183461,7878,4354845,24292,3301208,22640,2607845,21522,693363,13489,1053637,16811,314178,9800,169708,7149,144470,7554,739459,13289,388108,8728,351351,10652,24241,null,null,11766,null,null,8397,null,null,5474,null,null,5427,null,null,9329,null,null,3961,null,null,1995,null,null,3161,null,null,8534,null,null,4427,null,null,7878,null,null,24292,null,null,22640,null,null,21522,null,null,13489,null,null,16811,null,null,9800,null,null,7149,null,null,7554,null,null,13289,null,null,8728,null,null,10652,null,null,12
2479003,18252,296261,9486,98369,5596,49687,3862,48682,4313,197892,8132,31403,3648,12128,2056,19275,2930,166489,7280,34087,3174,132402,6456,2182742,17899,1649727,17956,1317127,17280,332600,10238,533015,12699,143559,6820,75048,5099,68511,4946,389456,10800,196484,7924,192972,7391,18252,null,null,9486,null,null,5596,null,null,3862,null,null,4313,null,null,8132,null,null,3648,null,null,2056,null,null,2930,null,null,7280,null,null,3174,null,null,6456,null,null,17899,null,null,17956,null,null,17280,null,null,10238,null,null,12699,null,null,6820,null,null,5099,null,null,4946,null,null,10800,null,null,7924,null,null,7391,null,null,13
315505,5105,18826,2161,9188,1635,3783,958,5405,1236,9638,1405,1456,499,602,369,854,389,8182,1367,1781,728,6401,1232,296679,5251,227048,4442,148865,4069,78183,3624,69631,4306,24561,2657,12076,1422,12485,2065,45070,3331,26899,2629,18171,2036,5105,null,null,2161,null,null,1635,null,null,958,null,null,1236,null,null,1405,null,null,499,null,null,369,null,null,389,null,null,1367,null,null,728,null,null,1232,null,null,5251,null,null,4442,null,null,4069,null,null,3624,null,null,4306,null,null,2657,null,null,1422,null,null,2065,null,null,3331,null,null,2629,null,null,2036,null,null,15
411617,7286,41274,3641,18995,2493,8215,1533,10780,2061,22279,2652,4329,1196,1502,591,2827,1041,17950,2358,4377,1086,13573,2091,370343,7745,309911,7489,261065,6915,48846,3665,60432,4200,23065,2770,14500,1961,8565,1755,37367,2831,20935,2259,16432,2064,7286,null,null,3641,null,null,2493,null,null,1533,null,null,2061,null,null,2652,null,null,1196,null,null,591,null,null,1041,null,null,2358,null,null,1086,null,null,2091,null,null,7745,null,null,7489,null,null,6915,null,null,3665,null,null,4200,null,null,2770,null,null,1961,null,null,1755,null,null,2831,null,null,2259,null,null,2064,null,null,16
3100613,17145,293044,9264,100093,4879,53010,2934,47083,3701,192951,7560,30567,2824,10710,1708,19857,2312,162384,6885,34999,3399,127385,5922,2807569,16895,2166693,16751,1817533,15136,349160,10539,640876,13610,193591,7947,118740,6056,74851,5180,447285,9858,252551,7471,194734,7508,17145,null,null,9264,null,null,4879,null,null,2934,null,null,3701,null,null,7560,null,null,2824,null,null,1708,null,null,2312,null,null,6885,null,null,3399,null,null,5922,null,null,16895,null,null,16751,null,null,15136,null,null,10539,null,null,13610,null,null,7947,null,null,6056,null,null,5180,null,null,9858,null,null,7471,null,null,7508,null,null,17
1645758,11176,157720,5867,55277,3038,29142,2006,26135,2344,102443,5331,15008,2308,4809,1296,10199,1715,87435,5238,20542,2388,66893,4565,1488038,11737,1169978,10886,1013611,10332,156367,6780,318060,8570,106359,4548,65667,3718,40692,3470,211701,7092,125009,5590,86692,4681,11176,null,null,5867,null,null,3038,null,null,2006,null,null,2344,null,null,5331,null,null,2308,null,null,1296,null,null,1715,null,null,5238,null,null,2388,null,null,4565,null,null,11737,null,null,10886,null,null,10332,null,null,6780,null,null,8570,null,null,4548,null,null,3718,null,null,3470,null,null,7092,null,null,5590,null,null,4681,null,null,18
795043,8419,60129,3265,20998,2375,12033,1510,8965,1612,39131,2825,6280,1066,2417,555,3863,917,32851,2569,6886,1299,25965,2339,734914,8832,609995,7937,537460,7313,72535,3903,124919,4495,43987,2954,30559,2452,13428,1767,80932,4023,47976,3142,32956,2826,8419,null,null,3265,null,null,2375,null,null,1510,null,null,1612,null,null,2825,null,null,1066,null,null,555,null,null,917,null,null,2569,null,null,1299,null,null,2339,null,null,8832,null,null,7937,null,null,7313,null,null,3903,null,null,4495,null,null,2954,null,null,2452,null,null,1767,null,null,4023,null,null,3142,null,null,2826,null,null,19
716005,8245,56464,3559,20734,1946,12509,1439,8225,1298,35730,2988,6011,1519,1415,522,4596,1384,29719,2531,7769,1345,21950,2080,659541,7653,535236,7871,447882,7561,87354,4406,124305,4891,43449,2979,24710,2148,18739,2172,80856,4034,41770,2538,39086,3053,8245,null,null,3559,null,null,1946,null,null,1439,null,null,1298,null,null,2988,null,null,1519,null,null,522,null,null,1384,null,null,2531,null,null,1345,null,null,2080,null,null,7653,null,null,7871,null,null,7561,null,null,4406,null,null,4891,null,null,2979,null,null,2148,null,null,2172,null,null,4034,null,null,2538,null,null,3053,null,null,20
1121404,10897,156782,6330,56164,3756,32891,3086,23273,2321,100618,4974,16984,2193,7018,1321,9966,1735,83634,4275,21507,2141,62127,3887,964622,12227,755905,11789,641902,11088,114003,5420,208717,6421,66445,3535,42690,2871,23755,2591,142272,5746,81565,4032,60707,4026,10897,null,null,6330,null,null,3756,null,null,3086,null,null,2321,null,null,4974,null,null,2193,null,null,1321,null,null,1735,null,null,4275,null,null,2141,null,null,3887,null,null,12227,null,null,11789,null,null,11088,null,null,5420,null,null,6421,null,null,3535,null,null,2871,null,null,2591,null,null,5746,null,null,4032,null,null,4026,null,null,21
1097712,12285,168708,7561,46072,3731,28389,2581,17683,2393,122636,6570,17939,2736,6679,1211,11260,2474,104697,5572,27165,2601,77532,4665,929004,11536,689386,10219,585724,9875,103662,5121,239618,9107,68658,4910,43621,3712,25037,3141,170960,6982,100166,4539,70794,4786,12285,null,null,7561,null,null,3731,null,null,2581,null,null,2393,null,null,6570,null,null,2736,null,null,1211,null,null,2474,null,null,5572,null,null,2601,null,null,4665,null,null,11536,null,null,10219,null,null,9875,null,null,5121,null,null,9107,null,null,4910,null,null,3712,null,null,3141,null,null,6982,null,null,4539,null,null,4786,null,null,22
