B23022_001E,B23022_001M,B23022_002E,B23022_002M,B23022_003E,B23022_003M,B23022_004E,B23022_004M,B23022_005E,B23022_005M,B23022_006E,B23022_006M,B23022_007E,B23022_007M,B23022_008E,B23022_008M,B23022_009E,B23022_009M,B23022_010E,B23022_010M,B23022_011E,B23022_011M,B23022_012E,B23022_012M,B23022_013E,B23022_013M,B23022_014E,B23022_014M,B23022_015E,B23022_015M,B23022_016E,B23022_016M,B23022_017E,B23022_017M,B23022_018E,B23022_018M,B23022_019E,B23022_019M,B23022_020E,B23022_020M,B23022_021E,B23022_021M,B23022_022E,B23022_022M,B23022_023E,B23022_023M,B23022_024E,B23022_024M,B23022_025E,B23022_025M,B23022_026E,B23022_026M,B23022_027E,B23022_027M,B23022_028E,B23022_028M,B23022_029E,B23022_029M,B23022_030E,B23022_030M,B23022_031E,B23022_031M,B23022_032E,B23022_032M,B23022_033E,B23022_033M,B23022_034E,B23022_034M,B23022_035E,B23022_035M,B23022_036E,B23022_036M,B23022_037E,B23022_037M,B23022_038E,B23022_038M,B23022_039E,B23022_039M,B23022_040E,B23022_040M,B23022_041E,B23022_041M,B23022_042E,B23022_042M,B23022_043E,B23022_043M,B23022_044E,B23022_044M,B23022_045E,B23022_045M,B23022_046E,B23022_046M,B23022_047E,B23022_047M,B23022_048E,B23022_048M,B23022_049E,B23022_049M,B23022_001M,B23022_001EA,B23022_001MA,B23022_002M,B23022_002EA,B23022_002MA,B23022_003M,B23022_003EA,B23022_003MA,B23022_004M,B23022_004EA,B23022_004MA,B23022_005M,B23022_005EA,B23022_005MA,B23022_006M,B23022_006EA,B23022_006MA,B23022_007M,B23022_007EA,B23022_007MA,B23022_008M,B23022_008EA,B23022_008MA,B23022_009M,B23022_009EA,B23022_009MA,B23022_010M,B23022_010EA,B23022_010MA,B23022_011M,B23022_011EA,B23022_011MA,B23022_012M,B23022_012EA,B23022_012MA,B23022_013M,B23022_013EA,B23022_013MA,B23022_014M,B23022_014EA,B23022_014MA,B23022_015M,B23022_015EA,B23022_015MA,B23022_016M,B23022_016EA,B23022_016MA,B23022_017M,B23022_017EA,B23022_017MA,B23022_018M,B23022_018EA,B23022_018MA,B23022_019M,B23022_019EA,B23022_019MA,B23022_020M,B23022_020EA,B23022_020MA,B23022_021M,B23022_021EA,B23022_021MA,B23022_022M,B23022_022EA,B23022_022MA,B23022_023M,B23022_023EA,B23022_023MA,B23022_024M,B23022_024EA,B23022_024MA,B23022_025M,B23022_025EA,B23022_025MA,B23022_026M,B23022_026EA,B23022_026MA,B23022_027M,B23022_027EA,B23022_027MA,B23022_028M,B23022_028EA,B23022_028MA,B23022_029M,B23022_029EA,B23022_029MA,B23022_030M,B23022_030EA,B23022_030MA,B23022_031M,B23022_031EA,B23022_031MA,B23022_032M,B23022_032EA,B23022_032MA,B23022_033M,B23022_033EA,B23022_033MA,B23022_034M,B23022_034EA,B23022_034MA,B23022_035M,B23022_035EA,B23022_035MA,B23022_036M,B23022_036EA,B23022_036MA,B23022_037M,B23022_037EA,B23022_037MA,B23022_038M,B23022_038EA,B23022_038MA,B23022_039M,B23022_039EA,B23022_039MA,B23022_040M,B23022_040EA,B23022_040MA,B23022_041M,B23022_041EA,B23022_041MA,B23022_042M,B23022_042EA,B23022_042MA,B23022_043M,B23022_043EA,B23022_043MA,B23022_044M,B23022_044EA,B23022_044MA,B23022_045M,B23022_045EA,B23022_045MA,B23022_046M,B23022_046EA,B23022_046MA,B23022_047M,B23022_047EA,B23022_047MA,B23022_048M,B23022_048EA,B23022_048MA,B23022_049M,B23022_049EA,B23022_049MA,state
12859412,9271,6358888,7559,4902227,20250,4057554,22972,3518731,26196,70913,4752,147620,6654,125470,7113,90122,6038,104698,6435,715683,15552,347262,11942,22073,2832,72099,4918,96682,5505,81615,5784,95952,5736,128990,5817,34677,3047,3092,888,7902,1286,15767,2463,18499,2060,49053,3767,1456661,20428,6500524,7286,4520722,20149,3267181,19923,2777658,20953,60780,4652,151884,7394,118649,5214,78242,5643,79968,4987,1045674,20223,568372,13793,32615,3227,106475,7157,123365,6288,101943,6898,112904,7219,207867,8333,62325,4775,4237,938,17575,2320,24948,2455,29995,3351,68787,4186,1979802,19746,9271,null,null,7559,null,null,20250,null,null,22972,null,null,26196,null,null,4752,null,null,6654,null,null,7113,null,null,6038,null,null,6435,null,null,15552,null,null,11942,null,null,2832,null,null,4918,null,null,5505,null,null,5784,null,null,5736,null,null,5817,null,null,3047,null,null,888,null,null,1286,null,null,2463,null,null,2060,null,null,3767,null,null,20428,null,null,7286,null,null,20149,null,null,19923,null,null,20953,null,null,4652,null,null,7394,null,null,5214,null,null,5643,null,null,4987,null,null,20223,null,null,13793,null,null,3227,null,null,7157,null,null,6288,null,null,6898,null,null,7219,null,null,8333,null,null,4775,null,null,938,null,null,2320,null,null,2455,null,null,3351,null,null,4186,null,null,19746,null,null,12
6726277,8506,3293364,6846,2575512,12046,2173794,15350,1864892,16167,35538,3548,81285,4984,71644,4892,55971,5183,64464,4866,322821,10596,142946,8055,9295,1858,30317,3204,47152,4465,37903,4179,55208,4780,78897,5552,18994,2470,1474,880,5858,1357,8436,1440,13531,2359,30604,3190,717852,12674,3432913,7052,2409841,14992,1748172,16589,1490238,18158,24785,2699,69488,4308,60985,4449,43352,4232,59324,5660,536128,13350,267702,10327,13662,2504,49287,3771,67379,5741,60199,4269,77899,5139,125541,6475,32329,3548,2088,654,11622,2079,15680,2084,17970,2185,45852,3698,1023072,15592,8506,null,null,6846,null,null,12046,null,null,15350,null,null,16167,null,null,3548,null,null,4984,null,null,4892,null,null,5183,null,null,4866,null,null,10596,null,null,8055,null,null,1858,null,null,3204,null,null,4465,null,null,4179,null,null,4780,null,null,5552,null,null,2470,null,null,880,null,null,1357,null,null,1440,null,null,2359,null,null,3190,null,null,12674,null,null,7052,null,null,14992,null,null,16589,null,null,18158,null,null,2699,null,null,4308,null,null,4449,null,null,4232,null,null,5660,null,null,13350,null,null,10327,null,null,2504,null,null,3771,null,null,5741,null,null,4269,null,null,5139,null,null,6475,null,null,3548,null,null,654,null,null,2079,null,null,2084,null,null,2185,null,null,3698,null,null,15592,null,null,13
908780,2016,466388,1677,383537,4564,321821,5390,285386,5112,5174,1090,8923,1252,7202,1255,7184,1632,7952,1773,50352,3363,25747,2755,593,292,4533,1165,7534,1426,5328,1048,6617,1134,11364,1755,2677,853,234,202,740,358,1190,454,2262,687,4261,1027,82851,4391,442392,1579,333545,4651,242666,4279,212991,4287,5696,1106,7609,1393,8575,1436,3510,929,4285,983,75316,4079,39755,2689,2254,748,6467,1185,9869,1714,7371,1507,9600,1477,15563,2149,4822,1149,587,284,1467,499,1577,615,2045,735,5065,1044,108847,4815,2016,null,null,1677,null,null,4564,null,null,5390,null,null,5112,null,null,1090,null,null,1252,null,null,1255,null,null,1632,null,null,1773,null,null,3363,null,null,2755,null,null,292,null,null,1165,null,null,1426,null,null,1048,null,null,1134,null,null,1755,null,null,853,null,null,202,null,null,358,null,null,454,null,null,687,null,null,1027,null,null,4391,null,null,1579,null,null,4651,null,null,4279,null,null,4287,null,null,1106,null,null,1393,null,null,1436,null,null,929,null,null,983,null,null,4079,null,null,2689,null,null,748,null,null,1185,null,null,1714,null,null,1507,null,null,1477,null,null,2149,null,null,1149,null,null,284,null,null,499,null,null,615,null,null,735,null,null,1044,null,null,4815,null,null,15
1040437,2968,522212,2246,440679,6113,366709,6565,307486,6454,7850,1471,15071,2246,12287,1846,12341,2149,11674,1914,56662,3292,22840,2468,1022,495,7086,1356,7239,1417,6595,1113,11880,2070,17308,2293,3250,945,171,189,1352,551,2501,761,2938,1077,7096,1569,81533,5990,518225,2723,373360,5716,236768,6256,194638,6365,4238,1114,10637,1863,9327,1807,7917,1387,10011,1665,108357,5038,60856,4078,2988,765,10318,1852,12881,2111,9360,1563,11954,1930,28235,2829,6505,1229,1401,683,2112,728,4389,1011,2472,801,11356,1920,144865,5629,2968,null,null,2246,null,null,6113,null,null,6565,null,null,6454,null,null,1471,null,null,2246,null,null,1846,null,null,2149,null,null,1914,null,null,3292,null,null,2468,null,null,495,null,null,1356,null,null,1417,null,null,1113,null,null,2070,null,null,2293,null,null,945,null,null,189,null,null,551,null,null,761,null,null,1077,null,null,1569,null,null,5990,null,null,2723,null,null,5716,null,null,6256,null,null,6365,null,null,1114,null,null,1863,null,null,1807,null,null,1387,null,null,1665,null,null,5038,null,null,4078,null,null,765,null,null,1852,null,null,2111,null,null,1563,null,null,1930,null,null,2829,null,null,1229,null,null,683,null,null,728,null,null,1011,null,null,801,null,null,1920,null,null,5629,null,null,16
8350156,7074,4155536,5026,3362668,12282,2800664,14725,2403656,15810,49883,3556,120605,5126,97195,4880,60769,3408,68556,4401,452921,9545,205494,6655,12242,1844,44156,3177,60572,3355,54632,3476,75825,4402,109083,5116,26024,2523,2535,876,7534,1425,11397,1590,16166,1938,45427,3250,792868,13215,4194620,5309,3094922,15016,2164322,14920,1837850,16404,38405,2969,105295,4691,76098,4685,53658,4005,53016,3830,747593,11201,406011,9430,20816,2217,74068,3988,94521,5144,68517,4410,83660,4645,183007,5273,51232,3287,5027,1036,18237,1819,26272,2336,25723,2333,56516,3619,1099698,14640,7074,null,null,5026,null,null,12282,null,null,14725,null,null,15810,null,null,3556,null,null,5126,null,null,4880,null,null,3408,null,null,4401,null,null,9545,null,null,6655,null,null,1844,null,null,3177,null,null,3355,null,null,3476,null,null,4402,null,null,5116,null,null,2523,null,null,876,null,null,1425,null,null,1590,null,null,1938,null,null,3250,null,null,13215,null,null,5309,null,null,15016,null,null,14920,null,null,16404,null,null,2969,null,null,4691,null,null,4685,null,null,4005,null,null,3830,null,null,11201,null,null,9430,null,null,2217,null,null,3988,null,null,5144,null,null,4410,null,null,4645,null,null,5273,null,null,3287,null,null,1036,null,null,1819,null,null,2336,null,null,2333,null,null,3619,null,null,14640,null,null,17
4246158,5159,2117677,4774,1725162,9421,1449763,9651,1232570,10389,23757,2512,57139,3613,53701,3883,39612,3241,42984,3859,220569,6599,101231,4849,6678,1550,20429,2329,27960,2793,26126,2521,38145,2839,54830,3495,13787,2142,1039,600,4273,1154,6010,1422,6716,1289,23005,2225,392515,9284,2128481,4138,1576052,10316,1083535,12024,913002,12927,16965,2142,53156,3327,41962,3103,29691,3053,28759,3187,396468,9481,213830,7356,10887,1640,40137,3409,48389,3261,40310,3125,42915,3645,96049,5019,24790,2904,2814,1060,9575,1618,12174,1741,16217,2134,30479,2834,552429,10451,5159,null,null,4774,null,null,9421,null,null,9651,null,null,10389,null,null,2512,null,null,3613,null,null,3883,null,null,3241,null,null,3859,null,null,6599,null,null,4849,null,null,1550,null,null,2329,null,null,2793,null,null,2521,null,null,2839,null,null,3495,null,null,2142,null,null,600,null,null,1154,null,null,1422,null,null,1289,null,null,2225,null,null,9284,null,null,4138,null,null,10316,null,null,12024,null,null,12927,null,null,2142,null,null,3327,null,null,3103,null,null,3053,null,null,3187,null,null,9481,null,null,7356,null,null,1640,null,null,3409,null,null,3261,null,null,3125,null,null,3645,null,null,5019,null,null,2904,null,null,1060,null,null,1618,null,null,1741,null,null,2134,null,null,2834,null,null,10451,null,null,18
1975452,3174,998843,3130,869031,5185,727982,7500,622209,7733,11484,1447,27283,2440,27242,2784,18264,2168,21500,1917,102448,5082,43105,3057,4604,929,12081,1979,15251,1877,11428,1376,15979,1885,38601,2814,8527,1311,963,330,3579,711,5246,1022,6531,1308,13755,1628,129812,4937,976609,2956,789160,6761,547419,7208,470055,7135,8045,1426,28066,2705,19453,2049,11876,1847,9924,1462,186427,6001,101495,5330,5442,907,20827,2144,22042,2192,15814,1704,20807,1977,55314,3907,15031,1618,1542,503,5563,1088,8634,1638,8741,1168,15803,1660,187449,6433,3174,null,null,3130,null,null,5185,null,null,7500,null,null,7733,null,null,1447,null,null,2440,null,null,2784,null,null,2168,null,null,1917,null,null,5082,null,null,3057,null,null,929,null,null,1979,null,null,1877,null,null,1376,null,null,1885,null,null,2814,null,null,1311,null,null,330,null,null,711,null,null,1022,null,null,1308,null,null,1628,null,null,4937,null,null,2956,null,null,6761,null,null,7208,null,null,7135,null,null,1426,null,null,2705,null,null,2049,null,null,1847,null,null,1462,null,null,6001,null,null,5330,null,null,907,null,null,2144,null,null,2192,null,null,1704,null,null,1977,null,null,3907,null,null,1618,null,null,503,null,null,1088,null,null,1638,null,null,1168,null,null,1660,null,null,6433,null,null,19
1835667,3993,927990,3537,786001,5435,660928,5624,566936,6117,9377,1666,25221,2315,25136,3141,16062,2088,18196,2217,96904,5102,41294,3409,2108,660,10570,1647,13616,1598,13177,1796,16139,1927,28169,2389,5987,1276,722,324,1874,620,4182,898,5379,1431,10025,1448,141989,4936,907677,3587,703322,6278,495487,6899,420412,7271,6815,1294,24680,2393,17829,2164,11850,1779,13901,2102,163404,5250,87083,4342,4804,1042,15284,1714,19636,2063,16494,2174,20103,2210,44431,3374,9042,1543,816,384,3784,710,6784,1184,9367,1431,14638,1632,204355,5794,3993,null,null,3537,null,null,5435,null,null,5624,null,null,6117,null,null,1666,null,null,2315,null,null,3141,null,null,2088,null,null,2217,null,null,5102,null,null,3409,null,null,660,null,null,1647,null,null,1598,null,null,1796,null,null,1927,null,null,2389,null,null,1276,null,null,324,null,null,620,null,null,898,null,null,1431,null,null,1448,null,null,4936,null,null,3587,null,null,6278,null,null,6899,null,null,7271,null,null,1294,null,null,2393,null,null,2164,null,null,1779,null,null,2102,null,null,5250,null,null,4342,null,null,1042,null,null,1714,null,null,2063,null,null,2174,null,null,2210,null,null,3374,null,null,1543,null,null,384,null,null,710,null,null,1184,null,null,1431,null,null,1632,null,null,5794,null,null,20
2854532,4650,1420421,4384,1078141,9453,901375,9467,762220,10713,15069,2179,37515,2998,31862,3343,24853,2849,29856,2815,145868,5862,61926,3895,3954,1102,12519,1676,20848,2407,21046,2333,25575,2559,30898,2407,9416,1506,413,368,1763,775,2223,678,5453,1115,11630,1704,342280,8542,1434111,4122,993131,9522,699927,11633,587679,11804,12270,1964,30344,2639,25075,2682,20496,2843,24063,2541,241598,7708,127309,5691,6752,1287,20700,2257,28479,2635,27081,3323,31277,3076,51606,3346,15280,2123,1355,534,5121,1056,7104,1193,6973,1245,15773,1541,440980,9072,4650,null,null,4384,null,null,9453,null,null,9467,null,null,10713,null,null,2179,null,null,2998,null,null,3343,null,null,2849,null,null,2815,null,null,5862,null,null,3895,null,null,1102,null,null,1676,null,null,2407,null,null,2333,null,null,2559,null,null,2407,null,null,1506,null,null,368,null,null,775,null,null,678,null,null,1115,null,null,1704,null,null,8542,null,null,4122,null,null,9522,null,null,11633,null,null,11804,null,null,1964,null,null,2639,null,null,2682,null,null,2843,null,null,2541,null,null,7708,null,null,5691,null,null,1287,null,null,2257,null,null,2635,null,null,3323,null,null,3076,null,null,3346,null,null,2123,null,null,534,null,null,1056,null,null,1193,null,null,1245,null,null,1541,null,null,9072,null,null,21
3016621,5574,1491129,5012,1088444,9653,927290,9061,767288,8686,15818,2189,42103,3565,40525,3441,26967,2964,34589,3641,133857,5421,57864,3890,2120,735,12856,2165,18728,2169,16474,2240,25815,2684,27297,2342,6798,1407,578,369,2575,912,3345,1216,3380,870,10621,1880,402685,10370,1525492,3795,1029168,8517,741565,10386,621969,10215,12326,1886,34152,3116,29989,3716,19900,2989,23229,2941,238501,8603,125354,5750,6749,1472,20365,2480,31107,3316,23887,3258,31039,3507,49102,4157,14429,2172,1696,616,4968,1079,5973,1288,5961,1222,16075,2144,496324,8783,5574,null,null,5012,null,null,9653,null,null,9061,null,null,8686,null,null,2189,null,null,3565,null,null,3441,null,null,2964,null,null,3641,null,null,5421,null,null,3890,null,null,735,null,null,2165,null,null,2169,null,null,2240,null,null,2684,null,null,2342,null,null,1407,null,null,369,null,null,912,null,null,1216,null,null,870,null,null,1880,null,null,10370,null,null,3795,null,null,8517,null,null,10386,null,null,10215,null,null,1886,null,null,3116,null,null,3716,null,null,2989,null,null,2941,null,null,8603,null,null,5750,null,null,1472,null,null,2480,null,null,3316,null,null,3258,null,null,3507,null,null,4157,null,null,2172,null,null,616,null,null,1079,null,null,1288,null,null,1222,null,null,2144,null,null,8783,null,null,22
