B14007H_001E,B14007H_001M,B14007H_002E,B14007H_002M,B14007H_003E,B14007H_003M,B14007H_004E,B14007H_004M,B14007H_005E,B14007H_005M,B14007H_006E,B14007H_006M,B14007H_007E,B14007H_007M,B14007H_008E,B14007H_008M,B14007H_009E,B14007H_009M,B14007H_010E,B14007H_010M,B14007H_011E,B14007H_011M,B14007H_012E,B14007H_012M,B14007H_013E,B14007H_013M,B14007H_014E,B14007H_014M,B14007H_015E,B14007H_015M,B14007H_016E,B14007H_016M,B14007H_017E,B14007H_017M,B14007H_018E,B14007H_018M,B14007H_019E,B14007H_019M,B14007H_001M,B14007H_001EA,B14007H_001MA,B14007H_002M,B14007H_002EA,B14007H_002MA,B14007H_003M,B14007H_003EA,B14007H_003MA,B14007H_004M,B14007H_004EA,B14007H_004MA,B14007H_005M,B14007H_005EA,B14007H_005MA,B14007H_006M,B14007H_006EA,B14007H_006MA,B14007H_007M,B14007H_007EA,B14007H_007MA,B14007H_008M,B14007H_008EA,B14007H_008MA,B14007H_009M,B14007H_009EA,B14007H_009MA,B14007H_010M,B14007H_010EA,B14007H_010MA,B14007H_011M,B14007H_011EA,B14007H_011MA,B14007H_012M,B14007H_012EA,B14007H_012MA,B14007H_013M,B14007H_013EA,B14007H_013MA,B14007H_014M,B14007H_014EA,B14007H_014MA,B14007H_015M,B14007H_015EA,B14007H_015MA,B14007H_016M,B14007H_016EA,B14007H_016MA,B14007H_017M,B14007H_017EA,B14007H_017MA,B14007H_018M,B14007H_018EA,B14007H_018MA,B14007H_019M,B14007H_019EA,B14007H_019MA,state
1211468,1867,258348,4243,15775,2155,13748,1798,11720,1590,13382,1672,12098,1440,11240,1479,11325,1574,13290,1883,13014,1772,11413,1527,14455,1624,12746,1466,14092,1647,15238,1689,61893,2892,12919,1812,953120,4180,1867,null,null,4243,null,null,2155,null,null,1798,null,null,1590,null,null,1672,null,null,1440,null,null,1479,null,null,1574,null,null,1883,null,null,1772,null,null,1527,null,null,1624,null,null,1466,null,null,1647,null,null,1689,null,null,2892,null,null,1812,null,null,4180,null,null,23
3003175,2914,678355,7717,43569,2819,28474,2246,28616,2436,32037,2373,29396,1973,31684,2434,33395,2301,34498,2306,33277,2405,32099,2454,36507,2472,33220,1988,33612,2152,35185,3057,160917,5598,51869,3797,2324820,7726,2914,null,null,7717,null,null,2819,null,null,2246,null,null,2436,null,null,2373,null,null,1973,null,null,2434,null,null,2301,null,null,2306,null,null,2405,null,null,2454,null,null,2472,null,null,1988,null,null,2152,null,null,3057,null,null,5598,null,null,3797,null,null,7726,null,null,24
4809071,7458,1111393,9045,72850,4245,45020,3470,41082,3364,43505,2699,48728,3254,46106,3358,49876,2862,50585,3455,49629,3519,55169,3471,56262,3084,51020,2834,57676,3547,62446,3503,287281,6345,94158,4571,3697678,10138,7458,null,null,9045,null,null,4245,null,null,3470,null,null,3364,null,null,2699,null,null,3254,null,null,3358,null,null,2862,null,null,3455,null,null,3519,null,null,3471,null,null,3084,null,null,2834,null,null,3547,null,null,3503,null,null,6345,null,null,4571,null,null,10138,null,null,25
7251964,4850,1701574,11554,98579,4339,81182,3911,69575,3253,76698,3487,80797,3807,83771,4064,79851,3579,86998,4057,85746,4162,85387,4118,88913,3592,93824,3545,90548,3468,91602,3183,423372,8857,84731,4408,5550390,11763,4850,null,null,11554,null,null,4339,null,null,3911,null,null,3253,null,null,3487,null,null,3807,null,null,4064,null,null,3579,null,null,4057,null,null,4162,null,null,4118,null,null,3592,null,null,3545,null,null,3468,null,null,3183,null,null,8857,null,null,4408,null,null,11763,null,null,26
4302702,3681,990797,5790,68722,3344,49272,2314,49895,3093,46923,2954,49696,3140,47067,2404,49278,2542,50149,2585,49664,2824,51366,2905,51170,3268,51535,2075,55385,3000,54271,2924,220261,4560,46143,2668,3311905,5369,3681,null,null,5790,null,null,3344,null,null,2314,null,null,3093,null,null,2954,null,null,3140,null,null,2404,null,null,2542,null,null,2585,null,null,2824,null,null,2905,null,null,3268,null,null,2075,null,null,3000,null,null,2924,null,null,4560,null,null,2668,null,null,5369,null,null,27
1643384,3094,387472,5155,19550,1976,22734,2464,22092,3023,21463,2615,18869,2082,21290,2629,21751,2453,19884,2530,19002,2486,20644,2145,19502,2214,21853,2221,18253,1850,20822,2656,84107,4017,15656,2363,1255912,5680,3094,null,null,5155,null,null,1976,null,null,2464,null,null,3023,null,null,2615,null,null,2082,null,null,2629,null,null,2453,null,null,2530,null,null,2486,null,null,2145,null,null,2214,null,null,2221,null,null,1850,null,null,2656,null,null,4017,null,null,2363,null,null,5680,null,null,28
4691769,4651,1107154,9753,71314,4019,53583,3489,56620,3313,53262,3651,57757,3358,55700,3150,56247,3111,57621,3176,56876,3210,54913,3613,61329,3896,58843,2918,56210,3024,58723,3103,240241,6309,57915,4367,3584615,9458,4651,null,null,9753,null,null,4019,null,null,3489,null,null,3313,null,null,3651,null,null,3358,null,null,3150,null,null,3111,null,null,3176,null,null,3210,null,null,3613,null,null,3896,null,null,2918,null,null,3024,null,null,3103,null,null,6309,null,null,4367,null,null,9458,null,null,29
873942,1772,192655,4424,11030,1551,10092,1420,7950,1226,10300,1400,9744,1509,11824,1544,9643,1023,9959,1290,9696,1560,10122,1326,9174,1207,9425,1141,11018,1142,10199,1611,44284,3499,8195,1447,681287,4193,1772,null,null,4424,null,null,1551,null,null,1420,null,null,1226,null,null,1400,null,null,1509,null,null,1544,null,null,1023,null,null,1290,null,null,1560,null,null,1326,null,null,1207,null,null,1141,null,null,1142,null,null,1611,null,null,3499,null,null,1447,null,null,4193,null,null,30
1466670,2007,365957,5191,23958,1653,18329,1935,16515,1721,18857,1511,17552,1448,18368,1537,17816,1616,18320,1442,19604,1624,16495,1484,17561,1835,17566,1431,18461,1167,20407,1711,85452,3894,20696,2103,1100713,5462,2007,null,null,5191,null,null,1653,null,null,1935,null,null,1721,null,null,1511,null,null,1448,null,null,1537,null,null,1616,null,null,1442,null,null,1624,null,null,1484,null,null,1835,null,null,1431,null,null,1167,null,null,1711,null,null,3894,null,null,2103,null,null,5462,null,null,31
1426781,2320,273743,5341,15321,1956,14041,2035,12205,1783,12464,1996,12145,1569,12897,1680,13858,1795,15605,1883,12291,1622,14402,1663,13487,1821,13859,1641,13946,1616,16418,2173,64257,4442,16547,2255,1153038,5645,2320,null,null,5341,null,null,1956,null,null,2035,null,null,1783,null,null,1996,null,null,1569,null,null,1680,null,null,1795,null,null,1883,null,null,1622,null,null,1663,null,null,1821,null,null,1641,null,null,1616,null,null,2173,null,null,4442,null,null,2255,null,null,5645,null,null,32
1178830,2026,263511,4314,13645,1550,11923,1657,12779,1793,11280,1642,12329,1485,13380,1801,11599,1562,14541,1865,11623,1614,13785,1654,13057,1452,14292,1555,13205,1546,16488,1775,63092,3628,16493,2010,915319,4319,2026,null,null,4314,null,null,1550,null,null,1657,null,null,1793,null,null,1642,null,null,1485,null,null,1801,null,null,1562,null,null,1865,null,null,1614,null,null,1654,null,null,1452,null,null,1555,null,null,1546,null,null,1775,null,null,3628,null,null,2010,null,null,4319,null,null,33
4834688,5826,1083147,8199,75151,3932,49030,3739,45156,2820,47582,2763,50278,2794,54737,2839,50849,2828,55918,3147,56825,3481,54779,3448,59008,3996,59354,3241,59787,3230,65092,3975,233850,6469,65751,3627,3751541,8174,5826,null,null,8199,null,null,3932,null,null,3739,null,null,2820,null,null,2763,null,null,2794,null,null,2839,null,null,2828,null,null,3147,null,null,3481,null,null,3448,null,null,3996,null,null,3241,null,null,3230,null,null,3975,null,null,6469,null,null,3627,null,null,8174,null,null,34
770061,2358,146118,3883,6973,1161,6206,1194,7705,1427,6189,1187,6033,1123,7321,1360,7475,1328,6696,1284,5814,1112,6435,1190,5794,1099,6652,1103,6974,1100,6740,1318,40096,3285,13015,1880,623943,4412,2358,null,null,3883,null,null,1161,null,null,1194,null,null,1427,null,null,1187,null,null,1123,null,null,1360,null,null,1328,null,null,1284,null,null,1112,null,null,1190,null,null,1099,null,null,1103,null,null,1100,null,null,1318,null,null,3285,null,null,1880,null,null,4412,null,null,35
10648077,7520,2348802,12408,140815,4872,110331,5039,103002,4440,107273,5215,110441,5018,114436,4438,106630,4118,109783,4750,113032,4576,116037,5156,120774,4675,120894,4406,124237,4591,120409,4784,568569,9324,162139,5373,8299275,11505,7520,null,null,12408,null,null,4872,null,null,5039,null,null,4440,null,null,5215,null,null,5018,null,null,4438,null,null,4118,null,null,4750,null,null,4576,null,null,5156,null,null,4675,null,null,4406,null,null,4591,null,null,4784,null,null,9324,null,null,5373,null,null,11505,null,null,36
6258175,4653,1390748,10939,74176,4232,60043,4478,62018,3797,65171,3642,72444,4239,66977,3482,73510,3933,68384,3388,69251,3766,69047,4123,76162,4353,72995,2926,70195,3632,74464,4459,341083,8640,74828,4846,4867427,10437,4653,null,null,10939,null,null,4232,null,null,4478,null,null,3797,null,null,3642,null,null,4239,null,null,3482,null,null,3933,null,null,3388,null,null,3766,null,null,4123,null,null,4353,null,null,2926,null,null,3632,null,null,4459,null,null,8640,null,null,4846,null,null,10437,null,null,37
618413,1218,144263,4046,6982,1073,7432,1200,6829,993,7409,1080,7188,1202,8255,1221,6780,1111,7781,1128,6762,977,7247,1150,6167,994,6217,902,7016,965,6672,1121,37642,3609,7884,1288,474150,4271,1218,null,null,4046,null,null,1073,null,null,1200,null,null,993,null,null,1080,null,null,1202,null,null,1221,null,null,1111,null,null,1128,null,null,977,null,null,1150,null,null,994,null,null,902,null,null,965,null,null,1121,null,null,3609,null,null,1288,null,null,4271,null,null,38
8925915,5799,2066914,12053,122754,5100,93104,4137,102587,4522,97855,4843,102656,5170,98205,4589,98995,4224,108103,4845,110977,4590,110975,4757,112280,4524,114934,4023,113642,4404,111765,4617,460078,9840,108004,4661,6859001,12171,5799,null,null,12053,null,null,5100,null,null,4137,null,null,4522,null,null,4843,null,null,5170,null,null,4589,null,null,4224,null,null,4845,null,null,4590,null,null,4757,null,null,4524,null,null,4023,null,null,4404,null,null,4617,null,null,9840,null,null,4661,null,null,12171,null,null,39
2512377,2712,560767,5846,34136,2159,29330,2454,29279,2027,26595,2065,30893,1556,28998,2087,28041,2189,29586,2080,27110,2112,28473,2014,31975,2297,27536,2163,28687,1835,26483,2385,128281,4027,25364,2698,1951610,5924,2712,null,null,5846,null,null,2159,null,null,2454,null,null,2027,null,null,2065,null,null,1556,null,null,2087,null,null,2189,null,null,2080,null,null,2112,null,null,2014,null,null,2297,null,null,2163,null,null,1835,null,null,2385,null,null,4027,null,null,2698,null,null,5924,null,null,40
3030517,3482,631916,7714,37644,2749,28744,2767,30083,2568,28619,2477,30643,2360,31996,2096,29649,2721,32074,2726,30184,3065,32038,2271,31095,2745,31676,2235,34023,2524,31450,2650,156880,6625,35118,3371,2398601,7937,3482,null,null,7714,null,null,2749,null,null,2767,null,null,2568,null,null,2477,null,null,2360,null,null,2096,null,null,2721,null,null,2726,null,null,3065,null,null,2271,null,null,2745,null,null,2235,null,null,2524,null,null,2650,null,null,6625,null,null,3371,null,null,7937,null,null,41
9555319,5745,2037339,12077,124510,5198,90146,4509,95606,3720,95791,3411,97339,3964,98846,3696,102468,3694,103028,4264,100053,4005,107057,4292,105169,3918,115482,4186,103834,4153,109524,4559,463881,7445,124605,5850,7517980,12315,5745,null,null,12077,null,null,5198,null,null,4509,null,null,3720,null,null,3411,null,null,3964,null,null,3696,null,null,3694,null,null,4264,null,null,4005,null,null,4292,null,null,3918,null,null,4186,null,null,4153,null,null,4559,null,null,7445,null,null,5850,null,null,12315,null,null,42
751260,2149,166778,3686,8759,1362,5532,1400,4196,1129,6997,1487,6016,1186,6866,1214,6248,1428,7987,1338,9456,1366,6975,1275,7200,1189,8791,1028,7096,1011,8447,1550,54904,2858,11308,1774,584482,3702,2149,null,null,3686,null,null,1362,null,null,1400,null,null,1129,null,null,1487,null,null,1186,null,null,1214,null,null,1428,null,null,1338,null,null,1366,null,null,1275,null,null,1189,null,null,1028,null,null,1011,null,null,1550,null,null,2858,null,null,1774,null,null,3702,null,null,44
3069170,4630,671802,8010,37005,2764,36276,3146,30921,2541,32517,2591,31518,2625,32187,2924,34904,2915,36944,2863,33333,3040,34763,2815,37779,3274,33218,2532,34791,2508,36787,2731,156282,7156,32577,3424,2397368,8734,4630,null,null,8010,null,null,2764,null,null,3146,null,null,2541,null,null,2591,null,null,2625,null,null,2924,null,null,2915,null,null,2863,null,null,3040,null,null,2815,null,null,3274,null,null,2532,null,null,2508,null,null,2731,null,null,7156,null,null,3424,null,null,8734,null,null,45
687868,1618,164047,2929,10125,1547,8540,1335,8997,1136,9480,1469,7301,1080,8819,1316,8292,1154,7050,1256,7772,1129,9364,1298,7927,1063,8366,934,8470,1011,8546,1215,37953,2279,7045,1083,523821,2936,1618,null,null,2929,null,null,1547,null,null,1335,null,null,1136,null,null,1469,null,null,1080,null,null,1316,null,null,1154,null,null,1256,null,null,1129,null,null,1298,null,null,1063,null,null,934,null,null,1011,null,null,1215,null,null,2279,null,null,1083,null,null,2936,null,null,46
4780233,4964,1052671,9465,61750,4517,50215,3772,49691,4420,51936,3758,52980,3372,53537,3713,55557,3580,53841,3464,56391,4046,60821,3718,60170,4044,56339,3333,61566,3948,59314,3404,220271,6959,48292,3806,3727562,8715,4964,null,null,9465,null,null,4517,null,null,3772,null,null,4420,null,null,3758,null,null,3372,null,null,3713,null,null,3580,null,null,3464,null,null,4046,null,null,3718,null,null,4044,null,null,3333,null,null,3948,null,null,3404,null,null,6959,null,null,3806,null,null,8715,null,null,47
11471069,9165,2580458,16675,158646,7112,122944,5919,127202,6078,126050,4964,129870,5753,132347,5987,124757,6233,130153,6095,130638,6428,132769,5331,138331,5198,136067,4510,127846,5057,133187,6052,585033,11608,144618,6387,8890611,18022,9165,null,null,16675,null,null,7112,null,null,5919,null,null,6078,null,null,4964,null,null,5753,null,null,5987,null,null,6233,null,null,6095,null,null,6428,null,null,5331,null,null,5198,null,null,4510,null,null,5057,null,null,6052,null,null,11608,null,null,6387,null,null,18022,null,null,48
2292898,3016,741728,7380,45927,2581,39672,2941,35508,2575,38126,2883,43766,2990,38764,2817,38875,2723,38957,2969,37326,2930,34799,2912,36594,2428,35724,2630,36819,2385,38179,2954,173674,5391,29018,2932,1551170,7544,3016,null,null,7380,null,null,2581,null,null,2941,null,null,2575,null,null,2883,null,null,2990,null,null,2817,null,null,2723,null,null,2969,null,null,2930,null,null,2912,null,null,2428,null,null,2630,null,null,2385,null,null,2954,null,null,5391,null,null,2932,null,null,7544,null,null,49
566107,1176,126460,2764,9030,1065,6013,1040,6557,1028,5477,832,5096,880,6224,1037,6239,1026,5292,823,6187,1044,5930,918,5804,953,5694,995,6656,744,7075,1136,33366,2037,5820,1054,439647,2740,1176,null,null,2764,null,null,1065,null,null,1040,null,null,1028,null,null,832,null,null,880,null,null,1037,null,null,1026,null,null,823,null,null,1044,null,null,918,null,null,953,null,null,995,null,null,744,null,null,1136,null,null,2037,null,null,1054,null,null,2740,null,null,50
5080226,4559,1185010,9463,74953,3933,56040,3701,50978,3253,55612,3150,59015,3876,57324,3553,56805,3348,56025,3221,57530,3429,58705,3060,56350,3163,58676,3076,59358,3224,66292,3031,283689,6722,77658,4064,3895216,9352,4559,null,null,9463,null,null,3933,null,null,3701,null,null,3253,null,null,3150,null,null,3876,null,null,3553,null,null,3348,null,null,3221,null,null,3429,null,null,3060,null,null,3163,null,null,3076,null,null,3224,null,null,3031,null,null,6722,null,null,4064,null,null,9352,null,null,51
4904954,4092,1025727,8952,65517,3924,47062,3608,51728,3752,54290,3671,49808,2790,48601,2999,50732,2912,50945,3113,46408,3049,53229,3848,54063,3064,54556,2890,51756,3048,53575,3526,237198,7345,56259,3847,3879227,9295,4092,null,null,8952,null,null,3924,null,null,3608,null,null,3752,null,null,3671,null,null,2790,null,null,2999,null,null,2912,null,null,3113,null,null,3049,null,null,3848,null,null,3064,null,null,2890,null,null,3048,null,null,3526,null,null,7345,null,null,3847,null,null,9295,null,null,53
1631520,3261,345793,5667,16967,1947,18514,2134,16597,1936,18115,1988,19594,1730,18542,2112,18174,1914,19847,1912,17154,1828,20499,2492,18515,2110,17011,1585,19108,1734,19244,2094,73685,4136,14227,2202,1285727,6309,3261,null,null,5667,null,null,1947,null,null,2134,null,null,1936,null,null,1988,null,null,1730,null,null,2112,null,null,1914,null,null,1912,null,null,1828,null,null,2492,null,null,2110,null,null,1585,null,null,1734,null,null,2094,null,null,4136,null,null,2202,null,null,6309,null,null,54
4576316,3487,1047757,7793,57268,2629,52272,2877,45900,2871,49533,2118,51112,2672,53437,3030,52375,3162,53421,2656,49053,2605,51655,2826,53142,2406,55119,2752,54221,2476,57958,2951,262571,6965,48720,2989,3528559,7691,3487,null,null,7793,null,null,2629,null,null,2877,null,null,2871,null,null,2118,null,null,2672,null,null,3030,null,null,3162,null,null,2656,null,null,2605,null,null,2826,null,null,2406,null,null,2752,null,null,2476,null,null,2951,null,null,6965,null,null,2989,null,null,7691,null,null,55
475670,1405,119417,3554,6707,1230,6645,1118,5329,1324,8103,1468,6167,978,6458,934,5944,1380,6302,1298,6340,1228,5214,967,5438,987,6721,1078,4941,993,5831,1254,26674,2928,6603,1602,356253,3704,1405,null,null,3554,null,null,1230,null,null,1118,null,null,1324,null,null,1468,null,null,978,null,null,934,null,null,1380,null,null,1298,null,null,1228,null,null,967,null,null,987,null,null,1078,null,null,993,null,null,1254,null,null,2928,null,null,1602,null,null,3704,null,null,56
35834,4814,9468,2936,364,327,470,427,251,305,249,244,595,419,490,462,909,583,402,367,830,578,448,419,488,381,397,311,368,407,885,546,1980,1037,342,254,26366,3045,4814,null,null,2936,null,null,327,null,null,427,null,null,305,null,null,244,null,null,419,null,null,462,null,null,583,null,null,367,null,null,578,null,null,419,null,null,381,null,null,311,null,null,407,null,null,546,null,null,1037,null,null,254,null,null,3045,null,null,72
3099907,3297,702383,7787,38914,3384,35611,3026,35366,2830,34116,2946,34110,3134,32868,2248,37568,2392,36266,2815,37898,2997,35627,3113,38987,3079,38003,2348,38338,2766,35386,2902,161817,6080,31508,2904,2397524,7789,3297,null,null,7787,null,null,3384,null,null,3026,null,null,2830,null,null,2946,null,null,3134,null,null,2248,null,null,2392,null,null,2815,null,null,2997,null,null,3113,null,null,3079,null,null,2348,null,null,2766,null,null,2902,null,null,6080,null,null,2904,null,null,7789,null,null,01
436151,1323,96633,3187,5128,949,3202,867,5906,883,4376,918,5415,1090,5933,1050,4678,1095,4644,853,5430,1089,4449,786,4952,958,5104,859,4319,799,5748,1247,20794,2575,6555,1209,339518,3063,1323,null,null,3187,null,null,949,null,null,867,null,null,883,null,null,918,null,null,1090,null,null,1050,null,null,1095,null,null,853,null,null,1089,null,null,786,null,null,958,null,null,859,null,null,799,null,null,1247,null,null,2575,null,null,1209,null,null,3063,null,null,02
3738810,4212,764588,7350,39741,2551,35654,3158,31123,2713,31462,2408,39539,3115,35913,3297,36217,3264,36515,3099,39355,3167,37840,3030,36316,2531,37846,2762,39573,2876,38264,3203,199137,6479,50093,4050,2974222,7640,4212,null,null,7350,null,null,2551,null,null,3158,null,null,2713,null,null,2408,null,null,3115,null,null,3297,null,null,3264,null,null,3099,null,null,3167,null,null,3030,null,null,2531,null,null,2762,null,null,2876,null,null,3203,null,null,6479,null,null,4050,null,null,7640,null,null,04
2103637,2730,476966,5855,30332,2698,23456,2892,23994,2868,25949,2424,24934,2396,25505,2400,24227,2200,22355,2208,24560,2404,27426,2752,25006,2830,23751,2379,26233,2499,25318,2929,104176,5185,19744,2160,1626671,6369,2730,null,null,5855,null,null,2698,null,null,2892,null,null,2868,null,null,2424,null,null,2396,null,null,2400,null,null,2200,null,null,2208,null,null,2404,null,null,2752,null,null,2830,null,null,2379,null,null,2499,null,null,2929,null,null,5185,null,null,2160,null,null,6369,null,null,05
14345126,10066,2960379,18818,176580,6559,128123,5655,116776,4603,113680,4696,126347,6216,123287,5333,134887,6001,132867,5360,132438,6183,135485,4674,133359,5640,141411,4469,137232,5602,152503,5895,845988,15409,229416,7761,11384747,18737,10066,null,null,18818,null,null,6559,null,null,5655,null,null,4603,null,null,4696,null,null,6216,null,null,5333,null,null,6001,null,null,5360,null,null,6183,null,null,4674,null,null,5640,null,null,4469,null,null,5602,null,null,5895,null,null,15409,null,null,7761,null,null,18737,null,null,06
3684177,3472,829546,10285,50005,3035,38771,2891,37514,2671,43025,2636,44168,2907,40627,2629,39872,2926,39078,2804,37882,2785,39811,3286,41059,2933,42210,2565,37545,2608,41385,3142,197823,6990,58771,3726,2854631,10461,3472,null,null,10285,null,null,3035,null,null,2891,null,null,2671,null,null,2636,null,null,2907,null,null,2629,null,null,2926,null,null,2804,null,null,2785,null,null,3286,null,null,2933,null,null,2565,null,null,2608,null,null,3142,null,null,6990,null,null,3726,null,null,10461,null,null,08
