B15010_001E,B15010_001M,B15010_002E,B15010_002M,B15010_003E,B15010_003M,B15010_004E,B15010_004M,B15010_005E,B15010_005M,B15010_006E,B15010_006M,B15010_007E,B15010_007M,B15010_008E,B15010_008M,B15010_009E,B15010_009M,B15010_010E,B15010_010M,B15010_011E,B15010_011M,B15010_012E,B15010_012M,B15010_013E,B15010_013M,B15010_014E,B15010_014M,B15010_015E,B15010_015M,B15010_016E,B15010_016M,B15010_001M,B15010_001EA,B15010_001MA,B15010_002M,B15010_002EA,B15010_002MA,B15010_003M,B15010_003EA,B15010_003MA,B15010_004M,B15010_004EA,B15010_004MA,B15010_005M,B15010_005EA,B15010_005MA,B15010_006M,B15010_006EA,B15010_006MA,B15010_007M,B15010_007EA,B15010_007MA,B15010_008M,B15010_008EA,B15010_008MA,B15010_009M,B15010_009EA,B15010_009MA,B15010_010M,B15010_010EA,B15010_010MA,B15010_011M,B15010_011EA,B15010_011MA,B15010_012M,B15010_012EA,B15010_012MA,B15010_013M,B15010_013EA,B15010_013MA,B15010_014M,B15010_014EA,B15010_014MA,B15010_015M,B15010_015EA,B15010_015MA,B15010_016M,B15010_016EA,B15010_016MA,state
390972,7489,12009,1381,32435,2539,10270,1620,16554,1802,17516,1844,17298,1904,2205,626,45956,2794,83260,3115,75117,3370,10606,1427,14180,1514,10165,1246,15266,1586,28135,2345,7489,null,null,1381,null,null,2539,null,null,1620,null,null,1802,null,null,1844,null,null,1904,null,null,626,null,null,2794,null,null,3115,null,null,3370,null,null,1427,null,null,1514,null,null,1246,null,null,1586,null,null,2345,null,null,31
471775,11941,17355,2604,25476,2614,15570,2269,21030,2016,33020,2515,31483,2756,4474,1122,49666,3776,109635,5967,59296,4030,17658,2301,18177,2023,19277,2264,16861,1993,32797,2897,11941,null,null,2604,null,null,2614,null,null,2269,null,null,2016,null,null,2515,null,null,2756,null,null,1122,null,null,3776,null,null,5967,null,null,4030,null,null,2301,null,null,2023,null,null,2264,null,null,1993,null,null,2897,null,null,32
346678,7542,15568,2083,24828,2093,10265,1436,19331,2066,25881,2640,28060,2263,2381,797,30866,2852,65475,3575,40169,2742,22206,2203,18772,2246,14108,1935,10498,1638,18270,2058,7542,null,null,2083,null,null,2093,null,null,1436,null,null,2066,null,null,2640,null,null,2263,null,null,797,null,null,2852,null,null,3575,null,null,2742,null,null,2203,null,null,2246,null,null,1935,null,null,1638,null,null,2058,null,null,33
2379802,19873,140725,5903,125396,5409,86574,4611,114384,5275,197676,7597,208157,7503,11426,1655,204546,7086,514652,10879,276014,8590,105660,5227,101693,4906,94271,4970,95921,4336,102707,5129,19873,null,null,5903,null,null,5409,null,null,4611,null,null,5275,null,null,7597,null,null,7503,null,null,1655,null,null,7086,null,null,10879,null,null,8590,null,null,5227,null,null,4906,null,null,4970,null,null,4336,null,null,5129,null,null,34
378233,9110,11881,2157,27898,2609,17948,2055,16359,2127,29595,2756,31969,2482,2060,577,35635,3206,56395,3866,59484,3856,17390,2434,18894,2251,19173,2255,10733,1384,22819,2208,9110,null,null,2157,null,null,2609,null,null,2055,null,null,2127,null,null,2756,null,null,2482,null,null,577,null,null,3206,null,null,3866,null,null,3856,null,null,2434,null,null,2251,null,null,2255,null,null,1384,null,null,2208,null,null,35
4867812,31361,212652,7554,241276,9004,145397,6290,283167,9176,467974,8129,274686,7139,34850,3037,436594,10203,913317,16009,538654,10566,281559,6815,280641,8857,331234,11077,197670,7322,228141,7632,31361,null,null,7554,null,null,9004,null,null,6290,null,null,9176,null,null,8129,null,null,7139,null,null,3037,null,null,10203,null,null,16009,null,null,10566,null,null,6815,null,null,8857,null,null,11077,null,null,7322,null,null,7632,null,null,36
2091105,20777,93766,5161,134497,5608,62713,4279,98888,4670,154279,5444,143123,5354,14456,2259,205115,7159,424588,10015,277228,7932,85528,5398,107164,5873,71216,4449,78312,4372,140232,6058,20777,null,null,5161,null,null,5608,null,null,4279,null,null,4670,null,null,5444,null,null,5354,null,null,2259,null,null,7159,null,null,10015,null,null,7932,null,null,5398,null,null,5873,null,null,4449,null,null,4372,null,null,6058,null,null,37
146323,4872,5550,1277,11450,1370,2763,750,4815,1102,6258,1144,7598,1961,588,303,19826,1695,28504,2393,30564,2583,3331,926,5078,1273,3790,966,4435,1172,11773,1534,4872,null,null,1277,null,null,1370,null,null,750,null,null,1102,null,null,1144,null,null,1961,null,null,303,null,null,1695,null,null,2393,null,null,2583,null,null,926,null,null,1273,null,null,966,null,null,1172,null,null,1534,null,null,38
2179681,20361,76647,3874,122643,5471,66424,3726,92011,4752,123865,5432,164501,7064,11444,1286,247831,8137,470287,9487,350417,8214,73306,3941,93734,4455,76691,4408,90933,4475,118947,4600,20361,null,null,3874,null,null,5471,null,null,3726,null,null,4752,null,null,5432,null,null,7064,null,null,1286,null,null,8137,null,null,9487,null,null,8214,null,null,3941,null,null,4455,null,null,4408,null,null,4475,null,null,4600,null,null,39
648665,11090,21010,2204,42563,2587,20850,2066,26518,2156,32398,2092,37534,2454,3897,835,69776,3362,144682,5216,118166,4489,17657,1983,28064,2069,17605,1893,26588,2582,41357,2491,11090,null,null,2204,null,null,2587,null,null,2066,null,null,2156,null,null,2092,null,null,2454,null,null,835,null,null,3362,null,null,5216,null,null,4489,null,null,1983,null,null,2069,null,null,1893,null,null,2582,null,null,2491,null,null,40
934530,13156,30525,2603,80360,4372,34080,2745,54351,3356,93165,4906,68113,4229,8535,1548,81895,3978,134496,5448,97330,4933,54093,3377,61746,3857,55463,4243,36582,3300,43796,3229,13156,null,null,2603,null,null,4372,null,null,2745,null,null,3356,null,null,4906,null,null,4229,null,null,1548,null,null,3978,null,null,5448,null,null,4933,null,null,3377,null,null,3857,null,null,4243,null,null,3300,null,null,3229,null,null,41
2747737,20961,119158,5584,168866,7005,91501,3992,134873,5229,184621,5847,194755,6630,17409,2218,292374,7782,532343,9938,406919,8567,112504,5208,131792,5148,95594,4646,113777,5607,151251,5850,20961,null,null,5584,null,null,7005,null,null,3992,null,null,5229,null,null,5847,null,null,6630,null,null,2218,null,null,7782,null,null,9938,null,null,8567,null,null,5208,null,null,5148,null,null,4646,null,null,5607,null,null,5850,null,null,42
250265,7406,11279,2048,14206,1670,7800,1263,16351,1760,21088,2464,17539,2000,2044,727,24036,2131,41634,3455,29791,2326,15210,1785,13525,2074,11056,1624,8004,1365,16702,2308,7406,null,null,2048,null,null,1670,null,null,1263,null,null,1760,null,null,2464,null,null,2000,null,null,727,null,null,2131,null,null,3455,null,null,2326,null,null,1785,null,null,2074,null,null,1624,null,null,1365,null,null,2308,null,null,44
922506,16150,31730,2679,54247,4262,29693,2889,44608,3731,56105,3998,64138,4062,4405,1034,81485,4441,210899,7259,148266,5908,36549,2697,47964,3302,27262,2914,30779,2903,54376,4222,16150,null,null,2679,null,null,4262,null,null,2889,null,null,3731,null,null,3998,null,null,4062,null,null,1034,null,null,4441,null,null,7259,null,null,5908,null,null,2697,null,null,3302,null,null,2914,null,null,2903,null,null,4222,null,null,45
163261,5430,4326,934,16545,1959,4268,813,6757,1113,9224,1524,7218,1358,480,255,21036,2007,29752,2493,33740,2807,4313,984,5972,1049,3406,874,5153,1143,11071,1444,5430,null,null,934,null,null,1959,null,null,813,null,null,1113,null,null,1524,null,null,1358,null,null,255,null,null,2007,null,null,2493,null,null,2807,null,null,984,null,null,1049,null,null,874,null,null,1143,null,null,1444,null,null,46
1182855,16415,39438,3234,77762,4614,36690,3134,53295,3944,62937,3603,76982,4896,8578,1421,129196,6219,264726,7790,167233,5953,46906,3868,60432,4055,43157,3512,47506,3311,68017,4183,16415,null,null,3234,null,null,4614,null,null,3134,null,null,3944,null,null,3603,null,null,4896,null,null,1421,null,null,6219,null,null,7790,null,null,5953,null,null,3868,null,null,4055,null,null,3512,null,null,3311,null,null,4183,null,null,47
5135687,37099,240953,8426,307435,10431,185124,8340,204907,6444,289254,9446,493020,14228,51118,3930,457374,12478,1206547,17070,649800,13687,168283,6749,221028,7975,164992,7522,201288,8022,294564,9639,37099,null,null,8426,null,null,10431,null,null,8340,null,null,6444,null,null,9446,null,null,14228,null,null,3930,null,null,12478,null,null,17070,null,null,13687,null,null,6749,null,null,7975,null,null,7522,null,null,8022,null,null,9639,null,null,48
580935,10217,26354,2290,33952,2941,17396,1593,26180,2064,41607,3555,40593,2912,5186,1071,58726,3875,110988,5472,82072,4503,29762,2767,20045,2094,23036,2021,21987,2276,43051,2767,10217,null,null,2290,null,null,2941,null,null,1593,null,null,2064,null,null,3555,null,null,2912,null,null,1071,null,null,3875,null,null,5472,null,null,4503,null,null,2767,null,null,2094,null,null,2021,null,null,2276,null,null,2767,null,null,49
159855,4939,4620,996,14914,1667,5354,953,10057,1125,16402,1579,10021,1437,1561,525,12151,1193,22458,1871,19912,2251,12297,1406,10326,1211,7858,1156,4239,820,7685,1091,4939,null,null,996,null,null,1667,null,null,953,null,null,1125,null,null,1579,null,null,1437,null,null,525,null,null,1193,null,null,1871,null,null,2251,null,null,1406,null,null,1211,null,null,1156,null,null,820,null,null,1091,null,null,50
2178685,21913,136067,5601,126810,5370,72439,4186,109904,5012,229039,7684,183800,6620,19301,1915,171380,6491,405473,9727,210979,6790,111606,5041,129099,5423,75247,4410,72671,4204,124870,5261,21913,null,null,5601,null,null,5370,null,null,4186,null,null,5012,null,null,7684,null,null,6620,null,null,1915,null,null,6491,null,null,9727,null,null,6790,null,null,5041,null,null,5423,null,null,4410,null,null,4204,null,null,5261,null,null,51
1755710,17017,101795,5011,129161,5441,58346,3849,84410,5216,153910,5430,172091,5964,15719,1895,152394,5159,285501,8554,186850,6086,84918,4762,100367,4698,79914,4271,63685,3962,86649,4238,17017,null,null,5011,null,null,5441,null,null,3849,null,null,5216,null,null,5430,null,null,5964,null,null,1895,null,null,5159,null,null,8554,null,null,6086,null,null,4762,null,null,4698,null,null,4271,null,null,3962,null,null,4238,null,null,53
268757,8999,7893,1557,18096,2278,7401,1204,13571,1614,11418,1693,15246,1849,1453,577,34796,2870,51593,3402,56369,4107,7201,1250,11725,1627,7065,1151,6234,1242,18696,1935,8999,null,null,1557,null,null,2278,null,null,1204,null,null,1614,null,null,1693,null,null,1849,null,null,577,null,null,2870,null,null,3402,null,null,4107,null,null,1250,null,null,1627,null,null,1151,null,null,1242,null,null,1935,null,null,54
1160175,13413,41588,2854,93527,3781,33781,2720,50275,2743,72389,3486,74666,3374,4618,851,133290,4634,219188,7304,191324,5905,42014,3068,40961,2477,44008,3092,48771,3219,69775,3482,13413,null,null,2854,null,null,3781,null,null,2720,null,null,2743,null,null,3486,null,null,3374,null,null,851,null,null,4634,null,null,7304,null,null,5905,null,null,3068,null,null,2477,null,null,3092,null,null,3219,null,null,3482,null,null,55
105917,4762,2630,906,11397,1447,5555,1227,3293,930,6567,1538,7217,1151,42,66,13783,2353,14993,2368,19376,2122,4005,1071,4290,1100,2433,816,3453,1142,6883,1425,4762,null,null,906,null,null,1447,null,null,1227,null,null,930,null,null,1538,null,null,1151,null,null,66,null,null,2353,null,null,2368,null,null,2122,null,null,1071,null,null,1100,null,null,816,null,null,1142,null,null,1425,null,null,56
599891,14150,16339,2014,35038,3236,26812,2712,23030,2714,24589,2339,28538,2995,1931,595,60478,3746,186723,7488,112736,5259,4715,1087,16703,2276,11516,1633,12139,2341,38604,3451,14150,null,null,2014,null,null,3236,null,null,2712,null,null,2714,null,null,2339,null,null,2995,null,null,595,null,null,3746,null,null,7488,null,null,5259,null,null,1087,null,null,2276,null,null,1633,null,null,2341,null,null,3451,null,null,72
815522,14386,31986,2968,46279,3626,22026,2642,31413,2978,36661,2919,64649,4596,3983,874,84646,5015,193553,7801,137414,6438,23666,2350,35109,2782,23181,2540,24089,2525,56867,3295,14386,null,null,2968,null,null,3626,null,null,2642,null,null,2978,null,null,2919,null,null,4596,null,null,874,null,null,5015,null,null,7801,null,null,6438,null,null,2350,null,null,2782,null,null,2540,null,null,2525,null,null,3295,null,null,01
141577,5260,4230,971,15010,2108,6162,1145,7042,1224,11156,1757,10105,1526,832,408,14711,1790,20725,2275,18393,1961,5894,1004,8941,1593,4857,1120,3985,1126,9534,1384,5260,null,null,971,null,null,2108,null,null,1145,null,null,1224,null,null,1757,null,null,1526,null,null,408,null,null,1790,null,null,2275,null,null,1961,null,null,1004,null,null,1593,null,null,1120,null,null,1126,null,null,1384,null,null,02
1335894,17054,52914,3755,75807,4143,40708,2924,63058,3860,90255,4757,107815,4936,10145,1348,139304,5604,285611,7820,192801,7395,46642,3418,55736,3911,46549,3225,51416,3744,77133,5256,17054,null,null,3755,null,null,4143,null,null,2924,null,null,3860,null,null,4757,null,null,4936,null,null,1348,null,null,5604,null,null,7820,null,null,7395,null,null,3418,null,null,3911,null,null,3225,null,null,3744,null,null,5256,null,null,04
445833,10983,17236,2231,29962,2769,12469,1715,18638,2380,22520,2273,21318,2314,2526,980,50278,3619,90440,4924,93667,4644,11730,1870,22358,2525,10025,1847,16010,2257,26656,2740,10983,null,null,2231,null,null,2769,null,null,1715,null,null,2380,null,null,2273,null,null,2314,null,null,980,null,null,3619,null,null,4924,null,null,4644,null,null,1870,null,null,2525,null,null,1847,null,null,2257,null,null,2740,null,null,05
8660470,37042,463291,10902,578807,11997,278861,7629,453449,11480,861581,14517,877949,14789,61652,4196,692652,13398,1588566,17933,573158,11402,430150,10663,491318,10818,500208,11135,372694,11451,436134,10226,37042,null,null,10902,null,null,11997,null,null,7629,null,null,11480,null,null,14517,null,null,14789,null,null,4196,null,null,13398,null,null,17933,null,null,11402,null,null,10663,null,null,10818,null,null,11135,null,null,11451,null,null,10226,null,null,06
1492881,14649,73046,3934,115270,5402,58864,3733,79839,4627,114332,5142,123595,5881,14408,1807,116557,4820,294260,8880,153462,5619,64848,3451,71143,3872,62507,3574,67496,3575,83254,4361,14649,null,null,3934,null,null,5402,null,null,3733,null,null,4627,null,null,5142,null,null,5881,null,null,1807,null,null,4820,null,null,8880,null,null,5619,null,null,3451,null,null,3872,null,null,3574,null,null,3575,null,null,4361,null,null,08
953588,10738,40280,3479,55400,3247,29342,2558,56563,3044,94055,4409,72883,3864,3996,972,76857,4053,192230,6286,104532,4288,55172,2986,53254,3471,42938,3142,33428,2723,42658,3279,10738,null,null,3479,null,null,3247,null,null,2558,null,null,3044,null,null,4409,null,null,3864,null,null,972,null,null,4053,null,null,6286,null,null,4288,null,null,2986,null,null,3471,null,null,3142,null,null,2723,null,null,3279,null,null,09
205069,6944,8123,1311,11580,1886,10403,1724,8555,1688,15443,2124,17930,1963,1977,772,20035,2477,43875,3297,29968,2437,7137,1268,9447,1568,5155,1083,4083,919,11358,1689,6944,null,null,1311,null,null,1886,null,null,1724,null,null,1688,null,null,2124,null,null,1963,null,null,772,null,null,2477,null,null,3297,null,null,2437,null,null,1268,null,null,1568,null,null,1083,null,null,919,null,null,1689,null,null,10
272875,5107,11880,1720,12621,1676,7151,1213,12971,1447,67111,3682,12307,1312,2834,706,11014,1899,38504,2928,11951,1459,21312,1967,21896,2109,12403,1932,16384,1838,12536,2213,5107,null,null,1720,null,null,1676,null,null,1213,null,null,1447,null,null,3682,null,null,1312,null,null,706,null,null,1899,null,null,2928,null,null,1459,null,null,1967,null,null,2109,null,null,1932,null,null,1838,null,null,2213,null,null,11
