B08015_001E,B08015_001M,B08015_002E,B08015_002M,B08015_003E,B08015_003M,B08015_001M,B08015_001EA,B08015_001MA,B08015_002M,B08015_002EA,B08015_002MA,B08015_003M,B08015_003EA,B08015_003MA,state
7595975,34308,3975390,24406,3620585,22356,34308,null,null,24406,null,null,22356,null,null,12
3915495,24523,2032595,13245,1882900,19615,24523,null,null,13245,null,null,19615,null,null,13
516555,8367,288430,5643,228125,5391,8367,null,null,5643,null,null,5391,null,null,15
629470,9741,344550,6971,284920,6615,9741,null,null,6971,null,null,6615,null,null,16
4695630,21308,2478200,14034,2217435,15516,21308,null,null,14034,null,null,15516,null,null,17
2706735,16153,1414950,11038,1291785,12218,16153,null,null,11038,null,null,12218,null,null,18
1344830,10770,708710,7832,636125,7238,10770,null,null,7832,null,null,7238,null,null,19
1225430,11131,650735,7600,574700,7497,11131,null,null,7600,null,null,7497,null,null,20
1664190,12296,866435,8946,797755,9692,12296,null,null,8946,null,null,9692,null,null,21
1740530,15085,886655,11396,853875,9908,15085,null,null,11396,null,null,9908,null,null,22
537565,7163,271260,5769,266310,4916,7163,null,null,5769,null,null,4916,null,null,23
2370860,17020,1217490,12120,1153370,12695,17020,null,null,12120,null,null,12695,null,null,24
2578660,17242,1319605,12253,1259055,9924,17242,null,null,12253,null,null,9924,null,null,25
3881595,18525,2022450,13503,1859140,12858,18525,null,null,13503,null,null,12858,null,null,26
2344560,11816,1228340,8498,1116220,8791,11816,null,null,8498,null,null,8791,null,null,27
1081825,14590,547570,8657,534255,10695,14590,null,null,8657,null,null,10695,null,null,28
2454800,16838,1263485,10059,1191315,11600,16838,null,null,10059,null,null,11600,null,null,29
396815,6630,206660,4896,190155,4472,6630,null,null,4896,null,null,4472,null,null,30
838290,8225,442610,4981,395680,5567,8225,null,null,4981,null,null,5567,null,null,31
1130380,11254,607435,8026,522945,8061,11254,null,null,8026,null,null,8061,null,null,32
590310,7018,304220,5073,286095,5210,7018,null,null,5073,null,null,5210,null,null,33
3224665,20624,1696700,14258,1527965,12682,20624,null,null,14258,null,null,12682,null,null,34
738815,8866,382695,6582,356120,6035,8866,null,null,6582,null,null,6035,null,null,35
5158555,26560,2746060,18730,2412500,18433,26560,null,null,18730,null,null,18433,null,null,36
3952460,19226,2049475,14393,1902985,14896,19226,null,null,14393,null,null,14896,null,null,37
343205,5223,188465,3071,154740,4090,5223,null,null,3071,null,null,4090,null,null,38
4699155,24570,2437890,17038,2261265,15211,24570,null,null,17038,null,null,15211,null,null,39
1502645,11020,801435,7155,701210,7791,11020,null,null,7155,null,null,7791,null,null,40
1458965,13520,775950,9905,683015,9429,13520,null,null,9905,null,null,9429,null,null,41
4776500,22350,2504105,16502,2272390,14210,22350,null,null,16502,null,null,14210,null,null,42
429100,6663,222410,4987,206690,4554,6663,null,null,4987,null,null,4554,null,null,44
1922975,18206,984100,11321,938875,13135,18206,null,null,11321,null,null,13135,null,null,45
360525,5625,191525,4042,169000,3321,5625,null,null,4042,null,null,3321,null,null,46
2606310,17421,1371780,13382,1234525,12255,17421,null,null,13382,null,null,12255,null,null,47
10871625,38862,5923240,26312,4948380,27670,38862,null,null,26312,null,null,27670,null,null,48
1158595,11259,652920,7199,505675,7946,11259,null,null,7199,null,null,7946,null,null,49
252005,4601,128120,2765,123885,3150,4601,null,null,2765,null,null,3150,null,null,50
3368175,16868,1765860,10437,1602315,14135,16868,null,null,10437,null,null,14135,null,null,51
2646610,17078,1428820,13236,1217795,11892,17078,null,null,13236,null,null,11892,null,null,53
623000,8757,321220,5886,301780,6636,8757,null,null,5886,null,null,6636,null,null,54
2462880,13443,1286265,8639,1176610,10021,13443,null,null,8639,null,null,10021,null,null,55
232340,4902,124110,4066,108230,3551,4902,null,null,4066,null,null,3551,null,null,56
883555,13255,467085,7817,416470,9266,13255,null,null,7817,null,null,9266,null,null,72
1843160,16535,953760,9800,889405,12424,16535,null,null,9800,null,null,12424,null,null,01
270190,5531,149020,4600,121170,3622,5531,null,null,4600,null,null,3622,null,null,02
2437835,18809,1306305,13389,1131525,12194,18809,null,null,13389,null,null,12194,null,null,04
1108460,12430,576020,8696,532440,8727,12430,null,null,8696,null,null,8727,null,null,05
14005710,44701,7702625,32627,6303085,30074,44701,null,null,32627,null,null,30074,null,null,06
2220865,15342,1207880,10857,1012985,9487,15342,null,null,10857,null,null,9487,null,null,08
1454380,12681,747470,9218,706905,7939,12681,null,null,9218,null,null,7939,null,null,09
373765,6781,189795,4736,183970,5218,6781,null,null,4736,null,null,5218,null,null,10
127740,5908,64885,4039,62860,3663,5908,null,null,4039,null,null,3663,null,null,11
