C17017_001E,C17017_001M,C17017_002E,C17017_002M,C17017_003E,C17017_003M,C17017_004E,C17017_004M,C17017_005E,C17017_005M,C17017_006E,C17017_006M,C17017_007E,C17017_007M,C17017_008E,C17017_008M,C17017_009E,C17017_009M,C17017_010E,C17017_010M,C17017_011E,C17017_011M,C17017_012E,C17017_012M,C17017_013E,C17017_013M,C17017_014E,C17017_014M,C17017_015E,C17017_015M,C17017_016E,C17017_016M,C17017_017E,C17017_017M,C17017_018E,C17017_018M,C17017_019E,C17017_019M,C17017_001M,C17017_001EA,C17017_001MA,C17017_002M,C17017_002EA,C17017_002MA,C17017_003M,C17017_003EA,C17017_003MA,C17017_004M,C17017_004EA,C17017_004MA,C17017_005M,C17017_005EA,C17017_005MA,C17017_006M,C17017_006EA,C17017_006MA,C17017_007M,C17017_007EA,C17017_007MA,C17017_008M,C17017_008EA,C17017_008MA,C17017_009M,C17017_009EA,C17017_009MA,C17017_010M,C17017_010EA,C17017_010MA,C17017_011M,C17017_011EA,C17017_011MA,C17017_012M,C17017_012EA,C17017_012MA,C17017_013M,C17017_013EA,C17017_013MA,C17017_014M,C17017_014EA,C17017_014MA,C17017_015M,C17017_015EA,C17017_015MA,C17017_016M,C17017_016EA,C17017_016MA,C17017_017M,C17017_017EA,C17017_017MA,C17017_018M,C17017_018EA,C17017_018MA,C17017_019M,C17017_019EA,C17017_019MA,state
531660,5774,67259,4072,25210,2646,10358,1600,14852,2011,3956,1050,10896,1583,42049,2782,16992,1828,25057,2369,464401,6116,304344,6105,246145,5805,58199,3303,20454,2296,37745,2406,160057,5622,72075,4043,87982,4068,5774,null,null,4072,null,null,2646,null,null,1600,null,null,2011,null,null,1050,null,null,1583,null,null,2782,null,null,1828,null,null,2369,null,null,6116,null,null,6105,null,null,5805,null,null,3303,null,null,2296,null,null,2406,null,null,5622,null,null,4043,null,null,4068,null,null,23
2194657,9484,207780,5893,92359,4595,27614,2556,64745,4252,10936,1947,53809,3961,115421,5342,45724,3730,69697,4564,1986877,10014,1366594,11214,1012288,11523,354306,10175,100425,5561,253881,8239,620283,9748,274966,7846,345317,6384,9484,null,null,5893,null,null,4595,null,null,2556,null,null,4252,null,null,1947,null,null,3961,null,null,5342,null,null,3730,null,null,4564,null,null,10014,null,null,11214,null,null,11523,null,null,10175,null,null,5561,null,null,8239,null,null,9748,null,null,7846,null,null,6384,null,null,24
2579398,8290,283877,7483,119222,5232,34154,2758,85068,4311,11598,2052,73470,4200,164655,4986,64698,4142,99957,4012,2295521,10373,1514439,12232,1160572,12326,353867,8852,104138,5107,249729,8065,781082,11663,360056,8395,421026,7770,8290,null,null,7483,null,null,5232,null,null,2758,null,null,4311,null,null,2052,null,null,4200,null,null,4986,null,null,4142,null,null,4012,null,null,10373,null,null,12232,null,null,12326,null,null,8852,null,null,5107,null,null,8065,null,null,11663,null,null,8395,null,null,7770,null,null,25
3884153,13696,542933,8986,251751,5912,87195,3529,164556,5607,28245,2752,136311,5043,291182,8373,130931,5615,160251,5385,3341220,14603,2224844,14012,1732239,13073,492605,9627,151717,5863,340888,8273,1116376,11849,540512,8949,575864,8397,13696,null,null,8986,null,null,5912,null,null,3529,null,null,5607,null,null,2752,null,null,5043,null,null,8373,null,null,5615,null,null,5385,null,null,14603,null,null,14012,null,null,13073,null,null,9627,null,null,5863,null,null,8273,null,null,11849,null,null,8949,null,null,8397,null,null,26
2148725,7378,205450,5315,80100,3223,29148,2537,50952,3187,6866,1141,44086,3244,125350,4640,53174,2660,72176,3303,1943275,9075,1287004,9285,1052419,10871,234585,6017,87575,4269,147010,4437,656271,9621,316234,6495,340037,6864,7378,null,null,5315,null,null,3223,null,null,2537,null,null,3187,null,null,1141,null,null,3244,null,null,4640,null,null,2660,null,null,3303,null,null,9075,null,null,9285,null,null,10871,null,null,6017,null,null,4269,null,null,4437,null,null,9621,null,null,6495,null,null,6864,null,null,27
1091245,8803,218100,6999,120336,6510,35313,3094,85023,5388,7783,1660,77240,5103,97764,5155,42284,3374,55480,3544,873145,9006,610383,10106,454421,10134,155962,6498,39602,3216,116360,6010,262762,8167,128764,6682,133998,5977,8803,null,null,6999,null,null,6510,null,null,3094,null,null,5388,null,null,1660,null,null,5103,null,null,5155,null,null,3374,null,null,3544,null,null,9006,null,null,10106,null,null,10134,null,null,6498,null,null,3216,null,null,6010,null,null,8167,null,null,6682,null,null,5977,null,null,28
2372190,10844,319325,8114,149358,5465,54379,3311,94979,4830,17660,2279,77319,4561,169967,5742,68298,3659,101669,5274,2052865,13018,1377991,12119,1084756,12430,293235,9114,91078,4514,202157,7479,674874,10534,319564,7170,355310,7619,10844,null,null,8114,null,null,5465,null,null,3311,null,null,4830,null,null,2279,null,null,4561,null,null,5742,null,null,3659,null,null,5274,null,null,13018,null,null,12119,null,null,12430,null,null,9114,null,null,4514,null,null,7479,null,null,10534,null,null,7170,null,null,7619,null,null,29
416125,4426,54484,3764,20634,2259,9773,1534,10861,1516,2054,493,8807,1374,33850,3213,15007,2057,18843,2295,361641,4958,236815,4995,197902,5241,38913,2623,14701,1791,24212,2468,124826,4869,64087,3734,60739,3969,4426,null,null,3764,null,null,2259,null,null,1534,null,null,1516,null,null,493,null,null,1374,null,null,3213,null,null,2057,null,null,2295,null,null,4958,null,null,4995,null,null,5241,null,null,2623,null,null,1791,null,null,2468,null,null,4869,null,null,3734,null,null,3969,null,null,30
747562,4452,86487,4139,35279,3116,12631,1770,22648,2403,3404,835,19244,2277,51208,3134,20932,2308,30276,2237,661075,5166,441157,5177,356622,5685,84535,3972,25834,2289,58701,3221,219918,6248,109587,4826,110331,3627,4452,null,null,4139,null,null,3116,null,null,1770,null,null,2403,null,null,835,null,null,2277,null,null,3134,null,null,2308,null,null,2237,null,null,5166,null,null,5177,null,null,5685,null,null,3972,null,null,2289,null,null,3221,null,null,6248,null,null,4826,null,null,3627,null,null,31
1055158,6433,136087,6176,68432,4469,26385,2463,42047,3375,6411,1082,35636,3103,67655,4050,31028,2865,36627,2844,919071,8560,602536,8939,442629,8453,159907,5998,58464,4072,101443,4785,316535,8085,170487,5771,146048,5281,6433,null,null,6176,null,null,4469,null,null,2463,null,null,3375,null,null,1082,null,null,3103,null,null,4050,null,null,2865,null,null,2844,null,null,8560,null,null,8939,null,null,8453,null,null,5998,null,null,4072,null,null,4785,null,null,8085,null,null,5771,null,null,5281,null,null,32
520643,5191,39207,3479,13796,1974,4982,1281,8814,1761,1982,948,6832,1440,25411,2858,10412,1913,14999,1951,481436,6058,329116,5686,266476,5728,62640,3999,21164,2305,41476,3409,152320,4964,74402,4105,77918,3142,5191,null,null,3479,null,null,1974,null,null,1281,null,null,1761,null,null,948,null,null,1440,null,null,2858,null,null,1913,null,null,1951,null,null,6058,null,null,5686,null,null,5728,null,null,3999,null,null,2305,null,null,3409,null,null,4964,null,null,4105,null,null,3142,null,null,33
3194519,10274,334002,9658,166157,6870,58203,3376,107954,5389,17320,2052,90634,4861,167845,6209,63314,3957,104531,4784,2860517,13850,2030993,14878,1565471,13768,465522,10922,137113,6377,328409,8491,829524,13007,375608,9409,453916,9116,10274,null,null,9658,null,null,6870,null,null,3376,null,null,5389,null,null,2052,null,null,4861,null,null,6209,null,null,3957,null,null,4784,null,null,13850,null,null,14878,null,null,13768,null,null,10922,null,null,6377,null,null,8491,null,null,13007,null,null,9409,null,null,9116,null,null,34
758364,6296,137077,5610,73619,4140,27437,2691,46182,3470,8583,1533,37599,3550,63458,3752,29334,2689,34124,2771,621287,6896,407508,7211,306829,7239,100679,4676,32468,2625,68211,3853,213779,5379,108499,4474,105280,4031,6296,null,null,5610,null,null,4140,null,null,2691,null,null,3470,null,null,1533,null,null,3550,null,null,3752,null,null,2689,null,null,2771,null,null,6896,null,null,7211,null,null,7239,null,null,4676,null,null,2625,null,null,3853,null,null,5379,null,null,4474,null,null,4031,null,null,35
7209054,17665,1037416,15197,495440,10667,187018,6029,308422,8672,49184,3612,259238,7982,541976,11585,217217,7846,324759,8371,6171638,22924,4046143,21981,2972730,19275,1073413,15843,314979,9575,758434,13128,2125495,19117,979796,13809,1145699,13760,17665,null,null,15197,null,null,10667,null,null,6029,null,null,8672,null,null,3612,null,null,7982,null,null,11585,null,null,7846,null,null,8371,null,null,22924,null,null,21981,null,null,19275,null,null,15843,null,null,9575,null,null,13128,null,null,19117,null,null,13809,null,null,13760,null,null,36
3882423,16063,562776,11771,285717,8541,96362,4882,189355,7089,30331,3069,159024,6657,277059,8102,116717,5708,160342,5201,3319647,17922,2256946,18495,1768093,17568,488853,10784,138288,6484,350565,8000,1062701,15328,491376,11434,571325,10990,16063,null,null,11771,null,null,8541,null,null,4882,null,null,7089,null,null,3069,null,null,6657,null,null,8102,null,null,5708,null,null,5201,null,null,17922,null,null,18495,null,null,17568,null,null,10784,null,null,6484,null,null,8000,null,null,15328,null,null,11434,null,null,10990,null,null,37
315134,3356,34582,2862,11802,1859,4188,935,7614,1585,1486,591,6128,1424,22780,2145,12298,1691,10482,1350,280552,4184,173102,4879,146129,4236,26973,2382,10554,1630,16419,2000,107450,4098,58847,3370,48603,2878,3356,null,null,2862,null,null,1859,null,null,935,null,null,1585,null,null,591,null,null,1424,null,null,2145,null,null,1691,null,null,1350,null,null,4184,null,null,4879,null,null,4236,null,null,2382,null,null,1630,null,null,2000,null,null,4098,null,null,3370,null,null,2878,null,null,38
4624669,14929,657350,12616,306876,9956,90215,4293,216661,8748,35960,3176,180701,7496,350474,9391,152767,5736,197707,6370,3967319,17982,2622785,15165,2031401,16852,591384,11005,185553,7392,405831,9448,1344534,15007,652298,10464,692236,9831,14929,null,null,12616,null,null,9956,null,null,4293,null,null,8748,null,null,3176,null,null,7496,null,null,9391,null,null,5736,null,null,6370,null,null,17982,null,null,15165,null,null,16852,null,null,11005,null,null,7392,null,null,9448,null,null,15007,null,null,10464,null,null,9831,null,null,39
1469342,7193,227405,5678,110695,3985,39233,2560,71462,3208,12100,1582,59362,3060,116710,4668,52531,3022,64179,3281,1241937,8198,851036,8243,670864,8342,180172,4678,63978,3122,116194,4278,390901,7940,190652,5712,200249,5262,7193,null,null,5678,null,null,3985,null,null,2560,null,null,3208,null,null,1582,null,null,3060,null,null,4668,null,null,3022,null,null,3281,null,null,8198,null,null,8243,null,null,8342,null,null,4678,null,null,3122,null,null,4278,null,null,7940,null,null,5712,null,null,5262,null,null,40
1571678,6691,197126,6526,84674,5250,34852,3156,49822,3817,8056,1305,41766,3610,112452,4889,47523,3347,64929,3521,1374552,8711,911075,10222,731302,9901,179773,7063,62119,4599,117654,6235,463477,10022,210709,7327,252768,8017,6691,null,null,6526,null,null,5250,null,null,3156,null,null,3817,null,null,1305,null,null,3610,null,null,4889,null,null,3347,null,null,3521,null,null,8711,null,null,10222,null,null,9901,null,null,7063,null,null,4599,null,null,6235,null,null,10022,null,null,7327,null,null,8017,null,null,41
4937771,13721,605827,10790,271489,7393,91470,4270,180019,6253,31328,2494,148691,5822,334338,9276,135614,6015,198724,6634,4331944,16971,2879074,16305,2250091,15420,628983,9969,197841,6057,431142,9603,1452870,13941,679762,10628,773108,9854,13721,null,null,10790,null,null,7393,null,null,4270,null,null,6253,null,null,2494,null,null,5822,null,null,9276,null,null,6015,null,null,6634,null,null,16971,null,null,16305,null,null,15420,null,null,9969,null,null,6057,null,null,9603,null,null,13941,null,null,10628,null,null,9854,null,null,42
408239,4139,56288,3955,22777,2508,7105,1390,15672,1987,1919,599,13753,2016,33511,3391,14096,2162,19415,2384,351951,4863,224671,5361,165401,5620,59270,3843,16108,1996,43162,3495,127280,4854,59876,3456,67404,3157,4139,null,null,3955,null,null,2508,null,null,1390,null,null,1987,null,null,599,null,null,2016,null,null,3391,null,null,2162,null,null,2384,null,null,4863,null,null,5361,null,null,5620,null,null,3843,null,null,1996,null,null,3495,null,null,4854,null,null,3456,null,null,3157,null,null,44
1877887,10574,280766,7343,132464,5943,39990,3400,92474,5029,13800,2159,78674,4737,148302,5792,61248,3800,87054,4722,1597121,12323,1092231,13056,832191,11392,260040,9527,71239,4785,188801,7948,504890,11858,235788,8243,269102,7595,10574,null,null,7343,null,null,5943,null,null,3400,null,null,5029,null,null,2159,null,null,4737,null,null,5792,null,null,3800,null,null,4722,null,null,12323,null,null,13056,null,null,11392,null,null,9527,null,null,4785,null,null,7948,null,null,11858,null,null,8243,null,null,7595,null,null,45
334003,3659,39218,2527,17311,1573,5712,943,11599,1360,2071,577,9528,1268,21907,2130,8932,1269,12975,1741,294785,4167,192675,3965,158803,4014,33872,2677,12360,1552,21512,2162,102110,3630,53036,2701,49074,2251,3659,null,null,2527,null,null,1573,null,null,943,null,null,1360,null,null,577,null,null,1268,null,null,2130,null,null,1269,null,null,1741,null,null,4167,null,null,3965,null,null,4014,null,null,2677,null,null,1552,null,null,2162,null,null,3630,null,null,2701,null,null,2251,null,null,46
2556332,11690,388050,9376,193414,7149,69142,4400,124272,6292,21848,2550,102424,5681,194636,6138,82469,4564,112167,4352,2168282,13087,1477191,13470,1154051,13097,323140,8762,92839,4796,230301,7471,691091,11271,330060,9027,361031,7838,11690,null,null,9376,null,null,7149,null,null,4400,null,null,6292,null,null,2550,null,null,5681,null,null,6138,null,null,4564,null,null,4352,null,null,13087,null,null,13470,null,null,13097,null,null,8762,null,null,4796,null,null,7471,null,null,11271,null,null,9027,null,null,7838,null,null,47
9535612,20125,1368814,18790,795202,13310,322572,10996,472630,10771,71237,4626,401393,10167,573612,12900,240125,8074,333487,8879,8166798,27772,5807013,28785,4434725,27853,1372288,21696,426528,13281,945760,16856,2359785,24126,1201334,17702,1158451,17651,20125,null,null,18790,null,null,13310,null,null,10996,null,null,10771,null,null,4626,null,null,10167,null,null,12900,null,null,8074,null,null,8879,null,null,27772,null,null,28785,null,null,27853,null,null,21696,null,null,13281,null,null,16856,null,null,24126,null,null,17702,null,null,17651,null,null,48
943147,4975,95286,4672,51170,3459,25117,2239,26053,2772,4298,1294,21755,2519,44116,3192,18335,2195,25781,2366,847861,5996,659954,7820,553015,8290,106939,5587,38505,3654,68434,3958,187907,6529,94704,4496,93203,4134,4975,null,null,4672,null,null,3459,null,null,2239,null,null,2772,null,null,1294,null,null,2519,null,null,3192,null,null,2195,null,null,2366,null,null,5996,null,null,7820,null,null,8290,null,null,5587,null,null,3654,null,null,3958,null,null,6529,null,null,4496,null,null,4134,null,null,49
254851,2815,29957,2358,11826,1611,4269,729,7557,1481,1243,612,6314,1489,18131,1755,7748,1287,10383,1381,224894,3393,142595,3595,116033,3569,26562,2267,9856,1676,16706,1547,82299,3089,35314,2065,46985,2722,2815,null,null,2358,null,null,1611,null,null,729,null,null,1481,null,null,612,null,null,1489,null,null,1755,null,null,1287,null,null,1381,null,null,3393,null,null,3595,null,null,3569,null,null,2267,null,null,1676,null,null,1547,null,null,3089,null,null,2065,null,null,2722,null,null,50
3120692,13161,337110,10104,156560,6799,52756,3863,103804,5584,17384,2414,86420,4878,180550,6895,74907,4835,105643,5347,2783582,15664,1906489,16860,1504780,15654,401709,10565,118496,5846,283213,8906,877093,13686,406393,8740,470700,9188,13161,null,null,10104,null,null,6799,null,null,3863,null,null,5584,null,null,2414,null,null,4878,null,null,6895,null,null,4835,null,null,5347,null,null,15664,null,null,16860,null,null,15654,null,null,10565,null,null,5846,null,null,8906,null,null,13686,null,null,8740,null,null,9188,null,null,51
2768076,8506,297551,8115,127482,5325,52255,3341,75227,4715,14967,2126,60260,4526,170069,6213,73107,4420,96962,4773,2470525,10788,1656561,12643,1336617,11978,319944,8165,110008,4963,209936,7040,813964,10365,404951,7782,409013,7601,8506,null,null,8115,null,null,5325,null,null,3341,null,null,4715,null,null,2126,null,null,4526,null,null,6213,null,null,4420,null,null,4773,null,null,10788,null,null,12643,null,null,11978,null,null,8165,null,null,4963,null,null,7040,null,null,10365,null,null,7782,null,null,7601,null,null,53
722125,5656,126652,5285,60187,3948,23503,2391,36684,3102,6577,1310,30107,2900,66465,3847,28200,2930,38265,2959,595473,6678,407209,6986,323592,6177,83617,4613,26582,2412,57035,3564,188264,5655,90558,3928,97706,4387,5656,null,null,5285,null,null,3948,null,null,2391,null,null,3102,null,null,1310,null,null,2900,null,null,3847,null,null,2930,null,null,2959,null,null,6678,null,null,6986,null,null,6177,null,null,4613,null,null,2412,null,null,3564,null,null,5655,null,null,3928,null,null,4387,null,null,54
2326998,7745,266155,7794,112239,5484,36710,2523,75529,4644,15254,1808,60275,3687,153916,5400,70804,3861,83112,4200,2060843,9124,1348683,10858,1092649,11647,256034,6617,89960,4094,166074,6061,712160,9987,351763,7301,360397,6614,7745,null,null,7794,null,null,5484,null,null,2523,null,null,4644,null,null,1808,null,null,3687,null,null,5400,null,null,3861,null,null,4200,null,null,9124,null,null,10858,null,null,11647,null,null,6617,null,null,4094,null,null,6061,null,null,9987,null,null,7301,null,null,6614,null,null,55
223619,4088,24696,2351,9154,1441,4569,1133,4585,1066,376,255,4209,1030,15542,1865,8050,1324,7492,1348,198923,4215,136370,3906,112469,4150,23901,2626,10578,1821,13323,1657,62553,4011,34039,2958,28514,2506,4088,null,null,2351,null,null,1441,null,null,1133,null,null,1066,null,null,255,null,null,1030,null,null,1865,null,null,1324,null,null,1348,null,null,4215,null,null,3906,null,null,4150,null,null,2626,null,null,1821,null,null,1657,null,null,4011,null,null,2958,null,null,2506,null,null,56
1208438,9900,532907,10066,329347,7759,123632,4152,205715,7362,37386,3318,168329,6772,203560,6703,80274,3815,123286,5270,675531,10394,506985,8881,340540,7947,166445,5625,44325,3250,122120,5279,168546,6526,73762,3755,94784,4476,9900,null,null,10066,null,null,7759,null,null,4152,null,null,7362,null,null,3318,null,null,6772,null,null,6703,null,null,3815,null,null,5270,null,null,10394,null,null,8881,null,null,7947,null,null,5625,null,null,3250,null,null,5279,null,null,6526,null,null,3755,null,null,4476,null,null,72
1852518,12189,319481,9007,153533,6747,50835,3482,102698,5618,14974,2257,87724,4979,165948,6231,70118,4141,95830,5229,1533037,12822,1054829,12563,813495,11349,241334,8111,66086,3751,175248,7091,478208,10841,225263,7064,252945,8150,12189,null,null,9007,null,null,6747,null,null,3482,null,null,5618,null,null,2257,null,null,4979,null,null,6231,null,null,4141,null,null,5229,null,null,12822,null,null,12563,null,null,11349,null,null,8111,null,null,3751,null,null,7091,null,null,10841,null,null,7064,null,null,8150,null,null,01
248468,2841,21255,2252,11031,1425,3459,733,7572,1267,1714,571,5858,1178,10224,1652,6047,1165,4177,1007,227213,3160,153071,3995,118709,3785,34362,2942,12680,1622,21682,2287,74142,3831,40558,2705,33584,2515,2841,null,null,2252,null,null,1425,null,null,733,null,null,1267,null,null,571,null,null,1178,null,null,1652,null,null,1165,null,null,1007,null,null,3160,null,null,3995,null,null,3785,null,null,2942,null,null,1622,null,null,2287,null,null,3831,null,null,2705,null,null,2515,null,null,02
2519052,11479,373891,8520,196536,6247,83947,4474,112589,4577,23775,2545,88814,4004,177355,6301,83118,4211,94237,5186,2145161,13450,1452203,12382,1110238,12256,341965,9523,113734,4887,228231,8273,692958,10502,343925,7395,349033,6734,11479,null,null,8520,null,null,6247,null,null,4474,null,null,4577,null,null,2545,null,null,4004,null,null,6301,null,null,4211,null,null,5186,null,null,13450,null,null,12382,null,null,12256,null,null,9523,null,null,4887,null,null,8273,null,null,10502,null,null,7395,null,null,6734,null,null,04
1142718,7341,192227,7458,92514,4600,33989,3299,58525,3796,8538,1561,49987,3426,99713,5608,42872,3436,56841,4114,950491,8527,655403,8698,516008,8789,139395,6477,38683,3308,100712,5134,295088,8849,143121,6836,151967,5148,7341,null,null,7458,null,null,4600,null,null,3299,null,null,3796,null,null,1561,null,null,3426,null,null,5608,null,null,3436,null,null,4114,null,null,8527,null,null,8698,null,null,8789,null,null,6477,null,null,3308,null,null,5134,null,null,8849,null,null,6836,null,null,5148,null,null,05
12944178,15703,1709108,19643,929253,15252,402274,10726,526979,10594,110032,5172,416947,10118,779855,13039,327543,8516,452312,10224,11235070,24196,7958508,29205,6004619,36008,1953889,22962,667221,14470,1286668,17647,3276562,24187,1597525,16776,1679037,18802,15703,null,null,19643,null,null,15252,null,null,10726,null,null,10594,null,null,5172,null,null,10118,null,null,13039,null,null,8516,null,null,10224,null,null,24196,null,null,29205,null,null,36008,null,null,22962,null,null,14470,null,null,17647,null,null,24187,null,null,16776,null,null,18802,null,null,06
2108992,7767,224645,7120,94425,5097,39817,3128,54608,4253,9426,1554,45182,3988,130220,5386,58730,3622,71490,4290,1884347,10532,1253511,11197,1011571,10549,241940,7050,89393,4945,152547,5116,630836,10438,318578,8536,312258,6254,7767,null,null,7120,null,null,5097,null,null,3128,null,null,4253,null,null,1554,null,null,3988,null,null,5386,null,null,3622,null,null,4290,null,null,10532,null,null,11197,null,null,10549,null,null,7050,null,null,4945,null,null,5116,null,null,10438,null,null,8536,null,null,6254,null,null,08
1357269,7141,134494,5433,60300,4330,17962,2341,42338,3549,5340,1283,36998,3202,74194,3968,31659,2694,42535,2855,1222775,8137,820300,10426,630487,8617,189813,7213,54171,3888,135642,5618,402475,8262,181691,5085,220784,6435,7141,null,null,5433,null,null,4330,null,null,2341,null,null,3549,null,null,1283,null,null,3202,null,null,3968,null,null,2694,null,null,2855,null,null,8137,null,null,10426,null,null,8617,null,null,7213,null,null,3888,null,null,5618,null,null,8262,null,null,5085,null,null,6435,null,null,09
