C17017_001E,C17017_001M,C17017_002E,C17017_002M,C17017_003E,C17017_003M,C17017_004E,C17017_004M,C17017_005E,C17017_005M,C17017_006E,C17017_006M,C17017_007E,C17017_007M,C17017_008E,C17017_008M,C17017_009E,C17017_009M,C17017_010E,C17017_010M,C17017_011E,C17017_011M,C17017_012E,C17017_012M,C17017_013E,C17017_013M,C17017_014E,C17017_014M,C17017_015E,C17017_015M,C17017_016E,C17017_016M,C17017_017E,C17017_017M,C17017_018E,C17017_018M,C17017_019E,C17017_019M,C17017_001M,C17017_001EA,C17017_001MA,C17017_002M,C17017_002EA,C17017_002MA,C17017_003M,C17017_003EA,C17017_003MA,C17017_004M,C17017_004EA,C17017_004MA,C17017_005M,C17017_005EA,C17017_005MA,C17017_006M,C17017_006EA,C17017_006MA,C17017_007M,C17017_007EA,C17017_007MA,C17017_008M,C17017_008EA,C17017_008MA,C17017_009M,C17017_009EA,C17017_009MA,C17017_010M,C17017_010EA,C17017_010MA,C17017_011M,C17017_011EA,C17017_011MA,C17017_012M,C17017_012EA,C17017_012MA,C17017_013M,C17017_013EA,C17017_013MA,C17017_014M,C17017_014EA,C17017_014MA,C17017_015M,C17017_015EA,C17017_015MA,C17017_016M,C17017_016EA,C17017_016MA,C17017_017M,C17017_017EA,C17017_017MA,C17017_018M,C17017_018EA,C17017_018MA,C17017_019M,C17017_019EA,C17017_019MA,state
7573456,23478,1053463,15714,509616,11766,212586,8397,297030,9329,50695,3961,246335,8534,543847,12440,220720,7716,323127,8603,6519993,24783,4354845,24292,3301208,22640,1053637,16811,314178,9800,739459,13289,2165148,20876,1017286,14108,1147862,16548,23478,null,null,15714,null,null,11766,null,null,8397,null,null,9329,null,null,3961,null,null,8534,null,null,12440,null,null,7716,null,null,8603,null,null,24783,null,null,24292,null,null,22640,null,null,16811,null,null,9800,null,null,13289,null,null,20876,null,null,14108,null,null,16548,null,null,12
3686135,15528,550808,12826,296261,9486,98369,5596,197892,8132,31403,3648,166489,7280,254547,8985,102863,5936,151684,6793,3135327,18948,2182742,17899,1649727,17956,533015,12699,143559,6820,389456,10800,952585,15159,448597,10808,503988,11280,15528,null,null,12826,null,null,9486,null,null,5596,null,null,8132,null,null,3648,null,null,7280,null,null,8985,null,null,5936,null,null,6793,null,null,18948,null,null,17899,null,null,17956,null,null,12699,null,null,6820,null,null,10800,null,null,15159,null,null,10808,null,null,11280,null,null,13
455868,4824,46297,3506,18826,2161,9188,1635,9638,1405,1456,499,8182,1367,27471,2588,12630,1780,14841,1982,409571,5144,296679,5251,227048,4442,69631,4306,24561,2657,45070,3331,112892,4390,57474,3310,55418,2797,4824,null,null,3506,null,null,2161,null,null,1635,null,null,1405,null,null,499,null,null,1367,null,null,2588,null,null,1780,null,null,1982,null,null,5144,null,null,5251,null,null,4442,null,null,4306,null,null,2657,null,null,3331,null,null,4390,null,null,3310,null,null,2797,null,null,15
610872,4143,88140,5091,41274,3641,18995,2493,22279,2652,4329,1196,17950,2358,46866,3010,18977,1977,27889,2878,522732,6382,370343,7745,309911,7489,60432,4200,23065,2770,37367,2831,152389,6286,75065,4473,77324,4267,4143,null,null,5091,null,null,3641,null,null,2493,null,null,2652,null,null,1196,null,null,2358,null,null,3010,null,null,1977,null,null,2878,null,null,6382,null,null,7745,null,null,7489,null,null,4200,null,null,2770,null,null,2831,null,null,6286,null,null,4473,null,null,4267,null,null,16
4822046,12932,620805,11869,293044,9264,100093,4879,192951,7560,30567,2824,162384,6885,327761,9375,136820,5988,190941,7688,4201241,16018,2807569,16895,2166693,16751,640876,13610,193591,7947,447285,9858,1393672,14879,656272,11349,737400,11578,12932,null,null,11869,null,null,9264,null,null,4879,null,null,7560,null,null,2824,null,null,6885,null,null,9375,null,null,5988,null,null,7688,null,null,16018,null,null,16895,null,null,16751,null,null,13610,null,null,7947,null,null,9858,null,null,14879,null,null,11349,null,null,11578,null,null,17
2533270,10440,337808,7188,157720,5867,55277,3038,102443,5331,15008,2308,87435,5238,180088,5595,73032,3667,107056,4987,2195462,12357,1488038,11737,1169978,10886,318060,8570,106359,4548,211701,7092,707424,10337,344091,7864,363333,7399,10440,null,null,7188,null,null,5867,null,null,3038,null,null,5331,null,null,2308,null,null,5238,null,null,5595,null,null,3667,null,null,4987,null,null,12357,null,null,11737,null,null,10886,null,null,8570,null,null,4548,null,null,7092,null,null,10337,null,null,7864,null,null,7399,null,null,18
1247932,7106,144406,4509,60129,3265,20998,2375,39131,2825,6280,1066,32851,2569,84277,3524,34355,2783,49922,2666,1103526,7421,734914,8832,609995,7937,124919,4495,43987,2954,80932,4023,368612,7155,181067,5382,187545,5114,7106,null,null,4509,null,null,3265,null,null,2375,null,null,2825,null,null,1066,null,null,2569,null,null,3524,null,null,2783,null,null,2666,null,null,7421,null,null,8832,null,null,7937,null,null,4495,null,null,2954,null,null,4023,null,null,7155,null,null,5382,null,null,5114,null,null,19
1110407,6778,133871,4835,56464,3559,20734,1946,35730,2988,6011,1519,29719,2531,77407,3743,33675,2345,43732,2683,976536,6941,659541,7653,535236,7871,124305,4891,43449,2979,80856,4034,316995,7665,149569,5582,167426,6044,6778,null,null,4835,null,null,3559,null,null,1946,null,null,2988,null,null,1519,null,null,2531,null,null,3743,null,null,2345,null,null,2683,null,null,6941,null,null,7653,null,null,7871,null,null,4891,null,null,2979,null,null,4034,null,null,7665,null,null,5582,null,null,6044,null,null,20
1717706,9131,309117,8608,156782,6330,56164,3756,100618,4974,16984,2193,83634,4275,152335,6218,62569,3916,89766,4917,1408589,11394,964622,12227,755905,11789,208717,6421,66445,3535,142272,5746,443967,8864,217116,6657,226851,6397,9131,null,null,8608,null,null,6330,null,null,3756,null,null,4974,null,null,2193,null,null,4275,null,null,6218,null,null,3916,null,null,4917,null,null,11394,null,null,12227,null,null,11789,null,null,6421,null,null,3535,null,null,5746,null,null,8864,null,null,6657,null,null,6397,null,null,21
1720801,8997,335389,9831,168708,7561,46072,3731,122636,6570,17939,2736,104697,5572,166681,6700,64377,3955,102304,5040,1385412,10600,929004,11536,689386,10219,239618,9107,68658,4910,170960,6982,456408,9464,228857,7063,227551,6855,8997,null,null,9831,null,null,7561,null,null,3731,null,null,6570,null,null,2736,null,null,5572,null,null,6700,null,null,3955,null,null,5040,null,null,10600,null,null,11536,null,null,10219,null,null,9107,null,null,4910,null,null,6982,null,null,9464,null,null,7063,null,null,6855,null,null,22
