B06003_001E,B06003_001M,B06003_002E,B06003_002M,B06003_003E,B06003_003M,B06003_004E,B06003_004M,B06003_005E,B06003_005M,B06003_006E,B06003_006M,B06003_007E,B06003_007M,B06003_008E,B06003_008M,B06003_009E,B06003_009M,B06003_010E,B06003_010M,B06003_011E,B06003_011M,B06003_012E,B06003_012M,B06003_013E,B06003_013M,B06003_014E,B06003_014M,B06003_015E,B06003_015M,B06003_001M,B06003_001EA,B06003_001MA,B06003_002M,B06003_002EA,B06003_002MA,B06003_003M,B06003_003EA,B06003_003MA,B06003_004M,B06003_004EA,B06003_004MA,B06003_005M,B06003_005EA,B06003_005MA,B06003_006M,B06003_006EA,B06003_006MA,B06003_007M,B06003_007EA,B06003_007MA,B06003_008M,B06003_008EA,B06003_008MA,B06003_009M,B06003_009EA,B06003_009MA,B06003_010M,B06003_010EA,B06003_010MA,B06003_011M,B06003_011EA,B06003_011MA,B06003_012M,B06003_012EA,B06003_012MA,B06003_013M,B06003_013EA,B06003_013MA,B06003_014M,B06003_014EA,B06003_014MA,B06003_015M,B06003_015EA,B06003_015MA,state
20612439,-555555555,10070860,6755,10541579,6755,7387744,41284,3718391,27087,3669353,24195,8217322,41105,3992067,25638,4225255,25634,770862,20755,373287,13976,397575,11898,4236511,36057,1987115,23391,2249396,21961,-555555555,null,*****,6755,null,null,6755,null,null,41284,null,null,27087,null,null,24195,null,null,41105,null,null,25638,null,null,25634,null,null,20755,null,null,13976,null,null,11898,null,null,36057,null,null,23391,null,null,21961,null,null,12
10310371,-555555555,5018150,8005,5292221,8005,5634561,30681,2747356,20996,2887205,19433,3495314,35393,1678439,23222,1816875,20178,142184,8763,72079,4898,70105,6017,1038312,21781,520276,11705,518036,13240,-555555555,null,*****,8005,null,null,8005,null,null,30681,null,null,20996,null,null,19433,null,null,35393,null,null,23222,null,null,20178,null,null,8763,null,null,4898,null,null,6017,null,null,21781,null,null,11705,null,null,13240,null,null,13
1428557,-555555555,718057,1805,710500,1805,761357,14680,385587,8289,375770,8310,359645,8469,199496,5611,160149,4984,45070,4609,24283,3070,20787,2667,262485,12818,108691,6960,153794,7340,-555555555,null,*****,1805,null,null,1805,null,null,14680,null,null,8289,null,null,8310,null,null,8469,null,null,5611,null,null,4984,null,null,4609,null,null,3070,null,null,2667,null,null,12818,null,null,6960,null,null,7340,null,null,15
1683140,-555555555,841203,2599,841937,2599,812432,16054,410267,10707,402165,8708,758565,14610,376295,10008,382270,8121,14190,2668,7272,1811,6918,1616,97953,6027,47369,3259,50584,3865,-555555555,null,*****,2599,null,null,2599,null,null,16054,null,null,10707,null,null,8708,null,null,14610,null,null,10008,null,null,8121,null,null,2668,null,null,1811,null,null,1616,null,null,6027,null,null,3259,null,null,3865,null,null,16
12801539,-555555555,6289724,4413,6511815,4413,8595993,28979,4231931,18849,4364062,18149,2282917,23172,1098908,15595,1184009,15278,139155,6767,66090,4284,73065,4276,1783474,22921,892795,13847,890679,13332,-555555555,null,*****,4413,null,null,4413,null,null,28979,null,null,18849,null,null,18149,null,null,23172,null,null,15595,null,null,15278,null,null,6767,null,null,4284,null,null,4276,null,null,22921,null,null,13847,null,null,13332,null,null,17
6633053,-555555555,3267337,5176,3365716,5176,4524005,26355,2236965,16291,2287040,15505,1715576,23885,829342,14047,886234,15266,44303,4372,23089,2858,21214,2883,349169,10684,177941,6404,171228,6267,-555555555,null,*****,5176,null,null,5176,null,null,26355,null,null,16291,null,null,15505,null,null,23885,null,null,14047,null,null,15266,null,null,4372,null,null,2858,null,null,2883,null,null,10684,null,null,6404,null,null,6267,null,null,18
3134693,-555555555,1556668,2984,1578025,2984,2210066,12873,1101206,8185,1108860,8174,744264,12842,363321,7603,380943,8120,20174,3230,9720,1687,10454,2075,160189,5763,82421,3743,77768,3554,-555555555,null,*****,2984,null,null,2984,null,null,12873,null,null,8185,null,null,8174,null,null,12842,null,null,7603,null,null,8120,null,null,3230,null,null,1687,null,null,2075,null,null,5763,null,null,3743,null,null,3554,null,null,19
2907289,-555555555,1448853,4227,1458436,4227,1719366,15213,863034,10657,856332,9759,955692,16900,471035,9938,484657,9938,26709,2752,13119,1757,13590,2106,205522,7634,101665,4437,103857,4671,-555555555,null,*****,4227,null,null,4227,null,null,15213,null,null,10657,null,null,9759,null,null,16900,null,null,9938,null,null,9938,null,null,2752,null,null,1757,null,null,2106,null,null,7634,null,null,4437,null,null,4671,null,null,20
4436974,-555555555,2179814,4640,2257160,4640,3057834,15576,1498211,10566,1559623,11550,1192605,16056,583162,10568,609443,10424,30571,3191,17240,2553,13331,1612,155964,7438,81201,4705,74763,4708,-555555555,null,*****,4640,null,null,4640,null,null,15576,null,null,10566,null,null,11550,null,null,16056,null,null,10568,null,null,10424,null,null,3191,null,null,2553,null,null,1612,null,null,7438,null,null,4705,null,null,4708,null,null,21
4681666,-555555555,2291880,4966,2389786,4966,3661957,16819,1785283,11669,1876674,12015,801680,16371,392963,10004,408717,11502,28108,3142,14838,2090,13270,1922,189921,7371,98796,4999,91125,4879,-555555555,null,*****,4966,null,null,4966,null,null,16819,null,null,11669,null,null,12015,null,null,16371,null,null,10004,null,null,11502,null,null,3142,null,null,2090,null,null,1922,null,null,7371,null,null,4999,null,null,4879,null,null,22
