B08014_001E,B08014_001M,B08014_002E,B08014_002M,B08014_003E,B08014_003M,B08014_004E,B08014_004M,B08014_005E,B08014_005M,B08014_006E,B08014_006M,B08014_007E,B08014_007M,B08014_008E,B08014_008M,B08014_009E,B08014_009M,B08014_010E,B08014_010M,B08014_011E,B08014_011M,B08014_012E,B08014_012M,B08014_013E,B08014_013M,B08014_014E,B08014_014M,B08014_015E,B08014_015M,B08014_016E,B08014_016M,B08014_017E,B08014_017M,B08014_018E,B08014_018M,B08014_019E,B08014_019M,B08014_020E,B08014_020M,B08014_021E,B08014_021M,B08014_001M,B08014_001EA,B08014_001MA,B08014_002M,B08014_002EA,B08014_002MA,B08014_003M,B08014_003EA,B08014_003MA,B08014_004M,B08014_004EA,B08014_004MA,B08014_005M,B08014_005EA,B08014_005MA,B08014_006M,B08014_006EA,B08014_006MA,B08014_007M,B08014_007EA,B08014_007MA,B08014_008M,B08014_008EA,B08014_008MA,B08014_009M,B08014_009EA,B08014_009MA,B08014_010M,B08014_010EA,B08014_010MA,B08014_011M,B08014_011EA,B08014_011MA,B08014_012M,B08014_012EA,B08014_012MA,B08014_013M,B08014_013EA,B08014_013MA,B08014_014M,B08014_014EA,B08014_014MA,B08014_015M,B08014_015EA,B08014_015MA,B08014_016M,B08014_016EA,B08014_016MA,B08014_017M,B08014_017EA,B08014_017MA,B08014_018M,B08014_018EA,B08014_018MA,B08014_019M,B08014_019EA,B08014_019MA,B08014_020M,B08014_020EA,B08014_020MA,B08014_021M,B08014_021EA,B08014_021MA,state
9066868,34545,257313,12113,2115877,26853,4060803,39852,1789868,34582,639090,23072,203917,13760,4765214,23927,143722,8854,996640,20775,2185896,24359,974916,21581,347782,15020,116258,9743,4301654,22956,113591,6556,1119237,17115,1874907,24136,814952,18510,291308,12043,87659,6396,34545,null,null,12113,null,null,26853,null,null,39852,null,null,34582,null,null,23072,null,null,13760,null,null,23927,null,null,8854,null,null,20775,null,null,24359,null,null,21581,null,null,15020,null,null,9743,null,null,22956,null,null,6556,null,null,17115,null,null,24136,null,null,18510,null,null,12043,null,null,6396,null,null,12
4637037,22358,145512,9572,976235,19819,1925031,28341,994820,21845,428798,21022,166641,11415,2422421,12703,75459,7847,441814,12703,1031414,18068,540890,12908,237544,11514,95300,7335,2214616,18394,70053,4922,534421,12684,893617,17936,453930,13237,191254,11586,71341,5370,22358,null,null,9572,null,null,19819,null,null,28341,null,null,21845,null,null,21022,null,null,11415,null,null,12703,null,null,7847,null,null,12703,null,null,18068,null,null,12908,null,null,11514,null,null,7335,null,null,18394,null,null,4922,null,null,12684,null,null,17936,null,null,13237,null,null,11586,null,null,5370,null,null,13
690453,7525,24644,3716,145148,6854,244220,10369,140045,8332,75425,6083,60971,8467,370135,4948,12304,1979,75420,4741,134319,6025,74971,5363,41143,3692,31978,4425,320318,5077,12340,2299,69728,3649,109901,5688,65074,4072,34282,3190,28993,4456,7525,null,null,3716,null,null,6854,null,null,10369,null,null,8332,null,null,6083,null,null,8467,null,null,4948,null,null,1979,null,null,4741,null,null,6025,null,null,5363,null,null,3692,null,null,4425,null,null,5077,null,null,2299,null,null,3649,null,null,5688,null,null,4072,null,null,3190,null,null,4456,null,null,15
748194,9934,11355,2443,127440,7679,289327,10694,189947,9532,85892,7226,44233,6548,410668,7159,6058,1197,62996,4702,163068,5997,105327,6225,49108,4308,24111,3555,337526,6413,5297,1708,64444,4832,126259,6104,84620,4660,36784,3788,20122,3648,9934,null,null,2443,null,null,7679,null,null,10694,null,null,9532,null,null,7226,null,null,6548,null,null,7159,null,null,1197,null,null,4702,null,null,5997,null,null,6225,null,null,4308,null,null,3555,null,null,6413,null,null,1708,null,null,4832,null,null,6104,null,null,4660,null,null,3788,null,null,3648,null,null,16
6081179,20744,323666,11549,1369752,19593,2501793,26163,1206724,22998,480815,16536,198429,12592,3185319,13816,158719,7088,647992,13842,1353412,15509,650544,13537,265747,9088,108905,7240,2895860,16316,164947,8052,721760,11892,1148381,16844,556180,12667,215068,9329,89524,6381,20744,null,null,11549,null,null,19593,null,null,26163,null,null,22998,null,null,16536,null,null,12592,null,null,13816,null,null,7088,null,null,13842,null,null,15509,null,null,13537,null,null,9088,null,null,7240,null,null,16316,null,null,8052,null,null,11892,null,null,16844,null,null,12667,null,null,9329,null,null,6381,null,null,17
3075869,14556,81170,5566,599700,13469,1285133,20167,696408,18070,276817,13771,136641,7870,1615666,10751,45283,3818,270539,8635,697747,12667,378231,9891,149303,8078,74563,5140,1460203,12273,35887,3272,329161,9270,587386,11999,318177,10475,127514,6934,62078,4537,14556,null,null,5566,null,null,13469,null,null,20167,null,null,18070,null,null,13771,null,null,7870,null,null,10751,null,null,3818,null,null,8635,null,null,12667,null,null,9891,null,null,8078,null,null,5140,null,null,12273,null,null,3272,null,null,9270,null,null,11999,null,null,10475,null,null,6934,null,null,4537,null,null,18
1556739,9675,32234,3632,260926,7502,656024,13356,375056,11240,159568,7003,72931,6231,822197,6973,18111,2590,121109,5287,353685,8181,201690,6775,85620,3988,41982,4297,734542,7177,14123,1965,139817,4722,302339,7396,173366,6199,73948,4311,30949,2651,9675,null,null,3632,null,null,7502,null,null,13356,null,null,11240,null,null,7003,null,null,6231,null,null,6973,null,null,2590,null,null,5287,null,null,8181,null,null,6775,null,null,3988,null,null,4297,null,null,7177,null,null,1965,null,null,4722,null,null,7396,null,null,6199,null,null,4311,null,null,2651,null,null,19
1406928,10086,29360,3182,254514,7954,589225,14873,332117,12623,135548,7253,66164,5030,745846,6705,15405,2370,115477,5660,318662,8849,180152,7335,77741,4391,38409,3511,661082,7257,13955,1898,139037,5503,270563,8567,151965,6903,57807,4081,27755,2391,10086,null,null,3182,null,null,7954,null,null,14873,null,null,12623,null,null,7253,null,null,5030,null,null,6705,null,null,2370,null,null,5660,null,null,8849,null,null,7335,null,null,4391,null,null,3511,null,null,7257,null,null,1898,null,null,5503,null,null,8567,null,null,6903,null,null,4081,null,null,2391,null,null,20
1902967,14576,50232,3837,380218,9842,803228,15476,425702,13714,163575,8823,80012,8599,993481,10661,25317,2574,171192,6831,436302,9613,229374,8582,86485,5143,44811,4989,909486,10702,24915,2909,209026,6054,366926,9073,196328,6941,77090,4984,35201,4471,14576,null,null,3837,null,null,9842,null,null,15476,null,null,13714,null,null,8823,null,null,8599,null,null,10661,null,null,2574,null,null,6831,null,null,9613,null,null,8582,null,null,5143,null,null,4989,null,null,10702,null,null,2909,null,null,6054,null,null,9073,null,null,6941,null,null,4984,null,null,4471,null,null,21
1982871,14331,65136,5301,475263,12472,840624,17788,403097,14318,146665,10366,52086,6563,1017366,10435,32405,3702,217511,7866,442759,11952,215655,8086,81838,6478,27198,3693,965505,10051,32731,3336,257752,8208,397865,10621,187442,8677,64827,5647,24888,4049,14331,null,null,5301,null,null,12472,null,null,17788,null,null,14318,null,null,10366,null,null,6563,null,null,10435,null,null,3702,null,null,7866,null,null,11952,null,null,8086,null,null,6478,null,null,3693,null,null,10051,null,null,3336,null,null,8208,null,null,10621,null,null,8677,null,null,5647,null,null,4049,null,null,22
