B20017F_001E,B20017F_001M,B20017F_002E,B20017F_002M,B20017F_003E,B20017F_003M,B20017F_004E,B20017F_004M,B20017F_005E,B20017F_005M,B20017F_006E,B20017F_006M,B20017F_007E,B20017F_007M,B20017F_001M,B20017F_001EA,B20017F_001MA,B20017F_002M,B20017F_002EA,B20017F_002MA,B20017F_003M,B20017F_003EA,B20017F_003MA,B20017F_004M,B20017F_004EA,B20017F_004MA,B20017F_005M,B20017F_005EA,B20017F_005MA,B20017F_006M,B20017F_006EA,B20017F_006MA,B20017F_007M,B20017F_007EA,B20017F_007MA,state
23913,987,25854,1003,31278,794,12101,1129,21432,815,30828,1325,10853,1020,987,null,null,1003,null,null,794,null,null,1129,null,null,815,null,null,1325,null,null,1020,null,null,12
21821,572,23782,1790,27463,3111,12887,3643,17801,2437,23628,1556,8204,1765,572,null,null,1790,null,null,3111,null,null,3643,null,null,2437,null,null,1556,null,null,1765,null,null,13
27316,6687,29325,7514,34456,9531,21851,4681,25452,11009,36833,6045,14114,8753,6687,null,null,7514,null,null,9531,null,null,4681,null,null,11009,null,null,6045,null,null,8753,null,null,15
22537,2064,25720,2171,30884,3680,6422,1808,16846,2600,24741,1954,7119,3806,2064,null,null,2171,null,null,3680,null,null,1808,null,null,2600,null,null,1954,null,null,3806,null,null,16
24979,694,28057,1398,32158,727,13198,1452,20880,414,26735,703,11511,633,694,null,null,1398,null,null,727,null,null,1452,null,null,414,null,null,703,null,null,633,null,null,17
23513,1726,26606,1546,31084,984,14474,3180,18081,2205,25048,2578,8257,2432,1726,null,null,1546,null,null,984,null,null,3180,null,null,2205,null,null,2578,null,null,2432,null,null,18
23724,1433,26023,3261,31414,6092,14970,11316,21057,1621,24714,1850,8524,2138,1433,null,null,3261,null,null,6092,null,null,11316,null,null,1621,null,null,1850,null,null,2138,null,null,19
23334,2620,26568,2690,32470,4302,7434,2556,16932,2664,26409,1336,8561,2975,2620,null,null,2690,null,null,4302,null,null,2556,null,null,2664,null,null,1336,null,null,2975,null,null,20
23086,2408,27157,3916,30631,3854,17099,5828,15000,4337,25791,4412,10855,1917,2408,null,null,3916,null,null,3854,null,null,5828,null,null,4337,null,null,4412,null,null,1917,null,null,21
23702,3401,30959,2510,36449,1481,15659,6383,11481,5837,32807,11370,7273,1322,3401,null,null,2510,null,null,1481,null,null,6383,null,null,5837,null,null,11370,null,null,1322,null,null,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
26487,696,30978,1088,35727,1286,14906,1559,21212,907,27322,2689,11805,991,696,null,null,1088,null,null,1286,null,null,1559,null,null,907,null,null,2689,null,null,991,null,null,24
24970,1597,30430,1658,41211,1234,12011,1180,20857,947,30998,1682,11681,1005,1597,null,null,1658,null,null,1234,null,null,1180,null,null,947,null,null,1682,null,null,1005,null,null,25
22800,2306,25680,2241,31725,1735,11994,1984,19488,2745,31658,1789,10201,1081,2306,null,null,2241,null,null,1735,null,null,1984,null,null,2745,null,null,1789,null,null,1081,null,null,26
24544,2340,27955,2998,34702,2672,13784,2220,19767,2631,28074,3892,9753,1863,2340,null,null,2998,null,null,2672,null,null,2220,null,null,2631,null,null,3892,null,null,1863,null,null,27
22150,6865,26685,6717,32048,14429,12613,15636,20186,6657,25333,8663,9925,6878,6865,null,null,6717,null,null,14429,null,null,15636,null,null,6657,null,null,8663,null,null,6878,null,null,28
27718,2839,30315,1677,32124,5253,12666,2219,22067,3361,30544,3564,10408,2747,2839,null,null,1677,null,null,5253,null,null,2219,null,null,3361,null,null,3564,null,null,2747,null,null,29
27619,7606,26925,9517,42646,21646,7051,8644,28410,32577,30365,2066,4647,18742,7606,null,null,9517,null,null,21646,null,null,8644,null,null,32577,null,null,2066,null,null,18742,null,null,30
25112,1558,25716,1564,29350,3736,10071,2592,23327,2636,26869,3422,12227,3187,1558,null,null,1564,null,null,3736,null,null,2592,null,null,2636,null,null,3422,null,null,3187,null,null,31
24009,1646,25804,927,30699,1330,14172,4221,21423,1234,30718,958,10499,1202,1646,null,null,927,null,null,1330,null,null,4221,null,null,1234,null,null,958,null,null,1202,null,null,32
46334,6582,60169,26252,71083,28044,6543,5116,32450,17057,43316,7611,11927,14579,6582,null,null,26252,null,null,28044,null,null,5116,null,null,17057,null,null,7611,null,null,14579,null,null,33
25733,764,29949,1606,33125,2629,14365,1232,21060,838,28506,1524,11068,604,764,null,null,1606,null,null,2629,null,null,1232,null,null,838,null,null,1524,null,null,604,null,null,34
24045,2006,26664,1312,31442,1325,11040,1180,20543,2214,28459,2372,11031,749,2006,null,null,1312,null,null,1325,null,null,1180,null,null,2214,null,null,2372,null,null,749,null,null,35
23511,842,26789,592,31844,464,12150,397,20277,496,31130,633,10809,417,842,null,null,592,null,null,464,null,null,397,null,null,496,null,null,633,null,null,417,null,null,36
21850,674,25190,822,27478,1915,12392,5144,16504,1003,21819,1325,8712,782,674,null,null,822,null,null,1915,null,null,5144,null,null,1003,null,null,1325,null,null,782,null,null,37
27687,8531,28706,6844,46538,29839,12087,11274,21721,8764,33059,14781,4460,2096,8531,null,null,6844,null,null,29839,null,null,11274,null,null,8764,null,null,14781,null,null,2096,null,null,38
22100,1786,24084,2694,30812,1952,11243,788,19800,3001,29701,4258,8189,1354,1786,null,null,2694,null,null,1952,null,null,788,null,null,3001,null,null,4258,null,null,1354,null,null,39
21234,763,24699,1988,31255,1080,12952,1689,14756,1531,21916,2829,10027,1306,763,null,null,1988,null,null,1080,null,null,1689,null,null,1531,null,null,2829,null,null,1306,null,null,40
21574,1034,24272,2781,30980,1992,11554,3240,18794,2700,27035,4503,10104,1522,1034,null,null,2781,null,null,1992,null,null,3240,null,null,2700,null,null,4503,null,null,1522,null,null,41
21803,884,25710,1457,37713,4161,11534,2396,18960,1869,30014,2046,9149,2740,884,null,null,1457,null,null,4161,null,null,2396,null,null,1869,null,null,2046,null,null,2740,null,null,42
22807,3051,30271,2324,35701,1692,5961,2903,19240,3975,26587,2220,9802,2455,3051,null,null,2324,null,null,1692,null,null,2903,null,null,3975,null,null,2220,null,null,2455,null,null,44
22127,2438,25735,1754,30277,2170,15640,3376,16907,2394,25949,2989,10197,2379,2438,null,null,1754,null,null,2170,null,null,3376,null,null,2394,null,null,2989,null,null,2379,null,null,45
27024,2059,28469,3533,31654,5205,25246,16774,22359,3574,23200,6364,8136,1938,2059,null,null,3533,null,null,5205,null,null,16774,null,null,3574,null,null,6364,null,null,1938,null,null,46
22082,767,23183,1566,26141,1562,12091,1725,19863,3395,26663,6153,8008,3722,767,null,null,1566,null,null,1562,null,null,1725,null,null,3395,null,null,6153,null,null,3722,null,null,47
23667,688,27075,558,31814,512,11975,512,19308,775,26465,740,9888,541,688,null,null,558,null,null,512,null,null,512,null,null,775,null,null,740,null,null,541,null,null,48
24003,1157,28067,2355,31666,1062,12082,2718,19817,1212,24719,1587,10487,1725,1157,null,null,2355,null,null,1062,null,null,2718,null,null,1212,null,null,1587,null,null,1725,null,null,49
26809,11181,32107,21070,40785,17714,5273,6504,25644,18234,46074,38494,10936,2616,11181,null,null,21070,null,null,17714,null,null,6504,null,null,18234,null,null,38494,null,null,2616,null,null,50
24362,1928,26954,1264,32152,1854,15714,1659,18029,2056,28998,3190,10558,855,1928,null,null,1264,null,null,1854,null,null,1659,null,null,2056,null,null,3190,null,null,855,null,null,51
24605,977,29472,1473,34856,1693,14038,1717,18614,1268,26483,910,10090,1341,977,null,null,1473,null,null,1693,null,null,1717,null,null,1268,null,null,910,null,null,1341,null,null,53
17060,3309,20166,3956,22153,15141,5864,3938,15160,8694,17463,27099,5174,3405,3309,null,null,3956,null,null,15141,null,null,3938,null,null,8694,null,null,27099,null,null,3405,null,null,54
24507,1738,27166,2799,32226,3059,11175,2032,19655,1601,27085,1566,10046,1566,1738,null,null,2799,null,null,3059,null,null,2032,null,null,1601,null,null,1566,null,null,1566,null,null,55
