C25095_001E,C25095_001M,C25095_002E,C25095_002M,C25095_003E,C25095_003M,C25095_004E,C25095_004M,C25095_005E,C25095_005M,C25095_006E,C25095_006M,C25095_007E,C25095_007M,C25095_008E,C25095_008M,C25095_009E,C25095_009M,C25095_010E,C25095_010M,C25095_011E,C25095_011M,C25095_012E,C25095_012M,C25095_013E,C25095_013M,C25095_014E,C25095_014M,C25095_015E,C25095_015M,C25095_016E,C25095_016M,C25095_017E,C25095_017M,C25095_018E,C25095_018M,C25095_019E,C25095_019M,C25095_020E,C25095_020M,C25095_021E,C25095_021M,C25095_022E,C25095_022M,C25095_023E,C25095_023M,C25095_024E,C25095_024M,C25095_025E,C25095_025M,C25095_026E,C25095_026M,C25095_027E,C25095_027M,C25095_028E,C25095_028M,C25095_029E,C25095_029M,C25095_001M,C25095_001EA,C25095_001MA,C25095_002M,C25095_002EA,C25095_002MA,C25095_003M,C25095_003EA,C25095_003MA,C25095_004M,C25095_004EA,C25095_004MA,C25095_005M,C25095_005EA,C25095_005MA,C25095_006M,C25095_006EA,C25095_006MA,C25095_007M,C25095_007EA,C25095_007MA,C25095_008M,C25095_008EA,C25095_008MA,C25095_009M,C25095_009EA,C25095_009MA,C25095_010M,C25095_010EA,C25095_010MA,C25095_011M,C25095_011EA,C25095_011MA,C25095_012M,C25095_012EA,C25095_012MA,C25095_013M,C25095_013EA,C25095_013MA,C25095_014M,C25095_014EA,C25095_014MA,C25095_015M,C25095_015EA,C25095_015MA,C25095_016M,C25095_016EA,C25095_016MA,C25095_017M,C25095_017EA,C25095_017MA,C25095_018M,C25095_018EA,C25095_018MA,C25095_019M,C25095_019EA,C25095_019MA,C25095_020M,C25095_020EA,C25095_020MA,C25095_021M,C25095_021EA,C25095_021MA,C25095_022M,C25095_022EA,C25095_022MA,C25095_023M,C25095_023EA,C25095_023MA,C25095_024M,C25095_024EA,C25095_024MA,C25095_025M,C25095_025EA,C25095_025MA,C25095_026M,C25095_026EA,C25095_026MA,C25095_027M,C25095_027EA,C25095_027MA,C25095_028M,C25095_028EA,C25095_028MA,C25095_029M,C25095_029EA,C25095_029MA,state
382116,6101,14104,1777,695,259,11290,1593,2119,645,28553,2489,8821,1290,19732,2089,0,172,51317,2758,30618,2062,20699,2043,0,172,49334,2859,33419,2335,15915,1962,0,172,78870,3206,65314,3015,13556,1721,0,172,57369,2991,53465,3010,3904,858,0,172,102569,4639,100201,4604,2368,731,0,172,6101,null,null,1777,null,null,259,null,null,1593,null,null,645,null,null,2489,null,null,1290,null,null,2089,null,null,172,null,null,2758,null,null,2062,null,null,2043,null,null,172,null,null,2859,null,null,2335,null,null,1962,null,null,172,null,null,3206,null,null,3015,null,null,1721,null,null,172,null,null,2991,null,null,3010,null,null,858,null,null,172,null,null,4639,null,null,4604,null,null,731,null,null,172,null,null,23
1445953,10330,35863,2612,666,374,27750,2305,7447,1427,54441,2784,9358,1324,45083,2668,0,198,106403,4600,42487,2720,63916,4048,0,198,116671,4714,59503,3175,57168,3814,0,198,217919,6270,134977,4453,82942,4665,0,198,203861,5477,162093,5218,41768,2826,0,198,710795,10025,670634,9639,40161,2580,0,198,10330,null,null,2612,null,null,374,null,null,2305,null,null,1427,null,null,2784,null,null,1324,null,null,2668,null,null,198,null,null,4600,null,null,2720,null,null,4048,null,null,198,null,null,4714,null,null,3175,null,null,3814,null,null,198,null,null,6270,null,null,4453,null,null,4665,null,null,198,null,null,5477,null,null,5218,null,null,2826,null,null,198,null,null,10025,null,null,9639,null,null,2580,null,null,198,null,null,24
1598930,10736,34779,2671,574,420,24963,2209,9242,1367,56381,3225,4590,925,51791,3132,0,203,123335,4349,38772,2911,84563,3491,0,203,134802,5317,66238,3683,68564,3729,0,203,230636,7241,141145,5238,89491,5138,0,203,219143,6324,168501,5430,50642,3199,0,203,799854,10164,747564,9868,52290,3459,0,203,10736,null,null,2671,null,null,420,null,null,2209,null,null,1367,null,null,3225,null,null,925,null,null,3132,null,null,203,null,null,4349,null,null,2911,null,null,3491,null,null,203,null,null,5317,null,null,3683,null,null,3729,null,null,203,null,null,7241,null,null,5238,null,null,5138,null,null,203,null,null,6324,null,null,5430,null,null,3199,null,null,203,null,null,10164,null,null,9868,null,null,3459,null,null,203,null,null,25
2731283,14647,109603,4342,3619,761,82056,3602,23928,1925,181467,5025,53096,2985,128371,4525,0,168,359924,8082,207465,5339,152459,5410,0,168,368536,7509,283393,6363,85143,4309,0,168,541128,9437,480714,8745,60414,3273,0,168,390860,7701,371107,7482,19753,1986,0,168,779765,8417,767908,8338,11857,1309,0,168,14647,null,null,4342,null,null,761,null,null,3602,null,null,1925,null,null,5025,null,null,2985,null,null,4525,null,null,168,null,null,8082,null,null,5339,null,null,5410,null,null,168,null,null,7509,null,null,6363,null,null,4309,null,null,168,null,null,9437,null,null,8745,null,null,3273,null,null,168,null,null,7701,null,null,7482,null,null,1986,null,null,168,null,null,8417,null,null,8338,null,null,1309,null,null,168,null,null,26
1532031,9426,35566,2303,1005,275,27186,2014,7375,908,72445,3224,21789,1631,50656,2684,0,149,146040,4445,77477,3111,68563,3258,0,149,168770,5366,112646,4186,56124,2970,0,149,286043,6710,232997,5961,53046,3198,0,149,243123,6312,224334,6379,18789,1684,0,149,580044,8521,567165,8485,12879,1279,0,149,9426,null,null,2303,null,null,275,null,null,2014,null,null,908,null,null,3224,null,null,1631,null,null,2684,null,null,149,null,null,4445,null,null,3111,null,null,3258,null,null,149,null,null,5366,null,null,4186,null,null,2970,null,null,149,null,null,6710,null,null,5961,null,null,3198,null,null,149,null,null,6312,null,null,6379,null,null,1684,null,null,149,null,null,8521,null,null,8485,null,null,1279,null,null,149,null,null,27
734114,9343,47650,3136,4979,1102,32125,2548,10546,1844,84658,4288,43620,3117,41038,3054,0,213,120306,4589,84151,3927,36155,3016,0,213,100827,5221,83544,4635,17283,2544,0,213,134365,5412,124019,5264,10346,2035,0,213,96486,4732,92968,4750,3518,978,0,213,149822,5176,148398,5008,1424,710,0,213,9343,null,null,3136,null,null,1102,null,null,2548,null,null,1844,null,null,4288,null,null,3117,null,null,3054,null,null,213,null,null,4589,null,null,3927,null,null,3016,null,null,213,null,null,5221,null,null,4635,null,null,2544,null,null,213,null,null,5412,null,null,5264,null,null,2035,null,null,213,null,null,4732,null,null,4750,null,null,978,null,null,213,null,null,5176,null,null,5008,null,null,710,null,null,213,null,null,28
1567597,13680,53526,3035,4598,1064,37504,2724,11424,1594,106029,4360,44733,3008,61296,2874,0,187,205431,6476,130538,4824,74893,3999,0,187,217969,7525,165859,7040,52110,3411,0,187,313630,7631,277433,6941,36197,2508,0,187,235856,6534,226256,6400,9600,1261,0,187,435156,8389,427866,8192,7290,1156,0,187,13680,null,null,3035,null,null,1064,null,null,2724,null,null,1594,null,null,4360,null,null,3008,null,null,2874,null,null,187,null,null,6476,null,null,4824,null,null,3999,null,null,187,null,null,7525,null,null,7040,null,null,3411,null,null,187,null,null,7631,null,null,6941,null,null,2508,null,null,187,null,null,6534,null,null,6400,null,null,1261,null,null,187,null,null,8389,null,null,8192,null,null,1156,null,null,187,null,null,29
282995,5662,11497,1627,1114,552,8241,1367,2142,662,21647,1810,8853,1214,12794,1571,0,168,39194,2115,25014,2022,14180,1619,0,168,41174,2578,28999,2195,12175,1449,0,168,57939,3469,46970,3114,10969,1644,0,168,40385,2430,38042,2274,2343,704,0,168,71159,3429,69683,3377,1476,620,0,168,5662,null,null,1627,null,null,552,null,null,1367,null,null,662,null,null,1810,null,null,1214,null,null,1571,null,null,168,null,null,2115,null,null,2022,null,null,1619,null,null,168,null,null,2578,null,null,2195,null,null,1449,null,null,168,null,null,3469,null,null,3114,null,null,1644,null,null,168,null,null,2430,null,null,2274,null,null,704,null,null,168,null,null,3429,null,null,3377,null,null,620,null,null,168,null,null,30
488339,5373,12673,1454,779,374,9425,1228,2469,641,24278,1974,8125,927,16153,1701,0,159,55190,2732,33588,2113,21602,1788,0,159,62128,2913,47231,2527,14897,1628,0,159,97086,3747,86145,3402,10941,1371,0,159,77550,3702,73902,3673,3648,855,0,159,159434,4129,157188,4142,2246,675,0,159,5373,null,null,1454,null,null,374,null,null,1228,null,null,641,null,null,1974,null,null,927,null,null,1701,null,null,159,null,null,2732,null,null,2113,null,null,1788,null,null,159,null,null,2913,null,null,2527,null,null,1628,null,null,159,null,null,3747,null,null,3402,null,null,1371,null,null,159,null,null,3702,null,null,3673,null,null,855,null,null,159,null,null,4129,null,null,4142,null,null,675,null,null,159,null,null,31
578762,7662,21066,2253,1214,471,13374,1749,6478,1140,32073,2634,10413,1514,21660,2342,0,210,64977,3470,29548,2321,35429,2920,0,210,70886,3311,40865,2601,30021,2491,0,210,119604,4849,90874,4311,28730,2476,0,210,88885,3553,79700,3601,9185,1459,0,210,181271,5448,176557,5355,4714,958,0,210,7662,null,null,2253,null,null,471,null,null,1749,null,null,1140,null,null,2634,null,null,1514,null,null,2342,null,null,210,null,null,3470,null,null,2321,null,null,2920,null,null,210,null,null,3311,null,null,2601,null,null,2491,null,null,210,null,null,4849,null,null,4311,null,null,2476,null,null,210,null,null,3553,null,null,3601,null,null,1459,null,null,210,null,null,5448,null,null,5355,null,null,958,null,null,210,null,null,32
365021,5402,7054,1338,306,500,5127,1006,1621,683,14330,1534,2183,662,12147,1426,0,187,31564,2250,10906,1595,20658,2170,0,187,35040,2780,20195,1821,14845,1974,0,187,66432,3768,44102,2925,22330,2178,0,187,58332,3299,48998,2800,9334,1489,0,187,152269,4718,147076,4715,5193,1034,0,187,5402,null,null,1338,null,null,500,null,null,1006,null,null,683,null,null,1534,null,null,662,null,null,1426,null,null,187,null,null,2250,null,null,1595,null,null,2170,null,null,187,null,null,2780,null,null,1821,null,null,1974,null,null,187,null,null,3768,null,null,2925,null,null,2178,null,null,187,null,null,3299,null,null,2800,null,null,1489,null,null,187,null,null,4718,null,null,4715,null,null,1034,null,null,187,null,null,33
2019927,14176,48223,3144,432,351,35154,2683,12637,2064,84010,5095,5996,1215,78014,4797,0,200,157839,5355,27938,2315,129901,5111,0,200,164223,5613,60012,3083,104211,4527,0,200,280624,7754,148436,5065,132188,5738,0,200,262900,7251,175331,6036,87569,4408,0,200,1022108,11256,925009,11898,97099,4587,0,200,14176,null,null,3144,null,null,351,null,null,2683,null,null,2064,null,null,5095,null,null,1215,null,null,4797,null,null,200,null,null,5355,null,null,2315,null,null,5111,null,null,200,null,null,5613,null,null,3083,null,null,4527,null,null,200,null,null,7754,null,null,5065,null,null,5738,null,null,200,null,null,7251,null,null,6036,null,null,4408,null,null,200,null,null,11256,null,null,11898,null,null,4587,null,null,200,null,null,34
511099,7819,29413,2769,4235,854,18827,2477,6351,1023,51512,2942,23730,2464,27782,2121,0,195,72245,4459,46432,3772,25813,2555,0,195,73457,3584,54642,3135,18815,2542,0,195,95788,3738,82749,3369,13039,1646,0,195,68042,3579,65262,3581,2780,693,0,195,120642,4918,119287,4817,1355,569,0,195,7819,null,null,2769,null,null,854,null,null,2477,null,null,1023,null,null,2942,null,null,2464,null,null,2121,null,null,195,null,null,4459,null,null,3772,null,null,2555,null,null,195,null,null,3584,null,null,3135,null,null,2542,null,null,195,null,null,3738,null,null,3369,null,null,1646,null,null,195,null,null,3579,null,null,3581,null,null,693,null,null,195,null,null,4918,null,null,4817,null,null,569,null,null,195,null,null,35
3841170,19390,115165,5177,4386,1091,80483,4377,30296,2741,185159,5232,41279,2642,143880,4993,0,192,368776,8964,146301,5314,222475,6838,0,192,371183,8778,214597,5849,156586,6397,0,192,617678,10976,424576,9367,193102,7360,0,192,533737,10100,403713,7532,130024,5879,0,192,1649472,15942,1489394,15450,160078,5969,0,192,19390,null,null,5177,null,null,1091,null,null,4377,null,null,2741,null,null,5232,null,null,2642,null,null,4993,null,null,192,null,null,8964,null,null,5314,null,null,6838,null,null,192,null,null,8778,null,null,5849,null,null,6397,null,null,192,null,null,10976,null,null,9367,null,null,7360,null,null,192,null,null,10100,null,null,7532,null,null,5879,null,null,192,null,null,15942,null,null,15450,null,null,5969,null,null,192,null,null,36
2493388,15093,102118,5091,7031,1293,69654,3754,25433,2718,197051,5567,84125,3881,112926,4136,0,203,331117,8329,189597,5986,141520,6433,0,203,336892,8485,246012,7563,90880,4489,0,203,485238,9070,425178,9410,60060,3970,0,203,361754,8665,341442,8761,20312,2094,0,203,679218,11425,665048,11266,14170,1892,0,203,15093,null,null,5091,null,null,1293,null,null,3754,null,null,2718,null,null,5567,null,null,3881,null,null,4136,null,null,203,null,null,8329,null,null,5986,null,null,6433,null,null,203,null,null,8485,null,null,7563,null,null,4489,null,null,203,null,null,9070,null,null,9410,null,null,3970,null,null,203,null,null,8665,null,null,8761,null,null,2094,null,null,203,null,null,11425,null,null,11266,null,null,1892,null,null,203,null,null,37
199208,3641,5505,951,529,310,3723,762,1253,435,10280,1193,5028,735,5252,935,0,155,20233,1766,14234,1389,5999,1188,0,155,20989,1903,16287,1683,4702,965,0,155,38388,2422,33862,2210,4526,1079,0,155,32875,2207,31682,2191,1193,458,0,155,70938,3032,70028,2983,910,454,0,155,3641,null,null,951,null,null,310,null,null,762,null,null,435,null,null,1193,null,null,735,null,null,935,null,null,155,null,null,1766,null,null,1389,null,null,1188,null,null,155,null,null,1903,null,null,1683,null,null,965,null,null,155,null,null,2422,null,null,2210,null,null,1079,null,null,155,null,null,2207,null,null,2191,null,null,458,null,null,155,null,null,3032,null,null,2983,null,null,454,null,null,155,null,null,38
3022809,18037,103393,4696,5277,858,78570,4403,19546,1953,193206,6116,65234,3219,127972,5265,0,189,369209,8560,220526,5724,148683,5560,0,189,400556,10099,299361,8673,101195,4868,0,189,614278,9742,547537,8793,66741,4032,0,189,457604,10812,438861,10607,18743,2108,0,189,884563,11217,872287,11060,12276,1483,0,189,18037,null,null,4696,null,null,858,null,null,4403,null,null,1953,null,null,6116,null,null,3219,null,null,5265,null,null,189,null,null,8560,null,null,5724,null,null,5560,null,null,189,null,null,10099,null,null,8673,null,null,4868,null,null,189,null,null,9742,null,null,8793,null,null,4032,null,null,189,null,null,10812,null,null,10607,null,null,2108,null,null,189,null,null,11217,null,null,11060,null,null,1483,null,null,189,null,null,39
953552,7733,41692,2611,3836,659,28547,1980,9309,1310,77659,3002,37902,1832,39757,2629,0,159,129692,4212,87409,3210,42283,2951,0,159,127891,4057,102193,3670,25698,1847,0,159,189803,4780,172791,4497,17012,1611,0,159,137434,4665,132600,4720,4834,903,0,159,249381,5233,245914,5151,3467,770,0,159,7733,null,null,2611,null,null,659,null,null,1980,null,null,1310,null,null,3002,null,null,1832,null,null,2629,null,null,159,null,null,4212,null,null,3210,null,null,2951,null,null,159,null,null,4057,null,null,3670,null,null,1847,null,null,159,null,null,4780,null,null,4497,null,null,1611,null,null,159,null,null,4665,null,null,4720,null,null,903,null,null,159,null,null,5233,null,null,5151,null,null,770,null,null,159,null,null,40
969579,10315,26939,2518,1603,620,19498,2150,5838,1143,54955,3984,14931,1641,40024,3193,0,201,113092,5364,56241,3422,56851,4329,0,201,112955,4715,67120,3427,45835,3378,0,201,186231,5695,135741,4517,50490,3380,0,201,144126,5517,127424,5069,16702,1709,0,201,331281,7009,321708,6957,9573,1333,0,201,10315,null,null,2518,null,null,620,null,null,2150,null,null,1143,null,null,3984,null,null,1641,null,null,3193,null,null,201,null,null,5364,null,null,3422,null,null,4329,null,null,201,null,null,4715,null,null,3427,null,null,3378,null,null,201,null,null,5695,null,null,4517,null,null,3380,null,null,201,null,null,5517,null,null,5069,null,null,1709,null,null,201,null,null,7009,null,null,6957,null,null,1333,null,null,201,null,null,41
3382514,17950,112024,5148,4840,1002,77447,4197,29737,2596,216836,6059,66085,3251,150751,5129,0,174,411433,6587,229388,5230,182045,6566,0,174,405217,7804,290699,6830,114518,4353,0,174,642348,11124,527653,9632,114695,4445,0,174,494495,10673,451184,10176,43311,2659,0,174,1100161,11059,1069109,11529,31052,2444,0,174,17950,null,null,5148,null,null,1002,null,null,4197,null,null,2596,null,null,6059,null,null,3251,null,null,5129,null,null,174,null,null,6587,null,null,5230,null,null,6566,null,null,174,null,null,7804,null,null,6830,null,null,4353,null,null,174,null,null,11124,null,null,9632,null,null,4445,null,null,174,null,null,10673,null,null,10176,null,null,2659,null,null,174,null,null,11059,null,null,11529,null,null,2444,null,null,174,null,null,42
236882,4213,4940,1144,0,208,4299,1097,641,275,11658,1497,929,459,10729,1390,0,208,22365,2002,7164,1258,15201,1662,0,208,24878,2448,11897,1721,12981,1811,0,208,39969,3338,26115,2702,13854,1899,0,208,35632,2861,30158,2714,5474,963,0,208,97440,4402,93768,4285,3672,945,0,208,4213,null,null,1144,null,null,208,null,null,1097,null,null,275,null,null,1497,null,null,459,null,null,1390,null,null,208,null,null,2002,null,null,1258,null,null,1662,null,null,208,null,null,2448,null,null,1721,null,null,1811,null,null,208,null,null,3338,null,null,2702,null,null,1899,null,null,208,null,null,2861,null,null,2714,null,null,963,null,null,208,null,null,4402,null,null,4285,null,null,945,null,null,208,null,null,44
1288871,12866,63414,3743,5107,1107,42323,3116,15984,1656,105995,4790,48626,3515,57369,3770,0,207,185079,5921,116178,5094,68901,3755,0,207,179233,6609,135525,6016,43708,3480,0,207,250693,7435,220018,6853,30675,2701,0,207,180946,5827,170713,6051,10233,1746,0,207,323511,7153,315477,7128,8034,1325,0,207,12866,null,null,3743,null,null,1107,null,null,3116,null,null,1656,null,null,4790,null,null,3515,null,null,3770,null,null,207,null,null,5921,null,null,5094,null,null,3755,null,null,207,null,null,6609,null,null,6016,null,null,3480,null,null,207,null,null,7435,null,null,6853,null,null,2701,null,null,207,null,null,5827,null,null,6051,null,null,1746,null,null,207,null,null,7153,null,null,7128,null,null,1325,null,null,207,null,null,45
224459,3798,7006,1197,446,174,4690,766,1870,762,11191,1563,3622,771,7569,1246,0,157,26371,2017,16771,1735,9600,1393,0,157,29261,2127,22362,1837,6899,1293,0,157,48361,2229,42851,2120,5510,1270,0,157,41222,2154,40082,2093,1140,453,0,157,61047,2758,59368,2608,1679,629,0,157,3798,null,null,1197,null,null,174,null,null,766,null,null,762,null,null,1563,null,null,771,null,null,1246,null,null,157,null,null,2017,null,null,1735,null,null,1393,null,null,157,null,null,2127,null,null,1837,null,null,1293,null,null,157,null,null,2229,null,null,2120,null,null,1270,null,null,157,null,null,2154,null,null,2093,null,null,453,null,null,157,null,null,2758,null,null,2608,null,null,629,null,null,157,null,null,46
