C25095_001E,C25095_001M,C25095_002E,C25095_002M,C25095_003E,C25095_003M,C25095_004E,C25095_004M,C25095_005E,C25095_005M,C25095_006E,C25095_006M,C25095_007E,C25095_007M,C25095_008E,C25095_008M,C25095_009E,C25095_009M,C25095_010E,C25095_010M,C25095_011E,C25095_011M,C25095_012E,C25095_012M,C25095_013E,C25095_013M,C25095_014E,C25095_014M,C25095_015E,C25095_015M,C25095_016E,C25095_016M,C25095_017E,C25095_017M,C25095_018E,C25095_018M,C25095_019E,C25095_019M,C25095_020E,C25095_020M,C25095_021E,C25095_021M,C25095_022E,C25095_022M,C25095_023E,C25095_023M,C25095_024E,C25095_024M,C25095_025E,C25095_025M,C25095_026E,C25095_026M,C25095_027E,C25095_027M,C25095_028E,C25095_028M,C25095_029E,C25095_029M,C25095_001M,C25095_001EA,C25095_001MA,C25095_002M,C25095_002EA,C25095_002MA,C25095_003M,C25095_003EA,C25095_003MA,C25095_004M,C25095_004EA,C25095_004MA,C25095_005M,C25095_005EA,C25095_005MA,C25095_006M,C25095_006EA,C25095_006MA,C25095_007M,C25095_007EA,C25095_007MA,C25095_008M,C25095_008EA,C25095_008MA,C25095_009M,C25095_009EA,C25095_009MA,C25095_010M,C25095_010EA,C25095_010MA,C25095_011M,C25095_011EA,C25095_011MA,C25095_012M,C25095_012EA,C25095_012MA,C25095_013M,C25095_013EA,C25095_013MA,C25095_014M,C25095_014EA,C25095_014MA,C25095_015M,C25095_015EA,C25095_015MA,C25095_016M,C25095_016EA,C25095_016MA,C25095_017M,C25095_017EA,C25095_017MA,C25095_018M,C25095_018EA,C25095_018MA,C25095_019M,C25095_019EA,C25095_019MA,C25095_020M,C25095_020EA,C25095_020MA,C25095_021M,C25095_021EA,C25095_021MA,C25095_022M,C25095_022EA,C25095_022MA,C25095_023M,C25095_023EA,C25095_023MA,C25095_024M,C25095_024EA,C25095_024MA,C25095_025M,C25095_025EA,C25095_025MA,C25095_026M,C25095_026EA,C25095_026MA,C25095_027M,C25095_027EA,C25095_027MA,C25095_028M,C25095_028EA,C25095_028MA,C25095_029M,C25095_029EA,C25095_029MA,state
4857125,26450,230555,7806,13325,1897,149650,5434,67580,4229,388905,8993,124543,5199,264362,8487,0,221,679965,11669,357734,8987,322231,9468,0,221,666374,14583,444822,11320,221552,8533,0,221,922040,15909,726974,15186,195066,8144,0,221,651497,14556,583825,13823,67672,4090,0,221,1317789,14968,1268660,13685,49129,3768,0,221,26450,null,null,7806,null,null,1897,null,null,5434,null,null,4229,null,null,8993,null,null,5199,null,null,8487,null,null,221,null,null,11669,null,null,8987,null,null,9468,null,null,221,null,null,14583,null,null,11320,null,null,8533,null,null,221,null,null,15909,null,null,15186,null,null,8144,null,null,221,null,null,14556,null,null,13823,null,null,4090,null,null,221,null,null,14968,null,null,13685,null,null,3768,null,null,221,null,null,12
2268606,20528,99856,5958,4679,1039,70626,4640,24551,2770,151860,6673,60473,4078,91387,5186,0,218,269264,7885,157580,5348,111684,5256,0,218,271629,8886,187386,7665,84243,4979,0,218,434512,9842,362079,9151,72433,5057,0,218,320572,8688,299450,8491,21122,2391,0,218,720913,11080,703264,11127,17649,2027,0,218,20528,null,null,5958,null,null,1039,null,null,4640,null,null,2770,null,null,6673,null,null,4078,null,null,5186,null,null,218,null,null,7885,null,null,5348,null,null,5256,null,null,218,null,null,8886,null,null,7665,null,null,4979,null,null,218,null,null,9842,null,null,9151,null,null,5057,null,null,218,null,null,8688,null,null,8491,null,null,2391,null,null,218,null,null,11080,null,null,11127,null,null,2027,null,null,218,null,null,13
260626,4898,8317,1280,367,233,5644,1179,2306,795,11685,1721,3924,903,7761,1303,0,185,20706,2303,9620,1520,11086,1995,0,185,19918,1817,10447,1281,9471,1268,0,185,38992,2965,23597,2143,15395,1872,0,185,38318,3138,25722,2630,12596,1584,0,185,122690,3597,109348,3430,13342,1661,0,185,4898,null,null,1280,null,null,233,null,null,1179,null,null,795,null,null,1721,null,null,903,null,null,1303,null,null,185,null,null,2303,null,null,1520,null,null,1995,null,null,185,null,null,1817,null,null,1281,null,null,1268,null,null,185,null,null,2965,null,null,2143,null,null,1872,null,null,185,null,null,3138,null,null,2630,null,null,1584,null,null,185,null,null,3597,null,null,3430,null,null,1661,null,null,185,null,null,15
418217,6970,17234,2621,1673,573,10952,1884,4609,1445,27751,2376,10478,1591,17273,1982,0,198,53562,3138,31787,2444,21775,2334,0,198,58883,3504,45960,3111,12923,1814,0,198,92100,5015,80962,4712,11138,1666,0,198,62984,3987,58718,3722,4266,1209,0,198,105703,5098,103667,5125,2036,692,0,198,6970,null,null,2621,null,null,573,null,null,1884,null,null,1445,null,null,2376,null,null,1591,null,null,1982,null,null,198,null,null,3138,null,null,2444,null,null,2334,null,null,198,null,null,3504,null,null,3111,null,null,1814,null,null,198,null,null,5015,null,null,4712,null,null,1666,null,null,198,null,null,3987,null,null,3722,null,null,1209,null,null,198,null,null,5098,null,null,5125,null,null,692,null,null,198,null,null,16
3146858,18286,104004,4948,2589,546,75479,4104,25936,2347,173667,6589,41698,2409,131969,6001,0,185,335343,8234,158807,5139,176536,6490,0,185,349222,8311,218202,6793,131020,6077,0,185,546891,9784,420423,8577,126468,5475,0,185,467137,10059,407660,8403,59477,3737,0,185,1170594,11926,1124398,11458,46196,3133,0,185,18286,null,null,4948,null,null,546,null,null,4104,null,null,2347,null,null,6589,null,null,2409,null,null,6001,null,null,185,null,null,8234,null,null,5139,null,null,6490,null,null,185,null,null,8311,null,null,6793,null,null,6077,null,null,185,null,null,9784,null,null,8577,null,null,5475,null,null,185,null,null,10059,null,null,8403,null,null,3737,null,null,185,null,null,11926,null,null,11458,null,null,3133,null,null,185,null,null,17
1731421,12509,57201,2934,3307,951,42439,2474,11455,1759,107805,5285,45006,3052,62799,4386,0,192,219469,6796,139992,4863,79477,3999,0,192,239783,7548,189067,6036,50716,4005,0,192,371601,8189,345578,7586,26023,2430,0,192,271092,7692,264667,7547,6425,1198,0,192,464470,8531,458485,8621,5985,1371,0,192,12509,null,null,2934,null,null,951,null,null,2474,null,null,1759,null,null,5285,null,null,3052,null,null,4386,null,null,192,null,null,6796,null,null,4863,null,null,3999,null,null,192,null,null,7548,null,null,6036,null,null,4005,null,null,192,null,null,8189,null,null,7586,null,null,2430,null,null,192,null,null,7692,null,null,7547,null,null,1198,null,null,192,null,null,8531,null,null,8621,null,null,1371,null,null,192,null,null,18
881435,7975,24634,2089,635,222,19415,1828,4584,888,48141,2502,17435,1504,30706,2177,0,159,107221,3770,68227,3035,38994,2853,0,159,114709,4683,90534,3819,24175,2253,0,159,182526,5212,163601,4726,18925,2267,0,159,147254,4901,140697,5055,6557,1117,0,159,256950,6207,254086,6156,2864,706,0,159,7975,null,null,2089,null,null,222,null,null,1828,null,null,888,null,null,2502,null,null,1504,null,null,2177,null,null,159,null,null,3770,null,null,3035,null,null,2853,null,null,159,null,null,4683,null,null,3819,null,null,2253,null,null,159,null,null,5212,null,null,4726,null,null,2267,null,null,159,null,null,4901,null,null,5055,null,null,1117,null,null,159,null,null,6207,null,null,6156,null,null,706,null,null,159,null,null,19
729392,8711,23136,2141,1196,346,15624,1822,6316,1066,42641,2633,16393,1686,26248,1823,0,174,87223,3687,53034,2794,34189,2606,0,174,93613,3736,73270,3379,20343,1983,0,174,148312,4772,129627,4373,18685,1991,0,174,111855,4343,107728,4422,4127,726,0,174,222612,5427,219033,5374,3579,724,0,174,8711,null,null,2141,null,null,346,null,null,1822,null,null,1066,null,null,2633,null,null,1686,null,null,1823,null,null,174,null,null,3687,null,null,2794,null,null,2606,null,null,174,null,null,3736,null,null,3379,null,null,1983,null,null,174,null,null,4772,null,null,4373,null,null,1991,null,null,174,null,null,4343,null,null,4422,null,null,726,null,null,174,null,null,5427,null,null,5374,null,null,724,null,null,174,null,null,20
1148175,11051,62773,3557,9264,1601,40188,2743,13321,1951,103314,4945,50616,3521,52698,3201,0,190,160877,5718,107364,4828,53513,3624,0,190,156360,6489,125512,5581,30848,2849,0,190,220977,6715,203247,6434,17730,2165,0,190,164232,6141,159452,5974,4780,1067,0,190,279642,7464,276461,7411,3181,875,0,190,11051,null,null,3557,null,null,1601,null,null,2743,null,null,1951,null,null,4945,null,null,3521,null,null,3201,null,null,190,null,null,5718,null,null,4828,null,null,3624,null,null,190,null,null,6489,null,null,5581,null,null,2849,null,null,190,null,null,6715,null,null,6434,null,null,2165,null,null,190,null,null,6141,null,null,5974,null,null,1067,null,null,190,null,null,7464,null,null,7411,null,null,875,null,null,190,null,null,21
1105710,12317,65237,4086,11678,1869,39725,3450,13834,2060,101145,5034,55777,4084,45368,3049,0,208,160470,6053,112029,4735,48441,3430,0,208,140971,5755,109713,4730,31258,2896,0,208,198665,7510,172046,6931,26619,2618,0,208,143752,6076,136837,5822,6915,1207,0,208,295470,6887,289868,6860,5602,1156,0,208,12317,null,null,4086,null,null,1869,null,null,3450,null,null,2060,null,null,5034,null,null,4084,null,null,3049,null,null,208,null,null,6053,null,null,4735,null,null,3430,null,null,208,null,null,5755,null,null,4730,null,null,2896,null,null,208,null,null,7510,null,null,6931,null,null,2618,null,null,208,null,null,6076,null,null,5822,null,null,1207,null,null,208,null,null,6887,null,null,6860,null,null,1156,null,null,208,null,null,22
