B15003_001E,B15003_001M,B15003_002E,B15003_002M,B15003_003E,B15003_003M,B15003_004E,B15003_004M,B15003_005E,B15003_005M,B15003_006E,B15003_006M,B15003_007E,B15003_007M,B15003_008E,B15003_008M,B15003_009E,B15003_009M,B15003_010E,B15003_010M,B15003_011E,B15003_011M,B15003_012E,B15003_012M,B15003_013E,B15003_013M,B15003_014E,B15003_014M,B15003_015E,B15003_015M,B15003_016E,B15003_016M,B15003_017E,B15003_017M,B15003_018E,B15003_018M,B15003_019E,B15003_019M,B15003_020E,B15003_020M,B15003_021E,B15003_021M,B15003_022E,B15003_022M,B15003_023E,B15003_023M,B15003_024E,B15003_024M,B15003_025E,B15003_025M,B15003_001M,B15003_001EA,B15003_001MA,B15003_002M,B15003_002EA,B15003_002MA,B15003_003M,B15003_003EA,B15003_003MA,B15003_004M,B15003_004EA,B15003_004MA,B15003_005M,B15003_005EA,B15003_005MA,B15003_006M,B15003_006EA,B15003_006MA,B15003_007M,B15003_007EA,B15003_007MA,B15003_008M,B15003_008EA,B15003_008MA,B15003_009M,B15003_009EA,B15003_009MA,B15003_010M,B15003_010EA,B15003_010MA,B15003_011M,B15003_011EA,B15003_011MA,B15003_012M,B15003_012EA,B15003_012MA,B15003_013M,B15003_013EA,B15003_013MA,B15003_014M,B15003_014EA,B15003_014MA,B15003_015M,B15003_015EA,B15003_015MA,B15003_016M,B15003_016EA,B15003_016MA,B15003_017M,B15003_017EA,B15003_017MA,B15003_018M,B15003_018EA,B15003_018MA,B15003_019M,B15003_019EA,B15003_019MA,B15003_020M,B15003_020EA,B15003_020MA,B15003_021M,B15003_021EA,B15003_021MA,B15003_022M,B15003_022EA,B15003_022MA,B15003_023M,B15003_023EA,B15003_023MA,B15003_024M,B15003_024EA,B15003_024MA,B15003_025M,B15003_025EA,B15003_025MA,state
14703671,8103,223815,10863,4650,1430,3915,1144,9201,1776,18621,3149,41632,4249,33159,3207,43685,3921,159627,9620,67742,6114,156715,8286,227733,10648,267364,11083,289107,11390,308247,11255,3629364,31191,620369,14484,937204,17250,2023944,26941,1429121,24027,2675907,28563,1061264,17354,307323,10789,163962,7648,8103,null,null,10863,null,null,1430,null,null,1144,null,null,1776,null,null,3149,null,null,4249,null,null,3207,null,null,3921,null,null,9620,null,null,6114,null,null,8286,null,null,10648,null,null,11083,null,null,11390,null,null,11255,null,null,31191,null,null,14484,null,null,17250,null,null,26941,null,null,24027,null,null,28563,null,null,17354,null,null,10789,null,null,7648,null,null,12
6785395,7007,95293,6209,1321,649,1572,806,2296,963,6880,1834,16702,2894,12567,2545,16648,2841,65161,5535,36651,3904,79516,5964,124075,5729,168562,6565,175719,8560,119663,7684,1550795,23977,333285,10360,372145,9189,1022060,17184,518208,14034,1270275,16078,560593,10446,145085,7067,90323,4720,7007,null,null,6209,null,null,649,null,null,806,null,null,963,null,null,1834,null,null,2894,null,null,2545,null,null,2841,null,null,5535,null,null,3904,null,null,5964,null,null,5729,null,null,6565,null,null,8560,null,null,7684,null,null,23977,null,null,10360,null,null,9189,null,null,17184,null,null,14034,null,null,16078,null,null,10446,null,null,7067,null,null,4720,null,null,13
990937,1287,10986,1864,308,292,447,328,448,389,890,437,2021,902,1642,761,2473,825,8014,1464,2363,825,6491,1632,8999,1532,10842,1964,12203,1896,11536,2279,255380,7353,22363,2627,53877,3667,158800,5719,104261,4400,211850,6366,67803,3870,21989,2370,14951,1932,1287,null,null,1864,null,null,292,null,null,328,null,null,389,null,null,437,null,null,902,null,null,761,null,null,825,null,null,1464,null,null,825,null,null,1632,null,null,1532,null,null,1964,null,null,1896,null,null,2279,null,null,7353,null,null,2627,null,null,3667,null,null,5719,null,null,4400,null,null,6366,null,null,3870,null,null,2370,null,null,1932,null,null,15
1087265,2780,8929,1552,260,249,233,202,258,328,805,518,2033,916,1528,731,1306,650,8129,1568,2787,877,8166,1557,13134,2187,16159,2242,23213,2656,17189,1918,243314,8048,59552,4834,91151,5262,184334,6917,104375,6190,203363,7001,65673,4443,17642,1958,13732,1752,2780,null,null,1552,null,null,249,null,null,202,null,null,328,null,null,518,null,null,916,null,null,731,null,null,650,null,null,1568,null,null,877,null,null,1557,null,null,2187,null,null,2242,null,null,2656,null,null,1918,null,null,8048,null,null,4834,null,null,5262,null,null,6917,null,null,6190,null,null,7001,null,null,4443,null,null,1958,null,null,1752,null,null,16
8665219,5171,102997,4592,1296,476,2188,622,3207,983,10971,1848,18057,2195,16704,2610,24593,2993,105832,5768,23088,2468,120977,6529,92615,5334,136674,6479,159515,7113,147713,6133,1942508,21493,307884,8770,559821,9832,1263305,17740,682989,11928,1813840,18696,830129,14153,188580,7028,109736,5086,5171,null,null,4592,null,null,476,null,null,622,null,null,983,null,null,1848,null,null,2195,null,null,2610,null,null,2993,null,null,5768,null,null,2468,null,null,6529,null,null,5334,null,null,6479,null,null,7113,null,null,6133,null,null,21493,null,null,8770,null,null,9832,null,null,17740,null,null,11928,null,null,18696,null,null,14153,null,null,7028,null,null,5086,null,null,17
4392576,5286,37363,2790,522,260,887,455,1924,887,2653,1014,4370,1126,4713,1375,6681,1321,22157,2740,11148,1750,72324,4161,69180,4692,98154,5349,107404,5611,72019,4411,1250854,14078,231028,7938,291768,8690,608445,12852,374136,10901,716293,12562,301847,8620,64188,4197,42518,2834,5286,null,null,2790,null,null,260,null,null,455,null,null,887,null,null,1014,null,null,1126,null,null,1375,null,null,1321,null,null,2740,null,null,1750,null,null,4161,null,null,4692,null,null,5349,null,null,5611,null,null,4411,null,null,14078,null,null,7938,null,null,8690,null,null,12852,null,null,10901,null,null,12562,null,null,8620,null,null,4197,null,null,2834,null,null,18
2087020,3608,13969,2010,533,285,450,278,148,138,1435,731,1776,587,2248,883,2723,888,10807,1962,3569,815,28584,2629,19266,2063,25179,2115,34575,2519,26836,3061,569965,9618,79567,3897,150902,5514,287271,6852,234055,6212,398242,8617,135083,5328,35270,3213,24567,2609,3608,null,null,2010,null,null,285,null,null,278,null,null,138,null,null,731,null,null,587,null,null,883,null,null,888,null,null,1962,null,null,815,null,null,2629,null,null,2063,null,null,2115,null,null,2519,null,null,3061,null,null,9618,null,null,3897,null,null,5514,null,null,6852,null,null,6212,null,null,8617,null,null,5328,null,null,3213,null,null,2609,null,null,19
1891936,3942,17349,2083,261,199,151,132,608,326,2378,894,2446,673,3008,987,2487,860,13855,1819,4779,986,21169,2277,19806,2038,26197,2382,36414,3231,27935,2635,419534,10229,76760,4059,147685,4977,290658,7869,157030,5732,390861,8760,170982,5866,37627,2756,21956,2373,3942,null,null,2083,null,null,199,null,null,132,null,null,326,null,null,894,null,null,673,null,null,987,null,null,860,null,null,1819,null,null,986,null,null,2277,null,null,2038,null,null,2382,null,null,3231,null,null,2635,null,null,10229,null,null,4059,null,null,4977,null,null,7869,null,null,5732,null,null,8760,null,null,5866,null,null,2756,null,null,2373,null,null,20
2995509,4084,31865,2963,349,228,838,637,1395,696,2114,723,4715,809,3713,1024,5170,1444,18187,2448,18333,2292,84046,4821,59377,4507,77815,4169,76218,4877,44325,3599,769421,11453,198878,7489,196649,6100,443391,10260,256369,7708,419081,9942,202997,6861,51228,3344,29035,2568,4084,null,null,2963,null,null,228,null,null,637,null,null,696,null,null,723,null,null,809,null,null,1024,null,null,1444,null,null,2448,null,null,2292,null,null,4821,null,null,4507,null,null,4169,null,null,4877,null,null,3599,null,null,11453,null,null,7489,null,null,6100,null,null,10260,null,null,7708,null,null,9942,null,null,6861,null,null,3344,null,null,2568,null,null,21
3115020,6064,40355,3515,1049,715,234,174,1039,459,1961,740,5785,1184,4527,1075,6741,1269,24005,2516,24331,2810,50902,4023,62925,5169,100662,5347,106388,6427,55534,3552,891304,16092,167969,7326,168026,6184,486089,14342,187288,7089,473299,9993,169554,6784,56083,3918,28970,2526,6064,null,null,3515,null,null,715,null,null,174,null,null,459,null,null,740,null,null,1184,null,null,1075,null,null,1269,null,null,2516,null,null,2810,null,null,4023,null,null,5169,null,null,5347,null,null,6427,null,null,3552,null,null,16092,null,null,7326,null,null,6184,null,null,14342,null,null,7089,null,null,9993,null,null,6784,null,null,3918,null,null,2526,null,null,22
