B05014_001E,B05014_001M,B05014_002E,B05014_002M,B05014_003E,B05014_003M,B05014_004E,B05014_004M,B05014_005E,B05014_005M,B05014_006E,B05014_006M,B05014_007E,B05014_007M,B05014_008E,B05014_008M,B05014_009E,B05014_009M,B05014_010E,B05014_010M,B05014_011E,B05014_011M,B05014_012E,B05014_012M,B05014_013E,B05014_013M,B05014_014E,B05014_014M,B05014_015E,B05014_015M,B05014_016E,B05014_016M,B05014_017E,B05014_017M,B05014_018E,B05014_018M,B05014_019E,B05014_019M,B05014_001M,B05014_001EA,B05014_001MA,B05014_002M,B05014_002EA,B05014_002MA,B05014_003M,B05014_003EA,B05014_003MA,B05014_004M,B05014_004EA,B05014_004MA,B05014_005M,B05014_005EA,B05014_005MA,B05014_006M,B05014_006EA,B05014_006MA,B05014_007M,B05014_007EA,B05014_007MA,B05014_008M,B05014_008EA,B05014_008MA,B05014_009M,B05014_009EA,B05014_009MA,B05014_010M,B05014_010EA,B05014_010MA,B05014_011M,B05014_011EA,B05014_011MA,B05014_012M,B05014_012EA,B05014_012MA,B05014_013M,B05014_013EA,B05014_013MA,B05014_014M,B05014_014EA,B05014_014MA,B05014_015M,B05014_015EA,B05014_015MA,B05014_016M,B05014_016EA,B05014_016MA,B05014_017M,B05014_017EA,B05014_017MA,B05014_018M,B05014_018EA,B05014_018MA,B05014_019M,B05014_019EA,B05014_019MA,state
4236511,36057,1987115,23391,38169,4560,104903,5707,242784,9602,361199,11810,380129,9760,347206,9041,261901,7088,250824,6186,2249396,21961,36461,3795,111709,6814,232190,8886,353653,9149,422248,11303,408146,7619,315818,9578,369171,7606,36057,null,null,23391,null,null,4560,null,null,5707,null,null,9602,null,null,11810,null,null,9760,null,null,9041,null,null,7088,null,null,6186,null,null,21961,null,null,3795,null,null,6814,null,null,8886,null,null,9149,null,null,11303,null,null,7619,null,null,9578,null,null,7606,null,null,12
1038312,21781,520276,11705,13848,2304,29972,3625,82728,5029,127633,5077,118106,5498,81259,4925,41282,3313,25448,2687,518036,13240,12883,2359,30664,3401,70378,4771,124969,5800,113217,5580,80647,5507,47151,3372,38127,3044,21781,null,null,11705,null,null,2304,null,null,3625,null,null,5029,null,null,5077,null,null,5498,null,null,4925,null,null,3313,null,null,2687,null,null,13240,null,null,2359,null,null,3401,null,null,4771,null,null,5800,null,null,5580,null,null,5507,null,null,3372,null,null,3044,null,null,13
262485,12818,108691,6960,2979,1108,6414,1581,13266,2534,15371,2445,19745,2291,19616,2029,17559,1631,13741,1585,153794,7340,2026,669,7406,1934,15410,2239,23841,2580,27107,2455,26887,2500,23959,1990,27158,2187,12818,null,null,6960,null,null,1108,null,null,1581,null,null,2534,null,null,2445,null,null,2291,null,null,2029,null,null,1631,null,null,1585,null,null,7340,null,null,669,null,null,1934,null,null,2239,null,null,2580,null,null,2455,null,null,2500,null,null,1990,null,null,2187,null,null,15
97953,6027,47369,3259,455,354,3824,960,9997,1830,9195,1418,10427,1842,5954,1328,3975,979,3542,852,50584,3865,694,515,4616,1316,7475,1573,10940,1917,11222,1753,7562,1405,3562,972,4513,1017,6027,null,null,3259,null,null,354,null,null,960,null,null,1830,null,null,1418,null,null,1842,null,null,1328,null,null,979,null,null,852,null,null,3865,null,null,515,null,null,1316,null,null,1573,null,null,1917,null,null,1753,null,null,1405,null,null,972,null,null,1017,null,null,16
1783474,22921,892795,13847,16605,2698,38146,3193,117646,6251,191662,6125,197788,5880,147413,4928,106013,3820,77522,2964,890679,13332,14874,2193,40853,3460,103149,5334,180591,5292,190254,4750,149947,4923,112617,4418,98394,4474,22921,null,null,13847,null,null,2698,null,null,3193,null,null,6251,null,null,6125,null,null,5880,null,null,4928,null,null,3820,null,null,2964,null,null,13332,null,null,2193,null,null,3460,null,null,5334,null,null,5292,null,null,4750,null,null,4923,null,null,4418,null,null,4474,null,null,17
349169,10684,177941,6404,6240,1626,14491,2172,37024,2979,42933,3135,31693,2735,24303,2215,13105,1452,8152,1311,171228,6267,5746,1666,15170,1978,28507,2422,37883,2506,32622,2737,19869,1971,15796,1977,15635,2202,10684,null,null,6404,null,null,1626,null,null,2172,null,null,2979,null,null,3135,null,null,2735,null,null,2215,null,null,1452,null,null,1311,null,null,6267,null,null,1666,null,null,1978,null,null,2422,null,null,2506,null,null,2737,null,null,1971,null,null,1977,null,null,2202,null,null,18
160189,5763,82421,3743,2460,809,7926,1795,16627,2021,20748,1734,15546,1908,10966,1796,4424,888,3724,763,77768,3554,3052,998,7895,1660,15493,2252,18051,1946,14257,1672,9487,1307,5811,1107,3722,850,5763,null,null,3743,null,null,809,null,null,1795,null,null,2021,null,null,1734,null,null,1908,null,null,1796,null,null,888,null,null,763,null,null,3554,null,null,998,null,null,1660,null,null,2252,null,null,1946,null,null,1672,null,null,1307,null,null,1107,null,null,850,null,null,19
205522,7634,101665,4437,2555,939,7035,1116,19109,2354,23497,2421,23149,2026,14274,1642,7770,1204,4276,792,103857,4671,1865,1002,7623,1508,17005,1813,22886,2028,23808,1784,16261,1792,8135,1311,6274,1095,7634,null,null,4437,null,null,939,null,null,1116,null,null,2354,null,null,2421,null,null,2026,null,null,1642,null,null,1204,null,null,792,null,null,4671,null,null,1002,null,null,1508,null,null,1813,null,null,2028,null,null,1784,null,null,1792,null,null,1311,null,null,1095,null,null,20
155964,7438,81201,4705,3731,1006,8381,1847,14418,2331,20093,2499,17606,2076,9069,1372,5008,1076,2895,840,74763,4708,3274,1265,6822,1516,13786,1879,15452,1851,16184,1881,7760,1380,6325,1265,5160,967,7438,null,null,4705,null,null,1006,null,null,1847,null,null,2331,null,null,2499,null,null,2076,null,null,1372,null,null,1076,null,null,840,null,null,4708,null,null,1265,null,null,1516,null,null,1879,null,null,1851,null,null,1881,null,null,1380,null,null,1265,null,null,967,null,null,21
189921,7371,98796,4999,3287,1047,7235,1736,16569,3037,25402,2639,18083,2014,14496,1704,8316,1264,5408,848,91125,4879,3112,1108,4255,1238,16795,2489,21544,2355,14779,1808,12292,1664,9357,1568,8991,1256,7371,null,null,4999,null,null,1047,null,null,1736,null,null,3037,null,null,2639,null,null,2014,null,null,1704,null,null,1264,null,null,848,null,null,4879,null,null,1108,null,null,1238,null,null,2489,null,null,2355,null,null,1808,null,null,1664,null,null,1568,null,null,1256,null,null,22
