C18104_001E,C18104_001M,C18104_002E,C18104_002M,C18104_003E,C18104_003M,C18104_004E,C18104_004M,C18104_005E,C18104_005M,C18104_006E,C18104_006M,C18104_007E,C18104_007M,C18104_008E,C18104_008M,C18104_009E,C18104_009M,C18104_010E,C18104_010M,C18104_011E,C18104_011M,C18104_012E,C18104_012M,C18104_013E,C18104_013M,C18104_014E,C18104_014M,C18104_015E,C18104_015M,C18104_016E,C18104_016M,C18104_017E,C18104_017M,C18104_018E,C18104_018M,C18104_019E,C18104_019M,C18104_020E,C18104_020M,C18104_021E,C18104_021M,C18104_001M,C18104_001EA,C18104_001MA,C18104_002M,C18104_002EA,C18104_002MA,C18104_003M,C18104_003EA,C18104_003MA,C18104_004M,C18104_004EA,C18104_004MA,C18104_005M,C18104_005EA,C18104_005MA,C18104_006M,C18104_006EA,C18104_006MA,C18104_007M,C18104_007EA,C18104_007MA,C18104_008M,C18104_008EA,C18104_008MA,C18104_009M,C18104_009EA,C18104_009MA,C18104_010M,C18104_010EA,C18104_010MA,C18104_011M,C18104_011EA,C18104_011MA,C18104_012M,C18104_012EA,C18104_012MA,C18104_013M,C18104_013EA,C18104_013MA,C18104_014M,C18104_014EA,C18104_014MA,C18104_015M,C18104_015EA,C18104_015MA,C18104_016M,C18104_016EA,C18104_016MA,C18104_017M,C18104_017EA,C18104_017MA,C18104_018M,C18104_018EA,C18104_018MA,C18104_019M,C18104_019EA,C18104_019MA,C18104_020M,C18104_020EA,C18104_020MA,C18104_021M,C18104_021EA,C18104_021MA,state
19177107,4766,9258417,8294,1540903,5277,88266,4720,1452637,6862,5904200,6573,276022,9962,5628178,12687,1813314,2918,131370,6189,1681944,6904,9918690,6963,1478070,5997,45230,4253,1432840,7604,6233188,6388,261426,9477,5971762,11055,2207432,3525,209735,7342,1997697,7694,4766,null,null,8294,null,null,5277,null,null,4720,null,null,6862,null,null,6573,null,null,9962,null,null,12687,null,null,2918,null,null,6189,null,null,6904,null,null,6963,null,null,5997,null,null,4253,null,null,7604,null,null,6388,null,null,9477,null,null,11055,null,null,3525,null,null,7342,null,null,7694,null,null,12
9465910,5878,4530988,8536,943187,5942,54809,5417,888378,7415,3007980,5944,147330,6894,2860650,8496,579821,2820,51943,3361,527878,4528,4934922,7206,908261,5121,30701,3831,877560,6457,3276179,5335,141446,5885,3134733,6735,750482,3112,76335,4178,674147,4936,5878,null,null,8536,null,null,5942,null,null,5417,null,null,7415,null,null,5944,null,null,6894,null,null,8496,null,null,2820,null,null,3361,null,null,4528,null,null,7206,null,null,5121,null,null,3831,null,null,6457,null,null,5335,null,null,5885,null,null,6735,null,null,3112,null,null,4178,null,null,4936,null,null,13
1288024,2529,630027,2730,111362,1275,3673,889,107689,1524,410306,2522,14637,1841,395669,3177,108359,748,10611,1747,97748,1861,657997,1869,105493,1204,2424,1113,103069,1580,422129,1392,11909,2260,410220,2688,130375,608,15536,1681,114839,1754,2529,null,null,2730,null,null,1275,null,null,889,null,null,1524,null,null,2522,null,null,1841,null,null,3177,null,null,748,null,null,1747,null,null,1861,null,null,1869,null,null,1204,null,null,1113,null,null,1580,null,null,1392,null,null,2260,null,null,2688,null,null,608,null,null,1681,null,null,1754,null,null,15
1548724,1864,768547,2817,165845,2271,9007,1700,156838,2655,483518,2283,26429,2905,457089,3252,119184,1381,9114,1321,110070,1881,780177,2676,155642,2013,5433,1524,150209,2427,491285,2261,27558,2855,463727,3339,133250,1310,11892,1931,121358,2267,1864,null,null,2817,null,null,2271,null,null,1700,null,null,2655,null,null,2283,null,null,2905,null,null,3252,null,null,1381,null,null,1321,null,null,1881,null,null,2676,null,null,2013,null,null,1524,null,null,2427,null,null,2261,null,null,2855,null,null,3339,null,null,1310,null,null,1931,null,null,2267,null,null,16
11850898,2531,5773220,4836,1095278,3003,45295,3290,1049983,4299,3887432,3538,143645,6291,3743787,7495,790510,2369,58273,3436,732237,4021,6077678,4745,1055095,3087,22647,2264,1032448,3781,4005183,3752,130596,5233,3874587,5443,1017400,3138,91270,4339,926130,5884,2531,null,null,4836,null,null,3003,null,null,3290,null,null,4299,null,null,3538,null,null,6291,null,null,7495,null,null,2369,null,null,3436,null,null,4021,null,null,4745,null,null,3087,null,null,2264,null,null,3781,null,null,3752,null,null,5233,null,null,5443,null,null,3138,null,null,4339,null,null,5884,null,null,17
6114547,3206,2988588,5274,591206,3776,34489,2887,556717,4767,1973871,3957,106708,4986,1867163,6085,423511,2113,35146,2472,388365,3150,3125959,5091,562352,3840,17994,2248,544358,4842,2029840,3460,106220,4390,1923620,4989,533767,2085,52356,3612,481411,4368,3206,null,null,5274,null,null,3776,null,null,2887,null,null,4767,null,null,3957,null,null,4986,null,null,6085,null,null,2113,null,null,2472,null,null,3150,null,null,5091,null,null,3840,null,null,2248,null,null,4842,null,null,3460,null,null,4390,null,null,4989,null,null,2085,null,null,3612,null,null,4368,null,null,18
2893950,1898,1430471,3274,270610,2137,14859,2027,255751,2768,939004,2421,38879,2824,900125,3390,220857,1607,15269,1952,205588,2416,1463479,2837,256900,1887,8560,1527,248340,2501,936201,2356,37305,3113,898896,4207,270378,1619,17754,1574,252624,2087,1898,null,null,3274,null,null,2137,null,null,2027,null,null,2768,null,null,2421,null,null,2824,null,null,3390,null,null,1607,null,null,1952,null,null,2416,null,null,2837,null,null,1887,null,null,1527,null,null,2501,null,null,2356,null,null,3113,null,null,4207,null,null,1619,null,null,1574,null,null,2087,null,null,19
2653456,2585,1306273,4333,263594,2711,15221,2116,248373,3280,853471,3148,39849,2980,813622,3968,189208,1418,13305,1820,175903,2072,1347183,3590,252102,2936,6605,1253,245497,3011,864922,2852,39298,3266,825624,4230,230159,1527,18263,1952,211896,2349,2585,null,null,4333,null,null,2711,null,null,2116,null,null,3280,null,null,3148,null,null,2980,null,null,3968,null,null,1418,null,null,1820,null,null,2072,null,null,3590,null,null,2936,null,null,1253,null,null,3011,null,null,2852,null,null,3266,null,null,4230,null,null,1527,null,null,1952,null,null,2349,null,null,20
4081431,3163,1982073,5178,377444,3224,30881,3311,346563,4184,1309148,4210,101625,5253,1207523,6544,295481,1543,29811,2457,265670,3257,2099358,4560,359593,2815,13293,1642,346300,2906,1369879,3380,98312,5627,1271567,6396,369886,1850,42518,3223,327368,3528,3163,null,null,5178,null,null,3224,null,null,3311,null,null,4184,null,null,4210,null,null,5253,null,null,6544,null,null,1543,null,null,2457,null,null,3257,null,null,4560,null,null,2815,null,null,1642,null,null,2906,null,null,3380,null,null,5627,null,null,6396,null,null,1850,null,null,3223,null,null,3528,null,null,21
4270219,4205,2054579,5673,417051,5121,29461,3340,387590,5591,1350764,3619,83887,5831,1266877,7216,286764,1890,27634,2508,259130,2928,2215640,4394,391443,3837,14714,2150,376729,4194,1456935,2875,81252,5632,1375683,6044,367262,1871,40160,2832,327102,3260,4205,null,null,5673,null,null,5121,null,null,3340,null,null,5591,null,null,3619,null,null,5831,null,null,7216,null,null,1890,null,null,2508,null,null,2928,null,null,4394,null,null,3837,null,null,2150,null,null,4194,null,null,2875,null,null,5632,null,null,6044,null,null,1871,null,null,2832,null,null,3260,null,null,22
1253207,982,609328,2102,97351,1173,9316,1499,88035,1875,398657,1800,24571,2656,374086,3112,113320,1060,8686,1421,104634,1549,643879,2063,93431,1342,4368,1180,89063,1673,414285,1419,26612,2757,387673,3109,136163,902,11269,1329,124894,1622,982,null,null,2102,null,null,1173,null,null,1499,null,null,1875,null,null,1800,null,null,2656,null,null,3112,null,null,1060,null,null,1421,null,null,1549,null,null,2063,null,null,1342,null,null,1180,null,null,1673,null,null,1419,null,null,2757,null,null,3109,null,null,902,null,null,1329,null,null,1622,null,null,23
5555640,2747,2662287,4253,501912,2057,28873,3230,473039,3743,1789931,3399,72543,4139,1717388,4979,370444,1614,24053,1721,346391,2352,2893353,3583,479781,1848,12926,1982,466855,2649,1931835,2704,71415,5369,1860420,6387,481737,1405,36402,2857,445335,2776,2747,null,null,4253,null,null,2057,null,null,3230,null,null,3743,null,null,3399,null,null,4139,null,null,4979,null,null,1614,null,null,1721,null,null,2352,null,null,3583,null,null,1848,null,null,1982,null,null,2649,null,null,2704,null,null,5369,null,null,6387,null,null,1405,null,null,2857,null,null,2776,null,null,24
6376243,2059,3077742,3156,518510,1950,33000,3459,485510,3674,2107594,2249,97288,5403,2010306,5746,451638,1606,33470,2687,418168,3117,3298501,2571,496960,1712,17024,2438,479936,2697,2217108,2023,100188,5908,2116920,6166,584433,1733,48102,3361,536331,3620,2059,null,null,3156,null,null,1950,null,null,3459,null,null,3674,null,null,2249,null,null,5403,null,null,5746,null,null,1606,null,null,2687,null,null,3117,null,null,2571,null,null,1712,null,null,2438,null,null,2697,null,null,2023,null,null,5908,null,null,6166,null,null,1733,null,null,3361,null,null,3620,null,null,25
9246436,2326,4515792,3478,824712,3004,54695,3504,770017,4215,2989223,2822,177876,5274,2811347,5700,701857,1936,57176,2892,644681,3415,4730644,3008,791179,2175,28425,2710,762754,3220,3070399,2410,167804,6008,2902595,6072,869066,1932,78403,3885,790663,4212,2326,null,null,3478,null,null,3004,null,null,3504,null,null,4215,null,null,2822,null,null,5274,null,null,5700,null,null,1936,null,null,2892,null,null,3415,null,null,3008,null,null,2175,null,null,2710,null,null,3220,null,null,2410,null,null,6008,null,null,6072,null,null,1932,null,null,3885,null,null,4212,null,null,26
5111376,1947,2533754,2811,478164,2416,24727,2231,453437,3426,1691923,2699,72220,3557,1619703,4235,363667,1921,22563,2198,341104,2722,2577622,2897,457097,2112,12830,1374,444267,2666,1683741,2612,70826,3489,1612915,4290,436784,1702,27128,2191,409656,2666,1947,null,null,2811,null,null,2416,null,null,2231,null,null,3426,null,null,2699,null,null,3557,null,null,4235,null,null,1921,null,null,2198,null,null,2722,null,null,2897,null,null,2112,null,null,1374,null,null,2666,null,null,2612,null,null,3489,null,null,4290,null,null,1702,null,null,2191,null,null,2666,null,null,27
2737426,3278,1296805,5728,270272,4531,18033,2460,252239,5072,836180,3983,54388,3821,781792,5218,190353,1710,21345,2048,169008,2468,1440621,5415,264094,3952,10722,2091,253372,4490,930380,3273,52665,4142,877715,5111,246147,1499,32373,2703,213774,3313,3278,null,null,5728,null,null,4531,null,null,2460,null,null,5072,null,null,3983,null,null,3821,null,null,5218,null,null,1710,null,null,2048,null,null,2468,null,null,5415,null,null,3952,null,null,2091,null,null,4490,null,null,3273,null,null,4142,null,null,5111,null,null,1499,null,null,2703,null,null,3313,null,null,28
