C17021_001E,C17021_001M,C17021_002E,C17021_002M,C17021_003E,C17021_003M,C17021_004E,C17021_004M,C17021_005E,C17021_005M,C17021_006E,C17021_006M,C17021_007E,C17021_007M,C17021_008E,C17021_008M,C17021_009E,C17021_009M,C17021_010E,C17021_010M,C17021_011E,C17021_011M,C17021_012E,C17021_012M,C17021_013E,C17021_013M,C17021_014E,C17021_014M,C17021_015E,C17021_015M,C17021_001M,C17021_001EA,C17021_001MA,C17021_002M,C17021_002EA,C17021_002MA,C17021_003M,C17021_003EA,C17021_003MA,C17021_004M,C17021_004EA,C17021_004MA,C17021_005M,C17021_005EA,C17021_005MA,C17021_006M,C17021_006EA,C17021_006MA,C17021_007M,C17021_007EA,C17021_007MA,C17021_008M,C17021_008EA,C17021_008MA,C17021_009M,C17021_009EA,C17021_009MA,C17021_010M,C17021_010EA,C17021_010MA,C17021_011M,C17021_011EA,C17021_011MA,C17021_012M,C17021_012EA,C17021_012MA,C17021_013M,C17021_013EA,C17021_013MA,C17021_014M,C17021_014EA,C17021_014MA,C17021_015M,C17021_015EA,C17021_015MA,state
9702321,3906,1451936,23392,980896,20697,361576,14755,619320,19760,121908,9705,497412,17628,471040,11820,8250385,24111,6913238,29858,5360594,38629,1552644,31982,468447,19603,1084197,27644,1337147,15758,3906,null,null,23392,null,null,20697,null,null,14755,null,null,19760,null,null,9705,null,null,17628,null,null,11820,null,null,24111,null,null,29858,null,null,38629,null,null,31982,null,null,19603,null,null,27644,null,null,15758,null,null,26
5396363,2285,533276,15913,327798,15364,124359,11702,203439,13108,36645,4454,166794,13223,205478,6436,4863087,15643,4034584,18528,3269072,29000,765512,21316,281863,14194,483649,15445,828503,13398,2285,null,null,15913,null,null,15364,null,null,11702,null,null,13108,null,null,4454,null,null,13223,null,null,6436,null,null,15643,null,null,18528,null,null,29000,null,null,21316,null,null,14194,null,null,15445,null,null,13398,null,null,27
2892894,2014,602768,21320,467656,21689,137273,12541,330383,18468,33114,5264,297269,17880,135112,7237,2290126,21685,1992059,23516,1442607,27625,549452,23617,132798,11146,416654,20583,298067,9632,2014,null,null,21320,null,null,21689,null,null,12541,null,null,18468,null,null,5264,null,null,17880,null,null,7237,null,null,21685,null,null,23516,null,null,27625,null,null,23617,null,null,11146,null,null,20583,null,null,9632,null,null,28
5911040,3431,826954,22623,566062,21331,212092,13444,353970,17732,69587,7849,284383,16375,260892,8395,5084086,23216,4270963,27802,3345190,33838,925773,25160,280340,14660,645433,21220,813123,13341,3431,null,null,22623,null,null,21331,null,null,13444,null,null,17732,null,null,7849,null,null,16375,null,null,8395,null,null,23216,null,null,27802,null,null,33838,null,null,25160,null,null,14660,null,null,21220,null,null,13341,null,null,29
1018105,1144,135638,7800,79474,7290,37785,5534,41689,5015,9511,2039,32178,4336,56164,4273,882467,7756,725522,9150,601992,13071,123530,8371,46392,5299,77138,7224,156945,6546,1144,null,null,7800,null,null,7290,null,null,5534,null,null,5015,null,null,2039,null,null,4336,null,null,4273,null,null,7756,null,null,9150,null,null,13071,null,null,8371,null,null,5299,null,null,7224,null,null,6546,null,null,30
1851069,1911,211453,10293,133307,10612,52262,7658,81045,6825,14694,2761,66351,6651,78146,4051,1639616,10559,1378869,13422,1110943,17925,267926,12948,83660,7771,184266,10697,260747,8164,1911,null,null,10293,null,null,10612,null,null,7658,null,null,6825,null,null,2761,null,null,6651,null,null,4051,null,null,10559,null,null,13422,null,null,17925,null,null,12948,null,null,7771,null,null,10697,null,null,8164,null,null,31
2896888,3250,399420,18626,285859,18056,110910,11801,174949,13229,33286,5030,141663,12136,113561,5091,2497468,18389,2090858,21812,1489202,28301,601656,24274,222536,16388,379120,17826,406610,10484,3250,null,null,18626,null,null,18056,null,null,11801,null,null,13229,null,null,5030,null,null,12136,null,null,5091,null,null,18389,null,null,21812,null,null,28301,null,null,24274,null,null,16388,null,null,17826,null,null,10484,null,null,32
1292255,1106,94289,7685,52508,6556,19434,4486,33074,5208,9261,2961,23813,4260,41781,4369,1197966,7678,1003967,9093,809130,13942,194837,11726,63231,6949,131606,11507,193999,7066,1106,null,null,7685,null,null,6556,null,null,4486,null,null,5208,null,null,2961,null,null,4260,null,null,4369,null,null,7678,null,null,9093,null,null,13942,null,null,11726,null,null,6949,null,null,11507,null,null,7066,null,null,33
8769487,3021,915913,28791,663992,26612,241127,14326,422865,19193,80361,8332,342504,17628,251921,8695,7853574,29337,6853094,32762,5262038,41666,1591056,32239,461786,20852,1129270,27847,1000480,16660,3021,null,null,28791,null,null,26612,null,null,14326,null,null,19193,null,null,8332,null,null,17628,null,null,8695,null,null,29337,null,null,32762,null,null,41666,null,null,32239,null,null,20852,null,null,27847,null,null,16660,null,null,34
2039449,1699,404463,15353,308899,14885,122731,10640,186168,12956,36656,5666,149512,12581,95564,5559,1634986,15489,1375347,16458,1002904,22053,372443,16836,113150,9453,259293,13989,259639,7528,1699,null,null,15353,null,null,14885,null,null,10640,null,null,12956,null,null,5666,null,null,12581,null,null,5559,null,null,15489,null,null,16458,null,null,22053,null,null,16836,null,null,9453,null,null,13989,null,null,7528,null,null,35
19230198,5205,2832824,38578,1985339,35842,825303,25745,1160036,30446,210967,14160,949069,28652,847485,16942,16397374,39162,13691049,42786,10031856,58926,3659193,48910,1046769,33262,2612424,40572,2706325,27620,5205,null,null,38578,null,null,35842,null,null,25745,null,null,30446,null,null,14160,null,null,28652,null,null,16942,null,null,39162,null,null,42786,null,null,58926,null,null,48910,null,null,33262,null,null,40572,null,null,27620,null,null,36
9886033,3818,1521880,32197,1089568,29304,380285,19539,709283,25409,128063,11014,581220,25143,432312,12865,8364153,32628,7073079,39254,5468987,46110,1604092,33994,443252,20569,1160840,27211,1291074,20433,3818,null,null,32197,null,null,29304,null,null,19539,null,null,25409,null,null,11014,null,null,25143,null,null,12865,null,null,32628,null,null,39254,null,null,46110,null,null,33994,null,null,20569,null,null,27211,null,null,20433,null,null,37
731759,1407,78464,6184,43026,5258,14914,3019,28112,4567,6960,2131,21152,3917,35438,3225,653295,6249,520142,8718,441058,9620,79084,6165,31400,4536,47684,5331,133153,6478,1407,null,null,6184,null,null,5258,null,null,3019,null,null,4567,null,null,2131,null,null,3917,null,null,3225,null,null,6249,null,null,8718,null,null,9620,null,null,6165,null,null,4536,null,null,5331,null,null,6478,null,null,38
11287401,5000,1645382,32693,1127776,30706,346772,18503,781004,26352,151320,11544,629684,23828,517606,13070,9642019,32337,8037525,34800,6222466,50901,1815059,38511,554953,22636,1260106,35467,1604494,18244,5000,null,null,32693,null,null,30706,null,null,18503,null,null,26352,null,null,11544,null,null,23828,null,null,13070,null,null,32337,null,null,34800,null,null,50901,null,null,38511,null,null,22636,null,null,35467,null,null,18244,null,null,39
3809431,1956,620377,15205,445173,14831,164871,10478,280302,13060,53855,5862,226447,12646,175204,6433,3189054,15386,2722738,17361,2125462,22573,597276,15745,209583,10745,387693,15244,466316,9876,1956,null,null,15205,null,null,14831,null,null,10478,null,null,13060,null,null,5862,null,null,12646,null,null,6433,null,null,15386,null,null,17361,null,null,22573,null,null,15745,null,null,10745,null,null,15244,null,null,9876,null,null,40
4016520,2426,536146,18071,335499,17725,142772,13466,192727,11773,41434,5122,151293,11041,200647,8697,3480374,18038,2858456,21262,2273578,29134,584878,22729,193780,14178,391098,19206,621918,16012,2426,null,null,18071,null,null,17725,null,null,13466,null,null,11773,null,null,5122,null,null,11041,null,null,8697,null,null,18038,null,null,21262,null,null,29134,null,null,22729,null,null,14178,null,null,19206,null,null,16012,null,null,41
12368256,3787,1592045,30765,1069620,28127,366952,18159,702668,24184,137424,10072,565244,22706,522425,12921,10776211,31313,9019392,36166,6972130,43836,2047262,35184,627083,20698,1420179,34742,1756819,16409,3787,null,null,30765,null,null,28127,null,null,18159,null,null,24184,null,null,10072,null,null,22706,null,null,12921,null,null,31313,null,null,36166,null,null,43836,null,null,35184,null,null,20698,null,null,34742,null,null,16409,null,null,42
1015892,798,129932,9143,81836,8677,28917,6290,52919,6069,9578,2772,43341,6150,48096,4578,885960,9192,727216,10461,528114,16186,199102,12960,54372,7279,144730,11449,158744,7542,798,null,null,9143,null,null,8677,null,null,6290,null,null,6069,null,null,2772,null,null,6150,null,null,4578,null,null,9192,null,null,10461,null,null,16186,null,null,12960,null,null,7279,null,null,11449,null,null,7542,null,null,44
4820419,2587,735960,23271,525159,22098,161430,13366,363729,18975,54620,7485,309109,18856,210801,7542,4084459,23449,3470710,26540,2570990,34474,899720,27815,228492,14483,671228,25171,613749,15233,2587,null,null,23271,null,null,22098,null,null,13366,null,null,18975,null,null,7485,null,null,18856,null,null,7542,null,null,23449,null,null,26540,null,null,34474,null,null,27815,null,null,14483,null,null,25171,null,null,15233,null,null,45
837292,989,110962,6706,72363,5615,23396,3621,48967,4908,10637,2346,38330,5011,38599,3311,726330,6712,602786,7740,488296,10456,114490,8141,42636,5240,71854,6485,123544,4847,989,null,null,6706,null,null,5615,null,null,3621,null,null,4908,null,null,2346,null,null,5011,null,null,3311,null,null,6712,null,null,7740,null,null,10456,null,null,8141,null,null,5240,null,null,6485,null,null,4847,null,null,46
6489032,3408,1023177,25829,738770,25606,271701,15009,467069,22650,86107,8703,380962,21292,284407,7478,5465855,25953,4639544,29380,3572337,36964,1067207,29106,302384,15332,764823,24397,826311,15296,3408,null,null,25829,null,null,25606,null,null,15009,null,null,22650,null,null,8703,null,null,21292,null,null,7478,null,null,25953,null,null,29380,null,null,36964,null,null,29106,null,null,15332,null,null,24397,null,null,15296,null,null,47
27236443,6495,4261337,60018,3363711,55937,1415820,50297,1947891,44522,322214,16956,1625677,41383,897626,18463,22975106,60204,20080444,68562,15245622,92934,4834822,74751,1450645,47160,3384177,63957,2894662,34898,6495,null,null,60018,null,null,55937,null,null,50297,null,null,44522,null,null,16956,null,null,41383,null,null,18463,null,null,60204,null,null,68562,null,null,92934,null,null,74751,null,null,47160,null,null,63957,null,null,34898,null,null,48
3004148,2144,306902,15189,212393,14182,109952,10368,102441,10167,21583,5211,80858,9094,94509,7859,2697246,15464,2443285,18267,2070228,26044,373057,21560,134897,14232,238160,14005,253961,10727,2144,null,null,15189,null,null,14182,null,null,10368,null,null,10167,null,null,5211,null,null,9094,null,null,7859,null,null,15464,null,null,18267,null,null,26044,null,null,21560,null,null,14232,null,null,14005,null,null,10727,null,null,49
600077,990,71329,5685,41443,5085,14105,2588,27338,4477,6463,2110,20875,4328,29886,2921,528748,5861,425041,6393,341843,9846,83198,6642,30758,4900,52440,5107,103707,4077,990,null,null,5685,null,null,5085,null,null,2588,null,null,4477,null,null,2110,null,null,4328,null,null,2921,null,null,5861,null,null,6393,null,null,9846,null,null,6642,null,null,4900,null,null,5107,null,null,4077,null,null,50
8158241,3830,896440,28235,604106,24641,209352,15124,394754,20032,75553,8866,319201,18505,292334,10244,7261801,28216,6162517,34491,4847135,40691,1315382,32039,379401,18342,935981,27905,1099284,18399,3830,null,null,28235,null,null,24641,null,null,15124,null,null,20032,null,null,8866,null,null,18505,null,null,10244,null,null,28216,null,null,34491,null,null,40691,null,null,32039,null,null,18342,null,null,27905,null,null,18399,null,null,51
7156306,2413,805691,22400,510679,20622,222050,15929,288629,16303,68156,7527,220473,16017,295012,9893,6350615,22601,5281657,27744,4257153,36639,1024504,26934,343917,17737,680587,24679,1068958,15783,2413,null,null,22400,null,null,20622,null,null,15929,null,null,16303,null,null,7527,null,null,16017,null,null,9893,null,null,22601,null,null,27744,null,null,36639,null,null,26934,null,null,17737,null,null,24679,null,null,15783,null,null,53
1779919,1541,319063,13661,218322,13222,87744,8545,130578,10577,28867,5013,101711,10284,100741,5486,1460856,13635,1242086,15832,969310,17134,272776,13734,85357,7214,187419,10641,218770,7267,1541,null,null,13661,null,null,13222,null,null,8545,null,null,10577,null,null,5013,null,null,10284,null,null,5486,null,null,13635,null,null,15832,null,null,17134,null,null,13734,null,null,7214,null,null,10641,null,null,7267,null,null,54
5628565,2951,661565,19715,411184,18088,143233,10963,267951,13394,60021,5474,207930,11325,250381,7751,4967000,20138,4092256,24735,3296533,32201,795723,25065,279196,13861,516527,22275,874744,12701,2951,null,null,19715,null,null,18088,null,null,10963,null,null,13394,null,null,5474,null,null,11325,null,null,7751,null,null,20138,null,null,24735,null,null,32201,null,null,25065,null,null,13861,null,null,22275,null,null,12701,null,null,55
571169,936,64663,5547,37951,4937,18419,4498,19532,3241,3352,1174,16180,3363,26712,2816,506506,5836,429677,7472,346407,9978,83270,8609,37245,6617,46025,5974,76829,4682,936,null,null,5547,null,null,4937,null,null,4498,null,null,3241,null,null,1174,null,null,3363,null,null,2816,null,null,5836,null,null,7472,null,null,9978,null,null,8609,null,null,6617,null,null,5974,null,null,4682,null,null,56
3379483,1634,1469382,26573,1225903,24898,455101,16907,770802,24793,148695,12133,622107,23648,243479,7239,1910101,26450,1716676,25409,1135619,28743,581057,18392,154482,11249,426575,17578,193425,6928,1634,null,null,26573,null,null,24898,null,null,16907,null,null,24793,null,null,12133,null,null,23648,null,null,7239,null,null,26450,null,null,25409,null,null,28743,null,null,18392,null,null,11249,null,null,17578,null,null,6928,null,null,72
4741329,2442,810231,23417,582088,23031,190250,14292,391838,18608,61187,7633,330651,16560,228143,7972,3931098,23274,3385316,25318,2551874,31084,833442,27988,220145,13521,613297,23672,545782,13430,2442,null,null,23417,null,null,23031,null,null,14292,null,null,18608,null,null,7633,null,null,16560,null,null,7972,null,null,23274,null,null,25318,null,null,31084,null,null,27988,null,null,13521,null,null,23672,null,null,13430,null,null,01
723968,1193,71566,6534,51167,5918,17969,2986,33198,5128,7341,1379,25857,5097,20399,2655,652402,6366,537517,8550,411602,11071,125915,9176,47030,6249,78885,7586,114885,5990,1193,null,null,6534,null,null,5918,null,null,2986,null,null,5128,null,null,1379,null,null,5097,null,null,2655,null,null,6366,null,null,8550,null,null,11071,null,null,9176,null,null,6249,null,null,7586,null,null,5990,null,null,02
6771098,3965,1107464,27786,823550,25926,356453,19188,467097,18468,101967,10366,365130,15842,283914,10568,5663634,27940,4783544,31887,3577243,40931,1206301,35085,397029,17384,809272,32274,880090,14959,3965,null,null,27786,null,null,25926,null,null,19188,null,null,18468,null,null,10366,null,null,15842,null,null,10568,null,null,27940,null,null,31887,null,null,40931,null,null,35085,null,null,17384,null,null,32274,null,null,14959,null,null,04
2898630,2550,499225,17721,359201,15465,136855,12666,222346,14281,36924,5000,185422,13433,140024,7346,2399405,17652,2053491,20312,1598041,25892,455450,20928,123350,10613,332100,17552,345914,10771,2550,null,null,17721,null,null,15465,null,null,12666,null,null,14281,null,null,5000,null,null,13433,null,null,7346,null,null,17652,null,null,20312,null,null,25892,null,null,20928,null,null,10613,null,null,17552,null,null,10771,null,null,05
38513258,8112,5525524,66544,4116414,63850,1856777,49728,2259637,44028,543360,24427,1716277,40650,1409110,21266,32987734,67429,28576732,79011,21425150,118906,7151582,86438,2394853,49969,4756729,76644,4411002,41364,8112,null,null,66544,null,null,63850,null,null,49728,null,null,44028,null,null,24427,null,null,40650,null,null,21266,null,null,67429,null,null,79011,null,null,118906,null,null,86438,null,null,49969,null,null,76644,null,null,41364,null,null,06
5420327,2295,598736,17942,374313,16926,170275,12346,204038,13962,40768,5745,163270,13514,224423,8753,4821591,18216,3985848,23653,3197682,30080,788166,21798,281865,14521,506301,18470,835743,15582,2295,null,null,17942,null,null,16926,null,null,12346,null,null,13962,null,null,5745,null,null,13514,null,null,8753,null,null,18216,null,null,23653,null,null,30080,null,null,21798,null,null,14521,null,null,18470,null,null,15582,null,null,08
3469514,1932,339128,14645,224160,14574,69578,8931,154582,11856,23246,3578,131336,10944,114968,5655,3130386,14656,2633437,16047,2018379,22618,615058,22569,169746,11495,445312,19732,496949,10397,1932,null,null,14645,null,null,14574,null,null,8931,null,null,11856,null,null,3578,null,null,10944,null,null,5655,null,null,14656,null,null,16047,null,null,22618,null,null,22569,null,null,11495,null,null,19732,null,null,10397,null,null,09
926864,1051,108211,8223,74715,8102,23171,4682,51544,7286,6931,2264,44613,6679,33496,2603,818653,8285,697978,10487,515206,13511,182772,11311,46527,8070,136245,9677,120675,6023,1051,null,null,8223,null,null,8102,null,null,4682,null,null,7286,null,null,2264,null,null,6679,null,null,2603,null,null,8285,null,null,10487,null,null,13511,null,null,11311,null,null,8070,null,null,9677,null,null,6023,null,null,10
647654,966,120308,9084,69510,7876,7787,2689,61723,7714,5172,1916,56551,7496,50798,4481,527346,9021,346423,9887,212682,11744,133741,10979,27532,4890,106209,9584,180923,5773,966,null,null,9084,null,null,7876,null,null,2689,null,null,7714,null,null,1916,null,null,7496,null,null,4481,null,null,9021,null,null,9887,null,null,11744,null,null,10979,null,null,4890,null,null,9584,null,null,5773,null,null,11
