B19053_001E,B19053_001M,B19053_002E,B19053_002M,B19053_003E,B19053_003M,B19053_001M,B19053_001EA,B19053_001MA,B19053_002M,B19053_002EA,B19053_002MA,B19053_003M,B19053_003EA,B19053_003MA,state
7573456,23478,732678,13423,6840778,24966,23478,null,null,13423,null,null,24966,null,null,12
3686135,15528,357333,9073,3328802,14525,15528,null,null,9073,null,null,14525,null,null,13
455868,4824,62637,4432,393231,5364,4824,null,null,4432,null,null,5364,null,null,15
610872,4143,83587,5649,527285,6266,4143,null,null,5649,null,null,6266,null,null,16
4822046,12932,456514,9422,4365532,14720,12932,null,null,9422,null,null,14720,null,null,17
2533270,10440,230709,7431,2302561,11917,10440,null,null,7431,null,null,11917,null,null,18
1247932,7106,161774,4333,1086158,7597,7106,null,null,4333,null,null,7597,null,null,19
1110407,6778,133836,4989,976571,7814,6778,null,null,4989,null,null,7814,null,null,20
1717706,9131,160203,6243,1557503,9529,9131,null,null,6243,null,null,9529,null,null,21
1720801,8997,151670,5567,1569131,10212,8997,null,null,5567,null,null,10212,null,null,22
531660,5774,76700,3649,454960,5876,5774,null,null,3649,null,null,5876,null,null,23
2194657,9484,237015,7599,1957642,12192,9484,null,null,7599,null,null,12192,null,null,24
2579398,8290,290063,6790,2289335,10385,8290,null,null,6790,null,null,10385,null,null,25
3884153,13696,351694,8290,3532459,13579,13696,null,null,8290,null,null,13579,null,null,26
2148725,7378,265079,6129,1883646,9382,7378,null,null,6129,null,null,9382,null,null,27
1091245,8803,97456,4558,993789,9864,8803,null,null,4558,null,null,9864,null,null,28
2372190,10844,240394,7047,2131796,11466,10844,null,null,7047,null,null,11466,null,null,29
416125,4426,60898,3387,355227,4267,4426,null,null,3387,null,null,4267,null,null,30
747562,4452,93774,3605,653788,5728,4452,null,null,3605,null,null,5728,null,null,31
1055158,6433,95028,4275,960130,7405,6433,null,null,4275,null,null,7405,null,null,32
520643,5191,65939,4045,454704,5834,5191,null,null,4045,null,null,5834,null,null,33
3194519,10274,294998,7361,2899521,9342,10274,null,null,7361,null,null,9342,null,null,34
758364,6296,76973,4190,681391,7011,6296,null,null,4190,null,null,7011,null,null,35
7209054,17665,752574,13390,6456480,21587,17665,null,null,13390,null,null,21587,null,null,36
3882423,16063,380712,9943,3501711,17583,16063,null,null,9943,null,null,17583,null,null,37
315134,3356,45647,2417,269487,3924,3356,null,null,2417,null,null,3924,null,null,38
4624669,14929,416514,8655,4208155,16833,14929,null,null,8655,null,null,16833,null,null,39
1469342,7193,156562,4739,1312780,7768,7193,null,null,4739,null,null,7768,null,null,40
1571678,6691,198444,5886,1373234,8514,6691,null,null,5886,null,null,8514,null,null,41
4937771,13721,446056,10224,4491715,15023,13721,null,null,10224,null,null,15023,null,null,42
408239,4139,38822,2690,369417,5006,4139,null,null,2690,null,null,5006,null,null,44
1877887,10574,168288,5837,1709599,11715,10574,null,null,5837,null,null,11715,null,null,45
334003,3659,54733,2744,279270,4127,3659,null,null,2744,null,null,4127,null,null,46
2556332,11690,265425,8333,2290907,12028,11690,null,null,8333,null,null,12028,null,null,47
9535612,20125,1119589,17218,8416023,24343,20125,null,null,17218,null,null,24343,null,null,48
943147,4975,119683,4837,823464,6984,4975,null,null,4837,null,null,6984,null,null,49
254851,2815,40109,2521,214742,3152,2815,null,null,2521,null,null,3152,null,null,50
3120692,13161,313201,7261,2807491,13223,13161,null,null,7261,null,null,13223,null,null,51
2768076,8506,304413,8179,2463663,10076,8506,null,null,8179,null,null,10076,null,null,53
722125,5656,48533,3675,673592,6947,5656,null,null,3675,null,null,6947,null,null,54
2326998,7745,234913,5952,2092085,9840,7745,null,null,5952,null,null,9840,null,null,55
223619,4088,24900,2348,198719,4220,4088,null,null,2348,null,null,4220,null,null,56
1208438,9900,105201,4575,1103237,9744,9900,null,null,4575,null,null,9744,null,null,72
1852518,12189,152043,4735,1700475,12235,12189,null,null,4735,null,null,12235,null,null,01
248468,2841,38116,2405,210352,3571,2841,null,null,2405,null,null,3571,null,null,02
2519052,11479,265695,7734,2253357,12577,11479,null,null,7734,null,null,12577,null,null,04
1142718,7341,100097,4883,1042621,8822,7341,null,null,4883,null,null,8822,null,null,05
12944178,15703,1846320,19122,11097858,24205,15703,null,null,19122,null,null,24205,null,null,06
2108992,7767,278445,6847,1830547,9826,7767,null,null,6847,null,null,9826,null,null,08
1357269,7141,169885,6017,1187384,8547,7141,null,null,6017,null,null,8547,null,null,09
351085,3936,24507,2126,326578,4185,3936,null,null,2126,null,null,4185,null,null,10
281241,3152,27028,2517,254213,3435,3152,null,null,2517,null,null,3435,null,null,11
