C06007_001E,C06007_001M,C06007_002E,C06007_002M,C06007_003E,C06007_003M,C06007_004E,C06007_004M,C06007_005E,C06007_005M,C06007_006E,C06007_006M,C06007_007E,C06007_007M,C06007_008E,C06007_008M,C06007_009E,C06007_009M,C06007_010E,C06007_010M,C06007_011E,C06007_011M,C06007_012E,C06007_012M,C06007_013E,C06007_013M,C06007_014E,C06007_014M,C06007_015E,C06007_015M,C06007_016E,C06007_016M,C06007_017E,C06007_017M,C06007_018E,C06007_018M,C06007_019E,C06007_019M,C06007_020E,C06007_020M,C06007_021E,C06007_021M,C06007_022E,C06007_022M,C06007_023E,C06007_023M,C06007_024E,C06007_024M,C06007_025E,C06007_025M,C06007_001M,C06007_001EA,C06007_001MA,C06007_002M,C06007_002EA,C06007_002MA,C06007_003M,C06007_003EA,C06007_003MA,C06007_004M,C06007_004EA,C06007_004MA,C06007_005M,C06007_005EA,C06007_005MA,C06007_006M,C06007_006EA,C06007_006MA,C06007_007M,C06007_007EA,C06007_007MA,C06007_008M,C06007_008EA,C06007_008MA,C06007_009M,C06007_009EA,C06007_009MA,C06007_010M,C06007_010EA,C06007_010MA,C06007_011M,C06007_011EA,C06007_011MA,C06007_012M,C06007_012EA,C06007_012MA,C06007_013M,C06007_013EA,C06007_013MA,C06007_014M,C06007_014EA,C06007_014MA,C06007_015M,C06007_015EA,C06007_015MA,C06007_016M,C06007_016EA,C06007_016MA,C06007_017M,C06007_017EA,C06007_017MA,C06007_018M,C06007_018EA,C06007_018MA,C06007_019M,C06007_019EA,C06007_019MA,C06007_020M,C06007_020EA,C06007_020MA,C06007_021M,C06007_021EA,C06007_021MA,C06007_022M,C06007_022EA,C06007_022MA,C06007_023M,C06007_023EA,C06007_023MA,C06007_024M,C06007_024EA,C06007_024MA,C06007_025M,C06007_025EA,C06007_025MA,state
1270317,1242,1172158,5535,98159,5278,66036,4643,32123,3479,506093,10030,486636,9808,19457,2528,17094,2278,2363,763,671778,9255,649502,9494,22276,2553,20378,2545,1898,584,17071,2495,11095,1686,5976,1952,4529,1812,1447,774,75375,4535,24925,2744,50450,4158,24035,2522,26415,3442,1242,null,null,5535,null,null,5278,null,null,4643,null,null,3479,null,null,10030,null,null,9808,null,null,2528,null,null,2278,null,null,763,null,null,9255,null,null,9494,null,null,2553,null,null,2545,null,null,584,null,null,2495,null,null,1686,null,null,1952,null,null,1812,null,null,774,null,null,4535,null,null,2744,null,null,4158,null,null,2522,null,null,3442,null,null,33
8424299,1246,5751880,25322,2672419,25187,1613974,25458,1058445,19630,4220478,21381,3616461,22491,604017,16205,536640,15106,67377,4938,1992439,24538,1761406,22768,231033,9448,206611,9481,24422,2087,208227,9297,57416,4570,150811,8446,88639,6173,62172,4860,2003155,22125,316597,10287,1686558,21793,782084,16428,904474,18245,1246,null,null,25322,null,null,25187,null,null,25458,null,null,19630,null,null,21381,null,null,22491,null,null,16205,null,null,15106,null,null,4938,null,null,24538,null,null,22768,null,null,9448,null,null,9481,null,null,2087,null,null,9297,null,null,4570,null,null,8446,null,null,6173,null,null,4860,null,null,22125,null,null,10287,null,null,21793,null,null,16428,null,null,18245,null,null,34
1955889,1342,1281601,14458,674288,14203,511921,13985,162367,8999,996176,13392,637318,14028,358858,9796,315332,9778,43526,3344,739087,13102,605450,12786,133637,7838,117596,7608,16041,2351,23079,2805,16346,2476,6733,1525,5393,1328,1340,651,197547,8657,22487,3240,175060,7821,73600,5126,101460,6963,1342,null,null,14458,null,null,14203,null,null,13985,null,null,8999,null,null,13392,null,null,14028,null,null,9796,null,null,9778,null,null,3344,null,null,13102,null,null,12786,null,null,7838,null,null,7608,null,null,2351,null,null,2805,null,null,2476,null,null,1525,null,null,1328,null,null,651,null,null,8657,null,null,3240,null,null,7821,null,null,5126,null,null,6963,null,null,35
18586270,2442,12816515,36234,5769755,36000,3214747,33159,2555008,31929,11317800,37897,9547605,35708,1770195,24525,1503888,24384,266307,10981,2280721,24008,2074551,24401,206170,7734,180419,7928,25751,2927,475528,12880,134529,6296,340999,12109,189418,7947,151581,8321,4512221,35624,1059830,22720,3452391,33775,1341022,22683,2111369,28743,2442,null,null,36234,null,null,36000,null,null,33159,null,null,31929,null,null,37897,null,null,35708,null,null,24525,null,null,24384,null,null,10981,null,null,24008,null,null,24401,null,null,7734,null,null,7928,null,null,2927,null,null,12880,null,null,6296,null,null,12109,null,null,7947,null,null,8321,null,null,35624,null,null,22720,null,null,33775,null,null,22683,null,null,28743,null,null,36
9552195,4096,8449589,16092,1102606,16192,670226,14213,432380,12454,5256744,33934,5007975,32136,248769,8413,212367,8581,36402,3285,3402263,31385,3229888,29909,172375,8086,151758,7025,20617,2457,110782,6034,71945,4768,38837,4346,25529,3289,13308,2500,782406,14041,139781,7361,642625,12853,280572,9236,362053,11771,4096,null,null,16092,null,null,16192,null,null,14213,null,null,12454,null,null,33934,null,null,32136,null,null,8413,null,null,8581,null,null,3285,null,null,31385,null,null,29909,null,null,8086,null,null,7025,null,null,2457,null,null,6034,null,null,4768,null,null,4346,null,null,3289,null,null,2500,null,null,14041,null,null,7361,null,null,12853,null,null,9236,null,null,11771,null,null,37
703055,1333,666166,3794,36889,3328,24148,2540,12741,2398,427226,7064,418340,7357,8886,1370,6890,1221,1996,636,244872,7122,234964,6972,9908,2160,7554,1477,2354,1297,6598,1843,4749,1258,1849,1342,846,756,1003,689,24359,2460,8113,1723,16246,2486,8858,1689,7388,1938,1333,null,null,3794,null,null,3328,null,null,2540,null,null,2398,null,null,7064,null,null,7357,null,null,1370,null,null,1221,null,null,636,null,null,7122,null,null,6972,null,null,2160,null,null,1477,null,null,1297,null,null,1843,null,null,1258,null,null,1342,null,null,756,null,null,689,null,null,2460,null,null,1723,null,null,2486,null,null,1689,null,null,1938,null,null,38
10921628,2813,10160377,15980,761251,15481,492147,13247,269104,10503,8082225,28859,7842385,27677,239840,9466,193174,8761,46666,4268,2239957,25961,2151597,23623,88360,5783,74062,5190,14298,1974,91288,6480,49932,4139,41356,4265,22004,2758,19352,2725,508158,13439,116463,6823,391695,12526,202907,7874,188788,9596,2813,null,null,15980,null,null,15481,null,null,13247,null,null,10503,null,null,28859,null,null,27677,null,null,9466,null,null,8761,null,null,4268,null,null,25961,null,null,23623,null,null,5783,null,null,5190,null,null,1974,null,null,6480,null,null,4139,null,null,4265,null,null,2758,null,null,2725,null,null,13439,null,null,6823,null,null,12526,null,null,7874,null,null,9596,null,null,39
3659465,1583,3284055,8177,375410,7985,229856,6999,145554,6138,2174180,16989,2072842,16811,101338,4516,86231,4270,15107,2556,1225291,16970,1152892,16447,72399,4898,61290,4437,11109,1679,33245,2877,25352,2431,7893,1341,5149,1044,2744,797,226749,5780,32969,2730,193780,6094,77186,4562,116594,5032,1583,null,null,8177,null,null,7985,null,null,6999,null,null,6138,null,null,16989,null,null,16811,null,null,4516,null,null,4270,null,null,2556,null,null,16970,null,null,16447,null,null,4898,null,null,4437,null,null,1679,null,null,2877,null,null,2431,null,null,1341,null,null,1044,null,null,797,null,null,5780,null,null,2730,null,null,6094,null,null,4562,null,null,5032,null,null,40
3858883,2004,3272134,14207,586749,14595,360735,12247,226014,8501,1689888,18778,1536931,18955,152957,8048,127142,8187,25815,4085,1734008,17779,1633653,17238,100355,6917,89212,6623,11143,1767,43688,3616,31149,2518,12539,2597,9572,2251,2967,970,391299,10677,70401,4472,320898,10017,134809,6961,186089,7032,2004,null,null,14207,null,null,14595,null,null,12247,null,null,8501,null,null,18778,null,null,18955,null,null,8048,null,null,8187,null,null,4085,null,null,17779,null,null,17238,null,null,6917,null,null,6623,null,null,1767,null,null,3616,null,null,2518,null,null,2597,null,null,2251,null,null,970,null,null,10677,null,null,4472,null,null,10017,null,null,6961,null,null,7032,null,null,41
12074484,2168,10711759,23898,1362725,23836,838234,20286,524491,14661,8617929,30605,8258207,32334,359722,14304,296090,12877,63632,4650,2369527,29402,2189208,28192,180319,7255,157157,7036,23162,2644,225246,9312,69686,4650,155560,7672,79406,5902,76154,5118,861782,19043,194658,9185,667124,16129,305581,9882,361543,12835,2168,null,null,23898,null,null,23836,null,null,20286,null,null,14661,null,null,30605,null,null,32334,null,null,14304,null,null,12877,null,null,4650,null,null,29402,null,null,28192,null,null,7255,null,null,7036,null,null,2644,null,null,9312,null,null,4650,null,null,7672,null,null,5902,null,null,5118,null,null,19043,null,null,9185,null,null,16129,null,null,9882,null,null,12835,null,null,42
1002282,807,774234,8645,228048,8705,143750,7932,84298,5435,549473,8225,491561,9298,57912,5087,51576,4817,6336,1551,283729,7476,251752,6193,31977,3504,27936,3404,4041,1195,22411,3342,5884,1423,16527,2856,9998,2252,6529,1617,146669,6984,25037,2873,121632,6653,54240,5231,67392,5227,807,null,null,8645,null,null,8705,null,null,7932,null,null,5435,null,null,8225,null,null,9298,null,null,5087,null,null,4817,null,null,1551,null,null,7476,null,null,6193,null,null,3504,null,null,3404,null,null,1195,null,null,3342,null,null,1423,null,null,2856,null,null,2252,null,null,1617,null,null,6984,null,null,2873,null,null,6653,null,null,5231,null,null,5227,null,null,44
4671107,2461,4352744,10362,318363,10402,194489,7881,123874,7825,2587164,21615,2527111,21155,60053,4317,49804,4157,10249,1874,1798806,23416,1729845,22477,68961,5470,58421,4756,10540,2256,49339,3856,37879,3497,11460,1931,8291,1505,3169,1060,235798,8972,57909,4233,177889,8737,77973,5573,99916,7011,2461,null,null,10362,null,null,10402,null,null,7881,null,null,7825,null,null,21615,null,null,21155,null,null,4317,null,null,4157,null,null,1874,null,null,23416,null,null,22477,null,null,5470,null,null,4756,null,null,2256,null,null,3856,null,null,3497,null,null,1931,null,null,1505,null,null,1060,null,null,8972,null,null,4233,null,null,8737,null,null,5573,null,null,7011,null,null,45
804562,1176,752497,4421,52065,4212,33821,3034,18244,2489,505273,7164,485607,7111,19666,2358,16699,2222,2967,861,262640,7067,254597,7037,8043,1188,7468,1181,575,271,6487,1586,5113,1453,1374,770,602,353,772,665,30162,2402,7180,1597,22982,2625,9052,1530,13930,2253,1176,null,null,4421,null,null,4212,null,null,3034,null,null,2489,null,null,7164,null,null,7111,null,null,2358,null,null,2222,null,null,861,null,null,7067,null,null,7037,null,null,1188,null,null,1181,null,null,271,null,null,1586,null,null,1453,null,null,770,null,null,353,null,null,665,null,null,2402,null,null,1597,null,null,2625,null,null,1530,null,null,2253,null,null,46
6247026,3349,5809996,14161,437030,12718,258836,10712,178194,9013,3710979,22677,3621633,23169,89346,6586,73456,6120,15890,2755,2169411,22290,2088760,21844,80651,5521,70288,5427,10363,2170,50120,4039,35535,3248,14585,2625,10334,2156,4251,1359,316516,10521,64068,4787,252448,10262,104758,7416,147690,8014,3349,null,null,14161,null,null,12718,null,null,10712,null,null,9013,null,null,22677,null,null,23169,null,null,6586,null,null,6120,null,null,2755,null,null,22290,null,null,21844,null,null,5521,null,null,5427,null,null,2170,null,null,4039,null,null,3248,null,null,2625,null,null,2156,null,null,1359,null,null,10521,null,null,4787,null,null,10262,null,null,7416,null,null,8014,null,null,47
25855685,5763,16638877,44046,9216808,43417,5592566,46982,3624242,45418,14796146,46661,10732942,46503,4063204,34764,3298848,35285,764356,22235,5971823,39701,5255282,35687,716541,20188,596070,17945,120471,6500,396377,14597,203437,8875,192940,10749,129520,8779,63420,5381,4691339,40356,447216,14348,4244123,40435,1568128,27287,2675995,39802,5763,null,null,44046,null,null,43417,null,null,46982,null,null,45418,null,null,46661,null,null,46503,null,null,34764,null,null,35285,null,null,22235,null,null,39701,null,null,35687,null,null,20188,null,null,17945,null,null,6500,null,null,14597,null,null,8875,null,null,10749,null,null,8779,null,null,5381,null,null,40356,null,null,14348,null,null,40435,null,null,27287,null,null,39802,null,null,48
2797795,1649,2370313,11421,427482,11666,289410,9534,138072,8601,1667952,17338,1543214,17609,124738,7239,110091,7056,14647,2613,849440,16795,764431,15536,85009,5767,76743,5750,8266,1813,29823,3715,21312,2835,8511,2319,6580,1787,1931,904,250580,9787,41356,3413,209224,9523,95996,6126,113228,7937,1649,null,null,11421,null,null,11666,null,null,9534,null,null,8601,null,null,17338,null,null,17609,null,null,7239,null,null,7056,null,null,2613,null,null,16795,null,null,15536,null,null,5767,null,null,5750,null,null,1813,null,null,3715,null,null,2835,null,null,2319,null,null,1787,null,null,904,null,null,9787,null,null,3413,null,null,9523,null,null,6126,null,null,7937,null,null,49
