C06007_001E,C06007_001M,C06007_002E,C06007_002M,C06007_003E,C06007_003M,C06007_004E,C06007_004M,C06007_005E,C06007_005M,C06007_006E,C06007_006M,C06007_007E,C06007_007M,C06007_008E,C06007_008M,C06007_009E,C06007_009M,C06007_010E,C06007_010M,C06007_011E,C06007_011M,C06007_012E,C06007_012M,C06007_013E,C06007_013M,C06007_014E,C06007_014M,C06007_015E,C06007_015M,C06007_016E,C06007_016M,C06007_017E,C06007_017M,C06007_018E,C06007_018M,C06007_019E,C06007_019M,C06007_020E,C06007_020M,C06007_021E,C06007_021M,C06007_022E,C06007_022M,C06007_023E,C06007_023M,C06007_024E,C06007_024M,C06007_025E,C06007_025M,C06007_001M,C06007_001EA,C06007_001MA,C06007_002M,C06007_002EA,C06007_002MA,C06007_003M,C06007_003EA,C06007_003MA,C06007_004M,C06007_004EA,C06007_004MA,C06007_005M,C06007_005EA,C06007_005MA,C06007_006M,C06007_006EA,C06007_006MA,C06007_007M,C06007_007EA,C06007_007MA,C06007_008M,C06007_008EA,C06007_008MA,C06007_009M,C06007_009EA,C06007_009MA,C06007_010M,C06007_010EA,C06007_010MA,C06007_011M,C06007_011EA,C06007_011MA,C06007_012M,C06007_012EA,C06007_012MA,C06007_013M,C06007_013EA,C06007_013MA,C06007_014M,C06007_014EA,C06007_014MA,C06007_015M,C06007_015EA,C06007_015MA,C06007_016M,C06007_016EA,C06007_016MA,C06007_017M,C06007_017EA,C06007_017MA,C06007_018M,C06007_018EA,C06007_018MA,C06007_019M,C06007_019EA,C06007_019MA,C06007_020M,C06007_020EA,C06007_020MA,C06007_021M,C06007_021EA,C06007_021MA,C06007_022M,C06007_022EA,C06007_022MA,C06007_023M,C06007_023EA,C06007_023MA,C06007_024M,C06007_024EA,C06007_024MA,C06007_025M,C06007_025EA,C06007_025MA,state
19494972,2952,13884663,39662,5610309,39376,3265804,35318,2344505,31385,6413919,39418,5369821,35002,1044098,21787,932260,21646,111838,7982,8115242,39696,7451124,35201,664118,17260,588827,16432,75291,5221,754291,19940,233054,11056,521237,18977,324390,15938,196847,10576,4211520,35776,830664,18005,3380856,36891,1420327,21745,1960529,30324,2952,null,null,39662,null,null,39376,null,null,35318,null,null,31385,null,null,39418,null,null,35002,null,null,21787,null,null,21646,null,null,7982,null,null,39696,null,null,35201,null,null,17260,null,null,16432,null,null,5221,null,null,19940,null,null,11056,null,null,18977,null,null,15938,null,null,10576,null,null,35776,null,null,18005,null,null,36891,null,null,21745,null,null,30324,null,null,12
9655493,4445,8304044,22424,1351449,22328,798224,21090,553225,14354,5067164,30982,4794499,31100,272665,9453,228688,9335,43977,4536,3421897,34433,3229516,33053,192381,10560,167572,9049,24809,3683,137782,8530,85642,6333,52140,6363,39466,5167,12674,2732,1028650,21437,194387,10682,834263,18634,362498,14244,471765,13948,4445,null,null,22424,null,null,22328,null,null,21090,null,null,14354,null,null,30982,null,null,31100,null,null,9453,null,null,9335,null,null,4536,null,null,34433,null,null,33053,null,null,10560,null,null,9049,null,null,3683,null,null,8530,null,null,6333,null,null,6363,null,null,5167,null,null,2732,null,null,21437,null,null,10682,null,null,18634,null,null,14244,null,null,13948,null,null,13
1337835,28,983020,13479,354815,13477,191642,9806,163173,8883,687940,14430,604569,14706,83371,5698,66887,5142,16484,2358,346046,7937,313780,7955,32266,3828,26712,3215,5554,1457,42916,4500,23250,2798,19666,3453,12612,2633,7054,1790,260933,12691,41421,3699,219512,12267,85431,6711,134081,8788,28,null,null,13479,null,null,13477,null,null,9806,null,null,8883,null,null,14430,null,null,14706,null,null,5698,null,null,5142,null,null,2358,null,null,7937,null,null,7955,null,null,3828,null,null,3215,null,null,1457,null,null,4500,null,null,2798,null,null,3453,null,null,2633,null,null,1790,null,null,12691,null,null,3699,null,null,12267,null,null,6711,null,null,8788,null,null,15
1568997,1710,1398989,6687,170008,6420,103917,6745,66091,5432,718245,15092,668897,13948,49348,3915,39638,3950,9710,1944,739565,13257,701111,13092,38454,4045,30852,3457,7602,2090,13527,2556,11121,2108,2406,1068,1941,1046,465,392,97660,5927,17860,2113,79800,5411,31486,3863,48314,4123,1710,null,null,6687,null,null,6420,null,null,6745,null,null,5432,null,null,15092,null,null,13948,null,null,3915,null,null,3950,null,null,1944,null,null,13257,null,null,13092,null,null,4045,null,null,3457,null,null,2090,null,null,2556,null,null,2108,null,null,1068,null,null,1046,null,null,392,null,null,5927,null,null,2113,null,null,5411,null,null,3863,null,null,4123,null,null,16
12032049,2349,9270805,25589,2761244,25750,1718992,21789,1042252,17587,7899544,28146,6943118,32177,956426,17503,849176,17026,107250,5396,2224593,23010,2064469,22260,160124,8411,137517,7457,22607,2369,135181,6540,59588,3891,75593,4713,47767,3777,27826,2704,1772731,22474,203630,9071,1569101,22255,684532,14978,884569,17227,2349,null,null,25589,null,null,25750,null,null,21789,null,null,17587,null,null,28146,null,null,32177,null,null,17503,null,null,17026,null,null,5396,null,null,23010,null,null,22260,null,null,8411,null,null,7457,null,null,2369,null,null,6540,null,null,3891,null,null,4713,null,null,3777,null,null,2704,null,null,22474,null,null,9071,null,null,22255,null,null,14978,null,null,17227,null,null,17
6212686,3036,5669872,13007,542814,12813,339581,10875,203233,7622,4148701,25790,3996920,25358,151781,7836,124156,7251,27625,2973,1675779,23962,1581919,23210,93860,5494,80037,5119,13823,2087,43369,4361,28517,3376,14852,2631,9219,2123,5633,1326,344837,10447,62516,5170,282321,9804,126169,7256,156152,7118,3036,null,null,13007,null,null,12813,null,null,10875,null,null,7622,null,null,25790,null,null,25358,null,null,7836,null,null,7251,null,null,2973,null,null,23962,null,null,23210,null,null,5494,null,null,5119,null,null,2087,null,null,4361,null,null,3376,null,null,2631,null,null,2123,null,null,1326,null,null,10447,null,null,5170,null,null,9804,null,null,7256,null,null,7118,null,null,18
2937206,1804,2711052,7253,226154,7325,125833,6636,100321,7243,2039057,12705,1985753,13164,53304,3732,43042,3661,10262,1702,720013,12590,683250,12972,36763,3141,28996,2825,7767,1560,19441,3088,13776,2428,5665,1621,3833,1247,1832,959,158695,5672,28273,2915,130422,5657,49962,3489,80460,6105,1804,null,null,7253,null,null,7325,null,null,6636,null,null,7243,null,null,12705,null,null,13164,null,null,3732,null,null,3661,null,null,1702,null,null,12590,null,null,12972,null,null,3141,null,null,2825,null,null,1560,null,null,3088,null,null,2428,null,null,1621,null,null,1247,null,null,959,null,null,5672,null,null,2915,null,null,5657,null,null,3489,null,null,6105,null,null,19
2709883,1979,2393978,9282,315905,9572,190792,8086,125113,6167,1548567,14225,1475006,13427,73561,5510,66032,5034,7529,1461,931323,15706,871408,15005,59915,4916,51713,4279,8202,1821,25712,2657,20053,2495,5659,1342,4266,1078,1393,664,204281,7463,27511,2698,176770,7490,68781,4859,107989,6090,1979,null,null,9282,null,null,9572,null,null,8086,null,null,6167,null,null,14225,null,null,13427,null,null,5510,null,null,5034,null,null,1461,null,null,15706,null,null,15005,null,null,4916,null,null,4279,null,null,1821,null,null,2657,null,null,2495,null,null,1342,null,null,1078,null,null,664,null,null,7463,null,null,2698,null,null,7490,null,null,4859,null,null,6090,null,null,20
4164025,2784,3946958,8989,217067,8501,127929,5842,89138,5842,2826076,14927,2776374,15755,49702,4744,41368,4207,8334,1424,1154559,15082,1117369,15447,37190,3632,31682,3168,5508,1691,29218,3059,22782,2739,6436,1359,5208,1207,1228,566,154172,7348,30433,3417,123739,6458,49671,4258,74068,5303,2784,null,null,8989,null,null,8501,null,null,5842,null,null,5842,null,null,14927,null,null,15755,null,null,4744,null,null,4207,null,null,1424,null,null,15082,null,null,15447,null,null,3632,null,null,3168,null,null,1691,null,null,3059,null,null,2739,null,null,1359,null,null,1207,null,null,566,null,null,7348,null,null,3417,null,null,6458,null,null,4258,null,null,5303,null,null,21
4374703,3568,4021725,9938,352978,9249,228800,8308,124178,7192,3378010,16683,3238612,17610,139398,5908,116332,5976,23066,2966,781513,15626,735339,14996,46174,4150,36776,3828,9398,2130,27084,3117,18262,2513,8822,1717,6231,1461,2591,1081,188096,7203,29512,2770,158584,7492,69461,5322,89123,6418,3568,null,null,9938,null,null,9249,null,null,8308,null,null,7192,null,null,16683,null,null,17610,null,null,5908,null,null,5976,null,null,2966,null,null,15626,null,null,14996,null,null,4150,null,null,3828,null,null,2130,null,null,3117,null,null,2513,null,null,1717,null,null,1461,null,null,1081,null,null,7203,null,null,2770,null,null,7492,null,null,5322,null,null,6418,null,null,22
1267538,938,1189137,4772,78401,4680,57157,4003,21244,2321,776559,10481,743156,10551,33403,2959,29094,2698,4309,930,425648,10405,412111,10119,13537,1863,12129,1764,1408,567,15172,1840,12886,1880,2286,614,1876,532,410,261,50159,3841,20984,2617,29175,3056,14058,2007,15117,1949,938,null,null,4772,null,null,4680,null,null,4003,null,null,2321,null,null,10481,null,null,10551,null,null,2959,null,null,2698,null,null,930,null,null,10405,null,null,10119,null,null,1863,null,null,1764,null,null,567,null,null,1840,null,null,1880,null,null,614,null,null,532,null,null,261,null,null,3841,null,null,2617,null,null,3056,null,null,2007,null,null,1949,null,null,23
5653552,1594,4584484,18383,1069068,18154,670661,16870,398407,12609,2571338,22153,2406952,21091,164386,8478,141237,8116,23149,2847,2078960,21901,1939554,22733,139406,8928,122368,8009,17038,2354,89881,5154,60010,4407,29871,3057,22742,2568,7129,1396,913373,16873,177968,8147,735405,15371,384314,11443,351091,11354,1594,null,null,18383,null,null,18154,null,null,16870,null,null,12609,null,null,22153,null,null,21091,null,null,8478,null,null,8116,null,null,2847,null,null,21901,null,null,22733,null,null,8928,null,null,8009,null,null,2354,null,null,5154,null,null,4407,null,null,3057,null,null,2568,null,null,1396,null,null,16873,null,null,8147,null,null,15371,null,null,11443,null,null,11354,null,null,24
6452005,1483,4924776,21098,1527229,20918,935593,16658,591636,15939,3828077,21294,3475028,20237,353049,12186,312691,11137,40358,3990,1318654,16861,1191198,17262,127456,6176,114882,5685,12574,1677,190914,9024,56992,4446,133922,7789,74655,5778,59267,4796,1114360,17210,201558,8464,912802,17849,433365,11950,479437,14519,1483,null,null,21098,null,null,20918,null,null,16658,null,null,15939,null,null,21294,null,null,20237,null,null,12186,null,null,11137,null,null,3990,null,null,16861,null,null,17262,null,null,6176,null,null,5685,null,null,1677,null,null,9024,null,null,4446,null,null,7789,null,null,5778,null,null,4796,null,null,17210,null,null,8464,null,null,17849,null,null,11950,null,null,14519,null,null,25
9356637,2272,8464804,16845,891833,16866,560730,13253,331103,13218,7053238,21490,6807411,21978,245827,8088,210444,8166,35383,3075,1571279,18464,1485202,18376,86077,4373,72547,3961,13530,1930,75576,5286,45389,3578,30187,3265,20209,2436,9978,2068,656544,12315,126802,5193,529742,13291,257530,8316,272212,12105,2272,null,null,16845,null,null,16866,null,null,13253,null,null,13218,null,null,21490,null,null,21978,null,null,8088,null,null,8166,null,null,3075,null,null,18464,null,null,18376,null,null,4373,null,null,3961,null,null,1930,null,null,5286,null,null,3578,null,null,3265,null,null,2436,null,null,2068,null,null,12315,null,null,5193,null,null,13291,null,null,8316,null,null,12105,null,null,26
5168872,1829,4571145,14421,597727,13993,358150,12199,239577,8297,3437796,15890,3284757,17447,153039,7797,128031,7747,25008,2598,1246175,13844,1172082,13652,74093,4792,64045,4304,10048,2040,38243,3040,29003,2800,9240,1384,6880,1080,2360,774,446658,9929,85303,5299,361355,10548,159194,7131,202161,7476,1829,null,null,14421,null,null,13993,null,null,12199,null,null,8297,null,null,15890,null,null,17447,null,null,7797,null,null,7747,null,null,2598,null,null,13844,null,null,13652,null,null,4792,null,null,4304,null,null,2040,null,null,3040,null,null,2800,null,null,1384,null,null,1080,null,null,774,null,null,9929,null,null,5299,null,null,10548,null,null,7131,null,null,7476,null,null,27
2801896,2989,2694220,4955,107676,4649,69321,4228,38355,3717,1973378,15708,1944371,15228,29007,3333,23159,2896,5848,1455,751087,15861,725407,15282,25680,3266,20189,2536,5491,1775,19296,2733,12934,2365,6362,1715,4052,1299,2310,1057,58135,4428,11508,2090,46627,4066,21921,2997,24706,3405,2989,null,null,4955,null,null,4649,null,null,4228,null,null,3717,null,null,15708,null,null,15228,null,null,3333,null,null,2896,null,null,1455,null,null,15861,null,null,15282,null,null,3266,null,null,2536,null,null,1775,null,null,2733,null,null,2365,null,null,1715,null,null,1299,null,null,1057,null,null,4428,null,null,2090,null,null,4066,null,null,2997,null,null,3405,null,null,28
5721468,2913,5363298,14056,358170,13727,232543,11891,125627,8426,3711487,22646,3623090,23914,88397,6506,71606,5995,16791,2495,1720802,21347,1656401,21733,64401,5919,55429,5478,8972,1599,41898,4259,32786,3265,9112,2038,6968,1561,2144,1215,247281,9847,51021,4305,196260,8750,98540,6041,97720,7008,2913,null,null,14056,null,null,13727,null,null,11891,null,null,8426,null,null,22646,null,null,23914,null,null,6506,null,null,5995,null,null,2495,null,null,21347,null,null,21733,null,null,5919,null,null,5478,null,null,1599,null,null,4259,null,null,3265,null,null,2038,null,null,1561,null,null,1215,null,null,9847,null,null,4305,null,null,8750,null,null,6041,null,null,7008,null,null,29
981377,1458,944993,3909,36384,3713,29490,3294,6894,1465,517809,9110,503823,9084,13986,2000,12290,1850,1696,752,433261,9332,421520,9470,11741,1929,10048,1853,1693,622,8517,1430,7412,1294,1105,418,975,408,130,128,21790,2327,12238,1703,9552,1688,6177,1592,3375,958,1458,null,null,3909,null,null,3713,null,null,3294,null,null,1465,null,null,9110,null,null,9084,null,null,2000,null,null,1850,null,null,752,null,null,9332,null,null,9470,null,null,1929,null,null,1853,null,null,622,null,null,1430,null,null,1294,null,null,418,null,null,408,null,null,128,null,null,2327,null,null,1703,null,null,1688,null,null,1592,null,null,958,null,null,30
1774959,1865,1571131,5875,203828,5880,108200,5659,95628,4914,1117846,9219,1072213,8591,45633,4184,35410,4096,10223,2050,510534,9728,474649,9608,35885,2906,30309,2616,5576,1389,14165,1832,10850,1625,3315,1154,2135,845,1180,761,132414,5097,13419,2010,118995,5104,40346,2993,78649,4294,1865,null,null,5875,null,null,5880,null,null,5659,null,null,4914,null,null,9219,null,null,8591,null,null,4184,null,null,4096,null,null,2050,null,null,9728,null,null,9608,null,null,2906,null,null,2616,null,null,1389,null,null,1832,null,null,1625,null,null,1154,null,null,845,null,null,761,null,null,5097,null,null,2010,null,null,5104,null,null,2993,null,null,4294,null,null,31
2756697,1011,1910576,14094,846121,14004,522140,12676,323981,10164,628921,13268,474107,13375,154814,7119,139662,7148,15152,2410,1494853,15272,1323367,14215,171486,8882,151067,8448,20419,2414,48864,4224,31002,3258,17862,2282,13453,2034,4409,960,584059,12121,82100,5384,501959,11531,217958,9791,284001,9072,1011,null,null,14094,null,null,14004,null,null,12676,null,null,10164,null,null,13268,null,null,13375,null,null,7119,null,null,7148,null,null,2410,null,null,15272,null,null,14215,null,null,8882,null,null,8448,null,null,2414,null,null,4224,null,null,3258,null,null,2282,null,null,2034,null,null,960,null,null,12121,null,null,5384,null,null,11531,null,null,9791,null,null,9072,null,null,32
