C18105_001E,C18105_001M,C18105_002E,C18105_002M,C18105_003E,C18105_003M,C18105_004E,C18105_004M,C18105_005E,C18105_005M,C18105_006E,C18105_006M,C18105_007E,C18105_007M,C18105_008E,C18105_008M,C18105_009E,C18105_009M,C18105_010E,C18105_010M,C18105_011E,C18105_011M,C18105_012E,C18105_012M,C18105_013E,C18105_013M,C18105_014E,C18105_014M,C18105_015E,C18105_015M,C18105_016E,C18105_016M,C18105_017E,C18105_017M,C18105_018E,C18105_018M,C18105_019E,C18105_019M,C18105_020E,C18105_020M,C18105_021E,C18105_021M,C18105_001M,C18105_001EA,C18105_001MA,C18105_002M,C18105_002EA,C18105_002MA,C18105_003M,C18105_003EA,C18105_003MA,C18105_004M,C18105_004EA,C18105_004MA,C18105_005M,C18105_005EA,C18105_005MA,C18105_006M,C18105_006EA,C18105_006MA,C18105_007M,C18105_007EA,C18105_007MA,C18105_008M,C18105_008EA,C18105_008MA,C18105_009M,C18105_009EA,C18105_009MA,C18105_010M,C18105_010EA,C18105_010MA,C18105_011M,C18105_011EA,C18105_011MA,C18105_012M,C18105_012EA,C18105_012MA,C18105_013M,C18105_013EA,C18105_013MA,C18105_014M,C18105_014EA,C18105_014MA,C18105_015M,C18105_015EA,C18105_015MA,C18105_016M,C18105_016EA,C18105_016MA,C18105_017M,C18105_017EA,C18105_017MA,C18105_018M,C18105_018EA,C18105_018MA,C18105_019M,C18105_019EA,C18105_019MA,C18105_020M,C18105_020EA,C18105_020MA,C18105_021M,C18105_021EA,C18105_021MA,state
19177107,4766,9258417,8294,1540903,5277,8963,1680,1531940,5515,5904200,6573,289381,10094,5614819,11515,1813314,2918,329224,9356,1484090,9747,9918690,6963,1478070,5997,8334,1389,1469736,6128,6233188,6388,338638,9957,5894550,10704,2207432,3525,511863,9301,1695569,10334,4766,null,null,8294,null,null,5277,null,null,1680,null,null,5515,null,null,6573,null,null,10094,null,null,11515,null,null,2918,null,null,9356,null,null,9747,null,null,6963,null,null,5997,null,null,1389,null,null,6128,null,null,6388,null,null,9957,null,null,10704,null,null,3525,null,null,9301,null,null,10334,null,null,12
9465910,5878,4530988,8536,943187,5942,6826,2092,936361,6116,3007980,5944,159802,7624,2848178,10802,579821,2820,119613,4809,460208,5734,4934922,7206,908261,5121,6532,1713,901729,5618,3276179,5335,203453,8021,3072726,9337,750482,3112,203617,6237,546865,6683,5878,null,null,8536,null,null,5942,null,null,2092,null,null,6116,null,null,5944,null,null,7624,null,null,10802,null,null,2820,null,null,4809,null,null,5734,null,null,7206,null,null,5121,null,null,1713,null,null,5618,null,null,5335,null,null,8021,null,null,9337,null,null,3112,null,null,6237,null,null,6683,null,null,13
1288024,2529,630027,2730,111362,1275,364,209,110998,1286,410306,2522,15587,1724,394719,3113,108359,748,20545,2119,87814,2236,657997,1869,105493,1204,129,122,105364,1204,422129,1392,16080,1979,406049,2233,130375,608,32649,1910,97726,2101,2529,null,null,2730,null,null,1275,null,null,209,null,null,1286,null,null,2522,null,null,1724,null,null,3113,null,null,748,null,null,2119,null,null,2236,null,null,1869,null,null,1204,null,null,122,null,null,1204,null,null,1392,null,null,1979,null,null,2233,null,null,608,null,null,1910,null,null,2101,null,null,15
1548724,1864,768547,2817,165845,2271,984,478,164861,2258,483518,2283,21028,2488,462490,3086,119184,1381,23671,2174,95513,2289,780177,2676,155642,2013,1098,529,154544,2091,491285,2261,26729,2548,464556,3257,133250,1310,28567,2289,104683,2553,1864,null,null,2817,null,null,2271,null,null,478,null,null,2258,null,null,2283,null,null,2488,null,null,3086,null,null,1381,null,null,2174,null,null,2289,null,null,2676,null,null,2013,null,null,529,null,null,2091,null,null,2261,null,null,2548,null,null,3257,null,null,1310,null,null,2289,null,null,2553,null,null,16
11850898,2531,5773220,4836,1095278,3003,5722,1230,1089556,3205,3887432,3538,148988,6514,3738444,8106,790510,2369,146737,4399,643773,5024,6077678,4745,1055095,3087,5374,1035,1049721,3202,4005183,3752,189636,6737,3815547,7591,1017400,3138,252858,5686,764542,6316,2531,null,null,4836,null,null,3003,null,null,1230,null,null,3205,null,null,3538,null,null,6514,null,null,8106,null,null,2369,null,null,4399,null,null,5024,null,null,4745,null,null,3087,null,null,1035,null,null,3202,null,null,3752,null,null,6737,null,null,7591,null,null,3138,null,null,5686,null,null,6316,null,null,17
6114547,3206,2988588,5274,591206,3776,4328,1302,586878,3902,1973871,3957,106915,4901,1866956,6135,423511,2113,85451,3939,338060,4218,3125959,5091,562352,3840,3016,854,559336,4063,2029840,3460,133575,5224,1896265,6337,533767,2085,139120,4391,394647,4979,3206,null,null,5274,null,null,3776,null,null,1302,null,null,3902,null,null,3957,null,null,4901,null,null,6135,null,null,2113,null,null,3939,null,null,4218,null,null,5091,null,null,3840,null,null,854,null,null,4063,null,null,3460,null,null,5224,null,null,6337,null,null,2085,null,null,4391,null,null,4979,null,null,18
2893950,1898,1430471,3274,270610,2137,1662,473,268948,2321,939004,2421,33969,2587,905035,3511,220857,1607,35972,2659,184885,2777,1463479,2837,256900,1887,1822,871,255078,1964,936201,2356,41863,3005,894338,3975,270378,1619,57177,3158,213201,3381,1898,null,null,3274,null,null,2137,null,null,473,null,null,2321,null,null,2421,null,null,2587,null,null,3511,null,null,1607,null,null,2659,null,null,2777,null,null,2837,null,null,1887,null,null,871,null,null,1964,null,null,2356,null,null,3005,null,null,3975,null,null,1619,null,null,3158,null,null,3381,null,null,19
2653456,2585,1306273,4333,263594,2711,1559,523,262035,2609,853471,3148,38429,2831,815042,4057,189208,1418,34445,2051,154763,2373,1347183,3590,252102,2936,1006,422,251096,2856,864922,2852,49512,3365,815410,4667,230159,1527,54902,2591,175257,2655,2585,null,null,4333,null,null,2711,null,null,523,null,null,2609,null,null,3148,null,null,2831,null,null,4057,null,null,1418,null,null,2051,null,null,2373,null,null,3590,null,null,2936,null,null,422,null,null,2856,null,null,2852,null,null,3365,null,null,4667,null,null,1527,null,null,2591,null,null,2655,null,null,20
4081431,3163,1982073,5178,377444,3224,3565,892,373879,3295,1309148,4210,106559,4886,1202589,6314,295481,1543,71893,3210,223588,3650,2099358,4560,359593,2815,2227,694,357366,2867,1369879,3380,129768,5535,1240111,6482,369886,1850,113500,4397,256386,4897,3163,null,null,5178,null,null,3224,null,null,892,null,null,3295,null,null,4210,null,null,4886,null,null,6314,null,null,1543,null,null,3210,null,null,3650,null,null,4560,null,null,2815,null,null,694,null,null,2867,null,null,3380,null,null,5535,null,null,6482,null,null,1850,null,null,4397,null,null,4897,null,null,21
4270219,4205,2054579,5673,417051,5121,3211,1278,413840,5037,1350764,3619,84331,4197,1266433,5299,286764,1890,63411,3854,223353,4076,2215640,4394,391443,3837,3094,976,388349,3907,1456935,2875,106315,4946,1350620,5635,367262,1871,107851,4049,259411,4350,4205,null,null,5673,null,null,5121,null,null,1278,null,null,5037,null,null,3619,null,null,4197,null,null,5299,null,null,1890,null,null,3854,null,null,4076,null,null,4394,null,null,3837,null,null,976,null,null,3907,null,null,2875,null,null,4946,null,null,5635,null,null,1871,null,null,4049,null,null,4350,null,null,22
