C17010_001E,C17010_001M,C17010_002E,C17010_002M,C17010_003E,C17010_003M,C17010_004E,C17010_004M,C17010_005E,C17010_005M,C17010_006E,C17010_006M,C17010_007E,C17010_007M,C17010_008E,C17010_008M,C17010_009E,C17010_009M,C17010_010E,C17010_010M,C17010_011E,C17010_011M,C17010_012E,C17010_012M,C17010_013E,C17010_013M,C17010_014E,C17010_014M,C17010_015E,C17010_015M,C17010_016E,C17010_016M,C17010_017E,C17010_017M,C17010_001M,C17010_001EA,C17010_001MA,C17010_002M,C17010_002EA,C17010_002MA,C17010_003M,C17010_003EA,C17010_003MA,C17010_004M,C17010_004EA,C17010_004MA,C17010_005M,C17010_005EA,C17010_005MA,C17010_006M,C17010_006EA,C17010_006MA,C17010_007M,C17010_007EA,C17010_007MA,C17010_008M,C17010_008EA,C17010_008MA,C17010_009M,C17010_009EA,C17010_009MA,C17010_010M,C17010_010EA,C17010_010MA,C17010_011M,C17010_011EA,C17010_011MA,C17010_012M,C17010_012EA,C17010_012MA,C17010_013M,C17010_013EA,C17010_013MA,C17010_014M,C17010_014EA,C17010_014MA,C17010_015M,C17010_015EA,C17010_015MA,C17010_016M,C17010_016EA,C17010_016MA,C17010_017M,C17010_017EA,C17010_017MA,state
329554,6035,25210,2646,10358,1600,4793,1086,14852,2011,3956,1050,3412,987,10896,1583,9493,1499,304344,6105,246145,5805,78110,3547,58199,3303,20454,2296,11289,1646,37745,2406,20688,2029,6035,null,null,2646,null,null,1600,null,null,1086,null,null,2011,null,null,1050,null,null,987,null,null,1583,null,null,1499,null,null,6105,null,null,5805,null,null,3547,null,null,3303,null,null,2296,null,null,1646,null,null,2406,null,null,2029,null,null,23
1458953,11514,92359,4595,27614,2556,15180,1997,64745,4252,10936,1947,8421,1892,53809,3961,45240,3666,1366594,11214,1012288,11523,437544,8212,354306,10175,100425,5561,53142,3976,253881,8239,138051,5814,11514,null,null,4595,null,null,2556,null,null,1997,null,null,4252,null,null,1947,null,null,1892,null,null,3961,null,null,3666,null,null,11214,null,null,11523,null,null,8212,null,null,10175,null,null,5561,null,null,3976,null,null,8239,null,null,5814,null,null,24
1633661,12099,119222,5232,34154,2758,15726,2153,85068,4311,11598,2052,7678,1864,73470,4200,62585,3733,1514439,12232,1160572,12326,480101,9162,353867,8852,104138,5107,49434,4422,249729,8065,128517,6405,12099,null,null,5232,null,null,2758,null,null,2153,null,null,4311,null,null,2052,null,null,1864,null,null,4200,null,null,3733,null,null,12232,null,null,12326,null,null,9162,null,null,8852,null,null,5107,null,null,4422,null,null,8065,null,null,6405,null,null,25
2476595,14487,251751,5912,87195,3529,51600,3088,164556,5607,28245,2752,20072,2418,136311,5043,117615,5123,2224844,14012,1732239,13073,643080,9700,492605,9627,151717,5863,76625,4427,340888,8273,178127,6544,14487,null,null,5912,null,null,3529,null,null,3088,null,null,5607,null,null,2752,null,null,2418,null,null,5043,null,null,5123,null,null,14012,null,null,13073,null,null,9700,null,null,9627,null,null,5863,null,null,4427,null,null,8273,null,null,6544,null,null,26
1367104,9317,80100,3223,29148,2537,16325,2073,50952,3187,6866,1141,5092,946,44086,3244,40409,3091,1287004,9285,1052419,10871,431897,7563,234585,6017,87575,4269,52604,3833,147010,4437,93860,3698,9317,null,null,3223,null,null,2537,null,null,2073,null,null,3187,null,null,1141,null,null,946,null,null,3244,null,null,3091,null,null,9285,null,null,10871,null,null,7563,null,null,6017,null,null,4269,null,null,3833,null,null,4437,null,null,3698,null,null,27
730719,10889,120336,6510,35313,3094,18948,2580,85023,5388,7783,1660,5222,1474,77240,5103,64518,4877,610383,10106,454421,10134,177043,7161,155962,6498,39602,3216,19287,2498,116360,6010,64243,4272,10889,null,null,6510,null,null,3094,null,null,2580,null,null,5388,null,null,1660,null,null,1474,null,null,5103,null,null,4877,null,null,10106,null,null,10134,null,null,7161,null,null,6498,null,null,3216,null,null,2498,null,null,6010,null,null,4272,null,null,28
1527349,11298,149358,5465,54379,3311,29489,2403,94979,4830,17660,2279,12517,2238,77319,4561,68254,4448,1377991,12119,1084756,12430,424995,8528,293235,9114,91078,4514,50473,3688,202157,7479,113287,5201,11298,null,null,5465,null,null,3311,null,null,2403,null,null,4830,null,null,2279,null,null,2238,null,null,4561,null,null,4448,null,null,12119,null,null,12430,null,null,8528,null,null,9114,null,null,4514,null,null,3688,null,null,7479,null,null,5201,null,null,29
257449,5388,20634,2259,9773,1534,5018,1098,10861,1516,2054,493,1381,468,8807,1374,7991,1280,236815,4995,197902,5241,74034,3654,38913,2623,14701,1791,8386,1557,24212,2468,13368,1722,5388,null,null,2259,null,null,1534,null,null,1098,null,null,1516,null,null,493,null,null,468,null,null,1374,null,null,1280,null,null,4995,null,null,5241,null,null,3654,null,null,2623,null,null,1791,null,null,1557,null,null,2468,null,null,1722,null,null,30
476436,5393,35279,3116,12631,1770,7691,1397,22648,2403,3404,835,2703,725,19244,2277,17282,2162,441157,5177,356622,5685,151878,3482,84535,3972,25834,2289,15069,1843,58701,3221,36535,2841,5393,null,null,3116,null,null,1770,null,null,1397,null,null,2403,null,null,835,null,null,725,null,null,2277,null,null,2162,null,null,5177,null,null,5685,null,null,3482,null,null,3972,null,null,2289,null,null,1843,null,null,3221,null,null,2841,null,null,31
670968,8716,68432,4469,26385,2463,14394,1891,42047,3375,6411,1082,4862,1111,35636,3103,30864,2968,602536,8939,442629,8453,178121,6472,159907,5998,58464,4072,31150,2738,101443,4785,55304,3827,8716,null,null,4469,null,null,2463,null,null,1891,null,null,3375,null,null,1082,null,null,1111,null,null,3103,null,null,2968,null,null,8939,null,null,8453,null,null,6472,null,null,5998,null,null,4072,null,null,2738,null,null,4785,null,null,3827,null,null,32
342912,5731,13796,1974,4982,1281,2168,943,8814,1761,1982,948,1744,810,6832,1440,6143,1328,329116,5686,266476,5728,96061,3855,62640,3999,21164,2305,12556,1876,41476,3409,23731,2679,5731,null,null,1974,null,null,1281,null,null,943,null,null,1761,null,null,948,null,null,810,null,null,1440,null,null,1328,null,null,5686,null,null,5728,null,null,3855,null,null,3999,null,null,2305,null,null,1876,null,null,3409,null,null,2679,null,null,33
2197150,15175,166157,6870,58203,3376,32842,2909,107954,5389,17320,2052,13216,1984,90634,4861,75595,4641,2030993,14878,1565471,13768,686331,9874,465522,10922,137113,6377,61730,3989,328409,8491,164258,5815,15175,null,null,6870,null,null,3376,null,null,2909,null,null,5389,null,null,2052,null,null,1984,null,null,4861,null,null,4641,null,null,14878,null,null,13768,null,null,9874,null,null,10922,null,null,6377,null,null,3989,null,null,8491,null,null,5815,null,null,34
481127,7528,73619,4140,27437,2691,17435,2028,46182,3470,8583,1533,7479,1403,37599,3550,33202,3473,407508,7211,306829,7239,114186,4987,100679,4676,32468,2625,14807,1869,68211,3853,35746,3035,7528,null,null,4140,null,null,2691,null,null,2028,null,null,3470,null,null,1533,null,null,1403,null,null,3550,null,null,3473,null,null,7211,null,null,7239,null,null,4987,null,null,4676,null,null,2625,null,null,1869,null,null,3853,null,null,3035,null,null,35
4541583,22755,495440,10667,187018,6029,114216,5221,308422,8672,49184,3612,32671,3070,259238,7982,208075,6945,4046143,21981,2972730,19275,1224855,13841,1073413,15843,314979,9575,137514,6009,758434,13128,374901,8384,22755,null,null,10667,null,null,6029,null,null,5221,null,null,8672,null,null,3612,null,null,3070,null,null,7982,null,null,6945,null,null,21981,null,null,19275,null,null,13841,null,null,15843,null,null,9575,null,null,6009,null,null,13128,null,null,8384,null,null,36
2542663,18509,285717,8541,96362,4882,56367,4436,189355,7089,30331,3069,21416,2889,159024,6657,135738,6007,2256946,18495,1768093,17568,698916,10940,488853,10784,138288,6484,75187,5261,350565,8000,200027,7805,18509,null,null,8541,null,null,4882,null,null,4436,null,null,7089,null,null,3069,null,null,2889,null,null,6657,null,null,6007,null,null,18495,null,null,17568,null,null,10940,null,null,10784,null,null,6484,null,null,5261,null,null,8000,null,null,7805,null,null,37
184904,4823,11802,1859,4188,935,2049,729,7614,1585,1486,591,1351,570,6128,1424,5896,1405,173102,4879,146129,4236,59491,3336,26973,2382,10554,1630,7099,1410,16419,2000,9844,1592,4823,null,null,1859,null,null,935,null,null,729,null,null,1585,null,null,591,null,null,570,null,null,1424,null,null,1405,null,null,4879,null,null,4236,null,null,3336,null,null,2382,null,null,1630,null,null,1410,null,null,2000,null,null,1592,null,null,38
2929661,16417,306876,9956,90215,4293,49047,3552,216661,8748,35960,3176,28193,2702,180701,7496,157206,6671,2622785,15165,2031401,16852,773519,12131,591384,11005,185553,7392,100301,5183,405831,9448,225131,7865,16417,null,null,9956,null,null,4293,null,null,3552,null,null,8748,null,null,3176,null,null,2702,null,null,7496,null,null,6671,null,null,15165,null,null,16852,null,null,12131,null,null,11005,null,null,7392,null,null,5183,null,null,9448,null,null,7865,null,null,39
961731,8307,110695,3985,39233,2560,24214,2092,71462,3208,12100,1582,9296,1370,59362,3060,52629,2843,851036,8243,670864,8342,274227,6225,180172,4678,63978,3122,36690,2474,116194,4278,64120,3045,8307,null,null,3985,null,null,2560,null,null,2092,null,null,3208,null,null,1582,null,null,1370,null,null,3060,null,null,2843,null,null,8243,null,null,8342,null,null,6225,null,null,4678,null,null,3122,null,null,2474,null,null,4278,null,null,3045,null,null,40
995749,11239,84674,5250,34852,3156,19705,2599,49822,3817,8056,1305,6622,1238,41766,3610,35304,3379,911075,10222,731302,9901,275372,7494,179773,7063,62119,4599,36410,3554,117654,6235,62695,4860,11239,null,null,5250,null,null,3156,null,null,2599,null,null,3817,null,null,1305,null,null,1238,null,null,3610,null,null,3379,null,null,10222,null,null,9901,null,null,7494,null,null,7063,null,null,4599,null,null,3554,null,null,6235,null,null,4860,null,null,41
3150563,15900,271489,7393,91470,4270,49358,3543,180019,6253,31328,2494,22615,2334,148691,5822,126047,5273,2879074,16305,2250091,15420,830123,10727,628983,9969,197841,6057,98161,5164,431142,9603,225592,7219,15900,null,null,7393,null,null,4270,null,null,3543,null,null,6253,null,null,2494,null,null,2334,null,null,5822,null,null,5273,null,null,16305,null,null,15420,null,null,10727,null,null,9969,null,null,6057,null,null,5164,null,null,9603,null,null,7219,null,null,42
247448,5295,22777,2508,7105,1390,4238,1143,15672,1987,1919,599,1311,620,13753,2016,11557,1833,224671,5361,165401,5620,61517,3404,59270,3843,16108,1996,8458,1527,43162,3495,23115,2732,5295,null,null,2508,null,null,1390,null,null,1143,null,null,1987,null,null,599,null,null,620,null,null,2016,null,null,1833,null,null,5361,null,null,5620,null,null,3404,null,null,3843,null,null,1996,null,null,1527,null,null,3495,null,null,2732,null,null,44
1224695,13377,132464,5943,39990,3400,23059,2950,92474,5029,13800,2159,9638,1722,78674,4737,67375,4387,1092231,13056,832191,11392,304068,7770,260040,9527,71239,4785,34532,3498,188801,7948,101716,5836,13377,null,null,5943,null,null,3400,null,null,2950,null,null,5029,null,null,2159,null,null,1722,null,null,4737,null,null,4387,null,null,13056,null,null,11392,null,null,7770,null,null,9527,null,null,4785,null,null,3498,null,null,7948,null,null,5836,null,null,45
209986,3966,17311,1573,5712,943,2894,781,11599,1360,2071,577,1483,490,9528,1268,8485,1274,192675,3965,158803,4014,63758,2845,33872,2677,12360,1552,8051,1194,21512,2162,13806,1654,3966,null,null,1573,null,null,943,null,null,781,null,null,1360,null,null,577,null,null,490,null,null,1268,null,null,1274,null,null,3965,null,null,4014,null,null,2845,null,null,2677,null,null,1552,null,null,1194,null,null,2162,null,null,1654,null,null,46
1670605,13670,193414,7149,69142,4400,38927,3217,124272,6292,21848,2550,17347,2400,102424,5681,87626,5215,1477191,13470,1154051,13097,438021,10183,323140,8762,92839,4796,48835,3926,230301,7471,126281,5766,13670,null,null,7149,null,null,4400,null,null,3217,null,null,6292,null,null,2550,null,null,2400,null,null,5681,null,null,5215,null,null,13470,null,null,13097,null,null,10183,null,null,8762,null,null,4796,null,null,3926,null,null,7471,null,null,5766,null,null,47
6602215,26303,795202,13310,322572,10996,215237,9188,472630,10771,71237,4626,53596,3745,401393,10167,355533,9962,5807013,28785,4434725,27853,2074868,20001,1372288,21696,426528,13281,222976,8793,945760,16856,561418,14363,26303,null,null,13310,null,null,10996,null,null,9188,null,null,10771,null,null,4626,null,null,3745,null,null,10167,null,null,9962,null,null,28785,null,null,27853,null,null,20001,null,null,21696,null,null,13281,null,null,8793,null,null,16856,null,null,14363,null,null,48
711124,7895,51170,3459,25117,2239,16435,1936,26053,2772,4298,1294,3184,1161,21755,2519,19390,2366,659954,7820,553015,8290,286598,6152,106939,5587,38505,3654,22254,2744,68434,3958,38467,3047,7895,null,null,3459,null,null,2239,null,null,1936,null,null,2772,null,null,1294,null,null,1161,null,null,2519,null,null,2366,null,null,7820,null,null,8290,null,null,6152,null,null,5587,null,null,3654,null,null,2744,null,null,3958,null,null,3047,null,null,49
154421,3800,11826,1611,4269,729,1573,566,7557,1481,1243,612,1184,604,6314,1489,5700,1394,142595,3595,116033,3569,40156,1921,26562,2267,9856,1676,5445,1303,16706,1547,10302,1214,3800,null,null,1611,null,null,729,null,null,566,null,null,1481,null,null,612,null,null,604,null,null,1489,null,null,1394,null,null,3595,null,null,3569,null,null,1921,null,null,2267,null,null,1676,null,null,1303,null,null,1547,null,null,1214,null,null,50
2063049,16402,156560,6799,52756,3863,29292,3175,103804,5584,17384,2414,12141,2152,86420,4878,74446,4631,1906489,16860,1504780,15654,637103,10602,401709,10565,118496,5846,62602,4612,283213,8906,159303,6237,16402,null,null,6799,null,null,3863,null,null,3175,null,null,5584,null,null,2414,null,null,2152,null,null,4878,null,null,4631,null,null,16860,null,null,15654,null,null,10602,null,null,10565,null,null,5846,null,null,4612,null,null,8906,null,null,6237,null,null,51
1784043,12484,127482,5325,52255,3341,29504,2978,75227,4715,14967,2126,10800,1719,60260,4526,51152,3969,1656561,12643,1336617,11978,552696,9880,319944,8165,110008,4963,62161,4992,209936,7040,115975,5843,12484,null,null,5325,null,null,3341,null,null,2978,null,null,4715,null,null,2126,null,null,1719,null,null,4526,null,null,3969,null,null,12643,null,null,11978,null,null,9880,null,null,8165,null,null,4963,null,null,4992,null,null,7040,null,null,5843,null,null,53
467396,6711,60187,3948,23503,2391,12308,1734,36684,3102,6577,1310,4940,1207,30107,2900,25217,2570,407209,6986,323592,6177,111795,4446,83617,4613,26582,2412,13696,2014,57035,3564,28730,2833,6711,null,null,3948,null,null,2391,null,null,1734,null,null,3102,null,null,1310,null,null,1207,null,null,2900,null,null,2570,null,null,6986,null,null,6177,null,null,4446,null,null,4613,null,null,2412,null,null,2014,null,null,3564,null,null,2833,null,null,54
1460922,9966,112239,5484,36710,2523,18921,1994,75529,4644,15254,1808,12086,1698,60275,3687,53771,3595,1348683,10858,1092649,11647,410933,7479,256034,6617,89960,4094,53218,3359,166074,6061,96130,4702,9966,null,null,5484,null,null,2523,null,null,1994,null,null,4644,null,null,1808,null,null,1698,null,null,3687,null,null,3595,null,null,10858,null,null,11647,null,null,7479,null,null,6617,null,null,4094,null,null,3359,null,null,6061,null,null,4702,null,null,55
145524,4006,9154,1441,4569,1133,1905,620,4585,1066,376,255,343,251,4209,1030,3807,1061,136370,3906,112469,4150,42069,2439,23901,2626,10578,1821,7337,1510,13323,1657,8635,1351,4006,null,null,1441,null,null,1133,null,null,620,null,null,1066,null,null,255,null,null,251,null,null,1030,null,null,1061,null,null,3906,null,null,4150,null,null,2439,null,null,2626,null,null,1821,null,null,1510,null,null,1657,null,null,1351,null,null,56
836332,9750,329347,7759,123632,4152,46841,3478,205715,7362,37386,3318,23067,2737,168329,6772,115814,5572,506985,8881,340540,7947,107711,5183,166445,5625,44325,3250,16731,2365,122120,5279,49907,3491,9750,null,null,7759,null,null,4152,null,null,3478,null,null,7362,null,null,3318,null,null,2737,null,null,6772,null,null,5572,null,null,8881,null,null,7947,null,null,5183,null,null,5625,null,null,3250,null,null,2365,null,null,5279,null,null,3491,null,null,72
1208362,12930,153533,6747,50835,3482,26668,2667,102698,5618,14974,2257,11060,2058,87724,4979,74307,4452,1054829,12563,813495,11349,307514,8440,241334,8111,66086,3751,32386,2750,175248,7091,90825,5267,12930,null,null,6747,null,null,3482,null,null,2667,null,null,5618,null,null,2257,null,null,2058,null,null,4979,null,null,4452,null,null,12563,null,null,11349,null,null,8440,null,null,8111,null,null,3751,null,null,2750,null,null,7091,null,null,5267,null,null,01
164102,4083,11031,1425,3459,733,2502,615,7572,1267,1714,571,1535,559,5858,1178,5223,1150,153071,3995,118709,3785,54411,3116,34362,2942,12680,1622,7726,1336,21682,2287,12793,1672,4083,null,null,1425,null,null,733,null,null,615,null,null,1267,null,null,571,null,null,559,null,null,1178,null,null,1150,null,null,3995,null,null,3785,null,null,3116,null,null,2942,null,null,1622,null,null,1336,null,null,2287,null,null,1672,null,null,02
1648739,12489,196536,6247,83947,4474,51223,3410,112589,4577,23775,2545,17448,2269,88814,4004,75794,3787,1452203,12382,1110238,12256,428720,9765,341965,9523,113734,4887,59451,4176,228231,8273,129597,6050,12489,null,null,6247,null,null,4474,null,null,3410,null,null,4577,null,null,2545,null,null,2269,null,null,4004,null,null,3787,null,null,12382,null,null,12256,null,null,9765,null,null,9523,null,null,4887,null,null,4176,null,null,8273,null,null,6050,null,null,04
747917,9249,92514,4600,33989,3299,20079,2532,58525,3796,8538,1561,6392,1266,49987,3426,42635,3393,655403,8698,516008,8789,200804,6244,139395,6477,38683,3308,20954,2537,100712,5134,58278,3516,9249,null,null,4600,null,null,3299,null,null,2532,null,null,3796,null,null,1561,null,null,1266,null,null,3426,null,null,3393,null,null,8698,null,null,8789,null,null,6244,null,null,6477,null,null,3308,null,null,2537,null,null,5134,null,null,3516,null,null,05
8887761,26268,929253,15252,402274,10726,268272,8183,526979,10594,110032,5172,80058,4480,416947,10118,349901,9394,7958508,29205,6004619,36008,2742438,24038,1953889,22962,667221,14470,332518,9910,1286668,17647,651495,12340,26268,null,null,15252,null,null,10726,null,null,8183,null,null,10594,null,null,5172,null,null,4480,null,null,10118,null,null,9394,null,null,29205,null,null,36008,null,null,24038,null,null,22962,null,null,14470,null,null,9910,null,null,17647,null,null,12340,null,null,06
1347936,10110,94425,5097,39817,3128,25954,2466,54608,4253,9426,1554,6309,1355,45182,3988,38802,3671,1253511,11197,1011571,10549,435497,8712,241940,7050,89393,4945,45866,3574,152547,5116,91900,4800,10110,null,null,5097,null,null,3128,null,null,2466,null,null,4253,null,null,1554,null,null,1355,null,null,3988,null,null,3671,null,null,11197,null,null,10549,null,null,8712,null,null,7050,null,null,4945,null,null,3574,null,null,5116,null,null,4800,null,null,08
880600,11466,60300,4330,17962,2341,9408,1580,42338,3549,5340,1283,3585,951,36998,3202,30758,3028,820300,10426,630487,8617,248126,5467,189813,7213,54171,3888,24323,2801,135642,5618,73565,4521,11466,null,null,4330,null,null,2341,null,null,1580,null,null,3549,null,null,1283,null,null,951,null,null,3202,null,null,3028,null,null,10426,null,null,8617,null,null,5467,null,null,7213,null,null,3888,null,null,2801,null,null,5618,null,null,4521,null,null,09
232433,5605,18768,2095,5976,1251,2545,777,12792,1794,1549,623,994,497,11243,1623,9301,1558,213665,5418,161330,4966,56651,3433,52335,3485,12381,1800,6274,1178,39954,3065,20653,2559,5605,null,null,2095,null,null,1251,null,null,777,null,null,1794,null,null,623,null,null,497,null,null,1623,null,null,1558,null,null,5418,null,null,4966,null,null,3433,null,null,3485,null,null,1800,null,null,1178,null,null,3065,null,null,2559,null,null,10
122732,3407,16834,1966,1797,794,574,444,15037,1825,1147,546,685,445,13890,1695,11192,1643,105898,3566,69407,3623,27870,2521,36491,2964,8088,1452,3418,976,28403,2439,15405,1927,3407,null,null,1966,null,null,794,null,null,444,null,null,1825,null,null,546,null,null,445,null,null,1695,null,null,1643,null,null,3566,null,null,3623,null,null,2521,null,null,2964,null,null,1452,null,null,976,null,null,2439,null,null,1927,null,null,11
