B07408_001E,B07408_001M,B07408_002E,B07408_002M,B07408_003E,B07408_003M,B07408_004E,B07408_004M,B07408_005E,B07408_005M,B07408_006E,B07408_006M,B07408_007E,B07408_007M,B07408_008E,B07408_008M,B07408_009E,B07408_009M,B07408_010E,B07408_010M,B07408_011E,B07408_011M,B07408_012E,B07408_012M,B07408_013E,B07408_013M,B07408_014E,B07408_014M,B07408_015E,B07408_015M,B07408_016E,B07408_016M,B07408_017E,B07408_017M,B07408_018E,B07408_018M,B07408_019E,B07408_019M,B07408_020E,B07408_020M,B07408_021E,B07408_021M,B07408_022E,B07408_022M,B07408_023E,B07408_023M,B07408_024E,B07408_024M,B07408_025E,B07408_025M,B07408_026E,B07408_026M,B07408_027E,B07408_027M,B07408_028E,B07408_028M,B07408_029E,B07408_029M,B07408_030E,B07408_030M,B07408_001M,B07408_001EA,B07408_001MA,B07408_002M,B07408_002EA,B07408_002MA,B07408_003M,B07408_003EA,B07408_003MA,B07408_004M,B07408_004EA,B07408_004MA,B07408_005M,B07408_005EA,B07408_005MA,B07408_006M,B07408_006EA,B07408_006MA,B07408_007M,B07408_007EA,B07408_007MA,B07408_008M,B07408_008EA,B07408_008MA,B07408_009M,B07408_009EA,B07408_009MA,B07408_010M,B07408_010EA,B07408_010MA,B07408_011M,B07408_011EA,B07408_011MA,B07408_012M,B07408_012EA,B07408_012MA,B07408_013M,B07408_013EA,B07408_013MA,B07408_014M,B07408_014EA,B07408_014MA,B07408_015M,B07408_015EA,B07408_015MA,B07408_016M,B07408_016EA,B07408_016MA,B07408_017M,B07408_017EA,B07408_017MA,B07408_018M,B07408_018EA,B07408_018MA,B07408_019M,B07408_019EA,B07408_019MA,B07408_020M,B07408_020EA,B07408_020MA,B07408_021M,B07408_021EA,B07408_021MA,B07408_022M,B07408_022EA,B07408_022MA,B07408_023M,B07408_023EA,B07408_023MA,B07408_024M,B07408_024EA,B07408_024MA,B07408_025M,B07408_025EA,B07408_025MA,B07408_026M,B07408_026EA,B07408_026MA,B07408_027M,B07408_027EA,B07408_027MA,B07408_028M,B07408_028EA,B07408_028MA,B07408_029M,B07408_029EA,B07408_029MA,B07408_030M,B07408_030EA,B07408_030MA,state
4892516,13714,1753846,17254,2265183,25272,491515,11580,108387,6111,273585,6829,4251032,18149,1432884,18119,2053855,26014,428551,9674,84711,4913,251031,5989,338465,15420,162185,7696,112194,8888,36521,3849,14789,2460,12776,1497,142378,7228,77982,5302,41802,4367,14889,2498,4210,1075,3495,944,160641,8822,80795,5291,57332,5101,11554,2122,4677,1311,6283,1335,13714,null,null,17254,null,null,25272,null,null,11580,null,null,6111,null,null,6829,null,null,18149,null,null,18119,null,null,26014,null,null,9674,null,null,4913,null,null,5989,null,null,15420,null,null,7696,null,null,8888,null,null,3849,null,null,2460,null,null,1497,null,null,7228,null,null,5302,null,null,4367,null,null,2498,null,null,1075,null,null,944,null,null,8822,null,null,5291,null,null,5101,null,null,2122,null,null,1311,null,null,1335,null,null,24
5646401,12170,2101215,18008,2594371,24955,542170,13263,98179,5835,310466,6900,4937834,18150,1712215,20653,2379332,22940,481275,12346,79548,5243,285464,6944,392792,12444,205808,9695,118926,7450,38100,3059,12576,2073,17382,2310,156248,7590,96307,6138,42135,3840,11782,2203,2945,1045,3079,825,159527,7455,86885,5278,53978,5553,11013,1748,3110,1115,4541,1207,12170,null,null,18008,null,null,24955,null,null,13263,null,null,5835,null,null,6900,null,null,18150,null,null,20653,null,null,22940,null,null,12346,null,null,5243,null,null,6944,null,null,12444,null,null,9695,null,null,7450,null,null,3059,null,null,2073,null,null,2310,null,null,7590,null,null,6138,null,null,3840,null,null,2203,null,null,1045,null,null,825,null,null,7455,null,null,5278,null,null,5553,null,null,1748,null,null,1115,null,null,1207,null,null,25
8100223,11332,2701268,20172,3848085,24971,960045,13759,100498,4361,490327,8534,6961265,20056,2098255,19409,3524697,22420,818254,12215,75821,3983,444238,7839,680405,17227,356942,11726,187477,8537,90027,5221,16535,1999,29424,2927,324913,10181,183403,7657,84992,6018,39683,3347,6138,1191,10697,1362,133640,7471,62668,4418,50919,5651,12081,2022,2004,875,5968,1308,11332,null,null,20172,null,null,24971,null,null,13759,null,null,4361,null,null,8534,null,null,20056,null,null,19409,null,null,22420,null,null,12215,null,null,3983,null,null,7839,null,null,17227,null,null,11726,null,null,8537,null,null,5221,null,null,1999,null,null,2927,null,null,10181,null,null,7657,null,null,6018,null,null,3347,null,null,1191,null,null,1362,null,null,7471,null,null,4418,null,null,5651,null,null,2022,null,null,875,null,null,1308,null,null,26
4436612,10207,1430500,15743,2274320,19692,458996,10456,43393,3337,229403,5238,3796343,14103,1089341,14631,2077517,18431,390713,9564,31182,2547,207590,4907,316840,10118,161232,7107,98308,5906,37554,2859,6552,1227,13194,1415,216886,6881,124242,5389,61102,5060,22761,1986,4056,1091,4725,867,106543,6999,55685,3998,37393,4617,7968,1570,1603,663,3894,1299,10207,null,null,15743,null,null,19692,null,null,10456,null,null,3337,null,null,5238,null,null,14103,null,null,14631,null,null,18431,null,null,9564,null,null,2547,null,null,4907,null,null,10118,null,null,7107,null,null,5906,null,null,2859,null,null,1227,null,null,1415,null,null,6881,null,null,5389,null,null,5060,null,null,1986,null,null,1091,null,null,867,null,null,6999,null,null,3998,null,null,4617,null,null,1570,null,null,663,null,null,1299,null,null,27
2393098,8193,817537,15841,1059833,18980,275313,8362,70783,4362,169632,5928,2078467,13414,669711,14929,957177,17559,234668,8280,58739,4326,158172,5470,166922,10696,74758,6760,55428,5935,22214,2904,6952,1572,7570,1384,84540,5519,43335,3883,25434,3153,10300,1789,3383,1143,2088,666,63169,5347,29733,3565,21794,3619,8131,1570,1709,763,1802,610,8193,null,null,15841,null,null,18980,null,null,8362,null,null,4362,null,null,5928,null,null,13414,null,null,14929,null,null,17559,null,null,8280,null,null,4326,null,null,5470,null,null,10696,null,null,6760,null,null,5935,null,null,2904,null,null,1572,null,null,1384,null,null,5519,null,null,3883,null,null,3153,null,null,1789,null,null,1143,null,null,666,null,null,5347,null,null,3565,null,null,3619,null,null,1570,null,null,763,null,null,610,null,null,28
4921663,12924,1509215,15403,2408536,24503,597754,13035,88109,4285,318049,7360,4178679,17329,1152753,18211,2178165,24044,499418,11201,63968,4125,284375,6555,401392,13966,190402,8413,122493,7352,55487,4224,14643,2061,18367,1639,207994,8044,102697,5550,59289,4486,28900,2369,6626,1438,10482,1916,133598,9125,63363,6043,48589,4798,13949,2195,2872,1097,4825,1134,12924,null,null,15403,null,null,24503,null,null,13035,null,null,4285,null,null,7360,null,null,17329,null,null,18211,null,null,24044,null,null,11201,null,null,4125,null,null,6555,null,null,13966,null,null,8413,null,null,7352,null,null,4224,null,null,2061,null,null,1639,null,null,8044,null,null,5550,null,null,4486,null,null,2369,null,null,1438,null,null,1916,null,null,9125,null,null,6043,null,null,4798,null,null,2195,null,null,1097,null,null,1134,null,null,29
843372,5335,242900,6698,437265,10392,104579,5228,9830,1753,48798,3289,713071,6061,178112,6109,397390,8682,87321,4634,6816,1316,43432,2767,72460,5322,36578,3613,21729,3203,9468,1838,1791,897,2894,964,31328,3446,16253,2346,9589,1783,3732,722,676,424,1078,467,26513,3579,11957,2315,8557,1921,4058,1191,547,380,1394,804,5335,null,null,6698,null,null,10392,null,null,5228,null,null,1753,null,null,3289,null,null,6061,null,null,6109,null,null,8682,null,null,4634,null,null,1316,null,null,2767,null,null,5322,null,null,3613,null,null,3203,null,null,1838,null,null,897,null,null,964,null,null,3446,null,null,2346,null,null,1783,null,null,722,null,null,424,null,null,467,null,null,3579,null,null,2315,null,null,1921,null,null,1191,null,null,380,null,null,804,null,null,30
1499994,6398,457751,8469,774293,11678,160254,5960,16560,2114,91136,4081,1262842,8488,334685,7578,702941,11390,131497,5273,11718,1840,82001,3824,139576,6777,70517,5215,43028,3937,17264,1896,3442,877,5325,1083,59028,3723,33346,2744,15152,2165,6674,1145,866,449,2990,878,38548,3861,19203,2440,13172,2267,4819,1360,534,421,820,388,6398,null,null,8469,null,null,11678,null,null,5960,null,null,2114,null,null,4081,null,null,8488,null,null,7578,null,null,11390,null,null,5273,null,null,1840,null,null,3824,null,null,6777,null,null,5215,null,null,3937,null,null,1896,null,null,877,null,null,1083,null,null,3723,null,null,2744,null,null,2165,null,null,1145,null,null,449,null,null,878,null,null,3861,null,null,2440,null,null,2267,null,null,1360,null,null,421,null,null,388,null,null,31
2337477,8100,789026,12131,1038292,16048,333024,10715,54419,4360,122716,4384,1969499,13938,629498,12489,915788,16225,271396,9206,43226,3702,109591,4601,272292,12645,117946,6734,87708,6893,47218,4848,9277,1684,10143,1742,22651,2697,11782,2082,5598,1206,4164,1214,301,250,806,491,73035,6147,29800,4015,29198,4008,10246,1862,1615,726,2176,602,8100,null,null,12131,null,null,16048,null,null,10715,null,null,4360,null,null,4384,null,null,13938,null,null,12489,null,null,16225,null,null,9206,null,null,3702,null,null,4601,null,null,12645,null,null,6734,null,null,6893,null,null,4848,null,null,1684,null,null,1742,null,null,2697,null,null,2082,null,null,1206,null,null,1214,null,null,250,null,null,491,null,null,6147,null,null,4015,null,null,4008,null,null,1862,null,null,726,null,null,602,null,null,32
1110835,6680,327273,7581,570985,10981,135975,7072,11473,1621,65129,3361,953341,7773,249774,7620,524304,10813,114435,6512,7756,1340,57072,3327,85969,5934,39558,3366,26687,3596,12512,2120,2748,943,4464,1279,31052,3317,17243,2279,8502,2156,3836,1074,554,368,917,491,40473,3757,20698,2380,11492,2317,5192,1258,415,277,2676,906,6680,null,null,7581,null,null,10981,null,null,7072,null,null,1621,null,null,3361,null,null,7773,null,null,7620,null,null,10813,null,null,6512,null,null,1340,null,null,3327,null,null,5934,null,null,3366,null,null,3596,null,null,2120,null,null,943,null,null,1279,null,null,3317,null,null,2279,null,null,2156,null,null,1074,null,null,368,null,null,491,null,null,3757,null,null,2380,null,null,2317,null,null,1258,null,null,277,null,null,906,null,null,33
7331246,12358,2579031,20759,3545221,28098,630833,13200,143325,6793,432836,7802,6568772,18080,2208279,21221,3276964,27818,562227,13102,118139,6551,403163,7868,381369,13411,174621,8502,138503,8885,38503,3782,15429,2224,14313,1654,184577,10566,91986,6556,63026,5171,16260,2710,5695,1668,7610,1313,196528,9314,104145,6966,66728,5817,13843,2358,4062,1301,7750,1522,12358,null,null,20759,null,null,28098,null,null,13200,null,null,6793,null,null,7802,null,null,18080,null,null,21221,null,null,27818,null,null,13102,null,null,6551,null,null,7868,null,null,13411,null,null,8502,null,null,8885,null,null,3782,null,null,2224,null,null,1654,null,null,10566,null,null,6556,null,null,5171,null,null,2710,null,null,1668,null,null,1313,null,null,9314,null,null,6966,null,null,5817,null,null,2358,null,null,1301,null,null,1522,null,null,34
1666867,7220,579235,10504,736585,14358,220892,8367,29164,2781,100991,4713,1444223,8943,474896,9567,666404,13179,189249,7498,20652,2174,93022,4556,134496,7769,64840,5530,40422,4609,18782,2601,5539,1478,4913,1122,35102,4086,17408,2572,8843,1827,5841,1658,1523,692,1487,649,53046,5297,22091,2789,20916,3537,7020,1780,1450,674,1569,716,7220,null,null,10504,null,null,14358,null,null,8367,null,null,2781,null,null,4713,null,null,8943,null,null,9567,null,null,13179,null,null,7498,null,null,2174,null,null,4556,null,null,7769,null,null,5530,null,null,4609,null,null,2601,null,null,1478,null,null,1122,null,null,4086,null,null,2572,null,null,1827,null,null,1658,null,null,692,null,null,649,null,null,5297,null,null,2789,null,null,3537,null,null,1780,null,null,674,null,null,716,null,null,35
16295379,17784,6297254,31998,7195644,40155,1435051,23396,406920,10137,960510,13049,14539445,28263,5356848,31946,6645388,35749,1284842,21351,353311,9426,899056,12646,949930,21096,486515,14286,304655,11921,89445,4693,31772,2662,37543,2923,422003,11902,254171,9286,112126,6588,32381,3299,11561,2024,11764,1836,384001,12940,199720,8716,133475,7575,28383,3100,10276,1855,12147,1815,17784,null,null,31998,null,null,40155,null,null,23396,null,null,10137,null,null,13049,null,null,28263,null,null,31946,null,null,35749,null,null,21351,null,null,9426,null,null,12646,null,null,21096,null,null,14286,null,null,11921,null,null,4693,null,null,2662,null,null,2923,null,null,11902,null,null,9286,null,null,6588,null,null,3299,null,null,2024,null,null,1836,null,null,12940,null,null,8716,null,null,7575,null,null,3100,null,null,1855,null,null,1815,null,null,36
8148525,16795,2593868,23436,3941672,32993,887198,19443,224883,9156,500904,7991,6984929,25925,2028774,22879,3569478,30286,762198,17898,168462,7358,456017,8046,629513,16678,300230,13048,202138,10176,69490,4644,34242,3274,23413,2597,324560,12730,171380,7795,90242,7664,33611,3415,14747,2519,14580,2310,209523,9182,93484,5961,79814,6575,21899,2585,7432,1636,6894,1263,16795,null,null,23436,null,null,32993,null,null,19443,null,null,9156,null,null,7991,null,null,25925,null,null,22879,null,null,30286,null,null,17898,null,null,7358,null,null,8046,null,null,16678,null,null,13048,null,null,10176,null,null,4644,null,null,3274,null,null,2597,null,null,12730,null,null,7795,null,null,7664,null,null,3415,null,null,2519,null,null,2310,null,null,9182,null,null,5961,null,null,6575,null,null,2585,null,null,1636,null,null,1263,null,null,37
612296,4570,194294,6061,318453,8073,60557,4590,5565,1474,33427,2222,502380,5636,135376,6214,286099,7615,47833,3590,4063,1223,29009,1997,56644,4522,30736,3663,16306,2759,5944,1540,666,362,2992,995,20499,2351,11555,1603,4497,1294,3416,1179,118,122,913,413,32773,3370,16627,2608,11551,1964,3364,954,718,372,513,293,4570,null,null,6061,null,null,8073,null,null,4590,null,null,1474,null,null,2222,null,null,5636,null,null,6214,null,null,7615,null,null,3590,null,null,1223,null,null,1997,null,null,4522,null,null,3663,null,null,2759,null,null,1540,null,null,362,null,null,995,null,null,2351,null,null,1603,null,null,1294,null,null,1179,null,null,122,null,null,413,null,null,3370,null,null,2608,null,null,1964,null,null,954,null,null,372,null,null,293,null,null,38
9443308,10810,3061178,18762,4479600,31419,1151835,17853,154691,7634,596004,8643,8068934,23884,2340019,21839,4095903,28844,976176,15531,116929,6252,539907,8377,857341,20520,449243,15233,232967,10928,113118,6111,25198,3102,36815,3198,338335,11801,188703,8569,86640,6762,41454,3402,8654,1497,12884,1549,178698,8538,83213,5159,64090,5488,21087,2742,3910,1125,6398,1444,10810,null,null,18762,null,null,31419,null,null,17853,null,null,7634,null,null,8643,null,null,23884,null,null,21839,null,null,28844,null,null,15531,null,null,6252,null,null,8377,null,null,20520,null,null,15233,null,null,10928,null,null,6111,null,null,3102,null,null,3198,null,null,11801,null,null,8569,null,null,6762,null,null,3402,null,null,1497,null,null,1549,null,null,8538,null,null,5159,null,null,5488,null,null,2742,null,null,1125,null,null,1444,null,null,39
3105838,9134,902375,11941,1522933,15751,412251,8406,68218,3563,200061,5878,2602026,11549,675599,11727,1359016,14338,341199,7656,47216,2691,178996,5366,286176,9404,125426,5750,92543,6134,42146,2389,13484,1854,12577,1652,131414,6100,65273,4139,36861,3234,20142,1760,4132,862,5006,949,86222,6000,36077,3582,34513,3642,8764,2040,3386,1172,3482,1122,9134,null,null,11941,null,null,15751,null,null,8406,null,null,3563,null,null,5878,null,null,11549,null,null,11727,null,null,14338,null,null,7656,null,null,2691,null,null,5366,null,null,9404,null,null,5750,null,null,6134,null,null,2389,null,null,1854,null,null,1652,null,null,6100,null,null,4139,null,null,3234,null,null,1760,null,null,862,null,null,949,null,null,6000,null,null,3582,null,null,3642,null,null,2040,null,null,1172,null,null,1122,null,null,40
3318563,10588,1016870,13472,1631226,16915,436283,11846,52406,4101,181778,6649,2755243,15161,753740,14547,1439564,16178,361877,11312,40293,3566,159769,6113,336900,12565,153387,8378,115668,7550,47121,3664,7582,1460,13142,1933,135453,8268,68749,5173,40403,4935,17214,2261,3229,827,5858,1497,90967,6327,40994,3877,35591,3880,10071,1519,1302,575,3009,877,10588,null,null,13472,null,null,16915,null,null,11846,null,null,4101,null,null,6649,null,null,15161,null,null,14547,null,null,16178,null,null,11312,null,null,3566,null,null,6113,null,null,12565,null,null,8378,null,null,7550,null,null,3664,null,null,1460,null,null,1933,null,null,8268,null,null,5173,null,null,4935,null,null,2261,null,null,827,null,null,1497,null,null,6327,null,null,3877,null,null,3880,null,null,1519,null,null,575,null,null,877,null,null,41
10542017,13843,3594398,23649,4973354,30502,1044186,16473,217692,7504,712387,9808,9241515,28160,2886642,26253,4621454,31989,910064,15413,173158,6817,650197,9761,766905,21693,399986,13884,204795,10074,89189,5193,31536,2974,41399,2932,306555,10222,188228,7131,70195,4909,26618,2583,8681,1362,12833,1896,227042,10503,119542,7031,76910,6250,18315,2349,4317,1325,7958,1978,13843,null,null,23649,null,null,30502,null,null,16473,null,null,7504,null,null,9808,null,null,28160,null,null,26253,null,null,31989,null,null,15413,null,null,6817,null,null,9761,null,null,21693,null,null,13884,null,null,10074,null,null,5193,null,null,2974,null,null,2932,null,null,10222,null,null,7131,null,null,4909,null,null,2583,null,null,1362,null,null,1896,null,null,10503,null,null,7031,null,null,6250,null,null,2349,null,null,1325,null,null,1978,null,null,42
