C15002_001E,C15002_001M,C15002_002E,C15002_002M,C15002_003E,C15002_003M,C15002_004E,C15002_004M,C15002_005E,C15002_005M,C15002_006E,C15002_006M,C15002_007E,C15002_007M,C15002_008E,C15002_008M,C15002_009E,C15002_009M,C15002_010E,C15002_010M,C15002_011E,C15002_011M,C15002_012E,C15002_012M,C15002_013E,C15002_013M,C15002_014E,C15002_014M,C15002_015E,C15002_015M,C15002_016E,C15002_016M,C15002_017E,C15002_017M,C15002_001M,C15002_001EA,C15002_001MA,C15002_002M,C15002_002EA,C15002_002MA,C15002_003M,C15002_003EA,C15002_003MA,C15002_004M,C15002_004EA,C15002_004MA,C15002_005M,C15002_005EA,C15002_005MA,C15002_006M,C15002_006EA,C15002_006MA,C15002_007M,C15002_007EA,C15002_007MA,C15002_008M,C15002_008EA,C15002_008MA,C15002_009M,C15002_009EA,C15002_009MA,C15002_010M,C15002_010EA,C15002_010MA,C15002_011M,C15002_011EA,C15002_011MA,C15002_012M,C15002_012EA,C15002_012MA,C15002_013M,C15002_013EA,C15002_013MA,C15002_014M,C15002_014EA,C15002_014MA,C15002_015M,C15002_015EA,C15002_015MA,C15002_016M,C15002_016EA,C15002_016MA,C15002_017M,C15002_017EA,C15002_017MA,state
966569,1470,463729,1620,13993,1761,28083,3029,164040,5033,90345,4645,39451,3408,78669,4347,49148,2947,502840,1295,11647,1584,20415,2370,154329,5471,97595,3615,55533,3463,102765,4185,60556,3377,1470,null,null,1620,null,null,1761,null,null,3029,null,null,5033,null,null,4645,null,null,3408,null,null,4347,null,null,2947,null,null,1295,null,null,1584,null,null,2370,null,null,5471,null,null,3615,null,null,3463,null,null,4185,null,null,3377,null,null,23
4122508,4229,1949460,3312,87994,4983,126767,5175,508352,9341,354587,9816,113063,5298,401255,8816,357442,7083,2173048,3176,78612,4995,113856,5529,538118,12207,424608,8605,155422,5847,459236,8648,403196,9298,4229,null,null,3312,null,null,4983,null,null,5175,null,null,9341,null,null,9816,null,null,5298,null,null,8816,null,null,7083,null,null,3176,null,null,4995,null,null,5529,null,null,12207,null,null,8605,null,null,5847,null,null,8648,null,null,9298,null,null,24
4727515,3062,2250613,2292,102885,5562,127076,6318,585782,9859,346269,9329,142418,6978,532330,8819,413853,7286,2476902,2303,109430,5304,113294,5645,570714,10556,388363,8965,220938,5961,591965,8741,482198,8727,3062,null,null,2292,null,null,5562,null,null,6318,null,null,9859,null,null,9329,null,null,6978,null,null,8819,null,null,7286,null,null,2303,null,null,5304,null,null,5645,null,null,10556,null,null,8965,null,null,5961,null,null,8741,null,null,8727,null,null,25
6760402,4180,3261814,3393,104653,4651,232528,6903,977187,11103,776368,10209,255174,6912,555669,10347,360235,7763,3498588,2825,98752,4211,211976,5774,1001156,11884,821824,11766,370954,9099,607068,9705,386858,7855,4180,null,null,3393,null,null,4651,null,null,6903,null,null,11103,null,null,10209,null,null,6912,null,null,10347,null,null,7763,null,null,2825,null,null,4211,null,null,5774,null,null,11884,null,null,11766,null,null,9099,null,null,9705,null,null,7855,null,null,26
3725283,4171,1829789,2960,52969,3500,82986,4336,489136,8596,392297,7883,195127,4588,409869,7921,207405,5877,1895494,2803,58689,4021,69244,3181,448801,7629,404415,6553,234635,5150,450256,7403,229454,6094,4171,null,null,2960,null,null,3500,null,null,4336,null,null,8596,null,null,7883,null,null,4588,null,null,7921,null,null,5877,null,null,2803,null,null,4021,null,null,3181,null,null,7629,null,null,6553,null,null,5150,null,null,7403,null,null,6094,null,null,27
1957022,5315,917578,4148,52395,3551,114022,5209,298962,8839,202322,7778,72011,4571,111834,5394,66032,3749,1039444,3670,42329,3240,101988,4825,304373,8353,236673,9071,105684,5170,153031,5794,95366,4698,5315,null,null,4148,null,null,3551,null,null,5209,null,null,8839,null,null,7778,null,null,4571,null,null,5394,null,null,3749,null,null,3670,null,null,3240,null,null,4825,null,null,8353,null,null,9071,null,null,5170,null,null,5794,null,null,4698,null,null,28
4121014,6151,1978971,4581,67246,4225,145844,5317,644234,8378,433586,9549,139771,5694,343343,8688,204947,6812,2142043,3461,70069,4209,146780,5193,621152,9021,494209,9983,185473,6936,386168,9343,238192,6854,6151,null,null,4581,null,null,4225,null,null,5317,null,null,8378,null,null,9549,null,null,5694,null,null,8688,null,null,6812,null,null,3461,null,null,4209,null,null,5193,null,null,9021,null,null,9983,null,null,6936,null,null,9343,null,null,6854,null,null,29
712616,2841,354746,2390,8076,1440,20461,2311,105543,4268,83583,3377,30043,2502,71460,3234,35580,2510,357870,2185,5377,1101,17324,1918,100872,4005,84640,3034,36091,2785,77484,3467,36082,2648,2841,null,null,2390,null,null,1440,null,null,2311,null,null,4268,null,null,3377,null,null,2502,null,null,3234,null,null,2510,null,null,2185,null,null,1101,null,null,1918,null,null,4005,null,null,3034,null,null,2785,null,null,3467,null,null,2648,null,null,30
1243820,2830,612019,2403,27878,2836,34023,2711,172266,4778,135655,4082,62114,3711,117825,4517,62258,3108,631801,2038,23532,2467,27912,2140,156082,4690,145705,4401,67681,3322,144106,4098,66783,3096,2830,null,null,2403,null,null,2836,null,null,2711,null,null,4778,null,null,4082,null,null,3711,null,null,4517,null,null,3108,null,null,2038,null,null,2467,null,null,2140,null,null,4690,null,null,4401,null,null,3322,null,null,4098,null,null,3096,null,null,31
2010610,2209,998377,1793,62474,3641,80526,4580,301424,8497,254737,7563,72426,3996,146233,6921,80557,3691,1012233,1990,60418,3583,77115,4852,283633,8080,262166,7325,83916,4939,162314,6171,82671,4418,2209,null,null,1793,null,null,3641,null,null,4580,null,null,8497,null,null,7563,null,null,3996,null,null,6921,null,null,3691,null,null,1990,null,null,3583,null,null,4852,null,null,8080,null,null,7325,null,null,4939,null,null,6171,null,null,4418,null,null,32
947586,2249,463773,2080,12107,1683,28198,2595,129593,4409,83223,3941,44372,2894,103065,4187,63215,2989,483813,1414,8516,1433,19077,2299,126652,4343,96054,4170,53116,3275,110396,4338,70002,3669,2249,null,null,2080,null,null,1683,null,null,2595,null,null,4409,null,null,3941,null,null,2894,null,null,4187,null,null,2989,null,null,1414,null,null,1433,null,null,2299,null,null,4343,null,null,4170,null,null,3275,null,null,4338,null,null,3669,null,null,33
6171172,2256,2947683,1950,149631,6443,177253,7167,822816,14007,498855,10702,165797,6222,680626,11216,452705,9309,3223489,1754,167551,6597,166241,6088,883257,12145,525434,10310,234535,8014,779892,12835,466579,9437,2256,null,null,1950,null,null,6443,null,null,7167,null,null,14007,null,null,10702,null,null,6222,null,null,11216,null,null,9309,null,null,1754,null,null,6597,null,null,6088,null,null,12145,null,null,10310,null,null,8014,null,null,12835,null,null,9437,null,null,34
1391381,3935,676970,2815,41650,3110,62221,4208,192181,6694,151683,7113,49681,3745,102537,4887,77017,3758,714411,2528,42865,3550,56205,4192,178327,5745,171342,6822,66993,3711,113154,4614,85525,4258,3935,null,null,2815,null,null,3110,null,null,4208,null,null,6694,null,null,7113,null,null,3745,null,null,4887,null,null,3758,null,null,2528,null,null,3550,null,null,4192,null,null,5745,null,null,6822,null,null,3711,null,null,4614,null,null,4258,null,null,35
13653592,4583,6484900,3942,409984,9742,501963,10161,1750826,16306,1058454,13844,516642,10329,1310195,19503,936836,12729,7168692,3666,455992,11775,500353,9860,1823988,19810,1092404,15328,675174,13572,1439424,16440,1181357,15090,4583,null,null,3942,null,null,9742,null,null,10161,null,null,16306,null,null,13844,null,null,10329,null,null,19503,null,null,12729,null,null,3666,null,null,11775,null,null,9860,null,null,19810,null,null,15328,null,null,13572,null,null,16440,null,null,15090,null,null,36
6877185,7537,3256354,5560,169216,6699,293077,8288,884171,12432,684238,12578,261646,7997,620321,10345,343685,8750,3620831,5689,150354,6544,260550,7622,891715,13732,797893,13439,393220,9801,725294,12295,401805,9068,7537,null,null,5560,null,null,6699,null,null,8288,null,null,12432,null,null,12578,null,null,7997,null,null,10345,null,null,8750,null,null,5689,null,null,6544,null,null,7622,null,null,13732,null,null,13439,null,null,9801,null,null,12295,null,null,9068,null,null,37
495015,2090,252446,2203,7536,1079,14323,1919,72981,3544,56389,3341,34161,2407,49390,3103,17666,1831,242569,1883,6291,1005,9594,1503,61197,2647,52827,2787,33393,1952,58188,2814,21079,2106,2090,null,null,2203,null,null,1079,null,null,1919,null,null,3544,null,null,3341,null,null,2407,null,null,3103,null,null,1831,null,null,1883,null,null,1005,null,null,1503,null,null,2647,null,null,2787,null,null,1952,null,null,2814,null,null,2106,null,null,38
7922061,4787,3806328,4383,110872,3954,292413,9419,1304562,16742,785432,14219,274413,8527,654330,9730,384306,7622,4115733,3718,111337,4443,275694,8727,1334466,14638,845097,12895,408094,8161,707875,11444,433170,8695,4787,null,null,4383,null,null,3954,null,null,9419,null,null,16742,null,null,14219,null,null,8527,null,null,9730,null,null,7622,null,null,3718,null,null,4443,null,null,8727,null,null,14638,null,null,12895,null,null,8161,null,null,11444,null,null,8695,null,null,39
2571636,3575,1244732,3080,54158,2987,106512,4474,404313,8290,286802,6441,88636,4193,200225,6910,104086,3568,1326904,2436,49094,2960,103262,4131,398216,5433,317024,5338,114954,4904,232697,5402,111657,4144,3575,null,null,3080,null,null,2987,null,null,4474,null,null,8290,null,null,6441,null,null,4193,null,null,6910,null,null,3568,null,null,2436,null,null,2960,null,null,4131,null,null,5433,null,null,5338,null,null,4904,null,null,5402,null,null,4144,null,null,40
2857952,3514,1395238,3318,51603,4343,91882,4843,337593,9176,350976,8755,113096,5709,272536,6592,177552,5674,1462714,3035,54418,3890,79579,4716,318300,7508,394556,9614,131419,5620,299972,7497,184470,5257,3514,null,null,3318,null,null,4343,null,null,4843,null,null,9176,null,null,8755,null,null,5709,null,null,6592,null,null,5674,null,null,3035,null,null,3890,null,null,4716,null,null,7508,null,null,9614,null,null,5620,null,null,7497,null,null,5257,null,null,41
8921975,5062,4289950,4498,143715,6371,304020,7897,1533643,15670,687805,11992,307399,8276,810836,13945,502532,11049,4632025,2616,145450,6027,287161,8605,1598801,13845,743426,10177,422818,8845,866135,12581,568234,8785,5062,null,null,4498,null,null,6371,null,null,7897,null,null,15670,null,null,11992,null,null,8276,null,null,13945,null,null,11049,null,null,2616,null,null,6027,null,null,8605,null,null,13845,null,null,10177,null,null,8845,null,null,12581,null,null,8785,null,null,42
734045,1360,348142,1101,17116,1867,23280,2270,102325,4479,61779,4559,26604,2662,71714,3878,45324,3090,385903,1311,21289,2577,22498,2806,101720,4879,73590,4604,33579,2979,79481,3934,53746,3939,1360,null,null,1101,null,null,1867,null,null,2270,null,null,4479,null,null,4559,null,null,2662,null,null,3878,null,null,3090,null,null,1311,null,null,2577,null,null,2806,null,null,4879,null,null,4604,null,null,2979,null,null,3934,null,null,3939,null,null,44
3388476,4957,1600416,4216,79421,4611,158385,7079,486849,10736,326989,10078,124204,6142,277398,6777,147170,6211,1788060,3064,69496,4289,146352,6587,494820,9537,386109,9146,193345,8130,313688,8532,184250,6184,4957,null,null,4216,null,null,4611,null,null,7079,null,null,10736,null,null,10078,null,null,6142,null,null,6777,null,null,6211,null,null,3064,null,null,4289,null,null,6587,null,null,9537,null,null,9146,null,null,8130,null,null,8532,null,null,6184,null,null,45
565894,2150,280106,1991,10327,1482,17113,2024,85933,3516,61409,3115,30947,2454,50441,2934,23936,2435,285788,1833,7948,1002,14623,1696,77977,3509,62210,3365,34146,2411,60561,3475,28323,2148,2150,null,null,1991,null,null,1482,null,null,2024,null,null,3516,null,null,3115,null,null,2454,null,null,2934,null,null,2435,null,null,1833,null,null,1002,null,null,1696,null,null,3509,null,null,3365,null,null,2411,null,null,3475,null,null,2148,null,null,46
4527198,5159,2158282,3942,113501,5344,192103,5652,723545,11389,443089,10673,137210,6201,355398,9172,193436,7407,2368916,4205,102788,4543,181921,6239,742392,10999,516409,10630,191385,6143,400657,9120,233364,7443,5159,null,null,3942,null,null,5344,null,null,5652,null,null,11389,null,null,10673,null,null,6201,null,null,9172,null,null,7407,null,null,4205,null,null,4543,null,null,6239,null,null,10999,null,null,10630,null,null,6143,null,null,9120,null,null,7443,null,null,47
17775280,10876,8659045,8174,762285,14897,772333,15341,2225385,24499,1832541,21936,568428,13394,1609219,19004,888854,13043,9116235,7031,767347,14994,734043,17497,2249326,22467,2036759,21347,691146,13841,1753459,20677,884155,15956,10876,null,null,8174,null,null,14897,null,null,15341,null,null,24499,null,null,21936,null,null,13394,null,null,19004,null,null,13043,null,null,7031,null,null,14994,null,null,17497,null,null,22467,null,null,21347,null,null,13841,null,null,20677,null,null,15956,null,null,48
1783244,3060,886906,2922,25812,2486,52009,3823,197980,7257,228450,5912,77027,4266,183627,5176,122001,5054,896338,2442,26183,2886,43399,3326,206625,6551,243658,5678,101166,5077,197503,6345,77804,3730,3060,null,null,2922,null,null,2486,null,null,3823,null,null,7257,null,null,5912,null,null,4266,null,null,5176,null,null,5054,null,null,2442,null,null,2886,null,null,3326,null,null,6551,null,null,5678,null,null,5077,null,null,6345,null,null,3730,null,null,49
439563,1331,212629,1347,5973,1207,14017,1944,68752,3241,35246,2233,16782,1858,41710,2070,30149,1973,226934,1264,5114,1155,9466,1347,60015,2762,40626,2601,23717,1968,51161,2483,36835,2131,1331,null,null,1347,null,null,1207,null,null,1944,null,null,3241,null,null,2233,null,null,1858,null,null,2070,null,null,1973,null,null,1264,null,null,1155,null,null,1347,null,null,2762,null,null,2601,null,null,1968,null,null,2483,null,null,2131,null,null,50
5721173,6607,2754728,4910,128408,7151,190128,6991,685632,12503,527275,10601,178585,6538,578508,10965,466192,8497,2966445,4928,119168,5353,176610,6451,687204,13429,589394,11495,260084,9023,663243,11235,470742,10266,6607,null,null,4910,null,null,7151,null,null,6991,null,null,12503,null,null,10601,null,null,6538,null,null,10965,null,null,8497,null,null,4928,null,null,5353,null,null,6451,null,null,13429,null,null,11495,null,null,9023,null,null,11235,null,null,10266,null,null,51
4996555,4070,2462437,3187,93372,5081,143204,7117,568571,11199,571404,11578,219787,6528,536032,9047,330067,8282,2534118,3334,98809,4820,123452,6333,543215,11340,607368,8379,271663,7813,562477,11029,327134,7774,4070,null,null,3187,null,null,5081,null,null,7117,null,null,11199,null,null,11578,null,null,6528,null,null,9047,null,null,8282,null,null,3334,null,null,4820,null,null,6333,null,null,11340,null,null,8379,null,null,7813,null,null,11029,null,null,7774,null,null,53
1291757,2855,624998,2561,31385,2828,67732,3986,255709,6031,108204,4530,35274,2859,77726,3671,48968,3714,666759,1825,26050,2609,56134,4170,256519,6497,125473,5152,60520,3482,84517,4296,57546,3503,2855,null,null,2561,null,null,2828,null,null,3986,null,null,6031,null,null,4530,null,null,2859,null,null,3671,null,null,3714,null,null,1825,null,null,2609,null,null,4170,null,null,6497,null,null,5152,null,null,3482,null,null,4296,null,null,3503,null,null,54
3933329,3771,1930548,3478,54821,2912,121637,4870,621719,8877,399169,7785,192139,5230,350319,7539,190744,4776,2002781,2809,51983,3207,89303,4185,600888,8688,413222,7991,228273,5774,408184,7557,210928,4961,3771,null,null,3478,null,null,2912,null,null,4870,null,null,8877,null,null,7785,null,null,5230,null,null,7539,null,null,4776,null,null,2809,null,null,3207,null,null,4185,null,null,8688,null,null,7991,null,null,5774,null,null,7557,null,null,4961,null,null,55
390794,2101,197874,1737,3090,837,10892,1898,63337,3507,47831,3181,20611,1986,32730,2600,19383,1883,192920,1583,2661,913,10048,1516,51287,2630,50130,2580,24990,2775,35115,2558,18689,1895,2101,null,null,1737,null,null,837,null,null,1898,null,null,3507,null,null,3181,null,null,1986,null,null,2600,null,null,1883,null,null,1583,null,null,913,null,null,1516,null,null,2630,null,null,2580,null,null,2775,null,null,2558,null,null,1895,null,null,56
2372197,3159,1093748,2274,183070,6180,110135,5205,331710,9218,143175,5373,99179,4360,156134,6783,70345,4765,1278449,2022,187852,5890,97554,4986,325813,8950,155251,6040,138567,6293,276986,7924,96426,4844,3159,null,null,2274,null,null,6180,null,null,5205,null,null,9218,null,null,5373,null,null,4360,null,null,6783,null,null,4765,null,null,2022,null,null,5890,null,null,4986,null,null,8950,null,null,6040,null,null,6293,null,null,7924,null,null,4844,null,null,72
3300713,5481,1560045,4474,82192,4363,173660,6769,489259,8964,329529,8072,105425,4738,241303,7386,138677,5001,1740668,4407,75605,4826,160237,7579,521977,9255,381702,9010,165605,4967,265377,7206,170165,5843,5481,null,null,4474,null,null,4363,null,null,6769,null,null,8964,null,null,8072,null,null,4738,null,null,7386,null,null,5001,null,null,4407,null,null,4826,null,null,7579,null,null,9255,null,null,9010,null,null,4967,null,null,7206,null,null,5843,null,null,01
478951,1792,247350,1882,5059,1179,12401,1184,75546,3922,69508,3507,20551,2765,38870,2332,25415,2181,231601,1583,5333,941,10184,1476,58382,2961,60142,3225,20268,2304,51991,3245,25301,2234,1792,null,null,1882,null,null,1179,null,null,1184,null,null,3922,null,null,3507,null,null,2765,null,null,2332,null,null,2181,null,null,1583,null,null,941,null,null,1476,null,null,2961,null,null,3225,null,null,2304,null,null,3245,null,null,2234,null,null,02
4626409,2850,2263051,2391,132055,5568,182136,7452,548375,11637,558940,9784,183367,6719,408669,8122,249509,6596,2363358,2081,133160,5757,167088,6255,557122,11794,620796,10501,207476,7059,427110,9514,250606,6442,2850,null,null,2391,null,null,5568,null,null,7452,null,null,11637,null,null,9784,null,null,6719,null,null,8122,null,null,6596,null,null,2081,null,null,5757,null,null,6255,null,null,11794,null,null,10501,null,null,7059,null,null,9514,null,null,6442,null,null,04
1990448,4903,953641,3597,53974,3583,91540,5172,343934,6963,208824,7445,51433,3898,129954,6183,73982,3704,1036807,3398,46183,3409,87925,4771,338035,7250,240885,6305,81882,4791,152654,6029,89243,4568,4903,null,null,3597,null,null,3583,null,null,5172,null,null,6963,null,null,7445,null,null,3898,null,null,6183,null,null,3704,null,null,3398,null,null,3409,null,null,4771,null,null,7250,null,null,6305,null,null,4791,null,null,6029,null,null,4568,null,null,05
26304241,4823,12859902,4184,1213765,18377,1072508,16069,2717268,28585,2721438,24248,904152,17279,2611917,21853,1618854,19233,13444339,4188,1342382,17978,990008,15463,2673667,22533,2880960,24295,1127623,14681,2814247,23375,1615452,18719,4823,null,null,4184,null,null,18377,null,null,16069,null,null,28585,null,null,24248,null,null,17279,null,null,21853,null,null,19233,null,null,4188,null,null,17978,null,null,15463,null,null,22533,null,null,24295,null,null,14681,null,null,23375,null,null,18719,null,null,06
3745506,3766,1861945,3266,65436,4771,101937,5304,426175,9968,385429,8626,148331,5910,458937,9193,275700,6802,1883561,2684,62773,4257,90440,4152,395969,7984,401937,8949,174198,6410,475336,8606,282908,6785,3766,null,null,3266,null,null,4771,null,null,5304,null,null,9968,null,null,8626,null,null,5910,null,null,9193,null,null,6802,null,null,2684,null,null,4257,null,null,4152,null,null,7984,null,null,8949,null,null,6410,null,null,8606,null,null,6785,null,null,08
2467737,2128,1175476,1731,47363,3336,67590,3957,341415,7900,197814,6186,72877,4615,253333,6548,195084,6241,1292261,1878,53150,3428,65832,4215,337361,8153,217336,6895,113411,4791,288036,8085,217135,6109,2128,null,null,1731,null,null,3336,null,null,3957,null,null,7900,null,null,6186,null,null,4615,null,null,6548,null,null,6241,null,null,1878,null,null,3428,null,null,4215,null,null,8153,null,null,6895,null,null,4791,null,null,8085,null,null,6109,null,null,09
662547,1199,313606,969,12148,1819,26499,2368,102241,5215,56590,3561,20110,2299,55559,3613,40459,2821,348941,1083,10199,1480,21748,2501,110233,5084,65592,4050,32118,3167,66158,4321,42893,3192,1199,null,null,969,null,null,1819,null,null,2368,null,null,5215,null,null,3561,null,null,2299,null,null,3613,null,null,2821,null,null,1083,null,null,1480,null,null,2501,null,null,5084,null,null,4050,null,null,3167,null,null,4321,null,null,3192,null,null,10
480158,376,226729,428,8139,1505,13341,1971,41159,2916,27041,3007,6051,1095,56069,3312,74929,3002,253429,208,8958,1423,15305,1893,44089,2998,35165,3260,8035,1314,59028,3069,82849,3671,376,null,null,428,null,null,1505,null,null,1971,null,null,2916,null,null,3007,null,null,1095,null,null,3312,null,null,3002,null,null,208,null,null,1423,null,null,1893,null,null,2998,null,null,3260,null,null,1314,null,null,3069,null,null,3671,null,null,11
