B11009_001E,B11009_001M,B11009_002E,B11009_002M,B11009_003E,B11009_003M,B11009_004E,B11009_004M,B11009_005E,B11009_005M,B11009_006E,B11009_006M,B11009_007E,B11009_007M,B11009_001M,B11009_001EA,B11009_001MA,B11009_002M,B11009_002EA,B11009_002MA,B11009_003M,B11009_003EA,B11009_003MA,B11009_004M,B11009_004EA,B11009_004MA,B11009_005M,B11009_005EA,B11009_005MA,B11009_006M,B11009_006EA,B11009_006MA,B11009_007M,B11009_007EA,B11009_007MA,state
7573456,23478,482890,12886,15643,1403,231676,8329,14966,1955,220605,7716,7090566,24436,23478,null,null,12886,null,null,1403,null,null,8329,null,null,1955,null,null,7716,null,null,24436,null,null,12
3686135,15528,190374,7164,6254,1440,90153,5904,5869,1462,88098,5184,3495761,17742,15528,null,null,7164,null,null,1440,null,null,5904,null,null,1462,null,null,5184,null,null,17742,null,null,13
455868,4824,25704,2261,824,364,13654,2021,1089,518,10137,1440,430164,5040,4824,null,null,2261,null,null,364,null,null,2021,null,null,518,null,null,1440,null,null,5040,null,null,15
610872,4143,35424,3297,722,396,16819,2474,787,574,17096,1828,575448,5006,4143,null,null,3297,null,null,396,null,null,2474,null,null,574,null,null,1828,null,null,5006,null,null,16
4822046,12932,283968,7456,9411,1636,132311,5616,7126,1158,135120,5356,4538078,15865,12932,null,null,7456,null,null,1636,null,null,5616,null,null,1158,null,null,5356,null,null,15865,null,null,17
2533270,10440,167704,6111,4078,970,79808,5471,5393,1180,78425,3489,2365566,11966,10440,null,null,6111,null,null,970,null,null,5471,null,null,1180,null,null,3489,null,null,11966,null,null,18
1247932,7106,83770,4040,956,447,40887,3054,1672,642,40255,2768,1164162,7091,7106,null,null,4040,null,null,447,null,null,3054,null,null,642,null,null,2768,null,null,7091,null,null,19
1110407,6778,63475,4005,1104,433,29138,2770,697,326,32536,2939,1046932,7343,6778,null,null,4005,null,null,433,null,null,2770,null,null,326,null,null,2939,null,null,7343,null,null,20
1717706,9131,105447,5305,2605,717,50365,3663,3781,1054,48696,3592,1612259,9660,9131,null,null,5305,null,null,717,null,null,3663,null,null,1054,null,null,3592,null,null,9660,null,null,21
1720801,8997,103805,5880,2869,773,53810,3979,2430,901,44696,3877,1616996,8922,8997,null,null,5880,null,null,773,null,null,3979,null,null,901,null,null,3877,null,null,8922,null,null,22
531660,5774,43671,3176,1053,469,19742,2063,1108,407,21768,2185,487989,5632,5774,null,null,3176,null,null,469,null,null,2063,null,null,407,null,null,2185,null,null,5632,null,null,23
2194657,9484,123600,5755,2644,1007,59592,3751,3531,1111,57833,4091,2071057,11094,9484,null,null,5755,null,null,1007,null,null,3751,null,null,1111,null,null,4091,null,null,11094,null,null,24
2579398,8290,162277,5756,5318,1179,74724,4740,5174,939,77061,4250,2417121,10074,8290,null,null,5756,null,null,1179,null,null,4740,null,null,939,null,null,4250,null,null,10074,null,null,25
3884153,13696,252436,7332,3973,798,123495,5507,7096,1254,117872,4721,3631717,14256,13696,null,null,7332,null,null,798,null,null,5507,null,null,1254,null,null,4721,null,null,14256,null,null,26
2148725,7378,147430,5292,2792,681,69437,4220,3319,671,71882,3675,2001295,8037,7378,null,null,5292,null,null,681,null,null,4220,null,null,671,null,null,3675,null,null,8037,null,null,27
1091245,8803,48399,3666,694,405,23036,2525,1281,532,23388,2782,1042846,9066,8803,null,null,3666,null,null,405,null,null,2525,null,null,532,null,null,2782,null,null,9066,null,null,28
2372190,10844,149334,6722,3500,826,69943,4776,3347,644,72544,4222,2222856,11203,10844,null,null,6722,null,null,826,null,null,4776,null,null,644,null,null,4222,null,null,11203,null,null,29
416125,4426,25549,2429,354,344,12943,1742,750,387,11502,1710,390576,4672,4426,null,null,2429,null,null,344,null,null,1742,null,null,387,null,null,1710,null,null,4672,null,null,30
747562,4452,42002,2887,731,380,19094,1923,720,394,21457,2103,705560,4870,4452,null,null,2887,null,null,380,null,null,1923,null,null,394,null,null,2103,null,null,4870,null,null,31
1055158,6433,78482,4316,2286,769,37826,3073,2080,996,36290,3001,976676,7730,6433,null,null,4316,null,null,769,null,null,3073,null,null,996,null,null,3001,null,null,7730,null,null,32
520643,5191,39677,2930,909,403,18384,2053,667,306,19717,2099,480966,5427,5191,null,null,2930,null,null,403,null,null,2053,null,null,306,null,null,2099,null,null,5427,null,null,33
3194519,10274,169959,6837,3842,925,82663,5467,3540,825,79914,4296,3024560,10582,10274,null,null,6837,null,null,925,null,null,5467,null,null,825,null,null,4296,null,null,10582,null,null,34
758364,6296,54356,3828,2179,904,25938,2922,1477,569,24762,2577,704008,6375,6296,null,null,3828,null,null,904,null,null,2922,null,null,569,null,null,2577,null,null,6375,null,null,35
7209054,17665,427120,9854,16396,1638,199125,6558,11901,1587,199698,7660,6781934,18959,17665,null,null,9854,null,null,1638,null,null,6558,null,null,1587,null,null,7660,null,null,18959,null,null,36
3882423,16063,215776,7966,4844,983,101489,5226,6343,1223,103100,5659,3666647,15994,16063,null,null,7966,null,null,983,null,null,5226,null,null,1223,null,null,5659,null,null,15994,null,null,37
315134,3356,22192,2489,483,403,11182,1710,98,142,10429,1943,292942,3448,3356,null,null,2489,null,null,403,null,null,1710,null,null,142,null,null,1943,null,null,3448,null,null,38
4624669,14929,312096,8094,6847,1354,152298,6216,8679,1462,144272,5698,4312573,15714,14929,null,null,8094,null,null,1354,null,null,6216,null,null,1462,null,null,5698,null,null,15714,null,null,39
1469342,7193,83718,3572,1958,575,40456,2716,2790,748,38514,2581,1385624,7494,7193,null,null,3572,null,null,575,null,null,2716,null,null,748,null,null,2581,null,null,7494,null,null,40
1571678,6691,122783,5580,3951,950,52598,3956,4991,1141,61243,4034,1448895,8178,6691,null,null,5580,null,null,950,null,null,3956,null,null,1141,null,null,4034,null,null,8178,null,null,41
4937771,13721,304048,7151,7520,1178,149520,5745,7519,1220,139489,5745,4633723,14884,13721,null,null,7151,null,null,1178,null,null,5745,null,null,1220,null,null,5745,null,null,14884,null,null,42
408239,4139,27278,2721,1126,449,12830,1928,387,306,12935,1928,380961,4632,4139,null,null,2721,null,null,449,null,null,1928,null,null,306,null,null,1928,null,null,4632,null,null,44
1877887,10574,101192,5682,2025,751,49887,3764,2172,775,47108,4310,1776695,10738,10574,null,null,5682,null,null,751,null,null,3764,null,null,775,null,null,4310,null,null,10738,null,null,45
334003,3659,18061,2006,558,381,8522,1231,481,245,8500,1331,315942,3803,3659,null,null,2006,null,null,381,null,null,1231,null,null,245,null,null,1331,null,null,3803,null,null,46
2556332,11690,137422,6485,3687,844,66747,4560,4403,1032,62585,4073,2418910,12574,11690,null,null,6485,null,null,844,null,null,4560,null,null,1032,null,null,4073,null,null,12574,null,null,47
9535612,20125,505677,14274,12885,1810,245252,9056,16671,2064,230869,10684,9029935,24311,20125,null,null,14274,null,null,1810,null,null,9056,null,null,2064,null,null,10684,null,null,24311,null,null,48
943147,4975,40133,3809,1344,489,20671,3109,1201,428,16917,2267,903014,6216,4975,null,null,3809,null,null,489,null,null,3109,null,null,428,null,null,2267,null,null,6216,null,null,49
254851,2815,21715,1910,296,241,9461,1288,716,356,11242,1419,233136,2983,2815,null,null,1910,null,null,241,null,null,1288,null,null,356,null,null,1419,null,null,2983,null,null,50
3120692,13161,163419,6818,4529,836,79786,4974,4991,1037,74113,4930,2957273,13335,13161,null,null,6818,null,null,836,null,null,4974,null,null,1037,null,null,4930,null,null,13335,null,null,51
2768076,8506,195540,6948,3778,1006,99002,5691,4434,913,88326,4341,2572536,9834,8506,null,null,6948,null,null,1006,null,null,5691,null,null,913,null,null,4341,null,null,9834,null,null,53
722125,5656,46799,3411,1504,645,21368,2455,648,379,23279,2612,675326,5776,5656,null,null,3411,null,null,645,null,null,2455,null,null,379,null,null,2612,null,null,5776,null,null,54
2326998,7745,158634,5426,3598,945,78911,3893,3361,697,72764,3746,2168364,9084,7745,null,null,5426,null,null,945,null,null,3893,null,null,697,null,null,3746,null,null,9084,null,null,55
223619,4088,16332,2023,90,150,9331,1516,111,147,6800,1524,207287,4154,4088,null,null,2023,null,null,150,null,null,1516,null,null,147,null,null,1524,null,null,4154,null,null,56
1208438,9900,92156,4870,1453,626,46415,3440,1771,723,42517,3096,1116282,9724,9900,null,null,4870,null,null,626,null,null,3440,null,null,723,null,null,3096,null,null,9724,null,null,72
1852518,12189,70083,4922,1514,623,34556,3636,2471,803,31542,2963,1782435,13003,12189,null,null,4922,null,null,623,null,null,3636,null,null,803,null,null,2963,null,null,13003,null,null,01
248468,2841,21762,1840,201,201,10152,1469,678,368,10731,1434,226706,3152,2841,null,null,1840,null,null,201,null,null,1469,null,null,368,null,null,1434,null,null,3152,null,null,02
2519052,11479,173807,8056,5461,1308,84236,5448,4312,841,79798,4824,2345245,12072,11479,null,null,8056,null,null,1308,null,null,5448,null,null,841,null,null,4824,null,null,12072,null,null,04
1142718,7341,58641,4640,1064,481,29021,2964,1808,732,26748,2901,1084077,8101,7341,null,null,4640,null,null,481,null,null,2964,null,null,732,null,null,2901,null,null,8101,null,null,05
12944178,15703,848310,15016,32566,2425,408787,11365,21609,2106,385348,10098,12095868,19379,15703,null,null,15016,null,null,2425,null,null,11365,null,null,2106,null,null,10098,null,null,19379,null,null,06
2108992,7767,128177,5691,3214,776,60144,4250,4835,1000,59984,4598,1980815,8491,7767,null,null,5691,null,null,776,null,null,4250,null,null,1000,null,null,4598,null,null,8491,null,null,08
1357269,7141,80111,4204,1522,534,34114,2630,2437,768,42038,3475,1277158,6948,7141,null,null,4204,null,null,534,null,null,2630,null,null,768,null,null,3475,null,null,6948,null,null,09
351085,3936,22705,2318,705,382,9518,1503,800,409,11682,1885,328380,4511,3936,null,null,2318,null,null,382,null,null,1503,null,null,409,null,null,1885,null,null,4511,null,null,10
281241,3152,18275,2056,2288,504,7879,1312,1020,371,7088,1199,262966,3671,3152,null,null,2056,null,null,504,null,null,1312,null,null,371,null,null,1199,null,null,3671,null,null,11
