C18108_001E,C18108_001M,C18108_002E,C18108_002M,C18108_003E,C18108_003M,C18108_004E,C18108_004M,C18108_005E,C18108_005M,C18108_006E,C18108_006M,C18108_007E,C18108_007M,C18108_008E,C18108_008M,C18108_009E,C18108_009M,C18108_010E,C18108_010M,C18108_011E,C18108_011M,C18108_012E,C18108_012M,C18108_013E,C18108_013M,C18108_001M,C18108_001EA,C18108_001MA,C18108_002M,C18108_002EA,C18108_002MA,C18108_003M,C18108_003EA,C18108_003MA,C18108_004M,C18108_004EA,C18108_004MA,C18108_005M,C18108_005EA,C18108_005MA,C18108_006M,C18108_006EA,C18108_006MA,C18108_007M,C18108_007EA,C18108_007MA,C18108_008M,C18108_008EA,C18108_008MA,C18108_009M,C18108_009EA,C18108_009MA,C18108_010M,C18108_010EA,C18108_010MA,C18108_011M,C18108_011EA,C18108_011MA,C18108_012M,C18108_012EA,C18108_012MA,C18108_013M,C18108_013EA,C18108_013MA,state
1317148,565,254723,993,11838,1896,4126,1059,238759,2416,812942,1472,58680,3689,50696,3481,703566,4542,249483,1212,42259,2697,41013,2737,166211,3405,565,null,null,993,null,null,1896,null,null,1059,null,null,2416,null,null,1472,null,null,3689,null,null,3481,null,null,4542,null,null,1212,null,null,2697,null,null,2737,null,null,3405,null,null,23
5918535,2341,1344588,1197,41087,4032,14078,2410,1289423,4907,3721766,3177,188004,6591,146501,6616,3387261,10418,852181,1751,128058,4459,138392,5345,585731,6110,2341,null,null,1197,null,null,4032,null,null,2410,null,null,4907,null,null,3177,null,null,6591,null,null,6616,null,null,10418,null,null,1751,null,null,4459,null,null,5345,null,null,6110,null,null,24
6736017,1301,1375244,1168,45296,3959,19355,2395,1310593,4722,4324702,2604,209686,7652,181043,7189,3933973,11705,1036071,1969,156797,5055,174418,5436,704856,6858,1301,null,null,1168,null,null,3959,null,null,2395,null,null,4722,null,null,2604,null,null,7652,null,null,7189,null,null,11705,null,null,1969,null,null,5055,null,null,5436,null,null,6858,null,null,25
9818099,823,2187554,2053,81977,4490,29919,2642,2075658,6105,6059622,2831,400406,9707,363929,8031,5295287,13400,1570923,2328,261019,5869,286141,6971,1023763,7633,823,null,null,2053,null,null,4490,null,null,2642,null,null,6105,null,null,2831,null,null,9707,null,null,8031,null,null,13400,null,null,2328,null,null,5869,null,null,6971,null,null,7633,null,null,26
5462438,681,1286323,2266,35064,2601,14013,1710,1237246,3767,3375664,2939,170725,4981,131549,5870,3073390,7935,800451,2016,131222,3490,119441,4230,549788,5230,681,null,null,2266,null,null,2601,null,null,1710,null,null,3767,null,null,2939,null,null,4981,null,null,5870,null,null,7935,null,null,2016,null,null,3490,null,null,4230,null,null,5230,null,null,27
2924168,1457,721108,2345,30890,3725,7716,1488,682502,5047,1766560,3144,130362,6483,128462,5755,1507736,8753,436500,2121,69608,4116,109006,4838,257886,4839,1457,null,null,2345,null,null,3725,null,null,1488,null,null,5047,null,null,3144,null,null,6483,null,null,5755,null,null,8753,null,null,2121,null,null,4116,null,null,4838,null,null,4839,null,null,28
5977199,1793,1386471,3179,48725,4411,13615,1935,1324131,5472,3653174,4347,250082,7584,218058,6971,3185034,11458,937554,2903,161276,4541,182340,5952,593938,7347,1793,null,null,3179,null,null,4411,null,null,1935,null,null,5472,null,null,4347,null,null,7584,null,null,6971,null,null,11458,null,null,2903,null,null,4541,null,null,5952,null,null,7347,null,null,29
1027510,634,227631,1693,6993,1309,2476,845,218162,2359,620433,2049,42266,3040,33903,3540,544264,4818,179446,1104,32895,2205,29005,2317,117546,2839,634,null,null,1693,null,null,1309,null,null,845,null,null,2359,null,null,2049,null,null,3040,null,null,3540,null,null,4818,null,null,1104,null,null,2205,null,null,2317,null,null,2839,null,null,30
1877654,1048,472689,1248,11867,1639,4509,968,456313,2142,1131791,1989,66319,3388,46099,3383,1019373,5086,273174,1407,45862,2301,48255,2595,179057,2732,1048,null,null,1248,null,null,1639,null,null,968,null,null,2142,null,null,1989,null,null,3388,null,null,3383,null,null,5086,null,null,1407,null,null,2301,null,null,2595,null,null,2732,null,null,31
2905767,1083,676435,816,19015,2709,13080,2322,644340,3876,1791813,1795,104849,5308,93977,6282,1592987,8739,437519,1289,75332,3561,78353,3806,283834,4688,1083,null,null,816,null,null,2709,null,null,2322,null,null,3876,null,null,1795,null,null,5308,null,null,6282,null,null,8739,null,null,1289,null,null,3561,null,null,3806,null,null,4688,null,null,32
1316467,851,259410,1169,8959,1962,3595,1140,246856,2807,839099,1585,50458,3995,37636,3293,751005,5568,217958,1193,35189,2355,32464,2368,150305,3061,851,null,null,1169,null,null,1962,null,null,1140,null,null,2807,null,null,1585,null,null,3995,null,null,3293,null,null,5568,null,null,1193,null,null,2355,null,null,2368,null,null,3061,null,null,33
8837578,1301,1979948,1086,45514,3778,17983,2398,1916451,5230,5525116,2539,239770,10111,195495,9225,5089851,15219,1332514,1886,196878,5957,231476,5893,904160,7810,1301,null,null,1086,null,null,3778,null,null,2398,null,null,5230,null,null,2539,null,null,10111,null,null,9225,null,null,15219,null,null,1886,null,null,5957,null,null,5893,null,null,7810,null,null,34
2046001,1490,488598,1379,15105,2022,4753,1096,468740,2629,1220748,2447,76316,4258,77351,5379,1067081,7619,336655,1592,58246,3440,76960,3181,201449,4258,1490,null,null,1379,null,null,2022,null,null,1096,null,null,2629,null,null,2447,null,null,4258,null,null,5379,null,null,7619,null,null,1592,null,null,3440,null,null,3181,null,null,4258,null,null,35
19505596,2238,4170786,2500,109055,5594,52616,3983,4009115,7360,12399261,4532,611477,13107,497893,11280,11289891,19461,2935549,3347,421401,9313,545571,10133,1968577,11491,2238,null,null,2500,null,null,5594,null,null,3983,null,null,7360,null,null,4532,null,null,13107,null,null,11280,null,null,19461,null,null,3347,null,null,9313,null,null,10133,null,null,11491,null,null,36
9957830,4137,2292483,3750,75230,5029,26838,2612,2190415,7285,6138694,6845,380488,8266,342148,11167,5416058,14809,1526653,3763,251865,6704,295017,7603,979771,9571,4137,null,null,3750,null,null,5029,null,null,2612,null,null,7285,null,null,6845,null,null,8266,null,null,11167,null,null,14809,null,null,3763,null,null,6704,null,null,7603,null,null,9571,null,null,37
741486,1317,174130,1261,5310,1047,1363,567,167457,1486,463456,1958,25405,2331,17684,2061,420367,3821,103900,965,18336,1544,17230,1439,68334,1941,1317,null,null,1261,null,null,1047,null,null,567,null,null,1486,null,null,1958,null,null,2331,null,null,2061,null,null,3821,null,null,965,null,null,1544,null,null,1439,null,null,1941,null,null,38
11439848,1446,2605997,2753,93329,4967,35478,3370,2477190,7301,7018306,4171,460835,10661,390908,9261,6166563,13186,1815545,3583,297844,6766,342477,7382,1175224,10135,1446,null,null,2753,null,null,4967,null,null,3370,null,null,7301,null,null,4171,null,null,10661,null,null,9261,null,null,13186,null,null,3583,null,null,6766,null,null,7382,null,null,10135,null,null,39
3845697,1477,959850,1318,34588,2814,11769,1321,913493,3178,2316676,2768,177728,5392,156328,5934,1982620,8152,569171,2061,113256,3978,126583,3995,329332,5379,1477,null,null,1318,null,null,2814,null,null,1321,null,null,3178,null,null,2768,null,null,5392,null,null,5934,null,null,8152,null,null,2061,null,null,3978,null,null,3995,null,null,5379,null,null,40
4054353,734,866585,1799,28186,2785,10159,1829,828240,3531,2509060,2878,167965,6494,135150,7092,2205945,9321,678708,2505,119773,4239,133943,4842,424992,6251,734,null,null,1799,null,null,2785,null,null,1829,null,null,3531,null,null,2878,null,null,6494,null,null,7092,null,null,9321,null,null,2505,null,null,4239,null,null,4842,null,null,6251,null,null,41
12579422,1164,2666701,2241,107254,5056,34524,3059,2524923,5642,7772430,3892,484520,10816,425377,12149,6862533,15696,2140291,3678,352517,8239,388287,9171,1399487,9493,1164,null,null,2241,null,null,5056,null,null,3059,null,null,5642,null,null,3892,null,null,10816,null,null,12149,null,null,15696,null,null,3678,null,null,8239,null,null,9171,null,null,9493,null,null,42
1040259,649,208268,608,10084,1763,3540,1045,194644,2005,665476,1433,37869,3405,38894,3058,588713,4742,166515,995,23447,1770,29211,2677,113857,3173,649,null,null,608,null,null,1763,null,null,1045,null,null,2005,null,null,1433,null,null,3405,null,null,3058,null,null,4742,null,null,995,null,null,1770,null,null,2677,null,null,3173,null,null,44
4861188,2481,1097385,1514,37976,3527,16221,2515,1043188,4183,2951505,3236,210133,9672,178118,8807,2563254,12882,812298,2200,137245,4641,157126,6096,517927,6967,2481,null,null,1514,null,null,3527,null,null,2515,null,null,4183,null,null,3236,null,null,9672,null,null,8807,null,null,12882,null,null,2200,null,null,4641,null,null,6096,null,null,6967,null,null,45
848774,457,212981,1327,6411,1238,1798,711,204772,1973,504919,1531,32270,2401,18733,2296,453916,3724,130874,1022,22528,2175,21556,2253,86790,2645,457,null,null,1327,null,null,1238,null,null,711,null,null,1973,null,null,1531,null,null,2401,null,null,2296,null,null,3724,null,null,1022,null,null,2175,null,null,2253,null,null,2645,null,null,46
6546914,2577,1500902,3157,49241,3626,18110,2180,1433551,5440,4029585,4481,283830,9659,275022,9966,3470733,14021,1016427,2922,170875,4669,217954,5802,627598,6927,2577,null,null,3157,null,null,3626,null,null,2180,null,null,5440,null,null,4481,null,null,9659,null,null,9966,null,null,14021,null,null,2922,null,null,4669,null,null,5802,null,null,6927,null,null,47
27386023,4419,7282033,3796,229201,9477,77712,6658,6975120,13053,16843883,6944,915085,18625,738777,16956,15190021,25025,3260107,5022,555029,11028,706241,11247,1998837,13816,4419,null,null,3796,null,null,9477,null,null,6658,null,null,13053,null,null,6944,null,null,18625,null,null,16956,null,null,25025,null,null,5022,null,null,11028,null,null,11247,null,null,13816,null,null,48
3024767,1289,918971,1129,25099,2493,7474,1377,886398,3456,1789836,2375,94513,5146,64511,3819,1630812,6971,315960,1771,52123,3365,55345,2880,208492,4320,1289,null,null,1129,null,null,2493,null,null,1377,null,null,3456,null,null,2375,null,null,5146,null,null,3819,null,null,6971,null,null,1771,null,null,3365,null,null,2880,null,null,4320,null,null,49
618622,345,118351,1005,4850,953,1651,502,111850,1384,389462,1347,27411,2429,22047,2522,340004,3685,110809,771,17316,1727,17189,1805,76304,2217,345,null,null,1005,null,null,953,null,null,502,null,null,1384,null,null,1347,null,null,2429,null,null,2522,null,null,3685,null,null,771,null,null,1727,null,null,1805,null,null,2217,null,null,50
8199576,4534,1864852,3059,55441,4892,20587,2639,1788824,6058,5134008,6140,272768,8713,224160,9343,4637080,12204,1200716,3962,186487,5962,205142,5361,809087,8107,4534,null,null,3059,null,null,4892,null,null,2639,null,null,6058,null,null,6140,null,null,8713,null,null,9343,null,null,12204,null,null,3962,null,null,5962,null,null,5361,null,null,8107,null,null,51
7184110,3147,1627304,1895,46562,4287,17273,2636,1563469,4903,4497648,4372,277576,8837,217327,7095,4002745,12529,1059158,2844,175657,6358,202012,6874,681489,8296,3147,null,null,1895,null,null,4287,null,null,2636,null,null,4903,null,null,4372,null,null,8837,null,null,7095,null,null,12529,null,null,2844,null,null,6358,null,null,6874,null,null,8296,null,null,53
1802572,374,375790,1804,17291,2194,5616,1219,352883,3464,1091444,2259,95260,4795,99409,5045,896775,7005,335338,1692,62562,2881,81390,4065,191386,4176,374,null,null,1804,null,null,2194,null,null,1219,null,null,3464,null,null,2259,null,null,4795,null,null,5045,null,null,7005,null,null,1692,null,null,2881,null,null,4065,null,null,4176,null,null,54
5706681,824,1283539,2041,40903,3335,14701,1930,1227935,4944,3522518,2960,190925,5867,153195,5340,3178398,8988,900624,2121,143515,4048,142894,4273,614215,5322,824,null,null,2041,null,null,3335,null,null,1930,null,null,4944,null,null,2960,null,null,5867,null,null,5340,null,null,8988,null,null,2121,null,null,4048,null,null,4273,null,null,5322,null,null,55
576027,635,140464,1648,4965,1195,1995,722,133504,2094,350428,1866,21567,2341,17594,2391,311267,3397,85135,879,16710,1638,15557,1535,52868,1960,635,null,null,1648,null,null,1195,null,null,722,null,null,2094,null,null,1866,null,null,2341,null,null,2391,null,null,3397,null,null,879,null,null,1638,null,null,1535,null,null,1960,null,null,56
3384148,818,695620,241,46167,3535,12715,1938,636738,3946,2049055,1153,182505,6900,172190,7804,1694360,11084,639473,502,98028,4265,209830,5329,331615,5384,818,null,null,241,null,null,3535,null,null,1938,null,null,3946,null,null,1153,null,null,6900,null,null,7804,null,null,11084,null,null,502,null,null,4265,null,null,5329,null,null,5384,null,null,72
4782529,1623,1098052,3399,41954,3416,13688,1981,1042410,5273,2921503,5000,217011,8167,204124,7498,2500368,11148,762974,2994,134183,4906,176172,5750,452619,7290,1623,null,null,3399,null,null,3416,null,null,1981,null,null,5273,null,null,5000,null,null,8167,null,null,7498,null,null,11148,null,null,2994,null,null,4906,null,null,5750,null,null,7290,null,null,01
718419,1649,186839,591,5890,1078,1445,705,179504,1511,457184,2276,30068,2746,20262,2478,406854,4361,74396,1042,14447,1804,15040,1377,44909,2172,1649,null,null,591,null,null,1078,null,null,705,null,null,1511,null,null,2276,null,null,2746,null,null,2478,null,null,4361,null,null,1042,null,null,1804,null,null,1377,null,null,2172,null,null,02
6824645,1497,1629040,1260,48993,4476,18485,2112,1561562,4678,4036165,2131,237895,8865,194192,8561,3604078,12888,1159440,1437,196491,5808,200863,6576,762086,7682,1497,null,null,1260,null,null,4476,null,null,2112,null,null,4678,null,null,2131,null,null,8865,null,null,8561,null,null,12888,null,null,1437,null,null,5808,null,null,6576,null,null,7682,null,null,04
2934272,895,705155,2282,27752,2869,10473,1647,666930,4065,1757516,2866,145124,6574,124601,5752,1487791,8432,471601,2625,83210,3863,107103,4317,281288,5646,895,null,null,2282,null,null,2869,null,null,1647,null,null,4065,null,null,2866,null,null,6574,null,null,5752,null,null,8432,null,null,2625,null,null,3863,null,null,4317,null,null,5646,null,null,05
38763815,5125,9079778,2749,215027,8779,100759,5694,8763992,10832,24431848,6473,1095145,14833,928569,19113,22408134,25553,5252189,3570,776317,13322,1091101,14332,3384771,19299,5125,null,null,2749,null,null,8779,null,null,5694,null,null,10832,null,null,6473,null,null,14833,null,null,19113,null,null,25553,null,null,3570,null,null,13322,null,null,14332,null,null,19299,null,null,06
5447760,2796,1258167,1463,31421,3220,8710,1552,1218036,3945,3461702,3912,178782,6449,129560,6192,3153360,8880,727891,2268,116984,4352,110710,4247,500197,5815,2796,null,null,1463,null,null,3220,null,null,1552,null,null,3945,null,null,3912,null,null,6449,null,null,6192,null,null,8880,null,null,2268,null,null,4352,null,null,4247,null,null,5815,null,null,08
3525154,1010,751459,629,20792,2640,6575,1428,724092,2887,2217434,1911,113125,5149,78562,4987,2025747,7724,556261,1411,80909,3610,95173,3846,380179,4343,1010,null,null,629,null,null,2640,null,null,1428,null,null,2887,null,null,1911,null,null,5149,null,null,4987,null,null,7724,null,null,1411,null,null,3610,null,null,3846,null,null,4343,null,null,09
937935,681,203704,278,6232,1253,2424,935,195048,1634,571596,1025,31338,2805,25208,2471,515050,3758,162635,743,24467,2217,26089,2038,112079,2713,681,null,null,278,null,null,1253,null,null,935,null,null,1634,null,null,1025,null,null,2805,null,null,2471,null,null,3758,null,null,743,null,null,2217,null,null,2038,null,null,2713,null,null,10
670985,594,120313,582,3399,1038,1335,731,115579,1445,473878,990,27364,2568,17557,2038,428957,3289,76794,686,9930,1312,16198,1710,50666,1789,594,null,null,582,null,null,1038,null,null,731,null,null,1445,null,null,990,null,null,2568,null,null,2038,null,null,3289,null,null,686,null,null,1312,null,null,1710,null,null,1789,null,null,11
