B25118_001E,B25118_001M,B25118_002E,B25118_002M,B25118_003E,B25118_003M,B25118_004E,B25118_004M,B25118_005E,B25118_005M,B25118_006E,B25118_006M,B25118_007E,B25118_007M,B25118_008E,B25118_008M,B25118_009E,B25118_009M,B25118_010E,B25118_010M,B25118_011E,B25118_011M,B25118_012E,B25118_012M,B25118_013E,B25118_013M,B25118_014E,B25118_014M,B25118_015E,B25118_015M,B25118_016E,B25118_016M,B25118_017E,B25118_017M,B25118_018E,B25118_018M,B25118_019E,B25118_019M,B25118_020E,B25118_020M,B25118_021E,B25118_021M,B25118_022E,B25118_022M,B25118_023E,B25118_023M,B25118_024E,B25118_024M,B25118_025E,B25118_025M,B25118_001M,B25118_001EA,B25118_001MA,B25118_002M,B25118_002EA,B25118_002MA,B25118_003M,B25118_003EA,B25118_003MA,B25118_004M,B25118_004EA,B25118_004MA,B25118_005M,B25118_005EA,B25118_005MA,B25118_006M,B25118_006EA,B25118_006MA,B25118_007M,B25118_007EA,B25118_007MA,B25118_008M,B25118_008EA,B25118_008MA,B25118_009M,B25118_009EA,B25118_009MA,B25118_010M,B25118_010EA,B25118_010MA,B25118_011M,B25118_011EA,B25118_011MA,B25118_012M,B25118_012EA,B25118_012MA,B25118_013M,B25118_013EA,B25118_013MA,B25118_014M,B25118_014EA,B25118_014MA,B25118_015M,B25118_015EA,B25118_015MA,B25118_016M,B25118_016EA,B25118_016MA,B25118_017M,B25118_017EA,B25118_017MA,B25118_018M,B25118_018EA,B25118_018MA,B25118_019M,B25118_019EA,B25118_019MA,B25118_020M,B25118_020EA,B25118_020MA,B25118_021M,B25118_021EA,B25118_021MA,B25118_022M,B25118_022EA,B25118_022MA,B25118_023M,B25118_023EA,B25118_023MA,B25118_024M,B25118_024EA,B25118_024MA,B25118_025M,B25118_025EA,B25118_025MA,state
531660,5774,382116,6101,5715,1054,8389,1422,13418,1526,15135,1814,16789,1790,34528,2340,49334,2859,78870,3206,57369,2991,63119,3719,39450,2525,149544,5077,6402,1373,12412,1732,16547,2186,14418,1921,11609,2008,22056,2366,21921,2579,23556,2558,10411,1906,7754,1420,2458,717,5774,null,null,6101,null,null,1054,null,null,1422,null,null,1526,null,null,1814,null,null,1790,null,null,2340,null,null,2859,null,null,3206,null,null,2991,null,null,3719,null,null,2525,null,null,5077,null,null,1373,null,null,1732,null,null,2186,null,null,1921,null,null,2008,null,null,2366,null,null,2579,null,null,2558,null,null,1906,null,null,1420,null,null,717,null,null,23
2194657,9484,1445953,10330,19647,2035,16216,1841,22969,2266,31472,2476,33542,2539,72861,3919,116671,4714,217919,6270,203861,5477,315904,8600,394891,7702,748704,12039,36518,2958,41970,3446,40066,3303,37628,3435,40052,3389,73886,5200,106078,6083,141932,6248,92533,5254,92670,4256,45371,3196,9484,null,null,10330,null,null,2035,null,null,1841,null,null,2266,null,null,2476,null,null,2539,null,null,3919,null,null,4714,null,null,6270,null,null,5477,null,null,8600,null,null,7702,null,null,12039,null,null,2958,null,null,3446,null,null,3303,null,null,3435,null,null,3389,null,null,5200,null,null,6083,null,null,6248,null,null,5254,null,null,4256,null,null,3196,null,null,24
2579398,8290,1598930,10736,19553,2026,15226,1769,24003,2144,32378,2409,38483,2724,84852,4005,134802,5317,230636,7241,219143,6324,350970,8809,448884,8936,980468,11621,50928,3715,64617,4027,87490,4575,67072,4375,57614,4151,99257,5762,128469,6157,149968,6389,102429,5717,106332,5405,66292,4246,8290,null,null,10736,null,null,2026,null,null,1769,null,null,2144,null,null,2409,null,null,2724,null,null,4005,null,null,5317,null,null,7241,null,null,6324,null,null,8809,null,null,8936,null,null,11621,null,null,3715,null,null,4027,null,null,4575,null,null,4375,null,null,4151,null,null,5762,null,null,6157,null,null,6389,null,null,5717,null,null,5405,null,null,4246,null,null,25
3884153,13696,2731283,14647,57021,3407,52582,3114,80352,3409,101115,3799,113743,4368,246181,6602,368536,7509,541128,9437,390860,7701,447673,8492,332092,6550,1152870,14709,78018,4017,95081,4767,112041,6207,102927,4247,96312,4928,158086,5847,176891,6530,176502,6636,79129,4206,56390,3484,21493,2149,13696,null,null,14647,null,null,3407,null,null,3114,null,null,3409,null,null,3799,null,null,4368,null,null,6602,null,null,7509,null,null,9437,null,null,7701,null,null,8492,null,null,6550,null,null,14709,null,null,4017,null,null,4767,null,null,6207,null,null,4247,null,null,4928,null,null,5847,null,null,6530,null,null,6636,null,null,4206,null,null,3484,null,null,2149,null,null,26
2148725,7378,1532031,9426,19860,1718,15706,1483,32796,1906,39649,2526,47545,2377,98495,3854,168770,5366,286043,6710,243123,6312,313678,6946,266366,5773,616694,8476,27945,2374,35837,2506,55729,3236,46095,3137,47678,3756,79092,4152,102727,4584,106773,4652,55540,3494,40836,3213,18442,2026,7378,null,null,9426,null,null,1718,null,null,1483,null,null,1906,null,null,2526,null,null,2377,null,null,3854,null,null,5366,null,null,6710,null,null,6312,null,null,6946,null,null,5773,null,null,8476,null,null,2374,null,null,2506,null,null,3236,null,null,3137,null,null,3756,null,null,4152,null,null,4584,null,null,4652,null,null,3494,null,null,3213,null,null,2026,null,null,27
1091245,8803,734114,9343,23405,2774,24245,2256,45764,3562,38894,3052,41444,2951,78862,4471,100827,5221,134365,5412,96486,4732,92452,5171,57370,3316,357131,8635,27069,2492,38405,3067,41372,3647,32312,3246,28716,3441,43445,3877,54231,4461,50698,3848,21178,2879,13724,2097,5981,1526,8803,null,null,9343,null,null,2774,null,null,2256,null,null,3562,null,null,3052,null,null,2951,null,null,4471,null,null,5221,null,null,5412,null,null,4732,null,null,5171,null,null,3316,null,null,8635,null,null,2492,null,null,3067,null,null,3647,null,null,3246,null,null,3441,null,null,3877,null,null,4461,null,null,3848,null,null,2879,null,null,2097,null,null,1526,null,null,28
2372190,10844,1567597,13680,26821,2380,26705,2526,49288,2978,56741,3746,64928,3419,140503,5234,217969,7525,313630,7631,235856,6534,254531,6759,180625,5792,804593,10768,49174,4504,57915,3969,73361,3971,67048,3777,63342,4721,116150,5671,130134,6092,134942,5718,60581,4237,36203,3208,15743,2091,10844,null,null,13680,null,null,2380,null,null,2526,null,null,2978,null,null,3746,null,null,3419,null,null,5234,null,null,7525,null,null,7631,null,null,6534,null,null,6759,null,null,5792,null,null,10768,null,null,4504,null,null,3969,null,null,3971,null,null,3777,null,null,4721,null,null,5671,null,null,6092,null,null,5718,null,null,4237,null,null,3208,null,null,2091,null,null,29
416125,4426,282995,5662,5028,943,6469,1245,10007,1210,11640,1446,11842,1437,27352,2008,41174,2578,57939,3469,40385,2430,42764,2981,28395,1998,133130,5202,6433,1158,8804,1284,14779,1937,10690,1854,10351,1580,19665,2249,23715,2799,19543,2438,10517,1868,5761,1146,2872,849,4426,null,null,5662,null,null,943,null,null,1245,null,null,1210,null,null,1446,null,null,1437,null,null,2008,null,null,2578,null,null,3469,null,null,2430,null,null,2981,null,null,1998,null,null,5202,null,null,1158,null,null,1284,null,null,1937,null,null,1854,null,null,1580,null,null,2249,null,null,2799,null,null,2438,null,null,1868,null,null,1146,null,null,849,null,null,30
747562,4452,488339,5373,7357,1154,5316,861,12169,1485,12109,1299,16993,1720,38197,2389,62128,2913,97086,3747,77550,3702,94809,3877,64625,3151,259223,5539,16251,1770,16870,2078,21097,2073,18975,1977,20609,2193,40252,3671,43620,2962,44037,3556,21478,2445,11541,1526,4493,897,4452,null,null,5373,null,null,1154,null,null,861,null,null,1485,null,null,1299,null,null,1720,null,null,2389,null,null,2913,null,null,3747,null,null,3702,null,null,3877,null,null,3151,null,null,5539,null,null,1770,null,null,2078,null,null,2073,null,null,1977,null,null,2193,null,null,3671,null,null,2962,null,null,3556,null,null,2445,null,null,1526,null,null,897,null,null,31
1055158,6433,578762,7662,14011,1867,7055,1115,13722,1419,18351,2065,18729,1881,46248,3059,70886,3311,119604,4849,88885,3553,105766,4637,75505,3459,476396,8145,26173,2891,21268,2462,28998,2825,34792,3104,34459,2994,67660,4300,78332,4625,85247,4799,46357,3466,36983,2925,16127,2003,6433,null,null,7662,null,null,1867,null,null,1115,null,null,1419,null,null,2065,null,null,1881,null,null,3059,null,null,3311,null,null,4849,null,null,3553,null,null,4637,null,null,3459,null,null,8145,null,null,2891,null,null,2462,null,null,2825,null,null,3104,null,null,2994,null,null,4300,null,null,4625,null,null,4799,null,null,3466,null,null,2925,null,null,2003,null,null,32
520643,5191,365021,5402,3552,1018,3502,982,5452,1044,8878,1334,9237,1491,22327,1704,35040,2780,66432,3768,58332,3299,76942,3805,75327,3949,155622,5342,6090,1539,7746,1482,10481,1772,9312,1862,8830,1657,22048,2465,24827,2739,31096,2990,17005,2241,13188,2053,4999,1127,5191,null,null,5402,null,null,1018,null,null,982,null,null,1044,null,null,1334,null,null,1491,null,null,1704,null,null,2780,null,null,3768,null,null,3299,null,null,3805,null,null,3949,null,null,5342,null,null,1539,null,null,1482,null,null,1772,null,null,1862,null,null,1657,null,null,2465,null,null,2739,null,null,2990,null,null,2241,null,null,2053,null,null,1127,null,null,33
3194519,10274,2019927,14176,29260,2427,18963,1961,41648,3450,42362,2909,55789,3200,102050,4499,164223,5613,280624,7754,262900,7251,425871,9056,596237,8905,1174592,13481,56091,3905,65715,3914,77214,4765,80973,4945,66100,4187,132593,6655,158619,7504,204198,7151,127227,6230,123037,6104,82825,5490,10274,null,null,14176,null,null,2427,null,null,1961,null,null,3450,null,null,2909,null,null,3200,null,null,4499,null,null,5613,null,null,7754,null,null,7251,null,null,9056,null,null,8905,null,null,13481,null,null,3905,null,null,3914,null,null,4765,null,null,4945,null,null,4187,null,null,6655,null,null,7504,null,null,7151,null,null,6230,null,null,6104,null,null,5490,null,null,34
758364,6296,511099,7819,14275,1747,15138,2021,26191,2271,25321,2290,27350,2651,44895,3390,73457,3584,95788,3738,68042,3579,71060,4107,49582,3329,247265,6812,18733,2330,18837,2244,22739,2102,24704,3399,20704,2533,33622,2830,33795,3217,36660,2971,19444,2421,13955,2013,4072,967,6296,null,null,7819,null,null,1747,null,null,2021,null,null,2271,null,null,2290,null,null,2651,null,null,3390,null,null,3584,null,null,3738,null,null,3579,null,null,4107,null,null,3329,null,null,6812,null,null,2330,null,null,2244,null,null,2102,null,null,3399,null,null,2533,null,null,2830,null,null,3217,null,null,2971,null,null,2421,null,null,2013,null,null,967,null,null,35
7209054,17665,3841170,19390,65260,3952,49905,3035,86055,4172,99104,3778,122927,5124,245849,6517,371183,8778,617678,10976,533737,10100,762204,12233,887268,11550,3367884,19924,194202,7279,234396,8142,265974,8299,223579,6467,204124,6525,367817,10281,432032,11054,517078,13013,331040,10641,316691,10472,280951,8149,17665,null,null,19390,null,null,3952,null,null,3035,null,null,4172,null,null,3778,null,null,5124,null,null,6517,null,null,8778,null,null,10976,null,null,10100,null,null,12233,null,null,11550,null,null,19924,null,null,7279,null,null,8142,null,null,8299,null,null,6467,null,null,6525,null,null,10281,null,null,11054,null,null,13013,null,null,10641,null,null,10472,null,null,8149,null,null,36
3882423,16063,2493388,15093,57240,4041,44878,3088,99141,4351,97910,4269,106653,4770,224464,7300,336892,8485,485238,9070,361754,8665,377971,8448,301247,7349,1389035,15637,85295,4899,95078,4423,128947,6572,111915,5900,106006,6354,197666,6980,223182,7475,228489,7972,106268,6545,71244,4240,34945,3045,16063,null,null,15093,null,null,4041,null,null,3088,null,null,4351,null,null,4269,null,null,4770,null,null,7300,null,null,8485,null,null,9070,null,null,8665,null,null,8448,null,null,7349,null,null,15637,null,null,4899,null,null,4423,null,null,6572,null,null,5900,null,null,6354,null,null,6980,null,null,7475,null,null,7972,null,null,6545,null,null,4240,null,null,3045,null,null,37
315134,3356,199208,3641,3134,713,2371,611,5154,871,5126,764,6092,891,14141,1506,20989,1903,38388,2422,32875,2207,44244,2772,26694,1810,115926,4095,6324,1357,7404,1755,7888,1440,9154,1850,7995,1596,14239,2113,18945,2652,22773,2442,9961,1415,7480,1560,3763,990,3356,null,null,3641,null,null,713,null,null,611,null,null,871,null,null,764,null,null,891,null,null,1506,null,null,1903,null,null,2422,null,null,2207,null,null,2772,null,null,1810,null,null,4095,null,null,1357,null,null,1755,null,null,1440,null,null,1850,null,null,1596,null,null,2113,null,null,2652,null,null,2442,null,null,1415,null,null,1560,null,null,990,null,null,38
4624669,14929,3022809,18037,54273,3635,49120,3441,89088,3649,104118,5047,119457,5203,249752,7303,400556,10099,614278,9742,457604,10812,519411,9842,365152,7553,1601860,14736,111520,5433,133403,6043,150089,6406,138297,5975,128107,5730,218809,6941,246208,8976,259871,8611,112352,5391,74281,5067,28923,3106,14929,null,null,18037,null,null,3635,null,null,3441,null,null,3649,null,null,5047,null,null,5203,null,null,7303,null,null,10099,null,null,9742,null,null,10812,null,null,9842,null,null,7553,null,null,14736,null,null,5433,null,null,6043,null,null,6406,null,null,5975,null,null,5730,null,null,6941,null,null,8976,null,null,8611,null,null,5391,null,null,5067,null,null,3106,null,null,39
1469342,7193,953552,7733,21223,1751,20469,1765,37247,2332,40412,2092,41685,2336,88007,3320,127891,4057,189803,4780,137434,4665,149043,4419,100338,3614,515790,7857,34306,2627,39207,2771,45842,2865,44763,3134,40885,2973,76946,3048,84102,3387,83125,4157,36048,2601,22675,2035,7891,1181,7193,null,null,7733,null,null,1751,null,null,1765,null,null,2332,null,null,2092,null,null,2336,null,null,3320,null,null,4057,null,null,4780,null,null,4665,null,null,4419,null,null,3614,null,null,7857,null,null,2627,null,null,2771,null,null,2865,null,null,3134,null,null,2973,null,null,3048,null,null,3387,null,null,4157,null,null,2601,null,null,2035,null,null,1181,null,null,40
1571678,6691,969579,10315,13943,1926,12996,1657,25562,2536,29393,2517,36726,3040,76366,4270,112955,4715,186231,5695,144126,5517,182872,6721,148409,4290,602099,10324,28444,2731,37452,3353,45412,3127,42229,3902,46025,3321,81519,4977,95983,5397,108354,5258,56622,4016,40384,3409,19675,1965,6691,null,null,10315,null,null,1926,null,null,1657,null,null,2536,null,null,2517,null,null,3040,null,null,4270,null,null,4715,null,null,5695,null,null,5517,null,null,6721,null,null,4290,null,null,10324,null,null,2731,null,null,3353,null,null,3127,null,null,3902,null,null,3321,null,null,4977,null,null,5397,null,null,5258,null,null,4016,null,null,3409,null,null,1965,null,null,41
4937771,13721,3382514,17950,62988,3593,49036,3279,99855,4035,116981,5306,137184,4559,274249,5996,405217,7804,642348,11124,494495,10673,606688,9946,493473,8187,1555257,14774,96453,5340,108554,5361,132992,5411,129885,5266,116803,5575,202164,6927,241483,8410,262790,6790,124929,6138,95492,5594,43712,3134,13721,null,null,17950,null,null,3593,null,null,3279,null,null,4035,null,null,5306,null,null,4559,null,null,5996,null,null,7804,null,null,11124,null,null,10673,null,null,9946,null,null,8187,null,null,14774,null,null,5340,null,null,5361,null,null,5411,null,null,5266,null,null,5575,null,null,6927,null,null,8410,null,null,6790,null,null,6138,null,null,5594,null,null,3134,null,null,42
408239,4139,236882,4213,2547,716,2393,841,6300,1162,5358,967,6835,1135,15530,1756,24878,2448,39969,3338,35632,2861,54341,3708,43099,2435,171357,5796,11009,1767,13664,1987,17759,2297,11376,1697,12924,2300,20741,2293,25316,2776,26648,2332,14462,1956,12511,2143,4947,1122,4139,null,null,4213,null,null,716,null,null,841,null,null,1162,null,null,967,null,null,1135,null,null,1756,null,null,2448,null,null,3338,null,null,2861,null,null,3708,null,null,2435,null,null,5796,null,null,1767,null,null,1987,null,null,2297,null,null,1697,null,null,2300,null,null,2293,null,null,2776,null,null,2332,null,null,1956,null,null,2143,null,null,1122,null,null,44
1877887,10574,1288871,12866,34660,2812,28754,2683,51789,3142,54206,3721,60220,3649,124859,4380,179233,6609,250693,7435,180946,5827,191330,7152,132181,4621,589016,11203,45661,4405,45399,3354,54603,4366,43525,3264,45877,3680,83474,4819,94658,5127,92784,5943,41595,3473,27873,2734,13567,2247,10574,null,null,12866,null,null,2812,null,null,2683,null,null,3142,null,null,3721,null,null,3649,null,null,4380,null,null,6609,null,null,7435,null,null,5827,null,null,7152,null,null,4621,null,null,11203,null,null,4405,null,null,3354,null,null,4366,null,null,3264,null,null,3680,null,null,4819,null,null,5127,null,null,5943,null,null,3473,null,null,2734,null,null,2247,null,null,45
334003,3659,224459,3798,3964,1067,3042,538,5163,898,6028,1105,7712,1030,18659,1671,29261,2127,48361,2229,41222,2154,37895,2085,23152,1983,109544,3813,6000,1156,9025,1573,10177,1492,9441,1346,8175,1420,16586,1691,19530,2132,18614,2033,6875,1299,3035,755,2086,867,3659,null,null,3798,null,null,1067,null,null,538,null,null,898,null,null,1105,null,null,1030,null,null,1671,null,null,2127,null,null,2229,null,null,2154,null,null,2085,null,null,1983,null,null,3813,null,null,1156,null,null,1573,null,null,1492,null,null,1346,null,null,1420,null,null,1691,null,null,2132,null,null,2033,null,null,1299,null,null,755,null,null,867,null,null,46
2556332,11690,1664018,15061,35135,2858,35316,2954,59652,3481,70070,3469,81761,4777,164096,6393,230721,7721,329241,9113,235398,6639,241449,6865,181179,5400,892314,14411,61706,4889,69263,4918,77193,4612,75927,5307,76085,5241,120919,5181,149447,8650,140952,5635,62839,4715,38330,3560,19653,2744,11690,null,null,15061,null,null,2858,null,null,2954,null,null,3481,null,null,3469,null,null,4777,null,null,6393,null,null,7721,null,null,9113,null,null,6639,null,null,6865,null,null,5400,null,null,14411,null,null,4889,null,null,4918,null,null,4612,null,null,5307,null,null,5241,null,null,5181,null,null,8650,null,null,5635,null,null,4715,null,null,3560,null,null,2744,null,null,47
9535612,20125,5825471,27395,113885,5486,107742,5299,183327,7150,179168,6424,224581,6805,457112,13088,669569,13154,1043592,16396,797602,13454,1044772,14807,1004121,15015,3710141,23471,191876,7925,207408,8090,258551,10805,263769,11017,269076,9716,493620,13320,594041,14029,674680,14430,337984,10713,279710,9919,139426,6646,20125,null,null,27395,null,null,5486,null,null,5299,null,null,7150,null,null,6424,null,null,6805,null,null,13088,null,null,13154,null,null,16396,null,null,13454,null,null,14807,null,null,15015,null,null,23471,null,null,7925,null,null,8090,null,null,10805,null,null,11017,null,null,9716,null,null,13320,null,null,14029,null,null,14430,null,null,10713,null,null,9919,null,null,6646,null,null,48
943147,4975,659266,7711,8111,1312,7420,1393,11902,1502,13176,1757,15300,1911,40938,2630,72911,3605,141752,5503,113384,5004,137128,4691,97244,4132,283881,7719,11712,1547,12816,1579,18832,2275,18138,2376,21527,2613,36269,3104,49823,3886,58138,4238,27521,2463,20822,2923,8283,1564,4975,null,null,7711,null,null,1312,null,null,1393,null,null,1502,null,null,1757,null,null,1911,null,null,2630,null,null,3605,null,null,5503,null,null,5004,null,null,4691,null,null,4132,null,null,7719,null,null,1547,null,null,1579,null,null,2275,null,null,2376,null,null,2613,null,null,3104,null,null,3886,null,null,4238,null,null,2463,null,null,2923,null,null,1564,null,null,49
254851,2815,177772,3783,2701,656,2260,517,6490,986,5132,769,7211,1169,14372,1391,21306,1843,35325,2074,27738,1991,31991,2101,23246,1824,77079,3456,3639,999,5419,1276,9013,1319,6570,1265,5493,1430,11115,1703,10089,1648,12020,1363,7120,998,4842,1121,1759,557,2815,null,null,3783,null,null,656,null,null,517,null,null,986,null,null,769,null,null,1169,null,null,1391,null,null,1843,null,null,2074,null,null,1991,null,null,2101,null,null,1824,null,null,3456,null,null,999,null,null,1276,null,null,1319,null,null,1265,null,null,1430,null,null,1703,null,null,1648,null,null,1363,null,null,998,null,null,1121,null,null,557,null,null,50
