B27022_001E,B27022_001M,B27022_002E,B27022_002M,B27022_003E,B27022_003M,B27022_004E,B27022_004M,B27022_005E,B27022_005M,B27022_006E,B27022_006M,B27022_007E,B27022_007M,B27022_008E,B27022_008M,B27022_009E,B27022_009M,B27022_010E,B27022_010M,B27022_011E,B27022_011M,B27022_012E,B27022_012M,B27022_013E,B27022_013M,B27022_014E,B27022_014M,B27022_015E,B27022_015M,B27022_001M,B27022_001EA,B27022_001MA,B27022_002M,B27022_002EA,B27022_002MA,B27022_003M,B27022_003EA,B27022_003MA,B27022_004M,B27022_004EA,B27022_004MA,B27022_005M,B27022_005EA,B27022_005MA,B27022_006M,B27022_006EA,B27022_006MA,B27022_007M,B27022_007EA,B27022_007MA,B27022_008M,B27022_008EA,B27022_008MA,B27022_009M,B27022_009EA,B27022_009MA,B27022_010M,B27022_010EA,B27022_010MA,B27022_011M,B27022_011EA,B27022_011MA,B27022_012M,B27022_012EA,B27022_012MA,B27022_013M,B27022_013EA,B27022_013MA,B27022_014M,B27022_014EA,B27022_014MA,B27022_015M,B27022_015EA,B27022_015MA,state
1757724,15182,886809,11681,357417,9754,304039,9799,53378,4970,529392,13145,370875,11145,158517,7720,870915,9975,408574,9320,347653,9729,60921,5709,462341,9928,355382,9834,106959,6391,15182,null,null,11681,null,null,9754,null,null,9799,null,null,4970,null,null,13145,null,null,11145,null,null,7720,null,null,9975,null,null,9320,null,null,9729,null,null,5709,null,null,9928,null,null,9834,null,null,6391,null,null,12
967491,10380,481785,7636,184180,7003,158606,6025,25574,3727,297605,8493,202011,6922,95594,6691,485706,7391,208851,7430,178340,7175,30511,3638,276855,8425,205798,7741,71057,5505,10380,null,null,7636,null,null,7003,null,null,6025,null,null,3727,null,null,8493,null,null,6922,null,null,6691,null,null,7391,null,null,7430,null,null,7175,null,null,3638,null,null,8425,null,null,7741,null,null,5505,null,null,13
119385,3304,60343,2478,20642,2265,19760,2194,882,471,39701,2945,35643,2698,4058,1363,59042,2290,24033,1821,22721,1796,1312,500,35009,2403,33788,2356,1221,549,3304,null,null,2478,null,null,2265,null,null,2194,null,null,471,null,null,2945,null,null,2698,null,null,1363,null,null,2290,null,null,1821,null,null,1796,null,null,500,null,null,2403,null,null,2356,null,null,549,null,null,15
152368,4811,78281,3123,28852,2818,25075,2350,3777,1662,49429,3800,38295,3436,11134,2177,74087,2990,33320,2454,29658,2479,3662,1020,40767,3281,34271,2974,6496,1717,4811,null,null,3123,null,null,2818,null,null,2350,null,null,1662,null,null,3800,null,null,3436,null,null,2177,null,null,2990,null,null,2454,null,null,2479,null,null,1020,null,null,3281,null,null,2974,null,null,1717,null,null,16
1189739,9267,591891,6299,243339,7359,225850,6861,17489,2482,348552,8502,292542,8511,56010,4911,597848,6282,277887,6621,259109,6406,18778,2596,319961,8078,287908,7401,32053,3246,9267,null,null,6299,null,null,7359,null,null,6861,null,null,2482,null,null,8502,null,null,8511,null,null,4911,null,null,6282,null,null,6621,null,null,6406,null,null,2596,null,null,8078,null,null,7401,null,null,3246,null,null,17
651548,7326,329354,5348,130776,6269,120959,5784,9817,1797,198578,7161,162620,6815,35958,3849,322194,5492,137373,5653,130674,5767,6699,1453,184821,6081,158302,5595,26519,3305,7326,null,null,5348,null,null,6269,null,null,5784,null,null,1797,null,null,7161,null,null,6815,null,null,3849,null,null,5492,null,null,5653,null,null,5767,null,null,1453,null,null,6081,null,null,5595,null,null,3305,null,null,18
305978,4774,155221,3449,63785,3564,60867,3422,2918,838,91436,3786,81055,3941,10381,1883,150757,3312,72206,3468,69940,3462,2266,683,78551,3177,72310,2851,6241,1392,4774,null,null,3449,null,null,3564,null,null,3422,null,null,838,null,null,3786,null,null,3941,null,null,1883,null,null,3312,null,null,3468,null,null,3462,null,null,683,null,null,3177,null,null,2851,null,null,1392,null,null,19
286744,4757,148541,3420,62949,4048,56282,3686,6667,1478,85592,3690,66727,3398,18865,2662,138203,3376,59756,3296,53905,3139,5851,1270,78447,3884,64670,3474,13777,1803,4757,null,null,3420,null,null,4048,null,null,3686,null,null,1478,null,null,3690,null,null,3398,null,null,2662,null,null,3376,null,null,3296,null,null,3139,null,null,1270,null,null,3884,null,null,3474,null,null,1803,null,null,20
407088,5563,208332,4342,69915,4096,66018,3982,3897,1496,138417,4491,119228,4753,19189,2255,198756,4001,85514,3994,80368,3530,5146,1490,113242,4876,105716,4636,7526,1599,5563,null,null,4342,null,null,4096,null,null,3982,null,null,1496,null,null,4491,null,null,4753,null,null,2255,null,null,4001,null,null,3994,null,null,3530,null,null,1490,null,null,4876,null,null,4636,null,null,1599,null,null,21
436130,7915,211103,4910,67106,3983,58470,3435,8636,2084,143997,5463,105569,5679,38428,4406,225027,5646,98271,5232,88343,4944,9928,1858,126756,5552,104493,5183,22263,3137,7915,null,null,4910,null,null,3983,null,null,3435,null,null,2084,null,null,5463,null,null,5679,null,null,4406,null,null,5646,null,null,5232,null,null,4944,null,null,1858,null,null,5552,null,null,5183,null,null,3137,null,null,22
