B05004_001E,B05004_001M,B05004_002E,B05004_002M,B05004_003E,B05004_003M,B05004_004E,B05004_004M,B05004_005E,B05004_005M,B05004_006E,B05004_006M,B05004_007E,B05004_007M,B05004_008E,B05004_008M,B05004_009E,B05004_009M,B05004_010E,B05004_010M,B05004_011E,B05004_011M,B05004_012E,B05004_012M,B05004_013E,B05004_013M,B05004_014E,B05004_014M,B05004_015E,B05004_015M,B05004_001M,B05004_001EA,B05004_001MA,B05004_002M,B05004_002EA,B05004_002MA,B05004_003M,B05004_003EA,B05004_003MA,B05004_004M,B05004_004EA,B05004_004MA,B05004_005M,B05004_005EA,B05004_005MA,B05004_006M,B05004_006EA,B05004_006MA,B05004_007M,B05004_007EA,B05004_007MA,B05004_008M,B05004_008EA,B05004_008MA,B05004_009M,B05004_009EA,B05004_009MA,B05004_010M,B05004_010EA,B05004_010MA,B05004_011M,B05004_011EA,B05004_011MA,B05004_012M,B05004_012EA,B05004_012MA,B05004_013M,B05004_013EA,B05004_013MA,B05004_014M,B05004_014EA,B05004_014MA,B05004_015M,B05004_015EA,B05004_015MA,state
42.1,0.1,40.4,0.1,43.7,0.1,39.1,0.2,37.6,0.2,40.7,0.2,48.0,0.3,46.5,0.3,49.2,0.3,53.8,0.3,52.9,0.3,54.6,0.4,40.6,0.3,39.8,0.4,41.7,0.6,0.1,null,null,0.1,null,null,0.1,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.3,null,null,0.3,null,null,0.3,null,null,0.3,null,null,0.3,null,null,0.4,null,null,0.3,null,null,0.4,null,null,0.6,null,null,12
36.5,0.2,35.2,0.1,37.8,0.1,35.5,0.1,33.9,0.2,36.9,0.2,40.9,0.4,40.4,0.5,41.4,0.6,47.6,0.5,47.6,0.6,47.7,0.7,37.2,0.4,36.7,0.5,37.6,0.5,0.2,null,null,0.1,null,null,0.1,null,null,0.1,null,null,0.2,null,null,0.2,null,null,0.4,null,null,0.5,null,null,0.6,null,null,0.5,null,null,0.6,null,null,0.7,null,null,0.4,null,null,0.5,null,null,0.5,null,null,13
38.9,0.3,37.2,0.3,40.5,0.4,35.3,0.3,34.6,0.3,36.2,0.5,49.6,0.9,48.3,1.0,50.2,0.7,54.8,1.1,52.5,1.5,56.2,1.1,42.2,1.2,42.3,2.2,42.1,1.2,0.3,null,null,0.3,null,null,0.4,null,null,0.3,null,null,0.3,null,null,0.5,null,null,0.9,null,null,1.0,null,null,0.7,null,null,1.1,null,null,1.5,null,null,1.1,null,null,1.2,null,null,2.2,null,null,1.2,null,null,15
36.1,0.1,35.2,0.3,36.8,0.3,35.6,0.2,34.8,0.2,36.4,0.2,40.5,0.9,40.1,1.2,40.9,1.5,46.4,2.5,45.2,3.4,47.5,3.8,37.7,1.0,37.6,1.7,37.9,1.8,0.1,null,null,0.3,null,null,0.3,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.9,null,null,1.2,null,null,1.5,null,null,2.5,null,null,3.4,null,null,3.8,null,null,1.0,null,null,1.7,null,null,1.8,null,null,16
37.9,0.1,36.7,0.2,39.2,0.2,35.8,0.2,34.4,0.2,37.3,0.1,44.7,0.3,44.0,0.4,45.3,0.4,51.3,0.5,51.2,0.5,51.4,0.7,38.7,0.4,38.2,0.4,39.4,0.5,0.1,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.1,null,null,0.3,null,null,0.4,null,null,0.4,null,null,0.5,null,null,0.5,null,null,0.7,null,null,0.4,null,null,0.4,null,null,0.5,null,null,17
37.6,0.1,36.2,0.2,39.0,0.2,37.5,0.2,36.1,0.3,38.9,0.2,38.3,0.5,36.9,0.9,39.5,0.8,47.8,1.2,48.0,1.1,47.5,2.5,34.1,0.6,33.3,1.0,35.4,1.0,0.1,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.3,null,null,0.2,null,null,0.5,null,null,0.9,null,null,0.8,null,null,1.2,null,null,1.1,null,null,2.5,null,null,0.6,null,null,1.0,null,null,1.0,null,null,18
38.0,0.2,36.8,0.2,39.4,0.2,38.2,0.2,36.8,0.2,39.7,0.3,36.7,1.2,36.7,1.3,36.5,1.7,44.3,1.3,44.9,1.9,44.0,2.2,32.8,1.2,33.4,1.5,32.1,1.6,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.3,null,null,1.2,null,null,1.3,null,null,1.7,null,null,1.3,null,null,1.9,null,null,2.2,null,null,1.2,null,null,1.5,null,null,1.6,null,null,19
36.5,0.2,35.3,0.2,37.8,0.3,35.9,0.3,34.8,0.2,37.3,0.4,40.2,0.7,39.5,0.9,40.9,0.9,46.6,1.3,46.5,1.6,46.7,1.5,36.6,1.1,36.4,1.5,36.9,1.2,0.2,null,null,0.2,null,null,0.3,null,null,0.3,null,null,0.2,null,null,0.4,null,null,0.7,null,null,0.9,null,null,0.9,null,null,1.3,null,null,1.6,null,null,1.5,null,null,1.1,null,null,1.5,null,null,1.2,null,null,20
38.7,0.2,37.5,0.2,40.0,0.3,38.8,0.2,37.5,0.2,40.1,0.2,37.5,0.8,36.8,1.0,39.1,1.6,45.5,1.5,45.2,2.0,45.8,1.8,33.7,1.1,33.5,1.0,34.1,2.0,0.2,null,null,0.2,null,null,0.3,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.8,null,null,1.0,null,null,1.6,null,null,1.5,null,null,2.0,null,null,1.8,null,null,1.1,null,null,1.0,null,null,2.0,null,null,21
36.5,0.2,35.3,0.2,37.8,0.2,36.4,0.2,35.1,0.2,37.7,0.2,39.1,1.0,38.6,1.3,39.9,1.6,50.8,1.6,49.9,1.7,51.7,1.8,33.7,0.7,33.5,1.2,33.9,1.2,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,1.0,null,null,1.3,null,null,1.6,null,null,1.6,null,null,1.7,null,null,1.8,null,null,0.7,null,null,1.2,null,null,1.2,null,null,22
44.5,0.2,43.1,0.3,45.6,0.2,44.4,0.2,43.0,0.3,45.6,0.2,46.0,2.3,45.6,3.6,46.3,2.6,52.3,2.6,51.6,2.8,54.1,4.0,38.8,2.6,40.4,4.7,37.9,4.8,0.2,null,null,0.3,null,null,0.2,null,null,0.2,null,null,0.3,null,null,0.2,null,null,2.3,null,null,3.6,null,null,2.6,null,null,2.6,null,null,2.8,null,null,4.0,null,null,2.6,null,null,4.7,null,null,4.8,null,null,23
38.5,0.2,37.0,0.2,40.0,0.2,36.9,0.2,35.1,0.2,38.6,0.2,42.8,0.4,41.7,0.5,43.8,0.5,49.5,0.6,49.2,0.7,49.7,0.7,37.0,0.5,36.5,0.4,38.0,0.6,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.4,null,null,0.5,null,null,0.5,null,null,0.6,null,null,0.7,null,null,0.7,null,null,0.5,null,null,0.4,null,null,0.6,null,null,24
39.5,0.1,37.9,0.2,40.9,0.1,37.9,0.2,36.2,0.3,39.7,0.3,43.4,0.4,42.9,0.4,44.0,0.5,50.1,0.5,49.8,0.6,50.4,0.5,35.8,0.5,35.7,0.4,36.0,0.7,0.1,null,null,0.2,null,null,0.1,null,null,0.2,null,null,0.3,null,null,0.3,null,null,0.4,null,null,0.4,null,null,0.5,null,null,0.5,null,null,0.6,null,null,0.5,null,null,0.5,null,null,0.4,null,null,0.7,null,null,25
39.7,0.2,38.2,0.2,41.1,0.1,39.2,0.1,37.8,0.1,40.7,0.1,43.0,0.4,41.8,0.6,44.2,0.6,50.5,0.6,50.1,0.8,50.8,0.8,36.1,0.4,35.3,0.6,37.2,0.7,0.2,null,null,0.2,null,null,0.1,null,null,0.1,null,null,0.1,null,null,0.1,null,null,0.4,null,null,0.6,null,null,0.6,null,null,0.6,null,null,0.8,null,null,0.8,null,null,0.4,null,null,0.6,null,null,0.7,null,null,26
37.9,0.2,36.9,0.2,39.0,0.2,37.9,0.2,36.8,0.2,39.0,0.3,38.2,0.4,38.0,0.6,38.6,0.8,43.7,0.6,43.6,0.8,43.9,0.8,34.3,0.5,34.2,0.7,34.4,0.9,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.3,null,null,0.4,null,null,0.6,null,null,0.8,null,null,0.6,null,null,0.8,null,null,0.8,null,null,0.5,null,null,0.7,null,null,0.9,null,null,27
37.2,0.2,35.8,0.3,38.4,0.3,37.1,0.2,35.6,0.3,38.3,0.3,39.7,1.1,39.4,1.6,40.0,1.4,48.3,3.8,49.5,4.9,47.5,3.2,35.5,2.6,34.1,2.3,37.5,3.3,0.2,null,null,0.3,null,null,0.3,null,null,0.2,null,null,0.3,null,null,0.3,null,null,1.1,null,null,1.6,null,null,1.4,null,null,3.8,null,null,4.9,null,null,3.2,null,null,2.6,null,null,2.3,null,null,3.3,null,null,28
38.4,0.2,37.1,0.2,40.0,0.2,38.3,0.2,36.9,0.2,39.9,0.3,39.7,1.0,38.8,1.0,40.4,1.2,47.5,1.4,46.9,1.2,48.1,2.0,35.2,0.8,35.1,1.6,35.4,0.7,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.3,null,null,1.0,null,null,1.0,null,null,1.2,null,null,1.4,null,null,1.2,null,null,2.0,null,null,0.8,null,null,1.6,null,null,0.7,null,null,29
40.1,0.3,38.9,0.4,41.3,0.4,40.0,0.3,38.9,0.4,41.0,0.4,44.0,3.5,38.6,9.7,45.6,3.7,48.1,5.2,48.4,8.8,47.7,9.3,39.2,7.4,37.3,7.7,43.5,5.9,0.3,null,null,0.4,null,null,0.4,null,null,0.3,null,null,0.4,null,null,0.4,null,null,3.5,null,null,9.7,null,null,3.7,null,null,5.2,null,null,8.8,null,null,9.3,null,null,7.4,null,null,7.7,null,null,5.9,null,null,30
36.3,0.2,35.4,0.2,37.3,0.3,36.3,0.2,35.4,0.2,37.3,0.3,36.5,0.8,35.7,1.0,37.7,1.5,45.4,2.5,46.9,3.1,44.6,3.8,33.2,0.8,32.5,0.8,34.3,0.6,0.2,null,null,0.2,null,null,0.3,null,null,0.2,null,null,0.2,null,null,0.3,null,null,0.8,null,null,1.0,null,null,1.5,null,null,2.5,null,null,3.1,null,null,3.8,null,null,0.8,null,null,0.8,null,null,0.6,null,null,31
37.9,0.2,37.2,0.3,38.5,0.2,34.4,0.2,34.0,0.3,34.8,0.3,45.0,0.3,44.5,0.4,45.5,0.5,50.6,0.7,50.1,1.0,51.1,0.8,40.5,0.5,40.5,0.6,40.4,0.8,0.2,null,null,0.3,null,null,0.2,null,null,0.2,null,null,0.3,null,null,0.3,null,null,0.3,null,null,0.4,null,null,0.5,null,null,0.7,null,null,1.0,null,null,0.8,null,null,0.5,null,null,0.6,null,null,0.8,null,null,32
42.7,0.3,41.4,0.3,44.1,0.3,42.5,0.3,41.0,0.4,44.0,0.3,45.6,1.8,45.7,2.0,45.6,2.7,53.0,1.1,53.3,1.0,52.4,1.8,36.2,1.2,35.4,1.8,36.6,0.9,0.3,null,null,0.3,null,null,0.3,null,null,0.3,null,null,0.4,null,null,0.3,null,null,1.8,null,null,2.0,null,null,2.7,null,null,1.1,null,null,1.0,null,null,1.8,null,null,1.2,null,null,1.8,null,null,0.9,null,null,33
39.5,0.1,38.0,0.2,41.0,0.2,36.4,0.2,34.4,0.2,38.4,0.2,45.1,0.2,44.5,0.4,45.7,0.3,51.7,0.4,51.7,0.5,51.8,0.4,37.5,0.3,37.2,0.4,37.9,0.4,0.1,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.4,null,null,0.3,null,null,0.4,null,null,0.5,null,null,0.4,null,null,0.3,null,null,0.4,null,null,0.4,null,null,34
37.7,0.2,36.2,0.3,39.3,0.4,36.3,0.3,35.1,0.3,37.7,0.4,44.7,0.8,43.2,1.3,45.7,1.0,51.8,1.8,51.3,2.0,52.5,2.4,40.2,1.1,38.2,1.2,41.9,1.6,0.2,null,null,0.3,null,null,0.4,null,null,0.3,null,null,0.3,null,null,0.4,null,null,0.8,null,null,1.3,null,null,1.0,null,null,1.8,null,null,2.0,null,null,2.4,null,null,1.1,null,null,1.2,null,null,1.6,null,null,35
38.4,0.1,36.9,0.1,39.9,0.1,34.4,0.2,33.0,0.2,35.8,0.1,46.3,0.2,45.2,0.2,47.6,0.2,52.9,0.3,52.3,0.4,53.3,0.3,39.1,0.3,38.6,0.3,39.8,0.4,0.1,null,null,0.1,null,null,0.1,null,null,0.2,null,null,0.2,null,null,0.1,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.3,null,null,0.4,null,null,0.3,null,null,0.3,null,null,0.3,null,null,0.4,null,null,36
38.7,0.1,37.3,0.2,40.0,0.2,38.4,0.2,36.7,0.2,40.1,0.2,39.9,0.4,39.9,0.5,39.9,0.5,47.1,0.6,47.5,0.8,46.7,0.8,36.6,0.4,36.6,0.4,36.6,0.5,0.1,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.4,null,null,0.5,null,null,0.5,null,null,0.6,null,null,0.8,null,null,0.8,null,null,0.4,null,null,0.4,null,null,0.5,null,null,37
35.0,0.3,34.1,0.3,36.3,0.4,35.1,0.3,34.1,0.4,36.4,0.4,33.7,2.5,33.6,3.0,33.8,4.5,41.5,4.3,40.4,3.9,44.1,9.8,30.2,1.7,29.5,2.9,30.7,2.4,0.3,null,null,0.3,null,null,0.4,null,null,0.3,null,null,0.4,null,null,0.4,null,null,2.5,null,null,3.0,null,null,4.5,null,null,4.3,null,null,3.9,null,null,9.8,null,null,1.7,null,null,2.9,null,null,2.4,null,null,38
39.3,0.1,37.9,0.1,40.7,0.2,39.2,0.1,37.8,0.2,40.6,0.2,40.8,0.7,39.7,0.8,42.1,1.0,49.1,0.9,48.4,1.1,50.0,1.2,34.2,0.6,33.7,0.8,34.7,0.8,0.1,null,null,0.1,null,null,0.2,null,null,0.1,null,null,0.2,null,null,0.2,null,null,0.7,null,null,0.8,null,null,1.0,null,null,0.9,null,null,1.1,null,null,1.2,null,null,0.6,null,null,0.8,null,null,0.8,null,null,39
