B17003_001E,B17003_001M,B17003_002E,B17003_002M,B17003_003E,B17003_003M,B17003_004E,B17003_004M,B17003_005E,B17003_005M,B17003_006E,B17003_006M,B17003_007E,B17003_007M,B17003_008E,B17003_008M,B17003_009E,B17003_009M,B17003_010E,B17003_010M,B17003_011E,B17003_011M,B17003_012E,B17003_012M,B17003_013E,B17003_013M,B17003_014E,B17003_014M,B17003_015E,B17003_015M,B17003_016E,B17003_016M,B17003_017E,B17003_017M,B17003_018E,B17003_018M,B17003_019E,B17003_019M,B17003_020E,B17003_020M,B17003_021E,B17003_021M,B17003_022E,B17003_022M,B17003_023E,B17003_023M,B17003_001M,B17003_001EA,B17003_001MA,B17003_002M,B17003_002EA,B17003_002MA,B17003_003M,B17003_003EA,B17003_003MA,B17003_004M,B17003_004EA,B17003_004MA,B17003_005M,B17003_005EA,B17003_005MA,B17003_006M,B17003_006EA,B17003_006MA,B17003_007M,B17003_007EA,B17003_007MA,B17003_008M,B17003_008EA,B17003_008MA,B17003_009M,B17003_009EA,B17003_009MA,B17003_010M,B17003_010EA,B17003_010MA,B17003_011M,B17003_011EA,B17003_011MA,B17003_012M,B17003_012EA,B17003_012MA,B17003_013M,B17003_013EA,B17003_013MA,B17003_014M,B17003_014EA,B17003_014MA,B17003_015M,B17003_015EA,B17003_015MA,B17003_016M,B17003_016EA,B17003_016MA,B17003_017M,B17003_017EA,B17003_017MA,B17003_018M,B17003_018EA,B17003_018MA,B17003_019M,B17003_019EA,B17003_019MA,B17003_020M,B17003_020EA,B17003_020MA,B17003_021M,B17003_021EA,B17003_021MA,B17003_022M,B17003_022EA,B17003_022MA,B17003_023M,B17003_023EA,B17003_023MA,state
14477089,8598,1775468,29291,733308,17530,199766,8665,259152,12147,169029,8416,105361,7154,1042160,18317,253730,8113,367778,12099,281424,8287,139228,7556,12701621,29442,6149671,17798,696782,16340,1730297,22041,1812111,19674,1910481,20798,6551950,19250,632859,15735,1803965,20610,2080651,21662,2034475,20757,8598,null,null,29291,null,null,17530,null,null,8665,null,null,12147,null,null,8416,null,null,7154,null,null,18317,null,null,8113,null,null,12099,null,null,8287,null,null,7556,null,null,29442,null,null,17798,null,null,16340,null,null,22041,null,null,19674,null,null,20798,null,null,19250,null,null,15735,null,null,20610,null,null,21662,null,null,20757,null,null,12
6663663,7027,835673,19013,328070,10165,107224,5947,113876,6083,64109,4822,42861,4168,507603,12545,136941,6615,173070,7553,142212,6571,55380,4538,5827990,20135,2794810,12295,348301,11141,781964,13873,770011,13802,894534,12555,3033180,13117,292806,8657,765699,13666,910328,14085,1064347,13822,7027,null,null,19013,null,null,10165,null,null,5947,null,null,6083,null,null,4822,null,null,4168,null,null,12545,null,null,6615,null,null,7553,null,null,6571,null,null,4538,null,null,20135,null,null,12295,null,null,11141,null,null,13873,null,null,13802,null,null,12555,null,null,13117,null,null,8657,null,null,13666,null,null,14085,null,null,13822,null,null,13
977018,1631,85419,6530,36737,3407,5749,1651,14634,2008,10569,1725,5785,1063,48682,4309,8657,1466,16170,1940,14569,2086,9286,1607,891599,6692,442473,4048,30863,3354,126530,4869,143298,4577,141782,5155,449126,4679,32927,2943,113534,4833,144722,6186,157943,4728,1631,null,null,6530,null,null,3407,null,null,1651,null,null,2008,null,null,1725,null,null,1063,null,null,4309,null,null,1466,null,null,1940,null,null,2086,null,null,1607,null,null,6692,null,null,4048,null,null,3354,null,null,4869,null,null,4577,null,null,5155,null,null,4679,null,null,2943,null,null,4833,null,null,6186,null,null,4728,null,null,15
1073227,2846,119855,7847,50113,4104,9415,1870,17560,2644,17069,2355,6069,1309,69742,5538,11064,1997,26320,3483,24500,2482,7858,1711,953372,8038,474782,4136,42153,3676,131561,5495,156529,5564,144539,5140,478590,5745,38638,3462,120911,5589,178093,5381,140948,5246,2846,null,null,7847,null,null,4104,null,null,1870,null,null,2644,null,null,2355,null,null,1309,null,null,5538,null,null,1997,null,null,3483,null,null,2482,null,null,1711,null,null,8038,null,null,4136,null,null,3676,null,null,5495,null,null,5564,null,null,5140,null,null,5745,null,null,3462,null,null,5589,null,null,5381,null,null,5246,null,null,16
8513564,5237,885412,17169,359932,9711,92766,5284,122785,6394,88579,4951,55802,3713,525480,11189,121870,5667,166278,6183,160124,6719,77208,4403,7628152,17739,3724756,10445,379969,8882,969727,16796,1052343,11378,1322717,12101,3903396,11184,329150,8928,934887,12630,1169138,13214,1470221,12223,5237,null,null,17169,null,null,9711,null,null,5284,null,null,6394,null,null,4951,null,null,3713,null,null,11189,null,null,5667,null,null,6183,null,null,6719,null,null,4403,null,null,17739,null,null,10445,null,null,8882,null,null,16796,null,null,11378,null,null,12101,null,null,11184,null,null,8928,null,null,12630,null,null,13214,null,null,12223,null,null,17
4307624,5368,461606,11259,179519,6201,54340,3538,69926,4265,37267,3077,17986,2416,282087,8009,69430,4830,103623,4998,84341,5226,24693,2501,3846018,13101,1886150,7353,193474,6579,647064,9224,535064,9618,510548,8945,1959868,9374,172305,6682,625100,9674,596821,10536,565642,9358,5368,null,null,11259,null,null,6201,null,null,3538,null,null,4265,null,null,3077,null,null,2416,null,null,8009,null,null,4830,null,null,4998,null,null,5226,null,null,2501,null,null,13101,null,null,7353,null,null,6579,null,null,9224,null,null,9618,null,null,8945,null,null,9374,null,null,6682,null,null,9674,null,null,10536,null,null,9358,null,null,18
2050274,3632,180849,6401,73961,3961,17301,1875,27335,2246,20817,2236,8508,1421,106888,4204,22852,2155,35772,2876,35599,2930,12665,1531,1869425,6507,926960,4517,72698,3421,298896,6412,285350,6181,270016,6390,942465,4926,53060,3006,267380,5131,322807,6132,299218,6386,3632,null,null,6401,null,null,3961,null,null,1875,null,null,2246,null,null,2236,null,null,1421,null,null,4204,null,null,2155,null,null,2876,null,null,2930,null,null,1531,null,null,6507,null,null,4517,null,null,3421,null,null,6412,null,null,6181,null,null,6390,null,null,4926,null,null,3006,null,null,5131,null,null,6132,null,null,6386,null,null,19
1854500,3969,174116,7044,72856,4043,18087,2334,26161,2524,19733,2066,8875,1759,101260,5000,21871,2579,35094,2783,32713,2768,11582,1750,1680384,7836,826173,4447,70359,3502,217724,7414,250961,5759,287129,6679,854211,5634,61197,3486,201127,5555,282977,6785,308910,6280,3969,null,null,7044,null,null,4043,null,null,2334,null,null,2524,null,null,2066,null,null,1759,null,null,5000,null,null,2579,null,null,2783,null,null,2768,null,null,1750,null,null,7836,null,null,4447,null,null,3502,null,null,7414,null,null,5759,null,null,6679,null,null,5634,null,null,3486,null,null,5555,null,null,6785,null,null,6280,null,null,20
2931008,4047,440382,13661,176122,7220,63918,4548,65746,4791,33507,3014,12951,1908,264260,8658,73157,4958,92574,5079,80471,4936,18058,2127,2490626,14188,1221620,8501,147244,5549,410135,8764,354084,8159,310157,7031,1269006,9348,125326,4768,375161,8096,411195,7391,357324,7772,4047,null,null,13661,null,null,7220,null,null,4548,null,null,4791,null,null,3014,null,null,1908,null,null,8658,null,null,4958,null,null,5079,null,null,4936,null,null,2127,null,null,14188,null,null,8501,null,null,5549,null,null,8764,null,null,8159,null,null,7031,null,null,9348,null,null,4768,null,null,8096,null,null,7391,null,null,7772,null,null,21
3036874,6133,484928,14167,184631,7084,67777,5276,68856,4825,32564,2811,15434,1979,300297,9213,86970,5904,115327,5233,75037,5157,22963,2888,2551946,14253,1247359,7967,177817,6968,427139,11727,332453,9490,309950,7370,1304587,10239,125343,6070,417074,10146,388708,10022,373462,9858,6133,null,null,14167,null,null,7084,null,null,5276,null,null,4825,null,null,2811,null,null,1979,null,null,9213,null,null,5904,null,null,5233,null,null,5157,null,null,2888,null,null,14253,null,null,7967,null,null,6968,null,null,11727,null,null,9490,null,null,7370,null,null,10239,null,null,6070,null,null,10146,null,null,10022,null,null,9858,null,null,22
