B99011_001E,B99011_002E,B99011_003E,B99011_001EA,B99011_002EA,B99011_003EA,state
20612439,14370,20598069,null,null,null,12
10310371,7533,10302838,null,null,null,13
1428557,1156,1427401,null,null,null,15
1683140,1530,1681610,null,null,null,16
12801539,7428,12794111,null,null,null,17
6633053,5628,6627425,null,null,null,18
3134693,2409,3132284,null,null,null,19
2907289,1741,2905548,null,null,null,20
4436974,4210,4432764,null,null,null,21
4681666,3506,4678160,null,null,null,22
1331479,1126,1330353,null,null,null,23
6016447,3815,6012632,null,null,null,24
6811779,4150,6807629,null,null,null,25
9928300,6460,9921840,null,null,null,26
5519952,3289,5516663,null,null,null,27
2988726,2911,2985815,null,null,null,28
6093000,5351,6087649,null,null,null,29
1042520,1314,1041206,null,null,null,30
1907116,1160,1905956,null,null,null,31
2940058,2736,2937322,null,null,null,32
1334795,485,1334310,null,null,null,33
8944469,7070,8937399,null,null,null,34
2081015,500,2080515,null,null,null,35
19745289,12532,19732757,null,null,null,36
10146788,6270,10140518,null,null,null,37
757953,101,757852,null,null,null,38
11614373,7331,11607042,null,null,null,39
3923561,3230,3920331,null,null,null,40
4093465,3444,4090021,null,null,null,41
12784227,8216,12776011,null,null,null,42
1056426,328,1056098,null,null,null,44
4961119,3833,4957286,null,null,null,45
865454,464,864990,null,null,null,46
6651194,5163,6646031,null,null,null,47
27862596,16244,27846352,null,null,null,48
3051217,1352,3049865,null,null,null,49
624594,339,624255,null,null,null,50
8411808,6377,8405431,null,null,null,51
7288000,4563,7283437,null,null,null,53
1831102,1502,1829600,null,null,null,54
5778709,4120,5774589,null,null,null,55
585501,954,584547,null,null,null,56
3411307,3795,3407512,null,null,null,72
4863300,7025,4856275,null,null,null,01
741894,1027,740867,null,null,null,02
6931071,3247,6927824,null,null,null,04
2988248,2172,2986076,null,null,null,05
39250017,22298,39227719,null,null,null,06
5540545,4059,5536486,null,null,null,08
3576452,2225,3574227,null,null,null,09
952065,866,951199,null,null,null,10
681170,689,680481,null,null,null,11
