C27014_001E,C27014_001M,C27014_002E,C27014_002M,C27014_003E,C27014_003M,C27014_004E,C27014_004M,C27014_005E,C27014_005M,C27014_006E,C27014_006M,C27014_007E,C27014_007M,C27014_008E,C27014_008M,C27014_009E,C27014_009M,C27014_010E,C27014_010M,C27014_011E,C27014_011M,C27014_012E,C27014_012M,C27014_013E,C27014_013M,C27014_014E,C27014_014M,C27014_015E,C27014_015M,C27014_016E,C27014_016M,C27014_017E,C27014_017M,C27014_018E,C27014_018M,C27014_019E,C27014_019M,C27014_020E,C27014_020M,C27014_021E,C27014_021M,C27014_022E,C27014_022M,C27014_001M,C27014_001EA,C27014_001MA,C27014_002M,C27014_002EA,C27014_002MA,C27014_003M,C27014_003EA,C27014_003MA,C27014_004M,C27014_004EA,C27014_004MA,C27014_005M,C27014_005EA,C27014_005MA,C27014_006M,C27014_006EA,C27014_006MA,C27014_007M,C27014_007EA,C27014_007MA,C27014_008M,C27014_008EA,C27014_008MA,C27014_009M,C27014_009EA,C27014_009MA,C27014_010M,C27014_010EA,C27014_010MA,C27014_011M,C27014_011EA,C27014_011MA,C27014_012M,C27014_012EA,C27014_012MA,C27014_013M,C27014_013EA,C27014_013MA,C27014_014M,C27014_014EA,C27014_014MA,C27014_015M,C27014_015EA,C27014_015MA,C27014_016M,C27014_016EA,C27014_016MA,C27014_017M,C27014_017EA,C27014_017MA,C27014_018M,C27014_018EA,C27014_018MA,C27014_019M,C27014_019EA,C27014_019MA,C27014_020M,C27014_020EA,C27014_020MA,C27014_021M,C27014_021EA,C27014_021MA,C27014_022M,C27014_022EA,C27014_022MA,state
16158134,5598,6522587,36964,6232323,36196,389036,12669,5843287,38911,290264,9110,232690,8748,57574,4341,3410513,33690,2997480,34138,451366,13087,2546114,32260,413033,8466,396472,8966,16561,2378,6225034,32656,2907585,29291,1098683,21434,1808902,23079,3317449,12402,3222512,14558,94937,7222,5598,null,null,36964,null,null,36196,null,null,12669,null,null,38911,null,null,9110,null,null,8748,null,null,4341,null,null,33690,null,null,34138,null,null,13087,null,null,32260,null,null,8466,null,null,8966,null,null,2378,null,null,32656,null,null,29291,null,null,21434,null,null,23079,null,null,12402,null,null,14558,null,null,7222,null,null,12
7614462,5045,3425190,25696,3307150,24965,144663,6431,3162487,26224,118040,5633,94907,4829,23133,2771,1679018,24532,1527537,23543,186812,8811,1340725,20914,151481,4852,146257,5063,5224,1044,2510254,21101,1449472,20741,518120,12690,931352,17387,1060782,8115,1032781,8302,28001,3156,5045,null,null,25696,null,null,24965,null,null,6431,null,null,26224,null,null,5633,null,null,4829,null,null,2771,null,null,24532,null,null,23543,null,null,8811,null,null,20914,null,null,4852,null,null,5063,null,null,1044,null,null,21101,null,null,20741,null,null,12690,null,null,17387,null,null,8115,null,null,8302,null,null,3156,null,null,13
1071169,2692,489415,7484,461035,7182,32738,3256,428297,7363,28380,2710,22170,2265,6210,1284,242895,7380,210288,6635,44911,3475,165377,5736,32607,2465,29748,2283,2859,922,338859,7326,161112,6956,68039,5083,93073,4971,177747,3151,174033,3230,3714,890,2692,null,null,7484,null,null,7182,null,null,3256,null,null,7363,null,null,2710,null,null,2265,null,null,1284,null,null,7380,null,null,6635,null,null,3475,null,null,5736,null,null,2465,null,null,2283,null,null,922,null,null,7326,null,null,6956,null,null,5083,null,null,4971,null,null,3151,null,null,3230,null,null,890,null,null,15
1227237,1476,516947,9158,497956,8749,26168,3110,471788,8849,18991,2064,15541,1850,3450,876,319219,8318,285443,7825,32791,3579,252652,6827,33776,2012,32021,2032,1755,672,391071,7846,191404,7002,69233,4613,122171,6099,199667,2918,196883,2967,2784,866,1476,null,null,9158,null,null,8749,null,null,3110,null,null,8849,null,null,2064,null,null,1850,null,null,876,null,null,8318,null,null,7825,null,null,3579,null,null,6827,null,null,2012,null,null,2032,null,null,672,null,null,7846,null,null,7002,null,null,4613,null,null,6099,null,null,2918,null,null,2967,null,null,866,null,null,16
9700525,2700,4380480,25042,4224431,24153,291915,8669,3932516,24697,156049,5018,123171,4488,32878,2785,2321998,21745,2092262,20073,461045,11776,1631217,18989,229736,6543,218771,6314,10965,1407,2998047,19042,1575922,18179,672044,13050,903878,13820,1422125,7535,1388480,8109,33645,3070,2700,null,null,25042,null,null,24153,null,null,8669,null,null,24697,null,null,5018,null,null,4488,null,null,2785,null,null,21745,null,null,20073,null,null,11776,null,null,18989,null,null,6543,null,null,6314,null,null,1407,null,null,19042,null,null,18179,null,null,13050,null,null,13820,null,null,7535,null,null,8109,null,null,3070,null,null,17
4960989,3562,2209845,16598,2133924,16904,118050,6052,2015874,17283,75921,4006,61064,3661,14857,1718,1209953,14979,1078219,15467,202989,8947,875230,13695,131734,5195,126278,5143,5456,1119,1541191,12116,791568,12143,360019,9380,431549,9561,749623,6128,740509,6348,9114,1509,3562,null,null,16598,null,null,16904,null,null,6052,null,null,17283,null,null,4006,null,null,3661,null,null,1718,null,null,14979,null,null,15467,null,null,8947,null,null,13695,null,null,5195,null,null,5143,null,null,1119,null,null,12116,null,null,12143,null,null,9380,null,null,9561,null,null,6128,null,null,6348,null,null,1509,null,null,18
2366440,1861,1132183,11037,1088742,10786,80195,5254,1008547,11297,43441,2431,35752,2134,7689,1280,602813,10022,517835,9557,113002,5690,404833,7896,84978,3305,83606,3305,1372,513,631444,8508,268628,7123,130859,5831,137769,5120,362816,4086,360231,4024,2585,630,1861,null,null,11037,null,null,10786,null,null,5254,null,null,11297,null,null,2431,null,null,2134,null,null,1280,null,null,10022,null,null,9557,null,null,5690,null,null,7896,null,null,3305,null,null,3305,null,null,513,null,null,8508,null,null,7123,null,null,5831,null,null,5120,null,null,4086,null,null,4024,null,null,630,null,null,19
2137760,2885,1011521,10551,968600,9810,41598,3445,927002,9569,42921,2708,36622,2381,6299,1100,524701,8907,458746,8450,49792,3977,408954,7951,65955,3338,64763,3339,1192,426,601538,8249,291047,6937,103035,5212,188012,4900,310491,4100,306556,4216,3935,983,2885,null,null,10551,null,null,9810,null,null,3445,null,null,9569,null,null,2708,null,null,2381,null,null,1100,null,null,8907,null,null,8450,null,null,3977,null,null,7951,null,null,3338,null,null,3339,null,null,426,null,null,8249,null,null,6937,null,null,5212,null,null,4900,null,null,4100,null,null,4216,null,null,983,null,null,20
3344394,3524,1381101,16950,1331457,16512,142616,6699,1188841,16388,49644,2628,42036,2411,7608,1379,746311,14296,670105,13304,203629,8146,466476,10632,76206,3936,73680,3810,2526,868,1216982,14481,677465,13750,426885,11309,250580,8701,539517,4912,533989,5018,5528,984,3524,null,null,16950,null,null,16512,null,null,6699,null,null,16388,null,null,2628,null,null,2411,null,null,1379,null,null,14296,null,null,13304,null,null,8146,null,null,10632,null,null,3936,null,null,3810,null,null,868,null,null,14481,null,null,13750,null,null,11309,null,null,8701,null,null,4912,null,null,5018,null,null,984,null,null,21
3461725,2923,1433780,13725,1370471,13154,103892,6936,1266579,13900,63309,3416,52145,2774,11164,1948,767394,13140,690901,12809,139040,8619,551861,12519,76493,4344,73509,4300,2984,829,1260551,13330,746327,12823,355931,10928,390396,9897,514224,4887,502953,5110,11271,1642,2923,null,null,13725,null,null,13154,null,null,6936,null,null,13900,null,null,3416,null,null,2774,null,null,1948,null,null,13140,null,null,12809,null,null,8619,null,null,12519,null,null,4344,null,null,4300,null,null,829,null,null,13330,null,null,12823,null,null,10928,null,null,9897,null,null,4887,null,null,5110,null,null,1642,null,null,22
1062425,1118,430097,7035,411173,6999,21190,2175,389983,6696,18924,1724,15682,1459,3242,782,289930,6092,248722,5684,42814,3276,205908,6137,41208,3080,39626,2959,1582,527,342398,6715,153047,6116,86645,5053,66402,4025,189351,3213,185787,3116,3564,1127,1118,null,null,7035,null,null,6999,null,null,2175,null,null,6696,null,null,1724,null,null,1459,null,null,782,null,null,6092,null,null,5684,null,null,3276,null,null,6137,null,null,3080,null,null,2959,null,null,527,null,null,6715,null,null,6116,null,null,5053,null,null,4025,null,null,3213,null,null,3116,null,null,1127,null,null,23
4573947,2677,2244383,14727,2140656,13169,153152,7961,1987504,13878,103727,4486,80255,3953,23472,2403,1043350,13232,922620,11217,200741,7460,721879,10763,120730,4804,113986,4595,6744,1234,1286214,12829,658490,10242,278777,8923,379713,9936,627724,6064,608003,5915,19721,2391,2677,null,null,14727,null,null,13169,null,null,7961,null,null,13878,null,null,4486,null,null,3953,null,null,2403,null,null,13232,null,null,11217,null,null,7460,null,null,10763,null,null,4804,null,null,4595,null,null,1234,null,null,12829,null,null,10242,null,null,8923,null,null,9936,null,null,6064,null,null,5915,null,null,2391,null,null,24
5360773,1646,2407856,18839,2302849,18250,248258,10176,2054591,17476,105007,4235,80328,3269,24679,2301,1450116,16318,1280778,15848,352212,11377,928566,14156,169338,5076,159244,5232,10094,1452,1502801,17118,741075,14466,394619,11506,346456,10612,761726,6405,742947,6519,18779,1944,1646,null,null,18839,null,null,18250,null,null,10176,null,null,17476,null,null,4235,null,null,3269,null,null,2301,null,null,16318,null,null,15848,null,null,11377,null,null,14156,null,null,5076,null,null,5232,null,null,1452,null,null,17118,null,null,14466,null,null,11506,null,null,10612,null,null,6405,null,null,6519,null,null,1944,null,null,25
7630545,2134,3075102,17903,2975857,17604,237498,8607,2738359,17712,99245,3860,81797,3504,17448,1675,1931333,17137,1740255,15570,442909,10236,1297346,15731,191078,5141,186066,4849,5012,903,2624110,17824,1343510,15160,710204,11705,633306,11628,1280600,6725,1269410,7000,11190,1522,2134,null,null,17903,null,null,17604,null,null,8607,null,null,17712,null,null,3860,null,null,3504,null,null,1675,null,null,17137,null,null,15570,null,null,10236,null,null,15731,null,null,5141,null,null,4849,null,null,903,null,null,17824,null,null,15160,null,null,11705,null,null,11628,null,null,6725,null,null,7000,null,null,1522,null,null,26
4176115,2247,2009111,12780,1945633,13064,160499,5605,1785134,13533,63478,3485,51949,2922,11529,1557,1109564,12849,982750,12239,242610,7409,740140,10175,126814,3615,123050,3723,3764,709,1057440,9527,447281,8775,211025,7070,236256,6796,610159,4805,604445,5026,5714,1076,2247,null,null,12780,null,null,13064,null,null,5605,null,null,13533,null,null,3485,null,null,2922,null,null,1557,null,null,12849,null,null,12239,null,null,7409,null,null,10175,null,null,3615,null,null,3723,null,null,709,null,null,9527,null,null,8775,null,null,7070,null,null,6796,null,null,4805,null,null,5026,null,null,1076,null,null,27
2203060,2627,900724,11783,863735,11724,48213,4562,815522,12107,36989,2619,32284,2506,4705,1158,441884,11351,398863,10766,59355,4317,339508,10184,43021,3034,42137,2983,884,498,860452,11431,503962,10564,234980,6895,268982,8068,356490,4447,353484,4623,3006,765,2627,null,null,11783,null,null,11724,null,null,4562,null,null,12107,null,null,2619,null,null,2506,null,null,1158,null,null,11351,null,null,10766,null,null,4317,null,null,10184,null,null,3034,null,null,2983,null,null,498,null,null,11431,null,null,10564,null,null,6895,null,null,8068,null,null,4447,null,null,4623,null,null,765,null,null,28
4590728,3601,2053887,15608,1979594,15110,77396,4931,1902198,15390,74293,3990,62234,3645,12059,1748,1057343,14085,930344,13764,117238,5818,813106,13105,126999,4155,123056,4242,3943,1001,1479498,15347,743236,14165,311317,9585,431919,11513,736262,6019,728424,5996,7838,1298,3601,null,null,15608,null,null,15110,null,null,4931,null,null,15390,null,null,3990,null,null,3645,null,null,1748,null,null,14085,null,null,13764,null,null,5818,null,null,13105,null,null,4155,null,null,4242,null,null,1001,null,null,15347,null,null,14165,null,null,9585,null,null,11513,null,null,6019,null,null,5996,null,null,1298,null,null,29
799879,1851,332974,6373,318800,6138,26827,2732,291973,6372,14174,1384,12724,1328,1450,470,223409,5730,194974,5800,41946,3508,153028,5685,28435,1798,28036,1756,399,243,243496,4133,106659,3780,50748,3541,55911,2922,136837,2179,135889,2208,948,414,1851,null,null,6373,null,null,6138,null,null,2732,null,null,6372,null,null,1384,null,null,1328,null,null,470,null,null,5730,null,null,5800,null,null,3508,null,null,5685,null,null,1798,null,null,1756,null,null,243,null,null,4133,null,null,3780,null,null,3541,null,null,2922,null,null,2179,null,null,2208,null,null,414,null,null,30
1404965,1565,711023,7345,681476,7077,24811,2313,656665,7310,29547,1781,25535,1733,4012,795,345424,7340,297798,6785,32156,2535,265642,6720,47626,2044,46255,2149,1371,569,348518,5944,152517,5358,52126,3434,100391,4368,196001,2770,193743,2789,2258,573,1565,null,null,7345,null,null,7077,null,null,2313,null,null,7310,null,null,1781,null,null,1733,null,null,795,null,null,7340,null,null,6785,null,null,2535,null,null,6720,null,null,2044,null,null,2149,null,null,569,null,null,5944,null,null,5358,null,null,3434,null,null,4368,null,null,2770,null,null,2789,null,null,573,null,null,31
2229332,1250,963963,11120,924380,11062,69900,4564,854480,11830,39583,2888,31393,2570,8190,1520,515337,8771,469091,8356,98384,5298,370707,8740,46246,2572,43461,2571,2785,807,750032,10683,398342,10052,166668,7813,231674,7906,351690,3559,342091,3830,9599,1713,1250,null,null,11120,null,null,11062,null,null,4564,null,null,11830,null,null,2888,null,null,2570,null,null,1520,null,null,8771,null,null,8356,null,null,5298,null,null,8740,null,null,2572,null,null,2571,null,null,807,null,null,10683,null,null,10052,null,null,7813,null,null,7906,null,null,3559,null,null,3830,null,null,1713,null,null,32
1057057,1410,495894,7568,475921,7495,24759,2481,451162,7553,19973,1627,16316,1593,3657,804,278570,6572,238637,6071,38731,3480,199906,5546,39933,2764,38616,2839,1317,484,282593,5985,124541,5554,58862,4135,65679,3928,158052,2960,156576,2916,1476,653,1410,null,null,7568,null,null,7495,null,null,2481,null,null,7553,null,null,1627,null,null,1593,null,null,804,null,null,6572,null,null,6071,null,null,3480,null,null,5546,null,null,2764,null,null,2839,null,null,484,null,null,5985,null,null,5554,null,null,4135,null,null,3928,null,null,2960,null,null,2916,null,null,653,null,null,33
6857630,1472,3143591,23074,2995494,21797,167201,8104,2828293,21838,148097,4891,117596,4703,30501,2490,1574126,20935,1402793,20173,248117,8627,1154676,19644,171333,5068,162960,5025,8373,1293,2139913,21179,1126829,18848,422671,13111,704158,14037,1013084,7098,987523,7227,25561,2413,1472,null,null,23074,null,null,21797,null,null,8104,null,null,21838,null,null,4891,null,null,4703,null,null,2490,null,null,20935,null,null,20173,null,null,8627,null,null,19644,null,null,5068,null,null,5025,null,null,1293,null,null,21179,null,null,18848,null,null,13111,null,null,14037,null,null,7098,null,null,7227,null,null,2413,null,null,34
1557403,2155,609722,10232,583848,9683,91166,6657,492682,10242,25874,2688,21344,2206,4530,1271,354672,10175,314937,9366,118687,6281,196250,8085,39735,2976,37640,2940,2095,754,593009,10068,321963,9303,170212,7644,151751,7034,271046,3685,264247,3980,6799,1492,2155,null,null,10232,null,null,9683,null,null,6657,null,null,10242,null,null,2688,null,null,2206,null,null,1271,null,null,10175,null,null,9366,null,null,6281,null,null,8085,null,null,2976,null,null,2940,null,null,754,null,null,10068,null,null,9303,null,null,7644,null,null,7034,null,null,3685,null,null,3980,null,null,1492,null,null,35
15334810,3374,6682909,29630,6399529,29130,687793,18430,5711736,28523,283380,6645,214160,6170,69220,4202,3577655,26742,3221721,26513,955338,16214,2266383,23061,355934,7317,337102,7260,18832,1907,5074246,25289,2778011,24366,1439700,19791,1338311,17528,2296235,8760,2252390,9697,43845,3449,3374,null,null,29630,null,null,29130,null,null,18430,null,null,28523,null,null,6645,null,null,6170,null,null,4202,null,null,26742,null,null,26513,null,null,16214,null,null,23061,null,null,7317,null,null,7260,null,null,1907,null,null,25289,null,null,24366,null,null,19791,null,null,17528,null,null,8760,null,null,9697,null,null,3449,null,null,36
7665347,5417,3272609,20932,3161725,18333,168912,6463,2992813,18749,110884,5474,93759,4908,17125,2420,1758183,19737,1567940,19501,229191,8801,1338749,18532,190243,5511,184293,5138,5950,1264,2634555,18121,1409029,16246,573597,12376,835432,13865,1225526,7129,1211242,7530,14284,2299,5417,null,null,20932,null,null,18333,null,null,6463,null,null,18749,null,null,5474,null,null,4908,null,null,2420,null,null,19737,null,null,19501,null,null,8801,null,null,18532,null,null,5511,null,null,5138,null,null,1264,null,null,18121,null,null,16246,null,null,12376,null,null,13865,null,null,7129,null,null,7530,null,null,2299,null,null,37
567356,1906,283202,5048,272972,4869,13240,1637,259732,4973,10230,1326,9170,1336,1060,363,155349,4677,135514,4628,20046,2376,115468,4492,19835,1450,19537,1456,298,177,128805,3403,54970,2808,20243,2162,34727,2564,73835,1875,72998,1897,837,480,1906,null,null,5048,null,null,4869,null,null,1637,null,null,4973,null,null,1326,null,null,1336,null,null,363,null,null,4677,null,null,4628,null,null,2376,null,null,4492,null,null,1450,null,null,1456,null,null,177,null,null,3403,null,null,2808,null,null,2162,null,null,2564,null,null,1875,null,null,1897,null,null,480,null,null,38
8833851,3089,3856407,19569,3712496,18445,309160,10812,3403336,19167,143911,5574,117682,5152,26229,2261,2148378,17578,1911704,16893,506058,11986,1405646,14829,236674,6035,229034,5841,7640,1630,2829066,18717,1394106,15537,719444,15021,674662,11793,1434960,8187,1412800,8158,22160,1960,3089,null,null,19569,null,null,18445,null,null,10812,null,null,19167,null,null,5574,null,null,5152,null,null,2261,null,null,17578,null,null,16893,null,null,11986,null,null,14829,null,null,6035,null,null,5841,null,null,1630,null,null,18717,null,null,15537,null,null,15021,null,null,11793,null,null,8187,null,null,8158,null,null,1960,null,null,39
2885847,1867,1273058,10785,1216855,10868,68533,4294,1148322,11244,56203,2710,48644,2303,7559,1093,630055,9778,563357,8792,71097,3359,492260,8929,66698,3190,64416,3075,2282,645,982734,10168,536464,9351,195730,5854,340734,7575,446270,4100,440328,4178,5942,1163,1867,null,null,10785,null,null,10868,null,null,4294,null,null,11244,null,null,2710,null,null,2303,null,null,1093,null,null,9778,null,null,8792,null,null,3359,null,null,8929,null,null,3190,null,null,3075,null,null,645,null,null,10168,null,null,9351,null,null,5854,null,null,7575,null,null,4100,null,null,4178,null,null,1163,null,null,40
3187768,1977,1278571,13878,1229577,13485,129291,6099,1100286,13782,48994,3240,38909,3083,10085,1616,865670,15265,780971,14669,221389,8782,559582,13996,84699,4179,81543,4124,3156,1020,1043527,13401,498512,11979,251678,7937,246834,9494,545015,5663,535054,6137,9961,2073,1977,null,null,13878,null,null,13485,null,null,6099,null,null,13782,null,null,3240,null,null,3083,null,null,1616,null,null,15265,null,null,14669,null,null,8782,null,null,13996,null,null,4179,null,null,4124,null,null,1020,null,null,13401,null,null,11979,null,null,7937,null,null,9494,null,null,5663,null,null,6137,null,null,2073,null,null,41
9912721,2617,4286329,26498,4117590,25550,265165,8087,3852425,24487,168739,4363,136177,4054,32562,2690,2358116,19023,2082353,18078,442637,10640,1639716,16603,275763,7281,267136,7267,8627,1299,3268276,20687,1572487,19235,780830,16456,791657,13086,1695789,7524,1673938,7676,21851,2082,2617,null,null,26498,null,null,25550,null,null,8087,null,null,24487,null,null,4363,null,null,4054,null,null,2690,null,null,19023,null,null,18078,null,null,10640,null,null,16603,null,null,7281,null,null,7267,null,null,1299,null,null,20687,null,null,19235,null,null,16456,null,null,13086,null,null,7524,null,null,7676,null,null,2082,null,null,42
831991,870,353114,8473,338909,8133,28486,2779,310423,8424,14205,1438,11192,1279,3013,814,215231,7732,194033,7485,46309,3892,147724,6457,21198,2134,20577,2174,621,343,263646,7155,132534,6579,73895,4570,58639,4779,131112,2710,129512,2738,1600,669,870,null,null,8473,null,null,8133,null,null,2779,null,null,8424,null,null,1438,null,null,1279,null,null,814,null,null,7732,null,null,7485,null,null,3892,null,null,6457,null,null,2134,null,null,2174,null,null,343,null,null,7155,null,null,6579,null,null,4570,null,null,4779,null,null,2710,null,null,2738,null,null,669,null,null,44
3763803,2666,1591728,17865,1524505,18056,98063,5623,1426442,17588,67223,3535,57679,3373,9544,1572,823390,16443,730121,15581,121973,6338,608148,13735,93269,4168,90885,4185,2384,609,1348685,15905,696879,14271,300242,10002,396637,9872,651806,5698,646124,6022,5682,1313,2666,null,null,17865,null,null,18056,null,null,5623,null,null,17588,null,null,3535,null,null,3373,null,null,1572,null,null,16443,null,null,15581,null,null,6338,null,null,13735,null,null,4168,null,null,4185,null,null,609,null,null,15905,null,null,14271,null,null,10002,null,null,9872,null,null,5698,null,null,6022,null,null,1313,null,null,45
635793,1395,312785,5287,297380,5099,13561,1810,283819,5226,15405,1405,13866,1359,1539,531,159551,5405,136280,4739,19232,2237,117048,4614,23271,1825,22798,1785,473,277,163457,4137,71259,3798,29278,2713,41981,2725,92198,2301,91230,2229,968,639,1395,null,null,5287,null,null,5099,null,null,1810,null,null,5226,null,null,1405,null,null,1359,null,null,531,null,null,5405,null,null,4739,null,null,2237,null,null,4614,null,null,1825,null,null,1785,null,null,277,null,null,4137,null,null,3798,null,null,2713,null,null,2725,null,null,2301,null,null,2229,null,null,639,null,null,46
5046012,3905,2171591,15099,2082445,14533,155773,7599,1926672,14677,89146,4780,75516,4586,13630,2051,1087208,14224,970951,12910,184735,7130,786216,13541,116257,5110,113339,5042,2918,770,1787213,15026,976189,14898,453633,10947,522556,13182,811024,5624,800519,5852,10505,1963,3905,null,null,15099,null,null,14533,null,null,7599,null,null,14677,null,null,4780,null,null,4586,null,null,2051,null,null,14224,null,null,12910,null,null,7130,null,null,13541,null,null,5110,null,null,5042,null,null,770,null,null,15026,null,null,14898,null,null,10947,null,null,13182,null,null,5624,null,null,5852,null,null,1963,null,null,47
20103990,5670,9496567,43730,9140158,41466,386118,12380,8754040,41554,356409,9983,288813,8113,67596,4865,4437088,37103,4048395,34620,424436,12903,3623959,34749,388693,9203,368514,9107,20179,2447,6170335,33880,3655330,32135,1064713,21841,2590617,27090,2515005,13078,2436563,13508,78442,5811,5670,null,null,43730,null,null,41466,null,null,12380,null,null,41554,null,null,9983,null,null,8113,null,null,4865,null,null,37103,null,null,34620,null,null,12903,null,null,34749,null,null,9203,null,null,9107,null,null,2447,null,null,33880,null,null,32135,null,null,21841,null,null,27090,null,null,13078,null,null,13508,null,null,5811,null,null,48
2105796,1735,964260,10977,933580,10913,31223,2548,902357,10988,30680,2251,23970,1964,6710,1183,578736,9553,540054,9380,52080,4198,487974,9572,38682,2474,37137,2405,1545,488,562800,9416,316202,9141,81272,5147,234930,8103,246598,3245,241876,3350,4722,1116,1735,null,null,10977,null,null,10913,null,null,2548,null,null,10988,null,null,2251,null,null,1964,null,null,1183,null,null,9553,null,null,9380,null,null,4198,null,null,9572,null,null,2474,null,null,2405,null,null,488,null,null,9416,null,null,9141,null,null,5147,null,null,8103,null,null,3245,null,null,3350,null,null,1116,null,null,49
500271,1150,221291,4174,210544,3941,24814,2504,185730,4260,10747,1261,8702,1217,2045,575,134851,3531,115595,3692,35574,2899,80021,3438,19256,1526,18647,1469,609,266,144129,3757,63323,3239,40004,3299,23319,1972,80806,1943,80312,1968,494,273,1150,null,null,4174,null,null,3941,null,null,2504,null,null,4260,null,null,1261,null,null,1217,null,null,575,null,null,3531,null,null,3692,null,null,2899,null,null,3438,null,null,1526,null,null,1469,null,null,266,null,null,3757,null,null,3239,null,null,3299,null,null,1972,null,null,1943,null,null,1968,null,null,273,null,null,50
6334724,5160,2951518,18163,2831842,17464,134218,6511,2697624,19162,119676,4345,99018,4196,20658,1864,1491278,15970,1332670,15292,143851,6291,1188819,15102,158608,6027,151440,5544,7168,1243,1891928,14507,969496,15400,312587,8634,656909,12258,922432,6652,900115,7077,22317,2496,5160,null,null,18163,null,null,17464,null,null,6511,null,null,19162,null,null,4345,null,null,4196,null,null,1864,null,null,15970,null,null,15292,null,null,6291,null,null,15102,null,null,6027,null,null,5544,null,null,1243,null,null,14507,null,null,15400,null,null,8634,null,null,12258,null,null,6652,null,null,7077,null,null,2496,null,null,51
