B27015_001E,B27015_001M,B27015_002E,B27015_002M,B27015_003E,B27015_003M,B27015_004E,B27015_004M,B27015_005E,B27015_005M,B27015_006E,B27015_006M,B27015_007E,B27015_007M,B27015_008E,B27015_008M,B27015_009E,B27015_009M,B27015_010E,B27015_010M,B27015_011E,B27015_011M,B27015_012E,B27015_012M,B27015_013E,B27015_013M,B27015_014E,B27015_014M,B27015_015E,B27015_015M,B27015_016E,B27015_016M,B27015_017E,B27015_017M,B27015_018E,B27015_018M,B27015_019E,B27015_019M,B27015_020E,B27015_020M,B27015_021E,B27015_021M,B27015_022E,B27015_022M,B27015_023E,B27015_023M,B27015_024E,B27015_024M,B27015_025E,B27015_025M,B27015_026E,B27015_026M,B27015_001M,B27015_001EA,B27015_001MA,B27015_002M,B27015_002EA,B27015_002MA,B27015_003M,B27015_003EA,B27015_003MA,B27015_004M,B27015_004EA,B27015_004MA,B27015_005M,B27015_005EA,B27015_005MA,B27015_006M,B27015_006EA,B27015_006MA,B27015_007M,B27015_007EA,B27015_007MA,B27015_008M,B27015_008EA,B27015_008MA,B27015_009M,B27015_009EA,B27015_009MA,B27015_010M,B27015_010EA,B27015_010MA,B27015_011M,B27015_011EA,B27015_011MA,B27015_012M,B27015_012EA,B27015_012MA,B27015_013M,B27015_013EA,B27015_013MA,B27015_014M,B27015_014EA,B27015_014MA,B27015_015M,B27015_015EA,B27015_015MA,B27015_016M,B27015_016EA,B27015_016MA,B27015_017M,B27015_017EA,B27015_017MA,B27015_018M,B27015_018EA,B27015_018MA,B27015_019M,B27015_019EA,B27015_019MA,B27015_020M,B27015_020EA,B27015_020MA,B27015_021M,B27015_021EA,B27015_021MA,B27015_022M,B27015_022EA,B27015_022MA,B27015_023M,B27015_023EA,B27015_023MA,B27015_024M,B27015_024EA,B27015_024MA,B27015_025M,B27015_025EA,B27015_025MA,B27015_026M,B27015_026EA,B27015_026MA,state
27195368,4404,4441718,65343,3295992,50869,1261799,26571,2408408,42477,1145726,30551,5943548,92773,4531009,68606,2730694,42589,2384065,49873,1412539,39927,5005392,72044,4087074,60317,3229071,51125,1328141,31472,918318,27036,3649706,59827,3174809,53959,2750156,51094,735643,21585,474897,22935,8155004,73812,7595531,71495,7094688,70060,1094579,22822,559473,26378,4404,null,null,65343,null,null,50869,null,null,26571,null,null,42477,null,null,30551,null,null,92773,null,null,68606,null,null,42589,null,null,49873,null,null,39927,null,null,72044,null,null,60317,null,null,51125,null,null,31472,null,null,27036,null,null,59827,null,null,53959,null,null,51094,null,null,21585,null,null,22935,null,null,73812,null,null,71495,null,null,70060,null,null,22822,null,null,26378,null,null,48
3000453,1289,286762,12902,243084,11767,140352,10042,138735,7922,43678,5492,540890,20190,464793,17154,339948,13877,193038,9278,76097,7559,642742,22682,579230,19903,506703,18833,130208,9764,63512,6433,512522,19489,479615,19089,450502,18870,67564,5384,32907,4713,1017537,23476,972734,22266,923939,21939,118172,7072,44803,6237,1289,null,null,12902,null,null,11767,null,null,10042,null,null,7922,null,null,5492,null,null,20190,null,null,17154,null,null,13877,null,null,9278,null,null,7559,null,null,22682,null,null,19903,null,null,18833,null,null,9764,null,null,6433,null,null,19489,null,null,19089,null,null,18870,null,null,5384,null,null,4713,null,null,23476,null,null,22266,null,null,21939,null,null,7072,null,null,6237,null,null,49
598866,345,86209,5973,83585,5805,27234,2849,71156,5379,2624,759,113459,7461,107257,7059,56793,4092,73344,5359,6202,1564,115715,7194,109621,6848,77456,5179,50304,4764,6094,1569,98273,5722,94410,5557,80334,5717,26824,2926,3863,951,185210,8461,181334,8311,163314,7877,39088,3415,3876,1036,345,null,null,5973,null,null,5805,null,null,2849,null,null,5379,null,null,759,null,null,7461,null,null,7059,null,null,4092,null,null,5359,null,null,1564,null,null,7194,null,null,6848,null,null,5179,null,null,4764,null,null,1569,null,null,5722,null,null,5557,null,null,5717,null,null,2926,null,null,951,null,null,8461,null,null,8311,null,null,7877,null,null,3415,null,null,1036,null,null,50
8095257,4534,1016003,29168,845378,24965,407347,15574,586782,18814,170625,9027,1399970,27789,1199542,24092,849145,19725,586729,15758,200428,13015,1346207,29366,1209918,24936,1039203,23609,363399,10102,136289,10994,1098436,25713,1021065,23982,928143,22194,233669,10398,77371,6863,3234641,30906,3113850,31370,2971856,29925,470477,10924,120791,9268,4534,null,null,29168,null,null,24965,null,null,15574,null,null,18814,null,null,9027,null,null,27789,null,null,24092,null,null,19725,null,null,15758,null,null,13015,null,null,29366,null,null,24936,null,null,23609,null,null,10102,null,null,10994,null,null,25713,null,null,23982,null,null,22194,null,null,10398,null,null,6863,null,null,30906,null,null,31370,null,null,29925,null,null,10924,null,null,9268,null,null,51
7112492,3147,822427,21171,744872,20225,287171,11239,585998,18487,77555,6100,1266971,30982,1147592,30143,675937,17974,695249,23167,119379,7883,1273880,29367,1176957,26906,869372,20736,510426,18432,96923,7569,1060940,28541,1005873,26902,846424,23538,295727,12381,55067,5536,2688274,32621,2613971,31440,2410615,28756,451669,15200,74303,6176,3147,null,null,21171,null,null,20225,null,null,11239,null,null,18487,null,null,6100,null,null,30982,null,null,30143,null,null,17974,null,null,23167,null,null,7883,null,null,29367,null,null,26906,null,null,20736,null,null,18432,null,null,7569,null,null,28541,null,null,26902,null,null,23538,null,null,12381,null,null,5536,null,null,32621,null,null,31440,null,null,28756,null,null,15200,null,null,6176,null,null,53
1782243,374,391139,14200,364834,13269,105511,4559,315684,13083,26305,2924,448410,12845,419425,12629,234503,8993,277847,10448,28985,3341,349284,15432,328632,14129,253368,12513,137402,7995,20652,3127,233439,12421,224042,11985,194949,10811,63200,6071,9397,1866,359971,16069,350055,15335,320204,14396,71440,5344,9916,2479,374,null,null,14200,null,null,13269,null,null,4559,null,null,13083,null,null,2924,null,null,12845,null,null,12629,null,null,8993,null,null,10448,null,null,3341,null,null,15432,null,null,14129,null,null,12513,null,null,7995,null,null,3127,null,null,12421,null,null,11985,null,null,10811,null,null,6071,null,null,1866,null,null,16069,null,null,15335,null,null,14396,null,null,5344,null,null,2479,null,null,54
5629338,820,782730,17395,720007,16755,319466,11241,551774,14208,62723,4345,1150787,24595,1059842,23146,705432,15737,585808,16022,90945,6766,1095272,22910,1029006,21894,855098,19262,344789,11581,66266,5124,911154,21542,879073,20923,798606,19794,175278,7531,32081,3901,1689395,24656,1644577,24122,1558341,23770,205927,8581,44818,4919,820,null,null,17395,null,null,16755,null,null,11241,null,null,14208,null,null,4345,null,null,24595,null,null,23146,null,null,15737,null,null,16022,null,null,6766,null,null,22910,null,null,21894,null,null,19262,null,null,11581,null,null,5124,null,null,21542,null,null,20923,null,null,19794,null,null,7531,null,null,3901,null,null,24656,null,null,24122,null,null,23770,null,null,8581,null,null,4919,null,null,55
569483,635,72819,5743,61115,5403,36259,4561,38151,4209,11704,2222,115397,8711,93624,6810,67130,5128,46225,4446,21773,3863,109566,8320,95226,7244,79088,6965,31238,3239,14340,3474,92658,8843,84895,8333,78108,7947,16800,2861,7763,2508,179043,9150,168988,8959,160831,8935,24148,3372,10055,2771,635,null,null,5743,null,null,5403,null,null,4561,null,null,4209,null,null,2222,null,null,8711,null,null,6810,null,null,5128,null,null,4446,null,null,3863,null,null,8320,null,null,7244,null,null,6965,null,null,3239,null,null,3474,null,null,8843,null,null,8333,null,null,7947,null,null,2861,null,null,2508,null,null,9150,null,null,8959,null,null,8935,null,null,3372,null,null,2771,null,null,56
3369940,818,1704167,26336,1603551,25086,280118,12088,1420900,24631,100616,6722,920988,21754,849818,20783,474383,15932,451589,16839,71170,7101,400351,20813,378794,19891,287240,16175,127828,8464,21557,3271,163932,13281,154911,12335,129625,11019,39551,4998,9021,2826,180502,14919,174966,14484,154754,13293,32706,4729,5536,1613,818,null,null,26336,null,null,25086,null,null,12088,null,null,24631,null,null,6722,null,null,21754,null,null,20783,null,null,15932,null,null,16839,null,null,7101,null,null,20813,null,null,19891,null,null,16175,null,null,8464,null,null,3271,null,null,13281,null,null,12335,null,null,11019,null,null,4998,null,null,2826,null,null,14919,null,null,14484,null,null,13293,null,null,4729,null,null,1613,null,null,72
4732429,1623,1006136,21942,846627,19362,356752,12286,624786,15555,159509,9552,1111175,27644,979347,22733,649881,18259,522744,16087,131828,9096,877696,28356,806162,25275,665188,20799,278691,12550,71534,6068,642373,22877,606002,20987,541524,18153,144935,9130,36371,5834,1095049,23760,1064940,23004,997734,21765,184045,9074,30109,4053,1623,null,null,21942,null,null,19362,null,null,12286,null,null,15555,null,null,9552,null,null,27644,null,null,22733,null,null,18259,null,null,16087,null,null,9096,null,null,28356,null,null,25275,null,null,20799,null,null,12550,null,null,6068,null,null,22877,null,null,20987,null,null,18153,null,null,9130,null,null,5834,null,null,23760,null,null,23004,null,null,21765,null,null,9074,null,null,4053,null,null,01
703555,1649,60651,3815,48425,3241,15434,2225,38798,3113,12226,1592,103730,7816,85650,7446,48788,4680,48587,4982,18080,2275,124522,8784,100529,7071,75253,5868,40115,3720,23993,4192,107234,7813,92049,7025,78623,6579,25809,3646,15185,2375,307418,9280,279133,9070,254841,8739,55677,4949,28285,3885,1649,null,null,3815,null,null,3241,null,null,2225,null,null,3113,null,null,1592,null,null,7816,null,null,7446,null,null,4680,null,null,4982,null,null,2275,null,null,8784,null,null,7071,null,null,5868,null,null,3720,null,null,4192,null,null,7813,null,null,7025,null,null,6579,null,null,3646,null,null,2375,null,null,9280,null,null,9070,null,null,8739,null,null,4949,null,null,3885,null,null,02
6761704,1497,1144585,28697,987472,25530,315996,10938,796096,23902,157113,9183,1518282,28547,1317841,25751,727198,18018,805744,21628,200441,12312,1319761,32970,1178568,33700,888345,26306,467046,18440,141193,10752,959634,27094,879014,25159,728517,22290,265947,13188,80620,8951,1819442,32680,1725979,30999,1547552,29906,358289,12876,93463,9839,1497,null,null,28697,null,null,25530,null,null,10938,null,null,23902,null,null,9183,null,null,28547,null,null,25751,null,null,18018,null,null,21628,null,null,12312,null,null,32970,null,null,33700,null,null,26306,null,null,18440,null,null,10752,null,null,27094,null,null,25159,null,null,22290,null,null,13188,null,null,8951,null,null,32680,null,null,30999,null,null,29906,null,null,12876,null,null,9839,null,null,04
2899330,895,610463,19698,546946,18558,183674,8477,442572,16037,63517,5176,764918,22878,687699,21443,404023,14137,402831,16959,77219,6528,580696,22093,531912,20983,396297,17080,217384,10784,48784,4952,353642,17591,337055,16977,291896,15218,88997,6396,16587,3003,589611,18566,566847,17384,518258,16251,109194,7245,22764,4853,895,null,null,19698,null,null,18558,null,null,8477,null,null,16037,null,null,5176,null,null,22878,null,null,21443,null,null,14137,null,null,16959,null,null,6528,null,null,22093,null,null,20983,null,null,17080,null,null,10784,null,null,4952,null,null,17591,null,null,16977,null,null,15218,null,null,6396,null,null,3003,null,null,18566,null,null,17384,null,null,16251,null,null,7245,null,null,4853,null,null,05
38366484,5126,5188379,65613,4658276,60629,1366468,28496,3770557,54475,530103,17934,7092405,73909,6304107,65375,2922614,43772,4131397,53901,788298,22207,6391637,70299,5796132,65346,3828780,47655,2623554,42859,595505,19111,5023815,69019,4672453,62887,3643671,47636,1527250,35202,351362,20066,14670248,84445,14113945,81484,12449546,76326,2840277,39923,556303,19808,5126,null,null,65613,null,null,60629,null,null,28496,null,null,54475,null,null,17934,null,null,73909,null,null,65375,null,null,43772,null,null,53901,null,null,22207,null,null,70299,null,null,65346,null,null,47655,null,null,42859,null,null,19111,null,null,69019,null,null,62887,null,null,47636,null,null,35202,null,null,20066,null,null,84445,null,null,81484,null,null,76326,null,null,39923,null,null,19808,null,null,06
5400399,2451,640636,19109,568736,16143,223649,8899,425197,16397,71900,7233,997883,27896,875753,22922,504215,15760,509601,17732,122130,10197,990715,27854,894973,26816,681270,20981,329342,16021,95742,8694,822775,20859,773342,19785,652763,15338,203289,11636,49433,5768,1948390,27668,1879893,27960,1725116,26160,308440,11934,68497,6348,2451,null,null,19109,null,null,16143,null,null,8899,null,null,16397,null,null,7233,null,null,27896,null,null,22922,null,null,15760,null,null,17732,null,null,10197,null,null,27854,null,null,26816,null,null,20981,null,null,16021,null,null,8694,null,null,20859,null,null,19785,null,null,15338,null,null,11636,null,null,5768,null,null,27668,null,null,27960,null,null,26160,null,null,11934,null,null,6348,null,null,08
3457213,1010,389495,15734,363392,14754,109935,6324,308078,13406,26103,3759,530684,15497,482435,15262,265908,10238,310285,13226,48249,6187,519463,18835,483184,17710,338657,12585,215822,12915,36279,4879,459212,17647,438237,16976,367741,13998,131509,9848,20975,4125,1558359,24930,1520013,24405,1404618,22858,250722,10822,38346,5354,1010,null,null,15734,null,null,14754,null,null,6324,null,null,13406,null,null,3759,null,null,15497,null,null,15262,null,null,10238,null,null,13226,null,null,6187,null,null,18835,null,null,17710,null,null,12585,null,null,12915,null,null,4879,null,null,17647,null,null,16976,null,null,13998,null,null,9848,null,null,4125,null,null,24930,null,null,24405,null,null,22858,null,null,10822,null,null,5354,null,null,09
924848,681,118693,9272,108868,8966,43963,4623,85058,7917,9825,2068,180022,11162,166025,11098,100853,7951,100550,7308,13997,2433,171648,9630,158006,8345,125185,8193,60233,5850,13642,3225,139639,10014,133399,9466,111978,8522,38822,4454,6240,1567,314846,12903,305689,12550,277690,11074,60866,4798,9157,2133,681,null,null,9272,null,null,8966,null,null,4623,null,null,7917,null,null,2068,null,null,11162,null,null,11098,null,null,7951,null,null,7308,null,null,2433,null,null,9630,null,null,8345,null,null,8193,null,null,5850,null,null,3225,null,null,10014,null,null,9466,null,null,8522,null,null,4454,null,null,1567,null,null,12903,null,null,12550,null,null,11074,null,null,4798,null,null,2133,null,null,10
639352,594,115364,8907,108977,8795,30758,3164,89302,8192,6387,2050,89106,8156,84178,7906,37614,4381,56529,6660,4928,1789,73991,7881,69044,7586,49817,5885,28537,4755,4947,2151,62232,5726,60318,5571,47419,4555,19247,3221,1914,915,298659,9710,291860,9590,269610,8687,48118,4859,6799,1742,594,null,null,8907,null,null,8795,null,null,3164,null,null,8192,null,null,2050,null,null,8156,null,null,7906,null,null,4381,null,null,6660,null,null,1789,null,null,7881,null,null,7586,null,null,5885,null,null,4755,null,null,2151,null,null,5726,null,null,5571,null,null,4555,null,null,3221,null,null,915,null,null,9710,null,null,9590,null,null,8687,null,null,4859,null,null,1742,null,null,11
