B13004_001E,B13004_001M,B13004_002E,B13004_002M,B13004_003E,B13004_003M,B13004_004E,B13004_004M,B13004_005E,B13004_005M,B13004_006E,B13004_006M,B13004_007E,B13004_007M,B13004_008E,B13004_008M,B13004_009E,B13004_009M,B13004_010E,B13004_010M,B13004_011E,B13004_011M,B13004_001M,B13004_001EA,B13004_001MA,B13004_002M,B13004_002EA,B13004_002MA,B13004_003M,B13004_003EA,B13004_003MA,B13004_004M,B13004_004EA,B13004_004MA,B13004_005M,B13004_005EA,B13004_005MA,B13004_006M,B13004_006EA,B13004_006MA,B13004_007M,B13004_007EA,B13004_007MA,B13004_008M,B13004_008EA,B13004_008MA,B13004_009M,B13004_009EA,B13004_009MA,B13004_010M,B13004_010EA,B13004_010MA,B13004_011M,B13004_011EA,B13004_011MA,state
4516499,9381,216285,7850,125496,6086,90789,5582,20302,2683,70487,5474,4300214,13134,1740514,18031,2559700,19561,309227,10169,2250473,18089,9381,null,null,7850,null,null,6086,null,null,5582,null,null,2683,null,null,5474,null,null,13134,null,null,18031,null,null,19561,null,null,10169,null,null,18089,null,null,12
2512080,8084,141966,7665,87468,5673,54498,4491,13418,2554,41080,4272,2370114,10800,1017692,14233,1352422,16081,135624,6430,1216798,17631,8084,null,null,7665,null,null,5673,null,null,4491,null,null,2554,null,null,4272,null,null,10800,null,null,14233,null,null,16081,null,null,6430,null,null,17631,null,null,13
313509,2740,20732,2244,13984,1873,6748,1505,1946,849,4802,1289,292777,3285,138629,4647,154148,4487,16908,2141,137240,4596,2740,null,null,2244,null,null,1873,null,null,1505,null,null,849,null,null,1289,null,null,3285,null,null,4647,null,null,4487,null,null,2141,null,null,4596,null,null,15
375464,3110,23082,2667,16525,2209,6557,1440,3582,1136,2975,990,352382,3689,176427,6359,175955,6493,24651,2886,151304,6670,3110,null,null,2667,null,null,2209,null,null,1440,null,null,1136,null,null,990,null,null,3689,null,null,6359,null,null,6493,null,null,2886,null,null,6670,null,null,16
3010357,5851,152251,5792,97270,5017,54981,3595,16303,2074,38678,3195,2858106,8315,1193052,13084,1665054,14507,203721,6490,1461333,14654,5851,null,null,5792,null,null,5017,null,null,3595,null,null,2074,null,null,3195,null,null,8315,null,null,13084,null,null,14507,null,null,6490,null,null,14654,null,null,17
1499429,5841,87147,4942,54614,3531,32533,3608,10509,1690,22024,3031,1412282,7760,625302,9648,786980,10313,125499,5411,661481,10730,5841,null,null,4942,null,null,3531,null,null,3608,null,null,1690,null,null,3031,null,null,7760,null,null,9648,null,null,10313,null,null,5411,null,null,10730,null,null,18
676481,3407,41381,2976,28804,2660,12577,1588,7269,1275,5308,1114,635100,4510,301239,5810,333861,6170,60584,3899,273277,6578,3407,null,null,2976,null,null,2660,null,null,1588,null,null,1275,null,null,1114,null,null,4510,null,null,5810,null,null,6170,null,null,3899,null,null,6578,null,null,19
644127,3671,35737,2701,25342,2161,10395,1730,4508,926,5887,1440,608390,4205,291052,6629,317338,7211,47786,3709,269552,7553,3671,null,null,2701,null,null,2161,null,null,1730,null,null,926,null,null,1440,null,null,4205,null,null,6629,null,null,7211,null,null,3709,null,null,7553,null,null,20
996538,5349,53577,3433,33412,2960,20165,2656,5940,1466,14225,2140,942961,5975,435981,8760,506980,9085,74747,4674,432233,9242,5349,null,null,3433,null,null,2960,null,null,2656,null,null,1466,null,null,2140,null,null,5975,null,null,8760,null,null,9085,null,null,4674,null,null,9242,null,null,21
1095041,5492,61429,4156,31287,2814,30142,3205,7513,1677,22629,3012,1033612,7368,397737,9550,635875,10971,72386,5741,563489,10561,5492,null,null,4156,null,null,2814,null,null,3205,null,null,1677,null,null,3012,null,null,7368,null,null,9550,null,null,10971,null,null,5741,null,null,10561,null,null,22
