B19313I_001E,B19313I_001M,B19313I_001M,B19313I_001EA,B19313I_001MA,state
105983235300,1557846336,1557846336,null,null,12
15689231800,551606751,551606751,null,null,13
3073767500,174837145,174837145,null,null,15
2886670000,147396895,147396895,null,null,16
40089797100,612282539,612282539,null,null,17
7451112300,520452034,520452034,null,null,18
2846859800,195495153,195495153,null,null,19
5508736500,264900355,264900355,null,null,20
2507968600,203601158,203601158,null,null,21
4620835600,360108238,360108238,null,null,22
410251500,73252821,73252821,null,null,23
13323749200,465923460,465923460,null,null,24
15007343100,458081222,458081222,null,null,25
8691281600,339491604,339491604,null,null,26
4959652300,248000734,248000734,null,null,27
1223397600,142070316,142070316,null,null,28
4588640700,310150824,310150824,null,null,29
558291200,72089931,72089931,null,null,30
3067634600,166707124,166707124,null,null,31
14044459200,438160357,438160357,null,null,32
1158703500,146817319,146817319,null,null,33
38981233600,781586443,781586443,null,null,34
18638272800,613343904,613343904,null,null,35
76200573900,1109324521,1109324521,null,null,36
13636123600,538543478,538543478,null,null,37
446322800,69428761,69428761,null,null,38
7474538500,326996504,326996504,null,null,39
5716527400,194086887,194086887,null,null,40
8612406700,431244907,431244907,null,null,41
14754064400,516651510,516651510,null,null,42
2648678200,252200847,252200847,null,null,44
4344989900,293481948,293481948,null,null,45
464203600,64309115,64309115,null,null,46
5171664400,256088196,256088196,null,null,47
190224626000,1695217466,1695217466,null,null,48
6896013300,352107562,352107562,null,null,49
224040600,55711253,55711253,null,null,50
18148687900,652032583,652032583,null,null,51
16242668900,404387904,404387904,null,null,53
418832200,64160143,64160143,null,null,54
6348711200,287652470,287652470,null,null,55
1082247600,88796593,88796593,null,null,56
39897580300,822792848,822792848,null,null,72
2819499100,211488096,211488096,null,null,01
1087809900,149653936,149653936,null,null,02
35187681500,714431605,714431605,null,null,04
2690480500,161718084,161718084,null,null,05
281055232900,2485170148,2485170148,null,null,06
22529395400,515605327,515605327,null,null,08
11563935200,600223190,600223190,null,null,09
1572393900,130843718,130843718,null,null,10
2617013200,256087179,256087179,null,null,11
