B14005_001E,B14005_001M,B14005_002E,B14005_002M,B14005_003E,B14005_003M,B14005_004E,B14005_004M,B14005_005E,B14005_005M,B14005_006E,B14005_006M,B14005_007E,B14005_007M,B14005_008E,B14005_008M,B14005_009E,B14005_009M,B14005_010E,B14005_010M,B14005_011E,B14005_011M,B14005_012E,B14005_012M,B14005_013E,B14005_013M,B14005_014E,B14005_014M,B14005_015E,B14005_015M,B14005_016E,B14005_016M,B14005_017E,B14005_017M,B14005_018E,B14005_018M,B14005_019E,B14005_019M,B14005_020E,B14005_020M,B14005_021E,B14005_021M,B14005_022E,B14005_022M,B14005_023E,B14005_023M,B14005_024E,B14005_024M,B14005_025E,B14005_025M,B14005_026E,B14005_026M,B14005_027E,B14005_027M,B14005_028E,B14005_028M,B14005_029E,B14005_029M,B14005_001M,B14005_001EA,B14005_001MA,B14005_002M,B14005_002EA,B14005_002MA,B14005_003M,B14005_003EA,B14005_003MA,B14005_004M,B14005_004EA,B14005_004MA,B14005_005M,B14005_005EA,B14005_005MA,B14005_006M,B14005_006EA,B14005_006MA,B14005_007M,B14005_007EA,B14005_007MA,B14005_008M,B14005_008EA,B14005_008MA,B14005_009M,B14005_009EA,B14005_009MA,B14005_010M,B14005_010EA,B14005_010MA,B14005_011M,B14005_011EA,B14005_011MA,B14005_012M,B14005_012EA,B14005_012MA,B14005_013M,B14005_013EA,B14005_013MA,B14005_014M,B14005_014EA,B14005_014MA,B14005_015M,B14005_015EA,B14005_015MA,B14005_016M,B14005_016EA,B14005_016MA,B14005_017M,B14005_017EA,B14005_017MA,B14005_018M,B14005_018EA,B14005_018MA,B14005_019M,B14005_019EA,B14005_019MA,B14005_020M,B14005_020EA,B14005_020MA,B14005_021M,B14005_021EA,B14005_021MA,B14005_022M,B14005_022EA,B14005_022MA,B14005_023M,B14005_023EA,B14005_023MA,B14005_024M,B14005_024EA,B14005_024MA,B14005_025M,B14005_025EA,B14005_025MA,B14005_026M,B14005_026EA,B14005_026MA,B14005_027M,B14005_027EA,B14005_027MA,B14005_028M,B14005_028EA,B14005_028MA,B14005_029M,B14005_029EA,B14005_029MA,state
979649,11014,498745,7145,415303,8558,84883,5108,21208,3113,309212,8696,83442,5941,54655,4484,32148,3179,7393,2067,15114,2597,28787,3614,12518,2537,3426,1102,12843,1965,480904,7503,420029,7328,101193,5374,23916,2806,294920,7874,60875,4287,44392,3840,25018,2944,4077,1056,15297,2942,16483,2576,3535,921,2587,1102,10361,2000,11014,null,null,7145,null,null,8558,null,null,5108,null,null,3113,null,null,8696,null,null,5941,null,null,4484,null,null,3179,null,null,2067,null,null,2597,null,null,3614,null,null,2537,null,null,1102,null,null,1965,null,null,7503,null,null,7328,null,null,5374,null,null,2806,null,null,7874,null,null,4287,null,null,3840,null,null,2944,null,null,1056,null,null,2942,null,null,2576,null,null,921,null,null,1102,null,null,2000,null,null,12
588925,10361,303947,7491,247159,6865,56368,4232,13476,2217,177315,6692,56788,4218,38585,3635,25617,3130,4247,1201,8721,1911,18203,2390,5129,1218,2274,935,10800,1888,284978,7082,246576,6682,68499,4716,14136,2170,163941,6294,38402,3663,26267,3190,14384,2364,3455,1223,8428,1838,12135,2142,4298,1449,1838,886,5999,1471,10361,null,null,7491,null,null,6865,null,null,4232,null,null,2217,null,null,6692,null,null,4218,null,null,3635,null,null,3130,null,null,1201,null,null,1911,null,null,2390,null,null,1218,null,null,935,null,null,1888,null,null,7082,null,null,6682,null,null,4716,null,null,2170,null,null,6294,null,null,3663,null,null,3190,null,null,2364,null,null,1223,null,null,1838,null,null,2142,null,null,1449,null,null,886,null,null,1471,null,null,13
62345,2241,32153,1650,24738,1573,5804,1060,1016,472,17918,1632,7415,1307,6460,1199,5066,1060,615,412,779,275,955,445,290,291,130,168,535,313,30192,1573,24670,1826,5831,1117,873,419,17966,1755,5522,1153,4576,1030,2240,697,687,415,1649,752,946,464,233,213,113,146,600,400,2241,null,null,1650,null,null,1573,null,null,1060,null,null,472,null,null,1632,null,null,1307,null,null,1199,null,null,1060,null,null,412,null,null,275,null,null,445,null,null,291,null,null,168,null,null,313,null,null,1573,null,null,1826,null,null,1117,null,null,419,null,null,1755,null,null,1153,null,null,1030,null,null,697,null,null,415,null,null,752,null,null,464,null,null,213,null,null,146,null,null,400,null,null,15
97297,3297,49621,2646,40239,2627,13636,1747,2013,822,24590,2244,9382,1364,7370,1320,4835,1257,606,367,1929,881,2012,632,457,292,103,153,1452,601,47676,2368,40926,2603,14166,1851,2823,828,23937,2398,6750,1131,5349,1080,3481,979,881,566,987,530,1401,582,797,417,82,99,522,352,3297,null,null,2646,null,null,2627,null,null,1747,null,null,822,null,null,2244,null,null,1364,null,null,1320,null,null,1257,null,null,367,null,null,881,null,null,632,null,null,292,null,null,153,null,null,601,null,null,2368,null,null,2603,null,null,1851,null,null,828,null,null,2398,null,null,1131,null,null,1080,null,null,979,null,null,566,null,null,530,null,null,582,null,null,417,null,null,99,null,null,352,null,null,16
683693,6774,343459,4552,291717,5451,78122,3947,18413,1950,195182,4637,51742,3216,37651,2729,22511,2210,6369,1523,8771,1709,14091,1695,4181,908,2710,726,7200,1274,340234,4994,302091,5320,93212,4385,20737,1997,188142,5589,38143,2720,26022,2173,15116,1818,4066,973,6840,1238,12121,1789,3131,923,1922,756,7068,1498,6774,null,null,4552,null,null,5451,null,null,3947,null,null,1950,null,null,4637,null,null,3216,null,null,2729,null,null,2210,null,null,1523,null,null,1709,null,null,1695,null,null,908,null,null,726,null,null,1274,null,null,4994,null,null,5320,null,null,4385,null,null,1997,null,null,5589,null,null,2720,null,null,2173,null,null,1818,null,null,973,null,null,1238,null,null,1789,null,null,923,null,null,756,null,null,1498,null,null,17
372618,5583,189632,3989,160744,4101,46474,2678,7828,1459,106442,3905,28888,2669,17491,1948,10484,1543,2357,871,4650,1062,11397,1919,3236,813,2385,988,5776,1307,182986,4107,159276,4184,56871,3168,8579,1549,93826,3489,23710,2367,16810,2088,11946,1689,2057,917,2807,763,6900,1223,2640,739,1711,650,2549,790,5583,null,null,3989,null,null,4101,null,null,2678,null,null,1459,null,null,3905,null,null,2669,null,null,1948,null,null,1543,null,null,871,null,null,1062,null,null,1919,null,null,813,null,null,988,null,null,1307,null,null,4107,null,null,4184,null,null,3168,null,null,1549,null,null,3489,null,null,2367,null,null,2088,null,null,1689,null,null,917,null,null,763,null,null,1223,null,null,739,null,null,650,null,null,790,null,null,18
179256,3803,94977,2641,81974,2817,33508,2364,4939,1133,43527,2539,13003,1738,9122,1303,6784,1293,762,375,1576,563,3881,1158,1916,734,440,320,1525,589,84279,2888,75022,2748,37730,2529,3881,872,33411,2177,9257,1469,5937,1269,4074,1060,759,587,1104,481,3320,872,1703,581,285,219,1332,607,3803,null,null,2641,null,null,2817,null,null,2364,null,null,1133,null,null,2539,null,null,1738,null,null,1303,null,null,1293,null,null,375,null,null,563,null,null,1158,null,null,734,null,null,320,null,null,589,null,null,2888,null,null,2748,null,null,2529,null,null,872,null,null,2177,null,null,1469,null,null,1269,null,null,1060,null,null,587,null,null,481,null,null,872,null,null,581,null,null,219,null,null,607,null,null,19
168560,3718,88239,3089,73529,3145,25549,2847,5125,1378,42855,2612,14710,1710,10522,1513,7760,1355,1198,597,1564,518,4188,767,1413,456,673,384,2102,620,80321,2938,70026,3201,26285,2286,3025,939,40716,2652,10295,1551,7938,1528,5114,1135,821,424,2003,867,2357,639,898,428,659,337,800,389,3718,null,null,3089,null,null,3145,null,null,2847,null,null,1378,null,null,2612,null,null,1710,null,null,1513,null,null,1355,null,null,597,null,null,518,null,null,767,null,null,456,null,null,384,null,null,620,null,null,2938,null,null,3201,null,null,2286,null,null,939,null,null,2652,null,null,1551,null,null,1528,null,null,1135,null,null,424,null,null,867,null,null,639,null,null,428,null,null,337,null,null,389,null,null,20
247992,6598,126176,3711,104373,3782,31281,2674,7417,1492,65675,3393,21803,2158,15143,1901,9420,1450,2614,887,3109,896,6660,1541,1374,701,1348,707,3938,1124,121816,4659,103302,4036,36347,2451,6838,1229,60117,3287,18514,2247,12390,1778,7535,1391,1972,811,2883,803,6124,1294,1892,669,1290,977,2942,847,6598,null,null,3711,null,null,3782,null,null,2674,null,null,1492,null,null,3393,null,null,2158,null,null,1901,null,null,1450,null,null,887,null,null,896,null,null,1541,null,null,701,null,null,707,null,null,1124,null,null,4659,null,null,4036,null,null,2451,null,null,1229,null,null,3287,null,null,2247,null,null,1778,null,null,1391,null,null,811,null,null,803,null,null,1294,null,null,669,null,null,977,null,null,847,null,null,21
254991,6655,131237,5234,105367,4922,20434,2404,6450,1328,78483,4959,25870,3412,15999,2726,7529,1610,3455,1136,5015,1480,9871,1905,1885,792,2165,814,5821,1480,123754,4733,104480,4547,29283,2926,5084,1248,70113,4090,19274,2595,12940,2240,5692,1649,2822,1123,4426,1224,6334,1423,1321,785,1141,657,3872,1171,6655,null,null,5234,null,null,4922,null,null,2404,null,null,1328,null,null,4959,null,null,3412,null,null,2726,null,null,1610,null,null,1136,null,null,1480,null,null,1905,null,null,792,null,null,814,null,null,1480,null,null,4733,null,null,4547,null,null,2926,null,null,1248,null,null,4090,null,null,2595,null,null,2240,null,null,1649,null,null,1123,null,null,1224,null,null,1423,null,null,785,null,null,657,null,null,1171,null,null,22
