C27012_001E,C27012_001M,C27012_002E,C27012_002M,C27012_003E,C27012_003M,C27012_004E,C27012_004M,C27012_005E,C27012_005M,C27012_006E,C27012_006M,C27012_007E,C27012_007M,C27012_008E,C27012_008M,C27012_009E,C27012_009M,C27012_010E,C27012_010M,C27012_011E,C27012_011M,C27012_012E,C27012_012M,C27012_013E,C27012_013M,C27012_014E,C27012_014M,C27012_015E,C27012_015M,C27012_016E,C27012_016M,C27012_017E,C27012_017M,C27012_018E,C27012_018M,C27012_019E,C27012_019M,C27012_020E,C27012_020M,C27012_021E,C27012_021M,C27012_022E,C27012_022M,C27012_023E,C27012_023M,C27012_024E,C27012_024M,C27012_025E,C27012_025M,C27012_026E,C27012_026M,C27012_027E,C27012_027M,C27012_028E,C27012_028M,C27012_029E,C27012_029M,C27012_030E,C27012_030M,C27012_031E,C27012_031M,C27012_032E,C27012_032M,C27012_033E,C27012_033M,C27012_034E,C27012_034M,C27012_035E,C27012_035M,C27012_036E,C27012_036M,C27012_037E,C27012_037M,C27012_038E,C27012_038M,C27012_039E,C27012_039M,C27012_040E,C27012_040M,C27012_041E,C27012_041M,C27012_042E,C27012_042M,C27012_043E,C27012_043M,C27012_044E,C27012_044M,C27012_045E,C27012_045M,C27012_046E,C27012_046M,C27012_001M,C27012_001EA,C27012_001MA,C27012_002M,C27012_002EA,C27012_002MA,C27012_003M,C27012_003EA,C27012_003MA,C27012_004M,C27012_004EA,C27012_004MA,C27012_005M,C27012_005EA,C27012_005MA,C27012_006M,C27012_006EA,C27012_006MA,C27012_007M,C27012_007EA,C27012_007MA,C27012_008M,C27012_008EA,C27012_008MA,C27012_009M,C27012_009EA,C27012_009MA,C27012_010M,C27012_010EA,C27012_010MA,C27012_011M,C27012_011EA,C27012_011MA,C27012_012M,C27012_012EA,C27012_012MA,C27012_013M,C27012_013EA,C27012_013MA,C27012_014M,C27012_014EA,C27012_014MA,C27012_015M,C27012_015EA,C27012_015MA,C27012_016M,C27012_016EA,C27012_016MA,C27012_017M,C27012_017EA,C27012_017MA,C27012_018M,C27012_018EA,C27012_018MA,C27012_019M,C27012_019EA,C27012_019MA,C27012_020M,C27012_020EA,C27012_020MA,C27012_021M,C27012_021EA,C27012_021MA,C27012_022M,C27012_022EA,C27012_022MA,C27012_023M,C27012_023EA,C27012_023MA,C27012_024M,C27012_024EA,C27012_024MA,C27012_025M,C27012_025EA,C27012_025MA,C27012_026M,C27012_026EA,C27012_026MA,C27012_027M,C27012_027EA,C27012_027MA,C27012_028M,C27012_028EA,C27012_028MA,C27012_029M,C27012_029EA,C27012_029MA,C27012_030M,C27012_030EA,C27012_030MA,C27012_031M,C27012_031EA,C27012_031MA,C27012_032M,C27012_032EA,C27012_032MA,C27012_033M,C27012_033EA,C27012_033MA,C27012_034M,C27012_034EA,C27012_034MA,C27012_035M,C27012_035EA,C27012_035MA,C27012_036M,C27012_036EA,C27012_036MA,C27012_037M,C27012_037EA,C27012_037MA,C27012_038M,C27012_038EA,C27012_038MA,C27012_039M,C27012_039EA,C27012_039MA,C27012_040M,C27012_040EA,C27012_040MA,C27012_041M,C27012_041EA,C27012_041MA,C27012_042M,C27012_042EA,C27012_042MA,C27012_043M,C27012_043EA,C27012_043MA,C27012_044M,C27012_044EA,C27012_044MA,C27012_045M,C27012_045EA,C27012_045MA,C27012_046M,C27012_046EA,C27012_046MA,state
1062425,1118,430097,7035,411173,6999,376831,7408,328644,7436,39996,3498,2006,651,14687,2006,34342,3265,18924,1724,18827,1725,10406,1442,5109,785,15682,1459,1298,480,97,119,289930,6092,248722,5684,206445,4947,127963,4852,45071,3576,8058,1643,37882,3090,42277,4162,41208,3080,41151,3062,12771,1452,15003,2005,39595,2950,3392,752,57,73,342398,6715,153047,6116,135553,5466,40968,2947,20616,2131,38295,3710,70434,4498,17494,2428,189351,3213,189264,3200,52373,2916,71424,3512,185650,3103,37614,2697,87,89,1118,null,null,7035,null,null,6999,null,null,7408,null,null,7436,null,null,3498,null,null,651,null,null,2006,null,null,3265,null,null,1724,null,null,1725,null,null,1442,null,null,785,null,null,1459,null,null,480,null,null,119,null,null,6092,null,null,5684,null,null,4947,null,null,4852,null,null,3576,null,null,1643,null,null,3090,null,null,4162,null,null,3080,null,null,3062,null,null,1452,null,null,2005,null,null,2950,null,null,752,null,null,73,null,null,6715,null,null,6116,null,null,5466,null,null,2947,null,null,2131,null,null,3710,null,null,4498,null,null,2428,null,null,3213,null,null,3200,null,null,2916,null,null,3512,null,null,3103,null,null,2697,null,null,89,null,null,23
4573947,2677,2244383,14727,2140656,13169,1997475,12037,1713000,12789,207909,8276,10551,1921,116322,7515,143181,8655,103727,4486,103159,4430,74489,3699,20669,1951,80061,3965,4070,863,568,339,1043350,13232,922620,11217,822604,11965,524975,9766,132872,6799,20649,2221,180594,7091,100016,7121,120730,4804,119861,4813,61518,3250,38062,2797,113878,4590,8435,1292,869,493,1286214,12829,658490,10242,591438,10527,272925,8676,84158,4372,90907,5222,223356,8345,67052,4999,627724,6064,621186,6093,286944,7248,184714,5957,606990,5883,88526,4421,6538,1352,2677,null,null,14727,null,null,13169,null,null,12037,null,null,12789,null,null,8276,null,null,1921,null,null,7515,null,null,8655,null,null,4486,null,null,4430,null,null,3699,null,null,1951,null,null,3965,null,null,863,null,null,339,null,null,13232,null,null,11217,null,null,11965,null,null,9766,null,null,6799,null,null,2221,null,null,7091,null,null,7121,null,null,4804,null,null,4813,null,null,3250,null,null,2797,null,null,4590,null,null,1292,null,null,493,null,null,12829,null,null,10242,null,null,10527,null,null,8676,null,null,4372,null,null,5222,null,null,8345,null,null,4999,null,null,6064,null,null,6093,null,null,7248,null,null,5957,null,null,5883,null,null,4421,null,null,1352,null,null,24
5360773,1646,2407856,18839,2302849,18250,2240301,18425,1907277,18145,190918,8256,9141,1566,228953,9665,62548,5152,105007,4235,104167,4118,71337,3256,22976,2257,80175,3293,6293,1166,840,508,1450116,16318,1280778,15848,1223644,14467,765470,12956,186290,6553,23123,2202,338127,11599,57134,4510,169338,5076,168923,5061,82355,3297,56975,3198,159162,5233,19132,1844,415,320,1502801,17118,741075,14466,705896,13569,272909,8383,104247,5280,104928,5993,354597,10418,35179,4261,761726,6405,759492,6512,272812,7302,258873,6522,742244,6561,156903,5328,2234,731,1646,null,null,18839,null,null,18250,null,null,18425,null,null,18145,null,null,8256,null,null,1566,null,null,9665,null,null,5152,null,null,4235,null,null,4118,null,null,3256,null,null,2257,null,null,3293,null,null,1166,null,null,508,null,null,16318,null,null,15848,null,null,14467,null,null,12956,null,null,6553,null,null,2202,null,null,11599,null,null,4510,null,null,5076,null,null,5061,null,null,3297,null,null,3198,null,null,5233,null,null,1844,null,null,320,null,null,17118,null,null,14466,null,null,13569,null,null,8383,null,null,5280,null,null,5993,null,null,10418,null,null,4261,null,null,6405,null,null,6512,null,null,7302,null,null,6522,null,null,6561,null,null,5328,null,null,731,null,null,25
7630545,2134,3075102,17903,2975857,17604,2798330,17385,2402461,16870,279245,9249,13609,1660,198157,8101,177527,6737,99245,3860,98772,3845,66192,3323,24102,2231,81360,3481,4290,930,473,307,1931333,17137,1740255,15570,1557920,15290,966352,13775,229944,8529,35243,2548,411981,10001,182335,6576,191078,5141,190183,5086,86313,3214,71233,3416,185934,4844,13841,1366,895,397,2624110,17824,1343510,15160,1243721,13748,510491,9608,162846,5850,252075,7677,577689,10925,99789,5031,1280600,6725,1277865,6778,597546,9539,443878,7241,1268844,6983,171277,5202,2735,905,2134,null,null,17903,null,null,17604,null,null,17385,null,null,16870,null,null,9249,null,null,1660,null,null,8101,null,null,6737,null,null,3860,null,null,3845,null,null,3323,null,null,2231,null,null,3481,null,null,930,null,null,307,null,null,17137,null,null,15570,null,null,15290,null,null,13775,null,null,8529,null,null,2548,null,null,10001,null,null,6576,null,null,5141,null,null,5086,null,null,3214,null,null,3416,null,null,4844,null,null,1366,null,null,397,null,null,17824,null,null,15160,null,null,13748,null,null,9608,null,null,5850,null,null,7677,null,null,10925,null,null,5031,null,null,6725,null,null,6778,null,null,9539,null,null,7241,null,null,6983,null,null,5202,null,null,905,null,null,26
4176115,2247,2009111,12780,1945633,13064,1869473,12213,1596465,14534,199099,6424,6948,1375,135149,5584,76160,4761,63478,3485,63158,3430,34715,2469,20259,1948,51597,2966,2060,543,320,274,1109564,12849,982750,12239,915981,11953,576666,9798,145951,5670,23391,2122,223210,6914,66769,3762,126814,3615,126785,3613,36269,2047,62624,3026,122861,3741,9034,1198,29,47,1057440,9527,447281,8775,409970,8721,166392,5501,73882,3548,70200,3669,162316,6696,37311,2838,610159,4805,609087,4949,143665,4768,329537,5530,604198,5034,62205,3427,1072,472,2247,null,null,12780,null,null,13064,null,null,12213,null,null,14534,null,null,6424,null,null,1375,null,null,5584,null,null,4761,null,null,3485,null,null,3430,null,null,2469,null,null,1948,null,null,2966,null,null,543,null,null,274,null,null,12849,null,null,12239,null,null,11953,null,null,9798,null,null,5670,null,null,2122,null,null,6914,null,null,3762,null,null,3615,null,null,3613,null,null,2047,null,null,3026,null,null,3741,null,null,1198,null,null,47,null,null,9527,null,null,8775,null,null,8721,null,null,5501,null,null,3548,null,null,3669,null,null,6696,null,null,2838,null,null,4805,null,null,4949,null,null,4768,null,null,5530,null,null,5034,null,null,3427,null,null,472,null,null,27
2203060,2627,900724,11783,863735,11724,765662,11107,669768,11660,83716,6241,4241,1052,27584,3898,98073,6304,36989,2619,36818,2610,20959,2010,8818,1408,32244,2506,2565,744,171,223,441884,11351,398863,10766,294084,9115,191346,8211,57424,3892,8084,1440,51679,4109,104779,5942,43021,3034,42747,2994,12104,1826,15602,2120,42137,2983,4789,838,274,292,860452,11431,503962,10564,394635,9332,134445,5831,58043,3879,100145,4334,178267,7265,109327,6024,356490,4447,355523,4546,63620,4406,111960,5237,353097,4643,73762,3687,967,412,2627,null,null,11783,null,null,11724,null,null,11107,null,null,11660,null,null,6241,null,null,1052,null,null,3898,null,null,6304,null,null,2619,null,null,2610,null,null,2010,null,null,1408,null,null,2506,null,null,744,null,null,223,null,null,11351,null,null,10766,null,null,9115,null,null,8211,null,null,3892,null,null,1440,null,null,4109,null,null,5942,null,null,3034,null,null,2994,null,null,1826,null,null,2120,null,null,2983,null,null,838,null,null,292,null,null,11431,null,null,10564,null,null,9332,null,null,5831,null,null,3879,null,null,4334,null,null,7265,null,null,6024,null,null,4447,null,null,4546,null,null,4406,null,null,5237,null,null,4643,null,null,3687,null,null,412,null,null,28
4590728,3601,2053887,15608,1979594,15110,1817142,14864,1610331,14762,202726,7193,8621,1533,42854,3623,162452,8409,74293,3990,73980,3967,39235,2627,17180,2031,61837,3656,2045,650,313,217,1057343,14085,930344,13764,747357,13079,510588,11067,149019,6569,24476,2319,90461,4978,182987,7371,126999,4155,126349,4179,36794,2457,45286,2911,122807,4261,7106,1206,650,391,1479498,15347,743236,14165,621748,13368,247334,10274,113444,5570,162562,7580,198023,7899,121488,5959,736262,6019,734102,6074,196858,6145,264210,6548,727198,5971,82157,4255,2160,685,3601,null,null,15608,null,null,15110,null,null,14864,null,null,14762,null,null,7193,null,null,1533,null,null,3623,null,null,8409,null,null,3990,null,null,3967,null,null,2627,null,null,2031,null,null,3656,null,null,650,null,null,217,null,null,14085,null,null,13764,null,null,13079,null,null,11067,null,null,6569,null,null,2319,null,null,4978,null,null,7371,null,null,4155,null,null,4179,null,null,2457,null,null,2911,null,null,4261,null,null,1206,null,null,391,null,null,15347,null,null,14165,null,null,13368,null,null,10274,null,null,5570,null,null,7580,null,null,7899,null,null,5959,null,null,6019,null,null,6074,null,null,6145,null,null,6548,null,null,5971,null,null,4255,null,null,685,null,null,29
799879,1851,332974,6373,318800,6138,291175,6615,231848,6472,47081,2972,3000,1246,17111,2288,27625,3281,14174,1384,14017,1367,5305,831,4746,745,12619,1324,639,301,157,134,223409,5730,194974,5800,164913,5420,93560,4364,38003,3183,5371,1231,34824,3098,30061,3023,28435,1798,28435,1798,6938,929,12080,1269,27973,1747,2475,671,0,168,243496,4133,106659,3780,91919,4038,30920,2514,17418,1815,20157,2543,39098,3214,14740,1957,136837,2179,136632,2191,28185,2106,56151,3250,135612,2221,17564,1717,205,175,1851,null,null,6373,null,null,6138,null,null,6615,null,null,6472,null,null,2972,null,null,1246,null,null,2288,null,null,3281,null,null,1384,null,null,1367,null,null,831,null,null,745,null,null,1324,null,null,301,null,null,134,null,null,5730,null,null,5800,null,null,5420,null,null,4364,null,null,3183,null,null,1231,null,null,3098,null,null,3023,null,null,1798,null,null,1798,null,null,929,null,null,1269,null,null,1747,null,null,671,null,null,168,null,null,4133,null,null,3780,null,null,4038,null,null,2514,null,null,1815,null,null,2543,null,null,3214,null,null,1957,null,null,2179,null,null,2191,null,null,2106,null,null,3250,null,null,2221,null,null,1717,null,null,175,null,null,30
1404965,1565,711023,7345,681476,7077,626214,7818,537378,8066,87625,4652,1603,459,11639,1729,55262,3969,29547,1781,29222,1759,14934,1367,8737,884,25258,1738,1637,549,325,365,345424,7340,297798,6785,248920,6616,170321,5929,55932,3409,6161,1191,26532,2509,48878,3505,47626,2044,47562,2022,12060,1293,21993,1631,46248,2148,3991,741,64,74,348518,5944,152517,5358,120898,4887,55306,3646,26801,2320,24641,2520,38256,2849,31619,2727,196001,2770,195293,2805,39593,2479,91385,3249,193587,2774,24657,1594,708,337,1565,null,null,7345,null,null,7077,null,null,7818,null,null,8066,null,null,4652,null,null,459,null,null,1729,null,null,3969,null,null,1781,null,null,1759,null,null,1367,null,null,884,null,null,1738,null,null,549,null,null,365,null,null,7340,null,null,6785,null,null,6616,null,null,5929,null,null,3409,null,null,1191,null,null,2509,null,null,3505,null,null,2044,null,null,2022,null,null,1293,null,null,1631,null,null,2148,null,null,741,null,null,74,null,null,5944,null,null,5358,null,null,4887,null,null,3646,null,null,2320,null,null,2520,null,null,2849,null,null,2727,null,null,2770,null,null,2805,null,null,2479,null,null,3249,null,null,2774,null,null,1594,null,null,337,null,null,31
2229332,1250,963963,11120,924380,11062,812092,11998,693587,11549,81006,5143,4189,1133,48438,4063,112288,6412,39583,2888,38164,2728,23298,2251,7662,1216,31132,2545,2216,617,1419,884,515337,8771,469091,8356,374808,8230,233297,6572,58430,4300,5692,1143,87237,4880,94283,5861,46246,2572,45298,2610,14304,1354,11936,1527,43381,2575,3254,894,948,639,750032,10683,398342,10052,327029,9288,133598,6456,48153,4183,47652,3786,132925,7829,71313,5145,351690,3559,347382,3518,83325,3990,90251,5203,341246,3883,44659,3036,4308,1158,1250,null,null,11120,null,null,11062,null,null,11998,null,null,11549,null,null,5143,null,null,1133,null,null,4063,null,null,6412,null,null,2888,null,null,2728,null,null,2251,null,null,1216,null,null,2545,null,null,617,null,null,884,null,null,8771,null,null,8356,null,null,8230,null,null,6572,null,null,4300,null,null,1143,null,null,4880,null,null,5861,null,null,2572,null,null,2610,null,null,1354,null,null,1527,null,null,2575,null,null,894,null,null,639,null,null,10683,null,null,10052,null,null,9288,null,null,6456,null,null,4183,null,null,3786,null,null,7829,null,null,5145,null,null,3559,null,null,3518,null,null,3990,null,null,5203,null,null,3883,null,null,3036,null,null,1158,null,null,32
1057057,1410,495894,7568,475921,7495,444426,7785,391839,8373,43305,3080,1125,568,16691,2056,31495,3213,19973,1627,19973,1627,11692,1266,4055,860,16302,1595,781,272,0,187,278570,6572,238637,6071,211461,5778,148292,5089,33062,2382,6103,1490,33057,3007,27176,3433,39933,2764,39918,2765,16507,2033,14311,1885,38527,2823,1613,447,15,25,282593,5985,124541,5554,112436,5323,48528,3194,16841,2354,28753,2980,37717,3398,12105,1878,158052,2960,158013,2969,56639,3310,55173,3234,156481,2915,14547,2048,39,64,1410,null,null,7568,null,null,7495,null,null,7785,null,null,8373,null,null,3080,null,null,568,null,null,2056,null,null,3213,null,null,1627,null,null,1627,null,null,1266,null,null,860,null,null,1595,null,null,272,null,null,187,null,null,6572,null,null,6071,null,null,5778,null,null,5089,null,null,2382,null,null,1490,null,null,3007,null,null,3433,null,null,2764,null,null,2765,null,null,2033,null,null,1885,null,null,2823,null,null,447,null,null,25,null,null,5985,null,null,5554,null,null,5323,null,null,3194,null,null,2354,null,null,2980,null,null,3398,null,null,1878,null,null,2960,null,null,2969,null,null,3310,null,null,3234,null,null,2915,null,null,2048,null,null,64,null,null,33
6857630,1472,3143591,23074,2995494,21797,2715031,23719,2398901,22479,241289,8834,11998,1832,145674,7739,280463,10698,148097,4891,145299,4779,97828,3681,30919,2438,117203,4678,5068,900,2798,1025,1574126,20935,1402793,20173,1213035,18376,844801,16983,174201,6973,23110,2384,229072,8300,189758,8348,171333,5068,170040,5080,78425,3618,55380,3439,162960,5025,11299,1435,1293,573,2139913,21179,1126829,18848,979359,17310,502486,10934,137086,6140,138002,7226,341851,11120,147470,7110,1013084,7098,999935,7023,353865,7934,318953,6361,987409,7234,148495,5827,13149,2279,1472,null,null,23074,null,null,21797,null,null,23719,null,null,22479,null,null,8834,null,null,1832,null,null,7739,null,null,10698,null,null,4891,null,null,4779,null,null,3681,null,null,2438,null,null,4678,null,null,900,null,null,1025,null,null,20935,null,null,20173,null,null,18376,null,null,16983,null,null,6973,null,null,2384,null,null,8300,null,null,8348,null,null,5068,null,null,5080,null,null,3618,null,null,3439,null,null,5025,null,null,1435,null,null,573,null,null,21179,null,null,18848,null,null,17310,null,null,10934,null,null,6140,null,null,7226,null,null,11120,null,null,7110,null,null,7098,null,null,7023,null,null,7934,null,null,6361,null,null,7234,null,null,5827,null,null,2279,null,null,34
1557403,2155,609722,10232,583848,9683,516197,9572,398778,10154,50495,4124,3932,956,76971,6579,67651,5367,25874,2688,25792,2694,14219,2019,4014,954,21301,2210,1079,409,82,78,354672,10175,314937,9366,270177,8559,129282,6051,35770,3363,8356,1897,109894,5941,44760,4577,39735,2976,39433,2965,13856,1689,10517,1477,37601,2938,4139,1011,302,277,593009,10068,321963,9303,275474,7960,86731,5201,32784,3142,45868,3936,144468,6358,46489,4152,271046,3685,268726,3785,81601,3978,64187,3868,263680,3992,47205,3013,2320,714,2155,null,null,10232,null,null,9683,null,null,9572,null,null,10154,null,null,4124,null,null,956,null,null,6579,null,null,5367,null,null,2688,null,null,2694,null,null,2019,null,null,954,null,null,2210,null,null,409,null,null,78,null,null,10175,null,null,9366,null,null,8559,null,null,6051,null,null,3363,null,null,1897,null,null,5941,null,null,4577,null,null,2976,null,null,2965,null,null,1689,null,null,1477,null,null,2938,null,null,1011,null,null,277,null,null,10068,null,null,9303,null,null,7960,null,null,5201,null,null,3142,null,null,3936,null,null,6358,null,null,4152,null,null,3685,null,null,3785,null,null,3978,null,null,3868,null,null,3992,null,null,3013,null,null,714,null,null,35
15334810,3374,6682909,29630,6399529,29130,5923499,29542,4930819,28031,566584,14336,32132,2836,622455,16704,476030,14191,283380,6645,279766,6621,191131,5609,46690,3534,213607,6181,15149,1956,3614,1070,3577655,26742,3221721,26513,2899874,24624,1676252,19893,441359,10305,63537,3998,909282,16463,321847,12946,355934,7317,353384,7304,164182,5251,101892,4902,336808,7295,34167,2744,2550,781,5074246,25289,2778011,24366,2518814,24141,961555,15503,369545,10228,349511,9912,1268219,20674,259197,9544,2296235,8760,2277845,8978,798295,11706,591751,9833,2250789,9609,525079,10447,18390,2598,3374,null,null,29630,null,null,29130,null,null,29542,null,null,28031,null,null,14336,null,null,2836,null,null,16704,null,null,14191,null,null,6645,null,null,6621,null,null,5609,null,null,3534,null,null,6181,null,null,1956,null,null,1070,null,null,26742,null,null,26513,null,null,24624,null,null,19893,null,null,10305,null,null,3998,null,null,16463,null,null,12946,null,null,7317,null,null,7304,null,null,5251,null,null,4902,null,null,7295,null,null,2744,null,null,781,null,null,25289,null,null,24366,null,null,24141,null,null,15503,null,null,10228,null,null,9912,null,null,20674,null,null,9544,null,null,8760,null,null,8978,null,null,11706,null,null,9833,null,null,9609,null,null,10447,null,null,2598,null,null,36
7665347,5417,3272609,20932,3161725,18333,2830951,19556,2399835,19897,371370,11109,13438,1836,100585,6036,330774,12252,110884,5474,110002,5396,62245,3976,30898,3334,93031,4875,4410,1043,882,498,1758183,19737,1567940,19501,1231563,18861,762254,16216,287744,8752,29529,3085,187510,7859,336377,10493,190243,5511,189401,5486,65872,3238,70247,4176,184009,5110,14235,1567,842,465,2634555,18121,1409029,16246,1146944,15078,441037,11175,223147,8373,258774,8287,399010,11063,262085,10035,1225526,7129,1220319,7364,350072,9687,442217,8659,1210327,7535,173295,6393,5207,1267,5417,null,null,20932,null,null,18333,null,null,19556,null,null,19897,null,null,11109,null,null,1836,null,null,6036,null,null,12252,null,null,5474,null,null,5396,null,null,3976,null,null,3334,null,null,4875,null,null,1043,null,null,498,null,null,19737,null,null,19501,null,null,18861,null,null,16216,null,null,8752,null,null,3085,null,null,7859,null,null,10493,null,null,5511,null,null,5486,null,null,3238,null,null,4176,null,null,5110,null,null,1567,null,null,465,null,null,18121,null,null,16246,null,null,15078,null,null,11175,null,null,8373,null,null,8287,null,null,11063,null,null,10035,null,null,7129,null,null,7364,null,null,9687,null,null,8659,null,null,7535,null,null,6393,null,null,1267,null,null,37
567356,1906,283202,5048,272972,4869,257254,5690,218709,6046,37968,3169,1215,486,8017,1267,15718,2002,10230,1326,10122,1320,5056,1040,3471,733,9165,1336,459,203,108,136,155349,4677,135514,4628,120902,4436,82900,3781,24057,2281,3417,1055,16528,2265,14612,1924,19835,1450,19771,1455,5610,950,10143,1008,19488,1446,1266,401,64,100,128805,3403,54970,2808,47063,2527,17749,1780,12698,1186,8541,1144,14719,1903,7907,1514,73835,1875,73730,1892,19031,1538,40035,2222,72928,1914,7641,1227,105,114,1906,null,null,5048,null,null,4869,null,null,5690,null,null,6046,null,null,3169,null,null,486,null,null,1267,null,null,2002,null,null,1326,null,null,1320,null,null,1040,null,null,733,null,null,1336,null,null,203,null,null,136,null,null,4677,null,null,4628,null,null,4436,null,null,3781,null,null,2281,null,null,1055,null,null,2265,null,null,1924,null,null,1450,null,null,1455,null,null,950,null,null,1008,null,null,1446,null,null,401,null,null,100,null,null,3403,null,null,2808,null,null,2527,null,null,1780,null,null,1186,null,null,1144,null,null,1903,null,null,1514,null,null,1875,null,null,1892,null,null,1538,null,null,2222,null,null,1914,null,null,1227,null,null,114,null,null,38
8833851,3089,3856407,19569,3712496,18445,3499146,19066,3049568,20502,289139,8391,17256,2181,253624,8811,213350,7391,143911,5574,143038,5597,85646,4295,32527,2467,117105,5166,4408,764,873,504,2148378,17578,1911704,16893,1713277,17766,1075861,14992,212005,6254,46481,3480,461508,11265,198427,8783,236674,6035,235452,5970,87650,3702,81945,3983,228869,5826,14058,1674,1222,543,2829066,18717,1394106,15537,1264238,15366,490739,9197,148898,6763,248682,8460,554563,12518,129868,6102,1434960,8187,1429525,8237,493733,9285,485756,10274,1411127,8178,157595,6261,5435,1187,3089,null,null,19569,null,null,18445,null,null,19066,null,null,20502,null,null,8391,null,null,2181,null,null,8811,null,null,7391,null,null,5574,null,null,5597,null,null,4295,null,null,2467,null,null,5166,null,null,764,null,null,504,null,null,17578,null,null,16893,null,null,17766,null,null,14992,null,null,6254,null,null,3480,null,null,11265,null,null,8783,null,null,6035,null,null,5970,null,null,3702,null,null,3983,null,null,5826,null,null,1674,null,null,543,null,null,18717,null,null,15537,null,null,15366,null,null,9197,null,null,6763,null,null,8460,null,null,12518,null,null,6102,null,null,8187,null,null,8237,null,null,9285,null,null,10274,null,null,8178,null,null,6261,null,null,1187,null,null,39
2885847,1867,1273058,10785,1216855,10868,1053736,10245,912162,9889,119546,4800,7500,1353,35865,2974,163119,6204,56203,2710,55765,2710,31623,2344,16011,1598,48357,2278,3127,784,438,210,630055,9778,563357,8792,406124,7464,262625,6510,84892,4284,13330,1570,53785,3064,157233,6021,66698,3190,65868,3144,22457,2039,24056,2131,64363,3058,5256,812,830,470,982734,10168,536464,9351,400543,8180,158369,5269,72922,3575,90726,3503,122657,4996,135921,4798,446270,4100,444242,4219,119184,3322,150187,4182,439522,4177,56280,3282,2028,660,1867,null,null,10785,null,null,10868,null,null,10245,null,null,9889,null,null,4800,null,null,1353,null,null,2974,null,null,6204,null,null,2710,null,null,2710,null,null,2344,null,null,1598,null,null,2278,null,null,784,null,null,210,null,null,9778,null,null,8792,null,null,7464,null,null,6510,null,null,4284,null,null,1570,null,null,3064,null,null,6021,null,null,3190,null,null,3144,null,null,2039,null,null,2131,null,null,3058,null,null,812,null,null,470,null,null,10168,null,null,9351,null,null,8180,null,null,5269,null,null,3575,null,null,3503,null,null,4996,null,null,4798,null,null,4100,null,null,4219,null,null,3322,null,null,4182,null,null,4177,null,null,3282,null,null,660,null,null,40
3187768,1977,1278571,13878,1229577,13485,1147210,13263,959511,13569,123011,5494,5245,1594,104445,5645,82367,5539,48994,3240,48659,3199,26809,2339,13100,1699,38769,3054,1890,673,335,289,865670,15265,780971,14669,690569,13529,392639,12136,118553,6453,14921,2213,201735,9007,90402,5793,84699,4179,84211,4214,26037,2760,30120,2408,81204,4126,6652,991,488,333,1043527,13401,498512,11979,452328,10962,169141,6867,79227,4426,75448,4267,206892,7503,46184,4413,545015,5663,540625,6005,135537,4923,220501,6772,534246,6214,71244,3855,4390,1404,1977,null,null,13878,null,null,13485,null,null,13263,null,null,13569,null,null,5494,null,null,1594,null,null,5645,null,null,5539,null,null,3240,null,null,3199,null,null,2339,null,null,1699,null,null,3054,null,null,673,null,null,289,null,null,15265,null,null,14669,null,null,13529,null,null,12136,null,null,6453,null,null,2213,null,null,9007,null,null,5793,null,null,4179,null,null,4214,null,null,2760,null,null,2408,null,null,4126,null,null,991,null,null,333,null,null,13401,null,null,11979,null,null,10962,null,null,6867,null,null,4426,null,null,4267,null,null,7503,null,null,4413,null,null,5663,null,null,6005,null,null,4923,null,null,6772,null,null,6214,null,null,3855,null,null,1404,null,null,41
9912721,2617,4286329,26498,4117590,25550,3889313,25646,3403586,25165,398716,10894,15573,2054,208407,7544,228277,9479,168739,4363,166502,4303,102536,4256,43662,2585,135694,3999,7684,1065,2237,718,2358116,19023,2082353,18078,1864167,14927,1193608,13556,326576,9709,47562,3516,401943,10020,218186,9240,275763,7281,274762,7297,96057,3665,118585,5175,266538,7257,19922,1698,1001,346,3268276,20687,1572487,19235,1436843,16905,575203,10036,237245,7936,270191,8197,626507,14890,135644,7423,1695789,7524,1689031,7547,503626,9062,727418,11602,1672345,7582,232594,6519,6758,1504,2617,null,null,26498,null,null,25550,null,null,25646,null,null,25165,null,null,10894,null,null,2054,null,null,7544,null,null,9479,null,null,4363,null,null,4303,null,null,4256,null,null,2585,null,null,3999,null,null,1065,null,null,718,null,null,19023,null,null,18078,null,null,14927,null,null,13556,null,null,9709,null,null,3516,null,null,10020,null,null,9240,null,null,7281,null,null,7297,null,null,3665,null,null,5175,null,null,7257,null,null,1698,null,null,346,null,null,20687,null,null,19235,null,null,16905,null,null,10036,null,null,7936,null,null,8197,null,null,14890,null,null,7423,null,null,7524,null,null,7547,null,null,9062,null,null,11602,null,null,7582,null,null,6519,null,null,1504,null,null,42
