C11010_001E,C11010_001M,C11010_002E,C11010_002M,C11010_003E,C11010_003M,C11010_004E,C11010_004M,C11010_005E,C11010_005M,C11010_006E,C11010_006M,C11010_007E,C11010_007M,C11010_008E,C11010_008M,C11010_009E,C11010_009M,C11010_010E,C11010_010M,C11010_011E,C11010_011M,C11010_001M,C11010_001EA,C11010_001MA,C11010_002M,C11010_002EA,C11010_002MA,C11010_003M,C11010_003EA,C11010_003MA,C11010_004M,C11010_004EA,C11010_004MA,C11010_005M,C11010_005EA,C11010_005MA,C11010_006M,C11010_006EA,C11010_006MA,C11010_007M,C11010_007EA,C11010_007MA,C11010_008M,C11010_008EA,C11010_008MA,C11010_009M,C11010_009EA,C11010_009MA,C11010_010M,C11010_010EA,C11010_010MA,C11010_011M,C11010_011EA,C11010_011MA,state
2708995,23001,1238006,14130,944190,13990,628169,12967,316021,7838,293816,9980,1470989,17266,1240275,17535,587193,13776,653082,10138,230714,7712,23001,null,null,14130,null,null,13990,null,null,12967,null,null,7838,null,null,9980,null,null,17266,null,null,17535,null,null,13776,null,null,10138,null,null,7712,null,null,12
1207132,14964,551460,10867,435756,11280,334101,10798,101655,4162,115704,6038,655672,12459,566669,11518,334290,9079,232379,6666,89003,4685,14964,null,null,10867,null,null,11280,null,null,10798,null,null,4162,null,null,6038,null,null,12459,null,null,11518,null,null,9079,null,null,6666,null,null,4685,null,null,13
140363,5041,70104,3502,53139,3028,34973,2550,18166,1572,16965,2142,70259,3354,58722,3192,30517,2501,28205,1933,11537,1711,5041,null,null,3502,null,null,3028,null,null,2550,null,null,1572,null,null,2142,null,null,3354,null,null,3192,null,null,2501,null,null,1933,null,null,1711,null,null,15
199255,6420,94042,4638,73749,4312,52501,3639,21248,2387,20293,2517,105213,5294,88507,4788,46737,4155,41770,2506,16706,2323,6420,null,null,4638,null,null,4312,null,null,3639,null,null,2387,null,null,2517,null,null,5294,null,null,4788,null,null,4155,null,null,2506,null,null,2323,null,null,16
1721433,16439,793092,11906,631022,11296,472513,10049,158509,5311,162070,6174,928341,13732,794653,12919,421101,10995,373552,6660,133688,5493,16439,null,null,11906,null,null,11296,null,null,10049,null,null,5311,null,null,6174,null,null,13732,null,null,12919,null,null,10995,null,null,6660,null,null,5493,null,null,17
887512,11254,417123,7742,325498,7048,241923,6190,83575,3533,91625,4853,470389,8981,398538,8277,209828,6952,188710,4446,71851,4469,11254,null,null,7742,null,null,7048,null,null,6190,null,null,3533,null,null,4853,null,null,8981,null,null,8277,null,null,6952,null,null,4446,null,null,4469,null,null,18
452889,7182,215422,5208,166315,5166,122352,4960,43963,2275,49107,2981,237467,5627,200736,5033,96160,4617,104576,3295,36731,2739,7182,null,null,5208,null,null,5166,null,null,4960,null,null,2275,null,null,2981,null,null,5627,null,null,5033,null,null,4617,null,null,3295,null,null,2739,null,null,19
394402,8116,183244,6074,147980,5487,109813,4836,38167,2258,35264,3076,211158,6219,180203,5634,94483,4363,85720,3102,30955,2851,8116,null,null,6074,null,null,5487,null,null,4836,null,null,2258,null,null,3076,null,null,6219,null,null,5634,null,null,4363,null,null,3102,null,null,2851,null,null,20
596302,10780,279685,7714,223964,6718,164782,6143,59182,3428,55721,3654,316617,8033,270767,7587,141139,5651,129628,4276,45850,3441,10780,null,null,7714,null,null,6718,null,null,6143,null,null,3428,null,null,3654,null,null,8033,null,null,7587,null,null,5651,null,null,4276,null,null,3441,null,null,21
623089,10033,293234,7497,238053,7348,176495,6464,61558,3429,55181,3773,329855,7972,282351,7957,157939,6515,124412,4669,47504,3167,10033,null,null,7497,null,null,7348,null,null,6464,null,null,3429,null,null,3773,null,null,7972,null,null,7957,null,null,6515,null,null,4669,null,null,3167,null,null,22
202106,5429,89067,3701,67431,3382,46311,2818,21120,1913,21636,1914,113039,4048,91895,3764,43937,2972,47958,2321,21144,2300,5429,null,null,3701,null,null,3382,null,null,2818,null,null,1913,null,null,1914,null,null,4048,null,null,3764,null,null,2972,null,null,2321,null,null,2300,null,null,23
735704,9658,320690,7733,248928,6986,181113,6445,67815,3167,71762,4375,415014,6842,349300,6361,191314,5993,157986,3619,65714,3771,9658,null,null,7733,null,null,6986,null,null,6445,null,null,3167,null,null,4375,null,null,6842,null,null,6361,null,null,5993,null,null,3619,null,null,3771,null,null,24
945737,11435,424754,8758,317332,8087,223315,7307,94017,3824,107422,4383,520983,8132,428887,7464,219079,6638,209808,5315,92096,4336,11435,null,null,8758,null,null,8087,null,null,7307,null,null,3824,null,null,4383,null,null,8132,null,null,7464,null,null,6638,null,null,5315,null,null,4336,null,null,25
1407558,13507,671443,10170,528316,9284,384903,7986,143413,4050,143127,5838,736115,8913,626752,8627,321457,7012,305295,5870,109363,4257,13507,null,null,10170,null,null,9284,null,null,7986,null,null,4050,null,null,5838,null,null,8913,null,null,8627,null,null,7012,null,null,5870,null,null,4257,null,null,26
781621,9219,369408,6476,286432,5777,212957,5692,73475,3036,82976,4390,412213,7208,341936,7066,178339,5656,163597,4106,70277,3773,9219,null,null,6476,null,null,5777,null,null,5692,null,null,3036,null,null,4390,null,null,7208,null,null,7066,null,null,5656,null,null,4106,null,null,3773,null,null,27
360526,8546,171048,6690,143368,6325,103402,5510,39966,2797,27680,2768,189478,6348,171087,5906,87662,4363,83425,3996,18391,2116,8546,null,null,6690,null,null,6325,null,null,5510,null,null,2797,null,null,2768,null,null,6348,null,null,5906,null,null,4363,null,null,3996,null,null,2116,null,null,28
844841,10759,387862,7728,304630,6994,224750,6796,79880,3223,83232,4733,456979,7091,387284,6888,200953,6372,186331,5113,69695,4026,10759,null,null,7728,null,null,6994,null,null,6796,null,null,3223,null,null,4733,null,null,7091,null,null,6888,null,null,6372,null,null,5113,null,null,4026,null,null,29
158676,4537,79094,3986,62122,3162,43018,2924,19104,1630,16972,2205,79582,3972,65710,3364,34227,2682,31483,2358,13872,1951,4537,null,null,3986,null,null,3162,null,null,2924,null,null,1630,null,null,2205,null,null,3972,null,null,3364,null,null,2682,null,null,2358,null,null,1951,null,null,30
271126,5915,130519,4758,104122,3818,79536,3600,24586,1597,26397,2434,140607,3760,119700,3383,60616,2853,59084,2335,20907,2202,5915,null,null,4758,null,null,3818,null,null,3600,null,null,1597,null,null,2434,null,null,3760,null,null,3383,null,null,2853,null,null,2335,null,null,2202,null,null,31
384190,7925,201515,5171,152721,4912,110480,4326,42241,2698,48794,3598,182675,5580,148876,5014,85865,4116,63011,3376,33799,2565,7925,null,null,5171,null,null,4912,null,null,4326,null,null,2698,null,null,3598,null,null,5580,null,null,5014,null,null,4116,null,null,3376,null,null,2565,null,null,32
177731,5207,84814,4397,62617,3839,43521,3473,19096,1864,22197,2164,92917,3712,74575,3578,35824,2938,38751,2605,18342,1916,5207,null,null,4397,null,null,3839,null,null,3473,null,null,1864,null,null,2164,null,null,3712,null,null,3578,null,null,2938,null,null,2605,null,null,1916,null,null,33
997369,13050,438922,9617,349757,8538,247997,8034,101760,4380,89165,5138,558447,9589,491572,8580,238523,6776,253049,4769,66875,3763,13050,null,null,9617,null,null,8538,null,null,8034,null,null,4380,null,null,5138,null,null,9589,null,null,8580,null,null,6776,null,null,4769,null,null,3763,null,null,34
277237,5882,137833,4760,109428,4431,73488,3763,35940,2666,28405,2952,139404,4470,120984,4219,62837,3881,58147,2755,18420,2186,5882,null,null,4760,null,null,4431,null,null,3763,null,null,2666,null,null,2952,null,null,4470,null,null,4219,null,null,3881,null,null,2755,null,null,2186,null,null,35
2667471,20755,1197013,15501,919088,15234,665411,12288,253677,6791,277925,8280,1470458,14451,1239652,12674,651007,11242,588645,7082,230806,6922,20755,null,null,15501,null,null,15234,null,null,12288,null,null,6791,null,null,8280,null,null,14451,null,null,12674,null,null,11242,null,null,7082,null,null,6922,null,null,36
1339760,13827,608093,11336,479375,9290,357374,8135,122001,4839,128718,6293,731667,10862,628914,10984,343852,9873,285062,6210,102753,5220,13827,null,null,11336,null,null,9290,null,null,8135,null,null,4839,null,null,6293,null,null,10862,null,null,10984,null,null,9873,null,null,6210,null,null,5220,null,null,37
130230,4087,71145,3284,53031,3288,42584,3002,10447,1116,18114,2028,59085,2852,48874,2976,25296,2503,23578,1655,10211,1686,4087,null,null,3284,null,null,3288,null,null,3002,null,null,1116,null,null,2028,null,null,2852,null,null,2976,null,null,2503,null,null,1655,null,null,1686,null,null,38
1695008,14965,805065,11177,641890,11216,474455,9624,167435,5215,163175,6050,889943,9576,760537,10088,398160,7690,362377,7336,129406,6079,14965,null,null,11177,null,null,11216,null,null,9624,null,null,5215,null,null,6050,null,null,9576,null,null,10088,null,null,7690,null,null,7336,null,null,6079,null,null,39
507611,8382,243183,6364,193570,5671,142983,5258,50587,2317,49613,3167,264428,5865,227435,5355,118342,3837,109093,3284,36993,2602,8382,null,null,6364,null,null,5671,null,null,5258,null,null,2317,null,null,3167,null,null,5865,null,null,5355,null,null,3837,null,null,3284,null,null,2602,null,null,40
575929,10562,258232,7804,184054,6379,124461,5385,59593,3394,74178,4341,317697,8325,246934,7384,124605,5932,122329,4528,70763,3984,10562,null,null,7804,null,null,6379,null,null,5385,null,null,3394,null,null,4341,null,null,8325,null,null,7384,null,null,5932,null,null,4528,null,null,3984,null,null,41
1787208,14757,815376,11228,642761,9666,460826,8676,181935,5685,172615,6244,971832,10917,837130,10198,408110,8856,429020,5390,134702,4533,14757,null,null,11228,null,null,9666,null,null,8676,null,null,5685,null,null,6244,null,null,10917,null,null,10198,null,null,8856,null,null,5390,null,null,4533,null,null,42
160791,5503,73972,3725,57534,3728,41811,3459,15723,1666,16438,2225,86819,3505,74345,3407,39684,2534,34661,2310,12474,1852,5503,null,null,3725,null,null,3728,null,null,3459,null,null,1666,null,null,2225,null,null,3505,null,null,3407,null,null,2534,null,null,2310,null,null,1852,null,null,44
653192,11276,297036,8174,237415,7122,171545,6240,65870,2911,59621,3834,356156,7713,313492,7648,169507,6175,143985,4973,42664,3340,11276,null,null,8174,null,null,7122,null,null,6240,null,null,2911,null,null,3834,null,null,7713,null,null,7648,null,null,6175,null,null,4973,null,null,3340,null,null,45
124017,3356,61968,2814,49752,2740,38026,2522,11726,1240,12216,1582,62049,2507,53682,2626,25451,2121,28231,2114,8367,1430,3356,null,null,2814,null,null,2740,null,null,2522,null,null,1240,null,null,1582,null,null,2507,null,null,2626,null,null,2121,null,null,2114,null,null,1430,null,null,46
885727,11837,412529,10230,328063,8985,246100,7789,81963,4247,84466,4983,473198,8905,406583,8237,219708,7172,186875,5489,66615,4727,11837,null,null,10230,null,null,8985,null,null,7789,null,null,4247,null,null,4983,null,null,8905,null,null,8237,null,null,7172,null,null,5489,null,null,4727,null,null,47
2933397,24245,1441459,18254,1133051,15897,885290,14692,247761,7272,308408,9618,1491938,19114,1266879,17251,735170,14111,531709,8887,225059,8082,24245,null,null,18254,null,null,15897,null,null,14692,null,null,7272,null,null,9618,null,null,19114,null,null,17251,null,null,14111,null,null,8887,null,null,8082,null,null,48
232023,6814,113039,4705,79895,4203,59490,3866,20405,1983,33144,2992,118984,4733,96554,4398,49399,3324,47155,2917,22430,2122,6814,null,null,4705,null,null,4203,null,null,3866,null,null,1983,null,null,2992,null,null,4733,null,null,4398,null,null,3324,null,null,2917,null,null,2122,null,null,49
100430,3244,43062,2274,31865,2159,21093,1836,10772,1073,11197,1405,57368,2566,45180,2418,21108,1623,24072,1663,12188,1415,3244,null,null,2274,null,null,2159,null,null,1836,null,null,1073,null,null,1405,null,null,2566,null,null,2418,null,null,1623,null,null,1663,null,null,1415,null,null,50
1057643,14080,481300,8957,368967,8512,275455,7293,93512,4264,112333,4810,576343,10198,484901,9666,268196,8023,216705,5292,91442,5171,14080,null,null,8957,null,null,8512,null,null,7293,null,null,4264,null,null,4810,null,null,10198,null,null,9666,null,null,8023,null,null,5292,null,null,5171,null,null,51
984033,11731,478058,9475,344094,8027,253353,7117,90741,4083,133964,6540,505975,8562,403721,7764,216846,6549,186875,4857,102254,5165,11731,null,null,9475,null,null,8027,null,null,7117,null,null,4083,null,null,6540,null,null,8562,null,null,7764,null,null,6549,null,null,4857,null,null,5165,null,null,53
254729,6086,118758,4537,97548,4186,67297,3951,30251,2419,21210,2272,135971,4871,116832,4708,56368,3352,60464,3644,19139,1955,6086,null,null,4537,null,null,4186,null,null,3951,null,null,2419,null,null,2272,null,null,4871,null,null,4708,null,null,3352,null,null,3644,null,null,1955,null,null,54
866076,9602,422567,7182,323484,7124,239573,7238,83911,3208,99083,4105,443509,7339,369470,7291,186925,6569,182545,4021,74039,3586,9602,null,null,7182,null,null,7124,null,null,7238,null,null,3208,null,null,4105,null,null,7339,null,null,7291,null,null,6569,null,null,4021,null,null,3586,null,null,55
78095,3889,42089,2921,32732,2780,25483,2587,7249,1226,9357,1367,36006,2604,29232,2279,14586,1735,14646,1448,6774,1315,3889,null,null,2921,null,null,2780,null,null,2587,null,null,1226,null,null,1367,null,null,2604,null,null,2279,null,null,1735,null,null,1448,null,null,1315,null,null,56
372106,8634,154036,5183,132290,5146,82099,4747,50191,2679,21746,2339,218070,6412,196383,6158,88750,4227,107633,4405,21687,2403,8634,null,null,5183,null,null,5146,null,null,4747,null,null,2679,null,null,2339,null,null,6412,null,null,6158,null,null,4227,null,null,4405,null,null,2403,null,null,72
644156,10818,295381,7658,253157,7123,189371,6544,63786,3361,42224,3593,348775,8546,315409,8211,167761,6221,147648,4945,33366,2744,10818,null,null,7658,null,null,7123,null,null,6544,null,null,3361,null,null,3593,null,null,8546,null,null,8211,null,null,6221,null,null,4945,null,null,2744,null,null,01
84366,4018,46605,2859,33487,2475,25954,2394,7533,1064,13118,1926,37761,2497,28995,2173,18679,1905,10316,1218,8766,1278,4018,null,null,2859,null,null,2475,null,null,2394,null,null,1064,null,null,1926,null,null,2497,null,null,2173,null,null,1905,null,null,1218,null,null,1278,null,null,02
870313,12408,427043,8901,322347,7165,226368,6450,95979,4475,104696,5958,443270,7459,364800,6921,184121,5961,180679,5035,78470,4332,12408,null,null,8901,null,null,7165,null,null,6450,null,null,4475,null,null,5958,null,null,7459,null,null,6921,null,null,5961,null,null,5035,null,null,4332,null,null,04
394801,9567,185993,6545,150855,6115,109975,5132,40880,3325,35138,3411,208808,6338,183514,5950,91328,4838,92186,3826,25294,2386,9567,null,null,6545,null,null,6115,null,null,5132,null,null,3325,null,null,3411,null,null,6338,null,null,5950,null,null,4838,null,null,3826,null,null,2386,null,null,05
4056417,24288,1925068,17493,1383678,16961,986154,15426,397524,6974,541390,12116,2131349,19419,1708389,17481,893535,14286,814854,10716,422960,8949,24288,null,null,17493,null,null,16961,null,null,15426,null,null,6974,null,null,12116,null,null,19419,null,null,17481,null,null,14286,null,null,10716,null,null,8949,null,null,06
761056,10030,377308,8286,271086,7048,206888,6894,64198,3220,106222,5356,383748,6758,303723,5780,176633,5380,127090,3767,80025,4560,10030,null,null,8286,null,null,7048,null,null,6894,null,null,3220,null,null,5356,null,null,6758,null,null,5780,null,null,5380,null,null,3767,null,null,4560,null,null,08
476669,8670,213350,5619,165181,4993,119309,5015,45872,2507,48169,3377,263319,6712,224090,7416,118489,6328,105601,3136,39229,3252,8670,null,null,5619,null,null,4993,null,null,5015,null,null,2507,null,null,3377,null,null,6712,null,null,7416,null,null,6328,null,null,3136,null,null,3252,null,null,09
118652,4707,53045,3445,41580,2959,30881,2940,10699,1414,11465,1731,65607,3622,55214,3540,27832,2542,27382,2145,10393,1376,4707,null,null,3445,null,null,2959,null,null,2940,null,null,1414,null,null,1731,null,null,3622,null,null,3540,null,null,2542,null,null,2145,null,null,1376,null,null,10
158509,4136,72510,3049,53849,3149,42501,2969,11348,1532,18661,1842,85999,3159,69473,3204,49599,2621,19874,1556,16526,1774,4136,null,null,3049,null,null,3149,null,null,2969,null,null,1532,null,null,1842,null,null,3159,null,null,3204,null,null,2621,null,null,1556,null,null,1774,null,null,11
