B22008_001E,B22008_001M,B22008_002E,B22008_002M,B22008_003E,B22008_003M,B22008_001M,B22008_001EA,B22008_001MA,B22008_002M,B22008_002EA,B22008_002MA,B22008_003M,B22008_003EA,B22008_003MA,state
50860,241,23926,495,56304,362,241,null,null,495,null,null,362,null,null,12
53559,710,21179,603,60589,528,710,null,null,603,null,null,528,null,null,13
74511,1776,32575,2925,80061,1759,1776,null,null,2925,null,null,1759,null,null,15
51807,963,22694,1995,56052,1130,963,null,null,1995,null,null,1130,null,null,16
60960,389,22065,473,68562,603,389,null,null,473,null,null,603,null,null,17
52314,371,19982,712,57501,568,371,null,null,712,null,null,568,null,null,18
56247,695,22470,1176,61280,658,695,null,null,1176,null,null,658,null,null,19
54935,893,19485,1618,58605,985,893,null,null,1618,null,null,985,null,null,20
46659,600,14656,560,53394,727,600,null,null,560,null,null,727,null,null,21
45146,776,18310,616,51809,505,776,null,null,616,null,null,505,null,null,22
53079,1379,17388,983,61045,1008,1379,null,null,983,null,null,1008,null,null,23
78945,737,27275,941,85773,808,737,null,null,941,null,null,808,null,null,24
75297,771,18446,642,84467,954,771,null,null,642,null,null,954,null,null,25
52492,402,19484,468,59820,480,402,null,null,468,null,null,480,null,null,26
65599,606,19264,1087,70593,581,606,null,null,1087,null,null,581,null,null,27
41754,556,16274,631,48360,1131,556,null,null,631,null,null,1131,null,null,28
51746,374,19257,859,57002,517,374,null,null,859,null,null,517,null,null,29
50027,1096,18275,1781,54471,1545,1096,null,null,1781,null,null,1545,null,null,30
56927,767,21404,1279,61334,818,767,null,null,1279,null,null,818,null,null,31
55180,901,24606,1858,60612,748,901,null,null,1858,null,null,748,null,null,32
70936,1422,22887,3180,74632,1714,1422,null,null,3180,null,null,1714,null,null,33
76126,701,21293,802,82522,813,701,null,null,802,null,null,813,null,null,34
46748,826,19636,1008,53554,1250,826,null,null,1008,null,null,1250,null,null,35
62909,631,18726,419,72690,633,631,null,null,419,null,null,633,null,null,36
50584,292,19376,648,56294,430,292,null,null,648,null,null,430,null,null,37
60656,1528,17514,1715,64240,1729,1528,null,null,1715,null,null,1729,null,null,38
52334,275,17698,431,59589,425,275,null,null,431,null,null,425,null,null,39
49176,625,19035,668,54888,593,625,null,null,668,null,null,593,null,null,40
57532,855,25092,1020,65600,828,855,null,null,1020,null,null,828,null,null,41
56907,360,20346,438,63898,448,360,null,null,438,null,null,448,null,null,42
60596,1591,17012,1809,70332,1530,1591,null,null,1809,null,null,1530,null,null,44
49501,601,20072,884,55013,724,601,null,null,884,null,null,724,null,null,45
54467,1289,16980,1482,58428,1685,1289,null,null,1482,null,null,1685,null,null,46
48547,675,19572,760,54322,687,675,null,null,760,null,null,687,null,null,47
56565,300,23304,514,62297,250,300,null,null,514,null,null,250,null,null,48
65977,955,27067,2849,69404,1118,955,null,null,2849,null,null,1118,null,null,49
57677,1672,19365,1739,64617,2006,1672,null,null,1739,null,null,2006,null,null,50
68114,748,20130,896,73650,690,748,null,null,896,null,null,690,null,null,51
67106,595,25774,1152,74046,810,595,null,null,1152,null,null,810,null,null,53
43385,1112,16654,1060,51579,796,1112,null,null,1060,null,null,796,null,null,54
56811,549,21038,585,62593,634,549,null,null,585,null,null,634,null,null,55
59882,2214,23668,6522,61949,1991,2214,null,null,6522,null,null,1991,null,null,56
20078,354,8755,219,30475,515,354,null,null,219,null,null,515,null,null,72
46257,677,16820,593,52248,506,677,null,null,593,null,null,506,null,null,01
76440,2230,27588,2348,81634,1592,2230,null,null,2348,null,null,1592,null,null,02
53558,634,23280,989,58878,686,634,null,null,989,null,null,686,null,null,04
44334,921,17065,994,49390,796,921,null,null,994,null,null,796,null,null,05
67739,356,27486,509,73437,391,356,null,null,509,null,null,391,null,null,06
65685,636,23695,1469,70269,616,636,null,null,1469,null,null,616,null,null,08
73433,1059,22797,1071,82648,1091,1059,null,null,1071,null,null,1091,null,null,09
61757,1492,28258,1829,67014,1710,1492,null,null,1829,null,null,1710,null,null,10
75506,3416,16508,1951,90577,4097,3416,null,null,1951,null,null,4097,null,null,11
