B25043_001E,B25043_001M,B25043_002E,B25043_002M,B25043_003E,B25043_003M,B25043_004E,B25043_004M,B25043_005E,B25043_005M,B25043_006E,B25043_006M,B25043_007E,B25043_007M,B25043_008E,B25043_008M,B25043_009E,B25043_009M,B25043_010E,B25043_010M,B25043_011E,B25043_011M,B25043_012E,B25043_012M,B25043_013E,B25043_013M,B25043_014E,B25043_014M,B25043_015E,B25043_015M,B25043_016E,B25043_016M,B25043_017E,B25043_017M,B25043_018E,B25043_018M,B25043_019E,B25043_019M,B25043_001M,B25043_001EA,B25043_001MA,B25043_002M,B25043_002EA,B25043_002MA,B25043_003M,B25043_003EA,B25043_003MA,B25043_004M,B25043_004EA,B25043_004MA,B25043_005M,B25043_005EA,B25043_005MA,B25043_006M,B25043_006EA,B25043_006MA,B25043_007M,B25043_007EA,B25043_007MA,B25043_008M,B25043_008EA,B25043_008MA,B25043_009M,B25043_009EA,B25043_009MA,B25043_010M,B25043_010EA,B25043_010MA,B25043_011M,B25043_011EA,B25043_011MA,B25043_012M,B25043_012EA,B25043_012MA,B25043_013M,B25043_013EA,B25043_013MA,B25043_014M,B25043_014EA,B25043_014MA,B25043_015M,B25043_015EA,B25043_015MA,B25043_016M,B25043_016EA,B25043_016MA,B25043_017M,B25043_017EA,B25043_017MA,B25043_018M,B25043_018EA,B25043_018MA,B25043_019M,B25043_019EA,B25043_019MA,state
7573456,23478,4857125,26450,4735241,26157,322737,8801,2507873,18156,1904631,13590,121884,5376,13745,1937,73078,4838,35061,2811,2716331,20401,2566653,21329,784234,10930,1368607,18654,413812,10434,149678,6892,43443,3681,81365,4932,24870,2400,23478,null,null,26450,null,null,26157,null,null,8801,null,null,18156,null,null,13590,null,null,5376,null,null,1937,null,null,4838,null,null,2811,null,null,20401,null,null,21329,null,null,10930,null,null,18654,null,null,10434,null,null,6892,null,null,3681,null,null,4932,null,null,2400,null,null,12
3686135,15528,2268606,20528,2220085,19946,203074,7528,1373700,15616,643311,8550,48521,3053,7864,1488,30799,2573,9858,1626,1417529,16560,1356800,16673,471552,11543,725639,13339,159609,5467,60729,5012,21750,2667,32419,3510,6560,1267,15528,null,null,20528,null,null,19946,null,null,7528,null,null,15616,null,null,8550,null,null,3053,null,null,1488,null,null,2573,null,null,1626,null,null,16560,null,null,16673,null,null,11543,null,null,13339,null,null,5467,null,null,5012,null,null,2667,null,null,3510,null,null,1267,null,null,13
455868,4824,260626,4898,254921,4721,15859,1793,140985,4170,98077,2974,5705,1146,644,348,3540,785,1521,678,195242,4348,187287,4421,54774,2681,101966,3888,30547,2041,7955,1247,2721,767,4118,880,1116,423,4824,null,null,4898,null,null,4721,null,null,1793,null,null,4170,null,null,2974,null,null,1146,null,null,348,null,null,785,null,null,678,null,null,4348,null,null,4421,null,null,2681,null,null,3888,null,null,2041,null,null,1247,null,null,767,null,null,880,null,null,423,null,null,15
610872,4143,418217,6970,407435,7154,45823,2851,233432,5428,128180,2930,10782,1898,2520,793,6521,1449,1741,670,192655,5870,181428,6016,71145,3484,84112,5125,26171,2201,11227,1452,5221,1100,4604,1126,1402,559,4143,null,null,6970,null,null,7154,null,null,2851,null,null,5428,null,null,2930,null,null,1898,null,null,793,null,null,1449,null,null,670,null,null,5870,null,null,6016,null,null,3484,null,null,5125,null,null,2201,null,null,1452,null,null,1100,null,null,1126,null,null,559,null,null,16
4822046,12932,3146858,18286,3083869,18255,308344,7301,1873126,14752,902399,8104,62989,3009,11910,1389,39122,2760,11957,1283,1675188,17617,1588194,17089,567232,10693,780790,12882,240172,7373,86994,4781,33549,2723,40127,3266,13318,1717,12932,null,null,18286,null,null,18255,null,null,7301,null,null,14752,null,null,8104,null,null,3009,null,null,1389,null,null,2760,null,null,1283,null,null,17617,null,null,17089,null,null,10693,null,null,12882,null,null,7373,null,null,4781,null,null,2723,null,null,3266,null,null,1717,null,null,17
2533270,10440,1731421,12509,1693542,12428,194063,5653,995236,8468,504243,5788,37879,2591,8113,1107,23652,2058,6114,1104,801849,11165,765838,10946,295625,7464,362875,8467,107338,4108,36011,2706,14322,1803,17050,1716,4639,1022,10440,null,null,12509,null,null,12428,null,null,5653,null,null,8468,null,null,5788,null,null,2591,null,null,1107,null,null,2058,null,null,1104,null,null,11165,null,null,10946,null,null,7464,null,null,8467,null,null,4108,null,null,2706,null,null,1803,null,null,1716,null,null,1022,null,null,18
1247932,7106,881435,7975,860868,8099,114526,4485,489873,6223,256469,3623,20567,1462,4306,791,12561,1380,3700,741,366497,6811,348473,6865,144190,4788,145034,5491,59249,3011,18024,1859,7711,1281,8023,1390,2290,676,7106,null,null,7975,null,null,8099,null,null,4485,null,null,6223,null,null,3623,null,null,1462,null,null,791,null,null,1380,null,null,741,null,null,6811,null,null,6865,null,null,4788,null,null,5491,null,null,3011,null,null,1859,null,null,1281,null,null,1390,null,null,676,null,null,19
1110407,6778,729392,8711,712531,8737,85843,4284,414301,6348,212387,3776,16861,1962,2788,873,11302,1427,2771,619,381015,7352,357832,7237,143460,4993,159400,5212,54972,2892,23183,2239,9024,1381,11064,1602,3095,686,6778,null,null,8711,null,null,8737,null,null,4284,null,null,6348,null,null,3776,null,null,1962,null,null,873,null,null,1427,null,null,619,null,null,7352,null,null,7237,null,null,4993,null,null,5212,null,null,2892,null,null,2239,null,null,1381,null,null,1602,null,null,686,null,null,20
1717706,9131,1148175,11051,1121452,11114,115364,5196,654588,7936,351500,5166,26723,2399,4119,890,17183,1830,5421,939,569531,9504,544526,9399,197228,5484,272221,7502,75077,4147,25005,2456,7853,1596,13335,1546,3817,1222,9131,null,null,11051,null,null,11114,null,null,5196,null,null,7936,null,null,5166,null,null,2399,null,null,890,null,null,1830,null,null,939,null,null,9504,null,null,9399,null,null,5484,null,null,7502,null,null,4147,null,null,2456,null,null,1596,null,null,1546,null,null,1222,null,null,21
1720801,8997,1105710,12317,1081642,12341,123401,5662,620973,9967,337268,4794,24068,2095,4450,1059,14122,1929,5496,1173,615091,11467,586993,11220,212179,7744,295857,8622,78957,4240,28098,2752,9183,1731,15769,1917,3146,873,8997,null,null,12317,null,null,12341,null,null,5662,null,null,9967,null,null,4794,null,null,2095,null,null,1059,null,null,1929,null,null,1173,null,null,11467,null,null,11220,null,null,7744,null,null,8622,null,null,4240,null,null,2752,null,null,1731,null,null,1917,null,null,873,null,null,22
