C27017_001E,C27017_001M,C27017_002E,C27017_002M,C27017_003E,C27017_003M,C27017_004E,C27017_004M,C27017_005E,C27017_005M,C27017_006E,C27017_006M,C27017_007E,C27017_007M,C27017_008E,C27017_008M,C27017_009E,C27017_009M,C27017_010E,C27017_010M,C27017_011E,C27017_011M,C27017_012E,C27017_012M,C27017_013E,C27017_013M,C27017_014E,C27017_014M,C27017_015E,C27017_015M,C27017_016E,C27017_016M,C27017_017E,C27017_017M,C27017_018E,C27017_018M,C27017_019E,C27017_019M,C27017_020E,C27017_020M,C27017_021E,C27017_021M,C27017_022E,C27017_022M,C27017_023E,C27017_023M,C27017_024E,C27017_024M,C27017_025E,C27017_025M,C27017_026E,C27017_026M,C27017_027E,C27017_027M,C27017_028E,C27017_028M,C27017_029E,C27017_029M,C27017_030E,C27017_030M,C27017_031E,C27017_031M,C27017_032E,C27017_032M,C27017_033E,C27017_033M,C27017_034E,C27017_034M,C27017_035E,C27017_035M,C27017_036E,C27017_036M,C27017_037E,C27017_037M,C27017_038E,C27017_038M,C27017_039E,C27017_039M,C27017_040E,C27017_040M,C27017_041E,C27017_041M,C27017_001M,C27017_001EA,C27017_001MA,C27017_002M,C27017_002EA,C27017_002MA,C27017_003M,C27017_003EA,C27017_003MA,C27017_004M,C27017_004EA,C27017_004MA,C27017_005M,C27017_005EA,C27017_005MA,C27017_006M,C27017_006EA,C27017_006MA,C27017_007M,C27017_007EA,C27017_007MA,C27017_008M,C27017_008EA,C27017_008MA,C27017_009M,C27017_009EA,C27017_009MA,C27017_010M,C27017_010EA,C27017_010MA,C27017_011M,C27017_011EA,C27017_011MA,C27017_012M,C27017_012EA,C27017_012MA,C27017_013M,C27017_013EA,C27017_013MA,C27017_014M,C27017_014EA,C27017_014MA,C27017_015M,C27017_015EA,C27017_015MA,C27017_016M,C27017_016EA,C27017_016MA,C27017_017M,C27017_017EA,C27017_017MA,C27017_018M,C27017_018EA,C27017_018MA,C27017_019M,C27017_019EA,C27017_019MA,C27017_020M,C27017_020EA,C27017_020MA,C27017_021M,C27017_021EA,C27017_021MA,C27017_022M,C27017_022EA,C27017_022MA,C27017_023M,C27017_023EA,C27017_023MA,C27017_024M,C27017_024EA,C27017_024MA,C27017_025M,C27017_025EA,C27017_025MA,C27017_026M,C27017_026EA,C27017_026MA,C27017_027M,C27017_027EA,C27017_027MA,C27017_028M,C27017_028EA,C27017_028MA,C27017_029M,C27017_029EA,C27017_029MA,C27017_030M,C27017_030EA,C27017_030MA,C27017_031M,C27017_031EA,C27017_031MA,C27017_032M,C27017_032EA,C27017_032MA,C27017_033M,C27017_033EA,C27017_033MA,C27017_034M,C27017_034EA,C27017_034MA,C27017_035M,C27017_035EA,C27017_035MA,C27017_036M,C27017_036EA,C27017_036MA,C27017_037M,C27017_037EA,C27017_037MA,C27017_038M,C27017_038EA,C27017_038MA,C27017_039M,C27017_039EA,C27017_039MA,C27017_040M,C27017_040EA,C27017_040MA,C27017_041M,C27017_041EA,C27017_041MA,state
1294414,1410,245480,11664,61580,5561,13345,3017,48235,4924,142790,7204,43645,4405,99145,5852,41110,3018,16614,2009,24496,2300,147061,9314,31981,3617,15982,2749,15999,2906,79952,5729,44346,3858,35606,4117,35128,2983,19549,2173,15579,2059,411445,12950,81483,5023,66334,4784,15149,2636,245586,8416,191945,7109,53641,4528,84376,4177,58757,3564,25619,2516,490428,12523,73402,4950,68670,4865,4732,1203,328157,8986,303313,8972,24844,3324,88869,4171,66875,3640,21994,2286,1410,null,null,11664,null,null,5561,null,null,3017,null,null,4924,null,null,7204,null,null,4405,null,null,5852,null,null,3018,null,null,2009,null,null,2300,null,null,9314,null,null,3617,null,null,2749,null,null,2906,null,null,5729,null,null,3858,null,null,4117,null,null,2983,null,null,2173,null,null,2059,null,null,12950,null,null,5023,null,null,4784,null,null,2636,null,null,8416,null,null,7109,null,null,4528,null,null,4177,null,null,3564,null,null,2516,null,null,12523,null,null,4950,null,null,4865,null,null,1203,null,null,8986,null,null,8972,null,null,3324,null,null,4171,null,null,3640,null,null,2286,null,null,23
5854693,4187,820037,17945,246247,10083,47430,4473,198817,10177,463088,10710,156456,7321,306632,9001,110702,3954,50890,2884,59812,3435,466595,26480,136175,10851,51342,6537,84833,7733,257757,15538,128531,9422,129226,9821,72663,4862,40521,3249,32142,3652,1497947,33350,365989,14731,248894,11462,117095,8633,906387,19830,673803,16892,232584,10447,225571,6205,153646,6017,71925,4410,3070114,35369,577893,14290,535867,13509,42026,5041,2048976,21065,1911842,19690,137134,8187,443245,6818,357908,7041,85337,4908,4187,null,null,17945,null,null,10083,null,null,4473,null,null,10177,null,null,10710,null,null,7321,null,null,9001,null,null,3954,null,null,2884,null,null,3435,null,null,26480,null,null,10851,null,null,6537,null,null,7733,null,null,15538,null,null,9422,null,null,9821,null,null,4862,null,null,3249,null,null,3652,null,null,33350,null,null,14731,null,null,11462,null,null,8633,null,null,19830,null,null,16892,null,null,10447,null,null,6205,null,null,6017,null,null,4410,null,null,35369,null,null,14290,null,null,13509,null,null,5041,null,null,21065,null,null,19690,null,null,8187,null,null,6818,null,null,7041,null,null,4908,null,null,24
6569183,2993,974914,23273,254144,10193,45030,4463,209114,10322,569987,14803,178817,8811,391170,13241,150783,4957,57908,3464,92875,5033,491207,18764,114105,8256,41010,5208,73095,6857,271193,11969,119735,7515,151458,9526,105909,5053,57679,3811,48230,3437,1609659,30280,330352,11988,237869,11324,92483,7075,975761,18700,703510,17149,272251,12225,303546,7733,200161,7033,103385,5759,3493403,30792,658679,10684,622255,10758,36424,4152,2358891,21833,2195825,22786,163066,8254,475833,7765,371021,7401,104812,5365,2993,null,null,23273,null,null,10193,null,null,4463,null,null,10322,null,null,14803,null,null,8811,null,null,13241,null,null,4957,null,null,3464,null,null,5033,null,null,18764,null,null,8256,null,null,5208,null,null,6857,null,null,11969,null,null,7515,null,null,9526,null,null,5053,null,null,3811,null,null,3437,null,null,30280,null,null,11988,null,null,11324,null,null,7075,null,null,18700,null,null,17149,null,null,12225,null,null,7733,null,null,7033,null,null,5759,null,null,30792,null,null,10684,null,null,10758,null,null,4152,null,null,21833,null,null,22786,null,null,8254,null,null,7765,null,null,7401,null,null,5365,null,null,25
9698645,3970,2101424,29441,627513,15891,119602,8038,507911,13332,1243764,18032,395888,11376,847876,14948,230147,6739,117561,4727,112586,4610,1055129,22529,273324,10913,138967,7860,134357,8240,596028,14362,339954,10156,256074,9868,185777,6455,120674,5056,65103,3766,3005221,33702,646545,15001,524538,14419,122007,5900,1778807,23373,1428668,21582,350139,9823,579869,9487,445724,9350,134145,4130,3536871,32346,602774,13882,576504,13554,26270,2659,2358974,22457,2228878,22310,130096,6681,575123,9806,471471,9327,103652,4573,3970,null,null,29441,null,null,15891,null,null,8038,null,null,13332,null,null,18032,null,null,11376,null,null,14948,null,null,6739,null,null,4727,null,null,4610,null,null,22529,null,null,10913,null,null,7860,null,null,8240,null,null,14362,null,null,10156,null,null,9868,null,null,6455,null,null,5056,null,null,3766,null,null,33702,null,null,15001,null,null,14419,null,null,5900,null,null,23373,null,null,21582,null,null,9823,null,null,9487,null,null,9350,null,null,4130,null,null,32346,null,null,13882,null,null,13554,null,null,2659,null,null,22457,null,null,22310,null,null,6681,null,null,9806,null,null,9327,null,null,4573,null,null,26
5394003,2520,831753,19703,252260,10193,60914,5755,191346,9070,468492,11777,173699,6932,294793,8975,111001,4177,60051,2940,50950,3041,476198,16953,136327,7213,68784,5273,67543,5536,250216,10532,136496,7015,113720,7541,89655,4017,59507,3309,30148,2368,1603161,23752,388414,9282,310300,8663,78114,6042,940257,16443,755753,14207,184504,9083,274490,5999,201759,5787,72731,3539,2482891,22241,489717,9478,467282,9157,22435,2814,1667869,16047,1590266,15605,77603,5052,325305,6408,257803,5772,67502,4053,2520,null,null,19703,null,null,10193,null,null,5755,null,null,9070,null,null,11777,null,null,6932,null,null,8975,null,null,4177,null,null,2940,null,null,3041,null,null,16953,null,null,7213,null,null,5273,null,null,5536,null,null,10532,null,null,7015,null,null,7541,null,null,4017,null,null,3309,null,null,2368,null,null,23752,null,null,9282,null,null,8663,null,null,6042,null,null,16443,null,null,14207,null,null,9083,null,null,5999,null,null,5787,null,null,3539,null,null,22241,null,null,9478,null,null,9157,null,null,2814,null,null,16047,null,null,15605,null,null,5052,null,null,6408,null,null,5772,null,null,4053,null,null,27
2885130,2402,856885,22782,280847,11488,36519,4073,244328,11201,475117,13824,156611,8652,318506,10543,100921,4587,31874,2838,69047,4220,373819,18942,98401,8381,40946,5532,57455,6139,208195,11262,119779,7430,88416,7486,67223,4825,30605,3320,36618,4027,891098,24905,204360,10102,138155,8764,66205,6257,542535,16388,419034,14481,123501,8066,144203,5714,86117,4282,58086,4405,763328,20724,127987,7932,112664,7220,15323,2894,511188,13492,473159,13725,38029,4767,124153,5659,86477,5276,37676,3538,2402,null,null,22782,null,null,11488,null,null,4073,null,null,11201,null,null,13824,null,null,8652,null,null,10543,null,null,4587,null,null,2838,null,null,4220,null,null,18942,null,null,8381,null,null,5532,null,null,6139,null,null,11262,null,null,7430,null,null,7486,null,null,4825,null,null,3320,null,null,4027,null,null,24905,null,null,10102,null,null,8764,null,null,6257,null,null,16388,null,null,14481,null,null,8066,null,null,5714,null,null,4282,null,null,4405,null,null,20724,null,null,7932,null,null,7220,null,null,2894,null,null,13492,null,null,13725,null,null,4767,null,null,5659,null,null,5276,null,null,3538,null,null,28
5900028,3895,1233907,28625,382541,14544,88455,6907,294086,13204,703696,16000,276474,9977,427222,11315,147670,5236,62066,3277,85604,4298,701433,21515,193966,10762,111037,9746,82929,6687,387543,13765,242692,9964,144851,7370,119924,5240,62631,3975,57293,3800,1917298,33023,432379,14878,354685,13155,77694,5542,1149422,20065,951752,18210,197670,8600,335497,7879,207847,6805,127650,6180,2047390,27875,352966,11713,334383,11279,18583,2759,1359961,17078,1281002,17348,78959,5594,334463,7736,231671,7266,102792,5370,3895,null,null,28625,null,null,14544,null,null,6907,null,null,13204,null,null,16000,null,null,9977,null,null,11315,null,null,5236,null,null,3277,null,null,4298,null,null,21515,null,null,10762,null,null,9746,null,null,6687,null,null,13765,null,null,9964,null,null,7370,null,null,5240,null,null,3975,null,null,3800,null,null,33023,null,null,14878,null,null,13155,null,null,5542,null,null,20065,null,null,18210,null,null,8600,null,null,7879,null,null,6805,null,null,6180,null,null,27875,null,null,11713,null,null,11279,null,null,2759,null,null,17078,null,null,17348,null,null,5594,null,null,7736,null,null,7266,null,null,5370,null,null,29
1015703,1338,218023,9867,57407,5175,11660,2834,45747,4366,128602,6301,49820,4945,78782,4723,32014,2217,14307,1671,17707,2036,123051,8281,31920,4304,13743,2743,18177,3286,67854,4717,42337,3855,25517,2811,23277,2156,12828,1905,10449,1395,327242,11490,77208,4871,55782,4107,21426,2865,189011,7386,149791,6712,39220,4076,61023,2952,37547,2601,23476,2341,347387,10809,57625,4154,52089,4028,5536,1202,226630,7329,209160,7024,17470,2389,63132,3145,44638,2670,18494,1917,1338,null,null,9867,null,null,5175,null,null,2834,null,null,4366,null,null,6301,null,null,4945,null,null,4723,null,null,2217,null,null,1671,null,null,2036,null,null,8281,null,null,4304,null,null,2743,null,null,3286,null,null,4717,null,null,3855,null,null,2811,null,null,2156,null,null,1905,null,null,1395,null,null,11490,null,null,4871,null,null,4107,null,null,2865,null,null,7386,null,null,6712,null,null,4076,null,null,2952,null,null,2601,null,null,2341,null,null,10809,null,null,4154,null,null,4028,null,null,1202,null,null,7329,null,null,7024,null,null,2389,null,null,3145,null,null,2670,null,null,1917,null,null,30
1845666,2180,327718,10995,104870,6503,24331,3675,80539,6097,181630,6653,82278,4772,99352,6351,41218,2480,20724,1871,20494,1869,202910,10527,62139,5982,30450,3506,31689,4534,107879,5559,72185,4481,35694,3756,32892,2244,19742,1758,13150,1521,614106,12421,160539,6089,136135,5572,24404,3516,362533,8300,308605,8335,53928,5103,91034,3680,63165,3191,27869,2300,700932,13236,136315,5888,130104,5813,6211,1592,456587,8937,436566,8876,20021,2560,108030,3614,78399,3167,29631,2241,2180,null,null,10995,null,null,6503,null,null,3675,null,null,6097,null,null,6653,null,null,4772,null,null,6351,null,null,2480,null,null,1871,null,null,1869,null,null,10527,null,null,5982,null,null,3506,null,null,4534,null,null,5559,null,null,4481,null,null,3756,null,null,2244,null,null,1758,null,null,1521,null,null,12421,null,null,6089,null,null,5572,null,null,3516,null,null,8300,null,null,8335,null,null,5103,null,null,3680,null,null,3191,null,null,2300,null,null,13236,null,null,5888,null,null,5813,null,null,1592,null,null,8937,null,null,8876,null,null,2560,null,null,3614,null,null,3167,null,null,2241,null,null,31
2891212,3438,621331,20585,201960,9244,45268,4664,156692,8386,349357,12801,113473,6488,235884,11714,70014,3967,20866,2027,49148,3832,368165,18811,106208,8440,56160,6045,50048,5618,209760,11245,112840,6994,96920,7859,52197,3965,20712,2519,31485,3114,951055,23433,213776,9870,165996,8472,47780,5328,590260,13911,441710,12227,148550,8004,147019,6681,77027,4817,69992,4716,950661,22243,143220,6758,132340,6783,10880,2499,639152,16288,576066,14798,63086,5917,168289,6043,112471,5413,55818,4034,3438,null,null,20585,null,null,9244,null,null,4664,null,null,8386,null,null,12801,null,null,6488,null,null,11714,null,null,3967,null,null,2027,null,null,3832,null,null,18811,null,null,8440,null,null,6045,null,null,5618,null,null,11245,null,null,6994,null,null,7859,null,null,3965,null,null,2519,null,null,3114,null,null,23433,null,null,9870,null,null,8472,null,null,5328,null,null,13911,null,null,12227,null,null,8004,null,null,6681,null,null,4817,null,null,4716,null,null,22243,null,null,6758,null,null,6783,null,null,2499,null,null,16288,null,null,14798,null,null,5917,null,null,6043,null,null,5413,null,null,4034,null,null,32
