C27017_001E,C27017_001M,C27017_002E,C27017_002M,C27017_003E,C27017_003M,C27017_004E,C27017_004M,C27017_005E,C27017_005M,C27017_006E,C27017_006M,C27017_007E,C27017_007M,C27017_008E,C27017_008M,C27017_009E,C27017_009M,C27017_010E,C27017_010M,C27017_011E,C27017_011M,C27017_012E,C27017_012M,C27017_013E,C27017_013M,C27017_014E,C27017_014M,C27017_015E,C27017_015M,C27017_016E,C27017_016M,C27017_017E,C27017_017M,C27017_018E,C27017_018M,C27017_019E,C27017_019M,C27017_020E,C27017_020M,C27017_021E,C27017_021M,C27017_022E,C27017_022M,C27017_023E,C27017_023M,C27017_024E,C27017_024M,C27017_025E,C27017_025M,C27017_026E,C27017_026M,C27017_027E,C27017_027M,C27017_028E,C27017_028M,C27017_029E,C27017_029M,C27017_030E,C27017_030M,C27017_031E,C27017_031M,C27017_032E,C27017_032M,C27017_033E,C27017_033M,C27017_034E,C27017_034M,C27017_035E,C27017_035M,C27017_036E,C27017_036M,C27017_037E,C27017_037M,C27017_038E,C27017_038M,C27017_039E,C27017_039M,C27017_040E,C27017_040M,C27017_041E,C27017_041M,C27017_001M,C27017_001EA,C27017_001MA,C27017_002M,C27017_002EA,C27017_002MA,C27017_003M,C27017_003EA,C27017_003MA,C27017_004M,C27017_004EA,C27017_004MA,C27017_005M,C27017_005EA,C27017_005MA,C27017_006M,C27017_006EA,C27017_006MA,C27017_007M,C27017_007EA,C27017_007MA,C27017_008M,C27017_008EA,C27017_008MA,C27017_009M,C27017_009EA,C27017_009MA,C27017_010M,C27017_010EA,C27017_010MA,C27017_011M,C27017_011EA,C27017_011MA,C27017_012M,C27017_012EA,C27017_012MA,C27017_013M,C27017_013EA,C27017_013MA,C27017_014M,C27017_014EA,C27017_014MA,C27017_015M,C27017_015EA,C27017_015MA,C27017_016M,C27017_016EA,C27017_016MA,C27017_017M,C27017_017EA,C27017_017MA,C27017_018M,C27017_018EA,C27017_018MA,C27017_019M,C27017_019EA,C27017_019MA,C27017_020M,C27017_020EA,C27017_020MA,C27017_021M,C27017_021EA,C27017_021MA,C27017_022M,C27017_022EA,C27017_022MA,C27017_023M,C27017_023EA,C27017_023MA,C27017_024M,C27017_024EA,C27017_024MA,C27017_025M,C27017_025EA,C27017_025MA,C27017_026M,C27017_026EA,C27017_026MA,C27017_027M,C27017_027EA,C27017_027MA,C27017_028M,C27017_028EA,C27017_028MA,C27017_029M,C27017_029EA,C27017_029MA,C27017_030M,C27017_030EA,C27017_030MA,C27017_031M,C27017_031EA,C27017_031MA,C27017_032M,C27017_032EA,C27017_032MA,C27017_033M,C27017_033EA,C27017_033MA,C27017_034M,C27017_034EA,C27017_034MA,C27017_035M,C27017_035EA,C27017_035MA,C27017_036M,C27017_036EA,C27017_036MA,C27017_037M,C27017_037EA,C27017_037MA,C27017_038M,C27017_038EA,C27017_038MA,C27017_039M,C27017_039EA,C27017_039MA,C27017_040M,C27017_040EA,C27017_040MA,C27017_041M,C27017_041EA,C27017_041MA,state
20145748,7639,4617143,54545,1307710,25645,229311,12280,1078399,25726,2577030,34346,939045,20844,1637985,29364,732403,14415,229098,8223,503305,11962,2519333,56938,591094,21668,231234,14738,359860,15547,1423825,35027,775530,23004,648295,22916,504414,13910,195374,7244,309040,12035,6419765,75515,1224871,28784,841337,21607,383534,16621,3883669,48046,2835976,40872,1047693,28583,1311225,19206,688433,14605,622792,13316,6589507,58055,956490,22164,864237,22159,92253,7205,4160313,41409,3757646,37089,402667,15130,1472704,19088,971366,17587,501338,12570,7639,null,null,54545,null,null,25645,null,null,12280,null,null,25726,null,null,34346,null,null,20844,null,null,29364,null,null,14415,null,null,8223,null,null,11962,null,null,56938,null,null,21668,null,null,14738,null,null,15547,null,null,35027,null,null,23004,null,null,22916,null,null,13910,null,null,7244,null,null,12035,null,null,75515,null,null,28784,null,null,21607,null,null,16621,null,null,48046,null,null,40872,null,null,28583,null,null,19206,null,null,14605,null,null,13316,null,null,58055,null,null,22164,null,null,22159,null,null,7205,null,null,41409,null,null,37089,null,null,15130,null,null,19088,null,null,17587,null,null,12570,null,null,12
10005966,5761,2350664,33667,806929,18871,143107,11274,663822,17670,1305792,21090,465527,12973,840265,16640,237943,7399,92194,4731,145749,6178,1175797,35069,330656,15181,152257,11948,178399,10776,674314,21664,383160,16919,291154,12982,170827,6633,78046,4717,92781,5313,3056685,42535,718220,18896,508539,16030,209681,11877,1911206,28830,1469507,25410,441699,15625,427259,10872,258000,8450,169259,8083,3422820,43313,616992,17273,571346,16243,45646,4628,2311554,29330,2144086,27343,167468,10319,494274,9818,361139,8610,133135,6303,5761,null,null,33667,null,null,18871,null,null,11274,null,null,17670,null,null,21090,null,null,12973,null,null,16640,null,null,7399,null,null,4731,null,null,6178,null,null,35069,null,null,15181,null,null,11948,null,null,10776,null,null,21664,null,null,16919,null,null,12982,null,null,6633,null,null,4717,null,null,5313,null,null,42535,null,null,18896,null,null,16030,null,null,11877,null,null,28830,null,null,25410,null,null,15625,null,null,10872,null,null,8450,null,null,8083,null,null,43313,null,null,17273,null,null,16243,null,null,4628,null,null,29330,null,null,27343,null,null,10319,null,null,9818,null,null,8610,null,null,6303,null,null,13
1363852,2999,192872,12850,50190,5129,18397,2972,31793,4218,108060,7504,43071,4197,64989,5753,34622,2829,15786,2095,18836,2096,123932,10262,36888,4434,18989,3191,17899,3295,66958,6158,45298,4412,21660,3441,20086,2529,9473,1387,10613,1946,408103,14200,108914,5524,81041,4899,27873,4493,241341,9406,201889,8424,39452,3683,57848,3970,38292,3274,19556,2106,638945,14454,105123,4986,96151,4755,8972,2040,407644,10604,382383,9990,25261,3176,126178,3538,103630,3721,22548,2183,2999,null,null,12850,null,null,5129,null,null,2972,null,null,4218,null,null,7504,null,null,4197,null,null,5753,null,null,2829,null,null,2095,null,null,2096,null,null,10262,null,null,4434,null,null,3191,null,null,3295,null,null,6158,null,null,4412,null,null,3441,null,null,2529,null,null,1387,null,null,1946,null,null,14200,null,null,5524,null,null,4899,null,null,4493,null,null,9406,null,null,8424,null,null,3683,null,null,3970,null,null,3274,null,null,2106,null,null,14454,null,null,4986,null,null,4755,null,null,2040,null,null,10604,null,null,9990,null,null,3176,null,null,3538,null,null,3721,null,null,2183,null,null,15
1649941,1659,361044,18091,119418,8936,26615,4007,92803,7788,200532,9667,90577,6008,109955,6471,41094,3568,18001,2350,23093,2718,213541,12734,72725,6747,37864,5170,34861,4131,107686,7266,74491,5307,33195,4078,33130,3107,18776,2882,14354,1962,561317,20739,145939,9670,116139,8580,29800,3838,327596,11682,267709,11410,59887,5471,87782,4775,53475,3997,34307,3675,514039,17135,92690,8178,84196,7585,8494,2266,330921,10277,302499,9786,28422,3312,90428,3879,67193,3596,23235,2465,1659,null,null,18091,null,null,8936,null,null,4007,null,null,7788,null,null,9667,null,null,6008,null,null,6471,null,null,3568,null,null,2350,null,null,2718,null,null,12734,null,null,6747,null,null,5170,null,null,4131,null,null,7266,null,null,5307,null,null,4078,null,null,3107,null,null,2882,null,null,1962,null,null,20739,null,null,9670,null,null,8580,null,null,3838,null,null,11682,null,null,11410,null,null,5471,null,null,4775,null,null,3997,null,null,3675,null,null,17135,null,null,8178,null,null,7585,null,null,2266,null,null,10277,null,null,9786,null,null,3312,null,null,3879,null,null,3596,null,null,2465,null,null,16
12493182,4020,2398841,41734,750142,19765,127747,7512,622395,18053,1354185,23895,441004,12192,913181,17830,294514,7847,116752,5199,177762,6681,1282303,34504,354728,16509,160357,10687,194371,12860,709301,18803,391995,13430,317306,13400,218274,6668,112356,4688,105918,5550,3572041,40376,821408,16784,603291,13840,218117,10462,2181497,25014,1690579,18467,490918,16969,569136,10044,365613,8287,203523,7226,5239997,40828,957509,17919,905202,17206,52307,5904,3556502,27657,3343695,24754,212807,9360,725986,11256,532735,9763,193251,6251,4020,null,null,41734,null,null,19765,null,null,7512,null,null,18053,null,null,23895,null,null,12192,null,null,17830,null,null,7847,null,null,5199,null,null,6681,null,null,34504,null,null,16509,null,null,10687,null,null,12860,null,null,18803,null,null,13430,null,null,13400,null,null,6668,null,null,4688,null,null,5550,null,null,40376,null,null,16784,null,null,13840,null,null,10462,null,null,25014,null,null,18467,null,null,16969,null,null,10044,null,null,8287,null,null,7226,null,null,40828,null,null,17919,null,null,17206,null,null,5904,null,null,27657,null,null,24754,null,null,9360,null,null,11256,null,null,9763,null,null,6251,null,null,17
6429624,3231,1329362,23269,432122,13141,90465,6138,341657,12343,763208,13500,285262,9303,477946,11692,134032,5550,63405,3220,70627,4502,756932,24578,232736,13044,116735,7936,116001,9268,398686,13499,239432,9136,159254,8458,125510,4929,72665,3690,52845,3413,2133152,30861,500353,14939,401746,14573,98607,7167,1268829,18288,1028145,19168,240684,10713,363970,7781,244075,6733,119895,5347,2210178,27921,379118,11765,359460,11898,19658,2863,1497294,19581,1405686,18480,91608,5644,333766,7611,237896,7289,95870,5282,3231,null,null,23269,null,null,13141,null,null,6138,null,null,12343,null,null,13500,null,null,9303,null,null,11692,null,null,5550,null,null,3220,null,null,4502,null,null,24578,null,null,13044,null,null,7936,null,null,9268,null,null,13499,null,null,9136,null,null,8458,null,null,4929,null,null,3690,null,null,3413,null,null,30861,null,null,14939,null,null,14573,null,null,7167,null,null,18288,null,null,19168,null,null,10713,null,null,7781,null,null,6733,null,null,5347,null,null,27921,null,null,11765,null,null,11898,null,null,2863,null,null,19581,null,null,18480,null,null,5644,null,null,7611,null,null,7289,null,null,5282,null,null,18
3029733,2162,541028,16664,159215,9257,34180,4270,125035,7557,312549,9147,132485,5883,180064,6810,69264,3114,37947,2472,31317,2407,305075,11432,85077,5458,43667,3665,41410,4179,156016,6745,103371,5540,52645,4288,63982,2808,36824,2536,27158,2654,1025330,17597,253835,8372,200278,8053,53557,4487,595482,10981,504236,10027,91246,5813,176013,5143,120279,4502,55734,3237,1158300,19343,213410,7321,201823,7186,11587,2061,762914,12540,727997,12738,34917,3549,181976,4780,132577,4380,49399,3438,2162,null,null,16664,null,null,9257,null,null,4270,null,null,7557,null,null,9147,null,null,5883,null,null,6810,null,null,3114,null,null,2472,null,null,2407,null,null,11432,null,null,5458,null,null,3665,null,null,4179,null,null,6745,null,null,5540,null,null,4288,null,null,2808,null,null,2536,null,null,2654,null,null,17597,null,null,8372,null,null,8053,null,null,4487,null,null,10981,null,null,10027,null,null,5813,null,null,5143,null,null,4502,null,null,3237,null,null,19343,null,null,7321,null,null,7186,null,null,2061,null,null,12540,null,null,12738,null,null,3549,null,null,4780,null,null,4380,null,null,3438,null,null,19
2814727,2418,534295,15213,168062,8468,46632,4975,121430,6960,303697,9400,141832,5747,161865,7929,62536,2994,29646,2205,32890,2264,329567,14556,103638,6923,55661,5171,47977,5011,177928,8746,116855,6162,61073,5083,48001,3353,28488,2436,19513,2367,912167,20751,236630,9520,194194,8242,42436,4880,528680,14320,444651,12453,84029,5753,146857,4677,103209,4075,43648,2308,1038698,20441,196257,7098,187451,6294,8806,2025,680468,13820,645393,12592,35075,3682,161973,5625,120951,4830,41022,2800,2418,null,null,15213,null,null,8468,null,null,4975,null,null,6960,null,null,9400,null,null,5747,null,null,7929,null,null,2994,null,null,2205,null,null,2264,null,null,14556,null,null,6923,null,null,5171,null,null,5011,null,null,8746,null,null,6162,null,null,5083,null,null,3353,null,null,2436,null,null,2367,null,null,20751,null,null,9520,null,null,8242,null,null,4880,null,null,14320,null,null,12453,null,null,5753,null,null,4677,null,null,4075,null,null,2308,null,null,20441,null,null,7098,null,null,6294,null,null,2025,null,null,13820,null,null,12592,null,null,3682,null,null,5625,null,null,4830,null,null,2800,null,null,20
4290711,3965,1113439,27106,337337,13428,58980,6298,278357,12463,645528,15428,175483,8276,470045,13451,130574,5297,51047,2915,79527,4824,515336,19786,133992,8842,63349,6121,70643,6079,289602,10942,159921,7864,129681,6564,91742,5387,50486,3718,41256,3697,1312479,24950,287996,10643,227259,10654,60737,4900,786921,16305,624680,14816,162241,7185,237562,6232,157237,5937,80325,4505,1349457,24824,229927,8965,216055,9020,13872,2324,914041,17757,854246,16991,59795,5594,205489,6256,159406,5613,46083,3383,3965,null,null,27106,null,null,13428,null,null,6298,null,null,12463,null,null,15428,null,null,8276,null,null,13451,null,null,5297,null,null,2915,null,null,4824,null,null,19786,null,null,8842,null,null,6121,null,null,6079,null,null,10942,null,null,7864,null,null,6564,null,null,5387,null,null,3718,null,null,3697,null,null,24950,null,null,10643,null,null,10654,null,null,4900,null,null,16305,null,null,14816,null,null,7185,null,null,6232,null,null,5937,null,null,4505,null,null,24824,null,null,8965,null,null,9020,null,null,2324,null,null,17757,null,null,16991,null,null,5594,null,null,6256,null,null,5613,null,null,3383,null,null,21
4533461,4771,1272159,30309,414065,14413,58565,6500,355500,14326,710717,18121,226380,9139,484337,14350,147377,5837,54435,4170,92942,4235,519990,18151,127781,8767,55017,6481,72764,7012,299587,11323,161779,7607,137808,8759,92622,4975,43617,3445,49005,4300,1325863,29379,292334,12090,196825,11671,95509,8124,816626,18851,611845,17571,204781,9880,216903,6503,130256,5232,86647,4322,1415449,22555,262466,9374,232484,10417,29982,4601,955859,15567,873545,15124,82314,6524,197124,6260,141009,6259,56115,3858,4771,null,null,30309,null,null,14413,null,null,6500,null,null,14326,null,null,18121,null,null,9139,null,null,14350,null,null,5837,null,null,4170,null,null,4235,null,null,18151,null,null,8767,null,null,6481,null,null,7012,null,null,11323,null,null,7607,null,null,8759,null,null,4975,null,null,3445,null,null,4300,null,null,29379,null,null,12090,null,null,11671,null,null,8124,null,null,18851,null,null,17571,null,null,9880,null,null,6503,null,null,5232,null,null,4322,null,null,22555,null,null,9374,null,null,10417,null,null,4601,null,null,15567,null,null,15124,null,null,6524,null,null,6260,null,null,6259,null,null,3858,null,null,22
