C07008_001E,C07008_001M,C07008_002E,C07008_002M,C07008_003E,C07008_003M,C07008_004E,C07008_004M,C07008_005E,C07008_005M,C07008_006E,C07008_006M,C07008_007E,C07008_007M,C07008_008E,C07008_008M,C07008_009E,C07008_009M,C07008_010E,C07008_010M,C07008_011E,C07008_011M,C07008_012E,C07008_012M,C07008_013E,C07008_013M,C07008_014E,C07008_014M,C07008_015E,C07008_015M,C07008_016E,C07008_016M,C07008_017E,C07008_017M,C07008_018E,C07008_018M,C07008_019E,C07008_019M,C07008_020E,C07008_020M,C07008_021E,C07008_021M,C07008_022E,C07008_022M,C07008_023E,C07008_023M,C07008_024E,C07008_024M,C07008_025E,C07008_025M,C07008_026E,C07008_026M,C07008_027E,C07008_027M,C07008_028E,C07008_028M,C07008_029E,C07008_029M,C07008_030E,C07008_030M,C07008_001M,C07008_001EA,C07008_001MA,C07008_002M,C07008_002EA,C07008_002MA,C07008_003M,C07008_003EA,C07008_003MA,C07008_004M,C07008_004EA,C07008_004MA,C07008_005M,C07008_005EA,C07008_005MA,C07008_006M,C07008_006EA,C07008_006MA,C07008_007M,C07008_007EA,C07008_007MA,C07008_008M,C07008_008EA,C07008_008MA,C07008_009M,C07008_009EA,C07008_009MA,C07008_010M,C07008_010EA,C07008_010MA,C07008_011M,C07008_011EA,C07008_011MA,C07008_012M,C07008_012EA,C07008_012MA,C07008_013M,C07008_013EA,C07008_013MA,C07008_014M,C07008_014EA,C07008_014MA,C07008_015M,C07008_015EA,C07008_015MA,C07008_016M,C07008_016EA,C07008_016MA,C07008_017M,C07008_017EA,C07008_017MA,C07008_018M,C07008_018EA,C07008_018MA,C07008_019M,C07008_019EA,C07008_019MA,C07008_020M,C07008_020EA,C07008_020MA,C07008_021M,C07008_021EA,C07008_021MA,C07008_022M,C07008_022EA,C07008_022MA,C07008_023M,C07008_023EA,C07008_023MA,C07008_024M,C07008_024EA,C07008_024MA,C07008_025M,C07008_025EA,C07008_025MA,C07008_026M,C07008_026EA,C07008_026MA,C07008_027M,C07008_027EA,C07008_027MA,C07008_028M,C07008_028EA,C07008_028MA,C07008_029M,C07008_029EA,C07008_029MA,C07008_030M,C07008_030EA,C07008_030MA,state
17195240,5550,5470846,33204,7867207,43508,2665708,25256,1191479,16569,14513412,39857,4355785,33860,6897746,45144,2201092,24908,1058789,16071,1427973,29377,609625,16231,484685,16595,265409,10735,68254,5347,535428,15988,267326,10500,153135,8317,92948,6665,22019,3104,518081,18128,168604,9566,236154,11857,80959,5415,32364,3539,200346,13083,69506,6619,95487,8416,25300,3422,10053,2082,5550,null,null,33204,null,null,43508,null,null,25256,null,null,16569,null,null,39857,null,null,33860,null,null,45144,null,null,24908,null,null,16071,null,null,29377,null,null,16231,null,null,16595,null,null,10735,null,null,5347,null,null,15988,null,null,10500,null,null,8317,null,null,6665,null,null,3104,null,null,18128,null,null,9566,null,null,11857,null,null,5415,null,null,3539,null,null,13083,null,null,6619,null,null,8416,null,null,3422,null,null,2082,null,null,12
8232061,4501,2803249,24181,3834318,33996,1137128,19311,457366,10459,6916574,24888,2180512,25387,3392287,31860,930788,18574,412987,9565,603106,18045,288947,11722,193354,9650,99586,7095,21219,2750,411311,15307,208178,9500,123559,8486,66919,4758,12655,2032,243662,10844,105569,7643,95705,7252,34953,3484,7435,1831,57408,6200,20043,3265,29413,4315,4882,1298,3070,1418,4501,null,null,24181,null,null,33996,null,null,19311,null,null,10459,null,null,24888,null,null,25387,null,null,31860,null,null,18574,null,null,9565,null,null,18045,null,null,11722,null,null,9650,null,null,7095,null,null,2750,null,null,15307,null,null,9500,null,null,8486,null,null,4758,null,null,2032,null,null,10844,null,null,7643,null,null,7252,null,null,3484,null,null,1831,null,null,6200,null,null,3265,null,null,4315,null,null,1298,null,null,1418,null,null,13
1168033,1222,394275,7609,576089,10162,122186,5384,75483,3072,1012406,8580,330479,8026,506080,11148,105987,5091,69860,2879,89235,8233,37767,4688,36714,4649,11022,1449,3732,928,7274,1460,4277,1081,1934,757,947,528,116,144,44088,4520,14964,2208,24133,3191,3886,1036,1105,479,15030,3126,6788,2418,7228,1757,344,247,670,532,1222,null,null,7609,null,null,10162,null,null,5384,null,null,3072,null,null,8580,null,null,8026,null,null,11148,null,null,5091,null,null,2879,null,null,8233,null,null,4688,null,null,4649,null,null,1449,null,null,928,null,null,1460,null,null,1081,null,null,757,null,null,528,null,null,144,null,null,4520,null,null,2208,null,null,3191,null,null,1036,null,null,479,null,null,3126,null,null,2418,null,null,1757,null,null,247,null,null,532,null,null,15
1320797,1891,364151,10315,712070,14024,180370,8281,64206,3333,1088211,10909,270925,9386,617654,12428,142294,7864,57338,3555,117323,7618,48978,5286,44746,4994,20488,2695,3111,753,49331,4689,20186,2388,18775,3373,8830,1872,1540,620,57586,5757,19151,2930,28047,4043,8240,1369,2148,1118,8346,2222,4911,1872,2848,1014,518,447,69,114,1891,null,null,10315,null,null,14024,null,null,8281,null,null,3333,null,null,10909,null,null,9386,null,null,12428,null,null,7864,null,null,3555,null,null,7618,null,null,5286,null,null,4994,null,null,2695,null,null,753,null,null,4689,null,null,2388,null,null,3373,null,null,1872,null,null,620,null,null,5757,null,null,2930,null,null,4043,null,null,1369,null,null,1118,null,null,2222,null,null,1872,null,null,1014,null,null,447,null,null,114,null,null,16
10394067,3072,3688523,23966,4892130,30887,1204674,16775,608740,10570,9033987,27294,2991594,26120,4452838,27815,1032153,15926,557402,10299,848114,22004,420676,13770,282696,12744,111049,6316,33693,2827,285589,11894,155464,6460,79876,6447,38617,3186,11632,1732,170498,7392,96659,5703,50285,4187,19598,2443,3956,901,55879,4188,24130,2759,26435,3080,3257,803,2057,612,3072,null,null,23966,null,null,30887,null,null,16775,null,null,10570,null,null,27294,null,null,26120,null,null,27815,null,null,15926,null,null,10299,null,null,22004,null,null,13770,null,null,12744,null,null,6316,null,null,2827,null,null,11894,null,null,6460,null,null,6447,null,null,3186,null,null,1732,null,null,7392,null,null,5703,null,null,4187,null,null,2443,null,null,901,null,null,4188,null,null,2759,null,null,3080,null,null,803,null,null,612,null,null,17
5331071,3783,1680118,15525,2590182,20439,747477,14441,313294,6293,4548862,20322,1292088,19398,2359568,19788,614483,13690,282723,6048,434257,15519,207974,9058,124641,8952,82321,6066,19321,2319,207260,10048,110689,6910,55544,4861,34396,3233,6631,1370,117629,6841,57841,4278,41187,4824,15056,2306,3545,996,23063,2591,11526,2089,9242,1915,1221,526,1074,608,3783,null,null,15525,null,null,20439,null,null,14441,null,null,6293,null,null,20322,null,null,19398,null,null,19788,null,null,13690,null,null,6048,null,null,15519,null,null,9058,null,null,8952,null,null,6066,null,null,2319,null,null,10048,null,null,6910,null,null,4861,null,null,3233,null,null,1370,null,null,6841,null,null,4278,null,null,4824,null,null,2306,null,null,996,null,null,2591,null,null,2089,null,null,1915,null,null,526,null,null,608,null,null,18
2529447,2234,753338,11657,1320569,15194,301360,7039,154180,4500,2136872,11237,543596,11713,1205475,15085,250362,6429,137439,4029,215160,8374,108655,5908,66883,5245,29932,2487,9690,1178,97985,5346,57190,3749,24720,2648,11894,1741,4181,965,68111,4394,37433,3445,19307,2577,8704,1462,2667,657,11319,1552,6464,1213,4184,1248,468,302,203,160,2234,null,null,11657,null,null,15194,null,null,7039,null,null,4500,null,null,11237,null,null,11713,null,null,15085,null,null,6429,null,null,4029,null,null,8374,null,null,5908,null,null,5245,null,null,2487,null,null,1178,null,null,5346,null,null,3749,null,null,2648,null,null,1741,null,null,965,null,null,4394,null,null,3445,null,null,2577,null,null,1462,null,null,657,null,null,1552,null,null,1213,null,null,1248,null,null,302,null,null,160,null,null,19
2310304,2733,695042,10613,1177653,15854,298057,8221,139552,5351,1932827,11310,519237,10945,1047208,13750,243953,7646,122429,4984,207046,8685,89810,6145,74313,6037,32378,3121,10545,1573,82838,4576,46139,3392,22572,2791,10761,1616,3366,989,72571,5185,32232,3652,28537,2844,9064,1589,2738,806,15022,3305,7624,2010,5023,1757,1901,847,474,325,2733,null,null,10613,null,null,15854,null,null,8221,null,null,5351,null,null,11310,null,null,10945,null,null,13750,null,null,7646,null,null,4984,null,null,8685,null,null,6145,null,null,6037,null,null,3121,null,null,1573,null,null,4576,null,null,3392,null,null,2791,null,null,1616,null,null,989,null,null,5185,null,null,3652,null,null,2844,null,null,1589,null,null,806,null,null,3305,null,null,2010,null,null,1757,null,null,847,null,null,325,null,null,20
3600690,3442,1068258,13022,1735116,20880,555973,12273,241343,5389,3051521,15481,814208,12878,1565198,20030,451440,9967,220675,5482,300918,12666,134921,8043,94589,5642,59258,5256,12150,1820,139017,6261,66070,3917,36808,3387,30993,2903,5146,980,94024,5718,46692,3423,31435,3524,13048,2080,2849,956,15210,2824,6367,1549,7086,1773,1234,456,523,449,3442,null,null,13022,null,null,20880,null,null,12273,null,null,5389,null,null,15481,null,null,12878,null,null,20030,null,null,9967,null,null,5482,null,null,12666,null,null,8043,null,null,5642,null,null,5256,null,null,1820,null,null,6261,null,null,3917,null,null,3387,null,null,2903,null,null,980,null,null,5718,null,null,3423,null,null,3524,null,null,2080,null,null,956,null,null,2824,null,null,1549,null,null,1773,null,null,456,null,null,449,null,null,21
3751715,3855,1367215,15178,1594563,20728,559123,14432,230814,6328,3261525,16626,1118084,14601,1453748,19790,476753,14385,212940,6409,283251,13483,142849,8832,78603,6427,49995,4968,11804,1446,124224,7716,71080,6085,30440,4031,18452,2413,4252,1299,69040,5553,29758,2705,26244,4050,11471,1997,1567,740,13675,2397,5444,1367,5528,1425,2452,1160,251,223,3855,null,null,15178,null,null,20728,null,null,14432,null,null,6328,null,null,16626,null,null,14601,null,null,19790,null,null,14385,null,null,6409,null,null,13483,null,null,8832,null,null,6427,null,null,4968,null,null,1446,null,null,7716,null,null,6085,null,null,4031,null,null,2413,null,null,1299,null,null,5553,null,null,2705,null,null,4050,null,null,1997,null,null,740,null,null,2397,null,null,1367,null,null,1425,null,null,1160,null,null,223,null,null,22
