B25071_001E,B25071_001M,B25071_001M,B25071_001EA,B25071_001MA,state
33.3,0.3,0.3,null,null,12
29.4,0.4,0.4,null,null,13
33.4,1.2,1.2,null,null,15
28.3,0.9,0.9,null,null,16
29.3,0.3,0.3,null,null,17
28.4,0.3,0.3,null,null,18
27.4,0.6,0.6,null,null,19
27.4,0.5,0.5,null,null,20
27.9,0.6,0.6,null,null,21
32.6,0.7,0.7,null,null,22
28.8,0.9,0.9,null,null,23
29.6,0.4,0.4,null,null,24
29.8,0.4,0.4,null,null,25
29.7,0.3,0.3,null,null,26
28.2,0.4,0.4,null,null,27
29.1,0.8,0.8,null,null,28
27.3,0.5,0.5,null,null,29
27.3,1.0,1.0,null,null,30
27.2,0.8,0.8,null,null,31
29.9,0.6,0.6,null,null,32
27.8,0.9,0.9,null,null,33
31.0,0.4,0.4,null,null,34
28.9,0.8,0.8,null,null,35
31.6,0.3,0.3,null,null,36
28.7,0.3,0.3,null,null,37
24.9,1.2,1.2,null,null,38
27.9,0.3,0.3,null,null,39
27.5,0.4,0.4,null,null,40
30.7,0.7,0.7,null,null,41
28.7,0.3,0.3,null,null,42
29.4,0.8,0.8,null,null,44
29.5,0.5,0.5,null,null,45
26.0,1.0,1.0,null,null,46
28.9,0.4,0.4,null,null,47
28.9,0.2,0.2,null,null,48
27.9,0.6,0.6,null,null,49
30.4,1.5,1.5,null,null,50
29.6,0.4,0.4,null,null,51
29.0,0.4,0.4,null,null,53
29.2,1.0,1.0,null,null,54
27.5,0.4,0.4,null,null,55
26.8,1.2,1.2,null,null,56
31.4,1.3,1.3,null,null,72
29.6,0.5,0.5,null,null,01
26.7,1.1,1.1,null,null,02
29.0,0.4,0.4,null,null,04
27.6,0.7,0.7,null,null,05
32.8,0.2,0.2,null,null,06
31.2,0.6,0.6,null,null,08
30.7,0.7,0.7,null,null,09
30.0,1.4,1.4,null,null,10
29.3,0.8,0.8,null,null,11
