B23002G_001E,B23002G_001M,B23002G_002E,B23002G_002M,B23002G_003E,B23002G_003M,B23002G_004E,B23002G_004M,B23002G_005E,B23002G_005M,B23002G_006E,B23002G_006M,B23002G_007E,B23002G_007M,B23002G_008E,B23002G_008M,B23002G_009E,B23002G_009M,B23002G_010E,B23002G_010M,B23002G_011E,B23002G_011M,B23002G_012E,B23002G_012M,B23002G_013E,B23002G_013M,B23002G_014E,B23002G_014M,B23002G_015E,B23002G_015M,B23002G_016E,B23002G_016M,B23002G_017E,B23002G_017M,B23002G_018E,B23002G_018M,B23002G_019E,B23002G_019M,B23002G_020E,B23002G_020M,B23002G_021E,B23002G_021M,B23002G_022E,B23002G_022M,B23002G_023E,B23002G_023M,B23002G_024E,B23002G_024M,B23002G_025E,B23002G_025M,B23002G_026E,B23002G_026M,B23002G_027E,B23002G_027M,B23002G_028E,B23002G_028M,B23002G_029E,B23002G_029M,B23002G_030E,B23002G_030M,B23002G_031E,B23002G_031M,B23002G_032E,B23002G_032M,B23002G_033E,B23002G_033M,B23002G_034E,B23002G_034M,B23002G_035E,B23002G_035M,B23002G_036E,B23002G_036M,B23002G_037E,B23002G_037M,B23002G_038E,B23002G_038M,B23002G_039E,B23002G_039M,B23002G_040E,B23002G_040M,B23002G_041E,B23002G_041M,B23002G_042E,B23002G_042M,B23002G_043E,B23002G_043M,B23002G_044E,B23002G_044M,B23002G_045E,B23002G_045M,B23002G_046E,B23002G_046M,B23002G_047E,B23002G_047M,B23002G_048E,B23002G_048M,B23002G_049E,B23002G_049M,B23002G_050E,B23002G_050M,B23002G_051E,B23002G_051M,B23002G_052E,B23002G_052M,B23002G_053E,B23002G_053M,B23002G_054E,B23002G_054M,B23002G_055E,B23002G_055M,B23002G_056E,B23002G_056M,B23002G_057E,B23002G_057M,B23002G_058E,B23002G_058M,B23002G_059E,B23002G_059M,B23002G_060E,B23002G_060M,B23002G_061E,B23002G_061M,B23002G_062E,B23002G_062M,B23002G_063E,B23002G_063M,B23002G_064E,B23002G_064M,B23002G_065E,B23002G_065M,B23002G_066E,B23002G_066M,B23002G_067E,B23002G_067M,B23002G_068E,B23002G_068M,B23002G_069E,B23002G_069M,B23002G_070E,B23002G_070M,B23002G_071E,B23002G_071M,B23002G_072E,B23002G_072M,B23002G_073E,B23002G_073M,B23002G_074E,B23002G_074M,B23002G_075E,B23002G_075M,B23002G_076E,B23002G_076M,B23002G_077E,B23002G_077M,B23002G_078E,B23002G_078M,B23002G_079E,B23002G_079M,B23002G_001M,B23002G_001EA,B23002G_001MA,B23002G_002M,B23002G_002EA,B23002G_002MA,B23002G_003M,B23002G_003EA,B23002G_003MA,B23002G_004M,B23002G_004EA,B23002G_004MA,B23002G_005M,B23002G_005EA,B23002G_005MA,B23002G_006M,B23002G_006EA,B23002G_006MA,B23002G_007M,B23002G_007EA,B23002G_007MA,B23002G_008M,B23002G_008EA,B23002G_008MA,B23002G_009M,B23002G_009EA,B23002G_009MA,B23002G_010M,B23002G_010EA,B23002G_010MA,B23002G_011M,B23002G_011EA,B23002G_011MA,B23002G_012M,B23002G_012EA,B23002G_012MA,B23002G_013M,B23002G_013EA,B23002G_013MA,B23002G_014M,B23002G_014EA,B23002G_014MA,B23002G_015M,B23002G_015EA,B23002G_015MA,B23002G_016M,B23002G_016EA,B23002G_016MA,B23002G_017M,B23002G_017EA,B23002G_017MA,B23002G_018M,B23002G_018EA,B23002G_018MA,B23002G_019M,B23002G_019EA,B23002G_019MA,B23002G_020M,B23002G_020EA,B23002G_020MA,B23002G_021M,B23002G_021EA,B23002G_021MA,B23002G_022M,B23002G_022EA,B23002G_022MA,B23002G_023M,B23002G_023EA,B23002G_023MA,B23002G_024M,B23002G_024EA,B23002G_024MA,B23002G_025M,B23002G_025EA,B23002G_025MA,B23002G_026M,B23002G_026EA,B23002G_026MA,B23002G_027M,B23002G_027EA,B23002G_027MA,B23002G_028M,B23002G_028EA,B23002G_028MA,B23002G_029M,B23002G_029EA,B23002G_029MA,B23002G_030M,B23002G_030EA,B23002G_030MA,B23002G_031M,B23002G_031EA,B23002G_031MA,B23002G_032M,B23002G_032EA,B23002G_032MA,B23002G_033M,B23002G_033EA,B23002G_033MA,B23002G_034M,B23002G_034EA,B23002G_034MA,B23002G_035M,B23002G_035EA,B23002G_035MA,B23002G_036M,B23002G_036EA,B23002G_036MA,B23002G_037M,B23002G_037EA,B23002G_037MA,B23002G_038M,B23002G_038EA,B23002G_038MA,B23002G_039M,B23002G_039EA,B23002G_039MA,B23002G_040M,B23002G_040EA,B23002G_040MA,B23002G_041M,B23002G_041EA,B23002G_041MA,B23002G_042M,B23002G_042EA,B23002G_042MA,B23002G_043M,B23002G_043EA,B23002G_043MA,B23002G_044M,B23002G_044EA,B23002G_044MA,B23002G_045M,B23002G_045EA,B23002G_045MA,B23002G_046M,B23002G_046EA,B23002G_046MA,B23002G_047M,B23002G_047EA,B23002G_047MA,B23002G_048M,B23002G_048EA,B23002G_048MA,B23002G_049M,B23002G_049EA,B23002G_049MA,B23002G_050M,B23002G_050EA,B23002G_050MA,B23002G_051M,B23002G_051EA,B23002G_051MA,B23002G_052M,B23002G_052EA,B23002G_052MA,B23002G_053M,B23002G_053EA,B23002G_053MA,B23002G_054M,B23002G_054EA,B23002G_054MA,B23002G_055M,B23002G_055EA,B23002G_055MA,B23002G_056M,B23002G_056EA,B23002G_056MA,B23002G_057M,B23002G_057EA,B23002G_057MA,B23002G_058M,B23002G_058EA,B23002G_058MA,B23002G_059M,B23002G_059EA,B23002G_059MA,B23002G_060M,B23002G_060EA,B23002G_060MA,B23002G_061M,B23002G_061EA,B23002G_061MA,B23002G_062M,B23002G_062EA,B23002G_062MA,B23002G_063M,B23002G_063EA,B23002G_063MA,B23002G_064M,B23002G_064EA,B23002G_064MA,B23002G_065M,B23002G_065EA,B23002G_065MA,B23002G_066M,B23002G_066EA,B23002G_066MA,B23002G_067M,B23002G_067EA,B23002G_067MA,B23002G_068M,B23002G_068EA,B23002G_068MA,B23002G_069M,B23002G_069EA,B23002G_069MA,B23002G_070M,B23002G_070EA,B23002G_070MA,B23002G_071M,B23002G_071EA,B23002G_071MA,B23002G_072M,B23002G_072EA,B23002G_072MA,B23002G_073M,B23002G_073EA,B23002G_073MA,B23002G_074M,B23002G_074EA,B23002G_074MA,B23002G_075M,B23002G_075EA,B23002G_075MA,B23002G_076M,B23002G_076EA,B23002G_076MA,B23002G_077M,B23002G_077EA,B23002G_077MA,B23002G_078M,B23002G_078EA,B23002G_078MA,B23002G_079M,B23002G_079EA,B23002G_079MA,state
42750,4735,22361,3147,2968,869,1418,780,0,195,1418,780,1362,768,56,62,1550,559,2847,1154,1449,637,0,195,1449,637,1380,641,69,121,1398,815,10611,1859,7840,1574,30,49,7810,1578,7174,1534,636,401,2771,1067,3253,932,1641,646,0,195,1641,646,1580,639,61,102,1612,685,772,358,352,276,277,254,75,129,420,231,1910,714,320,381,320,381,0,195,1590,634,20389,2691,2566,750,1077,445,0,195,1077,445,845,413,232,227,1489,554,2140,741,1676,715,0,195,1676,715,1319,670,357,336,464,313,10158,1731,7670,1501,140,140,7530,1493,7011,1459,519,339,2488,771,2788,1005,1454,573,0,195,1454,573,1258,524,196,324,1334,812,908,346,343,249,246,217,97,163,565,246,1829,789,237,221,237,221,0,195,1592,780,4735,null,null,3147,null,null,869,null,null,780,null,null,195,null,null,780,null,null,768,null,null,62,null,null,559,null,null,1154,null,null,637,null,null,195,null,null,637,null,null,641,null,null,121,null,null,815,null,null,1859,null,null,1574,null,null,49,null,null,1578,null,null,1534,null,null,401,null,null,1067,null,null,932,null,null,646,null,null,195,null,null,646,null,null,639,null,null,102,null,null,685,null,null,358,null,null,276,null,null,254,null,null,129,null,null,231,null,null,714,null,null,381,null,null,381,null,null,195,null,null,634,null,null,2691,null,null,750,null,null,445,null,null,195,null,null,445,null,null,413,null,null,227,null,null,554,null,null,741,null,null,715,null,null,195,null,null,715,null,null,670,null,null,336,null,null,313,null,null,1731,null,null,1501,null,null,140,null,null,1493,null,null,1459,null,null,339,null,null,771,null,null,1005,null,null,573,null,null,195,null,null,573,null,null,524,null,null,324,null,null,812,null,null,346,null,null,249,null,null,217,null,null,163,null,null,246,null,null,789,null,null,221,null,null,221,null,null,195,null,null,780,null,null,35
383262,16167,182194,10041,23371,2372,7786,1287,63,121,7723,1277,4995,1110,2728,917,15585,1961,28076,3253,21773,2870,527,297,21246,2832,18737,2698,2509,908,6303,1229,99219,7248,85750,6737,579,312,85171,6768,79320,6245,5851,1625,13469,1918,17061,1937,10012,1330,0,192,10012,1330,9428,1288,584,312,7049,1330,4727,977,1793,525,1548,484,245,293,2934,840,9740,1331,1529,633,1447,613,82,98,8211,1223,201068,8130,23170,2335,8244,1580,39,77,8205,1574,6775,1400,1430,689,14926,1713,29833,3277,21613,2719,61,102,21552,2717,17699,2554,3853,1513,8220,1589,107011,5289,78925,4286,62,78,78863,4290,73465,4297,5398,1226,28086,2879,19214,1972,10069,1474,0,192,10069,1474,9428,1502,641,391,9145,1335,7624,1192,2118,658,2063,641,55,77,5506,1056,14216,1926,1112,506,1072,501,40,71,13104,1788,16167,null,null,10041,null,null,2372,null,null,1287,null,null,121,null,null,1277,null,null,1110,null,null,917,null,null,1961,null,null,3253,null,null,2870,null,null,297,null,null,2832,null,null,2698,null,null,908,null,null,1229,null,null,7248,null,null,6737,null,null,312,null,null,6768,null,null,6245,null,null,1625,null,null,1918,null,null,1937,null,null,1330,null,null,192,null,null,1330,null,null,1288,null,null,312,null,null,1330,null,null,977,null,null,525,null,null,484,null,null,293,null,null,840,null,null,1331,null,null,633,null,null,613,null,null,98,null,null,1223,null,null,8130,null,null,2335,null,null,1580,null,null,77,null,null,1574,null,null,1400,null,null,689,null,null,1713,null,null,3277,null,null,2719,null,null,102,null,null,2717,null,null,2554,null,null,1513,null,null,1589,null,null,5289,null,null,4286,null,null,78,null,null,4290,null,null,4297,null,null,1226,null,null,2879,null,null,1972,null,null,1474,null,null,192,null,null,1474,null,null,1502,null,null,391,null,null,1335,null,null,1192,null,null,658,null,null,641,null,null,77,null,null,1056,null,null,1926,null,null,506,null,null,501,null,null,71,null,null,1788,null,null,36
141612,7682,62641,4836,11391,1791,4617,1008,76,113,4541,1007,2618,824,1923,851,6774,1509,10520,1972,8711,1829,1119,511,7592,1788,5972,1613,1620,904,1809,579,30799,3257,25709,3081,1968,865,23741,2998,22077,2967,1664,965,5090,1053,5287,983,3655,848,0,203,3655,848,3370,788,285,265,1632,631,2209,893,862,640,862,640,0,203,1347,559,2435,692,422,268,422,268,0,203,2013,631,78971,5195,12087,1929,5310,1339,0,203,5310,1339,3941,1137,1369,734,6777,1585,10781,1762,7967,1450,0,203,7967,1450,7133,1368,834,506,2814,978,41501,3391,30191,3052,144,160,30047,3026,28637,2978,1410,604,11310,1592,8250,1532,3374,868,0,203,3374,868,3319,886,55,90,4876,1255,2869,907,727,452,727,452,0,203,2142,796,3483,789,139,184,139,184,0,203,3344,824,7682,null,null,4836,null,null,1791,null,null,1008,null,null,113,null,null,1007,null,null,824,null,null,851,null,null,1509,null,null,1972,null,null,1829,null,null,511,null,null,1788,null,null,1613,null,null,904,null,null,579,null,null,3257,null,null,3081,null,null,865,null,null,2998,null,null,2967,null,null,965,null,null,1053,null,null,983,null,null,848,null,null,203,null,null,848,null,null,788,null,null,265,null,null,631,null,null,893,null,null,640,null,null,640,null,null,203,null,null,559,null,null,692,null,null,268,null,null,268,null,null,203,null,null,631,null,null,5195,null,null,1929,null,null,1339,null,null,203,null,null,1339,null,null,1137,null,null,734,null,null,1585,null,null,1762,null,null,1450,null,null,203,null,null,1450,null,null,1368,null,null,506,null,null,978,null,null,3391,null,null,3052,null,null,160,null,null,3026,null,null,2978,null,null,604,null,null,1592,null,null,1532,null,null,868,null,null,203,null,null,868,null,null,886,null,null,90,null,null,1255,null,null,907,null,null,452,null,null,452,null,null,203,null,null,796,null,null,789,null,null,184,null,null,184,null,null,203,null,null,824,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
173749,8143,86422,4876,17034,2184,7762,1474,10,19,7752,1474,5648,1279,2104,666,9272,1503,15550,2544,10838,2122,0,189,10838,2122,8976,1781,1862,874,4712,1165,40828,3078,32010,3127,315,245,31695,3097,29207,2988,2488,740,8818,1532,7722,1295,3846,1038,0,189,3846,1038,3378,827,468,565,3876,986,2259,648,869,416,807,397,62,111,1390,495,3029,721,286,265,86,102,200,284,2743,666,87327,5438,13668,2059,7477,1338,0,189,7477,1338,6005,1202,1472,501,6191,1273,16450,2354,12558,1898,0,189,12558,1898,11026,1827,1532,588,3892,1271,41198,3042,31546,3006,52,85,31494,3002,29320,2932,2174,717,9652,1554,7974,1322,3057,747,0,189,3057,747,2907,689,150,188,4917,978,2874,879,958,401,679,324,279,292,1916,702,5163,1030,155,159,155,159,0,189,5008,1009,8143,null,null,4876,null,null,2184,null,null,1474,null,null,19,null,null,1474,null,null,1279,null,null,666,null,null,1503,null,null,2544,null,null,2122,null,null,189,null,null,2122,null,null,1781,null,null,874,null,null,1165,null,null,3078,null,null,3127,null,null,245,null,null,3097,null,null,2988,null,null,740,null,null,1532,null,null,1295,null,null,1038,null,null,189,null,null,1038,null,null,827,null,null,565,null,null,986,null,null,648,null,null,416,null,null,397,null,null,111,null,null,495,null,null,721,null,null,265,null,null,102,null,null,284,null,null,666,null,null,5438,null,null,2059,null,null,1338,null,null,189,null,null,1338,null,null,1202,null,null,501,null,null,1273,null,null,2354,null,null,1898,null,null,189,null,null,1898,null,null,1827,null,null,588,null,null,1271,null,null,3042,null,null,3006,null,null,85,null,null,3002,null,null,2932,null,null,717,null,null,1554,null,null,1322,null,null,747,null,null,189,null,null,747,null,null,689,null,null,188,null,null,978,null,null,879,null,null,401,null,null,324,null,null,292,null,null,702,null,null,1030,null,null,159,null,null,159,null,null,189,null,null,1009,null,null,39
186105,5615,90618,3517,10680,1194,3779,776,146,190,3633,762,2788,641,845,404,6901,1022,12946,1836,9354,1683,151,205,9203,1672,8049,1526,1154,656,3592,1062,47532,2256,36598,2167,52,88,36546,2172,34282,2140,2264,533,10934,1198,10449,1083,6418,818,0,159,6418,818,6091,826,327,224,4031,781,3496,670,1276,419,1276,419,0,159,2220,598,5515,732,992,406,946,392,46,77,4523,689,95487,3466,10139,1393,4620,852,0,159,4620,852,3841,863,779,336,5519,922,12845,1598,9138,1282,0,159,9138,1282,8180,1241,958,340,3707,965,49407,2523,35743,2130,0,159,35743,2130,33767,2248,1976,548,13664,1621,10543,1058,5717,912,0,159,5717,912,5465,869,252,170,4826,823,3950,612,1127,390,1121,390,6,13,2823,496,8603,901,880,377,880,377,0,159,7723,819,5615,null,null,3517,null,null,1194,null,null,776,null,null,190,null,null,762,null,null,641,null,null,404,null,null,1022,null,null,1836,null,null,1683,null,null,205,null,null,1672,null,null,1526,null,null,656,null,null,1062,null,null,2256,null,null,2167,null,null,88,null,null,2172,null,null,2140,null,null,533,null,null,1198,null,null,1083,null,null,818,null,null,159,null,null,818,null,null,826,null,null,224,null,null,781,null,null,670,null,null,419,null,null,419,null,null,159,null,null,598,null,null,732,null,null,406,null,null,392,null,null,77,null,null,689,null,null,3466,null,null,1393,null,null,852,null,null,159,null,null,852,null,null,863,null,null,336,null,null,922,null,null,1598,null,null,1282,null,null,159,null,null,1282,null,null,1241,null,null,340,null,null,965,null,null,2523,null,null,2130,null,null,159,null,null,2130,null,null,2248,null,null,548,null,null,1621,null,null,1058,null,null,912,null,null,159,null,null,912,null,null,869,null,null,170,null,null,823,null,null,612,null,null,390,null,null,390,null,null,13,null,null,496,null,null,901,null,null,377,null,null,377,null,null,159,null,null,819,null,null,40
129465,7070,63588,4869,8830,1910,4362,1110,0,201,4362,1110,3688,1000,674,461,4468,1356,9573,1746,6983,1484,105,138,6878,1469,6077,1397,801,503,2590,975,34886,3152,27621,2560,195,229,27426,2573,25294,2390,2132,923,7265,1700,5947,932,3494,788,0,201,3494,788,3083,741,411,273,2453,675,2098,675,320,212,320,212,0,201,1778,648,2254,572,69,85,69,85,0,201,2185,576,65877,4291,9035,1650,4575,1253,0,201,4575,1253,3478,1279,1097,443,4460,1119,7420,1580,5918,1355,0,201,5918,1355,5118,1245,800,512,1502,767,36146,3081,26886,2813,0,201,26886,2813,24689,2564,2197,945,9260,1366,6766,1220,3877,956,0,201,3877,956,3703,954,174,196,2889,783,2899,783,584,381,584,381,0,201,2315,640,3611,864,470,288,470,288,0,201,3141,770,7070,null,null,4869,null,null,1910,null,null,1110,null,null,201,null,null,1110,null,null,1000,null,null,461,null,null,1356,null,null,1746,null,null,1484,null,null,138,null,null,1469,null,null,1397,null,null,503,null,null,975,null,null,3152,null,null,2560,null,null,229,null,null,2573,null,null,2390,null,null,923,null,null,1700,null,null,932,null,null,788,null,null,201,null,null,788,null,null,741,null,null,273,null,null,675,null,null,675,null,null,212,null,null,212,null,null,201,null,null,648,null,null,572,null,null,85,null,null,85,null,null,201,null,null,576,null,null,4291,null,null,1650,null,null,1253,null,null,201,null,null,1253,null,null,1279,null,null,443,null,null,1119,null,null,1580,null,null,1355,null,null,201,null,null,1355,null,null,1245,null,null,512,null,null,767,null,null,3081,null,null,2813,null,null,201,null,null,2813,null,null,2564,null,null,945,null,null,1366,null,null,1220,null,null,956,null,null,201,null,null,956,null,null,954,null,null,196,null,null,783,null,null,783,null,null,381,null,null,381,null,null,201,null,null,640,null,null,864,null,null,288,null,null,288,null,null,201,null,null,770,null,null,41
175279,7451,87055,4156,13673,1903,5251,1431,0,174,5251,1431,3932,1115,1319,684,8422,1282,12706,1689,9396,1632,0,174,9396,1632,7336,1390,2060,832,3310,858,47724,4088,36116,3770,116,193,36000,3780,33703,3646,2297,810,11608,2134,7795,1348,5039,928,0,174,5039,928,4552,827,487,458,2756,894,1796,567,508,335,508,335,0,174,1288,530,3361,839,861,494,809,482,52,86,2500,669,88224,5388,13186,2059,5207,1154,0,174,5207,1154,3984,955,1223,573,7979,1654,11746,1867,8565,1590,0,174,8565,1590,6951,1359,1614,602,3181,845,46158,3452,33798,3000,0,174,33798,3000,30942,2806,2856,906,12360,1930,10123,1518,5592,1281,0,174,5592,1281,5350,1239,242,238,4531,1060,2490,836,450,254,389,263,61,66,2040,720,4521,1084,729,452,729,452,0,174,3792,983,7451,null,null,4156,null,null,1903,null,null,1431,null,null,174,null,null,1431,null,null,1115,null,null,684,null,null,1282,null,null,1689,null,null,1632,null,null,174,null,null,1632,null,null,1390,null,null,832,null,null,858,null,null,4088,null,null,3770,null,null,193,null,null,3780,null,null,3646,null,null,810,null,null,2134,null,null,1348,null,null,928,null,null,174,null,null,928,null,null,827,null,null,458,null,null,894,null,null,567,null,null,335,null,null,335,null,null,174,null,null,530,null,null,839,null,null,494,null,null,482,null,null,86,null,null,669,null,null,5388,null,null,2059,null,null,1154,null,null,174,null,null,1154,null,null,955,null,null,573,null,null,1654,null,null,1867,null,null,1590,null,null,174,null,null,1590,null,null,1359,null,null,602,null,null,845,null,null,3452,null,null,3000,null,null,174,null,null,3000,null,null,2806,null,null,906,null,null,1930,null,null,1518,null,null,1281,null,null,174,null,null,1281,null,null,1239,null,null,238,null,null,1060,null,null,836,null,null,254,null,null,263,null,null,66,null,null,720,null,null,1084,null,null,452,null,null,452,null,null,174,null,null,983,null,null,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
53941,4667,25140,2844,3574,1144,1421,710,505,389,916,596,718,576,198,188,2153,811,3854,1125,2587,917,339,290,2248,942,2061,924,187,210,1267,622,13538,2031,11384,1982,296,216,11088,1954,10217,1908,871,690,2154,830,2732,845,1648,595,0,207,1648,595,1353,539,295,263,1084,478,677,399,363,310,363,310,0,207,314,289,765,318,62,109,62,109,0,207,703,306,28801,3245,5197,1355,2812,907,248,392,2564,853,2028,816,536,308,2385,881,4198,1187,3370,1069,193,170,3177,1063,3114,1059,63,68,828,483,13528,2241,9580,1997,28,51,9552,2006,9030,1889,522,431,3948,961,2250,677,882,424,0,207,882,424,882,424,0,207,1368,560,1516,646,255,254,255,254,0,207,1261,624,2112,696,153,252,153,252,0,207,1959,615,4667,null,null,2844,null,null,1144,null,null,710,null,null,389,null,null,596,null,null,576,null,null,188,null,null,811,null,null,1125,null,null,917,null,null,290,null,null,942,null,null,924,null,null,210,null,null,622,null,null,2031,null,null,1982,null,null,216,null,null,1954,null,null,1908,null,null,690,null,null,830,null,null,845,null,null,595,null,null,207,null,null,595,null,null,539,null,null,263,null,null,478,null,null,399,null,null,310,null,null,310,null,null,207,null,null,289,null,null,318,null,null,109,null,null,109,null,null,207,null,null,306,null,null,3245,null,null,1355,null,null,907,null,null,392,null,null,853,null,null,816,null,null,308,null,null,881,null,null,1187,null,null,1069,null,null,170,null,null,1063,null,null,1059,null,null,68,null,null,483,null,null,2241,null,null,1997,null,null,51,null,null,2006,null,null,1889,null,null,431,null,null,961,null,null,677,null,null,424,null,null,207,null,null,424,null,null,424,null,null,207,null,null,560,null,null,646,null,null,254,null,null,254,null,null,207,null,null,624,null,null,696,null,null,252,null,null,252,null,null,207,null,null,615,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
75650,5212,36387,3134,6964,1544,2849,1096,0,204,2849,1096,2061,984,788,536,4115,1242,4406,1127,3402,985,244,356,3158,931,3133,936,25,51,1004,775,17516,2312,14105,2035,258,231,13847,2059,12708,1867,1139,670,3411,1144,4475,1042,2573,776,0,204,2573,776,2495,777,78,99,1902,719,812,429,260,224,260,224,0,204,552,299,2214,765,415,345,415,345,0,204,1799,666,39263,3219,3958,1045,2153,755,0,204,2153,755,1613,708,540,445,1805,591,5813,1332,4879,1324,0,204,4879,1324,4554,1339,325,263,934,608,20292,2620,12865,1962,0,204,12865,1962,11562,1912,1303,540,7427,1474,4804,1075,1813,564,0,204,1813,564,1578,504,235,324,2991,866,2121,800,207,192,207,192,0,204,1914,762,2275,604,288,303,288,303,0,204,1987,542,5212,null,null,3134,null,null,1544,null,null,1096,null,null,204,null,null,1096,null,null,984,null,null,536,null,null,1242,null,null,1127,null,null,985,null,null,356,null,null,931,null,null,936,null,null,51,null,null,775,null,null,2312,null,null,2035,null,null,231,null,null,2059,null,null,1867,null,null,670,null,null,1144,null,null,1042,null,null,776,null,null,204,null,null,776,null,null,777,null,null,99,null,null,719,null,null,429,null,null,224,null,null,224,null,null,204,null,null,299,null,null,765,null,null,345,null,null,345,null,null,204,null,null,666,null,null,3219,null,null,1045,null,null,755,null,null,204,null,null,755,null,null,708,null,null,445,null,null,591,null,null,1332,null,null,1324,null,null,204,null,null,1324,null,null,1339,null,null,263,null,null,608,null,null,2620,null,null,1962,null,null,204,null,null,1962,null,null,1912,null,null,540,null,null,1474,null,null,1075,null,null,564,null,null,204,null,null,564,null,null,504,null,null,324,null,null,866,null,null,800,null,null,192,null,null,192,null,null,204,null,null,762,null,null,604,null,null,303,null,null,303,null,null,204,null,null,542,null,null,47
