B17005_001E,B17005_001M,B17005_002E,B17005_002M,B17005_003E,B17005_003M,B17005_004E,B17005_004M,B17005_005E,B17005_005M,B17005_006E,B17005_006M,B17005_007E,B17005_007M,B17005_008E,B17005_008M,B17005_009E,B17005_009M,B17005_010E,B17005_010M,B17005_011E,B17005_011M,B17005_012E,B17005_012M,B17005_013E,B17005_013M,B17005_014E,B17005_014M,B17005_015E,B17005_015M,B17005_016E,B17005_016M,B17005_017E,B17005_017M,B17005_018E,B17005_018M,B17005_019E,B17005_019M,B17005_020E,B17005_020M,B17005_021E,B17005_021M,B17005_022E,B17005_022M,B17005_023E,B17005_023M,B17005_001M,B17005_001EA,B17005_001MA,B17005_002M,B17005_002EA,B17005_002MA,B17005_003M,B17005_003EA,B17005_003MA,B17005_004M,B17005_004EA,B17005_004MA,B17005_005M,B17005_005EA,B17005_005MA,B17005_006M,B17005_006EA,B17005_006MA,B17005_007M,B17005_007EA,B17005_007MA,B17005_008M,B17005_008EA,B17005_008MA,B17005_009M,B17005_009EA,B17005_009MA,B17005_010M,B17005_010EA,B17005_010MA,B17005_011M,B17005_011EA,B17005_011MA,B17005_012M,B17005_012EA,B17005_012MA,B17005_013M,B17005_013EA,B17005_013MA,B17005_014M,B17005_014EA,B17005_014MA,B17005_015M,B17005_015EA,B17005_015MA,B17005_016M,B17005_016EA,B17005_016MA,B17005_017M,B17005_017EA,B17005_017MA,B17005_018M,B17005_018EA,B17005_018MA,B17005_019M,B17005_019EA,B17005_019MA,B17005_020M,B17005_020EA,B17005_020MA,B17005_021M,B17005_021EA,B17005_021MA,B17005_022M,B17005_022EA,B17005_022MA,B17005_023M,B17005_023EA,B17005_023MA,state
16541193,10834,2197662,34625,931223,19721,389055,12423,302395,11290,86660,5635,542168,13591,1266439,22099,449220,13539,349961,11872,99259,6403,817219,16919,14343531,35365,6989204,19761,4713377,24448,4504486,23288,208891,8200,2275827,21861,7354327,24176,4230013,22681,4042161,22325,187852,8759,3124314,26504,10834,null,null,34625,null,null,19721,null,null,12423,null,null,11290,null,null,5635,null,null,13591,null,null,22099,null,null,13539,null,null,11872,null,null,6403,null,null,16919,null,null,35365,null,null,19761,null,null,24448,null,null,23288,null,null,8200,null,null,21861,null,null,24176,null,null,22681,null,null,22325,null,null,8759,null,null,26504,null,null,12
7814893,8742,1084000,21960,436988,11188,193293,8409,148885,6855,44408,4719,243695,9314,647012,15254,259155,8890,199100,7703,60055,5259,387857,12197,6730893,25285,3259273,13564,2389249,15863,2289507,15591,99742,6686,870024,13505,3471620,17234,2160127,18806,2069880,18582,90247,6009,1311493,14280,8742,null,null,21960,null,null,11188,null,null,8409,null,null,6855,null,null,4719,null,null,9314,null,null,15254,null,null,8890,null,null,7703,null,null,5259,null,null,12197,null,null,25285,null,null,13564,null,null,15863,null,null,15591,null,null,6686,null,null,13505,null,null,17234,null,null,18806,null,null,18582,null,null,6009,null,null,14280,null,null,13
1094111,3079,102123,7469,44649,3877,16506,2481,12364,2054,4142,1317,28143,2841,57474,4897,18414,2436,15071,2219,3343,957,39060,4041,991988,8080,487071,4703,356182,5157,343931,5129,12251,1497,130889,4092,504917,5351,323677,5199,312029,5212,11648,1700,181240,4518,3079,null,null,7469,null,null,3877,null,null,2481,null,null,2054,null,null,1317,null,null,2841,null,null,4897,null,null,2436,null,null,2219,null,null,957,null,null,4041,null,null,8080,null,null,4703,null,null,5157,null,null,5129,null,null,1497,null,null,4092,null,null,5351,null,null,5199,null,null,5212,null,null,1700,null,null,4518,null,null,15
1268590,2549,168906,9993,73882,5161,36179,4044,30254,3397,5925,1611,37703,3350,95024,6693,36890,4046,30993,3354,5897,1477,58134,5230,1099684,10520,551232,5777,400105,6981,385683,7362,14422,2241,151127,5684,548452,7477,323754,6963,313110,6861,10644,1735,224698,6607,2549,null,null,9993,null,null,5161,null,null,4044,null,null,3397,null,null,1611,null,null,3350,null,null,6693,null,null,4046,null,null,3354,null,null,1477,null,null,5230,null,null,10520,null,null,5777,null,null,6981,null,null,7362,null,null,2241,null,null,5684,null,null,7477,null,null,6963,null,null,6861,null,null,1735,null,null,6607,null,null,16
9950227,6318,1162966,23295,480625,13225,219708,9038,156835,7961,62873,3942,260917,9209,682341,14508,285135,10084,216437,8886,68698,3809,397206,11131,8787261,23190,4322097,13399,3236398,14160,3079374,14331,157024,6126,1085699,9202,4465164,14971,2873258,17684,2746268,17634,126990,5643,1591906,16056,6318,null,null,23295,null,null,13225,null,null,9038,null,null,7961,null,null,3942,null,null,9209,null,null,14508,null,null,10084,null,null,8886,null,null,3809,null,null,11131,null,null,23190,null,null,13399,null,null,14160,null,null,14331,null,null,6126,null,null,9202,null,null,14971,null,null,17684,null,null,17634,null,null,5643,null,null,16056,null,null,17
5066681,5350,635127,14565,256881,8127,114735,5086,89202,4284,25533,2553,142146,5786,378246,10171,162693,6419,134535,5975,28158,3213,215553,7599,4431554,14546,2196738,9145,1616202,10121,1553288,10175,62914,4020,580536,8795,2234816,11402,1406767,12958,1358393,13046,48374,3533,828049,11138,5350,null,null,14565,null,null,8127,null,null,5086,null,null,4284,null,null,2553,null,null,5786,null,null,10171,null,null,6419,null,null,5975,null,null,3213,null,null,7599,null,null,14546,null,null,9145,null,null,10121,null,null,10175,null,null,4020,null,null,8795,null,null,11402,null,null,12958,null,null,13046,null,null,3533,null,null,11138,null,null,18
2398561,2798,259691,7716,105288,4684,51543,3456,41764,3199,9779,1458,53745,3339,154403,5546,71870,4224,61235,3885,10635,1843,82533,4248,2138870,8056,1073535,5432,821698,6676,795601,7471,26097,2728,251837,5901,1065335,6117,706424,7391,689584,7679,16840,2012,358911,5952,2798,null,null,7716,null,null,4684,null,null,3456,null,null,3199,null,null,1458,null,null,3339,null,null,5546,null,null,4224,null,null,3885,null,null,1843,null,null,4248,null,null,8056,null,null,5432,null,null,6676,null,null,7471,null,null,2728,null,null,5901,null,null,6117,null,null,7391,null,null,7679,null,null,2012,null,null,5952,null,null,19
2190049,3830,251735,9171,108344,5499,53925,4373,44528,4002,9397,1651,54419,3330,143391,5616,66364,4139,56422,3595,9942,2081,77027,4257,1938314,10403,961824,6459,728209,6563,699935,6631,28274,3057,233615,5164,976490,6653,632789,6787,615359,7042,17430,1896,343701,6435,3830,null,null,9171,null,null,5499,null,null,4373,null,null,4002,null,null,1651,null,null,3330,null,null,5616,null,null,4139,null,null,3595,null,null,2081,null,null,4257,null,null,10403,null,null,6459,null,null,6563,null,null,6631,null,null,3057,null,null,5164,null,null,6653,null,null,6787,null,null,7042,null,null,1896,null,null,6435,null,null,20
3417128,4470,570383,15928,233918,8826,89379,5458,65652,4808,23727,2660,144539,6184,336465,10042,123314,6490,98511,6283,24803,2889,213151,7434,2846745,16942,1413057,10653,983004,11263,938769,11789,44235,3988,430053,8490,1433688,11290,864576,11466,834490,11062,30086,3112,569112,10156,4470,null,null,15928,null,null,8826,null,null,5458,null,null,4808,null,null,2660,null,null,6184,null,null,10042,null,null,6490,null,null,6283,null,null,2889,null,null,7434,null,null,16942,null,null,10653,null,null,11263,null,null,11789,null,null,3988,null,null,8490,null,null,11290,null,null,11466,null,null,11062,null,null,3112,null,null,10156,null,null,21
3562548,5140,633498,16963,251392,9153,95188,5901,67383,4600,27805,3428,156204,7232,382106,10710,154976,7709,124247,7105,30729,3101,227130,7773,2929050,17925,1442281,10195,1014266,10902,958270,10729,55996,4289,428015,8943,1486769,11795,895776,11302,860236,11417,35540,3519,590993,8530,5140,null,null,16963,null,null,9153,null,null,5901,null,null,4600,null,null,3428,null,null,7232,null,null,10710,null,null,7709,null,null,7105,null,null,3101,null,null,7773,null,null,17925,null,null,10195,null,null,10902,null,null,10729,null,null,4289,null,null,8943,null,null,11795,null,null,11302,null,null,11417,null,null,3519,null,null,8530,null,null,22
