B19313C_001E,B19313C_001M,B19313C_001M,B19313C_001EA,B19313C_001MA,state
1230952600,164799047,164799047,null,null,12
562460400,82172321,82172321,null,null,13
61024900,25954464,25954464,null,null,15
425488300,79254029,79254029,null,null,16
696018700,120818065,120818065,null,null,17
472524500,106322772,106322772,null,null,18
221448700,43235407,43235407,null,null,19
448319500,70327982,70327982,null,null,20
235464700,60692733,60692733,null,null,21
462801300,71680323,71680323,null,null,22
139926800,34033341,34033341,null,null,23
611959900,175011731,175011731,null,null,24
383280800,125395005,125395005,null,null,25
1045750300,96648835,96648835,null,null,26
1212407400,168812192,168812192,null,null,27
199077700,48186337,48186337,null,null,28
534371900,87180263,87180263,null,null,29
942720900,101219312,101219312,null,null,30
246342000,44159461,44159461,null,null,31
609710300,77452506,77452506,null,null,32
61539200,38395684,38395684,null,null,33
440591300,103558180,103558180,null,null,34
2929515900,224300823,224300823,null,null,35
1589325100,216484675,216484675,null,null,36
2175208300,162942676,162942676,null,null,37
675074000,77573512,77573512,null,null,38
403028100,77172177,77172177,null,null,39
5653287400,271989310,271989310,null,null,40
1043125600,176601526,176601526,null,null,41
448224500,96123045,96123045,null,null,42
93118200,44085211,44085211,null,null,44
385035700,131655797,131655797,null,null,45
747181300,68234428,68234428,null,null,46
402454600,85715964,85715964,null,null,47
3598831200,534861575,534861575,null,null,48
554690000,119180222,119180222,null,null,49
53459700,24992748,24992748,null,null,50
773511100,187392531,187392531,null,null,51
1769099000,128467689,128467689,null,null,53
58486800,23963384,23963384,null,null,54
1037395600,110237428,110237428,null,null,55
190840900,51298195,51298195,null,null,56
76893000,27213047,27213047,null,null,72
563807700,87868840,87868840,null,null,01
2061268600,173984589,173984589,null,null,02
4250037800,210678791,210678791,null,null,04
369982400,117632431,117632431,null,null,05
6233854400,326773243,326773243,null,null,06
1105373200,129654957,129654957,null,null,08
188347800,59136755,59136755,null,null,09
113647700,41942897,41942897,null,null,10
35858800,18476775,18476775,null,null,11
