C17004_001E,C17004_001M,C17004_002E,C17004_002M,C17004_003E,C17004_003M,C17004_004E,C17004_004M,C17004_005E,C17004_005M,C17004_006E,C17004_006M,C17004_007E,C17004_007M,C17004_008E,C17004_008M,C17004_009E,C17004_009M,C17004_001M,C17004_001EA,C17004_001MA,C17004_002M,C17004_002EA,C17004_002MA,C17004_003M,C17004_003EA,C17004_003MA,C17004_004M,C17004_004EA,C17004_004MA,C17004_005M,C17004_005EA,C17004_005MA,C17004_006M,C17004_006EA,C17004_006MA,C17004_007M,C17004_007EA,C17004_007MA,C17004_008M,C17004_008EA,C17004_008MA,C17004_009M,C17004_009EA,C17004_009MA,state
16586787,9240,2198299,34683,215144,8562,587102,15073,1396053,25117,14388488,35382,6351230,36993,2877900,30167,5159358,37030,9240,null,null,34683,null,null,8562,null,null,15073,null,null,25117,null,null,35382,null,null,36993,null,null,30167,null,null,37030,null,null,12
7849128,7802,1084802,22060,122673,5839,325884,9542,636245,17585,6764326,25048,3332944,26636,1373403,23808,2057979,18657,7802,null,null,22060,null,null,5839,null,null,9542,null,null,17585,null,null,25048,null,null,26636,null,null,23808,null,null,18657,null,null,13
1119701,1857,102494,7496,7266,1473,28787,3287,66441,5741,1017207,7764,506966,7459,215274,7207,294967,6424,1857,null,null,7496,null,null,1473,null,null,3287,null,null,5741,null,null,7764,null,null,7459,null,null,7207,null,null,6424,null,null,15
1271241,2574,168960,10002,16852,2899,64666,5605,87442,5773,1102281,10549,502775,9440,270838,8097,328668,7882,2574,null,null,10002,null,null,2899,null,null,5605,null,null,5773,null,null,10549,null,null,9440,null,null,8097,null,null,7882,null,null,16
9959102,6162,1162996,23294,108754,6151,364198,11870,690044,15998,8796106,23021,4279465,26636,2001627,20631,2515014,18832,6162,null,null,23294,null,null,6151,null,null,11870,null,null,15998,null,null,23021,null,null,26636,null,null,20631,null,null,18832,null,null,17
5069861,5043,635295,14544,61199,4247,226987,7578,347109,10547,4434566,14431,2150883,16756,988265,14808,1295418,12541,5043,null,null,14544,null,null,4247,null,null,7578,null,null,10547,null,null,14431,null,null,16756,null,null,14808,null,null,12541,null,null,18
2400166,2693,259691,7716,26455,2547,108372,5400,124864,5822,2140475,8128,1106084,10947,496350,9639,538041,7671,2693,null,null,7716,null,null,2547,null,null,5400,null,null,5822,null,null,8128,null,null,10947,null,null,9639,null,null,7671,null,null,19
2201186,3452,252117,9175,29929,2550,96894,5586,125294,5391,1949069,10246,992521,10697,441456,9001,515092,7298,3452,null,null,9175,null,null,2550,null,null,5586,null,null,5391,null,null,10246,null,null,10697,null,null,9001,null,null,7298,null,null,20
3425370,4232,570679,15913,47472,4523,166211,8088,356996,11554,2854691,17214,1341698,16336,586210,12213,926783,14068,4232,null,null,15913,null,null,4523,null,null,8088,null,null,11554,null,null,17214,null,null,16336,null,null,12213,null,null,14068,null,null,21
3575104,4789,633842,16945,65514,5264,171087,9343,397241,13313,2941262,17606,1379411,13188,606678,12884,955173,11854,4789,null,null,16945,null,null,5264,null,null,9343,null,null,13313,null,null,17606,null,null,13188,null,null,12884,null,null,11854,null,null,22
1079021,1957,122948,6498,9303,1822,41056,3296,72589,4559,956073,7005,421835,7174,249794,6415,284444,6331,1957,null,null,6498,null,null,1822,null,null,3296,null,null,4559,null,null,7005,null,null,7174,null,null,6415,null,null,6331,null,null,23
4696242,4023,416749,11989,33664,3315,130513,6129,252572,9149,4279493,13181,2230109,14182,934138,13893,1115246,12733,4023,null,null,11989,null,null,3315,null,null,6129,null,null,9149,null,null,13181,null,null,14182,null,null,13893,null,null,12733,null,null,24
5383735,3396,522210,15757,29648,2714,157463,7608,335099,11950,4861525,15876,2380112,18093,1250116,15611,1231297,15609,3396,null,null,15757,null,null,2714,null,null,7608,null,null,11950,null,null,15876,null,null,18093,null,null,15611,null,null,15609,null,null,25
7814555,5653,1051289,16691,80574,4591,369264,10026,601451,13455,6763266,17533,2995316,18299,1588691,17660,2179259,17935,5653,null,null,16691,null,null,4591,null,null,10026,null,null,13455,null,null,17533,null,null,18299,null,null,17660,null,null,17935,null,null,26
4272563,4019,387435,10082,36591,2741,154132,5875,196712,6944,3885128,11283,1974297,13052,988522,14619,922309,9757,4019,null,null,10082,null,null,2741,null,null,5875,null,null,6944,null,null,11283,null,null,13052,null,null,14619,null,null,9757,null,null,27
2263912,4713,413462,13252,42641,4124,102661,5407,268160,9613,1850450,14036,865850,12193,339317,9979,645283,10744,4713,null,null,13252,null,null,4124,null,null,5407,null,null,9613,null,null,14036,null,null,12193,null,null,9979,null,null,10744,null,null,28
4709285,5169,590007,14379,61059,3840,195428,7938,333520,11243,4119278,14463,2003923,15684,884884,13885,1230471,15122,5169,null,null,14379,null,null,3840,null,null,7938,null,null,11243,null,null,14463,null,null,15684,null,null,13885,null,null,15122,null,null,29
818700,2144,105151,5668,9666,1607,46097,3956,49388,3326,713549,5825,325610,6624,182451,5383,205488,4561,2144,null,null,5668,null,null,1607,null,null,3956,null,null,3326,null,null,5825,null,null,6624,null,null,5383,null,null,4561,null,null,30
1436925,2249,151340,6127,19047,2182,57587,3867,74706,4572,1285585,6028,696939,7889,294893,6809,293753,5999,2249,null,null,6127,null,null,2182,null,null,3867,null,null,4572,null,null,6028,null,null,7889,null,null,6809,null,null,5999,null,null,31
2307955,3005,286931,12720,28803,2849,82914,5031,175214,9800,2021024,12598,940535,11521,444601,9308,635888,8494,3005,null,null,12720,null,null,2849,null,null,5031,null,null,9800,null,null,12598,null,null,11521,null,null,9308,null,null,8494,null,null,32
1069609,2046,77103,5957,4391,1128,29342,4027,43370,3566,992506,6201,493426,7644,246180,6375,252900,5930,2046,null,null,5957,null,null,1128,null,null,4027,null,null,3566,null,null,6201,null,null,7644,null,null,6375,null,null,5930,null,null,33
7042070,4344,659560,18069,60458,4915,180191,8200,418911,13529,6382510,19079,3090802,22988,1437436,20172,1854272,18695,4344,null,null,18069,null,null,4915,null,null,8200,null,null,13529,null,null,19079,null,null,22988,null,null,20172,null,null,18695,null,null,34
1615416,2935,273650,9593,30280,2968,85477,6019,157893,7037,1341766,9957,586578,9828,280259,8996,474929,9266,2935,null,null,9593,null,null,2968,null,null,6019,null,null,7037,null,null,9957,null,null,9828,null,null,8996,null,null,9266,null,null,35
15603924,7058,2073124,27507,176112,8114,568643,13618,1328369,20618,13530800,27323,6520047,31171,2997415,27194,4013338,22830,7058,null,null,27507,null,null,8114,null,null,13618,null,null,20618,null,null,27323,null,null,31171,null,null,27194,null,null,22830,null,null,36
7889471,6777,1082798,21575,103645,6304,345369,12263,633784,15386,6806673,22622,3220859,21171,1437614,18596,2148200,16955,6777,null,null,21575,null,null,6304,null,null,12263,null,null,15386,null,null,22622,null,null,21171,null,null,18596,null,null,16955,null,null,37
577818,1650,59015,4532,5251,1099,26946,3442,26818,2849,518803,5162,281889,5351,128279,4733,108635,3460,1650,null,null,4532,null,null,1099,null,null,3442,null,null,2849,null,null,5162,null,null,5351,null,null,4733,null,null,3460,null,null,38
9039657,5111,1170928,22676,97308,4946,413434,12543,660186,16453,7868729,23343,3767459,18896,1764527,18874,2336743,18625,5111,null,null,22676,null,null,4946,null,null,12543,null,null,16453,null,null,23343,null,null,18896,null,null,18874,null,null,18625,null,null,39
2965943,2582,422042,9784,48200,2872,136031,5782,237811,7251,2543901,9955,1232051,10414,507449,8381,804401,9632,2582,null,null,9784,null,null,2872,null,null,5782,null,null,7251,null,null,9955,null,null,10414,null,null,8381,null,null,9632,null,null,40
3265989,3068,406819,12787,38581,3695,159257,8147,208981,8647,2859170,13435,1241450,13588,720220,13910,897500,12967,3068,null,null,12787,null,null,3695,null,null,8147,null,null,8647,null,null,13435,null,null,13588,null,null,13910,null,null,12967,null,null,41
10055045,5907,1156860,20701,87278,5077,369092,10055,700490,14534,8898185,21699,4203081,25432,1971519,18411,2723585,20166,5907,null,null,20701,null,null,5077,null,null,10055,null,null,14534,null,null,21699,null,null,25432,null,null,18411,null,null,20166,null,null,42
835451,1697,98202,6628,5511,1336,29296,3310,63395,5194,737249,6676,348231,8653,175529,7565,213489,6034,1697,null,null,6628,null,null,1336,null,null,3310,null,null,5194,null,null,6676,null,null,8653,null,null,7565,null,null,6034,null,null,44
3861078,3996,510472,14452,51290,3514,157750,7478,301432,10210,3350606,15939,1558250,18078,671165,14699,1121191,14764,3996,null,null,14452,null,null,3514,null,null,7478,null,null,10210,null,null,15939,null,null,18078,null,null,14699,null,null,14764,null,null,45
648180,1932,78385,4681,6529,1257,28902,3262,42954,2956,569795,4993,307314,5179,133803,5399,128678,4113,1932,null,null,4681,null,null,1257,null,null,3262,null,null,2956,null,null,4993,null,null,5179,null,null,5399,null,null,4113,null,null,46
5183503,5471,721604,16750,70541,4548,210355,7584,440708,14524,4461899,17227,2118930,15368,895021,14780,1447948,15981,5471,null,null,16750,null,null,4548,null,null,7584,null,null,14524,null,null,17227,null,null,15368,null,null,14780,null,null,15981,null,null,47
20816287,10193,2793813,41749,383248,12094,850087,20712,1560478,28445,18022474,40280,9171406,46578,3688908,34088,5162160,35422,10193,null,null,41749,null,null,12094,null,null,20712,null,null,28445,null,null,40280,null,null,46578,null,null,34088,null,null,35422,null,null,48
2191880,3279,214840,10524,25308,2860,92086,6686,97446,6708,1977040,10745,942041,11460,523092,9445,511907,9189,3279,null,null,10524,null,null,2860,null,null,6686,null,null,6708,null,null,10745,null,null,11460,null,null,9445,null,null,9189,null,null,49
497460,1300,55944,3966,4042,968,20402,2415,31500,2720,441516,4154,217433,4132,107903,3900,116180,3462,1300,null,null,3966,null,null,968,null,null,2415,null,null,2720,null,null,4154,null,null,4132,null,null,3900,null,null,3462,null,null,50
6536833,5917,662655,19063,63255,4901,223952,9585,375448,12039,5874178,20297,2958338,18868,1274320,16948,1641520,16493,5917,null,null,19063,null,null,4901,null,null,9585,null,null,12039,null,null,20297,null,null,18868,null,null,16948,null,null,16493,null,null,51
5733392,4900,609498,15012,41351,3403,226289,9007,341858,11054,5123894,15639,2396446,17294,1228724,18080,1498724,15433,4900,null,null,15012,null,null,3403,null,null,9007,null,null,11054,null,null,15639,null,null,17294,null,null,18080,null,null,15433,null,null,53
1455608,2612,239613,9267,16113,2368,63168,4494,160332,7449,1215995,9540,511558,7968,232847,7224,471590,9202,2612,null,null,9267,null,null,2368,null,null,4494,null,null,7449,null,null,9540,null,null,7968,null,null,7224,null,null,9202,null,null,54
4520172,3665,482826,11931,44850,3607,196127,7735,241849,7813,4037346,12478,1987961,15751,986349,12589,1063036,8998,3665,null,null,11931,null,null,3607,null,null,7735,null,null,7813,null,null,12478,null,null,15751,null,null,12589,null,null,8998,null,null,55
447616,2169,50956,4511,6396,1397,21630,2613,22930,3303,396660,4718,194749,5719,96788,4642,105123,5087,2169,null,null,4511,null,null,1397,null,null,2613,null,null,3303,null,null,4718,null,null,5719,null,null,4642,null,null,5087,null,null,56
2780987,2916,1126897,19370,70289,4835,191440,7923,865168,15144,1654090,19508,631372,13565,236118,9309,786600,13437,2916,null,null,19370,null,null,4835,null,null,7923,null,null,15144,null,null,19508,null,null,13565,null,null,9309,null,null,13437,null,null,72
3789347,5355,573887,16022,57353,3771,148663,7140,367871,12650,3215460,17540,1451317,14449,612237,11937,1151906,15733,5355,null,null,16022,null,null,3771,null,null,7140,null,null,12650,null,null,17540,null,null,14449,null,null,11937,null,null,15733,null,null,01
560526,1428,47783,4019,3986,1089,19477,2206,24320,2740,512743,4226,231765,5331,165949,4898,115029,4143,1428,null,null,4019,null,null,1089,null,null,2206,null,null,2740,null,null,4226,null,null,5331,null,null,4898,null,null,4143,null,null,02
