B17002_001E,B17002_001M,B17002_002E,B17002_002M,B17002_003E,B17002_003M,B17002_004E,B17002_004M,B17002_005E,B17002_005M,B17002_006E,B17002_006M,B17002_007E,B17002_007M,B17002_008E,B17002_008M,B17002_009E,B17002_009M,B17002_010E,B17002_010M,B17002_011E,B17002_011M,B17002_012E,B17002_012M,B17002_013E,B17002_013M,B17002_001M,B17002_001EA,B17002_001MA,B17002_002M,B17002_002EA,B17002_002MA,B17002_003M,B17002_003EA,B17002_003MA,B17002_004M,B17002_004EA,B17002_004MA,B17002_005M,B17002_005EA,B17002_005MA,B17002_006M,B17002_006EA,B17002_006MA,B17002_007M,B17002_007EA,B17002_007MA,B17002_008M,B17002_008EA,B17002_008MA,B17002_009M,B17002_009EA,B17002_009MA,B17002_010M,B17002_010EA,B17002_010MA,B17002_011M,B17002_011EA,B17002_011MA,B17002_012M,B17002_012EA,B17002_012MA,B17002_013M,B17002_013EA,B17002_013MA,state
1295971,1363,58948,5453,43138,4778,59663,5708,54517,6941,55573,5932,59633,5435,25962,4325,35238,5019,215599,10439,196705,9095,165066,9383,325929,11002,1363,null,null,5453,null,null,4778,null,null,5708,null,null,6941,null,null,5932,null,null,5435,null,null,4325,null,null,5019,null,null,10439,null,null,9095,null,null,9383,null,null,11002,null,null,23
5875026,3123,271954,13137,136138,10730,159623,11693,165079,10437,174278,12641,201334,14769,72546,8794,108280,10916,773744,26775,731030,22668,673432,20575,2407588,28792,3123,null,null,13137,null,null,10730,null,null,11693,null,null,10437,null,null,12641,null,null,14769,null,null,8794,null,null,10916,null,null,26775,null,null,22668,null,null,20575,null,null,28792,null,null,24
6574249,2698,324784,14455,161301,9507,200512,11915,191238,12768,185501,12642,199140,11343,86817,10255,117248,9631,832652,24282,778544,21276,744266,19956,2752246,35067,2698,null,null,14455,null,null,9507,null,null,11915,null,null,12768,null,null,12642,null,null,11343,null,null,10255,null,null,9631,null,null,24282,null,null,21276,null,null,19956,null,null,35067,null,null,25
9702321,3906,646971,18011,370532,16520,434433,14667,440460,14180,408324,15177,446999,15108,168558,11399,240829,11686,1616765,27743,1389913,25452,1063193,22305,2475344,28162,3906,null,null,18011,null,null,16520,null,null,14667,null,null,14180,null,null,15177,null,null,15108,null,null,11399,null,null,11686,null,null,27743,null,null,25452,null,null,22305,null,null,28162,null,null,26
5396363,2285,238104,10585,129840,10202,165332,9639,205175,13796,190136,10508,191725,11480,74828,6692,113574,7341,823610,20707,779954,18072,673909,15028,1810176,23424,2285,null,null,10585,null,null,10202,null,null,9639,null,null,13796,null,null,10508,null,null,11480,null,null,6692,null,null,7341,null,null,20707,null,null,18072,null,null,15028,null,null,23424,null,null,27
2892894,2014,267875,14912,172745,13605,162148,10243,168967,11047,154927,11698,152282,10557,70571,8378,82433,8743,522449,21953,371774,15151,263863,15182,502860,17226,2014,null,null,14912,null,null,13605,null,null,10243,null,null,11047,null,null,11698,null,null,10557,null,null,8378,null,null,8743,null,null,21953,null,null,15151,null,null,15182,null,null,17226,null,null,28
5911040,3431,364094,18167,209896,12103,252964,11041,274787,16924,274650,13710,286711,13714,115330,8924,159521,10709,1059448,26713,862285,21995,657909,16411,1393445,25290,3431,null,null,18167,null,null,12103,null,null,11041,null,null,16924,null,null,13710,null,null,13714,null,null,8924,null,null,10709,null,null,26713,null,null,21995,null,null,16411,null,null,25290,null,null,29
1018105,1144,57493,4969,31573,3848,46572,5580,53049,5587,55382,6285,45227,5161,24878,3971,27253,4419,180036,10203,148666,9270,111458,7165,236518,10061,1144,null,null,4969,null,null,3848,null,null,5580,null,null,5587,null,null,6285,null,null,5161,null,null,3971,null,null,4419,null,null,10203,null,null,9270,null,null,7165,null,null,10061,null,null,30
1851069,1911,94746,6650,50709,5285,65998,7100,78266,7079,72486,6202,81484,5895,31909,5558,55519,6312,338112,11581,278512,11396,220509,9791,482819,12819,1911,null,null,6650,null,null,5285,null,null,7100,null,null,7079,null,null,6202,null,null,5895,null,null,5558,null,null,6312,null,null,11581,null,null,11396,null,null,9791,null,null,12819,null,null,31
2896888,3250,181573,11652,90805,8314,127042,13024,147118,12582,142495,11410,143539,12133,58394,7464,98854,11312,536915,20219,416869,19653,295931,15251,657353,20641,3250,null,null,11652,null,null,8314,null,null,13024,null,null,12582,null,null,11410,null,null,12133,null,null,7464,null,null,11312,null,null,20219,null,null,19653,null,null,15251,null,null,20641,null,null,32
1292255,1106,41811,4321,23892,4148,28586,4424,34686,5349,38599,5475,43713,6335,14450,2501,26210,4247,197132,9918,177282,10906,183275,9704,482619,16080,1106,null,null,4321,null,null,4148,null,null,4424,null,null,5349,null,null,5475,null,null,6335,null,null,2501,null,null,4247,null,null,9918,null,null,10906,null,null,9704,null,null,16080,null,null,33
8769487,3021,396039,19292,239028,15351,280846,14626,300447,17883,286612,18583,290488,15487,125928,12355,163119,14022,1127270,28006,1014333,25329,928884,24478,3616493,36127,3021,null,null,19292,null,null,15351,null,null,14626,null,null,17883,null,null,18583,null,null,15487,null,null,12355,null,null,14022,null,null,28006,null,null,25329,null,null,24478,null,null,36127,null,null,34
2039449,1699,174249,12488,105990,9947,124224,9529,121637,10659,124568,10536,100503,9414,33947,5540,61675,7662,342760,15433,261423,14401,190172,11222,398301,11322,1699,null,null,12488,null,null,9947,null,null,9529,null,null,10659,null,null,10536,null,null,9414,null,null,5540,null,null,7662,null,null,15433,null,null,14401,null,null,11222,null,null,11322,null,null,35
19230198,5205,1289747,29394,681634,24635,861443,30043,792725,25477,773706,31255,770603,27175,297348,16571,441108,25575,2738154,45630,2332353,33682,1982108,33117,6269269,50543,5205,null,null,29394,null,null,24635,null,null,30043,null,null,25477,null,null,31255,null,null,27175,null,null,16571,null,null,25575,null,null,45630,null,null,33682,null,null,33117,null,null,50543,null,null,36
9886033,3818,658824,22915,396395,20294,466661,22353,510174,19360,503659,21855,516255,19185,179265,12623,256644,12682,1721784,33673,1360398,31711,1013275,24384,2302699,36754,3818,null,null,22915,null,null,20294,null,null,22353,null,null,19360,null,null,21855,null,null,19185,null,null,12623,null,null,12682,null,null,33673,null,null,31711,null,null,24384,null,null,36754,null,null,37
731759,1407,40350,5204,15663,2650,22451,3679,27160,4472,23995,3496,28669,4020,11610,3402,16577,2824,117787,6736,114452,7286,94352,7700,218693,7833,1407,null,null,5204,null,null,2650,null,null,3679,null,null,4472,null,null,3496,null,null,4020,null,null,3402,null,null,2824,null,null,6736,null,null,7286,null,null,7700,null,null,7833,null,null,38
11287401,5000,756435,22872,430371,22286,458576,16875,494914,20699,454400,17475,500185,20083,196084,10406,284785,13267,1957487,36550,1665026,29892,1267749,24604,2821389,33491,5000,null,null,22872,null,null,22286,null,null,16875,null,null,20699,null,null,17475,null,null,20083,null,null,10406,null,null,13267,null,null,36550,null,null,29892,null,null,24604,null,null,33491,null,null,39
3809431,1956,272498,11788,153039,10455,194840,10623,216471,11221,201031,10809,200065,9207,79041,6321,97051,7372,703249,17876,498654,14125,376137,12414,817355,16238,1956,null,null,11788,null,null,10455,null,null,10623,null,null,11221,null,null,10809,null,null,9207,null,null,6321,null,null,7372,null,null,17876,null,null,14125,null,null,12414,null,null,16238,null,null,40
4016520,2426,237154,14805,125440,11409,173552,12601,185695,12900,188032,12782,174569,11065,76548,8695,118956,10720,677402,21267,554867,18429,418098,18350,1086207,20356,2426,null,null,14805,null,null,11409,null,null,12601,null,null,12900,null,null,12782,null,null,11065,null,null,8695,null,null,10720,null,null,21267,null,null,18429,null,null,18350,null,null,20356,null,null,41
12368256,3787,702681,23423,408273,17317,481091,21776,487165,16394,486132,17003,511144,19067,225966,13254,290335,14237,2014667,31287,1759624,31457,1410133,28656,3591045,32217,3787,null,null,23423,null,null,17317,null,null,21776,null,null,16394,null,null,17003,null,null,19067,null,null,13254,null,null,14237,null,null,31287,null,null,31457,null,null,28656,null,null,32217,null,null,42
1015892,798,55404,6860,30914,4467,43614,6274,40596,5286,33992,5132,48645,6225,16628,3879,15900,3484,145975,9390,128902,9374,126534,10594,328788,10799,798,null,null,6860,null,null,4467,null,null,6274,null,null,5286,null,null,5132,null,null,6225,null,null,3879,null,null,3484,null,null,9390,null,null,9374,null,null,10594,null,null,10799,null,null,44
4820419,2587,345252,17468,177528,12827,213180,14283,240207,14963,233172,14648,253767,15096,91067,9871,152129,11273,866147,23746,682904,24962,489947,19275,1075119,23759,2587,null,null,17468,null,null,12827,null,null,14283,null,null,14963,null,null,14648,null,null,15096,null,null,9871,null,null,11273,null,null,23746,null,null,24962,null,null,19275,null,null,23759,null,null,45
837292,989,56619,5431,27651,3950,26692,3333,32462,3383,39908,4940,37970,5093,11107,2333,22103,3552,150541,8803,139977,8009,100982,6084,191280,8946,989,null,null,5431,null,null,3950,null,null,3333,null,null,3383,null,null,4940,null,null,5093,null,null,2333,null,null,3552,null,null,8803,null,null,8009,null,null,6084,null,null,8946,null,null,46
6489032,3408,445999,18264,267421,15979,309757,17418,327025,17021,321779,15937,341518,17904,135908,12962,188388,11237,1203840,30247,895410,25729,643475,19557,1408512,26455,3408,null,null,18264,null,null,15979,null,null,17418,null,null,17021,null,null,15937,null,null,17904,null,null,12962,null,null,11237,null,null,30247,null,null,25729,null,null,19557,null,null,26455,null,null,47
27236443,6495,1790879,39610,1099044,39566,1371414,36854,1383940,51363,1387697,39807,1383458,42200,509220,21483,774753,34340,4622773,69349,3391520,50421,2614854,50039,6906891,64185,6495,null,null,39610,null,null,39566,null,null,36854,null,null,51363,null,null,39807,null,null,42200,null,null,21483,null,null,34340,null,null,69349,null,null,50421,null,null,50039,null,null,64185,null,null,48
3004148,2144,144180,10409,68011,7276,94711,8359,132082,13558,123098,10983,137592,10010,50548,6911,82461,8317,626604,20406,500078,17427,341519,17954,703264,18711,2144,null,null,10409,null,null,7276,null,null,8359,null,null,13558,null,null,10983,null,null,10010,null,null,6911,null,null,8317,null,null,20406,null,null,17427,null,null,17954,null,null,18711,null,null,49
600077,990,34577,3943,12908,2132,23844,3352,24037,3225,22765,3229,22949,2905,9117,1796,12133,1857,104215,6496,91781,6317,71873,4655,169878,7543,990,null,null,3943,null,null,2132,null,null,3352,null,null,3225,null,null,3229,null,null,2905,null,null,1796,null,null,1857,null,null,6496,null,null,6317,null,null,4655,null,null,7543,null,null,50
8158241,3830,426822,17572,206181,13665,263437,14810,291703,16045,280702,17051,300119,12852,116806,10412,179973,13908,1205101,29319,1056787,29171,898015,25517,2932595,29745,3830,null,null,17572,null,null,13665,null,null,14810,null,null,16045,null,null,17051,null,null,12852,null,null,10412,null,null,13908,null,null,29319,null,null,29171,null,null,25517,null,null,29745,null,null,51
7156306,2413,370552,14162,198121,13105,237018,15211,263538,16199,274285,19982,272894,16980,115297,10070,171509,13304,1143594,33311,954649,22951,787904,25112,2366945,31836,2413,null,null,14162,null,null,13105,null,null,15211,null,null,16199,null,null,19982,null,null,16980,null,null,10070,null,null,13304,null,null,33311,null,null,22951,null,null,25112,null,null,31836,null,null,53
1779919,1541,141536,9615,90772,7392,86755,7469,102574,8518,92964,8269,95300,8311,36028,5219,53876,7666,302297,12554,259589,12709,174172,10477,344056,12303,1541,null,null,9615,null,null,7392,null,null,7469,null,null,8518,null,null,8269,null,null,8311,null,null,5219,null,null,7666,null,null,12554,null,null,12709,null,null,10477,null,null,12303,null,null,54
5628565,2951,286260,12214,158690,9970,216615,11504,222225,11065,211121,11364,231958,11302,93486,6954,139872,9686,961740,20675,868637,20552,721915,19676,1516046,21323,2951,null,null,12214,null,null,9970,null,null,11504,null,null,11065,null,null,11364,null,null,11302,null,null,6954,null,null,9686,null,null,20675,null,null,20552,null,null,19676,null,null,21323,null,null,55
571169,936,24810,2896,15236,2954,24617,4466,19938,3756,26502,4762,25070,4064,10352,2556,14645,3109,97911,8931,87247,7071,73441,6408,151400,7922,936,null,null,2896,null,null,2954,null,null,4466,null,null,3756,null,null,4762,null,null,4064,null,null,2556,null,null,3109,null,null,8931,null,null,7071,null,null,6408,null,null,7922,null,null,56
3379483,1634,805412,20670,342191,16132,321779,14570,300017,18722,254905,13184,240149,15280,67893,6641,109055,9530,460057,20139,221963,11778,110374,9885,145688,11205,1634,null,null,20670,null,null,16132,null,null,14570,null,null,18722,null,null,13184,null,null,15280,null,null,6641,null,null,9530,null,null,20139,null,null,11778,null,null,9885,null,null,11205,null,null,72
4741329,2442,356387,15096,199604,11627,254240,15828,248703,11685,240669,13934,246473,12102,90575,7564,123466,10888,823009,22825,658540,20328,478841,17813,1020822,21765,2442,null,null,15096,null,null,11627,null,null,15828,null,null,11685,null,null,13934,null,null,12102,null,null,7564,null,null,10888,null,null,22825,null,null,20328,null,null,17813,null,null,21765,null,null,01
723968,1193,33035,4496,15734,2552,22797,3797,24868,4313,24147,3378,26454,4304,12219,2998,18385,3168,111212,8033,106522,8424,82425,7263,246170,9464,1193,null,null,4496,null,null,2552,null,null,3797,null,null,4313,null,null,3378,null,null,4304,null,null,2998,null,null,3168,null,null,8033,null,null,8424,null,null,7263,null,null,9464,null,null,02
6771098,3965,525626,18752,253577,14735,328261,18546,350309,17328,308183,18430,338316,15921,145691,11487,202670,13836,1221878,32459,872769,23384,657348,15982,1566470,27602,3965,null,null,18752,null,null,14735,null,null,18546,null,null,17328,null,null,18430,null,null,15921,null,null,11487,null,null,13836,null,null,32459,null,null,23384,null,null,15982,null,null,27602,null,null,04
2898630,2550,213946,12974,140499,12171,144780,8514,174811,11864,178254,11767,152340,11950,64988,8056,92993,10433,523764,19213,389383,16506,279496,13877,543376,16423,2550,null,null,12974,null,null,12171,null,null,8514,null,null,11864,null,null,11767,null,null,11950,null,null,8056,null,null,10433,null,null,19213,null,null,16506,null,null,13877,null,null,16423,null,null,05
38513258,8112,2389302,46102,1297402,37503,1838820,43758,1847120,40505,1760746,42095,1783442,37530,682276,26917,1004439,30653,6042830,76712,4533560,57301,3598199,57007,11735122,67385,8112,null,null,46102,null,null,37503,null,null,43758,null,null,40505,null,null,42095,null,null,37530,null,null,26917,null,null,30653,null,null,76712,null,null,57301,null,null,57007,null,null,67385,null,null,06
5420327,2295,258193,13370,139352,10744,201191,12842,212865,12285,206054,14035,216628,13799,90355,9524,132153,11503,896147,25438,719632,19286,594160,19614,1753597,21533,2295,null,null,13370,null,null,10744,null,null,12842,null,null,12285,null,null,14035,null,null,13799,null,null,9524,null,null,11503,null,null,25438,null,null,19286,null,null,19614,null,null,21533,null,null,08
3469514,1932,157228,9372,74098,7947,107802,10281,108082,9504,107175,9249,121391,11017,43956,5962,62956,8737,444225,19042,413545,16447,368484,16870,1460572,24552,1932,null,null,9372,null,null,7947,null,null,10281,null,null,9504,null,null,9249,null,null,11017,null,null,5962,null,null,8737,null,null,19042,null,null,16447,null,null,16870,null,null,24552,null,null,09
926864,1051,50068,5833,21174,3926,36969,5762,30614,4339,30214,5415,39210,7612,12219,3582,23915,3935,164565,11848,129395,10003,101002,8975,287519,12622,1051,null,null,5833,null,null,3926,null,null,5762,null,null,4339,null,null,5415,null,null,7612,null,null,3582,null,null,3935,null,null,11848,null,null,10003,null,null,8975,null,null,12622,null,null,10
647654,966,69581,7412,22031,3512,28696,4929,23126,4402,17212,3681,20557,3963,7935,2769,7732,2664,66701,7301,62426,6886,50394,4919,271263,9800,966,null,null,7412,null,null,3512,null,null,4929,null,null,4402,null,null,3681,null,null,3963,null,null,2769,null,null,2664,null,null,7301,null,null,6886,null,null,4919,null,null,9800,null,null,11
